When	WRB	when
the	DT	the
large	JJ	large
tech	NN	tech
companies	NNS	company
,	,	,
particularly	RB	particularly
the	DT	the
ones	NNS	one
with	IN	with
hundreds	NNS	hundred
of	IN	of
millions	NNS	million
or	CC	or
even	RB	even
billions	NNS	billion
of	IN	of
users	NNS	user
,	,	,
have	VBP	have
been	VBN	be
better	JJR	good
than	IN	than
anyone	NN	anyone
else	RB	else
at	IN	at
making	VBG	make
these	DT	these
investments	NNS	investment
pay	VBP	pay
off	RP	off
because	IN	because
,	,	,
for	IN	for
them	PP	them
,	,	,
a	DT	a
one-size-fits-all	NN	<unknown>
AI	VBP	ai
system	NN	system
,	,	,
such	JJ	such
as	IN	as
one	CD	one
that	WDT	that
improves	VBZ	improve
web	NN	web
search	NN	search
or	CC	or
that	WDT	that
recommends	VBZ	recommend
better	JJR	good
products	NNS	product
for	IN	for
online	JJ	online
shopping	NN	shopping
,	,	,
can	MD	can
be	VB	be
applied	VBN	apply
to	RB	to
[	SYM	[
these	NNS	these
]	SYM	]
very	JJ	very
large	JJ	large
numbers	NNS	number
of	IN	of
users	NNS	user
to	TO	to
generate	VB	generate
a	DT	a
massive	JJ	massive
amount	NN	amount
of	IN	of
revenue	NN	revenue
.	SENT	.
But	CC	but
this	DT	this
recipe	NN	recipe
for	IN	for
AI	NN	ai
does	VBZ	do
not	RB	not
work	VB	work
once	IN	once
you	PP	you
go	VBP	go
outside	IN	outside
the	DT	the
tech	NN	tech
and	CC	and
internet	NN	Internet
sectors	NNS	sector
to	TO	to
other	JJ	other
places	NNS	place
where	WRB	where
,	,	,
for	IN	for
the	DT	the
most	JJS	most
part	NN	part
,	,	,
there	EX	there
are	VBP	be
hardly	RB	hardly
any	DT	any
projects	NNS	project
that	WDT	that
apply	VBP	apply
to	TO	to
100	CD	@card@
million	CD	million
people	NNS	people
or	CC	or
that	WDT	that
generate	VBP	generate
comparable	JJ	comparable
economics	NNS	economics
.	SENT	.
Let	VB	let
me	PP	me
illustrate	VB	illustrate
an	DT	an
example	NN	example
.	SENT	.
Many	JJ	many
weekends	NNS	weekend
,	,	,
I	PP	I
drive	VBP	drive
a	DT	a
few	JJ	few
minutes	NNS	minute
from	IN	from
my	PP$	my
house	NN	house
to	TO	to
a	DT	a
local	JJ	local
pizza	NN	pizza
store	NN	store
to	TO	to
buy	VB	buy
a	DT	a
slice	NN	slice
of	IN	of
Hawaiian	JJ	Hawaiian
pizza	NN	pizza
from	IN	from
the	DT	the
gentleman	NN	gentleman
that	WDT	that
owns	VBZ	own
this	DT	this
pizza	NN	pizza
store	NN	store
.	SENT	.
And	CC	and
his	PP$	his
pizza	NN	pizza
is	VBZ	be
great	JJ	great
,	,	,
but	CC	but
he	PP	he
always	RB	always
has	VBZ	have
a	DT	a
lot	NN	lot
of	IN	of
cold	JJ	cold
pizzas	NNS	pizza
sitting	VBG	sit
around	RP	around
,	,	,
and	CC	and
every	DT	every
weekend	NN	weekend
some	DT	some
different	JJ	different
flavor	NN	flavor
of	IN	of
pizza	NN	pizza
is	VBZ	be
out	RP	out
of	IN	of
stock	NN	stock
.	SENT	.
But	CC	but
when	WRB	when
I	PP	I
watch	VBP	watch
him	PP	him
operate	VB	operate
his	PP$	his
store	NN	store
,	,	,
I	PP	I
get	VBP	get
excited	VBN	excite
,	,	,
because	IN	because
by	IN	by
selling	VBG	sell
pizza	NN	pizza
,	,	,
he	PP	he
is	VBZ	be
generating	VBG	generate
data	NNS	datum
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
data	NNS	datum
that	IN	that
he	PP	he
can	MD	can
take	VB	take
advantage	NN	advantage
of	IN	of
if	IN	if
he	PP	he
had	VBD	have
access	NN	access
to	TO	to
AI	NN	ai
.	SENT	.
AI	VBP	ai
systems	NNS	system
are	VBP	be
good	JJ	good
at	IN	at
spotting	VBG	spot
patterns	NNS	pattern
when	WRB	when
given	VBN	give
access	NN	access
to	TO	to
the	DT	the
right	JJ	right
data	NNS	datum
,	,	,
and	CC	and
perhaps	RB	perhaps
an	DT	an
AI	NN	ai
system	NN	system
could	MD	could
spot	VB	spot
if	IN	if
Mediterranean	JJ	Mediterranean
pizzas	NNS	pizza
sell	VBP	sell
really	RB	really
well	RB	well
on	IN	on
a	DT	a
Friday	NP	Friday
night	NN	night
,	,	,
maybe	RB	maybe
it	PP	it
could	MD	could
suggest	VB	suggest
to	TO	to
him	PP	him
to	TO	to
make	VB	make
more	JJR	more
of	IN	of
it	PP	it
on	IN	on
a	DT	a
Friday	NP	Friday
afternoon	NN	afternoon
.	SENT	.
Now	RB	now
you	PP	you
might	MD	might
say	VB	say
to	TO	to
me	PP	me
,	,	,
"	''	"
Hey	NP	Hey
,	,	,
Andrew	NP	Andrew
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
small	JJ	small
pizza	NN	pizza
store	NN	store
.	SENT	.
What	WP	what
'	POS	'
s	NN	S
the	DT	the
big	JJ	big
deal	NN	deal
?	SENT	?
"	``	"
And	CC	and
I	PP	I
say	VBP	say
,	,	,
to	TO	to
the	DT	the
gentleman	NN	gentleman
that	WDT	that
owns	VBZ	own
this	DT	this
pizza	NN	pizza
store	NN	store
,	,	,
something	NN	something
that	WDT	that
could	MD	could
help	VB	help
him	PP	him
improve	VB	improve
his	PP$	his
revenues	NNS	revenue
by	IN	by
a	DT	a
few	JJ	few
thousand	CD	thousand
dollars	NNS	dollar
a	DT	a
year	NN	year
,	,	,
that	WDT	that
will	MD	will
be	VB	be
a	DT	a
huge	JJ	huge
deal	NN	deal
to	TO	to
him	PP	him
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
there	EX	there
is	VBZ	be
a	DT	a
lot	NN	lot
of	IN	of
hype	NN	hype
about	IN	about
AI	NN	ai
'	POS	'
s	NNS	<unknown>
need	VBP	need
for	IN	for
massive	JJ	massive
data	NNS	datum
sets	NNS	set
,	,	,
and	CC	and
having	VBG	have
more	JJR	more
data	NN	data
does	VBZ	do
help	VB	help
.	SENT	.
But	CC	but
contrary	JJ	contrary
to	TO	to
the	DT	the
hype	NN	hype
,	,	,
AI	VBP	ai
can	MD	can
often	RB	often
work	VB	work
just	RB	just
fine	JJ	fine
even	RB	even
on	IN	on
modest	JJ	modest
amounts	NNS	amount
of	IN	of
data	NNS	datum
,	,	,
such	JJ	such
as	IN	as
the	DT	the
data	NNS	datum
generated	VBN	generate
by	IN	by
a	DT	a
single	JJ	single
pizza	NN	pizza
store	NN	store
.	SENT	.
So	IN	so
the	DT	the
real	JJ	real
problem	NN	problem
is	VBZ	be
not	RB	not
that	IN	that
there	RB	there
isn	NP	isn
'	POS	'
t	NN	t
enough	JJ	enough
data	NNS	datum
from	IN	from
the	DT	the
pizza	NN	pizza
store	NN	store
.	SENT	.
The	DT	the
real	JJ	real
problem	NN	problem
is	VBZ	be
that	IN	that
the	DT	the
small	JJ	small
pizza	NN	pizza
store	NN	store
could	MD	could
never	RB	never
serve	VB	serve
enough	JJ	enough
customers	NNS	customer
to	TO	to
justify	VB	justify
the	DT	the
cost	NN	cost
of	IN	of
hiring	VBG	hire
an	DT	an
AI	NN	ai
team	NN	team
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
there	EX	there
are	VBP	be
about	IN	about
half	PDT	half
a	DT	a
million	CD	million
independent	JJ	independent
restaurants	NNS	restaurant
.	SENT	.
And	CC	and
collectively	RB	collectively
,	,	,
these	DT	these
restaurants	NNS	restaurant
do	VBP	do
serve	VB	serve
tens	NNS	ten
of	IN	of
millions	NNS	million
of	IN	of
customers	NNS	customer
.	SENT	.
But	CC	but
every	DT	every
restaurant	NN	restaurant
is	VBZ	be
different	JJ	different
with	IN	with
a	DT	a
different	JJ	different
menu	NN	menu
,	,	,
different	JJ	different
customers	NNS	customer
,	,	,
different	JJ	different
ways	NNS	way
of	IN	of
recording	VBG	record
sales	NNS	sale
that	IN	that
no	DT	no
one-size-fits-all	NN	<unknown>
AI	VBZ	ai
would	MD	would
work	VB	work
for	IN	for
all	DT	all
of	IN	of
them	PP	them
.	SENT	.
What	WP	what
would	MD	would
it	PP	it
be	VB	be
like	JJ	like
if	IN	if
we	PP	we
could	MD	could
enable	VB	enable
small	JJ	small
businesses	NNS	business
and	CC	and
especially	RB	especially
local	JJ	local
businesses	NNS	business
to	TO	to
use	VB	use
AI	NN	ai
?	SENT	?
Let	NP	Let
'	POS	'
s	NNS	<unknown>
take	VBP	take
a	DT	a
look	NN	look
at	IN	at
what	WP	what
it	PP	it
might	MD	might
look	VB	look
like	IN	like
at	IN	at
a	DT	a
company	NN	company
that	WDT	that
makes	VBZ	make
and	CC	and
sells	VBZ	sell
T-shirts	NNS	T-shirt
.	SENT	.
I	PP	I
would	MD	would
love	VB	love
if	IN	if
an	DT	an
accountant	NN	accountant
working	VBG	work
for	IN	for
the	DT	the
T-shirt	NN	T-shirt
company	NN	company
can	MD	can
use	VB	use
AI	NN	ai
for	IN	for
demand	NN	demand
forecasting	NN	forecasting
.	SENT	.
Say	VB	say
,	,	,
figure	VB	figure
out	RP	out
what	WP	what
funny	JJ	funny
memes	NNS	<unknown>
to	TO	to
prints	NNS	print
on	IN	on
T-shirts	NNS	T-shirt
that	WDT	that
would	MD	would
drive	VB	drive
sales	NNS	sale
,	,	,
by	IN	by
looking	VBG	look
at	IN	at
what	WP	what
'	POS	'
s	NNS	<unknown>
trending	VBG	trend
on	IN	on
social	JJ	social
media	NNS	medium
.	SENT	.
Or	CC	or
for	IN	for
product	NN	product
placement	NN	placement
,	,	,
why	WRB	why
can	NN	can
'	POS	'
t	NN	t
a	DT	a
front-of-store	JJ	<unknown>
manager	NN	manager
take	VB	take
pictures	NNS	picture
of	IN	of
what	WP	what
the	DT	the
store	NN	store
looks	VBZ	look
like	VB	like
and	CC	and
show	VB	show
it	PP	it
to	TO	to
an	DT	an
AI	NN	ai
and	CC	and
have	VB	have
an	DT	an
AI	VBP	ai
recommend	VB	recommend
where	WRB	where
to	TO	to
place	VB	place
products	NNS	product
to	TO	to
improve	VB	improve
sales	NNS	sale
?	SENT	?
Supply	NN	supply
chain	NN	chain
.	SENT	.
Can	MD	can
an	DT	an
AI	VBP	ai
recommend	VB	recommend
to	TO	to
a	DT	a
buyer	NN	buyer
whether	IN	whether
or	CC	or
not	RB	not
they	PP	they
should	MD	should
pay	VB	pay
20	CD	@card@
dollars	NNS	dollar
per	IN	per
yard	NN	yard
for	IN	for
a	DT	a
piece	NN	piece
of	IN	of
fabric	NN	fabric
now	RB	now
,	,	,
or	CC	or
if	IN	if
they	PP	they
should	MD	should
keep	VB	keep
looking	VBG	look
because	IN	because
they	PP	they
might	MD	might
be	VB	be
able	JJ	able
to	TO	to
find	VB	find
it	PP	it
cheaper	JJR	cheap
elsewhere	NN	elsewhere
?	SENT	?
Or	CC	or
quality	NN	quality
control	NN	control
.	SENT	.
A	DT	a
quality	NN	quality
inspector	NN	inspector
should	MD	should
be	VB	be
able	JJ	able
to	TO	to
use	VB	use
AI	NN	ai
to	TO	to
automatically	RB	automatically
scan	VB	scan
pictures	NNS	picture
of	IN	of
the	DT	the
fabric	NN	fabric
they	PP	they
use	VBP	use
to	TO	to
make	VB	make
T-shirts	NNS	T-shirt
to	TO	to
check	VB	check
if	IN	if
there	EX	there
are	VBP	be
any	DT	any
tears	NNS	tear
or	CC	or
discolorations	NNS	discoloration
in	IN	in
the	DT	the
cloth	NN	cloth
.	SENT	.
Today	NN	today
,	,	,
large	JJ	large
tech	NN	tech
companies	NNS	company
routinely	RB	routinely
use	VBP	use
AI	VBP	ai
to	TO	to
solve	VB	solve
problems	NNS	problem
like	IN	like
these	DT	these
and	CC	and
to	TO	to
great	JJ	great
effect	NN	effect
.	SENT	.
But	CC	but
a	DT	a
typical	JJ	typical
T-shirt	NN	T-shirt
company	NN	company
or	CC	or
a	DT	a
typical	JJ	typical
auto	NN	auto
mechanic	NN	mechanic
or	CC	or
retailer	NN	retailer
or	CC	or
school	NN	school
or	CC	or
local	JJ	local
farm	NN	farm
will	MD	will
be	VB	be
using	VBG	use
AI	VBP	ai
for	IN	for
exactly	RB	exactly
zero	CD	zero
of	IN	of
these	DT	these
applications	NNS	application
today	NN	today
.	SENT	.
Every	DT	every
T-shirt	NN	T-shirt
maker	NN	maker
is	VBZ	be
sufficiently	RB	sufficiently
different	JJ	different
from	IN	from
every	DT	every
other	JJ	other
T-shirt	NN	T-shirt
maker	NN	maker
that	IN	that
there	EX	there
is	VBZ	be
no	DT	no
one-size-fits-all	NN	<unknown>
AI	NN	ai
that	WDT	that
will	MD	will
work	VB	work
for	IN	for
all	DT	all
of	IN	of
them	PP	them
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
once	RB	once
you	PP	you
go	VBP	go
outside	IN	outside
the	DT	the
internet	NN	Internet
and	CC	and
tech	NN	tech
sectors	NNS	sector
in	IN	in
other	JJ	other
industries	NNS	industry
,	,	,
even	RB	even
large	JJ	large
companies	NNS	company
such	JJ	such
as	IN	as
the	DT	the
pharmaceutical	JJ	pharmaceutical
companies	NNS	company
,	,	,
the	DT	the
car	NN	car
makers	NNS	maker
,	,	,
the	DT	the
hospitals	NNS	hospital
,	,	,
also	RB	also
struggle	NN	struggle
with	IN	with
this	DT	this
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
long-tail	NN	<unknown>
problem	NN	problem
of	IN	of
AI	NN	ai
.	SENT	.
If	IN	if
you	PP	you
were	VBD	be
to	TO	to
take	VB	take
all	DT	all
current	JJ	current
and	CC	and
potential	JJ	potential
AI	VBP	ai
projects	NNS	project
and	CC	and
sort	VB	sort
them	PP	them
in	IN	in
decreasing	VBG	decrease
order	NN	order
of	IN	of
value	NN	value
and	CC	and
plot	VB	plot
them	PP	them
,	,	,
you	PP	you
get	VBP	get
a	DT	a
graph	NN	graph
that	WDT	that
looks	VBZ	look
like	IN	like
this	DT	this
.	SENT	.
Maybe	RB	maybe
the	DT	the
single	JJ	single
most	RBS	most
valuable	JJ	valuable
AI	NN	ai
system	NN	system
is	VBZ	be
something	NN	something
that	WDT	that
decides	VBZ	decide
what	WP	what
ads	NNS	ad
to	TO	to
show	VB	show
people	NNS	people
on	IN	on
the	DT	the
internet	NN	Internet
.	SENT	.
Maybe	RB	maybe
the	DT	the
second	JJ	second
most	RBS	most
valuable	JJ	valuable
is	VBZ	be
a	DT	a
web	NN	web
search	NN	search
engine	NN	engine
,	,	,
maybe	RB	maybe
the	DT	the
third	JJ	third
most	RBS	most
valuable	JJ	valuable
is	VBZ	be
an	DT	an
online	JJ	online
shopping	NN	shopping
product	NN	product
recommendation	NN	recommendation
system	NN	system
.	SENT	.
But	CC	but
when	WRB	when
you	PP	you
go	VBP	go
to	TO	to
the	DT	the
right	NN	right
of	IN	of
this	DT	this
curve	NN	curve
,	,	,
you	PP	you
then	RB	then
get	VBP	get
projects	NNS	project
like	IN	like
T-shirt	NN	T-shirt
product	NN	product
placement	NN	placement
or	CC	or
T-shirt	NN	T-shirt
demand	NN	demand
forecasting	NN	forecasting
or	CC	or
pizzeria	NN	pizzeria
demand	NN	demand
forecasting	NN	forecasting
.	SENT	.
And	CC	and
each	DT	each
of	IN	of
these	DT	these
is	VBZ	be
a	DT	a
unique	JJ	unique
project	NN	project
that	WDT	that
needs	VBZ	need
to	TO	to
be	VB	be
custom-built	JJ	custom-built
.	SENT	.
Even	RB	even
T-shirt	NN	T-shirt
demand	NN	demand
forecasting	NN	forecasting
,	,	,
if	IN	if
it	PP	it
depends	VBZ	depend
on	IN	on
trending	VBG	trend
memes	NNS	<unknown>
on	IN	on
social	JJ	social
media	NNS	medium
,	,	,
is	VBZ	be
a	DT	a
very	RB	very
different	JJ	different
project	NN	project
than	IN	than
pizzeria	NN	pizzeria
demand	NN	demand
forecasting	NN	forecasting
,	,	,
if	IN	if
that	WDT	that
depends	VBZ	depend
on	IN	on
the	DT	the
pizzeria	NN	pizzeria
sales	NNS	sale
data	NNS	datum
.	SENT	.
So	IN	so
today	NN	today
there	EX	there
are	VBP	be
millions	NNS	million
of	IN	of
projects	NNS	project
sitting	VBG	sit
on	IN	on
the	DT	the
tail	NN	tail
of	IN	of
this	DT	this
distribution	NN	distribution
that	IN	that
no	DT	no
one	CD	one
is	VBZ	be
working	VBG	work
on	RP	on
,	,	,
but	CC	but
whose	WP$	whose
aggregate	JJ	aggregate
value	NN	value
is	VBZ	be
massive	JJ	massive
.	SENT	.
So	RB	so
how	WRB	how
can	MD	can
we	PP	we
enable	VB	enable
small	JJ	small
businesses	NNS	business
and	CC	and
individuals	NNS	individual
to	TO	to
build	VB	build
AI	NN	ai
systems	NNS	system
that	WDT	that
matter	VBP	matter
to	TO	to
them	PP	them
?	SENT	?
For	IN	for
most	JJS	most
of	IN	of
the	DT	the
last	JJ	last
few	JJ	few
decades	NNS	decade
,	,	,
if	IN	if
you	PP	you
wanted	VBD	want
to	TO	to
build	VB	build
an	DT	an
AI	NN	ai
system	NN	system
,	,	,
this	DT	this
is	VBZ	be
what	WP	what
you	PP	you
have	VBP	have
to	TO	to
do	VB	do
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
write	VB	write
pages	NNS	page
and	CC	and
pages	NNS	page
of	IN	of
code	NN	code
.	SENT	.
And	CC	and
while	IN	while
I	PP	I
would	MD	would
love	VB	love
for	IN	for
everyone	NN	everyone
to	TO	to
learn	VB	learn
to	TO	to
code	VB	code
,	,	,
and	CC	and
in	IN	in
fact	NN	fact
,	,	,
online	JJ	online
education	NN	education
and	CC	and
also	RB	also
offline	JJ	<unknown>
education	NN	education
are	VBP	be
helping	VBG	help
more	JJR	more
people	NNS	people
than	IN	than
ever	RB	ever
learn	VB	learn
to	TO	to
code	VB	code
,	,	,
unfortunately	RB	unfortunately
,	,	,
not	RB	not
everyone	NN	everyone
has	VBZ	have
the	DT	the
time	NN	time
to	TO	to
do	VB	do
this	DT	this
.	SENT	.
But	CC	but
there	EX	there
is	VBZ	be
an	DT	an
emerging	VBG	emerge
new	JJ	new
way	NN	way
to	TO	to
build	VB	build
AI	NN	ai
systems	NNS	system
that	WDT	that
will	MD	will
let	VB	let
more	JJR	more
people	NNS	people
participate	VBP	participate
.	SENT	.
Just	RB	just
as	IN	as
pen	NN	pen
and	CC	and
paper	NN	paper
,	,	,
which	WDT	which
are	VBP	be
a	DT	a
vastly	RB	vastly
superior	JJ	superior
technology	NN	technology
to	TO	to
stone	VB	stone
tablet	NN	tablet
and	CC	and
chisel	NN	chisel
,	,	,
were	VBD	be
instrumental	JJ	instrumental
to	TO	to
widespread	JJ	widespread
literacy	NN	literacy
,	,	,
there	EX	there
are	VBP	be
emerging	VBG	emerge
new	JJ	new
AI	VBP	ai
development	NN	development
platforms	NNS	platform
that	WDT	that
shift	VBP	shift
the	DT	the
focus	NN	focus
from	IN	from
asking	VBG	ask
you	PP	you
to	TO	to
write	VB	write
lots	NNS	lot
of	IN	of
code	NN	code
to	TO	to
asking	VBG	ask
you	PP	you
to	TO	to
focus	VB	focus
on	IN	on
providing	VBG	provide
data	NNS	datum
.	SENT	.
And	CC	and
this	DT	this
turns	VBZ	turn
out	RP	out
to	TO	to
be	VB	be
much	RB	much
easier	JJR	easy
for	IN	for
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
to	TO	to
do	VB	do
.	SENT	.
Today	NN	today
,	,	,
there	EX	there
are	VBP	be
multiple	JJ	multiple
companies	NNS	company
working	VBG	work
on	IN	on
platforms	NNS	platform
like	IN	like
these	DT	these
.	SENT	.
Let	VB	let
me	PP	me
illustrate	VB	illustrate
a	DT	a
few	JJ	few
of	IN	of
the	DT	the
concepts	NNS	concept
using	VBG	use
one	PP	one
that	IN	that
my	PP$	my
team	NN	team
has	VBZ	have
been	VBN	be
building	VBG	build
.	SENT	.
Take	VB	take
the	DT	the
example	NN	example
of	IN	of
an	DT	an
inspector	NN	inspector
wanting	VBG	want
AI	NN	ai
to	TO	to
help	VB	help
detect	VB	detect
defects	NNS	defect
in	IN	in
fabric	NN	fabric
.	SENT	.
An	DT	an
inspector	NN	inspector
can	MD	can
take	VB	take
pictures	NNS	picture
of	IN	of
the	DT	the
fabric	NN	fabric
and	CC	and
upload	VB	upload
it	PP	it
to	TO	to
a	DT	a
platform	NN	platform
like	IN	like
this	DT	this
,	,	,
and	CC	and
they	PP	they
can	MD	can
go	VB	go
in	IN	in
to	TO	to
show	VB	show
the	DT	the
AI	NN	ai
what	WP	what
tears	VBZ	tear
in	IN	in
the	DT	the
fabric	NN	fabric
look	NN	look
like	IN	like
by	IN	by
drawing	VBG	draw
rectangles	NNS	rectangle
.	SENT	.
And	CC	and
they	PP	they
can	MD	can
also	RB	also
go	VB	go
in	IN	in
to	TO	to
show	VB	show
the	DT	the
AI	VBP	ai
what	WP	what
discoloration	NN	discoloration
on	IN	on
the	DT	the
fabric	NN	fabric
looks	VBZ	look
like	IN	like
by	IN	by
drawing	VBG	draw
rectangles	NNS	rectangle
.	SENT	.
So	IN	so
these	DT	these
pictures	NNS	picture
,	,	,
together	RB	together
with	IN	with
the	DT	the
green	JJ	green
and	CC	and
pink	JJ	pink
rectangles	NNS	rectangle
that	IN	that
the	DT	the
inspector	NN	inspector
'	POS	'
s	NNS	<unknown>
drawn	VBN	draw
,	,	,
are	VBP	be
data	NNS	datum
created	VBN	create
by	IN	by
the	DT	the
inspector	NN	inspector
to	TO	to
explain	VB	explain
to	TO	to
AI	NN	ai
how	WRB	how
to	TO	to
find	VB	find
tears	NNS	tear
and	CC	and
discoloration	NN	discoloration
.	SENT	.
After	IN	after
the	DT	the
AI	NN	ai
examines	VBZ	examine
this	DT	this
data	NNS	datum
,	,	,
we	PP	we
may	MD	may
find	VB	find
that	IN	that
it	PP	it
has	VBZ	have
seen	VBN	see
enough	JJ	enough
pictures	NNS	picture
of	IN	of
tears	NNS	tear
,	,	,
but	CC	but
not	RB	not
yet	RB	yet
enough	JJ	enough
pictures	NNS	picture
of	IN	of
discolorations	NNS	discoloration
.	SENT	.
This	DT	this
is	VBZ	be
akin	JJ	akin
to	TO	to
if	IN	if
a	DT	a
junior	JJ	junior
inspector	NN	inspector
had	VBD	have
learned	VBN	learn
to	TO	to
reliably	RB	reliably
spot	VB	spot
tears	NNS	tear
,	,	,
but	CC	but
still	RB	still
needs	VBZ	need
to	TO	to
further	RBR	further
hone	VB	hone
their	PP$	their
judgment	NN	judgment
about	IN	about
discolorations	NNS	discoloration
.	SENT	.
So	IN	so
the	DT	the
inspector	NN	inspector
can	MD	can
go	VB	go
back	RB	back
and	CC	and
take	VB	take
more	JJR	more
pictures	NNS	picture
of	IN	of
discolorations	NNS	discoloration
to	TO	to
show	VB	show
to	TO	to
the	DT	the
AI	NN	ai
,	,	,
to	TO	to
help	VB	help
it	PP	it
deepen	VB	deepen
this	DT	this
understanding	NN	understanding
.	SENT	.
By	IN	by
adjusting	VBG	adjust
the	DT	the
data	NNS	datum
you	PP	you
give	VBP	give
to	TO	to
the	DT	the
AI	NN	ai
,	,	,
you	PP	you
can	MD	can
help	VB	help
the	DT	the
AI	VBP	ai
get	VB	get
smarter	RBR	smarter
.	SENT	.
So	IN	so
an	DT	an
inspector	NN	inspector
using	VBG	use
an	DT	an
accessible	JJ	accessible
platform	NN	platform
like	IN	like
this	DT	this
can	NN	can
,	,	,
in	IN	in
a	DT	a
few	JJ	few
hours	NNS	hour
to	TO	to
a	DT	a
few	JJ	few
days	NNS	day
,	,	,
and	CC	and
with	IN	with
purchasing	VBG	purchase
a	DT	a
suitable	JJ	suitable
camera	NN	camera
set	VBN	set
