Hi	UH	hi
sun	NN	sun
and	CC	and
the	DT	the
wind	NN	wind
,	,	,
we	PP	we
obviously	RB	obviously
need	VBP	need
to	TO	to
build	VB	build
technologies	NNS	technology
such	JJ	such
as	IN	as
solar	JJ	solar
panels	NNS	panel
,	,	,
windmills	NNS	windmill
,	,	,
batteries	NNS	battery
,	,	,
right	RB	right
?	SENT	?
And	CC	and
to	TO	to
build	VB	build
those	DT	those
,	,	,
we	PP	we
need	VBP	need
to	TO	to
mine	VB	mine
huge	JJ	huge
quantities	NNS	quantity
of	IN	of
non-renewable	JJ	non-renewable
materials	NNS	material
such	JJ	such
as	IN	as
these	DT	these
.	SENT	.
Knowing	VBG	know
that	IN	that
it	PP	it
takes	VBZ	take
mines	NNS	mine
as	IN	as
big	JJ	big
as	IN	as
these	DT	these
to	TO	to
produce	VB	produce
that	DT	that
much	JJ	much
amount	NN	amount
of	IN	of
usable	JJ	usable
material	NN	material
.	SENT	.
Our	PP$	our
ticket	NN	ticket
to	TO	to
green	JJ	green
growth	NN	growth
,	,	,
in	IN	in
other	JJ	other
words	NNS	word
,	,	,
is	VBZ	be
digging	VBG	dig
deep	RB	deep
in	IN	in
the	DT	the
environment	NN	environment
.	SENT	.
Now	RB	now
we	PP	we
know	VBP	know
that	IN	that
mining	NN	mining
can	MD	can
have	VB	have
grave	JJ	grave
impacts	NNS	impact
for	IN	for
local	JJ	local
ecosystems	NNS	ecosystem
and	CC	and
populations	NNS	population
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
seen	VBN	see
it	PP	it
myself	PP	myself
,	,	,
and	CC	and
it	PP	it
really	RB	really
isn	NN	isn
'	POS	'
t	NN	t
pretty	RB	pretty
.	SENT	.
But	CC	but
what	WP	what
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
about	IN	about
today	NN	today
is	VBZ	be
about	RB	about
how	WRB	how
much	RB	much
and	CC	and
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
have	VB	have
to	TO	to
dig	VB	dig
,	,	,
and	CC	and
what	WP	what
that	DT	that
means	NNS	mean
for	IN	for
planetary	JJ	planetary
security	NN	security
and	CC	and
for	IN	for
geopolitics	NNS	geopolitics
.	SENT	.
I	NP	I
'	POS	'
ll	JJ	<unknown>
start	NN	start
from	IN	from
there	RB	there
.	SENT	.
History	NN	history
tells	VBZ	tell
us	PP	us
that	IN	that
when	WRB	when
the	DT	the
dominant	JJ	dominant
source	NN	source
of	IN	of
energy	NN	energy
changes	NNS	change
,	,	,
power	NN	power
relations	NNS	relation
change	VBP	change
as	RB	as
well	RB	well
.	SENT	.
Countries	NNS	country
that	WDT	that
can	MD	can
transform	VB	transform
energy	NN	energy
to	TO	to
their	PP$	their
own	JJ	own
advantage	NN	advantage
,	,	,
can	MD	can
gain	VB	gain
the	DT	the
upper	JJ	upper
hand	NN	hand
economically	RB	economically
and	CC	and
politically	RB	politically
,	,	,
and	CC	and
then	RB	then
can	MD	can
put	VB	put
themselves	PP	themselves
at	IN	at
the	DT	the
center	NN	center
of	IN	of
the	DT	the
global	JJ	global
order	NN	order
.	SENT	.
Think	VB	think
of	IN	of
the	DT	the
United	NP	United
Kingdom	NP	Kingdom
and	CC	and
coal	NN	coal
,	,	,
for	IN	for
instance	NN	instance
,	,	,
or	CC	or
how	WRB	how
oil	NN	oil
determined	VBD	determine
the	DT	the
ascendance	NN	ascendance
of	IN	of
the	DT	the
US	NP	US
to	TO	to
a	DT	a
global	JJ	global
superpower	NN	superpower
.	SENT	.
What	WP	what
that	WDT	that
tells	VBZ	tell
us	PP	us
is	VBZ	be
that	IN	that
the	DT	the
access	NN	access
to	TO	to
and	CC	and
processing	VBG	process
of	IN	of
energy	NN	energy
literally	RB	literally
materializes	VBZ	materialize
into	IN	into
the	DT	the
ability	NN	ability
to	TO	to
shape	VB	shape
geopolitical	JJ	geopolitical
power	NN	power
dynamics	NNS	dynamics
.	SENT	.
And	CC	and
today	NN	today
,	,	,
we	PP	we
'	POS	'
re	NN	re
facing	VBG	face
the	DT	the
challenge	NN	challenge
of	IN	of
implementing	VBG	implement
the	DT	the
biggest	JJS	big
energy	NN	energy
transition	NN	transition
in	IN	in
the	DT	the
history	NN	history
of	IN	of
humankind	NN	humankind
under	IN	under
a	DT	a
ticking	VBG	tick
climate	NN	climate
clock	NN	clock
.	SENT	.
The	DT	the
race	NN	race
is	VBZ	be
on	IN	on
for	IN	for
a	DT	a
new	JJ	new
generation	NN	generation
of	IN	of
power	NN	power
.	SENT	.
At	IN	at
the	DT	the
heart	NN	heart
of	IN	of
which	WDT	which
you	PP	you
have	VBP	have
all	DT	all
of	IN	of
the	DT	the
critical	JJ	critical
materials	NNS	material
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
decarbonize	VB	decarbonize
on	IN	on
the	DT	the
one	CD	one
hand	NN	hand
and	CC	and
digitalize	VB	digitalize
on	IN	on
the	DT	the
other	JJ	other
.	SENT	.
So	RB	so
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
with	IN	with
them	PP	them
?	SENT	?
On	IN	on
the	DT	the
demand	NN	demand
side	VB	side
we	PP	we
'	POS	'
re	NN	re
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
an	DT	an
exponential	JJ	exponential
demand	NN	demand
curve	NN	curve
.	SENT	.
If	IN	if
you	PP	you
take	VBP	take
lithium	NN	lithium
as	IN	as
a	DT	a
proxy	NN	proxy
,	,	,
a	DT	a
key	JJ	key
component	NN	component
for	IN	for
[	SYM	[
batteries	NNS	battery
]	SYM	]
,	,	,
global	JJ	global
production	NN	production
already	RB	already
increased	VBD	increase
by	IN	by
just	RB	just
short	JJ	short
of	IN	of
300	CD	@card@
percent	NN	percent
between	IN	between
2010	CD	@card@
and	CC	and
2020	CD	@card@
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
pause	VB	pause
here	RB	here
for	IN	for
a	DT	a
sec	NN	sec
.	SENT	.
This	DT	this
is	VBZ	be
really	RB	really
good	JJ	good
news	NN	news
.	SENT	.
It	PP	it
means	VBZ	mean
that	IN	that
decarbonization	NN	decarbonization
is	VBZ	be
in	IN	in
motion	NN	motion
.	SENT	.
The	DT	the
not	RB	not
so	RB	so
good	JJ	good
news	NN	news
is	VBZ	be
that	IN	that
our	PP$	our
"	``	"
clean	JJ	clean
"	''	"
future	NN	future
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
more	RBR	more
materially	RB	materially
intensive	JJ	intensive
than	IN	than
before	RB	before
.	SENT	.
If	IN	if
you	PP	you
take	VBP	take
a	DT	a
simple	JJ	simple
measure	NN	measure
for	IN	for
it	PP	it
,	,	,
the	DT	the
International	NP	International
Energy	NP	Energy
Agency	NP	Agency
tells	VBZ	tell
us	PP	us
that	IN	that
with	IN	with
the	DT	the
current	JJ	current
level	NN	level
of	IN	of
innovation	NN	innovation
,	,	,
an	DT	an
electric	JJ	electric
car	NN	car
requires	VBZ	require
six	CD	six
times	NNS	time
more	JJR	more
mineral	NN	mineral
inputs	NNS	input
than	IN	than
a	DT	a
conventional	JJ	conventional
car	NN	car
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
only	RB	only
the	DT	the
start	NN	start
.	SENT	.
The	DT	the
World	NP	World
Bank	NP	Bank
tells	VBZ	tell
us	PP	us
that	IN	that
with	IN	with
the	DT	the
current	JJ	current
projections	NNS	projection
,	,	,
global	JJ	global
production	NN	production
for	IN	for
minerals	NNS	mineral
such	JJ	such
as	IN	as
graphite	NN	graphite
and	CC	and
cobalt	NN	cobalt
will	MD	will
increase	VB	increase
by	IN	by
500	CD	@card@
percent	NN	percent
by	IN	by
2050	CD	@card@
,	,	,
only	RB	only
to	TO	to
meet	VB	meet
the	DT	the
demand	NN	demand
for	IN	for
clean	JJ	clean
energy	NN	energy
technologies	NNS	technology
.	SENT	.
Now	RB	now
let	VB	let
'	''	'
s	NNS	<unknown>
look	VBP	look
on	IN	on
the	DT	the
supply	NN	supply
side	NN	side
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
where	WRB	where
a	DT	a
lot	NN	lot
of	IN	of
really	RB	really
interesting	JJ	interesting
things	NNS	thing
are	VBP	be
happening	VBG	happen
.	SENT	.
Who	WP	who
currently	RB	currently
exploits	VBZ	exploit
and	CC	and
processes	VBZ	process
minerals	NNS	mineral
and	CC	and
where	WRB	where
deposits	NNS	deposit
to	TO	to
meet	VB	meet
future	JJ	future
demand	NN	demand
are	VBP	be
located	VBN	locate
tell	VB	tell
us	PP	us
exactly	RB	exactly
how	WRB	how
the	DT	the
transition	NN	transition
is	VBZ	be
going	VBG	go
to	TO	to
change	VB	change
geopolitics	NNS	geopolitics
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
a	DT	a
material	NN	material
such	JJ	such
as	IN	as
lithium	NN	lithium
,	,	,
countries	NNS	country
like	IN	like
Chile	NP	Chile
and	CC	and
Australia	NP	Australia
tend	VBP	tend
to	TO	to
dominate	VB	dominate
extraction	NN	extraction
while	IN	while
China	NP	China
dominates	VBZ	dominate
processing	NN	processing
.	SENT	.
For	IN	for
cobalt	NN	cobalt
,	,	,
the	DT	the
Democratic	NP	Democratic
Republic	NP	Republic
of	IN	of
Congo	NP	Congo
dominates	VBZ	dominate
extraction	NN	extraction
while	IN	while
China	NP	China
dominates	VBZ	dominate
processing	NN	processing
.	SENT	.
For	IN	for
nickel	NN	nickel
,	,	,
countries	NNS	country
like	IN	like
Indonesia	NP	Indonesia
and	CC	and
the	DT	the
Philippines	NPS	Philippine
tend	VBP	tend
to	TO	to
dominate	VB	dominate
extraction	NN	extraction
,	,	,
while	IN	while
China	NP	China
,	,	,
you	PP	you
guessed	VBD	guess
it	PP	it
,	,	,
thank	VB	thank
you	PP	you
,	,	,
dominates	VBZ	dominate
processing	NN	processing
.	SENT	.
And	CC	and
for	IN	for
rare	JJ	rare
earths	NNS	earth
,	,	,
China	NP	China
dominates	VBZ	dominate
extraction	NN	extraction
while	IN	while
China	NP	China
dominates	VBZ	dominate
processing	NN	processing
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
just	RB	just
said	VBD	say
China	NP	China
a	DT	a
lot	NN	lot
,	,	,
didn	NP	<unknown>
'	POS	'
t	NN	t
I	PP	I
?	SENT	?
Well	RB	well
,	,	,
that	IN	that
'	POS	'
s	NN	S
because	IN	because
China	NP	China
skillfully	RB	skillfully
leveraged	JJ	leveraged
its	PP$	its
geo-economic	JJ	geo-economic
rise	NN	rise
to	TO	to
power	NN	power
over	IN	over
the	DT	the
last	JJ	last
two	CD	two
decades	NNS	decade
on	IN	on
the	DT	the
back	NN	back
of	IN	of
integrating	VBG	integrate
supply	NN	supply
chains	NNS	chain
for	IN	for
rare	JJ	rare
earths	NNS	earth
from	IN	from
extraction	NN	extraction
to	TO	to
processing	VBG	process
to	TO	to
export	VB	export
.	SENT	.
We	PP	we
tend	VBP	tend
to	TO	to
point	VB	point
fingers	NNS	finger
at	IN	at
China	NP	China
today	NN	today
for	IN	for
not	RB	not
going	VBG	go
fast	RB	fast
enough	RB	enough
on	IN	on
its	PP$	its
own	JJ	own
domestic	JJ	domestic
energy	NN	energy
transition	NN	transition
,	,	,
but	CC	but
the	DT	the
truth	NN	truth
is	VBZ	be
that	IN	that
China	NP	China
understood	VBD	understand
already	RB	already
long	RB	long
ago	RB	ago
that	IN	that
it	PP	it
would	MD	would
play	VB	play
a	DT	a
central	JJ	central
role	NN	role
in	IN	in
other	JJ	other
countries	NNS	country
'	POS	'
transitions	NNS	transition
.	SENT	.
And	CC	and
it	PP	it
is	VBZ	be
.	SENT	.
The	DT	the
European	NP	European
Union	NP	Union
,	,	,
for	IN	for
instance	NN	instance
,	,	,
is	VBZ	be
98	CD	@card@
percent	NN	percent
dependent	JJ	dependent
on	IN	on
China	NP	China
for	IN	for
rare	JJ	rare
earths	NNS	earth
.	SENT	.
Needless	JJ	needless
to	TO	to
say	VB	say
,	,	,
this	DT	this
puts	VBZ	put
China	NP	China
in	IN	in
a	DT	a
prime	JJ	prime
position	NN	position
to	TO	to
redesign	VB	redesign
the	DT	the
global	JJ	global
balance	NN	balance
of	IN	of
power	NN	power
.	SENT	.
Now	RB	now
,	,	,
you	PP	you
may	MD	may
argue	VB	argue
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
good	JJ	good
thing	NN	thing
because	IN	because
the	DT	the
global	JJ	global
balance	NN	balance
of	IN	of
power	NN	power
needs	VBZ	need
a	DT	a
rehaul	NN	<unknown>
anyway	RB	anyway
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
I	PP	I
can	MD	can
totally	RB	totally
roll	VB	roll
with	IN	with
that	DT	that
.	SENT	.
But	CC	but
--	:	--
and	CC	and
this	DT	this
applies	VBZ	apply
to	TO	to
China	NP	China
,	,	,
the	DT	the
United	NP	United
States	NPS	States
,	,	,
and	CC	and
any	DT	any
other	JJ	other
big	JJ	big
player	NN	player
--	:	--
we	PP	we
need	VBP	need
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
the	DT	the
redesigning	VBG	redesign
process	NN	process
doesn	NN	<unknown>
'	POS	'
t	NN	t
compromise	NN	compromise
on	IN	on
human	JJ	human
rights	NNS	right
or	CC	or
open	JJ	open
societies	NNS	society
.	SENT	.
And	CC	and
that	IN	that
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
lead	NN	lead
to	TO	to
the	DT	the
weaponization	NN	<unknown>
of	IN	of
supply	NN	supply
chains	NNS	chain
at	IN	at
a	DT	a
time	NN	time
of	IN	of
international	JJ	international
instability	NN	instability
,	,	,
and	CC	and
more	RBR	more
importantly	RB	importantly
,	,	,
at	IN	at
a	DT	a
time	NN	time
of	IN	of
complete	JJ	complete
climate	NN	climate
breakdown	NN	breakdown
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
we	PP	we
'	POS	'
re	NN	re
already	RB	already
seeing	VBG	see
signs	NNS	sign
of	IN	of
this	DT	this
happening	NN	happening
.	SENT	.
China	NP	China
is	VBZ	be
currently	RB	currently
trying	VBG	try
to	TO	to
gain	VB	gain
access	NN	access
to	TO	to
more	JJR	more
mineral	NN	mineral
resources	NNS	resource
through	IN	through
its	PP$	its
Belt	NP	Belt
and	CC	and
Road	NP	Road
Initiative	NP	Initiative
.	SENT	.
The	DT	the
United	NP	United
States	NPS	States
and	CC	and
Europe	NP	Europe
are	VBP	be
both	DT	both
thinking	NN	thinking
of	IN	of
reshoring	VBG	reshore
critical	JJ	critical
mining	NN	mining
and	CC	and
processing	VBG	process
and	CC	and
orienting	VBG	orient
some	DT	some
of	IN	of
their	PP$	their
international	JJ	international
partnerships	NNS	partnership
to	TO	to
facilitate	VB	facilitate
access	NN	access
to	TO	to
more	JJR	more
mineral	NN	mineral
resources	NNS	resource
.	SENT	.
Japan	NP	Japan
is	VBZ	be
exploring	VBG	explore
some	DT	some
of	IN	of
its	PP$	its
oceanic	JJ	oceanic
marine	JJ	marine
reserves	NNS	reserve
to	TO	to
build	VB	build
strategic	JJ	strategic
reserves	NNS	reserve
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
also	RB	also
speaking	VBG	speak
in	IN	in
the	DT	the
shadow	NN	shadow
of	IN	of
a	DT	a
war	NN	war
on	IN	on
the	DT	the
European	JJ	European
continent	NN	continent
.	SENT	.
Now	RB	now
at	IN	at
first	JJ	first
sight	NN	sight
,	,	,
Russia	NP	Russia
'	POS	'
s	JJ	<unknown>
invasion	NN	invasion
of	IN	of
Ukraine	NP	Ukraine
has	VBZ	have
nothing	NN	nothing
to	TO	to
do	VB	do
with	IN	with
what	WP	what
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
talking	VBG	talk
about	RB	about
.	SENT	.
But	CC	but
Ukraine	NP	Ukraine
happens	VBZ	happen
to	TO	to
be	VB	be
mineral	NN	mineral
rich	JJ	rich
.	SENT	.
It	PP	it
also	RB	also
happens	VBZ	happen
to	TO	to
be	VB	be
one	CD	one
of	IN	of
only	RB	only
two	CD	two
countries	NNS	country
that	WDT	that
had	VBD	have
struck	VBN	strike
a	DT	a
partnership	NN	partnership
with	IN	with
the	DT	the
European	NP	European
Union	NP	Union
to	TO	to
diversify	VB	diversify
and	CC	and
develop	VB	develop
supply	NN	supply
chains	NNS	chain
for	IN	for
critical	JJ	critical
raw	JJ	raw
materials	NNS	material
.	SENT	.
That	DT	that
partnership	NN	partnership
was	VBD	be
specifically	RB	specifically
designed	VBN	design
to	TO	to
help	VB	help
the	DT	the
EU	NP	EU
decarbonize	VB	decarbonize
and	CC	and
in	IN	in
the	DT	the
process	NN	process
to	TO	to
better	RBR	well
integrate	VB	integrate
with	IN	with
Ukraine	NP	Ukraine
from	IN	from
a	DT	a
political	JJ	political
and	CC	and
economic	JJ	economic
perspective	NN	perspective
.	SENT	.
Eight	CD	eight
months	NNS	month
after	IN	after
the	DT	the
partnership	NN	partnership
was	VBD	be
struck	VBN	strike
,	,	,
the	DT	the
invasion	NN	invasion
took	VBD	take
place	NN	place
.	SENT	.
Now	RB	now
,	,	,
mineral	NN	mineral
resources	NNS	resource
may	MD	may
not	RB	not
explain	VB	explain
everything	NN	everything
about	IN	about
the	DT	the
war	NN	war
.	SENT	.
But	CC	but
they	PP	they
certainly	RB	certainly
can	MD	can
'	''	'
t	NN	t
be	VB	be
ignored	VBN	ignore
in	IN	in
analyzing	VBG	analyze
the	DT	the
events	NNS	event
.	SENT	.
Because	IN	because
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
the	DT	the
race	NN	race
for	IN	for
critical	JJ	critical
raw	JJ	raw
materials	NNS	material
,	,	,
what	WP	what
'	POS	'
s	NN	S
actually	RB	actually
happening	VBG	happen
is	VBZ	be
that	IN	that
we	PP	we
'	POS	'
re	NN	re
headed	VBD	head
right	RB	right
back	RB	back
into	IN	into
a	DT	a
new	JJ	new
scramble	NN	scramble
for	IN	for
resources	NNS	resource
,	,	,
at	IN	at
the	DT	the
heart	NN	heart
of	IN	of
which	WDT	which
you	PP	you
find	VBP	find
all	DT	all
of	IN	of
the	DT	the
big	JJ	big
players	NNS	player
eyeing	VBG	eye
countries	NNS	country
with	IN	with
vast	JJ	vast
mineral	NN	mineral
deposits	NNS	deposit
.	SENT	.
And	CC	and
yet	RB	yet
it	PP	it
'	POS	'
s	NN	S
so	IN	so
obvious	JJ	obvious
many	JJ	many
of	IN	of
these	DT	these
countries	NNS	country
that	WDT	that
are	VBP	be
located	VBN	locate
,	,	,
for	IN	for
the	DT	the
most	JJS	most
part	NN	part
,	,	,
in	IN	in
Africa	NP	Africa
,	,	,
in	IN	in
Latin	NP	Latin
America	NP	America
,	,	,
in	IN	in
Central	NP	Central
Asia	NP	Asia
and	CC	and
in	IN	in
the	DT	the
Indo-Pacific	JJ	Indo-Pacific
.	SENT	.
Economists	NNS	economist
will	MD	will
tell	VB	tell
you	PP	you
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
great	JJ	great
thing	NN	thing
,	,	,
because	IN	because
these	DT	these
countries	NNS	country
,	,	,
or	CC	or
at	IN	at
least	JJS	least
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
,	,	,
need	VBP	need
economic	JJ	economic
resources	NNS	resource
and	CC	and
many	JJ	many
,	,	,
to	TO	to
accelerate	VB	accelerate
their	PP$	their
development	NN	development
pathway	NN	pathway
and	CC	and
climate	NN	climate
adaptation	NN	adaptation
.	SENT	.
But	RB	but
.	SENT	.
Many	JJ	many
of	IN	of
these	DT	these
countries	NNS	country
also	RB	also
have	VBP	have
very	RB	very
real	JJ	real
overlapping	JJ	overlapping
risk	NN	risk
profiles	NNS	profile
.	SENT	.
The	DT	the
International	NP	International
Institute	NP	Institute
for	IN	for
Sustainable	JJ	sustainable
Development	NP	Development
first	RB	first
produced	VBD	produce
this	DT	this
map	NN	map
back	RB	back
in	IN	in
2018	CD	@card@
.	SENT	.
Can	MD	can
you	PP	you
see	VB	see
the	DT	the
green	JJ	green
dots	NNS	dot
on	IN	on
the	DT	the
map	NN	map
?	SENT	?
They	PP	they
represent	VBP	represent
all	DT	all
of	IN	of
the	DT	the
different	JJ	different
materials	NNS	material
that	IN	that
we	PP	we
need	VBP	need
in	IN	in
order	NN	order
to	TO	to
decarbonize	VB	decarbonize
,	,	,
their	PP$	their
geographic	JJ	geographic
location	NN	location
and	CC	and
their	PP$	their
deposit	NN	deposit
size	NN	size
.	SENT	.
As	IN	as
it	PP	it
so	RB	so
happens	VBZ	happen
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
deposits	NNS	deposit
are	VBP	be
located	VBN	locate
in	IN	in
countries	NNS	country
that	WDT	that
rank	VBP	rank
fairly	RB	fairly
high	JJ	high
on	IN	on
corruption	NN	corruption
indices	NN	indices
.	SENT	.
They	PP	they
are	VBP	be
represented	VBN	represent
essentially	RB	essentially
by	IN	by
the	DT	the
shades	NNS	shade
of	IN	of
brown	JJ	brown
and	CC	and
red	JJ	red
on	IN	on
the	DT	the
map	NN	map
.	SENT	.
And	CC	and
as	IN	as
it	PP	it
so	RB	so
happens	VBZ	happen
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
materials	NNS	material
are	VBP	be
also	RB	also
located	VBN	locate
in	IN	in
countries	NNS	country
that	WDT	that
are	VBP	be
fragile	JJ	fragile
,	,	,
such	JJ	such
as	IN	as
Sri	NP	Sri
Lanka	NP	Lanka
,	,	,
or	CC	or
downright	JJ	downright
conflict	NN	conflict
affected	VBN	affect
,	,	,
like	IN	like
Myanmar	NP	Myanmar
and	CC	and
the	DT	the
Central	NP	Central
African	NP	African
Republic	NP	Republic
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
not	RB	not
all	RB	all
.	SENT	.
The	DT	the
Notre	NP	Notre
Dame	NP	Dame
Institute	NP	Institute
tells	VBZ	tell
us	PP	us
,	,	,
with	IN	with
this	DT	this
map	NN	map
,	,	,
in	IN	in
which	WDT	which
you	PP	you
see	VBP	see
,	,	,
again	RB	again
,	,	,
some	DT	some
red	NN	red
and	CC	and
orange	NN	orange
,	,	,
that	DT	that
countries	NNS	country
that	WDT	that
are	VBP	be
climate	NN	climate
vulnerable	JJ	vulnerable
are	VBP	be
also	RB	also
the	DT	the
ones	NNS	one
that	WDT	that
are	VBP	be
resource	NN	resource
endowed	VBN	endow
.	SENT	.
And	CC	and
one	CD	one
final	JJ	final
thing	NN	thing
.	SENT	.
You	PP	you
know	VBP	know
those	DT	those
big	JJ	big
ecosystems	NNS	ecosystem
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
protect	VB	protect
and	CC	and
regenerate	VB	regenerate
in	IN	in
order	NN	order
to	TO	to
stabilize	VB	stabilize
the	DT	the
global	JJ	global
climate	NN	climate
regime	NN	regime
?	SENT	?
To	TO	to
reboot	VB	<unknown>
the	DT	the
hydrological	JJ	hydrological
cycle	NN	cycle
and	CC	and
to	TO	to
protect	VB	protect
biodiversity	NN	biodiversity
?	SENT	?
They	PP	they
'	POS	'
re	NN	re
also	RB	also
represented	VBD	represent
in	IN	in
orange	NN	orange
and	CC	and
red	NN	red
on	IN	on
this	DT	this
map	NN	map
.	SENT	.
Many	JJ	many
of	IN	of
these	DT	these
big	JJ	big
ecosystems	NNS	ecosystem
are	VBP	be
located	VBN	locate
in	IN	in
the	DT	the
same	JJ	same
fragile	JJ	fragile
countries	NNS	country
