There	EX	there
of	IN	of
Okoboji	NP	<unknown>
.	SENT	.
For	IN	for
as	RB	as
long	JJ	long
as	IN	as
I	PP	I
can	MD	can
remember	VB	remember
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
had	VBD	have
a	DT	a
love	NN	love
affair	NN	affair
with	IN	with
books	NNS	book
.	SENT	.
Since	IN	since
I	PP	I
was	VBD	be
11	CD	@card@
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
wanted	VBD	want
to	TO	to
be	VB	be
a	DT	a
librarian	NN	librarian
.	SENT	.
"	``	"
The	DT	the
second	JJ	second
introduction	NN	introduction
reads	VBZ	read
:	:	:
"	``	"
When	WRB	when
I	PP	I
was	VBD	be
11	CD	@card@
,	,	,
my	PP$	my
great	JJ	great
aunt	NN	aunt
Gretchen	NP	Gretchen
passed	VBD	pass
away	RB	away
and	CC	and
left	VBD	leave
me	PP	me
something	NN	something
that	WDT	that
changed	VBD	change
my	PP$	my
life	NN	life
:	:	:
a	DT	a
library	NN	library
of	IN	of
about	RB	about
5000	CD	@card@
books	NNS	book
.	SENT	.
Some	DT	some
of	IN	of
my	PP$	my
best	JJS	good
days	NNS	day
were	VBD	be
spent	VBN	spend
arranging	VBG	arrange
and	CC	and
reading	VBG	read
her	PP$	her
books	NNS	book
.	SENT	.
Since	IN	since
then	RB	then
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
wanted	VBD	want
to	TO	to
become	VB	become
a	DT	a
librarian	NN	librarian
.	SENT	.
"	''	"
The	DT	the
author	NN	author
notes	VBZ	note
that	IN	that
the	DT	the
second	JJ	second
introduction	NN	introduction
is	VBZ	be
much	RB	much
more	RBR	more
striking	JJ	striking
and	CC	and
leaves	VBZ	leave
a	DT	a
much	RB	much
better	JJR	good
impression	NN	impression
.	SENT	.
Consider	VB	consider
another	DT	another
tip	NN	tip
from	IN	from
collegeessayguy	NNS	<unknown>
.	SENT	.
com	NN	com
,	,	,
where	WRB	where
he	PP	he
advises	VBZ	advise
students	NNS	student
to	TO	to
"	``	"
get	VB	get
personal	JJ	personal
.	SENT	.
"	''	"
He	PP	he
says	VBZ	say
,	,	,
"	``	"
Weirdly	RB	weirdly
,	,	,
including	VBG	include
painful	JJ	painful
memories	NNS	memory
and	CC	and
what	WP	what
you	PP	you
learned	VBD	learn
from	IN	from
them	PP	them
usually	RB	usually
helps	VBZ	help
a	DT	a
personal	JJ	personal
statement	NN	statement
meet	VB	meet
the	DT	the
goals	NNS	goal
of	IN	of
a	DT	a
college	NN	college
application	NN	application
essay	NN	essay
.	SENT	.
You	PP	you
come	VBP	come
off	RP	off
as	RB	as
humble	JJ	humble
,	,	,
accessible	JJ	accessible
,	,	,
likable	JJ	likable
and	CC	and
mature	JJ	mature
.	SENT	.
"	''	"
Confessions	NNS	confession
from	IN	from
admissions	NNS	admission
officers	NNS	officer
themselves	PP	themselves
can	MD	can
also	RB	also
be	VB	be
telling	VBG	tell
.	SENT	.
Aya	NP	Aya
Waller-Bey	NP	<unknown>
,	,	,
a	DT	a
former	JJ	former
admissions	NNS	admission
officer	NN	officer
from	IN	from
Georgetown	NP	Georgetown
University	NP	University
,	,	,
said	VBD	say
in	IN	in
a	DT	a
"	``	"
Forbes	NP	Forbes
"	''	"
article	NN	article
that	IN	that
,	,	,
"	``	"
Within	IN	within
months	NNS	month
on	IN	on
the	DT	the
job	NN	job
,	,	,
I	PP	I
saw	VBD	see
how	WRB	how
the	DT	the
personal	JJ	personal
statements	NNS	statement
of	IN	of
Black	NP	Black
and	CC	and
other	JJ	other
racially	RB	racially
minoritized	JJ	<unknown>
students	NNS	student
differed	VBD	differ
from	IN	from
those	DT	those
of	IN	of
white	JJ	white
applicants	NNS	applicant
.	SENT	.
Black	JJ	Black
students	NNS	student
highlighted	VBD	highlight
resilience	NN	resilience
through	IN	through
stories	NNS	story
of	IN	of
survival	NN	survival
,	,	,
while	IN	while
their	PP$	their
counterparts	NNS	counterpart
wrote	VBD	write
casual	JJ	casual
essays	NNS	essay
about	IN	about
service	NN	service
abroad	RB	abroad
and	CC	and
sporting	VBG	sport
championships	NNS	championship
.	SENT	.
Black	JJ	Black
students	NNS	student
shared	VBD	share
their	PP$	their
pain	NN	pain
,	,	,
white	JJ	white
students	NNS	student
shared	VBD	share
their	PP$	their
passions	NNS	passion
.	SENT	.
"	''	"
Now	RB	now
,	,	,
lastly	RB	lastly
,	,	,
and	CC	and
perhaps	RB	perhaps
the	DT	the
least	JJS	least
reliable	JJ	reliable
source	NN	source
is	VBZ	be
my	PP$	my
own	JJ	own
life	NN	life
.	SENT	.
I	PP	I
remember	VBP	remember
feeling	VBG	feel
this	DT	this
way	NN	way
when	WRB	when
I	PP	I
was	VBD	be
applying	VBG	apply
to	TO	to
universities	NNS	university
.	SENT	.
Like	IN	like
I	PP	I
had	VBD	have
no	DT	no
other	JJ	other
choice	NN	choice
,	,	,
no	DT	no
other	JJ	other
experiences	NNS	experience
worthy	JJ	worthy
of	IN	of
mentioning	VBG	mention
and	CC	and
no	DT	no
other	JJ	other
merit	NN	merit
beyond	IN	beyond
the	DT	the
fact	NN	fact
that	IN	that
I	PP	I
had	VBD	have
thrived	VBN	thrive
despite	IN	despite
what	WP	what
I	PP	I
had	VBD	have
gone	VBN	go
through	RP	through
.	SENT	.
I	PP	I
even	RB	even
remember	VBP	remember
worrying	VBG	worry
that	IN	that
my	PP$	my
tale	NN	tale
wouldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
harrowing	VBG	harrow
enough	RB	enough
after	IN	after
hearing	NN	hearing
from	IN	from
a	DT	a
counselor	NN	counselor
that	IN	that
writing	VBG	write
about	IN	about
immigration	NN	immigration
has	VBZ	have
become	VBN	become
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
cliche	NN	cliche
because	RB	because
of	IN	of
how	WRB	how
overused	JJ	overused
it	PP	it
is	VBZ	be
.	SENT	.
So	RB	so
what	WP	what
'	POS	'
s	NN	S
the	DT	the
universities	NNS	university
'	POS	'
role	NN	role
in	IN	in
all	DT	all
of	IN	of
this	DT	this
and	CC	and
why	RB	why
are	VBP	be
these	DT	these
stories	NNS	story
even	RB	even
harmful	JJ	harmful
to	TO	to
begin	VB	begin
with	IN	with
?	SENT	?
Well	RB	well
,	,	,
I	PP	I
believe	VBP	believe
that	IN	that
using	VBG	use
your	PP$	your
college	NN	college
application	NN	application
essay	NN	essay
to	TO	to
discuss	VB	discuss
your	PP$	your
trauma	NN	trauma
actually	RB	actually
doesn	NP	<unknown>
'	POS	'
t	NN	t
help	VB	help
you	PP	you
process	VB	process
it	PP	it
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
a	DT	a
couple	JJ	couple
different	JJ	different
reasons	NNS	reason
why	WRB	why
.	SENT	.
First	RB	first
,	,	,
writing	VBG	write
about	IN	about
a	DT	a
difficult	JJ	difficult
experience	NN	experience
is	VBZ	be
,	,	,
as	IN	as
you	PP	you
may	MD	may
have	VB	have
guessed	VBN	guess
,	,	,
difficult	JJ	difficult
.	SENT	.
Not	RB	not
only	RB	only
do	VBP	do
you	PP	you
have	VBP	have
to	TO	to
relive	VB	relive
the	DT	the
event	NN	event
itself	PP	itself
,	,	,
but	CC	but
you	PP	you
also	RB	also
have	VBP	have
to	TO	to
actively	RB	actively
suppress	VB	suppress
any	DT	any
negative	JJ	negative
emotions	NNS	emotion
that	WDT	that
arise	VBP	arise
during	IN	during
the	DT	the
process	NN	process
.	SENT	.
That	DT	that
kind	NN	kind
of	IN	of
emotional	JJ	emotional
labor	NN	labor
can	MD	can
be	VB	be
taxing	VBG	tax
for	IN	for
anybody	NN	anybody
,	,	,
but	CC	but
perhaps	RB	perhaps
especially	RB	especially
so	RB	so
for	IN	for
these	DT	these
young	JJ	young
applicants	NNS	applicant
who	WP	who
haven	VBP	haven
'	POS	'
t	NN	t
had	VBD	have
enough	JJ	enough
time	NN	time
on	IN	on
this	DT	this
world	NN	world
to	TO	to
process	VB	process
the	DT	the
terrible	JJ	terrible
things	NNS	thing
that	WDT	that
have	VBP	have
happened	VBN	happen
to	TO	to
them	PP	them
.	SENT	.
For	IN	for
that	DT	that
space	NN	space
to	TO	to
be	VB	be
one	CD	one
in	IN	in
which	WDT	which
they	PP	they
'	POS	'
re	NN	re
confessing	VBG	confess
to	TO	to
a	DT	a
faceless	JJ	faceless
stranger	NN	stranger
who	WP	who
gets	VBZ	get
to	TO	to
make	VB	make
the	DT	the
most	RBS	most
consequential	JJ	consequential
decision	NN	decision
of	IN	of
their	PP$	their
adolescent	JJ	adolescent
life	NN	life
imposes	VBZ	impose
an	DT	an
incredibly	RB	incredibly
heavy	JJ	heavy
psychological	JJ	psychological
burden	NN	burden
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
imagine	VBP	imagine
if	IN	if
you	PP	you
walked	VBD	walk
into	IN	into
your	PP$	your
therapy	NN	therapy
appointment	NN	appointment
and	CC	and
your	PP$	your
therapist	NN	therapist
tells	VBZ	tell
you	PP	you
that	IN	that
they	PP	they
'	POS	'
re	NN	re
not	RB	not
going	VBG	go
to	TO	to
respond	VB	respond
to	TO	to
anything	NN	anything
you	PP	you
tell	VBP	tell
them	PP	them
except	IN	except
with	IN	with
a	DT	a
rejection	NN	rejection
or	CC	or
acceptance	NN	acceptance
email	NN	<unknown>
sent	VBD	send
months	NNS	month
later	RBR	later
.	SENT	.
And	CC	and
also	RB	also
that	IN	that
whatever	WDT	whatever
you	PP	you
tell	VBP	tell
them	PP	them
will	MD	will
determine	VB	determine
the	DT	the
trajectory	NN	trajectory
of	IN	of
your	PP$	your
entire	JJ	entire
academic	JJ	academic
and	CC	and
professional	JJ	professional
career	NN	career
.	SENT	.
Hard	JJ	hard
to	TO	to
imagine	VB	imagine
that	IN	that
being	JJ	being
therapeutic	JJ	therapeutic
.	SENT	.
Secondly	RB	secondly
,	,	,
the	DT	the
trauma	NN	trauma
essay	NN	essay
makes	VBZ	make
one	CD	one
assumption	NN	assumption
that	WDT	that
is	VBZ	be
extremely	RB	extremely
problematic	JJ	problematic
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
always	RB	always
the	DT	the
learning	VBG	learn
opportunity	NN	opportunity
through	IN	through
which	WDT	which
you	PP	you
can	MD	can
gain	VB	gain
more	JJR	more
confidence	NN	confidence
or	CC	or
develop	VB	develop
better	JJR	good
time	NN	time
management	NN	management
skills	NNS	skill
.	SENT	.
Sometimes	RB	sometimes
it	PP	it
'	POS	'
s	NN	S
just	RB	just
a	DT	a
sucky	JJ	<unknown>
thing	NN	thing
that	WDT	that
really	RB	really
sucks	VBZ	suck
.	SENT	.
And	CC	and
asking	VBG	ask
students	NNS	student
to	TO	to
prove	VB	prove
how	WRB	how
they	PP	they
turn	VBP	turn
their	PP$	their
pain	NN	pain
into	IN	into
progress	NN	progress
ignores	VBZ	ignore
this	DT	this
truth	NN	truth
and	CC	and
falls	VBZ	fall
prey	NN	prey
to	TO	to
the	DT	the
toxic	JJ	toxic
positivity	NN	<unknown>
narrative	NN	narrative
that	IN	that
everything	NN	everything
happens	VBZ	happen
for	IN	for
a	DT	a
reason	NN	reason
,	,	,
ignoring	VBG	ignore
the	DT	the
very	RB	very
valid	JJ	valid
resentment	NN	resentment
and	CC	and
anger	NN	anger
that	IN	that
many	JJ	many
victims	NNS	victim
still	RB	still
feel	VBP	feel
.	SENT	.
Lastly	RB	lastly
,	,	,
the	DT	the
things	NNS	thing
we	PP	we
write	VBP	write
aren	NNS	<unknown>
'	POS	'
t	NN	t
just	RB	just
informed	VBN	inform
by	IN	by
our	PP$	our
experiences	NNS	experience
,	,	,
they	PP	they
shape	VBP	shape
how	WRB	how
we	PP	we
view	VBP	view
those	DT	those
experiences	NNS	experience
as	RB	as
well	RB	well
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
'	POS	'
re	NN	re
writing	NN	writing
about	IN	about
our	PP$	our
trauma	NN	trauma
to	TO	to
prove	VB	prove
to	TO	to
an	DT	an
admissions	NNS	admission
officer	NN	officer
that	IN	that
we	PP	we
are	VBP	be
worthy	JJ	worthy
of	IN	of
a	DT	a
decent	JJ	decent
education	NN	education
,	,	,
then	RB	then
it	PP	it
becomes	VBZ	become
necessary	JJ	necessary
to	TO	to
sanitize	VB	sanitize
our	PP$	our
pain	NN	pain
,	,	,
to	TO	to
make	VB	make
it	PP	it
marketable	JJ	marketable
and	CC	and
strategic	JJ	strategic
,	,	,
to	TO	to
scrub	VB	scrub
away	RP	away
all	PDT	all
the	DT	the
suffering	NN	suffering
,	,	,
so	RB	so
all	PDT	all
that	DT	that
'	''	'
s	NN	S
left	NN	left
is	VBZ	be
what	WP	what
will	MD	will
fit	VB	fit
into	IN	into
the	DT	the
narrow	JJ	narrow
margins	NNS	margin
of	IN	of
what	WP	what
is	VBZ	be
palatable	JJ	palatable
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
what	WP	what
I	PP	I
see	VBP	see
as	IN	as
being	VBG	be
the	DT	the
fundamental	JJ	fundamental
contradiction	NN	contradiction
at	IN	at
the	DT	the
heart	NN	heart
of	IN	of
the	DT	the
trauma	NN	trauma
essay	NN	essay
.	SENT	.
It	PP	it
seems	VBZ	seem
to	TO	to
give	VB	give
the	DT	the
writer	NN	writer
free	JJ	free
reign	NN	reign
on	IN	on
vulnerability	NN	vulnerability
,	,	,
but	CC	but
actually	RB	actually
leaves	VBZ	leave
them	PP	them
very	RB	very
little	JJ	little
room	NN	room
to	TO	to
be	VB	be
vulnerable	JJ	vulnerable
.	SENT	.
Your	PP$	your
story	NN	story
has	VBZ	have
to	TO	to
be	VB	be
just	RB	just
sad	JJ	sad
enough	RB	enough
that	IN	that
it	PP	it
gains	VBZ	gain
sympathy	NN	sympathy
,	,	,
but	CC	but
not	RB	not
so	RB	so
sad	JJ	sad
that	IN	that
it	PP	it
makes	VBZ	make
you	PP	you
seem	VBP	seem
beyond	RB	beyond
help	VB	help
.	SENT	.
Just	RB	just
critical	JJ	critical
enough	RB	enough
to	TO	to
inspire	VB	inspire
change	NN	change
,	,	,
but	CC	but
not	RB	not
so	RB	so
much	JJ	much
that	IN	that
it	PP	it
actually	RB	actually
criticizes	VBZ	criticize
systemic	JJ	systemic
structures	NNS	structure
.	SENT	.
Just	RB	just
honest	JJ	honest
enough	RB	enough
to	TO	to
seem	VB	seem
real	JJ	real
,	,	,
but	CC	but
not	RB	not
so	RB	so
unfiltered	JJ	unfiltered
that	IN	that
it	PP	it
creates	VBZ	create
discomfort	NN	discomfort
.	SENT	.
The	DT	the
protagonist	NN	protagonist
also	RB	also
overcomes	VBZ	overcome
whatever	WDT	whatever
struggle	VBP	struggle
they	PP	they
'	''	'
re	IN	re
facing	VBG	face
by	IN	by
the	DT	the
end	NN	end
of	IN	of
the	DT	the
500	CD	@card@
word	NN	word
count	NN	count
,	,	,
instilling	VBG	instill
the	DT	the
reader	NN	reader
with	IN	with
a	DT	a
sense	NN	sense
of	IN	of
optimism	NN	optimism
that	IN	that
despite	IN	despite
our	PP$	our
deeply	RB	deeply
unequal	JJ	unequal
society	NN	society
,	,	,
it	PP	it
is	VBZ	be
possible	JJ	possible
to	TO	to
rise	VB	rise
through	IN	through
the	DT	the
ranks	NNS	rank
and	CC	and
overcome	VB	overcome
all	PDT	all
the	DT	the
"	``	"
-isms	NNS	<unknown>
.	SENT	.
"	''	"
This	DT	this
,	,	,
of	IN	of
course	NN	course
,	,	,
is	VBZ	be
not	RB	not
the	DT	the
reality	NN	reality
of	IN	of
our	PP$	our
world	NN	world
today	NN	today
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
,	,	,
this	DT	this
looked	VBN	look
like	IN	like
settling	VBG	settle
for	IN	for
the	DT	the
familiar	JJ	familiar
story	NN	story
of	IN	of
the	DT	the
stinky	JJ	stinky
lunch	NN	lunch
,	,	,
one	CD	one
that	WDT	that
'	POS	'
s	RB	<unknown>
been	VBN	be
told	VBN	tell
so	IN	so
many	JJ	many
times	NNS	time
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
devoid	JJ	devoid
of	IN	of
any	DT	any
real	JJ	real
meaning	NN	meaning
,	,	,
instead	RB	instead
of	IN	of
talking	VBG	talk
about	IN	about
the	DT	the
ongoing	JJ	ongoing
social	JJ	social
and	CC	and
political	JJ	political
disenfranchisement	NN	disenfranchisement
of	IN	of
immigrants	NNS	immigrant
,	,	,
the	DT	the
permanent	JJ	permanent
loss	NN	loss
of	IN	of
cultural	JJ	cultural
identity	NN	identity
that	IN	that
I	PP	I
suffered	VBD	suffer
,	,	,
or	CC	or
the	DT	the
sense	NN	sense
of	IN	of
disbelonging	NN	disbelonging
that	WDT	that
still	RB	still
haunts	VBZ	haunt
me	PP	me
every	DT	every
time	NN	time
I	PP	I
make	VBP	make
a	DT	a
grammar	NN	grammar
mistake	NN	mistake
or	CC	or
someone	NN	someone
mispronounces	VBZ	mispronounce
my	PP$	my
name	NN	name
.	SENT	.
These	DT	these
are	VBP	be
all	DT	all
struggles	VBZ	struggle
that	IN	that
never	RB	never
really	RB	really
go	VB	go
away	RB	away
,	,	,
but	CC	but
are	VBP	be
carefully	RB	carefully
tucked	VBN	tuck
away	RB	away
in	IN	in
my	PP$	my
essay	NN	essay
because	IN	because
they	PP	they
don	NN	don
'	POS	'
t	NN	t
fit	VBD	fit
the	DT	the
linear	JJ	linear
narrative	NN	narrative
that	WDT	that
is	VBZ	be
being	VBG	be
constructed	VBN	construct
.	SENT	.
But	CC	but
how	WRB	how
are	VBP	be
universities	NNS	university
to	TO	to
blame	VB	blame
for	IN	for
all	DT	all
of	IN	of
this	DT	this
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
they	PP	they
never	RB	never
explicitly	RB	explicitly
asked	VBN	ask
students	NNS	student
to	TO	to
trauma-dump	NN	<unknown>
in	IN	in
their	PP$	their
essays	NNS	essay
,	,	,
and	CC	and
many	JJ	many
admissions	NNS	admission
experts	NNS	expert
have	VBP	have
actually	RB	actually
come	VBN	come
out	RP	out
and	CC	and
discouraged	VBD	discourage
discussing	VBG	discuss
explicit	JJ	explicit
trauma	NN	trauma
in	IN	in
essays	NNS	essay
.	SENT	.
However	RB	however
,	,	,
I	PP	I
still	RB	still
don	VBP	don
'	POS	'
t	NN	t
think	VBP	think
that	IN	that
universities	NNS	university
are	VBP	be
blameless	JJ	blameless
.	SENT	.
The	DT	the
reason	NN	reason
why	WRB	why
the	DT	the
trauma	NN	trauma
essay	NN	essay
is	VBZ	be
so	RB	so
ubiquitous	JJ	ubiquitous
is	VBZ	be
because	IN	because
it	PP	it
seems	VBZ	seem
to	TO	to
be	VB	be
working	VBG	work
.	SENT	.
Anne	NP	Anne
Trubek	NP	<unknown>
,	,	,
who	WP	who
helped	VBD	help
low-income	JJ	low-income
high	JJ	high
school	NN	school
students	NNS	student
at	IN	at
Oberlin	NP	Oberlin
College	NP	College
write	VB	write
their	PP$	their
essays	NNS	essay
,	,	,
expresses	VBZ	express
the	DT	the
ethical	JJ	ethical
dilemma	NN	dilemma
that	IN	that
she	PP	she
faces	VBZ	face
.	SENT	.
"	''	"
By	IN	by
pushing	VBG	push
students	NNS	student
to	TO	to
reveal	VB	reveal
their	PP$	their
horror	NN	horror
stories	NNS	story
,	,	,
I	PP	I
risk	VBP	risk
taking	VBG	take
away	RP	away
their	PP$	their
dignity	NN	dignity
,	,	,
but	CC	but
by	IN	by
not	RB	not
pushing	VBG	push
,	,	,
I	PP	I
could	MD	could
be	VB	be
hindering	VBG	hinder
their	PP$	their
chances	NNS	chance
of	IN	of
getting	VBG	get
into	IN	into
their	PP$	their
