_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,loaded,factor,pole
v000173,0.5245493024,-0.104949515,0.0662490568,-0.016630159,-0.139598353,-0.140320461,1,fac1,1
v000174,0.11247348,-0.102784092,-0.032280981,-0.143338496,-0.083385042,-0.044218729,0,,
v000175,0.1422221233,0.2622431694,-0.144639824,0.4715982747,0.3649382747,-0.15369479,1,fac4,1
v000176,-0.128591507,-0.041903947,0.6313060535,-0.353299169,-0.223994899,-0.057759493,1,fac3,1
v000177,-0.114832155,0.351862444,0.2136436917,0.434900487,-0.120862892,-0.054189911,1,fac4,1
v000178,0.4942143085,-0.167574545,-0.051702558,-0.07554783,-0.042711988,0.0322873958,1,fac1,1
v000179,0.0487809322,0.2274988556,0.2415386309,0.6021142598,-0.148732014,-0.077369316,1,fac4,1
v000180,0.1820013899,0.0516166885,-0.091989098,0.0457923114,-0.191303928,-0.239149892,0,,
v000181,-0.250579807,-0.263317306,-0.410807666,-0.095297549,-0.175665606,-0.068274585,1,fac3,-1
v000182,0.0106425958,0.203653324,0.3674973853,0.5892772539,-0.103149212,-0.130831922,1,fac4,1
v000183,-0.607260876,1.5002355468,-0.074786011,-0.021617812,-0.02247919,-0.081864533,1,fac2,1
v000184,-0.205319235,-0.183692909,-0.160634436,-0.09375014,-0.079473486,0.0313825025,0,,
v000185,0.6216664539,-0.163100177,0.1829223643,0.024366489,-0.042460884,-0.070062649,1,fac1,1
v000186,0.4612281187,-0.161576195,0.2725555204,0.1979899895,-0.038719755,-0.095601428,1,fac1,1
v000187,0.0294253216,-0.040447316,0.4692063708,0.2449410873,-0.092981145,-0.055006296,1,fac3,1
v000188,0.1367440099,-0.08309569,-0.986433411,-0.115951504,-0.18489583,-0.273444303,1,fac3,-1
v000189,-0.165809393,-0.275005161,0.0170229876,0.0177526329,-0.140998926,1.0886714586,1,fac6,1
v000190,0.5407201887,0.2486766663,-0.294455074,-0.136086751,-0.244348787,-0.155780951,1,fac1,1
v000191,-0.298580804,-0.236221381,-0.004655377,-0.068870811,1.2281947431,-0.083340203,1,fac5,1
v000192,-0.23578813,0.66937051,0.2073867385,0.113091129,-0.073641396,-0.098237541,1,fac2,1
v000193,-0.092769351,-0.204494376,-0.122662064,-0.195973405,0.0488298422,-0.044671221,0,,
v000195,0.1357037313,-0.094819537,0.1230516794,0.2201603471,0.0266235419,0.0187885813,0,,
v000196,-0.347167605,-0.240703048,-0.049969389,-0.117100617,1.2709174124,-0.136736505,1,fac5,1
v000197,0.0213128343,0.1751245412,0.4205674554,0.4317091626,-0.149425404,-0.156048657,1,fac4,1
v000199,0.4062961761,-0.176516631,-0.257032635,-0.190623875,-0.033873511,-0.003267565,1,fac1,1
v000200,0.0271594281,-0.165583456,-0.41030977,-0.049932353,-0.025384764,0.0605250276,1,fac3,-1
v000201,0.5373249014,-0.088774613,-0.196871601,-0.072811324,0.0286386566,0.0103711994,1,fac1,1
v000202,0.2499289789,0.0337728511,0.3516663347,-0.467761037,-0.214135279,-0.087937106,1,fac4,-1
v000203,0.1085196872,-0.242519278,-0.293300448,-0.147984269,-0.069997786,-0.15341627,0,,
v000204,0.0964777287,0.158561686,0.2668995782,0.6065425605,-0.130601947,-0.12990246,1,fac4,1
v000205,-0.50032436,-0.227567715,-0.231902287,-0.180474014,-0.104619944,-0.08449328,1,fac1,-1
v000206,-0.240510203,-0.271848551,-0.163027836,-0.112619573,-0.125154142,1.2782905577,1,fac6,1
v000207,0.1050903895,0.2945158342,0.4744303764,0.1495464838,0.5425782918,0.4007789337,1,fac5,1
v000208,0.467529087,-0.248380557,-0.096176432,0.1628222959,-0.078552523,-0.013983451,1,fac1,1
v000209,0.0190383132,-0.122230378,-0.32993669,-0.192567764,-0.058372426,-0.002374617,1,fac3,-1
v000210,0.1242711888,-0.054283159,-0.02823024,-0.089451089,-0.097315997,1.1413988129,1,fac6,1
v000211,0.4072057855,0.1488087405,-0.154422908,-0.00175375,0.421484244,0.2867730519,1,fac5,1
v000212,0.1973859359,0.4282255661,0.3853332445,0.1129207825,0.0477568075,0.0954560356,1,fac2,1
v000214,0.3299550279,-0.156066467,0.5387448868,-0.356717976,-0.157409107,-0.101607959,1,fac3,1
v000215,0.0165525045,0.3797818652,0.3706649082,0.2165107304,-0.022884638,-0.134123023,1,fac2,1
v000216,-0.6599507,-0.441997928,-0.049229984,1.2934637733,-0.159833715,-0.081940462,1,fac4,1
v000217,-0.03085861,0.4351993948,0.1411435008,-0.023980366,-0.024683724,-0.056402034,1,fac2,1
v000218,-0.074492052,-0.135057618,0.2488527712,0.4134987438,0.0217268346,-0.111297905,1,fac4,1
v000219,0.1047192865,-0.161677993,0.2080974248,0.2352155449,0.006263755,-0.063327669,0,,
v000220,0.3391634321,0.2890125601,0.3585219443,0.1009741798,-0.002421629,-0.113229428,1,fac3,1
v000221,0.1519707899,0.0215813868,0.5306255687,0.0696598225,-0.088492131,-0.030561396,1,fac3,1
v000222,0.0381897683,0.2905427845,0.190619178,0.1757867485,-0.095794132,-0.13503888,0,,
v000223,0.2574739653,-0.118398961,0.1877373695,-0.029417773,-0.068678406,-0.071199233,0,,
v000224,0.1167703562,0.1754785616,0.243577898,0.4455056882,-0.100857463,-0.103295902,1,fac4,1
v000225,-0.244112183,-0.204698957,-0.042288767,-0.116783631,1.1547690514,-0.074972708,1,fac5,1
v000226,0.5917181513,0.044615005,-0.115104008,-0.043748732,-0.100506708,-0.102167898,1,fac1,1
v000227,-0.302109626,0.0053203624,0.2614272844,-0.030779669,-0.119627866,-0.105765864,1,fac1,-1
v000228,-0.317692637,-0.245048929,-0.275859547,-0.181985747,-0.052790764,-0.026739948,1,fac1,-1
v000229,0.1772083837,-0.072969503,0.4304037328,0.0682634606,0.0304266445,-0.024498412,1,fac3,1
v000230,0.5538690524,0.1416968345,-0.154462626,-0.039879091,-0.110849766,0.1826768198,1,fac1,1
v000231,0.319594747,-0.07824675,0.1189742381,-0.010965448,-0.095377095,-0.119565612,1,fac1,1
v000232,0.252913605,-0.242623657,-0.137958752,-0.107543229,0.029862019,1.12978432,1,fac6,1
v000233,0.7336570885,-0.238947193,-0.29756051,-0.163132133,-0.06950919,-0.04405818,1,fac1,1
v000234,0.0414752746,-0.134394058,0.0979217646,-0.057552754,-0.063290524,-0.118661929,0,,
v000235,0.0416496191,-0.154880779,0.4447388322,-0.456383465,-0.236246762,-0.069404618,1,fac4,-1
v000236,0.3894575508,0.3651333305,0.012357034,-0.061089655,0.0278569965,0.0838289552,1,fac1,1
v000237,-0.147982383,-0.300151974,-0.129964215,-0.216829435,-0.174378866,1.1165236918,1,fac6,1
v000238,-0.584421054,-0.216909436,-0.207900812,-0.127383943,-0.131220032,-0.110266034,1,fac1,-1
v000239,0.1515050357,-0.052952048,0.4692163828,-0.134249695,-0.125573796,0.0291057904,1,fac3,1
v000240,0.4488228273,0.1886879041,0.0950547698,0.0018947299,0.0133846652,-0.016992393,1,fac1,1
v000241,0.4538664986,-0.146255141,0.0137192538,-0.091967672,-0.002205727,-0.154381486,1,fac1,1
v000242,-0.134257424,0.4566234189,0.3789732211,0.0300644802,-0.002649905,-0.030925584,1,fac2,1
v000243,0.1666130962,0.04794361,0.5978095281,0.0429687376,-0.030100801,-0.032602721,1,fac3,1
v000244,-0.068777372,-0.076610808,0.4365537921,0.696449386,-0.011603017,0.0251879311,1,fac4,1
v000245,0.5652912335,-0.110176489,-0.28803193,-0.114968348,-0.076880946,0.0588462197,1,fac1,1
v000246,0.1163828508,0.3075600067,0.3378238706,0.0399208236,0.0233900606,-0.136605723,1,fac3,1
v000247,0.3813581379,-0.205703782,0.3416021128,-0.204001844,-0.20411158,0.5349605159,1,fac6,1
v000248,-0.428347947,0.6854860941,0.3128628795,0.1046476432,-0.122697111,-0.118814588,1,fac2,1
v000249,-0.006941991,0.423828454,0.3939312211,-0.028758914,-0.007198994,-0.095494178,1,fac2,1
v000250,0.1825633131,0.1755836491,0.145346069,0.3914579029,-0.085483505,-0.17970525,1,fac4,1
v000251,0.2566914543,-0.085004724,0.2188354191,0.386148014,-0.115887521,-0.047566677,1,fac4,1
v000252,0.2938065793,0.1422288586,0.345047544,0.0371888933,-0.004061122,-0.059048644,1,fac3,1
v000253,-0.282463474,-0.191078653,-0.340987596,-0.167760465,-0.071872097,-0.03605734,1,fac3,-1
v000254,-0.043857337,-0.131824355,-0.368710919,-0.101521105,-0.030783764,-0.060682486,1,fac3,-1
v000255,0.2542481054,-0.067533432,0.5607385049,0.2556141655,-0.049764099,-0.157970495,1,fac3,1
v000256,0.0863433977,0.2713754144,0.152419531,0.6467936297,-0.022168664,-0.148250606,1,fac4,1
v000257,0.1669456842,-0.179719962,-0.121121737,-0.020017934,-0.038970434,-0.12638259,0,,
v000258,-0.55733254,1.4434766868,0.0094979726,-0.040958319,-0.064306661,-0.11068915,1,fac2,1
v000259,-0.162969999,-0.169457748,-0.292213733,-0.168186202,-0.032607258,-0.080152891,0,,
v000260,0.3753908171,0.1962106134,0.0714107687,0.0239632641,0.713104387,-0.087753456,1,fac5,1
v000261,-0.085161803,0.6066979341,0.1346802931,-0.122189142,-0.064020875,-0.152698525,1,fac2,1
v000262,0.2621438527,0.1756821298,0.1266058503,-0.08759886,-0.176354101,0.0627440671,0,,
v000263,-0.387551768,-0.250891782,-0.242039765,-0.259267274,-0.120084338,-0.19237955,1,fac1,-1
v000264,-0.212469564,-0.137086845,-0.004526644,-0.138399861,-0.101182798,1.0958732578,1,fac6,1
v000265,0.3324485205,0.2507098508,0.1775010571,-0.129671706,-0.00967236,-0.104345372,1,fac1,1
v000266,0.196873487,0.3625656658,0.1952553743,-0.063896223,-0.077464418,-0.071202069,1,fac2,1
v000267,0.4536645202,-0.203310829,0.2829289095,0.3391028421,0.0118528803,-0.136475683,1,fac1,1
v000268,0.3680829432,-0.140262063,0.1228768436,-0.111293076,-0.058587147,-0.073295191,1,fac1,1
