Thank	VB	thank
was	VBD	be
like	JJ	like
,	,	,
"	''	"
I	NP	I
'	POS	'
m	NN	m
sorry	RB	sorry
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
that	DT	that
.	SENT	.
But	CC	but
after	IN	after
I	PP	I
perform	VBP	perform
it	PP	it
,	,	,
then	RB	then
you	PP	you
'	POS	'
ll	NNS	<unknown>
have	VBP	have
that	DT	that
.	SENT	.
"	``	"
But	CC	but
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
so	RB	so
kind	JJ	kind
to	TO	to
just	RB	just
trust	VB	trust
me	PP	me
and	CC	and
let	VB	let
me	PP	me
come	VB	come
up	RP	up
here	RB	here
and	CC	and
do	VB	do
my	PP$	my
thing	NN	thing
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
explain	VB	explain
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
improvisation	NN	improvisation
in	IN	in
the	DT	the
way	NN	way
I	PP	I
think	VBP	think
of	IN	of
it	PP	it
as	IN	as
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
it	PP	it
,	,	,
which	WDT	which
is	VBZ	be
,	,	,
improvisation	NN	improvisation
,	,	,
to	TO	to
me	PP	me
,	,	,
is	VBZ	be
something	NN	something
that	IN	that
some	DT	some
people	NNS	people
are	VBP	be
very	RB	very
fearful	JJ	fearful
of	IN	of
,	,	,
when	WRB	when
they	PP	they
think	VBP	think
about	RB	about
going	VBG	go
up	RB	up
and	CC	and
just	RB	just
speaking	VBG	speak
on	IN	on
the	DT	the
fly	NN	fly
.	SENT	.
But	CC	but
in	IN	in
actuality	NN	actuality
,	,	,
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
it	PP	it
all	PDT	all
the	DT	the
time	NN	time
.	SENT	.
A	DT	a
conversation	NN	conversation
that	IN	that
you	PP	you
'	''	'
re	IN	re
having	VBG	have
with	IN	with
a	DT	a
friend	NN	friend
is	VBZ	be
improvisation	NN	improvisation
,	,	,
unless	IN	unless
it	PP	it
'	POS	'
s	NN	S
scripted	VBD	script
,	,	,
and	CC	and
that	WDT	that
would	MD	would
be	VB	be
a	DT	a
weird	JJ	weird
friendship	NN	friendship
--	:	--
but	CC	but
I	PP	I
suppose	VBP	suppose
those	DT	those
do	VBP	do
exist	VB	exist
.	SENT	.
Improvisation	NN	improvisation
is	VBZ	be
something	NN	something
that	IN	that
I	PP	I
love	VBP	love
very	RB	very
much	RB	much
,	,	,
because	IN	because
it	PP	it
is	VBZ	be
the	DT	the
center	NN	center
of	IN	of
existence	NN	existence
to	TO	to
me	PP	me
,	,	,
and	CC	and
for	IN	for
me	PP	me
,	,	,
that	WDT	that
allows	VBZ	allow
me	PP	me
to	TO	to
reformat	VB	reformat
any	DT	any
situation	NN	situation
at	IN	at
any	DT	any
given	VBN	give
time	NN	time
.	SENT	.
Because	IN	because
I	PP	I
do	VBP	do
think	VB	think
about	IN	about
situations	NNS	situation
where	WRB	where
you	PP	you
might	MD	might
feel	VB	feel
imprisoned	VBN	imprison
in	IN	in
some	DT	some
way	NN	way
.	SENT	.
Perhaps	RB	perhaps
you	PP	you
did	VBD	do
something	NN	something
strange	JJ	strange
and	CC	and
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
thought	VBD	think
of	IN	of
as	RB	as
very	RB	very
cool	JJ	cool
,	,	,
and	CC	and
then	RB	then
you	PP	you
end	VB	end
up	RP	up
in	IN	in
prison	NN	prison
.	SENT	.
You	PP	you
always	RB	always
have	VBP	have
your	PP$	your
mind	NN	mind
,	,	,
and	CC	and
you	PP	you
can	MD	can
always	RB	always
recontextualize	VB	recontextualize
anything	NN	anything
at	IN	at
any	DT	any
given	VBN	give
time	NN	time
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
how	WRB	how
I	PP	I
lead	VBP	lead
my	PP$	my
life	NN	life
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
scene	NN	scene
out	RP	out
of	IN	of
the	DT	the
"	``	"
Airplane	NN	airplane
!	SENT	!
"	''	"
movie	NN	movie
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
you	PP	you
guys	VBZ	guy
remember	VB	remember
this	DT	this
movie	NN	movie
"	``	"
Airplane	NN	airplane
!	SENT	!
"	''	"
by	IN	by
the	DT	the
Zucker	NP	Zucker
brothers	NNS	brother
.	SENT	.
There	EX	there
was	VBD	be
a	DT	a
moment	NN	moment
where	WRB	where
one	CD	one
of	IN	of
the	DT	the
air-traffic	NN	air-traffic
controllers	NNS	controller
was	VBD	be
handed	VBN	hand
a	DT	a
piece	NN	piece
of	IN	of
paper	NN	paper
,	,	,
and	CC	and
the	DT	the
person	NN	person
said	VBD	say
,	,	,
"	``	"
What	WP	what
can	MD	can
you	PP	you
make	VB	make
of	IN	of
this	DT	this
?	SENT	?
"	``	"
And	CC	and
they	PP	they
say	VBP	say
,	,	,
"	``	"
I	PP	I
could	MD	could
make	VB	make
a	DT	a
hat	NN	hat
,	,	,
a	DT	a
brooch	NN	brooch
,	,	,
a	DT	a
pterodactyl	NN	pterodactyl
.	SENT	.
.	SENT	.
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
how	WRB	how
I	PP	I
lead	VBP	lead
my	PP$	my
life	NN	life
.	SENT	.
Anything	NN	anything
can	MD	can
be	VB	be
anything	NN	anything
at	IN	at
any	DT	any
given	VBN	give
time	NN	time
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
accept	VB	accept
things	NNS	thing
for	IN	for
face	NN	face
value	NN	value
.	SENT	.
And	CC	and
so	RB	so
because	IN	because
of	IN	of
that	DT	that
,	,	,
I	PP	I
do	VBP	do
things	NNS	thing
that	IN	that
I	PP	I
really	RB	really
enjoy	VBP	enjoy
that	IN	that
may	MD	may
not	RB	not
necessarily	RB	necessarily
exist	VB	exist
,	,	,
but	CC	but
I	PP	I
try	VBP	try
to	TO	to
bring	VB	bring
them	PP	them
out	RP	out
if	IN	if
I	PP	I
can	MD	can
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
show	VB	show
you	PP	you
an	DT	an
element	NN	element
of	IN	of
improvisation	NN	improvisation
that	IN	that
I	PP	I
would	MD	would
like	VB	like
to	TO	to
show	VB	show
you	PP	you
,	,	,
as	IN	as
I	PP	I
'	POS	'
ve	NN	ve
just	RB	just
said	VBD	say
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
at	IN	at
this	DT	this
station	NN	station
right	RB	right
here	RB	here
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
start	VB	start
by	IN	by
doing	VBG	do
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
Because	IN	because
this	DT	this
is	VBZ	be
looping	VBG	loop
,	,	,
it	PP	it
gives	VBZ	give
me	PP	me
time	NN	time
to	TO	to
think	VB	think
about	RB	about
what	WP	what
I	PP	I
want	VBP	want
to	TO	to
do	VB	do
next	JJ	next
.	SENT	.
So	RB	so
I	PP	I
think	VBP	think
I	PP	I
'	''	'
ll	NNS	<unknown>
probably	RB	probably
add	VBP	add
,	,	,
who	WP	who
knows	VBZ	know
,	,	,
maybe	RB	maybe
a	DT	a
bass-like	JJ	<unknown>
thing	NN	thing
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
see	VBP	see
if	IN	if
I	PP	I
can	MD	can
remember	VB	remember
what	WP	what
a	DT	a
bass	NN	bass
looks	VBZ	look
like	IN	like
.	SENT	.
OK	UH	OK
,	,	,
now	RB	now
that	RB	that
'	''	'
ll	NNS	<unknown>
tell	VB	tell
me	PP	me
what	WP	what
it	PP	it
sounds	VBZ	sound
like	IN	like
.	SENT	.
Now	RB	now
maybe	RB	maybe
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
subdivide	VB	subdivide
.	SENT	.
And	CC	and
then	RB	then
,	,	,
I	PP	I
might	MD	might
just	RB	just
stop	VB	stop
.	SENT	.
So	RB	so
what	WP	what
is	VBZ	be
interesting	JJ	interesting
about	IN	about
improvisation	NN	improvisation
is	VBZ	be
that	IN	that
you	PP	you
can	MD	can
constantly	RB	constantly
do	VB	do
it	PP	it
,	,	,
all	RB	all
the	DT	the
time	NN	time
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
'	POS	'
re	NN	re
ever	RB	ever
in	IN	in
a	DT	a
situation	NN	situation
where	WRB	where
you	PP	you
hate	VBP	hate
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
working	NN	working
,	,	,
just	RB	just
realize	VBP	realize
that	IN	that
you	PP	you
'	POS	'
re	NN	re
constantly	RB	constantly
improvising	VBG	improvise
,	,	,
even	RB	even
when	WRB	when
you	PP	you
have	VBP	have
to	TO	to
go	VB	go
to	TO	to
reach	VB	reach
for	IN	for
a	DT	a
pencil	NN	pencil
on	IN	on
the	DT	the
desk	NN	desk
,	,	,
you	PP	you
'	POS	'
re	NN	re
still	RB	still
thinking	VBG	think
about	RB	about
how	WRB	how
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
Sometimes	RB	sometimes
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
huge	JJ	huge
ordeal	NN	ordeal
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
actually	RB	actually
lift	VB	lift
your	PP$	your
hand	NN	hand
from	IN	from
where	WRB	where
it	PP	it
was	VBD	be
resting	VBG	rest
on	IN	on
your	PP$	your
lap	NN	lap
,	,	,
and	CC	and
avoid	VB	avoid
the	DT	the
desk	NN	desk
,	,	,
because	IN	because
if	IN	if
you	PP	you
just	RB	just
raised	VBD	raise
your	PP$	your
hand	NN	hand
,	,	,
you	PP	you
would	MD	would
just	RB	just
come	VB	come
in	IN	in
contact	NN	contact
with	IN	with
some	DT	some
wood	NN	wood
,	,	,
and	CC	and
then	RB	then
,	,	,
you	PP	you
move	VBP	move
around	RP	around
that	IN	that
,	,	,
navigate	VB	navigate
it	PP	it
,	,	,
and	CC	and
grab	VB	grab
that	DT	that
pencil	NN	pencil
and	CC	and
know	VB	know
where	WRB	where
it	PP	it
is	VBZ	be
,	,	,
and	CC	and
the	DT	the
feel	VBP	feel
of	IN	of
it	PP	it
,	,	,
so	IN	so
that	WDT	that
you	PP	you
know	VBP	know
that	IN	that
you	PP	you
'	''	'
re	IN	re
grabbing	VBG	grab
the	DT	the
right	JJ	right
thing	NN	thing
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
looking	VBG	look
at	IN	at
it	PP	it
while	IN	while
gracefully	RB	gracefully
handing	VBG	hand
someone	NN	someone
something	NN	something
from	IN	from
another	DT	another
desk	NN	desk
.	SENT	.
So	RB	so
,	,	,
with	IN	with
that	WDT	that
,	,	,
I	PP	I
would	MD	would
like	VB	like
to	TO	to
demonstrate	VB	demonstrate
how	WRB	how
that	DT	that
comes	VBZ	come
into	IN	into
being	VBG	be
,	,	,
by	IN	by
doing	VBG	do
this	DT	this
.	SENT	.
So	RB	so
again	RB	again
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
an	DT	an
example	NN	example
of	IN	of
a	DT	a
way	NN	way
that	IN	that
you	PP	you
can	MD	can
--	:	--
sample	VB	sample
the	DT	the
environment	NN	environment
around	IN	around
you	PP	you
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
what	WP	what
I	PP	I
expect	VBP	expect
all	DT	all
of	IN	of
you	PP	you
guys	VBZ	guy
to	TO	to
be	VB	be
doing	VBG	do
at	IN	at
the	DT	the
end	NN	end
of	IN	of
this	DT	this
session	NN	session
.	SENT	.
All	PDT	all
the	DT	the
things	NNS	thing
that	IN	that
you	PP	you
'	POS	'
re	NN	re
hearing	NN	hearing
,	,	,
just	RB	just
remember	VB	remember
them	PP	them
and	CC	and
reflect	VB	reflect
them	PP	them
back	RB	back
in	IN	in
a	DT	a
way	NN	way
that	IN	that
you	PP	you
think	VBP	think
is	VBZ	be
creative	JJ	creative
,	,	,
as	RB	as
though	IN	though
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
given	VBN	give
a	DT	a
box	NN	box
of	IN	of
LEGOs	NP	<unknown>
that	WDT	that
have	VBP	have
been	VBN	be
dismantled	VBN	dismantle
and	CC	and
no	RB	no
longer	RBR	longer
a	DT	a
part	NN	part
of	IN	of
any	DT	any
particular	JJ	particular
package	NN	package
that	IN	that
you	PP	you
bought	VBD	buy
previously	RB	previously
,	,	,
so	RB	so
the	DT	the
instructions	NNS	instruction
make	VBP	make
no	DT	no
longer	RBR	longer
any	DT	any
sense	NN	sense
,	,	,
and	CC	and
just	RB	just
dump	VB	dump
them	PP	them
on	IN	on
the	DT	the
ground	NN	ground
and	CC	and
see	VB	see
what	WP	what
you	PP	you
can	MD	can
come	VB	come
up	RP	up
with	IN	with
.	SENT	.
Now	RB	now
,	,	,
because	IN	because
of	IN	of
that	DT	that
principle	NN	principle
,	,	,
I	PP	I
have	VBP	have
adapted	VBN	adapt
three	CD	three
out	IN	out
of	IN	of
six	CD	six
of	IN	of
the	DT	the
former	JJ	former
principles	NNS	principle
that	IN	that
I	PP	I
used	VBD	use
to	TO	to
talk	VB	talk
about	RB	about
at	IN	at
TED	VB	ted
Talks	NNS	talk
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
my	PP$	my
seventh	NN	seventh
TED	VB	ted
Talk	NN	talk
.	SENT	.
I	PP	I
usually	RB	usually
skip	VBP	skip
the	DT	the
last	JJ	last
two	CD	two
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
include	VB	include
these	DT	these
two	CD	two
right	NN	right
now	RB	now
,	,	,
by	IN	by
going	VBG	go
back	RB	back
two	CD	two
measures	NNS	measure
in	IN	in
time	NN	time
and	CC	and
reallocating	VBG	reallocate
that	DT	that
space	NN	space
in	IN	in
a	DT	a
way	NN	way
that	WDT	that
might	MD	might
be	VB	be
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
comprehensive	JJ	comprehensive
to	TO	to
some	DT	some
of	IN	of
you	PP	you
who	WP	who
are	VBP	be
wondering	VBG	wonder
what	WP	what
exactly	RB	exactly
is	VBZ	be
happening	VBG	happen
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
you	PP	you
remember	VBP	remember
this	DT	this
song	NN	song
,	,	,
but	CC	but
I	PP	I
think	VBP	think
it	PP	it
'	''	'
ll	NNS	<unknown>
come	VBP	come
back	RB	back
pretty	RB	pretty
quick	JJ	quick
.	SENT	.
Yeah	RB	yeah
.	SENT	.
Yeah	RB	yeah
,	,	,
right	RB	right
.	SENT	.
All	PDT	all
the	DT	the
people	NNS	people
at	IN	at
TED	VB	ted
,	,	,
doing	VBG	do
all	RB	all
that	IN	that
they	PP	they
do	VBP	do
,	,	,
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
doing	VBG	do
it	PP	it
well	RB	well
,	,	,
like	IN	like
technology	NN	technology
,	,	,
yeah	RB	yeah
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
cool	JJ	cool
and	CC	and
stuff	NN	stuff
.	SENT	.
I	PP	I
like	VBP	like
my	PP$	my
entertainment	NN	entertainment
and	CC	and
my	PP$	my
design	NN	design
as	IN	as
well	RB	well
.	SENT	.
Yo	NP	Yo
,	,	,
I	NP	I
'	POS	'
m	NN	m
launching	VBG	launch
satellites	NNS	satellite
to	TO	to
monitor	VB	monitor
the	DT	the
methane	NN	methane
,	,	,
everyone	NN	everyone
'	POS	'
s	NN	S
looking	VBG	look
,	,	,
they	PP	they
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
all	PDT	all
the	DT	the
methane	NN	methane
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
complain	VBP	complain
if	IN	if
you	PP	you
'	POS	'
re	NN	re
monitoring	VBG	monitor
the	DT	the
methane	NN	methane
.	SENT	.
The	DT	the
methane	NN	methane
is	VBZ	be
the	DT	the
method	NN	method
of	IN	of
the	DT	the
madness	NN	madness
,	,	,
you	PP	you
know	VBP	know
,	,	,
light	JJ	light
a	DT	a
match	NN	match
.	SENT	.
See	VB	see
what	WP	what
happens	VBZ	happen
with	IN	with
that	DT	that
methane	NN	methane
?	SENT	?
You	PP	you
never	RB	never
know	VBP	know
.	SENT	.
Sometimes	RB	sometimes
it	PP	it
makes	VBZ	make
you	PP	you
go	VB	go
insane	JJ	insane
.	SENT	.
The	DT	the
methane	NN	methane
is	VBZ	be
the	DT	the
answer	NN	answer
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
may	MD	may
be	VB	be
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
Listen	NN	listen
--	:	--
So	RB	so
now	RB	now
you	PP	you
can	MD	can
improvise	VB	improvise
any	DT	any
time	NN	time
you	PP	you
want	VBP	want
.	SENT	.
Have	VBP	have
a	DT	a
good	JJ	good
time	NN	time
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
