file	fac1	fac2	fac3	fac4	fac5	fac6
t000075	-1	4	2	-7	0	-1
t000076	0	0	11	-7	0	0
t000077	0	5	22	0	0	-1
t000078	4	0	3	0	1	0
t000079	-1	2	0	-2	1	0
t000080	0	3	90	-3	2	0
t000081	0	0	0	-2	0	0
t000082	2	1	1	-1	0	0
t000083	0	6	1	-2	1	13
t000084	-2	-7	2	0	0	0
t000085	0	5	2	-2	0	0
t000086	1	6	0	-1	0	-3
t000087	0	1	1	0	2	0
t000088	0	3	3	0	0	-2
t000089	1	2	0	0	0	0
t000090	0	10	1	0	0	0
t000091	0	2	0	-1	0	-4
t000092	1	7	-3	0	0	2
t000093	1	2	1	-3	27	-2
t000094	0	39	11	-18	0	1
t000095	0	5	3	-1	1	-1
t000096	-2	4	9	-5	0	-2
t000097	0	0	2	1	0	0
t000098	-2	23	4	-2	0	-2
t000099	0	4	2	0	0	5
t000100	0	12	5	-1	7	0
t000101	0	5	0	0	0	0
t000102	0	2	-20	0	0	-2
t000103	1	7	1	0	1	0
t000104	0	8	0	0	0	0
t000105	0	16	1	0	0	0
t000106	0	0	3	0	-4	0
t000107	1	8	0	0	0	-2
t000108	1	0	9	-7	0	-1
t000109	0	5	1	1	1	-2
t000110	0	4	0	-12	0	-7
t000111	0	9	0	-1	0	-1
t000112	0	10	-11	-6	3	-51
t000113	-1	20	0	0	1	0
t000114	0	4	1	0	0	-2
t000115	1	11	2	-1	0	0
t000116	1	4	1	0	9	0
t000117	-1	42	12	-3	0	0
t000118	0	1	2	0	0	0
t000119	0	11	3	0	0	0
t000120	-18	4	10	-1	-1	0
t000121	0	6	0	0	0	0
t000122	0	2	1	-2	0	0
t000123	0	1	0	0	0	-1
t000124	1	2	0	4	0	0
t000125	0	5	0	0	0	0
t000126	0	2	5	-2	0	-1
t000127	0	2	4	0	0	-1
t000128	0	0	12	-5	1	-6
t000129	0	1	8	1	9	0
t000130	1	10	3	0	0	0
t000131	-1	2	8	-2	1	-1
t000132	0	3	1	0	0	0
t000133	0	6	3	0	0	-7
t000134	0	4	2	-3	0	-2
t000135	0	3	4	-2	0	0
t000136	0	0	2	-20	0	0
t000137	0	5	0	0	0	0
t000138	0	7	0	0	1	3
t000139	0	3	11	-19	0	-3
t000140	0	4	24	0	0	-12
t000141	0	3	5	-1	-1	0
t000142	-1	8	0	-3	0	-6
t000143	-1	1	28	-6	0	-9
t000144	2	3	1	0	1	0
t000145	0	2	15	-4	0	0
t000146	0	2	0	-1	0	0
t000147	0	4	53	-5	1	0
t000148	1	6	4	0	0	4
t000149	2	8	12	-3	1	-1
t000150	3	-57	7	-8	-22	0
t000151	1	8	2	-3	0	2
t000152	0	11	5	0	0	0
t000153	1	-11	58	-4	0	0
t000154	2	4	-6	-2	0	-5
t000155	0	5	0	0	0	0
t000156	0	0	11	-20	0	-9
t000157	-1	1	0	-14	0	-11
t000158	0	3	0	-1	0	-2
t000159	0	7	4	-1	0	-1
t000160	0	7	12	-1	2	0
t000161	0	6	1	-2	1	-5
t000162	0	20	3	-1	1	0
t000163	-2	13	0	-3	0	-3
t000164	1	2	1	-1	1	-2
t000165	0	9	2	-8	0	0
t000166	0	2	1	0	0	0
t000167	0	1	0	0	0	0
t000168	0	12	0	-1	0	-1
t000169	0	11	13	-5	0	0
t000170	0	3	1	-1	0	0
t000171	0	49	1	-1	0	0
t000172	0	4	5	-3	0	0
t000173	0	2	16	-10	1	0
t000174	4	6	0	-1	0	-1
t000175	-1	5	5	-4	1	0
t000176	0	1	1	0	0	0
t000177	0	26	-5	-6	0	-1
t000178	1	7	3	-8	0	-2
t000179	0	1	1	-1	1	0
t000180	0	3	9	-8	2	-9
t000181	0	2	2	0	2	0
t000182	0	16	21	-3	0	12
t000183	2	18	0	0	0	3
t000184	0	4	0	-16	0	-31
t000185	0	8	1	-9	-2	0
t000186	0	3	0	-2	0	0
t000187	0	0	0	0	1	1
t000188	1	8	-6	-11	2	-1
t000189	1	48	10	-2	0	0
t000190	0	3	-2	0	0	0
t000191	0	2	1	0	0	0
t000192	0	0	0	0	0	0
t000193	0	12	1	-2	0	-4
t000194	0	7	0	-8	0	-1
t000195	0	4	1	-2	1	0
t000196	1	10	0	-1	0	0
t000197	0	7	1	0	0	1
t000198	0	6	0	0	0	0
t000199	0	7	5	-3	0	-10
t000200	-1	3	1	-27	0	-1
t000201	0	1	6	-1	0	0
t000202	3	9	0	-6	0	0
t000203	2	2	6	0	0	0
t000204	0	0	0	0	-1	0
t000205	0	6	-1	0	2	-2
t000206	0	1	4	-1	0	0
t000207	0	3	0	0	0	-2
t000208	0	6	9	0	-1	-3
t000209	-2	10	3	0	-1	-1
t000210	0	1	0	0	0	0
t000211	0	6	3	-1	0	-4
t000212	-1	5	16	0	0	0
t000213	5	6	0	-3	-1	0
t000214	-1	7	3	1	0	-4
t000215	0	8	0	0	0	0
t000216	-1	0	46	-8	1	-4
t000217	0	3	3	0	0	-4
t000218	0	6	3	0	1	0
t000219	0	0	0	0	0	0
t000220	0	7	0	0	0	21
t000221	0	7	0	-1	-1	-2
t000222	2	0	3	-1	4	-1
t000223	0	3	8	-3	0	0
t000224	0	3	1	1	-1	-1
t000225	1	1	2	-2	0	-1
t000226	0	1	0	-1	0	0
t000227	-1	8	0	-2	3	-1
t000228	0	1	6	-1	0	-4
t000229	0	10	11	-2	0	-2
t000230	0	12	0	0	1	-1
t000231	0	2	0	0	0	0
t000232	1	80	1	-1	29	-1
t000233	0	3	6	-1	1	-1
t000234	1	10	5	0	2	0
t000235	0	0	6	-5	0	-8
t000236	0	0	13	-1	1	-28
t000237	0	3	6	-5	0	0
t000238	3	16	1	-1	4	-2
t000239	0	3	-1	-2	0	1
t000240	0	6	8	-4	1	0
t000241	-19	7	2	-5	-3	-84
t000242	1	4	5	-2	3	-1
t000243	1	8	17	2	3	0
t000244	4	5	0	-6	0	0
t000245	0	11	3	-1	0	0
t000246	0	3	1	-1	0	3
t000247	0	1	3	0	0	0
t000248	0	3	0	-1	2	-11
t000249	0	12	0	0	0	-1
t000250	1	7	2	0	0	3
t000251	0	6	0	-1	0	0
t000252	-4	1	5	-1	0	-1
t000253	0	37	1	-1	2	-2
t000254	-1	7	0	0	1	0
t000255	0	2	0	0	0	0
t000256	0	8	1	0	0	0
t000257	0	4	2	0	5	0
t000258	0	0	4	-5	2	-14
t000259	0	10	8	-1	0	-7
t000260	0	5	3	-1	1	0
t000261	1	7	2	-1	0	-1
t000262	0	1	2	-9	2	0
t000263	0	12	1	-1	0	0
t000264	0	3	2	0	1	-11
t000265	0	5	2	-2	1	-3
t000266	0	8	21	-1	2	0
t000267	0	4	2	0	0	0
t000268	2	10	4	0	0	0
t000269	0	3	8	-15	1	0
t000270	0	105	7	0	1	-2
t000271	0	12	3	-1	0	2
t000272	0	5	0	4	1	-5
t000273	0	9	7	-10	1	0
t000274	0	0	0	0	0	-3
t000275	1	0	19	-4	0	-1
t000276	0	5	1	-2	0	-6
t000277	0	0	1	0	0	0
t000278	0	9	1	-4	0	-6
t000279	0	0	10	-4	0	-2
t000280	0	-3	0	-10	0	-5
t000281	0	1	0	1	0	0
t000282	0	4	3	0	0	0
t000283	0	0	27	0	0	0
t000284	0	4	0	0	1	0
t000285	1	1	0	0	0	-2
t000286	1	1	5	0	2	0
t000287	0	11	1	-2	1	-11
t000288	2	8	2	-1	0	0
t000289	0	17	4	2	0	0
t000290	0	3	0	0	0	0
t000291	0	3	4	0	0	0
t000292	0	1	0	-1	0	0
t000293	3	2	1	0	0	0
t000294	2	5	16	-3	0	3
t000295	0	12	2	0	6	-4
t000296	0	12	3	-2	2	1
t000297	-3	9	-2	-2	9	-1
t000298	0	8	9	-13	1	-4
t000299	0	-11	53	0	41	0
t000300	0	-31	59	-15	0	0
t000301	0	3	20	-7	0	-2
t000302	0	1	0	-2	0	-11
t000303	0	2	0	0	0	0
t000304	0	0	7	-5	0	-1
t000305	0	3	1	-1	0	-1
t000306	1	1	1	0	1	-1
t000307	0	5	1	0	0	-2
t000308	1	1	1	0	1	0
t000309	3	7	9	0	0	0
t000310	39	2	1	0	0	0
t000311	1	6	1	0	-1	0
t000312	0	7	2	-1	0	0
t000313	0	1	4	-3	1	-1
t000314	0	5	1	0	1	-3
t000315	0	-3	1	0	0	0
t000316	0	1	4	-4	0	0
t000317	0	9	1	-3	0	-2
t000318	-1	3	0	0	1	0
t000319	2	-14	131	-113	10	0
t000320	0	2	1	0	0	0
t000321	0	4	2	0	1	-1
t000322	-2	3	1	1	1	-2
t000323	0	2	1	0	1	-1
t000324	1	20	5	-2	-1	0
t000325	0	6	0	0	1	-6
t000326	2	0	3	-3	0	0
t000327	0	0	15	-3	0	-1
t000328	0	3	0	0	0	0
t000329	0	2	18	-6	2	0
t000330	0	0	21	-18	-2	-3
t000331	2	0	0	-5	0	-1
t000332	0	1	1	-8	0	-16
t000333	0	0	0	0	0	0
t000334	0	2	4	-2	0	-6
t000335	0	0	1	0	0	-6
t000336	0	9	10	-2	0	1
t000337	0	1	5	-19	7	-7
t000338	7	11	6	0	16	-16
t000339	0	3	-11	-13	0	-3
t000340	0	2	0	0	0	-2
t000341	0	3	0	0	6	0
t000342	0	5	0	0	3	0
t000343	0	5	2	0	0	0
t000344	2	6	11	-1	0	0
t000345	0	2	6	-9	-1	-2
t000346	0	5	6	0	0	1
t000347	0	2	0	-1	0	-1
t000348	0	1	0	0	0	0
t000349	0	8	0	0	1	0
t000350	3	0	6	0	0	0
t000351	0	51	0	-1	0	-11
t000352	5	1	9	-2	0	1
t000353	23	4	6	0	0	0
t000354	0	-1	0	-1	0	0
t000355	7	8	6	-1	9	0
t000356	0	4	10	0	3	-2
t000357	5	4	0	0	1	0
t000358	0	8	2	-1	0	-1
t000359	3	3	4	0	0	-1
t000360	1	6	1	0	-1	-6
t000361	0	2	2	-7	0	-5
t000362	8	5	21	0	2	0
t000363	1	13	7	0	0	0
t000364	0	7	7	-11	1	0
t000365	0	9	9	-1	1	0
t000366	0	3	0	0	0	0
t000367	0	2	0	35	0	0
t000368	0	11	18	-13	2	-8
t000369	0	8	3	-5	-1	-8
t000370	0	7	2	-9	0	0
t000371	0	3	6	0	0	0
t000372	0	4	1	-1	0	-3
t000373	0	5	3	-12	0	-4
t000374	-1	4	0	0	0	0
t000375	0	0	-1	-3	0	0
t000376	0	16	2	1	0	0
t000377	2	5	1	-1	0	1
t000378	3	0	1	0	0	1
t000379	0	2	0	-4	2	0
t000380	0	3	0	0	0	0
t000381	-1	3	4	-4	1	0
t000382	2	3	16	-6	0	0
t000383	0	1	9	-3	0	0
t000384	1	3	3	0	1	0
t000385	0	2	0	-1	0	0
t000386	0	3	0	0	0	1
t000387	0	1	1	0	0	2
t000388	0	2	0	-1	1	0
t000389	1	6	3	-1	0	-1
t000390	0	3	0	0	0	0
t000391	0	8	4	0	0	-5
t000392	0	7	0	0	0	-1
t000393	1	3	7	-4	0	-5
t000394	0	8	0	-5	0	-2
t000395	0	1	4	-2	0	0
t000396	0	1	2	0	3	0
t000397	0	3	0	-8	5	0
t000398	0	7	1	-1	0	0
t000399	0	8	0	0	0	-6
t000400	0	1	6	-4	5	0
t000401	1	0	1	0	24	0
t000402	4	8	0	-3	1	0
t000403	1	3	0	-1	0	1
t000404	0	4	1	-11	0	0
t000405	0	5	2	0	1	-1
t000406	0	2	2	-5	1	-1
t000407	-1	3	15	0	2	0
t000408	1	3	0	0	2	-1
t000409	7	2	17	0	2	0
t000410	0	-8	0	-1	0	46
t000411	0	4	2	-1	0	0
t000412	0	3	0	0	6	-1
t000413	0	5	0	-7	0	0
t000414	1	4	4	1	0	0
t000415	0	25	13	0	0	-5
t000416	2	1	0	-1	0	0
t000417	-1	6	3	-4	0	16
t000418	-1	3	21	-1	1	2
t000419	0	1	0	0	0	-1
t000420	0	9	12	-1	0	0
t000421	0	5	1	-3	0	0
t000422	0	4	12	-3	9	0
t000423	0	4	16	-2	11	0
t000424	0	8	1	-1	0	0
t000425	0	3	1	0	2	-3
t000426	0	3	2	0	3	-2
t000427	0	2	40	-1	1	-3
t000428	0	8	15	0	1	0
t000429	1	1	36	-11	0	0
t000430	0	1	8	-11	0	0
t000431	-1	0	0	0	0	0
t000432	3	4	2	-1	0	1
t000433	0	8	1	-1	-2	-1
t000434	1	3	6	-3	0	-2
t000435	-1	1	26	-4	-2	-1
t000436	1	9	15	-6	1	-4
t000437	0	1	13	-16	2	-8
t000438	1	7	6	-14	1	-1
t000439	0	3	1	-6	0	-1
t000440	0	7	12	0	1	-1
t000441	0	3	1	-1	0	0
t000442	1	7	7	-1	0	0
t000443	0	6	8	-1	0	-3
t000444	0	18	1	-1	-4	0
t000445	0	-7	21	4	-19	0
t000446	0	2	0	-1	0	-2
t000447	0	4	0	-3	12	0
t000448	0	8	2	-1	1	0
t000449	1	1	1	-13	0	-3
t000450	0	0	0	0	0	-2
t000451	1	8	6	-4	1	0
t000452	0	-8	11	-4	1	0
t000453	2	4	6	-1	0	0
t000454	0	3	2	0	6	-1
t000455	0	12	0	0	0	0
t000456	4	13	5	-4	3	-1
t000457	1	6	9	-2	0	0
t000458	11	2	5	0	0	0
t000459	0	6	0	-1	1	-1
t000460	0	0	17	-6	0	-6
t000461	0	1	0	-1	1	0
t000462	1	2	1	-16	6	-1
t000463	0	10	3	44	2	-1
t000464	0	8	1	0	1	54
t000465	0	10	0	-1	0	0
t000466	1	0	0	0	0	0
t000467	1	1	4	-2	3	0
t000468	0	3	0	0	0	0
t000469	0	1	2	-1	1	0
t000470	0	1	12	-5	4	-1
t000471	0	37	0	-1	-26	-2
t000472	-1	24	-7	-1	17	0
t000473	-1	4	4	-1	0	3
t000474	0	30	4	0	0	-48
t000475	0	5	2	0	0	2
t000476	0	10	10	-4	0	-1
t000477	4	8	1	-2	0	-3
t000478	0	17	4	-12	0	-16
t000479	0	2	0	0	0	0
t000480	0	1	0	0	0	0
t000481	0	42	-21	6	0	-1
t000482	-2	4	4	-1	1	2
t000483	0	14	4	-10	0	-4
t000484	0	6	3	0	0	0
t000485	0	3	0	0	1	0
t000486	0	91	0	0	-1	0
t000487	1	4	1	-1	2	3
t000488	0	6	7	0	0	0
t000489	-2	14	14	0	0	2
t000490	0	6	2	-7	2	3
t000491	0	11	2	-1	2	-1
t000492	1	3	1	-2	0	0
t000493	0	3	0	-1	1	-2
t000494	7	6	3	0	0	0
t000495	0	2	0	-1	3	-1
t000496	0	6	0	-2	0	1
t000497	0	4	0	-5	0	0
t000498	0	8	4	-1	8	0
t000499	1	3	7	0	3	0
t000500	0	1	2	-6	0	-2
t000501	0	11	2	-1	1	1
t000502	0	1	2	0	0	0
t000503	1	6	1	0	-2	-2
t000504	0	4	0	0	0	0
t000505	0	2	1	0	0	2
t000506	3	2	0	-1	0	0
t000507	0	2	0	0	0	0
t000508	0	2	4	0	1	0
t000509	0	1	4	-1	0	-1
t000510	0	9	3	0	0	0
t000511	0	0	1	-1	0	-2
t000512	3	1	-1	0	0	0
t000513	0	1	0	0	0	-1
t000514	0	0	16	-1	0	1
t000515	-1	1	3	-1	0	0
t000516	4	4	0	0	0	0
t000517	0	2	0	0	0	0
t000518	0	0	0	0	0	-1
t000519	0	0	3	0	1	0
t000520	0	15	0	0	-3	0
t000521	0	4	3	0	0	0
t000522	0	5	1	-2	1	-49
t000523	0	4	0	0	0	0
t000524	1	2	0	0	0	0
t000525	0	3	1	0	4	-1
t000526	1	13	0	0	1	-3
t000527	1	0	0	0	0	0
t000528	0	0	5	-1	1	-1
t000529	2	0	48	-1	0	0
t000530	0	2	1	0	0	1
t000531	0	0	0	0	0	0
t000532	0	1	0	0	0	0
t000533	1	3	2	0	2	0
t000534	0	4	25	-2	0	-1
t000535	0	6	0	1	0	0
t000536	0	1	0	0	0	0
t000537	0	7	1	-1	1	0
t000538	0	3	2	0	0	0
t000539	1	5	2	0	0	0
t000540	8	10	0	2	0	-2
t000541	0	4	10	-2	0	0
t000542	0	5	0	0	0	0
t000543	0	1	1	0	0	0
t000544	0	3	1	0	2	1
t000545	0	2	1	-3	1	0
t000546	0	3	34	-4	23	0
t000547	2	3	0	-1	0	0
t000548	0	5	1	0	0	0
t000549	0	0	-1	0	0	1
t000550	1	9	2	-1	0	0
t000551	0	0	2	-1	0	0
t000552	2	1	1	-1	0	-2
t000553	0	4	0	0	0	0
t000554	-1	3	4	-5	2	-1
t000555	0	2	3	-2	4	0
t000556	2	2	0	0	3	7
t000557	0	3	0	-2	-1	0
t000558	0	0	0	0	-1	-1
t000559	0	5	1	-2	1	0
t000560	0	2	0	0	3	0
t000561	1	5	4	0	0	1
t000562	2	10	0	0	-1	-1
t000563	0	0	3	0	0	0
t000564	0	4	10	-10	7	-2
t000565	0	1	1	-1	0	0
t000566	1	18	5	0	1	-2
t000567	1	6	0	0	0	0
t000568	-1	1	0	-2	1	3
t000569	-1	0	3	-2	0	0
t000570	0	6	-1	-1	-1	-1
t000571	0	2	1	0	0	-1
t000572	0	0	1	0	18	0
t000573	0	13	13	-2	0	0
t000574	1	1	3	-17	0	0
t000575	1	5	1	1	0	-1
t000576	0	3	0	0	6	0
t000577	0	2	2	-4	1	-1
t000578	0	2	4	0	2	0
t000579	1	11	3	-2	1	0
t000580	0	2	-1	0	0	0
t000581	-6	6	4	-2	1	0
t000582	0	5	4	0	-1	1
t000583	0	12	3	0	0	0
t000584	7	5	0	-1	0	0
t000585	0	5	7	0	0	-8
t000586	1	2	-1	-1	0	-6
t000587	0	2	0	0	1	0
t000588	0	0	5	-1	1	0
t000589	0	1	0	0	0	-1
t000590	-1	0	5	8	2	-1
t000591	0	2	0	0	0	0
t000592	0	24	0	0	0	0
t000593	1	51	4	0	51	0
t000594	0	2	0	0	0	0
t000595	0	1	3	0	0	0
t000596	0	5	1	0	0	0
t000597	0	1	8	-1	-17	0
t000598	0	5	2	0	0	0
t000599	0	2	0	0	1	0
t000600	1	2	1	0	0	0
t000601	0	4	3	0	0	0
t000602	0	3	1	-1	0	0
t000603	2	7	7	-1	0	0
t000604	0	1	0	0	0	0
t000605	0	1	0	0	2	-1
t000606	0	0	23	0	0	0
t000607	0	3	1	0	0	0
t000608	0	2	0	-2	0	0
t000609	1	3	4	-5	1	0
t000610	1	6	0	0	7	-1
t000611	5	6	0	0	0	0
t000612	0	1	0	-2	0	-1
t000613	0	3	0	0	1	0
t000614	0	5	0	0	0	0
t000615	0	5	5	-1	0	0
t000616	0	1	4	-2	1	-2
t000617	0	2	0	0	0	0
t000618	2	3	25	-2	0	0
t000619	0	0	0	0	0	-5
t000620	0	4	2	0	0	0
t000621	-2	8	2	-2	2	-2
t000622	1	19	0	0	0	0
t000623	0	4	0	0	2	0
t000624	0	1	4	0	0	0
t000625	0	2	1	0	1	0
t000626	-2	0	1	-1	0	0
t000627	0	2	0	0	0	6
t000628	0	0	1	-1	0	-1
t000629	0	6	0	0	0	-1
t000630	1	2	1	0	0	0
t000631	0	11	3	0	-1	0
t000632	2	11	0	0	0	0
t000633	0	9	1	-1	1	-1
t000634	0	1	4	-1	0	0
t000635	2	4	7	-1	0	0
t000636	2	15	0	0	0	5
t000637	0	1	1	0	0	0
t000638	0	16	0	0	1	-2
t000639	0	1	3	-1	0	-1
t000640	6	4	10	-2	0	0
t000641	0	1	0	0	0	0
t000642	0	5	0	-1	0	-3
t000643	0	4	0	0	0	0
t000644	0	17	0	0	1	1
t000645	0	8	1	0	1	0
t000646	3	1	0	0	0	0
t000647	0	0	3	-1	1	-9
t000648	0	2	0	0	0	0
t000649	0	4	1	-3	0	0
t000650	0	5	6	-3	0	-1
t000651	0	9	2	-2	0	0
t000652	0	1	0	0	0	0
t000653	0	0	1	-6	0	-6
t000654	0	3	0	-3	0	-2
t000655	2	14	0	0	0	0
t000656	0	10	0	-2	1	-1
t000657	0	3	2	-1	1	0
t000658	0	3	3	0	3	0
t000659	0	7	3	0	0	0
t000660	0	1	1	0	0	0
t000661	0	1	0	0	0	0
t000662	-1	5	3	1	0	0
t000663	1	7	0	-1	0	0
t000664	0	6	0	-1	0	0
t000665	0	11	2	0	1	-54
t000666	-1	0	5	-6	3	0
t000667	0	1	0	0	0	-1
t000668	0	0	7	-1	0	0
t000669	0	0	1	0	0	-2
t000670	0	0	1	0	1	0
t000671	0	3	7	-1	0	1
t000672	0	1	1	0	3	0
t000673	0	0	19	-1	2	0
t000674	0	2	2	0	0	0
t000675	2	29	0	0	4	-2
t000676	1	4	4	-1	1	0
t000677	0	1	3	0	0	0
t000678	1	0	8	-2	0	-2
t000679	0	3	3	-2	0	0
t000680	-1	10	12	-9	1	-2
t000681	2	3	2	-1	0	0
t000682	-1	2	24	-5	0	0
t000683	0	1	1	-3	0	-20
t000684	0	3	4	-1	0	0
t000685	0	4	-18	0	0	18
t000686	0	7	0	0	2	0
t000687	1	0	1	0	0	1
t000688	0	1	22	-4	0	0
t000689	1	1	2	0	0	0
t000690	0	2	2	-2	1	-1
t000691	0	5	5	-1	0	0
t000692	0	5	4	0	1	0
t000693	0	0	4	-2	1	0
t000694	0	3	4	-10	1	0
t000695	2	4	2	0	1	0
t000696	1	7	2	0	0	0
t000697	0	2	3	-1	2	2
t000698	0	2	1	1	0	0
t000699	0	0	1	0	3	0
t000700	0	0	0	0	0	0
t000701	0	3	1	-1	0	-1
t000702	-2	1	0	0	1	0
t000703	0	-31	0	0	0	-1
t000704	2	1	39	0	0	-10
t000705	0	0	5	0	0	0
t000706	0	3	1	0	-48	0
t000707	0	1	1	-4	1	-3
t000708	1	1	3	-7	0	-3
t000709	0	2	0	0	0	0
t000710	0	0	0	0	0	0
t000711	0	6	-3	0	0	0
t000712	-1	11	1	-1	0	0
t000713	0	9	6	-1	0	-6
t000714	3	3	0	0	0	0
t000715	1	2	1	0	0	0
t000716	0	2	3	1	-6	0
t000717	0	0	9	-3	0	-1
t000718	1	13	1	0	0	0
t000719	2	4	0	-1	0	0
t000720	6	4	1	-2	0	0
t000721	2	6	1	-1	2	0
t000722	0	1	1	-1	0	0
t000723	0	2	0	-8	2	-4
t000724	3	4	1	-2	1	0
t000725	2	2	0	0	0	0
t000726	1	2	2	0	0	0
t000727	0	2	0	-1	0	0
t000728	0	5	0	17	0	-3
t000729	0	0	0	-1	0	-3
t000730	0	2	0	0	0	0
t000731	1	8	5	-8	0	0
t000732	0	0	0	0	1	0
t000733	1	8	0	0	0	0
t000734	2	8	3	0	0	0
t000735	4	-1	6	0	0	0
t000736	0	2	1	0	1	0
t000737	0	3	1	0	0	0
t000738	0	14	1	0	0	6
t000739	0	2	1	-1	0	0
t000740	0	6	3	-1	0	0
t000741	0	15	0	0	0	0
t000742	0	0	3	-1	0	0
t000743	0	2	1	0	0	0
t000744	0	0	2	-1	2	0
t000745	0	0	3	0	0	0
t000746	6	0	4	-1	0	0
t000747	-3	0	8	-1	-4	-3
t000748	0	1	0	0	0	0
t000749	0	1	0	-6	0	-2
t000750	2	2	4	0	2	-2
t000751	1	2	1	0	2	1
t000752	1	3	1	0	-1	0
t000753	0	9	3	0	1	0
t000754	1	4	0	0	0	0
t000755	0	8	6	-11	0	-5
t000756	0	0	3	-3	0	0
t000757	1	6	2	0	0	0
t000758	0	2	0	0	0	0
t000759	0	15	7	0	1	0
t000760	0	3	0	0	0	0
t000761	0	-1	1	0	0	0
t000762	2	1	0	0	0	0
t000763	3	0	0	-2	0	-2
t000764	1	1	0	0	0	0
t000765	0	6	9	-2	1	0
t000766	0	1	6	0	0	-1
t000767	1	5	1	-1	4	0
t000768	1	8	1	1	0	-1
t000769	1	4	2	-1	0	0
t000770	0	2	1	0	0	0
t000771	1	2	7	-8	0	-1
t000772	0	5	5	0	0	-1
t000773	0	4	3	-2	1	1
t000774	0	1	0	-1	0	-2
t000775	0	1	1	0	0	0
t000776	0	6	0	0	0	0
t000777	0	0	0	-1	0	0
t000778	0	2	1	0	0	0
t000779	0	1	3	-2	0	-2
t000780	0	1	0	-1	0	-1
t000781	0	3	1	0	2	0
t000782	0	10	1	0	0	0
t000783	5	6	0	-1	0	5
t000784	0	0	0	0	0	0
t000785	1	2	3	0	0	1
t000786	0	0	3	0	1	0
t000787	0	4	1	-2	0	0
t000788	0	6	0	0	0	0
t000789	0	3	3	0	0	0
t000790	1	0	0	-1	0	0
t000791	0	4	1	0	0	-3
t000792	0	2	1	0	0	-1
t000793	2	8	1	0	0	0
t000794	0	7	6	-2	1	0
t000795	0	2	7	0	2	0
t000796	0	2	0	0	0	0
t000797	0	7	0	-1	0	1
t000798	0	7	0	0	0	-2
t000799	0	3	2	0	1	0
t000800	2	0	3	0	3	0
t000801	3	4	3	-2	1	1
t000802	0	1	0	-1	0	-4
t000803	7	4	1	-1	1	2
t000804	0	6	0	0	-1	0
t000805	0	1	1	0	0	0
t000806	0	13	0	0	14	0
t000807	2	6	4	-2	0	-21
t000808	0	0	3	0	0	-3
t000809	0	4	0	0	0	1
t000810	0	3	8	-4	0	0
t000811	0	3	1	0	0	-1
t000812	0	1	0	-2	0	-2
t000813	0	2	0	0	1	-8
t000814	0	1	1	0	0	0
t000815	6	9	0	-1	0	-4
t000816	0	4	0	-1	0	1
t000817	0	23	16	-11	21	0
t000818	0	16	0	0	0	-1
t000819	0	29	0	-1	0	1
t000820	0	1	1	1	0	0
