Whitney	NP	Whitney
game	NN	game
?	SENT	?
So	RB	so
these	DT	these
are	VBP	be
the	DT	the
three	CD	three
primary	JJ	primary
reasons	NNS	reason
why	WRB	why
marketing	NN	marketing
exists	VBZ	exist
.	SENT	.
But	CC	but
the	DT	the
way	NN	way
I	PP	I
look	VBP	look
at	IN	at
marketing	NN	marketing
is	VBZ	be
also	RB	also
a	DT	a
little	RB	little
different	JJ	different
,	,	,
in	IN	in
the	DT	the
sense	NN	sense
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	RB	only
doing	VBG	do
something	NN	something
good	JJ	good
for	IN	for
your	PP$	your
company	NN	company
,	,	,
but	CC	but
it	PP	it
also	RB	also
does	VBZ	do
something	NN	something
very	RB	very
good	JJ	good
for	IN	for
the	DT	the
society	NN	society
.	SENT	.
So	RB	so
we	PP	we
call	VBP	call
it	PP	it
doing	VBG	do
well	RB	well
by	IN	by
doing	VBG	do
good	JJ	good
,	,	,
or	CC	or
marketing	NN	marketing
is	VBZ	be
not	RB	not
just	RB	just
a	DT	a
force	NN	force
for	IN	for
growth	NN	growth
but	CC	but
it	PP	it
is	VBZ	be
also	RB	also
a	DT	a
force	NN	force
for	IN	for
good	JJ	good
.	SENT	.
And	CC	and
that	WDT	that
really	RB	really
changes	VBZ	change
the	DT	the
entire	JJ	entire
texture	NN	texture
through	IN	through
which	WDT	which
you	PP	you
look	VBP	look
at	IN	at
marketing	NN	marketing
and	CC	and
the	DT	the
kind	NN	kind
of	IN	of
difference	NN	difference
it	PP	it
can	MD	can
make	VB	make
is	VBZ	be
absolutely	RB	absolutely
fascinating	JJ	fascinating
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
I	PP	I
know	VBP	know
you	PP	you
published	VBD	publish
a	DT	a
book	NN	book
called	VBN	call
"	``	"
Quantum	NP	Quantum
Marketing	NP	Marketing
,	,	,
"	''	"
which	WDT	which
sort	VBP	sort
of	IN	of
encapsulates	VBZ	encapsulate
a	DT	a
lot	NN	lot
of	IN	of
this	DT	this
.	SENT	.
So	RB	so
how	WRB	how
do	VBP	do
you	PP	you
define	VB	define
that	DT	that
term	NN	term
,	,	,
quantum	NN	quantum
marketing	NN	marketing
?	SENT	?
RR	NP	RR
:	:	:
See	VBP	see
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
fascinating	JJ	fascinating
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
all	PDT	all
the	DT	the
theories	NNS	theory
and	CC	and
principles	NNS	principle
of	IN	of
marketing	NN	marketing
,	,	,
they	PP	they
were	VBD	be
formed	VBN	form
more	JJR	more
than	IN	than
six	CD	six
decades	NNS	decade
back	RB	back
.	SENT	.
At	IN	at
the	DT	the
time	NN	time
,	,	,
there	EX	there
was	VBD	be
no	DT	no
social	JJ	social
media	NNS	medium
,	,	,
there	EX	there
were	VBD	be
no	DT	no
mobile	JJ	mobile
phones	NNS	phone
,	,	,
there	EX	there
was	VBD	be
no	DT	no
internet	NN	Internet
.	SENT	.
Forget	VB	forget
about	RB	about
artificial	JJ	artificial
intelligence	NN	intelligence
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
my	PP$	my
quests	NNS	quest
had	VBD	have
been	VBN	be
to	TO	to
say	VB	say
that	IN	that
,	,	,
when	WRB	when
marketing	NN	marketing
rules	NNS	rule
were	VBD	be
formed	VBN	form
then	RB	then
,	,	,
the	DT	the
theories	NNS	theory
and	CC	and
the	DT	the
principles	NNS	principle
,	,	,
are	VBP	be
they	PP	they
so	RB	so
timeless	JJ	timeless
that	IN	that
they	PP	they
remain	VBP	remain
constant	JJ	constant
with	IN	with
all	PDT	all
the	DT	the
changes	NNS	change
happening	VBG	happen
,	,	,
or	CC	or
are	VBP	be
they	PP	they
actually	RB	actually
going	VBG	go
to	TO	to
change	VB	change
?	SENT	?
And	CC	and
that	IN	that
led	VBN	lead
me	PP	me
down	RP	down
this	DT	this
whole	JJ	whole
discovery	NN	discovery
,	,	,
where	WRB	where
I	PP	I
said	VBD	say
,	,	,
"	``	"
Actually	RB	actually
,	,	,
the	DT	the
principles	NNS	principle
which	WDT	which
were	VBD	be
done	VBN	do
there	EX	there
are	VBP	be
not	RB	not
like	IN	like
magnetism	NN	magnetism
or	CC	or
electricity	NN	electricity
,	,	,
which	WDT	which
don	NN	don
'	POS	'
t	NN	t
change	NN	change
with	IN	with
time	NN	time
,	,	,
but	CC	but
they	PP	they
actually	RB	actually
have	VB	have
to	TO	to
be	VB	be
changed	VBN	change
in	IN	in
the	DT	the
context	NN	context
of	IN	of
marketing	NN	marketing
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
area	NN	area
of	IN	of
marketing	NN	marketing
,	,	,
like	IN	like
classical	JJ	classical
marketing	NN	marketing
,	,	,
there	EX	there
are	VBP	be
many	JJ	many
things	NNS	thing
that	WDT	that
are	VBP	be
done	VBN	do
today	NN	today
which	WDT	which
are	VBP	be
completely	RB	completely
ineffective	JJ	ineffective
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
useless	JJ	useless
,	,	,
and	CC	and
in	IN	in
fact	NN	fact
,	,	,
they	PP	they
are	VBP	be
even	RB	even
counterproductive	JJ	counterproductive
.	SENT	.
So	RB	so
from	IN	from
that	DT	that
perspective	NN	perspective
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
have	VBP	have
come	VBN	come
up	RP	up
with	IN	with
this	DT	this
whole	JJ	whole
construct	NN	construct
called	VBD	call
quantum	NN	quantum
marketing	NN	marketing
,	,	,
which	WDT	which
is	VBZ	be
about	RB	about
challenging	VBG	challenge
every	DT	every
single	JJ	single
aspect	NN	aspect
of	IN	of
marketing	NN	marketing
,	,	,
from	IN	from
its	PP$	its
foundations	NNS	foundation
,	,	,
and	CC	and
then	RB	then
re-imagining	NN	<unknown>
for	IN	for
the	DT	the
current	JJ	current
context	NN	context
.	SENT	.
And	CC	and
also	RB	also
try	VB	try
to	TO	to
tease	VB	tease
out	RP	out
some	DT	some
of	IN	of
those	DT	those
principles	NNS	principle
which	WDT	which
will	MD	will
remain	VB	remain
into	IN	into
the	DT	the
future	NN	future
,	,	,
irrespective	RB	irrespective
of	IN	of
what	WP	what
happens	VBZ	happen
in	IN	in
the	DT	the
environment	NN	environment
.	SENT	.
So	RB	so
go	VB	go
more	RBR	more
to	TO	to
the	DT	the
foundational	JJ	foundational
principles	NNS	principle
of	IN	of
marketing	NN	marketing
,	,	,
the	DT	the
way	NN	way
they	PP	they
should	MD	should
be	VB	be
than	IN	than
the	DT	the
way	NN	way
they	PP	they
have	VB	have
been	VBN	be
.	SENT	.
WPR	NN	WPR
:	:	:
When	WRB	when
we	PP	we
started	VBD	start
off	RP	off
,	,	,
you	PP	you
started	VBD	start
talking	VBG	talk
about	IN	about
a	DT	a
couple	NN	couple
of	IN	of
these	DT	these
principles	NNS	principle
that	WDT	that
you	PP	you
find	VBP	find
really	RB	really
compelling	JJ	compelling
,	,	,
and	CC	and
one	CD	one
of	IN	of
them	PP	them
was	VBD	be
connected	VBN	connect
to	TO	to
purpose	VB	purpose
and	CC	and
how	WRB	how
purpose	NN	purpose
can	MD	can
motivate	VB	motivate
your	PP$	your
decisions	NNS	decision
in	IN	in
the	DT	the
marketing	NN	marketing
space	NN	space
.	SENT	.
So	RB	so
how	WRB	how
does	VBZ	do
purpose	NN	purpose
fit	NN	fit
into	IN	into
your	PP$	your
vision	NN	vision
for	IN	for
marketing	VBG	market
and	CC	and
how	WRB	how
it	PP	it
influences	VBZ	influence
your	PP$	your
choices	NNS	choice
there	RB	there
?	SENT	?
RR	NP	RR
:	:	:
So	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
firstly	RB	firstly
,	,	,
your	PP$	your
purpose	NN	purpose
can	MD	can
be	VB	be
purely	RB	purely
to	TO	to
make	VB	make
profit	NN	profit
.	SENT	.
So	RB	so
it	PP	it
can	MD	can
be	VB	be
anything	NN	anything
from	IN	from
a	DT	a
purpose	NN	purpose
driven	VBN	drive
lens	NN	lens
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
reason	NN	reason
why	WRB	why
a	DT	a
company	NN	company
exists	VBZ	exist
and	CC	and
what	WP	what
objectives	NNS	objective
does	VBZ	do
it	PP	it
want	VBP	want
to	TO	to
pursue	VB	pursue
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
direction	NN	direction
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
North	NP	North
Star	NP	Star
for	IN	for
a	DT	a
company	NN	company
.	SENT	.
What	WP	what
you	PP	you
find	VBP	find
,	,	,
typically	RB	typically
,	,	,
is	VBZ	be
for	IN	for
most	JJS	most
companies	NNS	company
,	,	,
if	IN	if
the	DT	the
purpose	NN	purpose
is	VBZ	be
all	RB	all
about	IN	about
profit	NN	profit
,	,	,
the	DT	the
equation	NN	equation
becomes	VBZ	become
so	RB	so
ineffective	JJ	ineffective
,	,	,
as	RB	as
opposed	VBN	oppose
to	TO	to
looking	VBG	look
at	IN	at
the	DT	the
larger	JJR	large
good	JJ	good
as	IN	as
your	PP$	your
purpose	NN	purpose
.	SENT	.
Profits	NNS	profit
will	MD	will
automatically	RB	automatically
follow	VB	follow
.	SENT	.
So	RB	so
what	WP	what
you	PP	you
bring	VBP	bring
first	RB	first
and	CC	and
what	WP	what
you	PP	you
bring	VBP	bring
next	JJ	next
is	VBZ	be
the	DT	the
key	JJ	key
point	NN	point
out	IN	out
here	RB	here
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
are	VBP	be
trying	VBG	try
to	TO	to
do	VB	do
something	NN	something
genuinely	RB	genuinely
good	JJ	good
for	IN	for
society	NN	society
,	,	,
genuinely	RB	genuinely
good	JJ	good
for	IN	for
the	DT	the
planet	NN	planet
,	,	,
you	PP	you
earn	VBP	earn
the	DT	the
kind	NN	kind
of	IN	of
trust	NN	trust
from	IN	from
consumers	NNS	consumer
,	,	,
which	WDT	which
is	VBZ	be
absolutely	RB	absolutely
invaluable	JJ	invaluable
,	,	,
and	CC	and
it	PP	it
becomes	VBZ	become
one	CD	one
of	IN	of
the	DT	the
biggest	JJS	big
differentiators	NNS	differentiator
for	IN	for
your	PP$	your
company	NN	company
or	CC	or
for	IN	for
your	PP$	your
brand	NN	brand
.	SENT	.
And	CC	and
that	IN	that
,	,	,
in	IN	in
turn	NN	turn
,	,	,
drives	VBZ	drive
your	PP$	your
profitability	NN	profitability
and	CC	and
your	PP$	your
profits	NNS	profit
.	SENT	.
So	RB	so
therefore	RB	therefore
,	,	,
when	WRB	when
I	PP	I
look	VBP	look
at	IN	at
the	DT	the
entire	JJ	entire
aspect	NN	aspect
of	IN	of
purpose	NN	purpose
,	,	,
it	PP	it
'	POS	'
s	NN	S
important	JJ	important
that	IN	that
every	DT	every
company	NN	company
needs	VBZ	need
to	TO	to
know	VB	know
what	WP	what
exactly	RB	exactly
it	PP	it
is	VBZ	be
doing	VBG	do
,	,	,
beyond	IN	beyond
merely	RB	merely
peddling	VBG	peddle
their	PP$	their
products	NNS	product
and	CC	and
serving	VBG	serve
advertisements	NNS	advertisement
and	CC	and
marketing	NN	marketing
campaigns	NNS	campaign
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
Mastercard	NP	Mastercard
,	,	,
could	MD	could
you	PP	you
share	VB	share
some	DT	some
examples	NNS	example
of	IN	of
what	WP	what
that	DT	that
'	''	'
s	NNS	<unknown>
looked	VBD	look
like	IN	like
?	SENT	?
Because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
ways	NNS	way
in	IN	in
which	WDT	which
you	PP	you
'	POS	'
ve	NN	ve
implemented	VBD	implement
this	DT	this
.	SENT	.
RR	NP	RR
:	:	:
See	VBP	see
,	,	,
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
we	PP	we
have	VBP	have
done	VBN	do
right	RB	right
here	RB	here
in	IN	in
New	NP	New
York	NP	York
is	VBZ	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
there	EX	there
was	VBD	be
this	DT	this
situation	NN	situation
amongst	IN	amongst
the	DT	the
transgender	NN	transgender
population	NN	population
where	WRB	where
,	,	,
when	WRB	when
they	PP	they
go	VBP	go
through	IN	through
their	PP$	their
transition	NN	transition
,	,	,
many	JJ	many
times	NNS	time
when	WRB	when
they	PP	they
go	VBP	go
with	IN	with
their	PP$	their
card	NN	card
,	,	,
the	DT	the
payment	NN	payment
card	NN	card
,	,	,
the	DT	the
name	NN	name
on	IN	on
the	DT	the
card	NN	card
does	VBZ	do
not	RB	not
match	VB	match
with	IN	with
what	WP	what
a	DT	a
person	NN	person
expects	VBZ	expect
based	VBN	base
on	IN	on
the	DT	the
new	JJ	new
look	NN	look
of	IN	of
that	DT	that
individual	NN	individual
.	SENT	.
And	CC	and
many	JJ	many
of	IN	of
them	PP	them
,	,	,
sadly	RB	sadly
,	,	,
were	VBD	be
even	RB	even
being	VBG	be
denied	VBN	deny
service	NN	service
as	IN	as
a	DT	a
result	NN	result
of	IN	of
it	PP	it
,	,	,
they	PP	they
get	VBP	get
suspicious	JJ	suspicious
looks	NNS	look
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
"	``	"
Your	PP$	your
name	NN	name
says	VBZ	say
it	PP	it
'	''	'
s	VBZ	<unknown>
Carla	NP	Carla
,	,	,
but	CC	but
you	PP	you
are	VBP	be
looking	VBG	look
like	IN	like
Carl	NP	Carl
and	CC	and
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
,	,	,
"	''	"
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
It	PP	it
seems	VBZ	seem
to	TO	to
be	VB	be
probably	RB	probably
a	DT	a
small	JJ	small
problem	NN	problem
for	IN	for
those	DT	those
of	IN	of
us	PP	us
who	WP	who
don	NN	don
'	POS	'
t	NN	t
go	VB	go
through	IN	through
the	DT	the
situations	NNS	situation
,	,	,
but	CC	but
we	PP	we
really	RB	really
empathize	VB	empathize
with	IN	with
what	WP	what
they	PP	they
'	''	'
re	IN	re
going	VBG	go
through	RP	through
.	SENT	.
We	PP	we
said	VBD	say
,	,	,
"	``	"
Man	NN	man
,	,	,
we	PP	we
have	VBP	have
to	TO	to
really	RB	really
do	VB	do
something	NN	something
about	IN	about
it	PP	it
.	SENT	.
"	''	"
And	CC	and
so	RB	so
the	DT	the
solution	NN	solution
that	IN	that
Mastercard	NP	Mastercard
came	VBD	come
up	RP	up
with	IN	with
is	VBZ	be
called	VBN	call
True	JJ	true
Name	NN	name
card	NN	card
.	SENT	.
So	RB	so
you	PP	you
put	VBD	put
the	DT	the
name	NN	name
on	IN	on
the	DT	the
card	NN	card
that	IN	that
you	PP	you
think	VBP	think
that	IN	that
you	PP	you
would	MD	would
want	VB	want
to	TO	to
be	VB	be
called	VBN	call
based	VBN	base
on	IN	on
your	PP$	your
new	JJ	new
identity	NN	identity
--	:	--
whether	IN	whether
you	PP	you
have	VBP	have
gone	VBN	go
through	IN	through
the	DT	the
legal	JJ	legal
processes	NNS	process
to	TO	to
change	VB	change
the	DT	the
name	NN	name
or	CC	or
not	RB	not
is	VBZ	be
a	DT	a
different	JJ	different
issue	NN	issue
.	SENT	.
All	RB	all
we	PP	we
want	VBP	want
is	VBZ	be
what	WP	what
do	VBP	do
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
addressed	VBN	address
.	SENT	.
It	PP	it
might	MD	might
seem	VB	seem
such	PDT	such
a	DT	a
small	JJ	small
thing	NN	thing
,	,	,
but	CC	but
the	DT	the
amount	NN	amount
of	IN	of
difference	NN	difference
it	PP	it
makes	VBZ	make
is	VBZ	be
humongous	JJ	humongous
to	TO	to
these	DT	these
individuals	NNS	individual
.	SENT	.
WPR	NN	WPR
:	:	:
Sure	RB	sure
,	,	,
yeah	RB	yeah
.	SENT	.
RR	NP	RR
:	:	:
The	DT	the
moment	NN	moment
we	PP	we
wanted	VBD	want
to	TO	to
launch	VB	launch
this	DT	this
,	,	,
there	EX	there
were	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
companies	NNS	company
--	:	--
we	PP	we
don	VBP	don
'	''	'
t	NN	t
issue	NN	issue
cards	NNS	card
ourselves	PP	ourselves
directly	RB	directly
.	SENT	.
It	PP	it
happens	VBZ	happen
through	IN	through
the	DT	the
banks	NNS	bank
,	,	,
and	CC	and
banks	NNS	bank
were	VBD	be
worried	VBN	worry
.	SENT	.
They	PP	they
said	VBD	say
this	DT	this
might	MD	might
be	VB	be
a	DT	a
little	RB	little
controversial	JJ	controversial
.	SENT	.
Maybe	RB	maybe
it	PP	it
'	POS	'
s	NN	S
the	DT	the
right	JJ	right
thing	NN	thing
to	TO	to
do	VB	do
.	SENT	.
Is	VBZ	be
that	IN	that
segment	NN	segment
big	JJ	big
enough	NN	enough
?	SENT	?
And	CC	and
it	PP	it
took	VBD	take
one	CD	one
bank	NN	bank
in	IN	in
Canada	NP	Canada
to	TO	to
start	VB	start
this	DT	this
whole	JJ	whole
process	NN	process
.	SENT	.
And	CC	and
then	RB	then
,	,	,
it	PP	it
was	VBD	be
like	IN	like
opening	VBG	open
the	DT	the
floodgates	NNS	floodgate
.	SENT	.
And	CC	and
now	RB	now
,	,	,
the	DT	the
True	JJ	true
Name	NN	name
card	NN	card
is	VBZ	be
available	JJ	available
in	IN	in
more	JJR	more
than	IN	than
28	CD	@card@
countries	NNS	country
around	IN	around
the	DT	the
world	NN	world
,	,	,
and	CC	and
is	VBZ	be
one	CD	one
of	IN	of
our	PP$	our
most	RBS	most
profitable	JJ	profitable
products	NNS	product
.	SENT	.
Now	RB	now
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
start	NN	start
with	IN	with
the	DT	the
objective	NN	objective
of	IN	of
profit	NN	profit
.	SENT	.
We	PP	we
started	VBD	start
with	IN	with
solving	VBG	solve
a	DT	a
real	JJ	real
problem	NN	problem
and	CC	and
being	VBG	be
purposeful	JJ	purposeful
about	IN	about
it	PP	it
,	,	,
which	WDT	which
sort	VBP	sort
of	IN	of
makes	VBZ	make
a	DT	a
huge	JJ	huge
amount	NN	amount
of	IN	of
difference	NN	difference
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
give	VBP	give
you	PP	you
another	DT	another
example	NN	example
.	SENT	.
Actually	RB	actually
,	,	,
I	PP	I
keep	VBP	keep
thinking	VBG	think
about	IN	about
it	PP	it
.	SENT	.
So	RB	so
when	WRB	when
I	PP	I
was	VBD	be
growing	VBG	grow
up	RP	up
,	,	,
my	PP$	my
grandmother	NN	grandmother
was	VBD	be
blind	JJ	blind
,	,	,
and	CC	and
me	PP	me
and	CC	and
my	PP$	my
sister	NN	sister
would	MD	would
hold	VB	hold
her	PP$	her
hands	NNS	hand
and	CC	and
help	VB	help
her	PP	her
,	,	,
you	PP	you
know	VBP	know
,	,	,
navigate	VBP	navigate
through	IN	through
the	DT	the
house	NN	house
.	SENT	.
And	CC	and
even	RB	even
when	WRB	when
she	PP	she
was	VBD	be
sitting	VBG	sit
at	IN	at
our	PP$	our
dining	NN	dining
table	NN	table
,	,	,
we	PP	we
had	VBD	have
to	TO	to
show	VB	show
her	PP	her
where	WRB	where
the	DT	the
glass	NN	glass
was	VBD	be
,	,	,
what	WDT	what
items	NNS	item
were	VBD	be
where	WRB	where
.	SENT	.
And	CC	and
fast-forward	JJ	fast-forward
,	,	,
I	PP	I
went	VBD	go
to	TO	to
a	DT	a
South	NP	South
by	IN	by
Southwest	NP	Southwest
conference	NN	conference
,	,	,
and	CC	and
I	PP	I
was	VBD	be
coming	VBG	come
out	RP	out
and	CC	and
one	CD	one
of	IN	of
my	PP$	my
finance	NN	finance
colleagues	NNS	colleague
has	VBZ	have
come	VBN	come
out	RP	out
and	CC	and
said	VBD	say
,	,	,
"	``	"
How	WRB	how
come	VBP	come
we	PP	we
don	VB	don
'	''	'
t	NN	t
have	VBP	have
a	DT	a
card	NN	card
for	IN	for
a	DT	a
blind	JJ	blind
person	NN	person
?	SENT	?
How	WRB	how
does	VBZ	do
a	DT	a
blind	JJ	blind
person	NN	person
pay	NN	pay
with	IN	with
their	PP$	their
card	NN	card
?	SENT	?
How	WRB	how
do	VBP	do
they	PP	they
distinguish	VB	distinguish
one	CD	one
card	NN	card
versus	IN	versus
the	DT	the
other	JJ	other
card	NN	card
?	SENT	?
"	''	"
I	PP	I
said	VBD	say
,	,	,
man	UH	man
,	,	,
"	``	"
I	PP	I
should	MD	should
have	VB	have
thought	VBN	think
about	IN	about
it	PP	it
.	SENT	.
I	PP	I
actually	RB	actually
grew	VBD	grow
up	RP	up
seeing	VBG	see
somebody	NN	somebody
who	WP	who
was	VBD	be
blind	JJ	blind
in	IN	in
my	PP$	my
own	JJ	own
family	NN	family
.	SENT	.
"	``	"
And	CC	and
when	WRB	when
we	PP	we
started	VBD	start
working	VBG	work
on	IN	on
this	DT	this
,	,	,
and	CC	and
what	WP	what
a	DT	a
simple	JJ	simple
solution	NN	solution
that	IN	that
we	PP	we
have	VBP	have
come	VBN	come
by	IN	by
,	,	,
but	CC	but
what	WP	what
an	DT	an
effective	JJ	effective
solution	NN	solution
it	PP	it
was	VBD	be
.	SENT	.
A	DT	a
small	JJ	small
notch	NN	notch
on	IN	on
the	DT	the
side	NN	side
of	IN	of
the	DT	the
card	NN	card
.	SENT	.
When	WRB	when
you	PP	you
touch	VBP	touch
it	PP	it
,	,	,
based	VBN	base
on	IN	on
the	DT	the
shape	NN	shape
of	IN	of
the	DT	the
card	NN	card
,	,	,
the	DT	the
shape	NN	shape
of	IN	of
the	DT	the
notch	NN	notch
,	,	,
you	PP	you
know	VBP	know
what	WP	what
kind	NN	kind
of	IN	of
a	DT	a
card	NN	card
it	PP	it
is	VBZ	be
.	SENT	.
For	IN	for
example	NN	example
,	,	,
if	IN	if
it	PP	it
is	VBZ	be
a	DT	a
credit	NN	credit
card	NN	card
,	,	,
it	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
half-hexagon	NN	half-hexagon
,	,	,
the	DT	the
shape	NN	shape
of	IN	of
the	DT	the
notch	NN	notch
.	SENT	.
If	IN	if
it	PP	it
is	VBZ	be
,	,	,
like	VB	like
,	,	,
a	DT	a
gift	NN	gift
card	NN	card
,	,	,
it	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
V	NN	V
,	,	,
and	CC	and
if	IN	if
it	PP	it
is	VBZ	be
a	DT	a
debit	NN	debit
card	NN	card
,	,	,
it	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
C	NP	C
.	SENT	.
So	IN	so
the	DT	the
shape	NN	shape
of	IN	of
the	DT	the
notch	NN	notch
will	MD	will
tell	VB	tell
you	PP	you
what	WP	what
kind	NN	kind
of	IN	of
a	DT	a
card	NN	card
it	PP	it
is	VBZ	be
.	SENT	.
The	DT	the
position	NN	position
of	IN	of
the	DT	the
notch	NN	notch
will	MD	will
tell	VB	tell
you	PP	you
if	IN	if
you	PP	you
'	POS	'
re	NN	re
holding	VBG	hold
the	DT	the
card	NN	card
the	DT	the
right	JJ	right
way	NN	way
up	RB	up
.	SENT	.
Because	IN	because
when	WRB	when
you	PP	you
go	VBP	go
to	TO	to
your	PP$	your
terminal	NN	terminal
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
know	VBP	know
which	WDT	which
