Thank	VB	thank
surfaces	NNS	surface
.	SENT	.
I	PP	I
hasten	VBP	hasten
to	TO	to
say	VB	say
that	IN	that
these	DT	these
surfaces	NNS	surface
are	VBP	be
completely	RB	completely
artificial	JJ	artificial
.	SENT	.
They	PP	they
were	VBD	be
done	VBN	do
on	IN	on
a	DT	a
computer	NN	computer
,	,	,
and	CC	and
the	DT	the
only	JJ	only
input	NN	input
is	VBZ	be
a	DT	a
number	NN	number
,	,	,
and	CC	and
that	IN	that
number	NN	number
is	VBZ	be
roughness	NN	roughness
.	SENT	.
So	RB	so
on	IN	on
the	DT	the
left	NN	left
,	,	,
I	PP	I
took	VBD	take
the	DT	the
roughness	NN	roughness
copied	VBN	copy
from	IN	from
many	JJ	many
landscapes	NNS	landscape
.	SENT	.
To	TO	to
the	DT	the
right	NN	right
,	,	,
I	PP	I
took	VBD	take
a	DT	a
higher	JJR	high
roughness	NN	roughness
.	SENT	.
So	IN	so
the	DT	the
eye	NN	eye
,	,	,
after	IN	after
a	DT	a
while	NN	while
,	,	,
can	MD	can
distinguish	VB	distinguish
these	DT	these
two	CD	two
very	RB	very
well	RB	well
.	SENT	.
Humanity	NN	humanity
had	VBD	have
to	TO	to
learn	VB	learn
about	IN	about
measuring	VBG	measure
roughness	NN	roughness
.	SENT	.
This	DT	this
is	VBZ	be
very	RB	very
rough	JJ	rough
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
sort	NN	sort
of	IN	of
smooth	JJ	smooth
,	,	,
and	CC	and
this	DT	this
perfectly	RB	perfectly
smooth	JJ	smooth
.	SENT	.
Very	RB	very
few	JJ	few
things	NNS	thing
are	VBP	be
very	RB	very
smooth	JJ	smooth
.	SENT	.
So	RB	so
then	RB	then
if	IN	if
you	PP	you
try	VBP	try
to	TO	to
ask	VB	ask
questions	NNS	question
:	:	:
"	``	"
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
surface	NN	surface
of	IN	of
a	DT	a
cauliflower	NN	cauliflower
?	SENT	?
"	''	"
Well	RB	well
,	,	,
you	PP	you
measure	VBP	measure
and	CC	and
measure	NN	measure
and	CC	and
measure	NN	measure
.	SENT	.
Each	DT	each
time	NN	time
you	PP	you
'	POS	'
re	NN	re
closer	RBR	closer
,	,	,
it	PP	it
gets	VBZ	get
bigger	JJR	big
,	,	,
down	RB	down
to	TO	to
very	RB	very
,	,	,
very	RB	very
small	JJ	small
distances	NNS	distance
.	SENT	.
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
length	NN	length
of	IN	of
the	DT	the
coastline	NN	coastline
of	IN	of
these	DT	these
lakes	NNS	lake
?	SENT	?
The	DT	the
closer	RBR	closer
you	PP	you
measure	VBP	measure
,	,	,
the	DT	the
longer	RBR	longer
it	PP	it
is	VBZ	be
.	SENT	.
The	DT	the
concept	NN	concept
of	IN	of
length	NN	length
of	IN	of
coastline	NN	coastline
,	,	,
which	WDT	which
seems	VBZ	seem
to	TO	to
be	VB	be
so	RB	so
natural	JJ	natural
because	IN	because
it	PP	it
'	POS	'
s	NNS	<unknown>
given	VBN	give
in	IN	in
many	JJ	many
cases	NNS	case
,	,	,
is	VBZ	be
,	,	,
in	IN	in
fact	NN	fact
,	,	,
complete	JJ	complete
fallacy	NN	fallacy
;	:	;
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
such	JJ	such
thing	NN	thing
.	SENT	.
You	PP	you
must	MD	must
do	VB	do
it	PP	it
differently	RB	differently
.	SENT	.
What	WP	what
good	RB	good
is	VBZ	be
that	IN	that
,	,	,
to	TO	to
know	VB	know
these	DT	these
things	NNS	thing
?	SENT	?
Well	RB	well
,	,	,
surprisingly	RB	surprisingly
enough	RB	enough
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
good	JJ	good
in	IN	in
many	JJ	many
ways	NNS	way
.	SENT	.
To	TO	to
begin	VB	begin
with	IN	with
,	,	,
artificial	JJ	artificial
landscapes	NNS	landscape
,	,	,
which	WDT	which
I	PP	I
invented	VBD	invent
sort	NN	sort
of	IN	of
,	,	,
are	VBP	be
used	VBN	use
in	IN	in
cinema	NN	cinema
all	RB	all
the	DT	the
time	NN	time
.	SENT	.
We	PP	we
see	VBP	see
mountains	NNS	mountain
in	IN	in
the	DT	the
distance	NN	distance
.	SENT	.
They	PP	they
may	MD	may
be	VB	be
mountains	NNS	mountain
,	,	,
but	CC	but
they	PP	they
may	MD	may
be	VB	be
just	RB	just
formulae	NNS	formula
,	,	,
just	RB	just
cranked	VBN	crank
on	RP	on
.	SENT	.
Now	RB	now
it	PP	it
'	POS	'
s	NN	S
very	RB	very
easy	JJ	easy
to	TO	to
do	VB	do
.	SENT	.
It	PP	it
used	VBD	use
to	TO	to
be	VB	be
very	RB	very
time-consuming	JJ	time-consuming
,	,	,
but	CC	but
now	RB	now
it	PP	it
'	POS	'
s	NN	S
nothing	NN	nothing
.	SENT	.
Now	RB	now
look	VB	look
at	IN	at
that	DT	that
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
a	DT	a
real	JJ	real
lung	NN	lung
.	SENT	.
Now	RB	now
a	DT	a
lung	NN	lung
is	VBZ	be
something	NN	something
very	RB	very
strange	JJ	strange
.	SENT	.
If	IN	if
you	PP	you
take	VBP	take
this	DT	this
thing	NN	thing
,	,	,
you	PP	you
know	VBP	know
very	RB	very
well	RB	well
it	PP	it
weighs	VBZ	weigh
very	RB	very
little	JJ	little
.	SENT	.
The	DT	the
volume	NN	volume
of	IN	of
a	DT	a
lung	NN	lung
is	VBZ	be
very	RB	very
small	JJ	small
,	,	,
but	CC	but
what	WP	what
about	IN	about
the	DT	the
area	NN	area
of	IN	of
the	DT	the
lung	NN	lung
?	SENT	?
Anatomists	NNS	anatomist
were	VBD	be
arguing	VBG	argue
very	RB	very
much	RB	much
about	IN	about
that	DT	that
.	SENT	.
Some	DT	some
say	VBP	say
that	IN	that
a	DT	a
normal	JJ	normal
male	NN	male
'	POS	'
s	NN	S
lung	NN	lung
has	VBZ	have
an	DT	an
area	NN	area
of	IN	of
the	DT	the
inside	NN	inside
of	IN	of
a	DT	a
basketball	NN	basketball
[	SYM	[
court	NN	court
]	SYM	]
.	SENT	.
And	CC	and
the	DT	the
others	NNS	other
say	VBP	say
,	,	,
no	RB	no
,	,	,
five	CD	five
basketball	NN	basketball
[	SYM	[
courts	NNS	court
]	SYM	]
.	SENT	.
Enormous	JJ	enormous
disagreements	NNS	disagreement
.	SENT	.
Why	WRB	why
so	RB	so
?	SENT	?
Because	RB	because
,	,	,
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
area	NN	area
of	IN	of
the	DT	the
lung	NN	lung
is	VBZ	be
something	NN	something
very	RB	very
ill-defined	JJ	ill-defined
.	SENT	.
The	DT	the
bronchi	NNS	bronchus
branch	NN	branch
,	,	,
branch	NN	branch
,	,	,
branch	NN	branch
and	CC	and
they	PP	they
stop	VBP	stop
branching	VBG	branch
,	,	,
not	RB	not
because	IN	because
of	IN	of
any	DT	any
matter	NN	matter
of	IN	of
principle	NN	principle
,	,	,
but	CC	but
because	IN	because
of	IN	of
physical	JJ	physical
considerations	NNS	consideration
:	:	:
the	DT	the
mucus	NN	mucus
,	,	,
which	WDT	which
is	VBZ	be
in	IN	in
the	DT	the
lung	NN	lung
.	SENT	.
So	RB	so
what	WP	what
happens	VBZ	happen
is	VBZ	be
that	IN	that
in	IN	in
a	DT	a
way	NN	way
you	PP	you
have	VBP	have
a	DT	a
much	RB	much
bigger	JJR	big
lung	NN	lung
,	,	,
but	CC	but
it	PP	it
branches	VBZ	branch
and	CC	and
branches	VBZ	branch
down	RP	down
to	TO	to
distances	NNS	distance
about	IN	about
the	DT	the
same	JJ	same
for	IN	for
a	DT	a
whale	NN	whale
,	,	,
for	IN	for
a	DT	a
man	NN	man
and	CC	and
for	IN	for
a	DT	a
little	JJ	little
rodent	NN	rodent
.	SENT	.
Now	RB	now
,	,	,
what	WP	what
good	RB	good
is	VBZ	be
it	PP	it
to	TO	to
have	VB	have
that	DT	that
?	SENT	?
Well	RB	well
,	,	,
surprisingly	RB	surprisingly
enough	RB	enough
,	,	,
amazingly	RB	amazingly
enough	RB	enough
,	,	,
the	DT	the
anatomists	NNS	anatomist
had	VBD	have
a	DT	a
very	RB	very
poor	JJ	poor
idea	NN	idea
of	IN	of
the	DT	the
structure	NN	structure
of	IN	of
the	DT	the
lung	NN	lung
until	IN	until
very	RB	very
recently	RB	recently
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
my	PP$	my
mathematics	NNS	mathematics
,	,	,
surprisingly	RB	surprisingly
enough	RB	enough
,	,	,
has	VBZ	have
been	VBN	be
of	IN	of
great	JJ	great
help	NN	help
to	TO	to
the	DT	the
surgeons	NNS	surgeon
studying	VBG	study
lung	NN	lung
illnesses	NNS	illness
and	CC	and
also	RB	also
kidney	NN	kidney
illnesses	NNS	illness
,	,	,
all	PDT	all
these	DT	these
branching	VBG	branch
systems	NNS	system
,	,	,
for	IN	for
which	WDT	which
there	EX	there
was	VBD	be
no	DT	no
geometry	NN	geometry
.	SENT	.
So	RB	so
I	PP	I
found	VBD	find
myself	PP	myself
,	,	,
in	IN	in
other	JJ	other
words	NNS	word
,	,	,
constructing	VBG	construct
a	DT	a
geometry	NN	geometry
,	,	,
a	DT	a
geometry	NN	geometry
of	IN	of
things	NNS	thing
which	WDT	which
had	VBD	have
no	DT	no
geometry	NN	geometry
.	SENT	.
And	CC	and
a	DT	a
surprising	JJ	surprising
aspect	NN	aspect
of	IN	of
it	PP	it
is	VBZ	be
that	IN	that
very	RB	very
often	RB	often
,	,	,
the	DT	the
rules	NNS	rule
of	IN	of
this	DT	this
geometry	NN	geometry
are	VBP	be
extremely	RB	extremely
short	JJ	short
.	SENT	.
You	PP	you
have	VBP	have
formulas	NNS	formula
that	WDT	that
long	JJ	long
.	SENT	.
And	CC	and
you	PP	you
crank	VBP	crank
it	PP	it
several	JJ	several
times	NNS	time
.	SENT	.
Sometimes	RB	sometimes
repeatedly	RB	repeatedly
:	:	:
again	RB	again
,	,	,
again	RB	again
,	,	,
again	RB	again
,	,	,
the	DT	the
same	JJ	same
repetition	NN	repetition
.	SENT	.
And	CC	and
at	IN	at
the	DT	the
end	NN	end
,	,	,
you	PP	you
get	VBP	get
things	NNS	thing
like	IN	like
that	DT	that
.	SENT	.
This	DT	this
cloud	NN	cloud
is	VBZ	be
completely	RB	completely
,	,	,
100	CD	@card@
percent	NN	percent
artificial	NN	artificial
.	SENT	.
Well	RB	well
,	,	,
99	CD	@card@
.	SENT	.
9	CD	@card@
.	SENT	.
And	CC	and
the	DT	the
only	JJ	only
part	NN	part
which	WDT	which
is	VBZ	be
natural	JJ	natural
is	VBZ	be
a	DT	a
number	NN	number
,	,	,
the	DT	the
roughness	NN	roughness
of	IN	of
the	DT	the
cloud	NN	cloud
,	,	,
which	WDT	which
is	VBZ	be
taken	VBN	take
from	IN	from
nature	NN	nature
.	SENT	.
Something	NN	something
so	RB	so
complicated	VBN	complicate
like	IN	like
a	DT	a
cloud	NN	cloud
,	,	,
so	RB	so
unstable	JJ	unstable
,	,	,
so	RB	so
varying	VBG	vary
,	,	,
should	MD	should
have	VB	have
a	DT	a
simple	JJ	simple
rule	NN	rule
behind	IN	behind
it	PP	it
.	SENT	.
Now	RB	now
this	DT	this
simple	JJ	simple
rule	NN	rule
is	VBZ	be
not	RB	not
an	DT	an
explanation	NN	explanation
of	IN	of
clouds	NNS	cloud
.	SENT	.
The	DT	the
seer	NN	seer
of	IN	of
clouds	NNS	cloud
had	VBD	have
to	TO	to
take	VB	take
account	NN	account
of	IN	of
it	PP	it
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VB	know
how	WRB	how
much	RB	much
advanced	VBD	advance
these	DT	these
pictures	NNS	picture
are	VBP	be
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
old	JJ	old
.	SENT	.
I	PP	I
was	VBD	be
very	RB	very
much	RB	much
involved	VBN	involve
in	IN	in
it	PP	it
,	,	,
but	CC	but
then	RB	then
turned	VBD	turn
my	PP$	my
attention	NN	attention
to	TO	to
other	JJ	other
phenomena	NNS	phenomenon
.	SENT	.
Now	RB	now
,	,	,
here	RB	here
is	VBZ	be
another	DT	another
thing	NN	thing
which	WDT	which
is	VBZ	be
rather	RB	rather
interesting	JJ	interesting
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
shattering	VBG	shatter
events	NNS	event
in	IN	in
the	DT	the
history	NN	history
of	IN	of
mathematics	NNS	mathematics
,	,	,
which	WDT	which
is	VBZ	be
not	RB	not
appreciated	VBN	appreciate
by	IN	by
many	JJ	many
people	NNS	people
,	,	,
occurred	VBD	occur
about	RB	about
130	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
145	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
Mathematicians	NNS	mathematician
began	VBD	begin
to	TO	to
create	VB	create
shapes	NNS	shape
that	IN	that
didn	NP	<unknown>
'	POS	'
t	NN	t
exist	VBP	exist
.	SENT	.
Mathematicians	NNS	mathematician
got	VBD	get
into	IN	into
self-praise	NN	self-praise
to	TO	to
an	DT	an
extent	NN	extent
which	WDT	which
was	VBD	be
absolutely	RB	absolutely
amazing	JJ	amazing
,	,	,
that	DT	that
man	NN	man
can	MD	can
invent	VB	invent
things	NNS	thing
that	IN	that
nature	NN	nature
did	VBD	do
not	RB	not
know	VB	know
.	SENT	.
In	IN	in
particular	JJ	particular
,	,	,
it	PP	it
could	MD	could
invent	VB	invent
things	NNS	thing
like	IN	like
a	DT	a
curve	NN	curve
which	WDT	which
fills	VBZ	fill
the	DT	the
plane	NN	plane
.	SENT	.
A	DT	a
curve	NN	curve
'	POS	'
s	NNS	<unknown>
a	DT	a
curve	NN	curve
,	,	,
a	DT	a
plane	NN	plane
'	POS	'
s	NNS	<unknown>
a	DT	a
plane	NN	plane
,	,	,
and	CC	and
the	DT	the
two	CD	two
won	NN	won
'	POS	'
t	NN	t
mix	NN	mix
.	SENT	.
Well	RB	well
,	,	,
they	PP	they
do	VBP	do
mix	NN	mix
.	SENT	.
A	DT	a
man	NN	man
named	VBN	name
Peano	NP	<unknown>
did	VBD	do
define	VB	define
such	JJ	such
curves	NNS	curve
,	,	,
and	CC	and
it	PP	it
became	VBD	become
an	DT	an
object	NN	object
of	IN	of
extraordinary	JJ	extraordinary
interest	NN	interest
.	SENT	.
It	PP	it
was	VBD	be
very	RB	very
important	JJ	important
,	,	,
but	CC	but
mostly	RB	mostly
interesting	JJ	interesting
because	IN	because
a	DT	a
kind	NN	kind
of	IN	of
break	NN	break
,	,	,
a	DT	a
separation	NN	separation
between	IN	between
the	DT	the
mathematics	NN	mathematics
coming	VBG	come
from	IN	from
reality	NN	reality
,	,	,
on	IN	on
the	DT	the
one	CD	one
hand	NN	hand
,	,	,
and	CC	and
new	JJ	new
mathematics	NNS	mathematics
coming	VBG	come
from	IN	from
pure	JJ	pure
man	NN	man
'	POS	'
s	NN	S
mind	NN	mind
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
was	VBD	be
very	RB	very
sorry	JJ	sorry
to	TO	to
point	VB	point
out	RP	out
that	IN	that
the	DT	the
pure	JJ	pure
man	NN	man
'	POS	'
s	NN	S
mind	NN	mind
has	VBZ	have
,	,	,
in	IN	in
fact	NN	fact
,	,	,
seen	VBN	see
at	IN	at
long	RB	long
last	JJ	last
what	WP	what
had	VBD	have
been	VBN	be
seen	VBN	see
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
.	SENT	.
And	CC	and
so	RB	so
here	RB	here
I	PP	I
introduce	VB	introduce
something	NN	something
,	,	,
the	DT	the
set	NN	set
of	IN	of
rivers	NNS	river
of	IN	of
a	DT	a
plane-filling	JJ	<unknown>
curve	NN	curve
.	SENT	.
And	CC	and
well	UH	well
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
story	NN	story
unto	IN	unto
itself	PP	itself
.	SENT	.
So	RB	so
it	PP	it
was	VBD	be
in	IN	in
1875	CD	@card@
to	TO	to
1925	CD	@card@
,	,	,
an	DT	an
extraordinary	JJ	extraordinary
period	NN	period
in	IN	in
which	WDT	which
mathematics	NNS	mathematics
prepared	VBD	prepare
itself	PP	itself
to	TO	to
break	VB	break
out	RP	out
from	IN	from
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
the	DT	the
objects	NNS	object
which	WDT	which
were	VBD	be
used	VBN	use
as	IN	as
examples	NNS	example
,	,	,
when	WRB	when
I	PP	I
was	VBD	be
a	DT	a
child	NN	child
and	CC	and
a	DT	a
student	NN	student
,	,	,
as	IN	as
examples	NNS	example
of	IN	of
the	DT	the
break	NN	break
between	IN	between
mathematics	NNS	mathematics
and	CC	and
visible	JJ	visible
reality	NN	reality
—	:	-
those	DT	those
objects	NNS	object
,	,	,
I	PP	I
turned	VBD	turn
them	PP	them
completely	RB	completely
around	RB	around
.	SENT	.
I	PP	I
used	VBD	use
them	PP	them
for	IN	for
describing	VBG	describe
some	DT	some
of	IN	of
the	DT	the
aspects	NNS	aspect
of	IN	of
the	DT	the
complexity	NN	complexity
of	IN	of
nature	NN	nature
.	SENT	.
Well	RB	well
,	,	,
a	DT	a
man	NN	man
named	VBN	name
Hausdorff	NP	Hausdorff
in	IN	in
1919	CD	@card@
introduced	VBD	introduce
a	DT	a
number	NN	number
which	WDT	which
was	VBD	be
just	RB	just
a	DT	a
mathematical	JJ	mathematical
joke	NN	joke
,	,	,
and	CC	and
I	PP	I
found	VBD	find
that	IN	that
this	DT	this
number	NN	number
was	VBD	be
a	DT	a
good	JJ	good
measurement	NN	measurement
of	IN	of
roughness	NN	roughness
.	SENT	.
When	WRB	when
I	PP	I
first	RB	first
told	VBD	tell
it	PP	it
to	TO	to
my	PP$	my
friends	NNS	friend
in	IN	in
mathematics	NNS	mathematics
they	PP	they
said	VBD	say
,	,	,
"	``	"
Don	NP	Don
'	''	'
t	NN	t
be	VB	be
silly	JJ	silly
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
just	JJ	just
something	NN	something
[	SYM	[
silly	RB	silly
]	SYM	]
.	SENT	.
"	''	"
Well	RB	well
actually	RB	actually
,	,	,
I	PP	I
was	VBD	be
not	RB	not
silly	JJ	silly
.	SENT	.
The	DT	the
great	JJ	great
painter	NN	painter
Hokusai	NP	<unknown>
knew	VBD	know
it	PP	it
very	RB	very
well	RB	well
.	SENT	.
The	DT	the
things	NNS	thing
on	IN	on
the	DT	the
ground	NN	ground
are	VBP	be
algae	NN	algae
.	SENT	.
He	PP	he
did	VBD	do
not	RB	not
know	VB	know
the	DT	the
mathematics	NN	mathematics
;	:	;
it	PP	it
