What	WP	what
and	CC	and
not	RB	not
an	DT	an
image	NN	image
,	,	,
we	PP	we
can	MD	can
do	VB	do
something	NN	something
like	IN	like
so	RB	so
,	,	,
to	TO	to
really	RB	really
show	VB	show
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
real	JJ	real
representation	NN	representation
of	IN	of
the	DT	the
text	NN	text
;	:	;
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
picture	NN	picture
.	SENT	.
Maybe	RB	maybe
this	DT	this
is	VBZ	be
an	DT	an
artificial	JJ	artificial
way	NN	way
to	TO	to
read	VB	read
an	DT	an
e-book	NP	<unknown>
.	SENT	.
I	NP	I
wouldn	NP	<unknown>
'	POS	'
t	NN	t
recommend	VB	recommend
it	PP	it
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
more	RBR	more
realistic	JJ	realistic
case	NN	case
,	,	,
an	DT	an
issue	NN	issue
of	IN	of
The	DT	the
Guardian	NP	Guardian
.	SENT	.
Every	DT	every
large	JJ	large
image	NN	image
is	VBZ	be
the	DT	the
beginning	NN	beginning
of	IN	of
a	DT	a
section	NN	section
.	SENT	.
And	CC	and
this	DT	this
really	RB	really
gives	VBZ	give
you	PP	you
the	DT	the
joy	NN	joy
and	CC	and
the	DT	the
good	JJ	good
experience	NN	experience
of	IN	of
reading	VBG	read
the	DT	the
real	JJ	real
paper	NN	paper
version	NN	version
of	IN	of
a	DT	a
magazine	NN	magazine
or	CC	or
a	DT	a
newspaper	NN	newspaper
,	,	,
which	WDT	which
is	VBZ	be
an	DT	an
inherently	RB	inherently
multi-scale	JJ	<unknown>
kind	NN	kind
of	IN	of
medium	NN	medium
.	SENT	.
We	PP	we
'	POS	'
ve	JJ	<unknown>
done	VBN	do
something	NN	something
with	IN	with
the	DT	the
corner	NN	corner
of	IN	of
this	DT	this
particular	JJ	particular
issue	NN	issue
of	IN	of
The	DT	the
Guardian	NP	Guardian
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
made	VBD	make
up	RP	up
a	DT	a
fake	JJ	fake
ad	NN	ad
that	RB	that
'	POS	'
s	NN	S
very	RB	very
high	JJ	high
resolution	NN	resolution
—	:	-
much	RB	much
higher	JJR	high
than	IN	than
in	IN	in
an	DT	an
ordinary	JJ	ordinary
ad	NN	ad
—	:	-
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
embedded	VBD	embed
extra	JJ	extra
content	NN	content
.	SENT	.
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
see	VB	see
the	DT	the
features	NNS	feature
of	IN	of
this	DT	this
car	NN	car
,	,	,
you	PP	you
can	MD	can
see	VB	see
it	PP	it
here	RB	here
.	SENT	.
Or	CC	or
other	JJ	other
models	NNS	model
,	,	,
or	CC	or
even	RB	even
technical	JJ	technical
specifications	NNS	specification
.	SENT	.
And	CC	and
this	DT	this
really	RB	really
gets	VBZ	get
at	IN	at
some	DT	some
of	IN	of
these	DT	these
ideas	NNS	idea
about	IN	about
really	RB	really
doing	VBG	do
away	RB	away
with	IN	with
those	DT	those
limits	NNS	limit
on	IN	on
screen	NN	screen
real	JJ	real
estate	NN	estate
.	SENT	.
We	PP	we
hope	VBP	hope
that	IN	that
this	DT	this
means	VBZ	mean
no	DT	no
more	RBR	more
pop-ups	JJ	<unknown>
and	CC	and
other	JJ	other
rubbish	NN	rubbish
like	IN	like
that	DT	that
—	:	-
shouldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
necessary	JJ	necessary
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
mapping	NN	mapping
is	VBZ	be
one	CD	one
of	IN	of
those	DT	those
obvious	JJ	obvious
applications	NNS	application
for	IN	for
a	DT	a
technology	NN	technology
like	IN	like
this	DT	this
.	SENT	.
And	CC	and
this	DT	this
one	CD	one
I	PP	I
really	RB	really
won	VBD	win
'	''	'
t	NN	t
spend	VB	spend
any	DT	any
time	NN	time
on	IN	on
,	,	,
except	IN	except
to	TO	to
say	VB	say
that	IN	that
we	PP	we
have	VBP	have
things	NNS	thing
to	TO	to
contribute	VB	contribute
to	TO	to
this	DT	this
field	NN	field
as	IN	as
well	RB	well
.	SENT	.
But	CC	but
those	DT	those
are	VBP	be
all	RB	all
the	DT	the
roads	NNS	road
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
superimposed	VBN	superimpose
on	IN	on
top	NN	top
of	IN	of
a	DT	a
NASA	NP	NASA
geospatial	JJ	geospatial
image	NN	image
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
pull	VBP	pull
up	RP	up
,	,	,
now	RB	now
,	,	,
something	NN	something
else	RB	else
.	SENT	.
This	DT	this
is	VBZ	be
actually	RB	actually
live	JJ	live
on	IN	on
the	DT	the
Web	NP	Web
now	RB	now
;	:	;
you	PP	you
can	MD	can
go	VB	go
check	VB	check
it	PP	it
out	RP	out
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
project	NN	project
called	VBN	call
Photosynth	NP	<unknown>
,	,	,
which	WDT	which
marries	VBZ	marry
two	CD	two
different	JJ	different
technologies	NNS	technology
.	SENT	.
One	CD	one
of	IN	of
them	PP	them
is	VBZ	be
Seadragon	NN	Seadragon
and	CC	and
the	DT	the
other	JJ	other
is	VBZ	be
some	DT	some
very	RB	very
beautiful	JJ	beautiful
computer-vision	NN	computer-vision
research	NN	research
done	VBN	do
by	IN	by
Noah	NP	Noah
Snavely	NP	Snavely
,	,	,
a	DT	a
graduate	JJ	graduate
student	NN	student
at	IN	at
the	DT	the
University	NP	University
of	IN	of
Washington	NP	Washington
,	,	,
co-advised	VBN	co-advise
by	IN	by
Steve	NP	Steve
Seitz	NP	Seitz
at	IN	at
U	NP	U
.	SENT	.
W	NP	W
.	SENT	.
and	CC	and
Rick	NP	Rick
Szeliski	NP	<unknown>
at	IN	at
Microsoft	NP	Microsoft
Research	NP	Research
.	SENT	.
A	DT	a
very	RB	very
nice	JJ	nice
collaboration	NN	collaboration
.	SENT	.
And	CC	and
so	RB	so
this	DT	this
is	VBZ	be
live	JJ	live
on	IN	on
the	DT	the
Web	NP	Web
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
powered	VBN	power
by	IN	by
Seadragon	NP	Seadragon
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
that	IN	that
when	WRB	when
we	PP	we
do	VBP	do
these	DT	these
sorts	NNS	sort
of	IN	of
views	NNS	view
,	,	,
where	WRB	where
we	PP	we
can	MD	can
dive	VB	dive
through	IN	through
images	NNS	image
and	CC	and
have	VBP	have
this	DT	this
kind	NN	kind
of	IN	of
multi-resolution	NN	multi-resolution
experience	NN	experience
.	SENT	.
But	CC	but
the	DT	the
spatial	JJ	spatial
arrangement	NN	arrangement
of	IN	of
the	DT	the
images	NNS	image
here	RB	here
is	VBZ	be
actually	RB	actually
meaningful	JJ	meaningful
.	SENT	.
The	DT	the
computer	NN	computer
vision	NN	vision
algorithms	NNS	algorithm
have	VBP	have
registered	VBN	register
these	DT	these
images	NNS	image
together	RB	together
so	RB	so
that	IN	that
they	PP	they
correspond	VBP	correspond
to	TO	to
the	DT	the
real	JJ	real
space	NN	space
in	IN	in
which	WDT	which
these	DT	these
shots	NNS	shot
—	:	-
all	RB	all
taken	VBN	take
near	IN	near
Grassi	NP	Grassi
Lakes	NPS	Lakes
in	IN	in
the	DT	the
Canadian	NP	Canadian
Rockies	NP	Rockies
—	:	-
all	PDT	all
these	DT	these
shots	NNS	shot
were	VBD	be
taken	VBN	take
.	SENT	.
So	RB	so
you	PP	you
see	VBP	see
elements	NNS	element
here	RB	here
of	IN	of
stabilized	VBN	stabilize
slide-show	NN	<unknown>
or	CC	or
panoramic	JJ	panoramic
imaging	NN	imaging
,	,	,
and	CC	and
these	DT	these
things	NNS	thing
have	VBP	have
all	RB	all
been	VBN	be
related	VBN	relate
spatially	RB	spatially
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
if	IN	if
I	PP	I
have	VBP	have
time	NN	time
to	TO	to
show	VB	show
you	PP	you
any	DT	any
other	JJ	other
environments	NNS	environment
.	SENT	.
Some	DT	some
are	VBP	be
much	RB	much
more	RBR	more
spatial	JJ	spatial
.	SENT	.
I	PP	I
would	MD	would
like	VB	like
to	TO	to
jump	VB	jump
straight	RB	straight
to	TO	to
one	CD	one
of	IN	of
Noah	NP	Noah
'	POS	'
s	JJ	<unknown>
original	JJ	original
data-sets	NNS	<unknown>
—	:	-
this	DT	this
is	VBZ	be
from	IN	from
an	DT	an
early	JJ	early
prototype	NN	prototype
that	IN	that
we	PP	we
first	RB	first
got	VBD	get
working	VBG	work
this	DT	this
summer	NN	summer
—	:	-
to	TO	to
show	VB	show
you	PP	you
what	WP	what
I	PP	I
think	VBP	think
is	VBZ	be
really	RB	really
the	DT	the
punch	NN	punch
line	NN	line
behind	IN	behind
the	DT	the
Photosynth	NP	<unknown>
technology	NN	technology
,	,	,
It	PP	it
'	POS	'
s	NN	S
not	RB	not
necessarily	RB	necessarily
so	RB	so
apparent	JJ	apparent
from	IN	from
looking	VBG	look
at	IN	at
the	DT	the
environments	NNS	environment
we	PP	we
'	POS	'
ve	NN	ve
put	VBD	put
up	RP	up
on	IN	on
the	DT	the
website	NN	website
.	SENT	.
We	PP	we
had	VBD	have
to	TO	to
worry	VB	worry
about	IN	about
the	DT	the
lawyers	NNS	lawyer
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
reconstruction	NN	reconstruction
of	IN	of
Notre	NP	Notre
Dame	NP	Dame
Cathedral	NP	Cathedral
that	WDT	that
was	VBD	be
done	VBN	do
entirely	RB	entirely
computationally	RB	computationally
from	IN	from
images	NNS	image
scraped	VBN	scrape
from	IN	from
Flickr	NP	<unknown>
.	SENT	.
You	PP	you
just	RB	just
type	VBP	type
Notre	NP	Notre
Dame	NP	Dame
into	IN	into
Flickr	NP	<unknown>
,	,	,
and	CC	and
you	PP	you
get	VBP	get
some	DT	some
pictures	NNS	picture
of	IN	of
guys	NNS	guy
in	IN	in
T-shirts	NNS	T-shirt
,	,	,
and	CC	and
of	IN	of
the	DT	the
campus	NN	campus
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
And	CC	and
each	DT	each
of	IN	of
these	DT	these
orange	JJ	orange
cones	NNS	cone
represents	VBZ	represent
an	DT	an
image	NN	image
that	WDT	that
was	VBD	be
discovered	VBN	discover
to	TO	to
belong	VB	belong
to	TO	to
this	DT	this
model	NN	model
.	SENT	.
And	CC	and
so	RB	so
these	DT	these
are	VBP	be
all	DT	all
Flickr	NP	<unknown>
images	NNS	image
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	NN	ve
all	RB	all
been	VBN	be
related	VBN	relate
spatially	RB	spatially
in	IN	in
this	DT	this
way	NN	way
.	SENT	.
We	PP	we
can	MD	can
just	RB	just
navigate	VB	navigate
in	IN	in
this	DT	this
very	RB	very
simple	JJ	simple
way	NN	way
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
I	PP	I
never	RB	never
thought	VBD	think
that	IN	that
I	NP	I
'	POS	'
d	NN	d
end	NN	end
up	IN	up
working	VBG	work
at	IN	at
Microsoft	NP	Microsoft
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
very	RB	very
gratifying	VBG	gratify
to	TO	to
have	VB	have
this	DT	this
kind	NN	kind
of	IN	of
reception	NN	reception
here	RB	here
.	SENT	.
I	PP	I
guess	VBP	guess
you	PP	you
can	MD	can
see	VB	see
this	DT	this
is	VBZ	be
lots	NNS	lot
of	IN	of
different	JJ	different
types	NNS	type
of	IN	of
cameras	NNS	camera
:	:	:
it	PP	it
'	POS	'
s	JJ	<unknown>
everything	NN	everything
from	IN	from
cell-phone	NN	cell-phone
cameras	NNS	camera
to	TO	to
professional	JJ	professional
SLRs	NNS	<unknown>
,	,	,
quite	RB	quite
a	DT	a
large	JJ	large
number	NN	number
of	IN	of
them	PP	them
,	,	,
stitched	VBN	stitch
together	RB	together
in	IN	in
this	DT	this
environment	NN	environment
.	SENT	.
If	IN	if
I	PP	I
can	MD	can
find	VB	find
some	DT	some
of	IN	of
the	DT	the
sort	NN	sort
of	IN	of
weird	JJ	weird
ones	NNS	one
—	:	-
So	RB	so
many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
occluded	VBN	occlude
by	IN	by
faces	NNS	face
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
Somewhere	RB	somewhere
in	RB	in
here	RB	here
there	EX	there
is	VBZ	be
actually	RB	actually
a	DT	a
series	NN	series
of	IN	of
photographs	NNS	photograph
—	:	-
here	RB	here
we	PP	we
go	VBP	go
.	SENT	.
This	DT	this
is	VBZ	be
actually	RB	actually
a	DT	a
poster	NN	poster
of	IN	of
Notre	NP	Notre
Dame	NP	Dame
that	WDT	that
registered	VBD	register
correctly	RB	correctly
.	SENT	.
We	PP	we
can	MD	can
dive	VB	dive
in	IN	in
from	IN	from
the	DT	the
poster	NN	poster
to	TO	to
a	DT	a
physical	JJ	physical
view	NN	view
of	IN	of
this	DT	this
environment	NN	environment
.	SENT	.
What	WP	what
the	DT	the
point	NN	point
here	RB	here
really	RB	really
is	VBZ	be
is	VBZ	be
that	IN	that
we	PP	we
can	MD	can
do	VB	do
things	NNS	thing
with	IN	with
the	DT	the
social	JJ	social
environment	NN	environment
.	SENT	.
This	DT	this
is	VBZ	be
now	RB	now
taking	VBG	take
data	NNS	datum
from	IN	from
everybody	NN	everybody
—	:	-
from	IN	from
the	DT	the
entire	JJ	entire
collective	JJ	collective
memory	NN	memory
,	,	,
visually	RB	visually
,	,	,
of	IN	of
what	WP	what
the	DT	the
Earth	NN	earth
looks	VBZ	look
like	IN	like
—	:	-
and	CC	and
link	VB	link
all	DT	all
of	IN	of
that	DT	that
together	RB	together
.	SENT	.
Those	DT	those
photos	NNS	photo
become	VBP	become
linked	VBN	link
,	,	,
and	CC	and
they	PP	they
make	VBP	make
something	NN	something
emergent	JJ	emergent
that	WDT	that
'	POS	'
s	JJ	<unknown>
greater	JJR	great
than	IN	than
the	DT	the
sum	NN	sum
of	IN	of
the	DT	the
parts	NNS	part
.	SENT	.
You	PP	you
have	VBP	have
a	DT	a
model	NN	model
that	WDT	that
emerges	VBZ	emerge
of	IN	of
the	DT	the
entire	JJ	entire
Earth	NN	earth
.	SENT	.
Think	VB	think
of	IN	of
this	DT	this
as	IN	as
the	DT	the
long	JJ	long
tail	NN	tail
to	TO	to
Stephen	NP	Stephen
Lawler	NP	Lawler
'	POS	'
s	JJ	<unknown>
Virtual	JJ	virtual
Earth	NN	earth
work	NN	work
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
something	NN	something
that	WDT	that
grows	VBZ	grow
in	IN	in
complexity	NN	complexity
as	IN	as
people	NNS	people
use	VBP	use
it	PP	it
,	,	,
and	CC	and
whose	WP$	whose
benefits	NNS	benefit
become	VBP	become
greater	JJR	great
to	TO	to
the	DT	the
users	NNS	user
as	IN	as
they	PP	they
use	VBP	use
it	PP	it
.	SENT	.
Their	PP$	their
own	JJ	own
photos	NNS	photo
are	VBP	be
getting	VBG	get
tagged	VBN	tag
with	IN	with
meta-data	NNS	<unknown>
that	IN	that
somebody	NN	somebody
else	RB	else
entered	VBD	enter
.	SENT	.
If	IN	if
somebody	NN	somebody
bothered	VBN	bother
to	TO	to
tag	VB	tag
all	DT	all
of	IN	of
these	DT	these
saints	NNS	saint
and	CC	and
say	VBP	say
who	WP	who
they	PP	they
all	RB	all
are	VBP	be
,	,	,
then	RB	then
my	PP$	my
photo	NN	photo
of	IN	of
Notre	NP	Notre
Dame	NP	Dame
Cathedral	NP	Cathedral
suddenly	RB	suddenly
gets	VBZ	get
enriched	VBN	enrich
with	IN	with
all	DT	all
of	IN	of
that	DT	that
data	NNS	datum
,	,	,
and	CC	and
I	PP	I
can	MD	can
use	VB	use
it	PP	it
as	IN	as
an	DT	an
entry	NN	entry
point	NN	point
to	TO	to
dive	VB	dive
into	IN	into
that	DT	that
space	NN	space
,	,	,
into	IN	into
that	DT	that
meta-verse	NN	meta-verse
,	,	,
using	VBG	use
everybody	NN	everybody
else	RB	else
'	POS	'
s	NN	S
photos	NNS	photo
,	,	,
and	CC	and
do	VBP	do
a	DT	a
kind	NN	kind
of	IN	of
a	DT	a
cross-modal	NN	<unknown>
and	CC	and
cross-user	NN	<unknown>
social	JJ	social
experience	NN	experience
that	DT	that
way	NN	way
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
a	DT	a
by-product	NN	by-product
of	IN	of
all	DT	all
of	IN	of
that	WDT	that
is	VBZ	be
immensely	RB	immensely
rich	JJ	rich
virtual	JJ	virtual
models	NNS	model
of	IN	of
every	DT	every
interesting	JJ	interesting
part	NN	part
of	IN	of
the	DT	the
Earth	NN	earth
,	,	,
collected	VBN	collect
not	RB	not
just	RB	just
from	IN	from
overhead	JJ	overhead
flights	NNS	flight
and	CC	and
from	IN	from
satellite	NN	satellite
images	NNS	image
and	CC	and
so	RB	so
on	IN	on
,	,	,
but	CC	but
from	IN	from
the	DT	the
collective	JJ	collective
memory	NN	memory
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Do	VBP	do
I	PP	I
understand	VBP	understand
this	DT	this
right	NN	right
?	SENT	?
What	WP	what
your	PP$	your
software	NN	software
is	VBZ	be
going	VBG	go
to	TO	to
allow	VB	allow
,	,	,
is	VBZ	be
that	IN	that
at	IN	at
some	DT	some
point	NN	point
,	,	,
really	RB	really
within	IN	within
the	DT	the
next	JJ	next
few	JJ	few
years	NNS	year
,	,	,
all	PDT	all
the	DT	the
pictures	NNS	picture
that	WDT	that
are	VBP	be
shared	VBN	share
by	IN	by
anyone	NN	anyone
across	IN	across
the	DT	the
world	NN	world
are	VBP	be
going	VBG	go
to	TO	to
link	VB	link
together	RB	together
?	SENT	?
BAA	NN	baa
:	:	:
Yes	UH	yes
.	SENT	.
What	WP	what
this	DT	this
is	VBZ	be
really	RB	really
doing	VBG	do
is	VBZ	be
discovering	VBG	discover
,	,	,
creating	VBG	create
hyperlinks	NNS	hyperlink
,	,	,
if	IN	if
you	PP	you
will	MD	will
,	,	,
between	IN	between
images	NNS	image
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
doing	VBG	do
that	IN	that
based	VBN	base
on	IN	on
the	DT	the
content	NN	content
inside	IN	inside
the	DT	the
images	NNS	image
.	SENT	.
And	CC	and
that	DT	that
gets	VBZ	get
really	RB	really
exciting	JJ	exciting
when	WRB	when
you	PP	you
think	VBP	think
about	IN	about
the	DT	the
richness	NN	richness
of	IN	of
the	DT	the
semantic	JJ	semantic
information	NN	information
a	DT	a
lot	NN	lot
of	IN	of
images	NNS	image
have	VBP	have
.	SENT	.
Like	IN	like
when	WRB	when
you	PP	you
do	VBP	do
a	DT	a
web	NN	web
search	NN	search
for	IN	for
images	NNS	image
,	,	,
you	PP	you
type	VBP	type
in	IN	in
phrases	NNS	phrase
,	,	,
and	CC	and
the	DT	the
text	NN	text
on	IN	on
the	DT	the
web	NN	web
page	NN	page
is	VBZ	be
carrying	VBG	carry
a	DT	a
lot	NN	lot
of	IN	of
information	NN	information
about	IN	about
what	WP	what
that	DT	that
picture	NN	picture
is	VBZ	be
of	IN	of
.	SENT	.
What	WP	what
if	IN	if
that	DT	that
picture	NN	picture
links	VBZ	link
to	TO	to
all	DT	all
of	IN	of
your	PP$	your
pictures	NNS	picture
?	SENT	?
The	DT	the
amount	NN	amount
of	IN	of
semantic	JJ	semantic
interconnection	NN	interconnection
and	CC	and
richness	NN	richness
that	WDT	that
comes	VBZ	come
out	RP	out
of	IN	of
that	WDT	that
is	VBZ	be
really	RB	really
huge	JJ	huge
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
classic	JJ	classic
network	NN	network
effect	NN	effect
.	SENT	.
CA	MD	ca
:	:	:
Truly	RB	truly
incredible	JJ	incredible
.	SENT	.
Congratulations	NNS	congratulation
.	SENT	.
