There	EX	there
deal	VB	deal
with	IN	with
it	PP	it
.	SENT	.
They	PP	they
get	VBP	get
the	DT	the
infection	NN	infection
,	,	,
but	CC	but
they	PP	they
don	VBP	don
'	''	'
t	NN	t
get	VB	get
ill	RB	ill
.	SENT	.
The	DT	the
recipe	NN	recipe
is	VBZ	be
encoded	VBN	encode
in	IN	in
antibodies	NNS	antibody
.	SENT	.
My	PP$	my
team	NN	team
went	VBD	go
back	RB	back
to	TO	to
our	PP$	our
complex	JJ	complex
parasite	NN	parasite
,	,	,
probed	VBD	probe
it	PP	it
with	IN	with
samples	NNS	sample
from	IN	from
Africans	NNS	African
who	WP	who
had	VBD	have
overcome	VBN	overcome
malaria	NN	malaria
to	TO	to
answer	VB	answer
the	DT	the
question	NN	question
:	:	:
"	``	"
What	WP	what
does	VBZ	do
a	DT	a
successful	JJ	successful
antibody	NN	antibody
response	NN	response
look	VBP	look
like	IN	like
?	SENT	?
"	''	"
We	PP	we
found	VBD	find
over	IN	over
200	CD	@card@
proteins	NNS	protein
,	,	,
many	JJ	many
of	IN	of
which	WDT	which
are	VBP	be
not	RB	not
on	IN	on
the	DT	the
radar	NN	radar
for	IN	for
malaria	NN	malaria
vaccines	NNS	vaccine
.	SENT	.
My	PP$	my
research	NN	research
community	NN	community
may	MD	may
be	VB	be
missing	VBG	miss
out	RP	out
important	JJ	important
parts	NNS	part
of	IN	of
the	DT	the
parasite	NN	parasite
.	SENT	.
Until	IN	until
recently	RB	recently
,	,	,
when	WRB	when
one	PP	one
had	VBD	have
identified	VBN	identify
a	DT	a
protein	NN	protein
of	IN	of
interest	NN	interest
,	,	,
they	PP	they
tested	VBD	test
whether	IN	whether
it	PP	it
might	MD	might
be	VB	be
important	JJ	important
for	IN	for
a	DT	a
vaccine	NN	vaccine
by	IN	by
conducting	VBG	conduct
a	DT	a
cohort	NN	cohort
study	NN	study
.	SENT	.
This	DT	this
typically	RB	typically
involved	VBN	involve
about	IN	about
300	CD	@card@
participants	NNS	participant
in	IN	in
a	DT	a
village	NN	village
in	IN	in
Africa	NP	Africa
,	,	,
whose	WP$	whose
samples	NNS	sample
were	VBD	be
analyzed	VBN	analyze
to	TO	to
see	VB	see
whether	IN	whether
antibodies	NNS	antibody
to	TO	to
the	DT	the
protein	NN	protein
would	MD	would
predict	VB	predict
who	WP	who
got	VBD	get
malaria	NN	malaria
and	CC	and
who	WP	who
did	VBD	do
not	RB	not
.	SENT	.
In	IN	in
the	DT	the
past	JJ	past
30	CD	@card@
years	NNS	year
,	,	,
these	DT	these
studies	NNS	study
have	VBP	have
tested	VBN	test
a	DT	a
small	JJ	small
number	NN	number
of	IN	of
proteins	NNS	protein
in	IN	in
relatively	RB	relatively
few	JJ	few
samples	NNS	sample
and	CC	and
usually	RB	usually
in	IN	in
single	JJ	single
locations	NNS	location
.	SENT	.
The	DT	the
results	NNS	result
have	VBP	have
not	RB	not
been	VBN	be
consistent	JJ	consistent
.	SENT	.
My	PP$	my
team	NN	team
essentially	RB	essentially
collapsed	VBD	collapse
30	CD	@card@
years	NNS	year
of	IN	of
this	DT	this
type	NN	type
of	IN	of
research	NN	research
into	IN	into
one	CD	one
exciting	JJ	exciting
experiment	NN	experiment
,	,	,
conducted	VBN	conduct
over	IN	over
just	RB	just
three	CD	three
months	NNS	month
.	SENT	.
Innovatively	RB	<unknown>
,	,	,
we	PP	we
assembled	VBD	assemble
10	CD	@card@
,	,	,
000	CD	@card@
samples	NNS	sample
from	IN	from
15	CD	@card@
locations	NNS	location
in	IN	in
seven	CD	seven
African	JJ	African
countries	NNS	country
,	,	,
spanning	VBG	span
time	NN	time
,	,	,
age	NN	age
and	CC	and
the	DT	the
variable	JJ	variable
intensity	NN	intensity
of	IN	of
malaria	NN	malaria
experienced	VBN	experience
in	IN	in
Africa	NP	Africa
.	SENT	.
We	PP	we
used	VBD	use
omics	NN	<unknown>
intelligence	NN	intelligence
to	TO	to
prioritize	VB	<unknown>
our	PP$	our
parasite	NN	parasite
proteins	NNS	protein
,	,	,
synthesize	VB	synthesize
them	PP	them
in	IN	in
the	DT	the
lab	NN	lab
and	CC	and
in	IN	in
short	JJ	short
,	,	,
recreated	VBD	recreate
the	DT	the
malaria	NN	malaria
parasite	NN	parasite
on	IN	on
a	DT	a
chip	NN	chip
.	SENT	.
We	PP	we
did	VBD	do
this	DT	this
in	IN	in
Africa	NP	Africa
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
very	RB	very
proud	JJ	proud
of	IN	of
that	DT	that
.	SENT	.
The	DT	the
chip	NN	chip
is	VBZ	be
a	DT	a
small	JJ	small
glass	NN	glass
slide	NN	slide
,	,	,
but	CC	but
it	PP	it
gives	VBZ	give
us	PP	us
incredible	JJ	incredible
power	NN	power
.	SENT	.
We	PP	we
simultaneously	RB	simultaneously
gathered	VBD	gather
data	NNS	datum
on	IN	on
over	RB	over
100	CD	@card@
antibody	NN	antibody
responses	NNS	response
.	SENT	.
What	WP	what
are	VBP	be
we	PP	we
looking	VBG	look
for	IN	for
?	SENT	?
The	DT	the
recipe	NN	recipe
behind	IN	behind
a	DT	a
successful	JJ	successful
antibody	NN	antibody
response	NN	response
,	,	,
so	RB	so
that	IN	that
we	PP	we
can	MD	can
predict	VB	predict
what	WP	what
might	MD	might
make	VB	make
a	DT	a
good	JJ	good
malaria	NN	malaria
vaccine	NN	vaccine
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
also	RB	also
trying	VBG	try
to	TO	to
figure	VB	figure
out	RP	out
exactly	RB	exactly
what	WP	what
antibodies	NNS	antibody
do	VBP	do
to	TO	to
the	DT	the
parasite	NN	parasite
.	SENT	.
How	WRB	how
do	VBP	do
they	PP	they
kill	VB	kill
it	PP	it
?	SENT	?
Do	VB	do
they	PP	they
attack	VB	attack
from	IN	from
multiple	JJ	multiple
angles	NNS	angle
?	SENT	?
Is	VBZ	be
there	RB	there
synergy	NN	synergy
?	SENT	?
How	WRB	how
much	JJ	much
antibody	NN	antibody
do	VBP	do
you	PP	you
need	VBP	need
?	SENT	?
Our	PP$	our
studies	NNS	study
suggest	VBP	suggest
that	IN	that
having	VBG	have
a	DT	a
bit	NN	bit
of	IN	of
one	CD	one
antibody	NN	antibody
won	NN	won
'	''	'
t	NN	t
be	VB	be
enough	JJ	enough
.	SENT	.
It	PP	it
might	MD	might
take	VB	take
high	JJ	high
concentrations	NNS	concentration
of	IN	of
antibodies	NNS	antibody
against	IN	against
multiple	JJ	multiple
parasite	NN	parasite
proteins	NNS	protein
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
also	RB	also
learning	VBG	learn
that	IN	that
antibodies	NNS	antibody
kill	VBP	kill
the	DT	the
parasite	NN	parasite
in	IN	in
multiple	JJ	multiple
ways	NNS	way
,	,	,
and	CC	and
studying	VBG	study
any	DT	any
one	CD	one
of	IN	of
these	DT	these
in	IN	in
isolation	NN	isolation
may	MD	may
not	RB	not
adequately	RB	adequately
reflect	VB	reflect
reality	NN	reality
.	SENT	.
Just	RB	just
like	IN	like
we	PP	we
can	MD	can
now	RB	now
see	VB	see
the	DT	the
parasite	NN	parasite
in	IN	in
greater	JJR	great
definition	NN	definition
,	,	,
my	PP$	my
team	NN	team
and	CC	and
I	PP	I
are	VBP	be
focused	VBN	focus
on	IN	on
understanding	VBG	understand
how	WRB	how
our	PP$	our
bodies	NNS	body
overcome	VB	overcome
this	DT	this
complexity	NN	complexity
.	SENT	.
We	PP	we
believe	VBP	believe
that	IN	that
this	DT	this
could	MD	could
provide	VB	provide
the	DT	the
breakthroughs	NNS	breakthrough
that	WDT	that
we	PP	we
need	VBP	need
to	TO	to
make	VB	make
malaria	NN	malaria
history	NN	history
through	IN	through
vaccination	NN	vaccination
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Shoham	NP	<unknown>
Arad	NP	Arad
:	:	:
OK	UH	OK
,	,	,
how	WRB	how
close	JJ	close
are	VBP	be
we	PP	we
actually	RB	actually
to	TO	to
a	DT	a
malaria	NN	malaria
vaccine	NN	vaccine
?	SENT	?
Faith	NP	Faith
Osier	NP	Osier
:	:	:
We	PP	we
'	POS	'
re	NN	re
just	RB	just
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
a	DT	a
process	NN	process
to	TO	to
try	VB	try
and	CC	and
understand	VB	understand
what	WP	what
we	PP	we
need	VBP	need
to	TO	to
put	VB	put
in	IN	in
the	DT	the
vaccine	NN	vaccine
before	IN	before
we	PP	we
actually	RB	actually
start	VBP	start
making	VBG	make
it	PP	it
.	SENT	.
So	RB	so
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
really	RB	really
close	VB	close
to	TO	to
the	DT	the
vaccine	NN	vaccine
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
getting	VBG	get
there	RB	there
.	SENT	.
SA	NP	SA
:	:	:
And	CC	and
we	PP	we
'	POS	'
re	NN	re
hopeful	NN	hopeful
.	SENT	.
FO	NP	fo
:	:	:
And	CC	and
we	PP	we
'	POS	'
re	NN	re
very	RB	very
hopeful	JJ	hopeful
.	SENT	.
SA	NP	SA
:	:	:
Tell	VB	tell
me	PP	me
about	RB	about
SMART	JJ	smart
,	,	,
tell	VB	tell
me	PP	me
what	WP	what
does	VBZ	do
it	PP	it
stand	VBP	stand
for	IN	for
and	CC	and
why	WRB	why
is	VBZ	be
it	PP	it
important	JJ	important
to	TO	to
you	PP	you
?	SENT	?
FO	NP	fo
:	:	:
So	RB	so
SMART	JJ	smart
stands	NNS	stand
for	IN	for
South-South	NP	South-South
Malaria	NN	malaria
Antigen	NN	antigen
Research	NP	Research
Partnership	NP	Partnership
.	SENT	.
The	DT	the
South-South	NP	South-South
is	VBZ	be
referring	VBG	refer
to	TO	to
us	PP	us
in	IN	in
Africa	NP	Africa
,	,	,
looking	VBG	look
sideways	RB	sideways
to	TO	to
each	DT	each
other	JJ	other
in	IN	in
collaboration	NN	collaboration
,	,	,
in	IN	in
contrast	NN	contrast
to	TO	to
always	RB	always
looking	VBG	look
to	TO	to
America	NP	America
and	CC	and
looking	VBG	look
to	TO	to
Europe	NP	Europe
,	,	,
when	WRB	when
there	EX	there
is	VBZ	be
quite	RB	quite
some	DT	some
strength	NN	strength
within	IN	within
Africa	NP	Africa
.	SENT	.
So	RB	so
in	IN	in
SMART	JJ	smart
,	,	,
apart	RB	apart
from	IN	from
the	DT	the
goal	NN	goal
that	IN	that
we	PP	we
have	VBP	have
,	,	,
to	TO	to
develop	VB	develop
a	DT	a
malaria	NN	malaria
vaccine	NN	vaccine
,	,	,
we	PP	we
are	VBP	be
also	RB	also
training	VBG	train
African	JJ	African
scientists	NNS	scientist
,	,	,
because	IN	because
the	DT	the
burden	NN	burden
of	IN	of
disease	NN	disease
in	IN	in
Africa	NP	Africa
is	VBZ	be
high	JJ	high
,	,	,
and	CC	and
you	PP	you
need	VBP	need
people	NNS	people
who	WP	who
will	MD	will
continue	VB	continue
to	TO	to
push	VB	push
the	DT	the
boundaries	NNS	boundary
in	IN	in
science	NN	science
,	,	,
in	IN	in
Africa	NP	Africa
.	SENT	.
SA	NP	SA
:	:	:
Yes	UH	yes
,	,	,
yes	UH	yes
,	,	,
correct	VB	correct
.	SENT	.
OK	UH	OK
,	,	,
one	CD	one
last	JJ	last
question	NN	question
.	SENT	.
Tell	VB	tell
me	PP	me
,	,	,
I	PP	I
know	VBP	know
you	PP	you
mentioned	VBN	mention
this	DT	this
a	DT	a
little	JJ	little
bit	NN	bit
,	,	,
but	CC	but
how	WRB	how
would	MD	would
things	NNS	thing
actually	RB	actually
change	VBP	change
if	IN	if
there	EX	there
were	VBD	be
a	DT	a
malaria	NN	malaria
vaccine	NN	vaccine
?	SENT	?
FO	NP	fo
:	:	:
We	PP	we
would	MD	would
save	VB	save
half	PDT	half
a	DT	a
million	CD	million
lives	NNS	life
every	DT	every
year	NN	year
.	SENT	.
Two	CD	two
hundred	CD	hundred
million	CD	million
cases	NNS	case
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
estimated	VBD	estimate
that	IN	that
malaria	NN	malaria
costs	NNS	cost
Africa	NP	Africa
12	CD	@card@
billion	NNS	billion
US	NP	US
dollars	NNS	dollar
a	DT	a
year	NN	year
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
economics	NNS	economics
.	SENT	.
Africa	NP	Africa
would	MD	would
simply	RB	simply
thrive	VB	thrive
.	SENT	.
SA	NP	SA
:	:	:
OK	UH	OK
.	SENT	.
Thank	VB	thank
you	PP	you
,	,	,
Faith	NP	Faith
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
