There	EX	there
â	NP	<unknown>
so	RB	so
well	RB	well
,	,	,
in	IN	in
fact	NN	fact
,	,	,
that	WDT	that
we	PP	we
think	VBP	think
we	PP	we
can	MD	can
actually	RB	actually
write	VB	write
programming	NN	programming
languages	NNS	language
for	IN	for
DNA	NP	DNA
and	CC	and
have	VB	have
molecular	JJ	molecular
compilers	NNS	compiler
.	SENT	.
So	RB	so
then	RB	then
,	,	,
we	PP	we
think	VBP	think
we	PP	we
can	MD	can
do	VB	do
that	DT	that
.	SENT	.
One	CD	one
of	IN	of
my	PP$	my
first	JJ	first
questions	NNS	question
doing	VBG	do
this	DT	this
was	VBD	be
:	:	:
How	WRB	how
can	MD	can
you	PP	you
make	VB	make
an	DT	an
arbitrary	JJ	arbitrary
shape	NN	shape
or	CC	or
pattern	NN	pattern
out	IN	out
of	IN	of
DNA	NP	DNA
?	SENT	?
I	PP	I
decided	VBD	decide
to	TO	to
use	VB	use
a	DT	a
type	NN	type
of	IN	of
DNA	NN	DNA
origami	NN	origami
,	,	,
where	WRB	where
you	PP	you
take	VBP	take
a	DT	a
long	JJ	long
strand	NN	strand
of	IN	of
DNA	NN	DNA
and	CC	and
fold	VB	fold
it	PP	it
into	IN	into
whatever	WDT	whatever
shape	NN	shape
or	CC	or
pattern	NN	pattern
you	PP	you
might	MD	might
want	VB	want
.	SENT	.
So	RB	so
here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
shape	NN	shape
.	SENT	.
I	PP	I
actually	RB	actually
spent	VBD	spend
about	IN	about
a	DT	a
year	NN	year
in	IN	in
my	PP$	my
home	NN	home
in	IN	in
my	PP$	my
underwear	NN	underwear
,	,	,
coding	VBG	code
,	,	,
like	IN	like
Linus	NP	Linus
[	SYM	[
Torvalds	NP	<unknown>
]	SYM	]
,	,	,
in	IN	in
that	DT	that
picture	NN	picture
before	RB	before
.	SENT	.
This	DT	this
program	NN	program
takes	VBZ	take
a	DT	a
shape	NN	shape
and	CC	and
spits	VBZ	spit
out	RP	out
250	CD	@card@
DNA	NN	DNA
sequences	NNS	sequence
.	SENT	.
These	DT	these
short	JJ	short
DNA	NN	DNA
sequences	NNS	sequence
are	VBP	be
what	WP	what
are	VBP	be
going	VBG	go
to	TO	to
fold	VB	fold
the	DT	the
long	JJ	long
strand	NN	strand
into	IN	into
this	DT	this
shape	NN	shape
that	IN	that
we	PP	we
want	VBP	want
to	TO	to
make	VB	make
.	SENT	.
So	RB	so
you	PP	you
send	VBP	send
an	DT	an
e-mail	NP	<unknown>
with	IN	with
these	DT	these
sequences	NNS	sequence
in	IN	in
it	PP	it
to	TO	to
a	DT	a
company	NN	company
,	,	,
and	CC	and
the	DT	the
company	NN	company
pronounces	VBZ	pronounce
them	PP	them
on	IN	on
a	DT	a
DNA	NP	DNA
synthesizer	NN	synthesizer
,	,	,
a	DT	a
machine	NN	machine
about	IN	about
the	DT	the
size	NN	size
of	IN	of
a	DT	a
photocopier	NN	photocopier
.	SENT	.
And	CC	and
they	PP	they
take	VBP	take
your	PP$	your
e-mail	NP	<unknown>
,	,	,
and	CC	and
every	DT	every
letter	NN	letter
in	IN	in
your	PP$	your
e-mail	NP	<unknown>
,	,	,
they	PP	they
replace	VBP	replace
with	IN	with
a	DT	a
30-atom	JJ	<unknown>
cluster	NN	cluster
â	NP	<unknown>
one	CD	one
for	IN	for
each	DT	each
letter	NN	letter
,	,	,
A	NP	A
,	,	,
T	NN	T
,	,	,
C	NP	C
and	CC	and
G	NP	G
in	IN	in
DNA	NP	DNA
.	SENT	.
They	PP	they
string	VBP	string
them	PP	them
up	RP	up
in	IN	in
the	DT	the
right	JJ	right
sequence	NN	sequence
,	,	,
and	CC	and
then	RB	then
they	PP	they
send	VBP	send
them	PP	them
back	RB	back
to	TO	to
you	PP	you
via	IN	via
FedEx	NP	<unknown>
.	SENT	.
So	RB	so
you	PP	you
get	VBP	get
250	CD	@card@
of	IN	of
these	DT	these
in	IN	in
the	DT	the
mail	NN	mail
in	IN	in
little	JJ	little
tubes	NNS	tube
.	SENT	.
I	PP	I
mix	VBP	mix
them	PP	them
together	RB	together
,	,	,
add	VBP	add
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
salt	NN	salt
water	NN	water
,	,	,
and	CC	and
then	RB	then
add	VB	add
this	DT	this
long	JJ	long
strand	NN	strand
I	PP	I
was	VBD	be
telling	VBG	tell
you	PP	you
about	RB	about
,	,	,
that	IN	that
I	NP	I
'	POS	'
ve	NNS	<unknown>
stolen	VBN	steal
from	IN	from
a	DT	a
virus	NN	virus
.	SENT	.
And	CC	and
then	RB	then
what	WP	what
happens	VBZ	happen
is	VBZ	be
,	,	,
you	PP	you
heat	VBP	heat
this	DT	this
whole	JJ	whole
thing	NN	thing
up	RB	up
to	TO	to
about	RB	about
boiling	JJ	boiling
.	SENT	.
You	PP	you
cool	VBP	cool
it	PP	it
down	RP	down
to	TO	to
room	NN	room
temperature	NN	temperature
,	,	,
and	CC	and
as	RB	as
you	PP	you
do	VBP	do
,	,	,
those	DT	those
short	JJ	short
strands	NNS	strand
do	VBP	do
the	DT	the
following	VBG	follow
thing	NN	thing
:	:	:
each	DT	each
one	CD	one
of	IN	of
them	PP	them
binds	VBZ	bind
that	IN	that
long	JJ	long
strand	NN	strand
in	IN	in
one	CD	one
place	NN	place
,	,	,
and	CC	and
then	RB	then
has	VBZ	have
a	DT	a
second	JJ	second
half	NN	half
that	WDT	that
binds	VBZ	bind
that	DT	that
long	JJ	long
strand	NN	strand
in	IN	in
a	DT	a
distant	JJ	distant
place	NN	place
,	,	,
and	CC	and
brings	VBZ	bring
those	DT	those
two	CD	two
parts	NNS	part
of	IN	of
the	DT	the
long	JJ	long
strand	NN	strand
close	NN	close
together	RB	together
so	RB	so
they	PP	they
stick	VBP	stick
together	RB	together
.	SENT	.
So	IN	so
the	DT	the
net	JJ	net
effect	NN	effect
of	IN	of
all	DT	all
250	CD	@card@
of	IN	of
these	DT	these
strands	NNS	strand
is	VBZ	be
to	TO	to
fold	VB	fold
the	DT	the
long	JJ	long
strand	NN	strand
into	IN	into
the	DT	the
shape	VBP	shape
you	PP	you
'	''	'
re	IN	re
looking	VBG	look
for	IN	for
.	SENT	.
It	PP	it
'	POS	'
ll	NNS	<unknown>
approximate	VBP	approximate
that	DT	that
shape	NN	shape
.	SENT	.
We	PP	we
do	VBP	do
this	DT	this
for	IN	for
real	JJ	real
,	,	,
in	IN	in
the	DT	the
test	NN	test
tube	NN	tube
.	SENT	.
In	IN	in
each	DT	each
little	JJ	little
drop	NN	drop
of	IN	of
water	NN	water
,	,	,
you	PP	you
get	VBP	get
50	CD	@card@
billion	NNS	billion
of	IN	of
these	DT	these
guys	NNS	guy
.	SENT	.
With	IN	with
a	DT	a
microscope	NN	microscope
,	,	,
you	PP	you
can	MD	can
see	VB	see
them	PP	them
on	IN	on
a	DT	a
surface	NN	surface
.	SENT	.
The	DT	the
neat	JJ	neat
thing	NN	thing
is	VBZ	be
if	IN	if
you	PP	you
change	VBP	change
the	DT	the
sequence	NN	sequence
and	CC	and
change	VB	change
the	DT	the
spell	NN	spell
,	,	,
just	RB	just
change	VB	change
the	DT	the
sequence	NN	sequence
of	IN	of
the	DT	the
staples	NNS	staple
,	,	,
you	PP	you
can	MD	can
make	VB	make
a	DT	a
molecule	NN	molecule
that	WDT	that
looks	VBZ	look
like	IN	like
this	DT	this
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
he	PP	he
likes	VBZ	like
to	TO	to
hang	VB	hang
out	RP	out
with	IN	with
his	PP$	his
buddies	NNS	buddy
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
them	PP	them
are	VBP	be
actually	RB	actually
pretty	RB	pretty
good	JJ	good
.	SENT	.
If	IN	if
you	PP	you
change	VBP	change
the	DT	the
spell	NN	spell
again	RB	again
,	,	,
you	PP	you
change	VBP	change
the	DT	the
sequence	NN	sequence
again	RB	again
,	,	,
you	PP	you
get	VBP	get
really	RB	really
nice	JJ	nice
,	,	,
130-nanometer	JJ	<unknown>
triangles	NNS	triangle
.	SENT	.
If	IN	if
you	PP	you
do	VBP	do
it	PP	it
again	RB	again
,	,	,
you	PP	you
can	MD	can
get	VB	get
arbitrary	JJ	arbitrary
patterns	NNS	pattern
.	SENT	.
So	RB	so
on	IN	on
a	DT	a
rectangle	NN	rectangle
,	,	,
you	PP	you
can	MD	can
paint	VB	paint
patterns	NNS	pattern
of	IN	of
North	NP	North
and	CC	and
South	NP	South
America	NP	America
,	,	,
or	CC	or
the	DT	the
words	NNS	word
,	,	,
"	''	"
DNA	NP	DNA
.	SENT	.
"	``	"
So	RB	so
that	RB	that
'	''	'
s	NN	S
DNA	NN	DNA
origami	NN	origami
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
one	CD	one
way	NN	way
.	SENT	.
There	EX	there
are	VBP	be
many	JJ	many
ways	NNS	way
of	IN	of
casting	VBG	cast
molecular	JJ	molecular
spells	NNS	spell
using	VBG	use
DNA	NN	DNA
.	SENT	.
What	WP	what
we	PP	we
really	RB	really
want	VBP	want
to	TO	to
do	VB	do
in	IN	in
the	DT	the
end	NN	end
is	VBZ	be
learn	VB	learn
how	WRB	how
to	TO	to
program	NN	program
self-assembly	NN	self-assembly
so	IN	so
we	PP	we
can	MD	can
build	VB	build
anything	NN	anything
,	,	,
right	RB	right
?	SENT	?
We	PP	we
want	VBP	want
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
build	VB	build
technological	JJ	technological
artifacts	NNS	artifact
that	WDT	that
are	VBP	be
maybe	RB	maybe
good	JJ	good
for	IN	for
the	DT	the
world	NN	world
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
learn	VB	learn
how	WRB	how
to	TO	to
build	VB	build
biological	JJ	biological
artifacts	NNS	artifact
,	,	,
like	IN	like
people	NNS	people
and	CC	and
whales	NNS	whale
and	CC	and
trees	NNS	tree
.	SENT	.
And	CC	and
if	IN	if
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
case	NN	case
that	IN	that
we	PP	we
can	MD	can
reach	VB	reach
that	DT	that
level	NN	level
of	IN	of
complexity	NN	complexity
,	,	,
if	IN	if
our	PP$	our
ability	NN	ability
to	TO	to
program	NN	program
molecules	NNS	molecule
gets	VBZ	get
to	TO	to
be	VB	be
that	DT	that
good	JJ	good
,	,	,
then	RB	then
that	DT	that
will	MD	will
truly	RB	truly
be	VB	be
magic	JJ	magic
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
