Today	NN	today
do	VB	do
with	IN	with
that	DT	that
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
if	IN	if
you	PP	you
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
the	DT	the
meaning	NN	meaning
of	IN	of
something	NN	something
,	,	,
the	DT	the
dictionary	NN	dictionary
is	VBZ	be
a	DT	a
decent	JJ	decent
place	NN	place
to	TO	to
start	VB	start
.	SENT	.
It	PP	it
brings	VBZ	bring
a	DT	a
sense	NN	sense
of	IN	of
order	NN	order
to	TO	to
a	DT	a
very	RB	very
chaotic	JJ	chaotic
universe	NN	universe
.	SENT	.
Our	PP$	our
view	NN	view
of	IN	of
things	NNS	thing
is	VBZ	be
so	RB	so
limited	JJ	limited
that	IN	that
we	PP	we
have	VBP	have
to	TO	to
come	VB	come
up	RP	up
with	IN	with
patterns	NNS	pattern
and	CC	and
shorthands	NNS	shorthand
and	CC	and
try	VBP	try
to	TO	to
figure	VB	figure
out	RP	out
a	DT	a
way	NN	way
to	TO	to
interpret	VB	interpret
it	PP	it
and	CC	and
be	VB	be
able	JJ	able
to	TO	to
get	VB	get
on	IN	on
with	IN	with
our	PP$	our
day	NN	day
.	SENT	.
We	PP	we
need	VBP	need
words	NNS	word
to	TO	to
contain	VB	contain
us	PP	us
,	,	,
to	TO	to
define	VB	define
ourselves	PP	ourselves
.	SENT	.
I	PP	I
think	VBP	think
a	DT	a
lot	NN	lot
of	IN	of
us	PP	us
feel	VBP	feel
boxed	VBN	box
in	RP	in
by	IN	by
how	WRB	how
we	PP	we
use	VBP	use
these	DT	these
words	NNS	word
.	SENT	.
We	PP	we
forget	VBP	forget
that	IN	that
words	NNS	word
are	VBP	be
made	VBN	make
up	RP	up
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
my	PP$	my
words	NNS	word
.	SENT	.
All	DT	all
words	NNS	word
are	VBP	be
made	VBN	make
up	RP	up
,	,	,
but	CC	but
not	RB	not
all	RB	all
of	IN	of
them	PP	them
mean	VBP	mean
something	NN	something
.	SENT	.
We	PP	we
'	''	'
re	IN	re
all	DT	all
just	JJ	just
sort	NN	sort
of	IN	of
trapped	VBN	trap
in	IN	in
our	PP$	our
own	JJ	own
lexicons	NNS	lexicon
that	DT	that
don	NN	don
'	POS	'
t	NN	t
necessarily	RB	necessarily
correlate	VBP	correlate
with	IN	with
people	NNS	people
who	WP	who
aren	NNS	<unknown>
'	POS	'
t	NN	t
already	RB	already
like	IN	like
us	PP	us
,	,	,
and	CC	and
so	RB	so
I	PP	I
think	VBP	think
I	PP	I
feel	VBP	feel
us	PP	us
drifting	VBG	drift
apart	RP	apart
a	DT	a
little	RB	little
more	RBR	more
every	DT	every
year	NN	year
,	,	,
the	DT	the
more	RBR	more
seriously	RB	seriously
we	PP	we
take	VB	take
words	NNS	word
.	SENT	.
Because	IN	because
remember	VB	remember
,	,	,
words	NNS	word
are	VBP	be
not	RB	not
real	JJ	real
.	SENT	.
They	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
meaning	NN	meaning
.	SENT	.
We	PP	we
do	VBP	do
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
leave	VB	leave
you	PP	you
with	IN	with
a	DT	a
reading	NN	reading
from	IN	from
one	CD	one
of	IN	of
my	PP$	my
favorite	JJ	favorite
philosophers	NNS	philosopher
,	,	,
Bill	NP	Bill
Watterson	NP	Watterson
,	,	,
who	WP	who
created	VBD	create
"	``	"
Calvin	NP	Calvin
and	CC	and
Hobbes	NP	Hobbes
.	SENT	.
"	``	"
He	PP	he
said	VBD	say
,	,	,
"	``	"
Creating	VBG	create
a	DT	a
life	NN	life
that	WDT	that
reflects	VBZ	reflect
your	PP$	your
values	NNS	value
and	CC	and
satisfies	VBZ	satisfy
your	PP$	your
soul	NN	soul
is	VBZ	be
a	DT	a
rare	JJ	rare
achievement	NN	achievement
.	SENT	.
To	TO	to
invent	VB	invent
your	PP$	your
own	JJ	own
life	NN	life
'	POS	'
s	NN	S
meaning	NN	meaning
is	VBZ	be
not	RB	not
easy	JJ	easy
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
still	RB	still
allowed	VBN	allow
,	,	,
and	CC	and
I	PP	I
think	VBP	think
you	PP	you
'	''	'
ll	NN	ll
be	VB	be
happier	JJR	happy
for	IN	for
the	DT	the
trouble	NN	trouble
.	SENT	.
"	``	"
Thank	VB	thank
you	PP	you
.	SENT	.
