There	EX	there
ecosystems	NNS	ecosystem
through	IN	through
protection	NN	protection
and	CC	and
restoration	NN	restoration
;	:	;
reducing	VBG	reduce
waste	NN	waste
and	CC	and
reclaiming	VBG	reclaim
its	PP$	its
value	NN	value
;	:	;
growing	VBG	grow
food	NN	food
in	IN	in
good	JJ	good
ways	NNS	way
that	WDT	that
regenerates	VBZ	regenerate
soil	NN	soil
;	:	;
shifting	VBG	shift
diets	NNS	diet
to	TO	to
less	JJR	less
meat	NN	meat
,	,	,
more	JJR	more
plants	NNS	plant
;	:	;
and	CC	and
equity	NN	equity
for	IN	for
women	NNS	woman
and	CC	and
girls	NNS	girl
.	SENT	.
Gender	NN	gender
and	CC	and
climate	NN	climate
are	VBP	be
inextricably	RB	inextricably
linked	VBN	link
.	SENT	.
Drawing	VBG	draw
down	RP	down
emissions	NNS	emission
depends	VBZ	depend
on	IN	on
rising	VBG	rise
up	RP	up
.	SENT	.
First	RB	first
,	,	,
a	DT	a
bit	NN	bit
of	IN	of
context	NN	context
.	SENT	.
We	PP	we
are	VBP	be
in	IN	in
a	DT	a
situation	NN	situation
of	IN	of
urgency	NN	urgency
,	,	,
severity	NN	severity
and	CC	and
scope	NN	scope
never	RB	never
before	RB	before
faced	VBN	face
by	IN	by
humankind	NN	humankind
.	SENT	.
So	RB	so
far	RB	far
,	,	,
our	PP$	our
response	NN	response
isn	NN	isn
'	POS	'
t	NN	t
anywhere	RB	anywhere
close	JJ	close
to	TO	to
adequate	JJ	adequate
.	SENT	.
But	CC	but
you	PP	you
already	RB	already
know	VBP	know
that	DT	that
.	SENT	.
You	PP	you
know	VBP	know
it	PP	it
in	IN	in
your	PP$	your
gut	NN	gut
,	,	,
in	IN	in
your	PP$	your
bones	NNS	bone
.	SENT	.
We	PP	we
are	VBP	be
each	DT	each
part	NN	part
of	IN	of
the	DT	the
planet	NN	planet
'	POS	'
s	JJ	<unknown>
living	NN	living
systems	NNS	system
,	,	,
knitted	VBN	knit
together	RB	together
with	IN	with
almost	RB	almost
7	CD	@card@
.	SENT	.
7	CD	@card@
billion	NNS	billion
human	JJ	human
beings	NNS	being
and	CC	and
1	CD	@card@
.	SENT	.
8	CD	@card@
million	CD	million
known	VBN	know
species	NNS	specie
.	SENT	.
We	PP	we
can	MD	can
feel	VB	feel
the	DT	the
connections	NNS	connection
between	IN	between
us	PP	us
.	SENT	.
We	PP	we
can	MD	can
feel	VB	feel
the	DT	the
brokenness	NN	<unknown>
and	CC	and
the	DT	the
closing	VBG	close
window	NN	window
to	TO	to
heal	VB	heal
it	PP	it
.	SENT	.
This	DT	this
earth	NN	earth
,	,	,
our	PP$	our
home	NN	home
,	,	,
is	VBZ	be
telling	VBG	tell
us	PP	us
that	IN	that
a	DT	a
better	JJR	good
way	NN	way
of	IN	of
being	VBG	be
must	MD	must
emerge	VB	emerge
,	,	,
and	CC	and
fast	RB	fast
.	SENT	.
In	IN	in
my	PP$	my
experience	NN	experience
,	,	,
to	TO	to
have	VB	have
eyes	NNS	eye
wide	JJ	wide
open	NN	open
is	VBZ	be
to	TO	to
hold	VB	hold
a	DT	a
broken	VBN	break
heart	NN	heart
every	DT	every
day	NN	day
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
grief	NN	grief
that	IN	that
I	PP	I
rarely	RB	rarely
speak	VBP	speak
,	,	,
though	IN	though
my	PP$	my
work	NN	work
calls	VBZ	call
on	IN	on
the	DT	the
power	NN	power
of	IN	of
voice	NN	voice
.	SENT	.
I	PP	I
remind	VBP	remind
myself	PP	myself
that	IN	that
the	DT	the
heart	NN	heart
can	MD	can
simply	RB	simply
break	VB	break
,	,	,
or	CC	or
it	PP	it
can	MD	can
break	VB	break
open	JJ	open
.	SENT	.
A	DT	a
broken-	NN	<unknown>
open	JJ	open
heart	NN	heart
is	VBZ	be
awake	JJ	awake
and	CC	and
alive	JJ	alive
and	CC	and
calls	VBZ	call
for	IN	for
action	NN	action
.	SENT	.
It	PP	it
is	VBZ	be
regenerative	JJ	regenerative
,	,	,
like	IN	like
nature	NN	nature
,	,	,
reclaiming	VBG	reclaim
ruined	VBN	ruin
ground	NN	ground
,	,	,
growing	VBG	grow
anew	RB	anew
.	SENT	.
Life	NN	life
moves	NNS	move
inexorably	RB	inexorably
toward	IN	toward
more	JJR	more
life	NN	life
,	,	,
toward	IN	toward
healing	NN	healing
,	,	,
toward	IN	toward
wholeness	NN	wholeness
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
a	DT	a
fundamental	JJ	fundamental
ecological	JJ	ecological
truth	NN	truth
.	SENT	.
And	CC	and
we	PP	we
,	,	,
all	RB	all
of	IN	of
us	PP	us
,	,	,
we	PP	we
are	VBP	be
life	NN	life
force	NN	force
.	SENT	.
On	IN	on
the	DT	the
face	NN	face
of	IN	of
it	PP	it
,	,	,
the	DT	the
primary	JJ	primary
link	NN	link
between	IN	between
women	NNS	woman
,	,	,
girls	NNS	girl
and	CC	and
a	DT	a
warming	NN	warming
world	NN	world
is	VBZ	be
not	RB	not
life	NN	life
but	CC	but
death	NN	death
.	SENT	.
Awareness	NN	awareness
is	VBZ	be
growing	VBG	grow
that	IN	that
climate	NN	climate
impacts	NNS	impact
hit	VBD	hit
women	NNS	woman
and	CC	and
girls	NNS	girl
hardest	RBS	hardest
,	,	,
given	VBN	give
existing	JJ	existing
vulnerabilities	NNS	vulnerability
.	SENT	.
There	EX	there
is	VBZ	be
greater	JJR	great
risk	NN	risk
of	IN	of
displacement	NN	displacement
,	,	,
higher	JJR	high
odds	NNS	odd
of	IN	of
being	VBG	be
injured	VBN	injure
or	CC	or
killed	VBN	kill
during	IN	during
a	DT	a
natural	JJ	natural
disaster	NN	disaster
.	SENT	.
Prolonged	JJ	prolonged
drought	NN	drought
can	MD	can
precipitate	VB	precipitate
early	JJ	early
marriage	NN	marriage
as	IN	as
families	NNS	family
contend	VBP	contend
with	IN	with
scarcity	NN	scarcity
.	SENT	.
Floods	NNS	flood
can	MD	can
force	VB	force
last-resort	NN	last-resort
prostitution	NN	prostitution
as	IN	as
women	NNS	woman
struggle	NN	struggle
to	TO	to
make	VB	make
ends	NNS	end
meet	VB	meet
.	SENT	.
The	DT	the
list	NN	list
goes	VBZ	go
on	IN	on
and	CC	and
goes	VBZ	go
wide	JJ	wide
.	SENT	.
These	DT	these
dynamics	NNS	dynamics
are	VBP	be
most	RBS	most
acute	JJ	acute
under	IN	under
conditions	NNS	condition
of	IN	of
poverty	NN	poverty
,	,	,
from	IN	from
New	NP	New
Orleans	NP	Orleans
to	TO	to
Nairobi	NP	Nairobi
.	SENT	.
Too	RB	too
often	RB	often
,	,	,
the	DT	the
story	NN	story
ends	VBZ	end
here	RB	here
.	SENT	.
But	CC	but
not	RB	not
today	NN	today
.	SENT	.
Another	DT	another
empowering	VBG	empower
truth	NN	truth
begs	VBZ	beg
to	TO	to
be	VB	be
seen	VBN	see
.	SENT	.
If	IN	if
we	PP	we
gain	VBP	gain
ground	NN	ground
on	IN	on
gender	NN	gender
equity	NN	equity
,	,	,
we	PP	we
also	RB	also
gain	VB	gain
ground	NN	ground
on	IN	on
addressing	VBG	address
global	JJ	global
warming	NN	warming
.	SENT	.
This	DT	this
connection	NN	connection
comes	VBZ	come
to	TO	to
light	VB	light
in	IN	in
three	CD	three
key	JJ	key
areas	NNS	area
,	,	,
three	CD	three
areas	NNS	area
where	WRB	where
we	PP	we
can	MD	can
secure	VB	secure
the	DT	the
rights	NNS	right
of	IN	of
women	NNS	woman
and	CC	and
girls	NNS	girl
,	,	,
shore	VB	shore
up	RP	up
resilience	NN	resilience
and	CC	and
avert	VB	avert
emissions	NNS	emission
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
Women	NNS	woman
are	VBP	be
the	DT	the
primary	JJ	primary
farmers	NNS	farmer
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
They	PP	they
produce	VBP	produce
60	CD	@card@
to	TO	to
80	CD	@card@
percent	NN	percent
of	IN	of
food	NN	food
in	IN	in
lower-income	JJ	lower-income
countries	NNS	country
,	,	,
often	RB	often
operating	VBG	operate
on	IN	on
fewer	JJR	few
than	IN	than
five	CD	five
acres	NNS	acre
.	SENT	.
That	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
the	DT	the
term	NN	term
"	``	"
smallholder	NN	smallholder
"	''	"
means	NNS	mean
.	SENT	.
Compared	VBN	compare
with	IN	with
men	NNS	man
,	,	,
women	NNS	woman
smallholders	NNS	smallholder
have	VBP	have
less	JJR	less
access	NN	access
to	TO	to
resources	NNS	resource
,	,	,
including	VBG	include
land	NN	land
rights	NNS	right
,	,	,
credit	NN	credit
and	CC	and
capital	NN	capital
,	,	,
training	NN	training
,	,	,
tools	NNS	tool
and	CC	and
technology	NN	technology
.	SENT	.
They	PP	they
farm	VBP	farm
as	RB	as
capably	RB	capably
and	CC	and
efficiently	RB	efficiently
as	IN	as
men	NNS	man
,	,	,
but	CC	but
this	DT	this
well-documented	JJ	well-documented
disparity	NN	disparity
in	IN	in
resources	NNS	resource
and	CC	and
rights	NNS	right
means	VBZ	mean
women	NNS	woman
produce	VB	produce
less	JJR	less
food	NN	food
on	IN	on
the	DT	the
same	JJ	same
amount	NN	amount
of	IN	of
land	NN	land
.	SENT	.
Close	VB	close
those	DT	those
gaps	NNS	gap
,	,	,
and	CC	and
farm	NN	farm
yields	NNS	yield
rise	VBP	rise
by	IN	by
20	CD	@card@
to	TO	to
30	CD	@card@
percent	NN	percent
.	SENT	.
That	DT	that
means	VBZ	mean
20	CD	@card@
to	TO	to
30	CD	@card@
percent	NN	percent
more	JJR	more
food	NN	food
from	IN	from
the	DT	the
same	JJ	same
garden	NN	garden
or	CC	or
the	DT	the
same	JJ	same
field	NN	field
.	SENT	.
The	DT	the
implications	NNS	implication
for	IN	for
hunger	NN	hunger
,	,	,
for	IN	for
health	NN	health
,	,	,
for	IN	for
household	NN	household
income	NN	income
—	:	-
they	PP	they
'	POS	'
re	NN	re
obvious	JJ	obvious
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
follow	VBP	follow
the	DT	the
thread	NN	thread
to	TO	to
climate	NN	climate
.	SENT	.
We	PP	we
humans	NNS	human
need	MD	need
land	VB	land
to	TO	to
grow	VB	grow
food	NN	food
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
forests	NNS	forest
are	VBP	be
often	RB	often
cleared	VBN	clear
to	TO	to
supply	VB	supply
it	PP	it
,	,	,
and	CC	and
that	WDT	that
causes	VBZ	cause
emissions	NNS	emission
from	IN	from
deforestation	NN	deforestation
.	SENT	.
But	CC	but
if	IN	if
existing	JJ	existing
farms	NNS	farm
produce	VBP	produce
enough	JJ	enough
food	NN	food
,	,	,
forests	NNS	forest
are	VBP	be
less	RBR	less
likely	JJ	likely
to	TO	to
be	VB	be
lost	VBN	lose
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
ripple	JJ	ripple
effect	NN	effect
.	SENT	.
Support	NN	support
women	NNS	woman
smallholders	NNS	smallholder
,	,	,
realize	VB	realize
higher	JJR	high
yields	NNS	yield
,	,	,
avoid	VB	avoid
deforestation	NN	deforestation
and	CC	and
sustain	VB	sustain
the	DT	the
life-giving	JJ	life-giving
power	NN	power
of	IN	of
forests	NNS	forest
.	SENT	.
Project	NN	project
Drawdown	NN	drawdown
estimates	VBZ	estimate
that	IN	that
addressing	VBG	address
inequity	NN	inequity
in	IN	in
agriculture	NN	agriculture
could	MD	could
prevent	VB	prevent
two	CD	two
billion	NN	billion
tons	NNS	ton
of	IN	of
emissions	NNS	emission
between	IN	between
now	RB	now
and	CC	and
2050	CD	@card@
.	SENT	.
That	WDT	that
'	POS	'
s	NN	S
on	IN	on
par	NN	par
with	IN	with
the	DT	the
impact	NN	impact
household	NN	household
recycling	NN	recycling
can	MD	can
have	VB	have
globally	RB	globally
.	SENT	.
Addressing	VBG	address
this	DT	this
inequity	NN	inequity
can	MD	can
also	RB	also
help	VB	help
women	NNS	woman
cope	VB	cope
with	IN	with
the	DT	the
challenges	NNS	challenge
of	IN	of
growing	VBG	grow
food	NN	food
as	IN	as
the	DT	the
climate	NN	climate
changes	NNS	change
.	SENT	.
There	EX	there
is	VBZ	be
life	NN	life
force	NN	force
in	IN	in
cultivation	NN	cultivation
.	SENT	.
At	IN	at
last	JJ	last
count	NN	count
,	,	,
130	CD	@card@
million	CD	million
girls	NNS	girl
are	VBP	be
still	RB	still
denied	VBN	deny
their	PP$	their
basic	JJ	basic
right	NN	right
to	TO	to
attend	VB	attend
school	NN	school
.	SENT	.
Gaps	NNS	gap
are	VBP	be
greatest	JJS	great
in	IN	in
secondary	JJ	secondary
school	NN	school
classrooms	NNS	classroom
.	SENT	.
Too	RB	too
many	JJ	many
girls	NNS	girl
are	VBP	be
missing	VBG	miss
a	DT	a
vital	JJ	vital
foundation	NN	foundation
for	IN	for
life	NN	life
.	SENT	.
Education	NN	education
means	VBZ	mean
better	JJR	good
health	NN	health
for	IN	for
women	NNS	woman
and	CC	and
their	PP$	their
children	NNS	child
,	,	,
better	JJR	good
financial	JJ	financial
security	NN	security
,	,	,
greater	JJR	great
agency	NN	agency
at	IN	at
home	NN	home
and	CC	and
in	IN	in
society	NN	society
,	,	,
more	JJR	more
capacity	NN	capacity
to	TO	to
navigate	VB	navigate
a	DT	a
climate-changing	JJ	climate-changing
world	NN	world
.	SENT	.
Education	NP	Education
can	MD	can
mean	VB	mean
options	NNS	option
,	,	,
adaptability	NN	adaptability
,	,	,
strength	NN	strength
.	SENT	.
It	PP	it
can	MD	can
also	RB	also
mean	VB	mean
lower	JJR	low
emissions	NNS	emission
.	SENT	.
For	IN	for
a	DT	a
variety	NN	variety
of	IN	of
reasons	NNS	reason
,	,	,
when	WRB	when
we	PP	we
have	VBP	have
more	JJR	more
years	NNS	year
of	IN	of
education	NN	education
,	,	,
we	PP	we
typically	RB	typically
choose	VBP	choose
to	TO	to
marry	VB	marry
later	RBR	later
and	CC	and
to	TO	to
have	VB	have
fewer	JJR	few
children	NNS	child
.	SENT	.
So	IN	so
our	PP$	our
families	NNS	family
end	VB	end
up	RP	up
being	VBG	be
smaller	JJR	small
.	SENT	.
What	WP	what
happens	VBZ	happen
at	IN	at
the	DT	the
individual	JJ	individual
level	NN	level
adds	VBZ	add
up	RP	up
across	IN	across
the	DT	the
world	NN	world
and	CC	and
over	IN	over
time	NN	time
.	SENT	.
One	CD	one
by	IN	by
one	CD	one
by	IN	by
one	CD	one
,	,	,
the	DT	the
right	NN	right
to	TO	to
go	VB	go
to	TO	to
school	NN	school
impacts	NNS	impact
how	WRB	how
many	JJ	many
human	JJ	human
beings	NNS	being
live	VBP	live
on	IN	on
this	DT	this
planet	NN	planet
and	CC	and
impacts	VBZ	impact
its	PP$	its
living	VBG	live
systems	NNS	system
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
not	RB	not
why	WRB	why
girls	NNS	girl
should	MD	should
be	VB	be
educated	VBN	educate
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
one	CD	one
meaningful	JJ	meaningful
outcome	NN	outcome
.	SENT	.
Education	NP	Education
is	VBZ	be
one	CD	one
side	NN	side
of	IN	of
a	DT	a
coin	NN	coin
.	SENT	.
The	DT	the
other	JJ	other
is	VBZ	be
family	NN	family
planning	NN	planning
:	:	:
access	NN	access
to	TO	to
high-	NN	high-
quality	NN	quality
,	,	,
voluntary	JJ	voluntary
reproductive	JJ	reproductive
health	NN	health
care	NN	care
.	SENT	.
To	TO	to
have	VB	have
children	NNS	child
by	IN	by
choice	NN	choice
rather	RB	rather
than	IN	than
chance	NN	chance
is	VBZ	be
a	DT	a
matter	NN	matter
of	IN	of
autonomy	NN	autonomy
and	CC	and
dignity	NN	dignity
.	SENT	.
Yet	RB	yet
in	IN	in
the	DT	the
US	NP	US
,	,	,
45	CD	@card@
percent	NN	percent
of	IN	of
pregnancies	NNS	pregnancy
are	VBP	be
unintended	JJ	unintended
.	SENT	.
Two	CD	two
hundred	CD	hundred
and	CC	and
fourteen	NN	fourteen
million	CD	million
women	NNS	woman
in	IN	in
lower-	NN	lower-
income	NN	income
countries	NNS	country
say	VBP	say
they	PP	they
want	VBP	want
to	TO	to
decide	VB	decide
whether	IN	whether
and	CC	and
when	WRB	when
to	TO	to
become	VB	become
pregnant	JJ	pregnant
but	CC	but
aren	NNS	<unknown>
'	POS	'
t	NN	t
using	VBG	use
contraception	NN	contraception
.	SENT	.
Listening	VBG	listen
to	TO	to
women	NNS	woman
'	POS	'
s	NN	S
needs	NNS	need
,	,	,
addressing	VBG	address
those	DT	those
needs	NNS	need
,	,	,
advancing	VBG	advance
equity	NN	equity
and	CC	and
well-being	NN	well-being
:	:	:
those	DT	those
must	MD	must
be	VB	be
the	DT	the
aims	NNS	aim
of	IN	of
family	NN	family
planning	NN	planning
,	,	,
period	NN	period
.	SENT	.
Curbing	VBG	curb
the	DT	the
growth	NN	growth
of	IN	of
our	PP$	our
human	JJ	human
population	NN	population
is	VBZ	be
a	DT	a
side	NN	side
effect	NN	effect
,	,	,
though	IN	though
a	DT	a
potent	JJ	potent
one	CD	one
.	SENT	.
It	PP	it
could	MD	could
dramatically	RB	dramatically
reduce	VB	reduce
demand	NN	demand
for	IN	for
food	NN	food
,	,	,
transportation	NN	transportation
,	,	,
electricity	NN	electricity
,	,	,
buildings	NNS	building
,	,	,
goods	NNS	good
and	CC	and
all	PDT	all
the	DT	the
rest	NN	rest
,	,	,
thereby	RB	thereby
reducing	VBG	reduce
emissions	NNS	emission
.	SENT	.
Close	VB	close
the	DT	the
gaps	NNS	gap
on	IN	on
access	NN	access
to	TO	to
education	NN	education
and	CC	and
family	NN	family
planning	NN	planning
,	,	,
and	CC	and
by	IN	by
mid-century	NN	mid-century
,	,	,
we	PP	we
may	MD	may
find	VB	find
one	CD	one
billion	NN	billion
fewer	JJR	few
people	NNS	people
inhabiting	VBG	inhabit
earth	NN	earth
than	IN	than
we	PP	we
would	MD	would
if	IN	if
we	PP	we
do	VBP	do
nothing	NN	nothing
more	RBR	more
.	SENT	.
According	VBG	accord
to	TO	to
Project	NP	Project
Drawdown	NN	drawdown
,	,	,
one	CD	one
billion	NNS	billion
fewer	JJR	few
people	NNS	people
could	MD	could
mean	VB	mean
we	PP	we
avoid	VB	avoid
nearly	RB	nearly
120	CD	@card@
billion	NN	billion
tons	NNS	ton
of	IN	of
emissions	NNS	emission
.	SENT	.
At	IN	at
that	DT	that
level	NN	level
of	IN	of
impact	NN	impact
,	,	,
gender	NN	gender
equity	NN	equity
is	VBZ	be
a	DT	a
top	JJ	top
solution	NN	solution
to	TO	to
restore	VB	restore
a	DT	a
climate	NN	climate
fit	NN	fit
for	IN	for
life	NN	life
.	SENT	.
At	IN	at
that	DT	that
level	NN	level
of	IN	of
impact	NN	impact
,	,	,
gender	NN	gender
equity	NN	equity
is	VBZ	be
on	IN	on
par	NN	par
with	IN	with
wind	NN	wind
turbines	NNS	turbine
and	CC	and
solar	JJ	solar
panels	NNS	panel
and	CC	and
forests	NNS	forest
.	SENT	.
There	EX	there
is	VBZ	be
life	NN	life
force	NN	force
in	IN	in
learning	VBG	learn
and	CC	and
life	NN	life
force	NN	force
in	IN	in
choice	NN	choice
.	SENT	.
Now	RB	now
,	,	,
let	VB	let
me	PP	me
be	VB	be
clear	JJ	clear
:	:	:
this	DT	this
does	VBZ	do
not	RB	not
mean	VB	mean
women	NNS	woman
and	CC	and
girls	NNS	girl
are	VBP	be
responsible	JJ	responsible
for	IN	for
fixing	VBG	fix
everything	NN	everything
.	SENT	.
Though	IN	though
we	PP	we
probably	RB	probably
will	MD	will
.	SENT	.
Equity	NN	equity
for	IN	for
women	NNS	woman
in	IN	in
agriculture	NN	agriculture
,	,	,
education	NN	education
and	CC	and
family	NN	family
planning	NN	planning
:	:	:
these	DT	these
are	VBP	be
solutions	NNS	solution
within	IN	within
a	DT	a
system	NN	system
of	IN	of
drawdown	NN	drawdown
solutions	NNS	solution
.	SENT	.
Together	RB	together
,	,	,
they	PP	they
comprise	VBP	comprise
a	DT	a
blueprint	NN	blueprint
of	IN	of
possibility	NN	possibility
.	SENT	.
And	CC	and
let	VB	let
me	PP	me
be	VB	be
even	RB	even
clearer	JJR	clear
about	IN	about
this	DT	this
:	:	:
population	NN	population
cannot	MD	can
be	VB	be
seen	VBN	see
in	IN	in
isolation	NN	isolation
from	IN	from
production	NN	production
or	CC	or
consumption	NN	consumption
.	SENT	.
Some	DT	some
segments	NNS	segment
of	IN	of
the	DT	the
human	JJ	human
family	NN	family
cause	NN	cause
exponentially	RB	exponentially
greater	JJR	great
harm	NN	harm
,	,	,
while	IN	while
others	NNS	other
suffer	VBP	suffer
outsized	JJ	outsized
injustice	NN	injustice
.	SENT	.
The	DT	the
most	RBS	most
affluent	JJ	affluent
—	:	-
we	PP	we
are	VBP	be
the	DT	the
most	RBS	most
accountable	JJ	accountable
.	SENT	.
We	PP	we
have	VBP	have
the	DT	the
most	JJS	most
to	TO	to
do	VB	do
.	SENT	.
The	DT	the
gender-climate	NN	gender-climate
connection	NN	connection
extends	VBZ	extend
beyond	IN	beyond
negative	JJ	negative
impacts	NNS	impact
and	CC	and
beyond	IN	beyond
powerful	JJ	powerful
solutions	NNS	solution
.	SENT	.
Women	NNS	woman
are	VBP	be
vital	JJ	vital
voices	NNS	voice
and	CC	and
agents	NNS	agent
for	IN	for
change	NN	change
on	IN	on
this	DT	this
planet	NN	planet
,	,	,
and	CC	and
yet	RB	yet
we	PP	we
'	POS	'
re	NN	re
too	RB	too
often	RB	often
missing	JJ	missing
or	CC	or
even	RB	even
barred	VBN	bar
from	IN	from
the	DT	the
proverbial	JJ	proverbial
table	NN	table
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
too	RB	too
often	RB	often
ignored	VBN	ignore
or	CC	or
silenced	VBN	silence
when	WRB	when
we	PP	we
speak	VBP	speak
.	SENT	.
We	PP	we
are	VBP	be
too	RB	too
often	RB	often
passed	VBN	pass
over	IN	over
when	WRB	when
plans	NNS	plan
are	VBP	be
laid	VBN	lay
or	CC	or
investments	NNS	investment
made	VBD	make
.	SENT	.
According	VBG	accord
to	TO	to
one	CD	one
analysis	NN	analysis
,	,	,
just	RB	just
0	CD	@card@
.	SENT	.
2	CD	@card@
percent	NN	percent
of	IN	of
philanthropic	JJ	philanthropic
funds	NNS	fund
go	VBP	go
specifically	RB	specifically
towards	IN	towards
women	NNS	woman
and	CC	and
the	DT	the
environment	NN	environment
,	,	,
merely	RB	merely
110	CD	@card@
million	CD	million
dollars	NNS	dollar
globally	RB	globally
,	,	,
the	DT	the
sum	NN	sum
spent	VBN	spend
by	IN	by
one	CD	one
man	NN	man
on	IN	on
a	DT	a
single	JJ	single
Basquiat	NP	<unknown>
painting	NN	painting
last	JJ	last
year	NN	year
.	SENT	.
These	DT	these
dynamics	NNS	dynamics
are	VBP	be
not	RB	not
only	RB	only
unjust	JJ	unjust
,	,	,
they	PP	they
are	VBP	be
setting	VBG	set
us	PP	us
up	RP	up
for	IN	for
failure	NN	failure
.	SENT	.
To	TO	to
rapidly	RB	rapidly
,	,	,
radically	RB	radically
reshape	VB	reshape
society	NN	society
,	,	,
we	PP	we
need	VBP	need
every	DT	every
solution	NN	solution
and	CC	and
every	DT	every
solver	NN	solver
,	,	,
every	DT	every
mind	NN	mind
,	,	,
every	DT	every
bit	NN	bit
of	IN	of
heart	NN	heart
,	,	,
every	DT	every
set	NN	set
of	IN	of
hands	NNS	hand
.	SENT	.
We	PP	we
often	RB	often
crave	VBP	crave
a	DT	a
simple	JJ	simple
call	NN	call
to	TO	to
action	NN	action
,	,	,
but	CC	but
this	DT	this
challenge	NN	challenge
demands	VBZ	demand
more	JJR	more
than	IN	than
a	DT	a
fact	NN	fact
sheet	NN	sheet
and	CC	and
more	JJR	more
than	IN	than
a	DT	a
checklist	NN	checklist
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
function	VB	function
more	JJR	more
like	IN	like
an	DT	an
ecosystem	NN	ecosystem
,	,	,
finding	VBG	find
strength	NN	strength
in	IN	in
our	PP$	our
diversity	NN	diversity
.	SENT	.
You	PP	you
know	VBP	know
what	WP	what
your	PP$	your
superpowers	NNS	superpower
are	VBP	be
.	SENT	.
You	PP	you
'	''	'
re	IN	re
an	DT	an
educator	NN	educator
,	,	,
farmer	NN	farmer
,	,	,
healer	NN	healer
,	,	,
creator	NN	creator
,	,	,
campaigner	NN	campaigner
,	,	,
wisdom-keeper	NN	wisdom-keeper
.	SENT	.
How	WRB	how
might	MD	might
you	PP	you
link	VB	link
arms	NNS	arm
where	WRB	where
you	PP	you
are	VBP	be
to	TO	to
move	VB	move
solutions	NNS	solution
forward	RB	forward
?	SENT	?
There	EX	there
is	VBZ	be
one	CD	one
role	NN	role
I	PP	I
want	VBP	want
to	TO	to
ask	VB	ask
that	IN	that
all	DT	all
of	IN	of
you	PP	you
play	VBP	play
:	:	:
the	DT	the
role	NN	role
of	IN	of
messenger	NN	messenger
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
time	NN	time
of	IN	of
great	JJ	great
awakening	NN	awakening
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
break	VB	break
the	DT	the
silence	NN	silence
around	IN	around
the	DT	the
condition	NN	condition
of	IN	of
our	PP$	our
planet	NN	planet
;	:	;
move	VB	move
beyond	IN	beyond
