How	WRB	how
pose	VB	pose
an	DT	an
enormous	JJ	enormous
problem	NN	problem
.	SENT	.
Six	CD	six
billion	NNS	billion
hungry	JJ	hungry
carnivores	NNS	carnivore
to	TO	to
feed	VB	feed
,	,	,
by	IN	by
2050	CD	@card@
.	SENT	.
That	WDT	that
'	POS	'
s	NN	S
a	DT	a
big	JJ	big
problem	NN	problem
.	SENT	.
And	CC	and
actually	RB	actually
if	IN	if
we	PP	we
carry	VBP	carry
on	IN	on
as	IN	as
we	PP	we
are	VBP	be
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
problem	NN	problem
we	PP	we
'	POS	'
re	NN	re
very	RB	very
unlikely	JJ	unlikely
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
solve	VB	solve
.	SENT	.
Nineteen	CD	nineteen
million	CD	million
hectares	NNS	hectare
of	IN	of
rainforest	NN	rainforest
are	VBP	be
lost	VBN	lose
every	DT	every
year	NN	year
to	TO	to
create	VB	create
new	JJ	new
arable	JJ	arable
land	NN	land
.	SENT	.
Although	IN	although
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
we	PP	we
'	''	'
re	IN	re
losing	VBG	lose
an	DT	an
equivalent	JJ	equivalent
amount	NN	amount
of	IN	of
existing	VBG	exist
arables	NNS	arable
to	TO	to
salinization	NN	salinization
and	CC	and
erosion	NN	erosion
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
very	RB	very
hungry	JJ	hungry
for	IN	for
fossil	JJ	fossil
fuels	NNS	fuel
too	RB	too
.	SENT	.
It	PP	it
takes	VBZ	take
about	RB	about
10	CD	@card@
calories	NNS	calorie
to	TO	to
produce	VB	produce
every	DT	every
calorie	NN	calorie
of	IN	of
food	NN	food
that	IN	that
we	PP	we
consume	VBP	consume
in	IN	in
the	DT	the
West	NP	West
.	SENT	.
And	CC	and
even	RB	even
though	IN	though
there	EX	there
is	VBZ	be
food	NN	food
that	IN	that
we	PP	we
are	VBP	be
producing	VBG	produce
at	IN	at
great	JJ	great
cost	NN	cost
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
actually	RB	actually
value	VBP	value
it	PP	it
.	SENT	.
Half	PDT	half
the	DT	the
food	NN	food
produced	VBN	produce
in	IN	in
the	DT	the
USA	NP	USA
is	VBZ	be
currently	RB	currently
thrown	VBN	throw
away	RB	away
.	SENT	.
And	CC	and
to	TO	to
end	VB	end
all	DT	all
of	IN	of
this	DT	this
,	,	,
at	IN	at
the	DT	the
end	NN	end
of	IN	of
this	DT	this
long	JJ	long
process	NN	process
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
even	RB	even
managing	VBG	manage
to	TO	to
feed	VB	feed
the	DT	the
planet	NN	planet
properly	RB	properly
.	SENT	.
A	DT	a
billion	NN	billion
of	IN	of
us	PP	us
are	VBP	be
obese	JJ	obese
,	,	,
while	IN	while
a	DT	a
further	JJR	further
billion	NNS	billion
starve	VBP	starve
.	SENT	.
None	NN	none
of	IN	of
it	PP	it
makes	VBZ	make
very	RB	very
much	JJ	much
sense	NN	sense
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
think	VBP	think
that	IN	that
80	CD	@card@
percent	NN	percent
of	IN	of
global	JJ	global
trade	NN	trade
in	IN	in
food	NN	food
now	RB	now
is	VBZ	be
controlled	VBN	control
by	IN	by
just	RB	just
five	CD	five
multinational	JJ	multinational
corporations	NNS	corporation
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
grim	JJ	grim
picture	NN	picture
.	SENT	.
As	IN	as
we	PP	we
'	POS	'
re	NN	re
moving	VBG	move
into	IN	into
cities	NNS	city
,	,	,
the	DT	the
world	NN	world
is	VBZ	be
also	RB	also
embracing	VBG	embrace
a	DT	a
Western	JJ	Western
diet	NN	diet
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
look	VBP	look
to	TO	to
the	DT	the
future	NN	future
,	,	,
it	PP	it
'	POS	'
s	NN	S
an	DT	an
unsustainable	JJ	unsustainable
diet	NN	diet
.	SENT	.
So	RB	so
how	WRB	how
did	VBD	do
we	PP	we
get	VBP	get
here	RB	here
?	SENT	?
And	CC	and
more	RBR	more
importantly	RB	importantly
,	,	,
what	WP	what
are	VBP	be
we	PP	we
going	VBG	go
to	TO	to
do	VB	do
about	IN	about
it	PP	it
?	SENT	?
Well	RB	well
,	,	,
to	TO	to
answer	VB	answer
the	DT	the
slightly	RB	slightly
easier	JJR	easy
question	NN	question
first	JJ	first
,	,	,
about	RB	about
10	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
would	MD	would
say	VB	say
,	,	,
is	VBZ	be
the	DT	the
beginning	NN	beginning
of	IN	of
this	DT	this
process	NN	process
in	IN	in
the	DT	the
ancient	JJ	ancient
Near	NP	Near
East	NP	East
,	,	,
known	VBN	know
as	IN	as
the	DT	the
Fertile	JJ	fertile
Crescent	NP	Crescent
.	SENT	.
Because	RB	because
,	,	,
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
it	PP	it
was	VBD	be
crescent	NN	crescent
shaped	VBN	shape
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
also	RB	also
fertile	JJ	fertile
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
here	RB	here
,	,	,
about	RB	about
10	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
that	IN	that
two	CD	two
extraordinary	JJ	extraordinary
inventions	NNS	invention
,	,	,
agriculture	NN	agriculture
and	CC	and
urbanism	NN	urbanism
,	,	,
happened	VBD	happen
roughly	RB	roughly
in	IN	in
the	DT	the
same	JJ	same
place	NN	place
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
This	DT	this
is	VBZ	be
no	DT	no
accident	NN	accident
,	,	,
because	IN	because
agriculture	NN	agriculture
and	CC	and
cities	NNS	city
are	VBP	be
bound	VBN	bind
together	RB	together
.	SENT	.
They	PP	they
need	VBP	need
each	DT	each
other	JJ	other
.	SENT	.
Because	IN	because
it	PP	it
was	VBD	be
discovery	NN	discovery
of	IN	of
grain	NN	grain
by	IN	by
our	PP$	our
ancient	JJ	ancient
ancestors	NNS	ancestor
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
that	WDT	that
produced	VBD	produce
a	DT	a
food	NN	food
source	NN	source
that	WDT	that
was	VBD	be
large	JJ	large
enough	JJ	enough
and	CC	and
stable	JJ	stable
enough	RB	enough
to	TO	to
support	VB	support
permanent	JJ	permanent
settlements	NNS	settlement
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
look	VBP	look
at	IN	at
what	WP	what
those	DT	those
settlements	NNS	settlement
were	VBD	be
like	JJ	like
,	,	,
we	PP	we
see	VBP	see
they	PP	they
were	VBD	be
compact	JJ	compact
.	SENT	.
They	PP	they
were	VBD	be
surrounded	VBN	surround
by	IN	by
productive	JJ	productive
farm	NN	farm
land	NN	land
and	CC	and
dominated	VBN	dominate
by	IN	by
large	JJ	large
temple	NN	temple
complexes	NNS	complex
like	IN	like
this	DT	this
one	CD	one
at	IN	at
Ur	NP	Ur
,	,	,
that	WDT	that
were	VBD	be
,	,	,
in	IN	in
fact	NN	fact
,	,	,
effectively	RB	effectively
,	,	,
spiritualized	VBD	spiritualize
,	,	,
central	JJ	central
food	NN	food
distribution	NN	distribution
centers	NNS	center
.	SENT	.
Because	IN	because
it	PP	it
was	VBD	be
the	DT	the
temples	NNS	temple
that	WDT	that
organized	VBD	organize
the	DT	the
harvest	NN	harvest
,	,	,
gathered	VBN	gather
in	IN	in
the	DT	the
grain	NN	grain
,	,	,
offered	VBD	offer
it	PP	it
to	TO	to
the	DT	the
gods	NNS	god
,	,	,
and	CC	and
then	RB	then
offered	VBD	offer
the	DT	the
grain	NN	grain
that	IN	that
the	DT	the
gods	NNS	god
didn	NN	<unknown>
'	POS	'
t	NN	t
eat	VBP	eat
back	RB	back
to	TO	to
the	DT	the
people	NNS	people
.	SENT	.
So	RB	so
,	,	,
if	IN	if
you	PP	you
like	VBP	like
,	,	,
the	DT	the
whole	JJ	whole
spiritual	JJ	spiritual
and	CC	and
physical	JJ	physical
life	NN	life
of	IN	of
these	DT	these
cities	NNS	city
was	VBD	be
dominated	VBN	dominate
by	IN	by
the	DT	the
grain	NN	grain
and	CC	and
the	DT	the
harvest	NN	harvest
that	WDT	that
sustained	VBD	sustain
them	PP	them
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
true	JJ	true
of	IN	of
every	DT	every
ancient	JJ	ancient
city	NN	city
.	SENT	.
But	CC	but
of	IN	of
course	NN	course
not	RB	not
all	RB	all
of	IN	of
them	PP	them
were	VBD	be
that	RB	that
small	JJ	small
.	SENT	.
Famously	RB	famously
,	,	,
Rome	NP	Rome
had	VBD	have
about	RB	about
a	DT	a
million	CD	million
citizens	NNS	citizen
by	IN	by
the	DT	the
first	JJ	first
century	NN	century
A	NP	A
.	SENT	.
D	LS	d
.	SENT	.
So	RB	so
how	WRB	how
did	VBD	do
a	DT	a
city	NN	city
like	IN	like
this	DT	this
feed	NN	feed
itself	PP	itself
?	SENT	?
The	DT	the
answer	NN	answer
is	VBZ	be
what	WP	what
I	PP	I
call	VBP	call
"	``	"
ancient	JJ	ancient
food	NN	food
miles	NNS	mile
.	SENT	.
"	''	"
Basically	RB	basically
,	,	,
Rome	NP	Rome
had	VBD	have
access	NN	access
to	TO	to
the	DT	the
sea	NN	sea
,	,	,
which	WDT	which
made	VBD	make
it	PP	it
possible	JJ	possible
for	IN	for
it	PP	it
to	TO	to
import	VB	import
food	NN	food
from	IN	from
a	DT	a
very	RB	very
long	JJ	long
way	NN	way
away	RB	away
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
it	PP	it
was	VBD	be
possible	JJ	possible
to	TO	to
do	VB	do
this	DT	this
in	IN	in
the	DT	the
ancient	JJ	ancient
world	NN	world
,	,	,
because	IN	because
it	PP	it
was	VBD	be
very	RB	very
difficult	JJ	difficult
to	TO	to
transport	VB	transport
food	NN	food
over	IN	over
roads	NNS	road
,	,	,
which	WDT	which
were	VBD	be
rough	JJ	rough
.	SENT	.
And	CC	and
the	DT	the
food	NN	food
obviously	RB	obviously
went	VBD	go
off	RP	off
very	RB	very
quickly	RB	quickly
.	SENT	.
So	IN	so
Rome	NP	Rome
effectively	RB	effectively
waged	VBD	wage
war	NN	war
on	IN	on
places	NNS	place
like	IN	like
Carthage	NP	Carthage
and	CC	and
Egypt	NP	Egypt
just	RB	just
to	TO	to
get	VB	get
its	PP$	its
paws	NNS	paw
on	IN	on
their	PP$	their
grain	NN	grain
reserves	NNS	reserve
.	SENT	.
And	CC	and
,	,	,
in	IN	in
fact	NN	fact
,	,	,
you	PP	you
could	MD	could
say	VB	say
that	IN	that
the	DT	the
expansion	NN	expansion
of	IN	of
the	DT	the
Empire	NN	empire
was	VBD	be
really	RB	really
sort	NN	sort
of	IN	of
one	CD	one
long	RB	long
,	,	,
drawn	VBN	draw
out	IN	out
militarized	VBN	militarize
shopping	NN	shopping
spree	NN	spree
,	,	,
really	RB	really
.	SENT	.
In	IN	in
fact	NN	fact
—	:	-
I	PP	I
love	VBP	love
the	DT	the
fact	NN	fact
,	,	,
I	PP	I
just	RB	just
have	VB	have
to	TO	to
mention	VB	mention
this	DT	this
:	:	:
Rome	NP	Rome
in	IN	in
fact	NN	fact
used	VBN	use
to	TO	to
import	VB	import
oysters	NNS	oyster
from	IN	from
London	NP	London
,	,	,
at	IN	at
one	CD	one
stage	NN	stage
.	SENT	.
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	NNS	<unknown>
extraordinary	JJ	extraordinary
.	SENT	.
So	IN	so
Rome	NP	Rome
shaped	VBD	shape
its	PP$	its
hinterland	NN	hinterland
through	IN	through
its	PP$	its
appetite	NN	appetite
.	SENT	.
But	CC	but
the	DT	the
interesting	JJ	interesting
thing	NN	thing
is	VBZ	be
that	IN	that
the	DT	the
other	JJ	other
thing	NN	thing
also	RB	also
happened	VBD	happen
in	IN	in
the	DT	the
pre-industrial	JJ	pre-industrial
world	NN	world
.	SENT	.
If	IN	if
we	PP	we
look	VBP	look
at	IN	at
a	DT	a
map	NN	map
of	IN	of
London	NP	London
in	IN	in
the	DT	the
17th	JJ	17th
century	NN	century
,	,	,
we	PP	we
can	MD	can
see	VB	see
that	IN	that
its	PP$	its
grain	NN	grain
,	,	,
which	WDT	which
is	VBZ	be
coming	VBG	come
in	IN	in
from	IN	from
the	DT	the
Thames	NP	Thames
,	,	,
along	IN	along
the	DT	the
bottom	NN	bottom
of	IN	of
this	DT	this
map	NN	map
.	SENT	.
So	IN	so
the	DT	the
grain	NN	grain
markets	NNS	market
were	VBD	be
to	TO	to
the	DT	the
south	NN	south
of	IN	of
the	DT	the
city	NN	city
.	SENT	.
And	CC	and
the	DT	the
roads	NNS	road
leading	VBG	lead
up	RP	up
from	IN	from
them	PP	them
to	TO	to
Cheapside	NP	<unknown>
,	,	,
which	WDT	which
was	VBD	be
the	DT	the
main	JJ	main
market	NN	market
,	,	,
were	VBD	be
also	RB	also
grain	NN	grain
markets	NNS	market
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
name	NN	name
of	IN	of
one	CD	one
of	IN	of
those	DT	those
streets	NNS	street
,	,	,
Bread	NP	Bread
Street	NP	Street
,	,	,
you	PP	you
can	MD	can
tell	VB	tell
what	WP	what
was	VBD	be
going	VBG	go
on	IN	on
there	RB	there
300	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
And	CC	and
the	DT	the
same	JJ	same
of	IN	of
course	NN	course
was	VBD	be
true	JJ	true
for	IN	for
fish	NN	fish
.	SENT	.
Fish	NN	fish
was	VBD	be
,	,	,
of	IN	of
course	NN	course
,	,	,
coming	VBG	come
in	IN	in
by	IN	by
river	NN	river
as	IN	as
well	RB	well
.	SENT	.
Same	JJ	same
thing	NN	thing
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
Billingsgate	NN	billingsgate
,	,	,
famously	RB	famously
,	,	,
was	VBD	be
London	NP	London
'	POS	'
s	JJ	<unknown>
fish	NN	fish
market	NN	market
,	,	,
operating	VBG	operate
on-site	JJ	on-site
here	RB	here
until	IN	until
the	DT	the
mid-1980s	NNS	mid-1980
.	SENT	.
Which	WDT	which
is	VBZ	be
extraordinary	JJ	extraordinary
,	,	,
really	RB	really
,	,	,
when	WRB	when
you	PP	you
think	VBP	think
about	IN	about
it	PP	it
.	SENT	.
Everybody	NN	everybody
else	RB	else
was	VBD	be
wandering	VBG	wander
around	RP	around
with	IN	with
mobile	JJ	mobile
phones	NNS	phone
that	WDT	that
looked	VBD	look
like	IN	like
bricks	NNS	brick
and	CC	and
sort	NN	sort
of	IN	of
smelly	JJ	smelly
fish	NN	fish
happening	VBG	happen
down	RP	down
on	IN	on
the	DT	the
port	NN	port
.	SENT	.
This	DT	this
is	VBZ	be
another	DT	another
thing	NN	thing
about	IN	about
food	NN	food
in	IN	in
cities	NNS	city
:	:	:
Once	RB	once
its	PP$	its
roots	NNS	root
into	IN	into
the	DT	the
city	NN	city
are	VBP	be
established	VBN	establish
,	,	,
they	PP	they
very	RB	very
rarely	RB	rarely
move	VB	move
.	SENT	.
Meat	NN	meat
is	VBZ	be
a	DT	a
very	RB	very
different	JJ	different
story	NN	story
because	IN	because
,	,	,
of	IN	of
course	NN	course
,	,	,
animals	NNS	animal
could	MD	could
walk	VB	walk
into	IN	into
the	DT	the
city	NN	city
.	SENT	.
So	RB	so
much	RB	much
of	IN	of
London	NP	London
'	POS	'
s	NN	S
meat	NN	meat
was	VBD	be
coming	VBG	come
from	IN	from
the	DT	the
northwest	NN	northwest
,	,	,
from	IN	from
Scotland	NP	Scotland
and	CC	and
Wales	NP	Wales
.	SENT	.
So	RB	so
it	PP	it
was	VBD	be
coming	VBG	come
in	IN	in
,	,	,
and	CC	and
arriving	VBG	arrive
at	IN	at
the	DT	the
city	NN	city
at	IN	at
the	DT	the
northwest	NN	northwest
,	,	,
which	WDT	which
is	VBZ	be
why	WRB	why
Smithfield	NP	Smithfield
,	,	,
London	NP	London
'	POS	'
s	NN	S
very	RB	very
famous	JJ	famous
meat	NN	meat
market	NN	market
,	,	,
was	VBD	be
located	VBN	locate
up	RP	up
there	RB	there
.	SENT	.
Poultry	NN	poultry
was	VBD	be
coming	VBG	come
in	IN	in
from	IN	from
East	NP	East
Anglia	NP	Anglia
and	CC	and
so	RB	so
on	RB	on
,	,	,
to	TO	to
the	DT	the
northeast	NN	northeast
.	SENT	.
I	PP	I
feel	VBP	feel
a	DT	a
bit	NN	bit
like	IN	like
a	DT	a
weather	NN	weather
woman	NN	woman
doing	VBG	do
this	DT	this
.	SENT	.
Anyway	RB	anyway
,	,	,
and	CC	and
so	RB	so
the	DT	the
birds	NNS	bird
were	VBD	be
coming	VBG	come
in	IN	in
with	IN	with
their	PP$	their
feet	NNS	foot
protected	VBN	protect
with	IN	with
little	JJ	little
canvas	NN	canvas
shoes	NNS	shoe
.	SENT	.
And	CC	and
then	RB	then
when	WRB	when
they	PP	they
hit	VBD	hit
the	DT	the
eastern	JJ	eastern
end	NN	end
of	IN	of
Cheapside	NP	<unknown>
,	,	,
that	WDT	that
'	POS	'
s	NN	S
where	WRB	where
they	PP	they
were	VBD	be
sold	VBN	sell
,	,	,
which	WDT	which
is	VBZ	be
why	WRB	why
it	PP	it
'	POS	'
s	NN	S
called	VBD	call
Poultry	NN	poultry
.	SENT	.
And	CC	and
,	,	,
in	IN	in
fact	NN	fact
,	,	,
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
map	NN	map
of	IN	of
any	DT	any
city	NN	city
built	VBN	build
before	IN	before
the	DT	the
industrial	JJ	industrial
age	NN	age
,	,	,
you	PP	you
can	MD	can
trace	VB	trace
food	NN	food
coming	VBG	come
in	IN	in
to	TO	to
it	PP	it
.	SENT	.
You	PP	you
can	MD	can
actually	RB	actually
see	VB	see
how	WRB	how
it	PP	it
was	VBD	be
physically	RB	physically
shaped	VBN	shape
by	IN	by
food	NN	food
,	,	,
both	CC	both
by	IN	by
reading	VBG	read
the	DT	the
names	NNS	name
of	IN	of
the	DT	the
streets	NNS	street
,	,	,
which	WDT	which
give	VBP	give
you	PP	you
a	DT	a
lot	NN	lot
of	IN	of
clues	NNS	clue
.	SENT	.
Friday	NP	Friday
Street	NP	Street
,	,	,
in	IN	in
a	DT	a
previous	JJ	previous
life	NN	life
,	,	,
is	VBZ	be
where	WRB	where
you	PP	you
went	VBD	go
to	TO	to
buy	VB	buy
your	PP$	your
fish	NN	fish
on	IN	on
a	DT	a
Friday	NP	Friday
.	SENT	.
But	CC	but
also	RB	also
you	PP	you
have	VBP	have
to	TO	to
imagine	VB	imagine
it	PP	it
full	JJ	full
of	IN	of
food	NN	food
.	SENT	.
Because	IN	because
the	DT	the
streets	NNS	street
and	CC	and
the	DT	the
public	JJ	public
spaces	NNS	space
were	VBD	be
the	DT	the
only	JJ	only
places	NNS	place
where	WRB	where
food	NN	food
was	VBD	be
bought	VBN	buy
and	CC	and
sold	VBN	sell
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
look	VBP	look
at	IN	at
an	DT	an
image	NN	image
of	IN	of
Smithfield	NP	Smithfield
in	IN	in
1830	CD	@card@
you	PP	you
can	MD	can
see	VB	see
that	IN	that
it	PP	it
would	MD	would
have	VB	have
been	VBN	be
very	RB	very
difficult	JJ	difficult
to	TO	to
live	VB	live
in	IN	in
a	DT	a
city	NN	city
like	IN	like
this	DT	this
and	CC	and
be	VB	be
unaware	JJ	unaware
of	IN	of
where	WRB	where
your	PP$	your
food	NN	food
came	VBD	come
from	IN	from
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
if	IN	if
you	PP	you
were	VBD	be
having	VBG	have
Sunday	NP	Sunday
lunch	NN	lunch
,	,	,
the	DT	the
chances	NNS	chance
were	VBD	be
it	PP	it
was	VBD	be
mooing	VBG	moo
or	CC	or
bleating	VBG	bleat
outside	IN	outside
your	PP$	your
window	NN	window
about	IN	about
three	CD	three
days	NNS	day
earlier	RBR	earlier
.	SENT	.
So	RB	so
this	DT	this
was	VBD	be
obviously	RB	obviously
an	DT	an
organic	JJ	organic
city	NN	city
,	,	,
part	NN	part
of	IN	of
an	DT	an
organic	JJ	organic
cycle	NN	cycle
.	SENT	.
And	CC	and
then	RB	then
10	CD	@card@
years	NNS	year
later	RBR	later
everything	NN	everything
changed	VBD	change
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
image	NN	image
of	IN	of
the	DT	the
Great	NP	Great
Western	NP	Western
in	IN	in
1840	CD	@card@
.	SENT	.
And	CC	and
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
some	DT	some
of	IN	of
the	DT	the
earliest	JJS	early
train	NN	train
passengers	NNS	passenger
were	VBD	be
pigs	NNS	pig
and	CC	and
sheep	NN	sheep
.	SENT	.
So	RB	so
all	RB	all
of	IN	of
a	DT	a
sudden	JJ	sudden
,	,	,
these	DT	these
animals	NNS	animal
are	VBP	be
no	RB	no
longer	RBR	longer
walking	VBG	walk
into	IN	into
market	NN	market
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
