When	WRB	when
happens	VBZ	happen
he	PP	he
'	''	'
s	VBG	<unknown>
a	DT	a
convicted	VBN	convict
money	NN	money
launderer	NN	launderer
too	RB	too
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
spent	VBD	spend
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
time	NN	time
investigating	VBG	investigate
a	DT	a
$1	JJ	<unknown>
billion	NN	billion
—	:	-
that	WDT	that
'	POS	'
s	NN	S
right	NN	right
,	,	,
a	DT	a
$1	JJ	<unknown>
billion	NN	billion
—	:	-
oil	NN	oil
deal	NN	deal
that	IN	that
he	PP	he
was	VBD	be
involved	VBN	involve
with	IN	with
,	,	,
and	CC	and
what	WP	what
we	PP	we
found	VBD	find
was	VBD	be
pretty	RB	pretty
shocking	JJ	shocking
,	,	,
but	CC	but
more	RBR	more
about	RB	about
that	IN	that
later	RBR	later
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
easy	JJ	easy
to	TO	to
think	VB	think
that	DT	that
corruption	NN	corruption
happens	VBZ	happen
somewhere	RB	somewhere
over	IN	over
there	RB	there
,	,	,
carried	VBD	carry
out	RP	out
by	IN	by
a	DT	a
bunch	NN	bunch
of	IN	of
greedy	JJ	greedy
despots	NNS	despot
and	CC	and
individuals	NNS	individual
up	RP	up
to	TO	to
no	DT	no
good	NN	good
in	IN	in
countries	NNS	country
that	IN	that
we	PP	we
,	,	,
personally	RB	personally
,	,	,
may	MD	may
know	VB	know
very	RB	very
little	RB	little
about	RB	about
and	CC	and
feel	VB	feel
really	RB	really
unconnected	JJ	unconnected
to	TO	to
and	CC	and
unaffected	JJ	unaffected
by	IN	by
what	WP	what
might	MD	might
be	VB	be
going	VBG	go
on	IN	on
.	SENT	.
But	CC	but
does	VBZ	do
it	PP	it
just	RB	just
happen	VB	happen
over	RP	over
there	RB	there
?	SENT	?
Well	RB	well
,	,	,
at	IN	at
22	CD	@card@
,	,	,
I	PP	I
was	VBD	be
very	RB	very
lucky	JJ	lucky
.	SENT	.
My	PP$	my
first	JJ	first
job	NN	job
out	IN	out
of	IN	of
university	NN	university
was	VBD	be
investigating	VBG	investigate
the	DT	the
illegal	JJ	illegal
trade	NN	trade
in	IN	in
African	JJ	African
ivory	NN	ivory
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
how	WRB	how
my	PP$	my
relationship	NN	relationship
with	IN	with
corruption	NN	corruption
really	RB	really
began	VBD	begin
.	SENT	.
In	IN	in
1993	CD	@card@
,	,	,
with	IN	with
two	CD	two
friends	NNS	friend
who	WP	who
were	VBD	be
colleagues	NNS	colleague
,	,	,
Simon	NP	Simon
Taylor	NP	Taylor
and	CC	and
Patrick	NP	Patrick
Alley	NP	Alley
,	,	,
we	PP	we
set	VBD	set
up	RP	up
an	DT	an
organization	NN	organization
called	VBD	call
Global	NP	Global
Witness	NP	Witness
.	SENT	.
Our	PP$	our
first	JJ	first
campaign	NN	campaign
was	VBD	be
investigating	VBG	investigate
the	DT	the
role	NN	role
of	IN	of
illegal	JJ	illegal
logging	NN	logging
in	IN	in
funding	VBG	fund
the	DT	the
war	NN	war
in	IN	in
Cambodia	NP	Cambodia
.	SENT	.
So	IN	so
a	DT	a
few	JJ	few
years	NNS	year
later	RBR	later
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
now	RB	now
1997	CD	@card@
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
in	IN	in
Angola	NP	Angola
undercover	JJ	undercover
investigating	VBG	investigate
blood	NN	blood
diamonds	NNS	diamond
.	SENT	.
Perhaps	RB	perhaps
you	PP	you
saw	VBD	see
the	DT	the
film	NN	film
,	,	,
the	DT	the
Hollywood	NP	Hollywood
film	NN	film
"	``	"
Blood	NP	Blood
Diamond	NP	Diamond
,	,	,
"	''	"
the	DT	the
one	CD	one
with	IN	with
Leonardo	NP	Leonardo
DiCaprio	NP	Dicaprio
.	SENT	.
Well	RB	well
,	,	,
some	DT	some
of	IN	of
that	WDT	that
sprang	VBD	spring
from	IN	from
our	PP$	our
work	NN	work
.	SENT	.
Luanda	NP	Luanda
,	,	,
it	PP	it
was	VBD	be
full	JJ	full
of	IN	of
land	NN	land
mine	NN	mine
victims	NNS	victim
who	WP	who
were	VBD	be
struggling	VBG	struggle
to	TO	to
survive	VB	survive
on	IN	on
the	DT	the
streets	NNS	street
and	CC	and
war	NN	war
orphans	NNS	orphan
living	VBG	live
in	IN	in
sewers	NNS	sewer
under	IN	under
the	DT	the
streets	NNS	street
,	,	,
and	CC	and
a	DT	a
tiny	JJ	tiny
,	,	,
very	RB	very
wealthy	JJ	wealthy
elite	NN	elite
who	WP	who
gossiped	VBD	gossip
about	IN	about
shopping	NN	shopping
trips	NNS	trip
to	TO	to
Brazil	NP	Brazil
and	CC	and
Portugal	NP	Portugal
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
a	DT	a
slightly	RB	slightly
crazy	JJ	crazy
place	NN	place
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
sitting	VBG	sit
in	IN	in
a	DT	a
hot	JJ	hot
and	CC	and
very	RB	very
stuffy	JJ	stuffy
hotel	NN	hotel
room	NN	room
feeling	VBG	feel
just	RB	just
totally	RB	totally
overwhelmed	VBN	overwhelm
.	SENT	.
But	CC	but
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
about	IN	about
blood	NN	blood
diamonds	NNS	diamond
.	SENT	.
Because	IN	because
I	PP	I
'	''	'
d	SYM	d
been	VBN	be
speaking	VBG	speak
to	TO	to
lots	NNS	lot
of	IN	of
people	NNS	people
there	RB	there
who	WP	who
,	,	,
well	RB	well
,	,	,
they	PP	they
talked	VBD	talk
about	IN	about
a	DT	a
different	JJ	different
problem	NN	problem
:	:	:
that	WDT	that
of	IN	of
a	DT	a
massive	JJ	massive
web	NN	web
of	IN	of
corruption	NN	corruption
on	IN	on
a	DT	a
global	JJ	global
scale	NN	scale
and	CC	and
millions	NNS	million
of	IN	of
oil	NN	oil
dollars	NNS	dollar
going	VBG	go
missing	JJ	missing
.	SENT	.
And	CC	and
for	IN	for
what	WP	what
was	VBD	be
then	RB	then
a	DT	a
very	RB	very
small	JJ	small
organization	NN	organization
of	IN	of
just	RB	just
a	DT	a
few	JJ	few
people	NNS	people
,	,	,
trying	VBG	try
to	TO	to
even	RB	even
begin	VB	begin
to	TO	to
think	VB	think
how	WRB	how
we	PP	we
might	MD	might
tackle	VB	tackle
that	DT	that
was	VBD	be
an	DT	an
enormous	JJ	enormous
challenge	NN	challenge
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
years	NNS	year
that	IN	that
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
,	,	,
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
all	RB	all
been	VBN	be
campaigning	VBG	campaign
and	CC	and
investigating	VBG	investigate
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
repeatedly	RB	repeatedly
seen	VBN	see
that	IN	that
what	WP	what
makes	VBZ	make
corruption	NN	corruption
on	IN	on
a	DT	a
global	JJ	global
,	,	,
massive	JJ	massive
scale	NN	scale
possible	JJ	possible
,	,	,
well	RB	well
it	PP	it
isn	NP	isn
'	POS	'
t	NN	t
just	RB	just
greed	VBD	gree
or	CC	or
the	DT	the
misuse	NN	misuse
of	IN	of
power	NN	power
or	CC	or
that	DT	that
nebulous	JJ	nebulous
phrase	NN	phrase
"	''	"
weak	JJ	weak
governance	NN	governance
.	SENT	.
"	``	"
I	PP	I
mean	VBP	mean
,	,	,
yes	UH	yes
,	,	,
it	PP	it
'	POS	'
s	NN	S
all	RB	all
of	IN	of
those	DT	those
,	,	,
but	CC	but
corruption	NN	corruption
,	,	,
it	PP	it
'	POS	'
s	NN	S
made	VBD	make
possible	JJ	possible
by	IN	by
the	DT	the
actions	NNS	action
of	IN	of
global	JJ	global
facilitators	NNS	facilitator
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
go	VBP	go
back	RB	back
to	TO	to
some	DT	some
of	IN	of
those	DT	those
people	NNS	people
I	PP	I
talked	VBD	talk
about	RB	about
earlier	RBR	earlier
.	SENT	.
Now	RB	now
,	,	,
they	PP	they
'	POS	'
re	NN	re
all	DT	all
people	NNS	people
we	PP	we
'	POS	'
ve	NN	ve
investigated	VBD	investigate
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
all	DT	all
people	NNS	people
who	WP	who
couldn	NN	<unknown>
'	POS	'
t	NN	t
do	VBP	do
what	WP	what
they	PP	they
do	VBP	do
alone	RB	alone
.	SENT	.
Take	VB	take
Obiang	NP	<unknown>
junior	NN	junior
.	SENT	.
Well	RB	well
,	,	,
he	PP	he
didn	NNS	<unknown>
'	POS	'
t	NN	t
end	NN	end
up	RB	up
with	IN	with
high-end	JJ	high-end
art	NN	art
and	CC	and
luxury	NN	luxury
houses	NNS	house
without	IN	without
help	NN	help
.	SENT	.
He	PP	he
did	VBD	do
business	NN	business
with	IN	with
global	JJ	global
banks	NNS	bank
.	SENT	.
A	DT	a
bank	NN	bank
in	IN	in
Paris	NP	Paris
held	VBD	hold
accounts	NNS	account
of	IN	of
companies	NNS	company
controlled	VBN	control
by	IN	by
him	PP	him
,	,	,
one	CD	one
of	IN	of
which	WDT	which
was	VBD	be
used	VBN	use
to	TO	to
buy	VB	buy
the	DT	the
art	NN	art
,	,	,
and	CC	and
American	JJ	American
banks	NNS	bank
,	,	,
well	RB	well
,	,	,
they	PP	they
funneled	VBD	funnel
73	CD	@card@
million	CD	million
dollars	NNS	dollar
into	IN	into
the	DT	the
States	NPS	States
,	,	,
some	DT	some
of	IN	of
which	WDT	which
was	VBD	be
used	VBN	use
to	TO	to
buy	VB	buy
that	DT	that
California	NP	California
mansion	NN	mansion
.	SENT	.
And	CC	and
he	PP	he
didn	NP	<unknown>
'	POS	'
t	NN	t
do	VBP	do
all	DT	all
of	IN	of
this	DT	this
in	IN	in
his	PP$	his
own	JJ	own
name	NN	name
either	RB	either
.	SENT	.
He	PP	he
used	VBD	use
shell	JJ	shell
companies	NNS	company
.	SENT	.
He	PP	he
used	VBD	use
one	CD	one
to	TO	to
buy	VB	buy
the	DT	the
property	NN	property
,	,	,
and	CC	and
another	DT	another
,	,	,
which	WDT	which
was	VBD	be
in	IN	in
somebody	NN	somebody
else	RB	else
'	POS	'
s	NN	S
name	NN	name
,	,	,
to	TO	to
pay	VB	pay
the	DT	the
huge	JJ	huge
bills	NNS	bill
it	PP	it
cost	VBP	cost
to	TO	to
run	VB	run
the	DT	the
place	NN	place
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
'	''	'
s	VBZ	<unknown>
Dan	NP	Dan
Etete	NP	<unknown>
.	SENT	.
Well	RB	well
,	,	,
when	WRB	when
he	PP	he
was	VBD	be
oil	NN	oil
minister	NN	minister
,	,	,
he	PP	he
awarded	VBD	award
an	DT	an
oil	NN	oil
block	NN	block
now	RB	now
worth	JJ	worth
over	IN	over
a	DT	a
billion	NN	billion
dollars	NNS	dollar
to	TO	to
a	DT	a
company	NN	company
that	IN	that
,	,	,
guess	VB	guess
what	WP	what
,	,	,
yeah	RB	yeah
,	,	,
he	PP	he
was	VBD	be
the	DT	the
hidden	JJ	hidden
owner	NN	owner
of	IN	of
.	SENT	.
Now	RB	now
,	,	,
it	PP	it
was	VBD	be
then	RB	then
much	RB	much
later	RBR	later
traded	VBN	trade
on	IN	on
with	IN	with
the	DT	the
kind	NN	kind
assistance	NN	assistance
of	IN	of
the	DT	the
Nigerian	JJ	Nigerian
government	NN	government
—	:	-
now	RB	now
I	PP	I
have	VBP	have
to	TO	to
be	VB	be
careful	JJ	careful
what	WP	what
I	PP	I
say	VBP	say
here	RB	here
—	:	-
to	TO	to
subsidiaries	NNS	subsidiary
of	IN	of
Shell	NP	Shell
and	CC	and
the	DT	the
Italian	JJ	Italian
Eni	NP	Eni
,	,	,
two	CD	two
of	IN	of
the	DT	the
biggest	JJS	big
oil	NN	oil
companies	NNS	company
around	RB	around
.	SENT	.
So	IN	so
the	DT	the
reality	NN	reality
is	VBZ	be
,	,	,
is	VBZ	be
that	IN	that
the	DT	the
engine	NN	engine
of	IN	of
corruption	NN	corruption
,	,	,
well	RB	well
,	,	,
it	PP	it
exists	VBZ	exist
far	RB	far
beyond	IN	beyond
the	DT	the
shores	NNS	shore
of	IN	of
countries	NNS	country
like	IN	like
Equatorial	NP	Equatorial
Guinea	NP	Guinea
or	CC	or
Nigeria	NP	Nigeria
or	CC	or
Turkmenistan	NP	Turkmenistan
.	SENT	.
This	DT	this
engine	NN	engine
,	,	,
well	RB	well
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
driven	VBN	drive
by	IN	by
our	PP$	our
international	JJ	international
banking	NN	banking
system	NN	system
,	,	,
by	IN	by
the	DT	the
problem	NN	problem
of	IN	of
anonymous	JJ	anonymous
shell	NN	shell
companies	NNS	company
,	,	,
and	CC	and
by	IN	by
the	DT	the
secrecy	NN	secrecy
that	IN	that
we	PP	we
have	VBP	have
afforded	VBN	afford
big	JJ	big
oil	NN	oil
,	,	,
gas	NN	gas
and	CC	and
mining	NN	mining
operations	NNS	operation
,	,	,
and	CC	and
,	,	,
most	RBS	most
of	IN	of
all	DT	all
,	,	,
by	IN	by
the	DT	the
failure	NN	failure
of	IN	of
our	PP$	our
politicians	NNS	politician
to	TO	to
back	VB	back
up	RP	up
their	PP$	their
rhetoric	NN	rhetoric
and	CC	and
do	VB	do
something	NN	something
really	RB	really
meaningful	JJ	meaningful
and	CC	and
systemic	JJ	systemic
to	TO	to
tackle	VB	tackle
this	DT	this
stuff	NN	stuff
.	SENT	.
Now	RB	now
let	VB	let
'	''	'
s	NNS	<unknown>
take	VBP	take
the	DT	the
banks	NNS	bank
first	JJ	first
.	SENT	.
Well	RB	well
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
come	VB	come
as	IN	as
any	DT	any
surprise	NN	surprise
for	IN	for
me	PP	me
to	TO	to
tell	VB	tell
you	PP	you
that	IN	that
banks	NNS	bank
accept	VBP	accept
dirty	JJ	dirty
money	NN	money
,	,	,
but	CC	but
they	PP	they
prioritize	VBP	<unknown>
their	PP$	their
profits	NNS	profit
in	IN	in
other	JJ	other
destructive	JJ	destructive
ways	NNS	way
too	RB	too
.	SENT	.
For	IN	for
example	NN	example
,	,	,
in	IN	in
Sarawak	NP	Sarawak
,	,	,
Malaysia	NP	Malaysia
.	SENT	.
Now	RB	now
this	DT	this
region	NN	region
,	,	,
it	PP	it
has	VBZ	have
just	RB	just
five	CD	five
percent	NN	percent
of	IN	of
its	PP$	its
forests	NNS	forest
left	VBD	leave
intact	JJ	intact
.	SENT	.
Five	CD	five
percent	NN	percent
.	SENT	.
So	RB	so
how	WRB	how
did	VBD	do
that	RB	that
happen	VB	happen
?	SENT	?
Well	RB	well
,	,	,
because	IN	because
an	DT	an
elite	NN	elite
and	CC	and
its	PP$	its
facilitators	NNS	facilitator
have	VBP	have
been	VBN	be
making	VBG	make
millions	NNS	million
of	IN	of
dollars	NNS	dollar
from	IN	from
supporting	VBG	support
logging	NN	logging
on	IN	on
an	DT	an
industrial	JJ	industrial
scale	NN	scale
for	IN	for
many	JJ	many
years	NNS	year
.	SENT	.
So	RB	so
we	PP	we
sent	VBD	send
an	DT	an
undercover	JJ	undercover
investigator	NN	investigator
in	IN	in
to	TO	to
secretly	RB	secretly
film	VB	film
meetings	NNS	meeting
with	IN	with
members	NNS	member
of	IN	of
the	DT	the
ruling	NN	ruling
elite	NN	elite
,	,	,
and	CC	and
the	DT	the
resulting	VBG	result
footage	NN	footage
,	,	,
well	RB	well
,	,	,
it	PP	it
made	VBD	make
some	DT	some
people	NNS	people
very	RB	very
angry	JJ	angry
,	,	,
and	CC	and
you	PP	you
can	MD	can
see	VB	see
that	IN	that
on	IN	on
YouTube	NP	<unknown>
,	,	,
but	CC	but
it	PP	it
proved	VBD	prove
what	WP	what
we	PP	we
had	VBD	have
long	RB	long
suspected	VBN	suspect
,	,	,
because	IN	because
it	PP	it
showed	VBD	show
how	WRB	how
the	DT	the
state	NN	state
'	POS	'
s	JJ	<unknown>
chief	JJ	chief
minister	NN	minister
,	,	,
despite	IN	despite
his	PP$	his
later	JJR	late
denials	NNS	denial
,	,	,
used	VBD	use
his	PP$	his
control	NN	control
over	IN	over
land	NN	land
and	CC	and
forest	NN	forest
licenses	NNS	license
to	TO	to
enrich	VB	enrich
himself	PP	himself
and	CC	and
his	PP$	his
family	NN	family
.	SENT	.
And	CC	and
HSBC	NP	HSBC
,	,	,
well	RB	well
,	,	,
we	PP	we
know	VBP	know
that	IN	that
HSBC	NP	HSBC
bankrolled	VBD	bankroll
the	DT	the
region	NN	region
'	POS	'
s	JJ	<unknown>
largest	JJS	large
logging	NN	logging
companies	NNS	company
that	WDT	that
were	VBD	be
responsible	JJ	responsible
for	IN	for
some	DT	some
of	IN	of
that	DT	that
destruction	NN	destruction
in	IN	in
Sarawak	NP	Sarawak
and	CC	and
elsewhere	RB	elsewhere
.	SENT	.
The	DT	the
bank	NN	bank
violated	VBD	violate
its	PP$	its
own	JJ	own
sustainability	NN	sustainability
policies	NNS	policy
in	IN	in
the	DT	the
process	NN	process
,	,	,
but	CC	but
it	PP	it
earned	VBD	earn
around	RB	around
130	CD	@card@
million	CD	million
dollars	NNS	dollar
.	SENT	.
Now	RB	now
shortly	RB	shortly
after	IN	after
our	PP$	our
expos��	NN	<unknown>
,	,	,
very	RB	very
shortly	RB	shortly
after	IN	after
our	PP$	our
expos��	NN	<unknown>
earlier	RBR	earlier
this	DT	this
year	NN	year
,	,	,
the	DT	the
bank	NN	bank
announced	VBD	announce
a	DT	a
policy	NN	policy
review	NN	review
on	IN	on
this	DT	this
.	SENT	.
And	CC	and
is	VBZ	be
this	DT	this
progress	NN	progress
?	SENT	?
Maybe	RB	maybe
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
keeping	VBG	keep
a	DT	a
very	RB	very
close	JJ	close
eye	NN	eye
on	IN	on
that	DT	that
case	NN	case
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
problem	NN	problem
of	IN	of
anonymous	JJ	anonymous
shell	NN	shell
companies	NNS	company
.	SENT	.
Well	RB	well
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
all	RB	all
heard	VBN	hear
about	IN	about
what	WP	what
they	PP	they
are	VBP	be
,	,	,
I	PP	I
think	VBP	think
,	,	,
and	CC	and
we	PP	we
all	RB	all
know	VB	know
they	PP	they
'	POS	'
re	NN	re
used	VBD	use
quite	PDT	quite
a	DT	a
bit	NN	bit
by	IN	by
people	NNS	people
and	CC	and
companies	NNS	company
who	WP	who
are	VBP	be
trying	VBG	try
to	TO	to
avoid	VB	avoid
paying	VBG	pay
their	PP$	their
proper	JJ	proper
dues	NNS	due
to	TO	to
society	NN	society
,	,	,
also	RB	also
known	VBN	know
as	IN	as
taxes	NNS	tax
.	SENT	.
But	CC	but
what	WP	what
doesn	NN	<unknown>
'	POS	'
t	NN	t
usually	RB	usually
come	VBN	come
to	TO	to
light	VB	light
is	VBZ	be
how	WRB	how
shell	JJ	shell
companies	NNS	company
are	VBP	be
used	VBN	use
to	TO	to
steal	VB	steal
huge	JJ	huge
sums	NNS	sum
of	IN	of
money	NN	money
,	,	,
transformational	JJ	transformational
sums	NNS	sum
of	IN	of
money	NN	money
,	,	,
from	IN	from
poor	JJ	poor
countries	NNS	country
.	SENT	.
In	IN	in
virtually	RB	virtually
every	DT	every
case	NN	case
of	IN	of
corruption	NN	corruption
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
investigated	VBD	investigate
,	,	,
shell	NN	shell
companies	NNS	company
have	VBP	have
appeared	VBN	appear
,	,	,
and	CC	and
sometimes	RB	sometimes
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
impossible	JJ	impossible
to	TO	to
find	VB	find
out	RP	out
who	WP	who
is	VBZ	be
really	RB	really
involved	VBN	involve
in	IN	in
the	DT	the
deal	NN	deal
.	SENT	.
A	DT	a
recent	JJ	recent
study	NN	study
by	IN	by
the	DT	the
World	NP	World
Bank	NP	Bank
looked	VBD	look
at	IN	at
200	CD	@card@
cases	NNS	case
of	IN	of
corruption	NN	corruption
.	SENT	.
It	PP	it
found	VBD	find
that	IN	that
over	IN	over
70	CD	@card@
percent	NN	percent
of	IN	of
those	DT	those
cases	NNS	case
had	VBD	have
used	VBN	use
anonymous	JJ	anonymous
shell	NN	shell
companies	NNS	company
,	,	,
totaling	VBG	total
almost	RB	almost
56	CD	@card@
billion	NN	billion
dollars	NNS	dollar
.	SENT	.
Now	RB	now
many	JJ	many
of	IN	of
these	DT	these
companies	NNS	company
were	VBD	be
in	IN	in
America	NP	America
or	CC	or
the	DT	the
United	NP	United
Kingdom	NP	Kingdom
,	,	,
its	PP$	its
overseas	JJ	overseas
territories	NNS	territory
and	CC	and
Crown	NP	Crown
dependencies	NNS	dependency
,	,	,
and	CC	and
so	IN	so
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
an	DT	an
offshore	JJ	offshore
problem	NN	problem
,	,	,
it	PP	it
'	POS	'
s	NN	S
an	DT	an
on-shore	JJ	on-shore
one	CD	one
too	RB	too
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
shell	JJ	shell
companies	NNS	company
,	,	,
they	PP	they
'	POS	'
re	NN	re
central	JJ	central
to	TO	to
the	DT	the
secret	JJ	secret
deals	NNS	deal
which	WDT	which
may	MD	may
benefit	VB	benefit
wealthy	JJ	wealthy
elites	NNS	elite
rather	RB	rather
than	IN	than
ordinary	JJ	ordinary
citizens	NNS	citizen
.	SENT	.
One	CD	one
striking	JJ	striking
recent	JJ	recent
