Let	NP	Let
wonderful	JJ	wonderful
Victorian	JJ	Victorian
engineers	NNS	engineer
installed	VBD	install
systems	NNS	system
of	IN	of
sewers	NNS	sewer
and	CC	and
wastewater	NN	wastewater
treatment	NN	treatment
and	CC	and
the	DT	the
flush	JJ	flush
toilet	NN	toilet
,	,	,
and	CC	and
disease	NN	disease
dropped	VBD	drop
dramatically	RB	dramatically
.	SENT	.
Child	NN	child
mortality	NN	mortality
dropped	VBD	drop
by	IN	by
the	DT	the
most	JJS	most
it	PP	it
had	VBD	have
ever	RB	ever
dropped	VBN	drop
in	IN	in
history	NN	history
.	SENT	.
The	DT	the
flush	JJ	flush
toilet	NN	toilet
was	VBD	be
voted	VBN	vote
the	DT	the
best	RBS	well
medical	JJ	medical
advance	NN	advance
of	IN	of
the	DT	the
last	JJ	last
200	CD	@card@
years	NNS	year
by	IN	by
the	DT	the
readers	NNS	reader
of	IN	of
the	DT	the
British	NP	British
Medical	NP	Medical
Journal	NP	Journal
,	,	,
and	CC	and
they	PP	they
were	VBD	be
choosing	VBG	choose
over	IN	over
the	DT	the
Pill	NP	Pill
,	,	,
anesthesia	NN	anesthesia
,	,	,
and	CC	and
surgery	NN	surgery
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
wonderful	JJ	wonderful
waste	NN	waste
disposal	NN	disposal
device	NN	device
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
that	IN	that
it	PP	it
'	POS	'
s	NN	S
so	RB	so
good	JJ	good
—	:	-
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
smell	NN	smell
,	,	,
we	PP	we
can	MD	can
put	VB	put
it	PP	it
in	IN	in
our	PP$	our
house	NN	house
,	,	,
we	PP	we
can	MD	can
lock	VB	lock
it	PP	it
behind	IN	behind
a	DT	a
door	NN	door
—	:	-
and	CC	and
I	PP	I
think	VBP	think
we	PP	we
'	''	'
ve	NNS	<unknown>
locked	VBD	lock
it	PP	it
out	RP	out
of	IN	of
conversation	NN	conversation
too	RB	too
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
a	DT	a
neutral	JJ	neutral
word	NN	word
for	IN	for
it	PP	it
.	SENT	.
Poop	NN	poop
'	POS	'
s	NN	S
not	RB	not
particularly	RB	particularly
adequate	JJ	adequate
.	SENT	.
Shit	NN	shit
offends	VBZ	offend
people	NNS	people
.	SENT	.
Feces	NN	feces
is	VBZ	be
too	RB	too
medical	JJ	medical
.	SENT	.
Because	IN	because
I	PP	I
can	MD	can
'	''	'
t	NN	t
explain	VB	explain
otherwise	RB	otherwise
,	,	,
when	WRB	when
I	PP	I
look	VBP	look
at	IN	at
the	DT	the
figures	NNS	figure
,	,	,
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
.	SENT	.
We	PP	we
know	VBP	know
how	WRB	how
to	TO	to
solve	VB	solve
diarrhea	NN	diarrhea
and	CC	and
sanitation	NN	sanitation
,	,	,
but	CC	but
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
budgets	NNS	budget
of	IN	of
countries	NNS	country
,	,	,
developing	VBG	develop
and	CC	and
developed	VBN	develop
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
think	VBP	think
there	EX	there
'	''	'
s	NN	S
something	NN	something
wrong	JJ	wrong
with	IN	with
the	DT	the
math	NN	math
,	,	,
because	IN	because
you	PP	you
'	POS	'
ll	NNS	<unknown>
expect	VBP	expect
absurdities	NNS	absurdity
like	IN	like
Pakistan	NP	Pakistan
spending	NN	spending
47	CD	@card@
times	NNS	time
more	JJR	more
on	IN	on
its	PP$	its
military	NN	military
than	IN	than
it	PP	it
does	VBZ	do
on	IN	on
water	NN	water
and	CC	and
sanitation	NN	sanitation
,	,	,
even	RB	even
though	IN	though
150	CD	@card@
,	,	,
000	CD	@card@
children	NNS	child
die	VBP	die
of	IN	of
diarrhea	NN	diarrhea
in	IN	in
Pakistan	NP	Pakistan
every	DT	every
year	NN	year
.	SENT	.
But	CC	but
then	RB	then
you	PP	you
look	VBP	look
at	IN	at
that	DT	that
already	RB	already
minuscule	JJ	minuscule
water	NN	water
and	CC	and
sanitation	NN	sanitation
budget	NN	budget
,	,	,
and	CC	and
75	CD	@card@
to	TO	to
90	CD	@card@
percent	NN	percent
of	IN	of
it	PP	it
will	MD	will
go	VB	go
on	IN	on
clean	JJ	clean
water	NN	water
supply	NN	supply
,	,	,
which	WDT	which
is	VBZ	be
great	JJ	great
;	:	;
we	PP	we
all	RB	all
need	VBP	need
water	NN	water
.	SENT	.
No	DT	no
one	CD	one
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
refuse	VB	refuse
clean	JJ	clean
water	NN	water
.	SENT	.
But	CC	but
the	DT	the
humble	JJ	humble
latrine	NN	latrine
,	,	,
or	CC	or
flush	JJ	flush
toilet	NN	toilet
,	,	,
reduces	VBZ	reduce
disease	NN	disease
by	IN	by
twice	RB	twice
as	RB	as
much	JJ	much
as	IN	as
just	RB	just
putting	VBG	put
in	IN	in
clean	JJ	clean
water	NN	water
.	SENT	.
Think	VB	think
about	IN	about
it	PP	it
.	SENT	.
That	DT	that
little	JJ	little
boy	NN	boy
who	WP	who
'	POS	'
s	NNS	<unknown>
running	VBG	run
back	RB	back
into	IN	into
his	PP$	his
house	NN	house
,	,	,
he	PP	he
may	MD	may
have	VB	have
a	DT	a
nice	JJ	nice
,	,	,
clean	JJ	clean
fresh	JJ	fresh
water	NN	water
supply	NN	supply
,	,	,
but	CC	but
he	PP	he
'	POS	'
s	NN	S
got	VBD	get
dirty	JJ	dirty
hands	NNS	hand
that	IN	that
he	PP	he
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
contaminate	VB	contaminate
his	PP$	his
water	NN	water
supply	NN	supply
with	IN	with
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
the	DT	the
real	JJ	real
waste	NN	waste
of	IN	of
human	JJ	human
waste	NN	waste
is	VBZ	be
that	IN	that
we	PP	we
are	VBP	be
wasting	VBG	waste
it	PP	it
as	IN	as
a	DT	a
resource	NN	resource
and	CC	and
as	IN	as
an	DT	an
incredible	JJ	incredible
trigger	NN	trigger
for	IN	for
development	NN	development
,	,	,
because	IN	because
these	DT	these
are	VBP	be
a	DT	a
few	JJ	few
things	NNS	thing
that	IN	that
toilets	NNS	toilet
and	CC	and
poop	VBP	poop
itself	PP	itself
can	MD	can
do	VB	do
for	IN	for
us	PP	us
.	SENT	.
So	IN	so
a	DT	a
toilet	NN	toilet
can	MD	can
put	VB	put
a	DT	a
girl	NN	girl
back	RB	back
in	IN	in
school	NN	school
.	SENT	.
Twenty-five	JJ	<unknown>
percent	NN	percent
of	IN	of
girls	NNS	girl
in	IN	in
India	NP	India
drop	VBP	drop
out	RP	out
of	IN	of
school	NN	school
because	IN	because
they	PP	they
have	VBP	have
no	DT	no
adequate	JJ	adequate
sanitation	NN	sanitation
.	SENT	.
They	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
used	VBN	use
to	TO	to
sitting	VBG	sit
through	IN	through
lessons	NNS	lesson
for	IN	for
years	NNS	year
and	CC	and
years	NNS	year
holding	VBG	hold
it	PP	it
in	RP	in
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
all	RB	all
done	VBN	do
that	IN	that
,	,	,
but	CC	but
they	PP	they
do	VBP	do
it	PP	it
every	DT	every
day	NN	day
,	,	,
and	CC	and
when	WRB	when
they	PP	they
hit	VBD	hit
puberty	NN	puberty
and	CC	and
they	PP	they
start	VBP	start
menstruating	VBG	<unknown>
,	,	,
it	PP	it
just	RB	just
gets	VBZ	get
too	RB	too
much	RB	much
.	SENT	.
And	CC	and
I	PP	I
understand	VBP	understand
that	RB	that
.	SENT	.
Who	WP	who
can	MD	can
blame	VB	blame
them	PP	them
?	SENT	?
So	RB	so
if	IN	if
you	PP	you
met	VBD	meet
an	DT	an
educationalist	NN	educationalist
and	CC	and
said	VBD	say
,	,	,
"	``	"
I	PP	I
can	MD	can
improve	VB	improve
education	NN	education
attendance	NN	attendance
rates	NNS	rate
by	IN	by
25	CD	@card@
percent	NN	percent
with	IN	with
just	RB	just
one	CD	one
simple	JJ	simple
thing	NN	thing
,	,	,
"	''	"
you	PP	you
'	POS	'
d	NN	d
make	VB	make
a	DT	a
lot	NN	lot
of	IN	of
friends	NNS	friend
in	IN	in
education	NN	education
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
not	RB	not
the	DT	the
only	JJ	only
thing	NN	thing
it	PP	it
can	MD	can
do	VB	do
for	IN	for
you	PP	you
.	SENT	.
Poop	NN	poop
can	MD	can
cook	VB	cook
your	PP$	your
dinner	NN	dinner
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
got	VBD	get
nutrients	NNS	nutrient
in	IN	in
it	PP	it
.	SENT	.
We	PP	we
ingest	VBP	ingest
nutrients	NNS	nutrient
.	SENT	.
We	PP	we
excrete	VBP	excrete
nutrients	NNS	nutrient
as	IN	as
well	RB	well
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
keep	VB	keep
them	PP	them
all	DT	all
.	SENT	.
In	IN	in
Rwanda	NP	Rwanda
,	,	,
they	PP	they
are	VBP	be
now	RB	now
getting	VBG	get
75	CD	@card@
percent	NN	percent
of	IN	of
their	PP$	their
cooking	JJ	cooking
fuel	NN	fuel
in	IN	in
their	PP$	their
prison	NN	prison
system	NN	system
from	IN	from
the	DT	the
contents	NNS	content
of	IN	of
prisoners	NNS	prisoner
'	POS	'
bowels	NNS	bowel
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
a	DT	a
bunch	NN	bunch
of	IN	of
inmates	NNS	inmate
in	IN	in
a	DT	a
prison	NN	prison
in	IN	in
Butare	NP	<unknown>
.	SENT	.
They	PP	they
'	''	'
re	IN	re
genocidal	JJ	genocidal
inmates	NNS	inmate
,	,	,
most	JJS	most
of	IN	of
them	PP	them
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
stirring	VBG	stir
the	DT	the
contents	NNS	content
of	IN	of
their	PP$	their
own	JJ	own
latrines	NNS	latrine
,	,	,
because	IN	because
if	IN	if
you	PP	you
put	VBD	put
poop	NN	poop
in	IN	in
a	DT	a
sealed	JJ	sealed
environment	NN	environment
,	,	,
in	IN	in
a	DT	a
tank	NN	tank
,	,	,
pretty	RB	pretty
much	RB	much
like	IN	like
a	DT	a
stomach	NN	stomach
,	,	,
then	RB	then
,	,	,
pretty	RB	pretty
much	RB	much
like	IN	like
a	DT	a
stomach	NN	stomach
,	,	,
it	PP	it
gives	VBZ	give
off	RP	off
gas	NN	gas
,	,	,
and	CC	and
you	PP	you
can	MD	can
cook	VB	cook
with	IN	with
it	PP	it
.	SENT	.
And	CC	and
you	PP	you
might	MD	might
think	VB	think
it	PP	it
'	POS	'
s	NN	S
just	RB	just
good	JJ	good
karma	NN	karma
to	TO	to
see	VB	see
these	DT	these
guys	NNS	guy
stirring	VBG	stir
shit	NN	shit
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
also	RB	also
good	JJ	good
economic	JJ	economic
sense	NN	sense
,	,	,
because	IN	because
they	PP	they
'	POS	'
re	NN	re
saving	VBG	save
a	DT	a
million	CD	million
dollars	NNS	dollar
a	DT	a
year	NN	year
.	SENT	.
They	PP	they
'	''	'
re	IN	re
cutting	VBG	cut
down	RP	down
on	IN	on
deforestation	NN	deforestation
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	NN	ve
found	VBD	find
a	DT	a
fuel	NN	fuel
supply	NN	supply
that	WDT	that
is	VBZ	be
inexhaustible	JJ	inexhaustible
,	,	,
infinite	JJ	infinite
and	CC	and
free	JJ	free
at	IN	at
the	DT	the
point	NN	point
of	IN	of
production	NN	production
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
in	IN	in
the	DT	the
poor	JJ	poor
world	NN	world
that	IN	that
poop	NN	poop
can	MD	can
save	VB	save
lives	NNS	life
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
woman	NN	woman
who	WP	who
'	POS	'
s	NN	S
about	RB	about
to	TO	to
get	VB	get
a	DT	a
dose	NN	dose
of	IN	of
the	DT	the
brown	JJ	brown
stuff	NN	stuff
in	IN	in
those	DT	those
syringes	NNS	syringe
,	,	,
which	WDT	which
is	VBZ	be
what	WP	what
you	PP	you
think	VBP	think
it	PP	it
is	VBZ	be
,	,	,
except	IN	except
not	RB	not
quite	RB	quite
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
donated	VBN	donate
.	SENT	.
There	EX	there
is	VBZ	be
now	RB	now
a	DT	a
new	JJ	new
career	NN	career
path	NN	path
called	VBD	call
stool	NN	stool
donor	NN	donor
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
the	DT	the
new	JJ	new
sperm	NN	sperm
donor	NN	donor
.	SENT	.
Because	IN	because
she	PP	she
has	VBZ	have
been	VBN	be
suffering	VBG	suffer
from	IN	from
a	DT	a
superbug	NN	<unknown>
called	VBN	call
C	NP	C
.	SENT	.
diff	NN	diff
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
resistant	NN	resistant
to	TO	to
antibiotics	NNS	antibiotic
in	IN	in
many	JJ	many
cases	NNS	case
.	SENT	.
She	NN	she
'	POS	'
s	RB	<unknown>
been	VBN	be
suffering	VBG	suffer
for	IN	for
years	NNS	year
.	SENT	.
She	PP	she
gets	VBZ	get
a	DT	a
dose	NN	dose
of	IN	of
healthy	JJ	healthy
human	JJ	human
feces	NN	feces
,	,	,
and	CC	and
the	DT	the
cure	NN	cure
rate	NN	rate
for	IN	for
this	DT	this
procedure	NN	procedure
is	VBZ	be
94	CD	@card@
percent	NN	percent
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
astonishing	JJ	astonishing
,	,	,
but	CC	but
hardly	RB	hardly
anyone	NN	anyone
is	VBZ	be
still	RB	still
doing	VBG	do
it	PP	it
.	SENT	.
Maybe	RB	maybe
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
ick	NN	ick
factor	NN	factor
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
okay	NN	okay
,	,	,
because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
team	NN	team
of	IN	of
research	NN	research
scientists	NNS	scientist
in	IN	in
Canada	NP	Canada
who	WP	who
have	VBP	have
now	RB	now
created	VBN	create
a	DT	a
stool	NN	stool
sample	NN	sample
,	,	,
a	DT	a
fake	JJ	fake
stool	NN	stool
sample	NN	sample
which	WDT	which
is	VBZ	be
called	VBN	call
RePOOPulate	JJ	<unknown>
.	SENT	.
So	IN	so
