There	EX	there
place	NN	place
to	TO	to
discuss	VB	discuss
how	WRB	how
I	PP	I
did	VBD	do
that	RB	that
.	SENT	.
But	CC	but
also	RB	also
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
meeting	VBG	meet
one-on-one	JJ	one-on-one
with	IN	with
members	NNS	member
and	CC	and
former	JJ	former
members	NNS	member
of	IN	of
the	DT	the
so-called	JJ	so-called
Coalition	NP	Coalition
of	IN	of
the	DT	the
Willing	NP	Willing
,	,	,
who	WP	who
assisted	VBD	assist
in	IN	in
the	DT	the
invasion	NN	invasion
.	SENT	.
And	CC	and
so	RB	so
,	,	,
whenever	WRB	whenever
I	PP	I
can	MD	can
,	,	,
I	PP	I
meet	VBP	meet
with	IN	with
one	CD	one
of	IN	of
them	PP	them
,	,	,
and	CC	and
I	PP	I
share	VBP	share
the	DT	the
project	NN	project
with	IN	with
them	PP	them
.	SENT	.
And	CC	and
last	JJ	last
summer	NN	summer
,	,	,
I	PP	I
had	VBD	have
the	DT	the
chance	NN	chance
to	TO	to
meet	VB	meet
with	IN	with
former	JJ	former
United	NP	United
States	NPS	States
Attorney	NP	Attorney
General	NP	General
and	CC	and
Torture	VB	torture
Memo	NN	memo
author	NN	author
,	,	,
Alberto	NP	Alberto
Gonzales	NP	Gonzales
.	SENT	.
Matt	NP	Matt
Kenyon	NP	Kenyon
:	:	:
May	MD	may
I	PP	I
give	VB	give
this	DT	this
to	TO	to
you	PP	you
?	SENT	?
This	DT	this
is	VBZ	be
a	DT	a
special	JJ	special
legal	JJ	legal
tablet	NN	tablet
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
actually	RB	actually
part	NN	part
of	IN	of
an	DT	an
ongoing	JJ	ongoing
art	NN	art
project	NN	project
.	SENT	.
Alberto	NP	Alberto
Gonzalez	NP	Gonzalez
:	:	:
This	DT	this
is	VBZ	be
a	DT	a
special	JJ	special
legal	JJ	legal
pad	NN	pad
?	SENT	?
MK	NP	MK
:	:	:
Yes	UH	yes
.	SENT	.
You	PP	you
won	VBD	win
'	''	'
t	NN	t
believe	VBP	believe
me	PP	me
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
in	IN	in
the	DT	the
collection	NN	collection
of	IN	of
the	DT	the
Museum	NP	Museum
of	IN	of
Modern	NP	Modern
Art	NP	Art
;	:	;
I	PP	I
'	POS	'
m	NN	m
an	DT	an
artist	NN	artist
.	SENT	.
MK	NP	MK
:	:	:
And	CC	and
all	DT	all
of	IN	of
the	DT	the
lines	NNS	line
of	IN	of
the	DT	the
paper	NN	paper
are	VBP	be
actually	RB	actually
—	:	-
AG	NP	AG
:	:	:
Are	VBP	be
they	PP	they
going	VBG	go
to	TO	to
disappear	VB	disappear
?	SENT	?
MK	NP	MK
:	:	:
No	UH	no
,	,	,
they	PP	they
'	POS	'
re	NN	re
micro-printed	JJ	micro-printed
text	NN	text
that	WDT	that
contains	VBZ	contain
the	DT	the
names	NNS	name
of	IN	of
individual	JJ	individual
Iraqi	JJ	Iraqi
civilians	NNS	civilian
who	WP	who
have	VBP	have
died	VBN	die
since	IN	since
the	DT	the
invasion	NN	invasion
of	IN	of
Iraq	NP	Iraq
.	SENT	.
AG	NP	AG
:	:	:
Yeah	RB	yeah
.	SENT	.
OK	UH	OK
.	SENT	.
AG	NP	AG
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
MK	NN	MK
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
The	DT	the
way	NN	way
he	PP	he
says	VBZ	say
"	``	"
thank	VB	thank
you	PP	you
"	``	"
really	RB	really
creeps	VBZ	creep
me	PP	me
out	RP	out
.	SENT	.
OK	UH	OK
,	,	,
so	IN	so
I	PP	I
'	POS	'
d	NN	d
like	IN	like
each	DT	each
of	IN	of
you	PP	you
to	TO	to
look	VB	look
under	IN	under
your	PP$	your
chairs	NNS	chair
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
envelope	NN	envelope
.	SENT	.
And	CC	and
please	UH	please
open	VB	open
it	PP	it
.	SENT	.
The	DT	the
paper	NN	paper
you	PP	you
'	POS	'
re	NN	re
holding	NN	holding
in	IN	in
your	PP$	your
hand	NN	hand
contains	VBZ	contain
the	DT	the
details	NNS	detail
of	IN	of
Iraqi	JJ	Iraqi
civilians	NNS	civilian
that	WDT	that
died	VBD	die
as	IN	as
result	NN	result
of	IN	of
the	DT	the
invasion	NN	invasion
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	IN	like
you	PP	you
to	TO	to
use	VB	use
this	DT	this
paper	NN	paper
and	CC	and
write	VB	write
a	DT	a
member	NN	member
of	IN	of
government	NN	government
.	SENT	.
You	PP	you
can	MD	can
help	VB	help
to	TO	to
smuggle	VB	smuggle
this	DT	this
civilian	JJ	civilian
body	NN	body
count	NN	count
into	IN	into
government	NN	government
archives	NN	archives
.	SENT	.
Because	IN	because
every	DT	every
letter	NN	letter
that	RB	that
'	POS	'
s	NN	S
sent	VBD	send
in	IN	in
to	TO	to
the	DT	the
government	NN	government
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
all	RB	all
across	IN	across
the	DT	the
world	NN	world
,	,	,
of	IN	of
course	NN	course
—	:	-
every	DT	every
letter	NN	letter
that	WDT	that
is	VBZ	be
sent	VBN	send
in	IN	in
is	VBZ	be
archived	JJ	<unknown>
,	,	,
filed	VBN	file
and	CC	and
recorded	VBN	record
.	SENT	.
Together	RB	together
,	,	,
we	PP	we
can	MD	can
put	VB	put
this	DT	this
in	IN	in
the	DT	the
mailboxes	NNS	mailbox
and	CC	and
under	IN	under
the	DT	the
noses	NNS	nose
of	IN	of
people	NNS	people
in	IN	in
power	NN	power
.	SENT	.
Everything	NN	everything
that	RB	that
'	POS	'
s	NN	S
sent	VBD	send
in	IN	in
eventually	RB	eventually
becomes	VBZ	become
part	NN	part
of	IN	of
the	DT	the
permanent	JJ	permanent
archive	NN	archive
of	IN	of
our	PP$	our
government	NN	government
,	,	,
our	PP$	our
shared	JJ	shared
historical	JJ	historical
record	NN	record
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Tom	NP	Tom
Rielly	NP	Rielly
:	:	:
So	RB	so
,	,	,
tell	VB	tell
me	PP	me
Matt	NP	Matt
,	,	,
how	WRB	how
did	VBD	do
this	DT	this
idea	NN	idea
come	VBN	come
into	IN	into
your	PP$	your
head	NN	head
,	,	,
of	IN	of
"	``	"
Notepad	NN	notepad
"	''	"
?	SENT	?
Matt	NP	Matt
Kenyon	NP	Kenyon
:	:	:
I	PP	I
'	POS	'
d	NN	d
just	RB	just
finished	VBD	finish
a	DT	a
project	NN	project
that	WDT	that
dealt	VBD	deal
with	IN	with
the	DT	the
US	NP	US
Coalition	NP	Coalition
side	NN	side
of	IN	of
the	DT	the
war	NN	war
and	CC	and
it	PP	it
was	VBD	be
a	DT	a
black	JJ	black
armband	NN	<unknown>
that	WDT	that
was	VBD	be
called	VBN	call
the	DT	the
"	``	"
Improvised	VBN	improvise
Empathetic	JJ	empathetic
Device	NN	device
"	''	"
which	WDT	which
accumulated	VBD	accumulate
,	,	,
in	IN	in
real	JJ	real
time	NN	time
,	,	,
the	DT	the
names	NNS	name
,	,	,
ranks	NNS	rank
,	,	,
cause	NN	cause
of	IN	of
death	NN	death
and	CC	and
location	NN	location
of	IN	of
US	NP	US
service	NN	service
members	NNS	member
who	WP	who
had	VBD	have
died	VBN	die
overseas	RB	overseas
,	,	,
and	CC	and
each	DT	each
time	NN	time
the	DT	the
Department	NP	Department
of	IN	of
Defense	NP	Defense
or	CC	or
CENTCOM	NP	<unknown>
released	VBD	release
their	PP$	their
data	NNS	datum
,	,	,
it	PP	it
would	MD	would
stab	VB	stab
me	PP	me
in	IN	in
the	DT	the
arm	NN	arm
.	SENT	.
And	CC	and
so	RB	so
,	,	,
I	PP	I
became	VBD	become
aware	JJ	aware
that	IN	that
there	EX	there
was	VBD	be
a	DT	a
spectacle	NN	spectacle
associated	VBN	associate
with	IN	with
our	PP$	our
own	JJ	own
people	NNS	people
who	WP	who
were	VBD	be
dying	VBG	die
overseas	RB	overseas
,	,	,
but	CC	but
a	DT	a
disproportionate	JJ	disproportionate
amount	NN	amount
of	IN	of
casualties	NNS	casualty
were	VBD	be
the	DT	the
civilian	JJ	civilian
casualties	NNS	casualty
.	SENT	.
TR	NP	TR
:	:	:
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
MK	NN	MK
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
