So	RB	so
than	IN	than
usual	JJ	usual
,	,	,
these	DT	these
sorts	NNS	sort
of	IN	of
questions	NNS	question
.	SENT	.
One	CD	one
project	NN	project
that	WDT	that
explores	VBZ	explore
these	DT	these
ideas	NNS	idea
,	,	,
which	WDT	which
was	VBD	be
made	VBN	make
about	IN	about
a	DT	a
year	NN	year
ago	RB	ago
,	,	,
is	VBZ	be
a	DT	a
piece	NN	piece
called	VBD	call
We	PP	we
Feel	VBP	feel
Fine	JJ	fine
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
piece	NN	piece
that	IN	that
every	DT	every
two	CD	two
or	CC	or
three	CD	three
minutes	NNS	minute
scans	VBZ	scan
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
newly-posted	JJ	newly-posted
blog	NN	<unknown>
entries	NNS	entry
for	IN	for
occurrences	NNS	occurrence
of	IN	of
the	DT	the
phrases	NNS	phrase
"	``	"
I	PP	I
feel	VBP	feel
"	''	"
or	CC	or
"	``	"
I	PP	I
am	VBP	be
feeling	VBG	feel
.	SENT	.
"	``	"
And	CC	and
when	WRB	when
it	PP	it
finds	VBZ	find
one	CD	one
of	IN	of
those	DT	those
phrases	NNS	phrase
,	,	,
it	PP	it
grabs	VBZ	grab
the	DT	the
sentence	NN	sentence
up	RB	up
to	TO	to
the	DT	the
period	NN	period
,	,	,
and	CC	and
then	RB	then
automatically	RB	automatically
tries	VBZ	try
to	TO	to
deduce	VB	deduce
the	DT	the
age	NN	age
,	,	,
gender	NN	gender
and	CC	and
geographical	JJ	geographical
location	NN	location
of	IN	of
the	DT	the
person	NN	person
that	WDT	that
wrote	VBD	write
that	DT	that
sentence	NN	sentence
.	SENT	.
Then	RB	then
,	,	,
knowing	VBG	know
the	DT	the
geographical	JJ	geographical
location	NN	location
and	CC	and
the	DT	the
time	NN	time
,	,	,
we	PP	we
can	MD	can
also	RB	also
then	RB	then
figure	VB	figure
out	RP	out
the	DT	the
weather	NN	weather
when	WRB	when
that	DT	that
person	NN	person
wrote	VBD	write
the	DT	the
sentence	NN	sentence
.	SENT	.
All	DT	all
of	IN	of
this	DT	this
information	NN	information
is	VBZ	be
saved	VBN	save
in	IN	in
a	DT	a
database	NN	database
that	WDT	that
collects	VBZ	collect
about	IN	about
20	CD	@card@
,	,	,
000	CD	@card@
feelings	NNS	feeling
a	DT	a
day	NN	day
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
running	VBG	run
for	IN	for
about	IN	about
a	DT	a
year	NN	year
and	CC	and
a	DT	a
half	NN	half
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
reached	VBN	reach
about	IN	about
seven-and-a-half	JJ	<unknown>
million	CD	million
human	JJ	human
feelings	NNS	feeling
now	RB	now
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
show	VBP	show
you	PP	you
a	DT	a
glimpse	NN	glimpse
of	IN	of
how	WRB	how
this	DT	this
information	NN	information
is	VBZ	be
then	RB	then
visualized	VBN	visualize
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
We	PP	we
Feel	VBP	feel
Fine	JJ	fine
.	SENT	.
What	WP	what
you	PP	you
see	VBP	see
here	RB	here
is	VBZ	be
a	DT	a
madly	RB	madly
swarming	VBG	swarm
mass	NN	mass
of	IN	of
particles	NNS	particle
,	,	,
each	DT	each
of	IN	of
which	WDT	which
represents	VBZ	represent
a	DT	a
single	JJ	single
human	JJ	human
feeling	NN	feeling
that	WDT	that
was	VBD	be
stated	VBN	state
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
hours	NNS	hour
.	SENT	.
The	DT	the
color	NN	color
of	IN	of
each	DT	each
particle	NN	particle
corresponds	VBZ	correspond
to	TO	to
the	DT	the
type	NN	type
of	IN	of
feeling	VBG	feel
inside	RB	inside
—	:	-
so	RB	so
that	DT	that
happy	JJ	happy
,	,	,
positive	JJ	positive
feelings	NNS	feeling
are	VBP	be
brightly	RB	brightly
colored	VBN	color
.	SENT	.
And	CC	and
sad	JJ	sad
,	,	,
negative	JJ	negative
feelings	NNS	feeling
are	VBP	be
darkly	RB	darkly
colored	VBN	color
.	SENT	.
The	DT	the
diameter	NN	diameter
of	IN	of
each	DT	each
dot	NN	dot
represents	VBZ	represent
the	DT	the
length	NN	length
of	IN	of
the	DT	the
sentence	NN	sentence
inside	NN	inside
,	,	,
so	RB	so
that	IN	that
the	DT	the
large	JJ	large
dots	NNS	dot
contain	VBP	contain
large	JJ	large
sentences	NNS	sentence
,	,	,
and	CC	and
the	DT	the
small	JJ	small
dots	NNS	dot
contain	VBP	contain
small	JJ	small
sentences	NNS	sentence
.	SENT	.
Any	DT	any
dot	NN	dot
can	MD	can
be	VB	be
clicked	VBN	click
and	CC	and
expanded	VBN	expand
.	SENT	.
And	CC	and
we	PP	we
see	VBP	see
here	RB	here
,	,	,
"	''	"
I	PP	I
would	MD	would
just	RB	just
feel	VB	feel
so	RB	so
much	RB	much
better	JJR	good
if	IN	if
I	PP	I
could	MD	could
curl	VB	curl
up	RP	up
in	IN	in
his	PP$	his
arms	NNS	arm
right	RB	right
now	RB	now
and	CC	and
feel	VB	feel
his	PP$	his
affection	NN	affection
for	IN	for
me	PP	me
in	IN	in
the	DT	the
embrace	NN	embrace
of	IN	of
his	PP$	his
body	NN	body
and	CC	and
the	DT	the
tenderness	NN	tenderness
of	IN	of
his	PP$	his
lips	NNS	lip
.	SENT	.
"	``	"
So	IN	so
it	PP	it
gets	VBZ	get
pretty	RB	pretty
hot	JJ	hot
and	CC	and
steamy	JJ	steamy
sometimes	RB	sometimes
in	IN	in
the	DT	the
world	NN	world
of	IN	of
human	JJ	human
emotions	NNS	emotion
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
these	DT	these
are	VBP	be
stated	VBN	state
by	IN	by
people	NNS	people
:	:	:
"	``	"
I	PP	I
know	VBP	know
that	IN	that
objectively	RB	objectively
it	PP	it
really	RB	really
doesn	NN	<unknown>
'	POS	'
t	NN	t
mean	NN	mean
much	RB	much
,	,	,
but	CC	but
after	IN	after
spending	NN	spending
so	IN	so
many	JJ	many
years	NNS	year
as	IN	as
a	DT	a
small	JJ	small
fish	NN	fish
in	IN	in
a	DT	a
big	JJ	big
pond	NN	pond
,	,	,
it	PP	it
'	POS	'
s	NN	S
nice	JJ	nice
to	TO	to
feel	VB	feel
bigger	JJR	big
again	RB	again
.	SENT	.
"	``	"
The	DT	the
dots	NNS	dot
exhibit	VBP	exhibit
human	JJ	human
qualities	NNS	quality
.	SENT	.
They	PP	they
kind	RB	kind
of	IN	of
have	VBP	have
their	PP$	their
own	JJ	own
physics	NNS	physic
,	,	,
and	CC	and
they	PP	they
swarm	VBP	swarm
wildly	RB	wildly
around	RB	around
,	,	,
kind	NN	kind
of	IN	of
exploring	VBG	explore
the	DT	the
world	NN	world
of	IN	of
life	NN	life
.	SENT	.
And	CC	and
then	RB	then
they	PP	they
also	RB	also
exhibit	VBP	exhibit
curiosity	NN	curiosity
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
a	DT	a
few	JJ	few
of	IN	of
them	PP	them
are	VBP	be
swarming	VBG	swarm
around	RP	around
the	DT	the
cursor	NN	cursor
right	RB	right
now	RB	now
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
some	DT	some
other	JJ	other
ones	NNS	one
are	VBP	be
swarming	VBG	swarm
around	RP	around
the	DT	the
bottom	NN	bottom
left	VBD	leave
corner	NN	corner
of	IN	of
the	DT	the
screen	NN	screen
around	IN	around
six	CD	six
words	NNS	word
.	SENT	.
Those	DT	those
six	CD	six
words	NNS	word
represent	VBP	represent
the	DT	the
six	CD	six
movements	NNS	movement
of	IN	of
We	PP	we
Feel	VBP	feel
Fine	JJ	fine
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
currently	RB	currently
seeing	VBG	see
Madness	NN	madness
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
also	RB	also
Murmurs	VBZ	murmur
,	,	,
Montage	NN	montage
,	,	,
Mobs	NNS	mob
,	,	,
Metrics	NP	Metrics
and	CC	and
Mounds	NNS	mound
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
walk	VBP	walk
you	PP	you
through	IN	through
a	DT	a
few	JJ	few
of	IN	of
those	DT	those
now	RB	now
.	SENT	.
Murmurs	NNS	murmur
causes	VBZ	cause
all	DT	all
of	IN	of
the	DT	the
feelings	NNS	feeling
to	TO	to
fly	VB	fly
to	TO	to
the	DT	the
ceiling	NN	ceiling
.	SENT	.
And	CC	and
then	RB	then
,	,	,
one	CD	one
by	IN	by
one	CD	one
,	,	,
in	IN	in
reverse	JJ	reverse
chronological	JJ	chronological
order	NN	order
,	,	,
they	PP	they
excuse	VBP	excuse
themselves	PP	themselves
,	,	,
entering	VBG	enter
the	DT	the
scrolling	VBG	scroll
list	NN	list
of	IN	of
feelings	NNS	feeling
.	SENT	.
"	``	"
I	PP	I
feel	VBP	feel
a	DT	a
bit	NN	bit
better	RBR	well
now	RB	now
.	SENT	.
"	''	"
"	``	"
I	PP	I
feel	VBP	feel
confused	JJ	confused
and	CC	and
unsure	JJ	unsure
of	IN	of
what	WP	what
the	DT	the
hell	NN	hell
I	PP	I
want	VBP	want
to	TO	to
do	VB	do
.	SENT	.
"	''	"
"	``	"
I	PP	I
feel	VBP	feel
gypped	VBN	gyp
out	RP	out
of	IN	of
something	NN	something
awesome	JJ	awesome
here	RB	here
.	SENT	.
"	''	"
"	``	"
I	PP	I
feel	VBP	feel
so	RB	so
free	JJ	free
;	:	;
I	PP	I
feel	VBP	feel
so	RB	so
good	JJ	good
.	SENT	.
"	''	"
"	``	"
I	PP	I
feel	VBP	feel
like	IN	like
I	PP	I
'	POS	'
m	NN	m
in	IN	in
this	DT	this
fog	NN	fog
of	IN	of
depression	NN	depression
that	IN	that
I	PP	I
can	MD	can
'	''	'
t	NN	t
get	VB	get
out	RP	out
of	IN	of
.	SENT	.
"	``	"
And	CC	and
you	PP	you
can	MD	can
click	VB	click
any	DT	any
of	IN	of
these	DT	these
to	TO	to
go	VB	go
out	RP	out
and	CC	and
visit	VB	visit
the	DT	the
blog	NN	<unknown>
from	IN	from
which	WDT	which
it	PP	it
was	VBD	be
collected	VBN	collect
.	SENT	.
And	CC	and
in	IN	in
that	DT	that
way	NN	way
,	,	,
you	PP	you
can	MD	can
connect	VB	connect
with	IN	with
the	DT	the
authors	NNS	author
of	IN	of
these	DT	these
statements	NNS	statement
if	IN	if
you	PP	you
feel	VBP	feel
some	DT	some
degree	NN	degree
of	IN	of
empathy	NN	empathy
.	SENT	.
The	DT	the
next	JJ	next
movement	NN	movement
is	VBZ	be
called	VBN	call
Montage	NN	montage
.	SENT	.
Montage	NN	montage
causes	VBZ	cause
all	DT	all
of	IN	of
the	DT	the
feelings	NNS	feeling
that	WDT	that
contain	VBP	contain
photographs	NNS	photograph
to	TO	to
become	VB	become
extracted	VBN	extract
and	CC	and
display	VB	display
themselves	PP	themselves
in	IN	in
a	DT	a
grid	NN	grid
.	SENT	.
This	DT	this
grid	NN	grid
is	VBZ	be
then	RB	then
said	VBN	say
to	TO	to
represent	VB	represent
the	DT	the
picture	NN	picture
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	NN	S
feelings	NNS	feeling
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
hours	NNS	hour
,	,	,
if	IN	if
you	PP	you
will	MD	will
.	SENT	.
Each	DT	each
of	IN	of
these	DT	these
can	MD	can
be	VB	be
clicked	VBN	click
and	CC	and
we	PP	we
can	MD	can
blow	VB	blow
it	PP	it
up	RP	up
.	SENT	.
We	PP	we
see	VBP	see
,	,	,
"	''	"
I	PP	I
just	RB	just
feel	VBP	feel
like	IN	like
I	PP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
have	VB	have
fun	NN	fun
if	IN	if
it	PP	it
'	POS	'
s	NN	S
not	RB	not
the	DT	the
both	CC	both
of	IN	of
us	PP	us
.	SENT	.
"	``	"
That	DT	that
was	VBD	be
from	IN	from
someone	NN	someone
in	IN	in
Michigan	NP	Michigan
.	SENT	.
We	PP	we
see	VBP	see
,	,	,
"	``	"
I	PP	I
feel	VBP	feel
like	IN	like
I	PP	I
have	VBP	have
been	VBN	be
at	IN	at
a	DT	a
computer	NN	computer
all	DT	all
day	NN	day
.	SENT	.
"	``	"
These	DT	these
are	VBP	be
automatically	RB	automatically
constructed	VBN	construct
using	VBG	use
the	DT	the
found	VBN	find
objects	NNS	object
:	:	:
"	``	"
I	PP	I
think	VBP	think
I	PP	I
feel	VBP	feel
a	DT	a
little	RB	little
full	JJ	full
.	SENT	.
"	``	"
The	DT	the
next	JJ	next
movement	NN	movement
is	VBZ	be
called	VBN	call
mobs	NNS	mob
.	SENT	.
Mobs	NNS	mob
provides	VBZ	provide
different	JJ	different
statistical	JJ	statistical
breakdowns	NNS	breakdown
of	IN	of
the	DT	the
population	NN	population
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	NN	S
feelings	NNS	feeling
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
hours	NNS	hour
.	SENT	.
We	PP	we
see	VBP	see
that	IN	that
"	``	"
better	JJR	good
"	''	"
is	VBZ	be
the	DT	the
most	RBS	most
frequent	JJ	frequent
feeling	NN	feeling
right	RB	right
now	RB	now
,	,	,
followed	VBN	follow
by	IN	by
"	``	"
good	JJ	good
,	,	,
"	''	"
"	``	"
bad	JJ	bad
,	,	,
"	''	"
"	``	"
guilty	JJ	guilty
,	,	,
"	''	"
"	''	"
right	RB	right
,	,	,
"	''	"
"	''	"
down	RB	down
,	,	,
"	''	"
"	``	"
sick	JJ	sick
"	''	"
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
We	PP	we
can	MD	can
also	RB	also
get	VB	get
a	DT	a
gender	NN	gender
breakdown	NN	breakdown
.	SENT	.
And	CC	and
we	PP	we
see	VBP	see
that	IN	that
women	NNS	woman
are	VBP	be
slightly	RB	slightly
more	RBR	more
prolific	JJ	prolific
talking	NN	talking
about	IN	about
their	PP$	their
emotions	NNS	emotion
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
hours	NNS	hour
than	IN	than
men	NNS	man
.	SENT	.
We	PP	we
can	MD	can
do	VB	do
an	DT	an
age	NN	age
breakdown	NN	breakdown
,	,	,
which	WDT	which
gives	VBZ	give
us	PP	us
a	DT	a
histogram	NN	histogram
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
emotional	JJ	emotional
distribution	NN	distribution
by	IN	by
age	NN	age
.	SENT	.
We	PP	we
see	VBP	see
people	NNS	people
in	IN	in
their	PP$	their
twenties	NNS	twenty
are	VBP	be
the	DT	the
most	RBS	most
prolific	JJ	prolific
,	,	,
followed	VBN	follow
by	IN	by
teenagers	NNS	teenager
,	,	,
and	CC	and
then	RB	then
people	NNS	people
in	IN	in
their	PP$	their
thirties	NNS	thirty
,	,	,
and	CC	and
it	PP	it
dies	VBZ	die
out	RP	out
very	RB	very
quickly	RB	quickly
from	IN	from
there	RB	there
.	SENT	.
In	IN	in
weather	NN	weather
,	,	,
the	DT	the
feelings	NNS	feeling
assume	VBP	assume
the	DT	the
physical	JJ	physical
characteristics	NNS	characteristic
of	IN	of
the	DT	the
weather	NN	weather
that	IN	that
they	PP	they
represent	VBP	represent
,	,	,
so	RB	so
that	IN	that
the	DT	the
ones	NNS	one
collected	VBN	collect
on	IN	on
a	DT	a
sunny	JJ	sunny
day	NN	day
swirl	NN	swirl
around	RB	around
as	RB	as
if	IN	if
they	PP	they
'	POS	'
re	NN	re
part	NN	part
of	IN	of
the	DT	the
sun	NN	sun
.	SENT	.
The	DT	the
cloudy	JJ	cloudy
ones	NNS	one
float	VBP	float
along	RP	along
as	RB	as
if	IN	if
they	PP	they
'	POS	'
re	NN	re
on	IN	on
a	DT	a
breeze	NN	breeze
.	SENT	.
The	DT	the
rainy	JJ	rainy
ones	NNS	one
fall	VBP	fall
down	RB	down
as	RB	as
if	IN	if
they	PP	they
'	POS	'
re	NN	re
in	IN	in
a	DT	a
rainstorm	NN	rainstorm
,	,	,
and	CC	and
the	DT	the
snowy	JJ	snowy
ones	NNS	one
kind	NN	kind
of	IN	of
flutter	NN	flutter
to	TO	to
the	DT	the
ground	NN	ground
.	SENT	.
Finally	RB	finally
,	,	,
location	NN	location
causes	VBZ	cause
the	DT	the
feelings	NNS	feeling
to	TO	to
move	VB	move
to	TO	to
their	PP$	their
positions	NNS	position
on	IN	on
a	DT	a
world	NN	world
map	NN	map
showing	VBG	show
the	DT	the
geographical	JJ	geographical
distribution	NN	distribution
of	IN	of
feelings	NNS	feeling
.	SENT	.
Metrics	NP	Metrics
provides	VBZ	provide
more	RBR	more
numerical	JJ	numerical
views	NNS	view
on	IN	on
the	DT	the
data	NNS	datum
.	SENT	.
We	PP	we
see	VBP	see
that	IN	that
the	DT	the
world	NN	world
is	VBZ	be
feeling	VBG	feel
"	``	"
used	VBN	use
"	''	"
at	IN	at
3	CD	@card@
.	SENT	.
3	CD	@card@
times	NNS	time
the	DT	the
normal	JJ	normal
level	NN	level
right	RB	right
now	RB	now
.	SENT	.
They	PP	they
'	''	'
re	IN	re
feeling	VBG	feel
"	``	"
warm	JJ	warm
"	''	"
at	IN	at
2	CD	@card@
.	SENT	.
9	CD	@card@
times	NNS	time
the	DT	the
normal	JJ	normal
level	NN	level
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
Other	JJ	other
views	NNS	view
are	VBP	be
also	RB	also
available	JJ	available
.	SENT	.
Here	RB	here
are	VBP	be
gender	NN	gender
,	,	,
age	NN	age
,	,	,
weather	NN	weather
,	,	,
location	NN	location
.	SENT	.
The	DT	the
final	JJ	final
movement	NN	movement
is	VBZ	be
called	VBN	call
Mounds	NNS	mound
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
bit	NN	bit
different	JJ	different
from	IN	from
the	DT	the
others	NNS	other
.	SENT	.
Mounds	NNS	mound
visualizes	VBZ	visualize
the	DT	the
entire	JJ	entire
dataset	NN	<unknown>
as	IN	as
large	JJ	large
,	,	,
gelatinous	JJ	gelatinous
blobs	NNS	blob
which	WDT	which
kind	RB	kind
of	IN	of
jiggle	VB	jiggle
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
hold	VBP	hold
down	RP	down
my	PP$	my
cursor	NN	cursor
,	,	,
they	PP	they
do	VBP	do
a	DT	a
little	JJ	little
dance	NN	dance
.	SENT	.
We	PP	we
see	VBP	see
"	``	"
better	JJR	good
"	''	"
is	VBZ	be
the	DT	the
most	RBS	most
frequent	JJ	frequent
feeling	NN	feeling
,	,	,
followed	VBN	follow
by	IN	by
"	``	"
bad	JJ	bad
.	SENT	.
"	''	"
And	CC	and
then	RB	then
if	IN	if
I	PP	I
go	VBP	go
over	RP	over
here	RB	here
,	,	,
the	DT	the
list	NN	list
begins	VBZ	begin
to	TO	to
scroll	VB	scroll
,	,	,
and	CC	and
there	EX	there
are	VBP	be
actually	RB	actually
thousands	NNS	thousand
of	IN	of
feelings	NNS	feeling
that	WDT	that
have	VBP	have
been	VBN	be
collected	VBN	collect
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
the	DT	the
little	JJ	little
pink	JJ	pink
cursor	NN	cursor
moving	VBG	move
along	RP	along
,	,	,
representing	VBG	represent
our	PP$	our
position	NN	position
.	SENT	.
Here	RB	here
we	PP	we
see	VBP	see
people	NNS	people
that	WDT	that
feel	VBP	feel
"	``	"
slipping	VBG	slip
,	,	,
"	''	"
"	``	"
nauseous	JJ	nauseous
,	,	,
"	''	"
"	``	"
responsible	JJ	responsible
.	SENT	.
"	``	"
There	EX	there
'	''	'
s	NNS	<unknown>
also	RB	also
a	DT	a
search	NN	search
capability	NN	capability
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
finding	VBG	find
out	RP	out
about	IN	about
a	DT	a
certain	JJ	certain
population	NN	population
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
you	PP	you
could	MD	could
find	VB	find
women	NNS	woman
who	WP	who
feel	VBP	feel
"	``	"
addicted	JJ	addicted
"	''	"
in	IN	in
their	PP$	their
20s	NNS	20s
when	WRB	when
it	PP	it
was	VBD	be
cloudy	JJ	cloudy
in	IN	in
Bangladesh	NP	Bangladesh
