Pat	NP	Pat
afraid	JJ	afraid
is	VBZ	be
I	PP	I
would	MD	would
get	VB	get
on	IN	on
the	DT	the
TED	VBP	ted
stage	NN	stage
,	,	,
and	CC	and
talk	NN	talk
about	IN	about
women	NNS	woman
,	,	,
and	CC	and
leadership	NN	leadership
.	SENT	.
And	CC	and
I	PP	I
did	VBD	do
,	,	,
and	CC	and
survived	VBD	survive
.	SENT	.
PM	NN	pm
:	:	:
I	PP	I
would	MD	would
say	VB	say
,	,	,
not	RB	not
only	RB	only
survived	VBN	survive
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
thinking	NN	thinking
of	IN	of
that	DT	that
moment	NN	moment
,	,	,
Sheryl	NP	Sheryl
,	,	,
when	WRB	when
you	PP	you
and	CC	and
I	PP	I
were	VBD	be
standing	VBG	stand
backstage	RB	backstage
together	RB	together
,	,	,
and	CC	and
you	PP	you
turned	VBD	turn
to	TO	to
me	PP	me
,	,	,
and	CC	and
you	PP	you
told	VBD	tell
me	PP	me
a	DT	a
story	NN	story
.	SENT	.
And	CC	and
I	PP	I
said	VBD	say
—	:	-
very	RB	very
last	JJ	last
minute	NN	minute
—	:	-
you	PP	you
know	VBP	know
,	,	,
you	PP	you
really	RB	really
should	MD	should
share	VB	share
that	DT	that
story	NN	story
.	SENT	.
SS	NP	SS
:	:	:
Oh	UH	oh
,	,	,
yeah	RB	yeah
.	SENT	.
PM	NP	PM
:	:	:
What	WP	what
was	VBD	be
that	DT	that
story	NN	story
?	SENT	?
SS	NP	SS
:	:	:
Well	UH	well
,	,	,
it	PP	it
'	POS	'
s	NN	S
an	DT	an
important	JJ	important
part	NN	part
of	IN	of
the	DT	the
journey	NN	journey
.	SENT	.
So	RB	so
I	PP	I
had	VBD	have
—	:	-
TEDWomen	NP	TEDWomen
—	:	-
the	DT	the
original	JJ	original
one	CD	one
was	VBD	be
in	IN	in
D	NP	D
.	SENT	.
C	LS	c
.	SENT	.
—	:	-
so	IN	so
I	PP	I
live	VBP	live
here	RB	here
,	,	,
so	RB	so
I	PP	I
had	VBD	have
gotten	VBN	get
on	IN	on
a	DT	a
plane	NN	plane
the	DT	the
day	NN	day
before	RB	before
,	,	,
and	CC	and
my	PP$	my
daughter	NN	daughter
was	VBD	be
three	CD	three
,	,	,
she	PP	she
was	VBD	be
clinging	VBG	cling
to	TO	to
my	PP$	my
leg	NN	leg
:	:	:
"	``	"
Mommy	NP	Mommy
,	,	,
don	NN	don
'	POS	'
t	NN	t
go	NN	go
.	SENT	.
"	''	"
And	CC	and
Pat	NP	Pat
'	POS	'
s	NNS	<unknown>
a	DT	a
friend	NN	friend
,	,	,
and	CC	and
so	RB	so
,	,	,
not	RB	not
related	VBN	relate
to	TO	to
the	DT	the
speech	NN	speech
I	PP	I
was	VBD	be
planning	VBG	plan
on	IN	on
giving	NN	giving
,	,	,
which	WDT	which
was	VBD	be
chock	RB	chock
full	JJ	full
of	IN	of
facts	NNS	fact
and	CC	and
figures	NNS	figure
,	,	,
and	CC	and
nothing	NN	nothing
personal	JJ	personal
,	,	,
I	PP	I
told	VBD	tell
Pat	NP	Pat
the	DT	the
story	NN	story
.	SENT	.
I	PP	I
said	VBD	say
,	,	,
well	RB	well
,	,	,
I	PP	I
'	POS	'
m	NN	m
having	VBG	have
a	DT	a
hard	JJ	hard
day	NN	day
.	SENT	.
Yesterday	RB	yesterday
my	PP$	my
daughter	NN	daughter
was	VBD	be
clinging	VBG	cling
to	TO	to
my	PP$	my
leg	NN	leg
,	,	,
and	CC	and
"	``	"
Don	NP	Don
'	POS	'
t	NN	t
go	NN	go
.	SENT	.
"	``	"
And	CC	and
you	PP	you
looked	VBD	look
at	IN	at
me	PP	me
and	CC	and
said	VBD	say
,	,	,
you	PP	you
have	VBP	have
to	TO	to
tell	VB	tell
that	DT	that
story	NN	story
.	SENT	.
I	PP	I
said	VBD	say
,	,	,
on	IN	on
the	DT	the
TED	VBP	ted
stage	NN	stage
?	SENT	?
Are	VBP	be
you	PP	you
kidding	VBG	kid
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
get	VB	get
on	IN	on
a	DT	a
stage	NN	stage
and	CC	and
admit	VB	admit
my	PP$	my
daughter	NN	daughter
was	VBD	be
clinging	VBG	cling
to	TO	to
my	PP$	my
leg	NN	leg
?	SENT	?
And	CC	and
you	PP	you
said	VBD	say
yes	UH	yes
,	,	,
because	IN	because
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
talk	VB	talk
about	IN	about
getting	VBG	get
more	JJR	more
women	NNS	woman
into	IN	into
leadership	NN	leadership
roles	NNS	role
,	,	,
you	PP	you
have	VBP	have
to	TO	to
be	VB	be
honest	JJ	honest
about	RB	about
how	WRB	how
hard	JJ	hard
it	PP	it
is	VBZ	be
.	SENT	.
And	CC	and
I	PP	I
did	VBD	do
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	VBG	<unknown>
a	DT	a
really	RB	really
important	JJ	important
part	NN	part
of	IN	of
the	DT	the
journey	NN	journey
.	SENT	.
The	DT	the
same	JJ	same
thing	NN	thing
happened	VBD	happen
when	WRB	when
I	PP	I
wrote	VBD	write
my	PP$	my
book	NN	book
.	SENT	.
I	PP	I
started	VBD	start
writing	VBG	write
the	DT	the
book	NN	book
.	SENT	.
I	PP	I
wrote	VBD	write
a	DT	a
first	JJ	first
chapter	NN	chapter
,	,	,
I	PP	I
thought	VBD	think
it	PP	it
was	VBD	be
fabulous	JJ	fabulous
.	SENT	.
It	PP	it
was	VBD	be
chock-full	JJ	chock-full
of	IN	of
data	NNS	datum
and	CC	and
figures	NNS	figure
,	,	,
I	PP	I
had	VBD	have
three	CD	three
pages	NNS	page
on	IN	on
matrilineal	JJ	matrilineal
Maasai	NP	<unknown>
tribes	NNS	tribe
,	,	,
and	CC	and
their	PP$	their
sociological	JJ	sociological
patterns	NNS	pattern
.	SENT	.
My	PP$	my
husband	NN	husband
read	VBD	read
it	PP	it
and	CC	and
he	PP	he
was	VBD	be
like	JJ	like
,	,	,
this	DT	this
is	VBZ	be
like	IN	like
eating	VBG	eat
your	PP$	your
Wheaties	NP	Wheaties
.	SENT	.
No	RB	no
one	CD	one
—	:	-
and	CC	and
I	PP	I
apologize	VBP	apologize
to	TO	to
Wheaties	NP	Wheaties
if	IN	if
there	RB	there
'	''	'
s	NN	S
someone	NN	someone
—	:	-
no	RB	no
one	CD	one
,	,	,
no	DT	no
one	CD	one
will	MD	will
read	VB	read
this	DT	this
book	NN	book
.	SENT	.
And	CC	and
I	PP	I
realized	VBD	realize
through	IN	through
the	DT	the
process	NN	process
that	IN	that
I	PP	I
had	VBD	have
to	TO	to
be	VB	be
more	RBR	more
honest	JJ	honest
and	CC	and
more	RBR	more
open	JJ	open
,	,	,
and	CC	and
I	PP	I
had	VBD	have
to	TO	to
tell	VB	tell
my	PP$	my
stories	NNS	story
.	SENT	.
My	PP$	my
stories	NNS	story
of	IN	of
still	RB	still
not	RB	not
feeling	VBG	feel
as	RB	as
self-confident	JJ	self-confident
as	IN	as
I	PP	I
should	MD	should
,	,	,
in	IN	in
many	JJ	many
situations	NNS	situation
.	SENT	.
My	PP$	my
first	JJ	first
and	CC	and
failed	JJ	failed
marriage	NN	marriage
.	SENT	.
Crying	VBG	cry
at	IN	at
work	NN	work
.	SENT	.
Felling	VBG	fell
like	IN	like
I	PP	I
didn	NN	<unknown>
'	POS	'
t	NN	t
belong	VBP	belong
there	RB	there
,	,	,
feeling	VBG	feel
guilty	JJ	guilty
to	TO	to
this	DT	this
day	NN	day
.	SENT	.
And	CC	and
part	NN	part
of	IN	of
my	PP$	my
journey	NN	journey
,	,	,
starting	VBG	start
on	IN	on
this	DT	this
stage	NN	stage
,	,	,
going	VBG	go
to	TO	to
"	``	"
Lean	VB	lean
In	IN	in
,	,	,
"	''	"
going	VBG	go
to	TO	to
the	DT	the
foundation	NN	foundation
,	,	,
is	VBZ	be
all	RB	all
about	IN	about
being	VBG	be
more	JJR	more
open	JJ	open
and	CC	and
honest	JJ	honest
about	IN	about
those	DT	those
challenges	NNS	challenge
,	,	,
so	RB	so
that	IN	that
other	JJ	other
women	NNS	woman
can	MD	can
be	VB	be
more	RBR	more
open	JJ	open
and	CC	and
honest	JJ	honest
,	,	,
and	CC	and
all	DT	all
of	IN	of
us	PP	us
can	MD	can
work	VB	work
together	RB	together
towards	IN	towards
real	JJ	real
equality	NN	equality
.	SENT	.
PM	NN	pm
:	:	:
I	PP	I
think	VBP	think
that	IN	that
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
striking	JJ	striking
parts	NNS	part
about	IN	about
the	DT	the
book	NN	book
,	,	,
and	CC	and
in	IN	in
my	PP$	my
opinion	NN	opinion
,	,	,
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
it	PP	it
'	POS	'
s	NN	S
hit	VBD	hit
such	PDT	such
a	DT	a
nerve	NN	nerve
and	CC	and
is	VBZ	be
resonating	VBG	resonate
around	RP	around
the	DT	the
world	NN	world
,	,	,
is	VBZ	be
that	IN	that
you	PP	you
are	VBP	be
personal	JJ	personal
in	IN	in
the	DT	the
book	NN	book
,	,	,
and	CC	and
that	IN	that
you	PP	you
do	VBP	do
make	VB	make
it	PP	it
clear	JJ	clear
that	IN	that
,	,	,
while	IN	while
you	PP	you
'	POS	'
ve	NN	ve
observed	VBD	observe
some	DT	some
things	NNS	thing
that	WDT	that
are	VBP	be
very	RB	very
important	JJ	important
for	IN	for
other	JJ	other
women	NNS	woman
to	TO	to
know	VB	know
,	,	,
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
had	VBD	have
the	DT	the
same	JJ	same
challenges	NNS	challenge
that	IN	that
many	JJ	many
others	NNS	other
of	IN	of
us	PP	us
have	VBP	have
,	,	,
as	IN	as
you	PP	you
faced	VBD	face
the	DT	the
hurdles	NNS	hurdle
and	CC	and
the	DT	the
barriers	NNS	barrier
and	CC	and
possibly	RB	possibly
the	DT	the
people	NNS	people
who	WP	who
don	VBP	don
'	POS	'
t	NN	t
believe	VBP	believe
the	DT	the
same	JJ	same
.	SENT	.
So	IN	so
talk	NN	talk
about	IN	about
that	DT	that
process	NN	process
:	:	:
deciding	VBG	decide
you	PP	you
'	POS	'
d	NN	d
go	VBP	go
public	JJ	public
with	IN	with
the	DT	the
private	JJ	private
part	NN	part
,	,	,
and	CC	and
then	RB	then
you	PP	you
would	MD	would
also	RB	also
put	VB	put
yourself	PP	yourself
in	IN	in
the	DT	the
position	NN	position
of	IN	of
something	NN	something
of	IN	of
an	DT	an
expert	NN	expert
on	IN	on
how	WRB	how
to	TO	to
resolve	VB	resolve
those	DT	those
challenges	NNS	challenge
.	SENT	.
SS	NP	SS
:	:	:
After	IN	after
I	PP	I
did	VBD	do
the	DT	the
TED	VB	ted
Talk	NN	talk
,	,	,
what	WDT	what
happened	VBD	happen
was	VBD	be
—	:	-
you	PP	you
know	VBP	know
,	,	,
I	PP	I
never	RB	never
really	RB	really
expected	VBN	expect
to	TO	to
write	VB	write
a	DT	a
book	NN	book
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
an	DT	an
author	NN	author
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
a	DT	a
writer	NN	writer
,	,	,
and	CC	and
it	PP	it
was	VBD	be
viewed	VBN	view
a	DT	a
lot	NN	lot
,	,	,
and	CC	and
it	PP	it
really	RB	really
started	VBD	start
impacting	VBG	impact
people	NNS	people
'	POS	'
s	NN	S
lives	NNS	life
.	SENT	.
I	PP	I
got	VBD	get
this	DT	this
great	JJ	great
—	:	-
-	NN	<unknown>
one	CD	one
of	IN	of
the	DT	the
first	JJ	first
letters	NNS	letter
I	PP	I
got	VBD	get
was	VBD	be
from	IN	from
a	DT	a
woman	NN	woman
who	WP	who
said	VBD	say
that	IN	that
she	PP	she
was	VBD	be
offered	VBN	offer
a	DT	a
really	RB	really
big	JJ	big
promotion	NN	promotion
at	IN	at
work	NN	work
,	,	,
and	CC	and
she	PP	she
turned	VBD	turn
it	PP	it
down	RP	down
,	,	,
and	CC	and
she	PP	she
told	VBD	tell
her	PP$	her
best	JJS	good
friend	NN	friend
she	PP	she
turned	VBD	turn
it	PP	it
down	RP	down
,	,	,
and	CC	and
her	PP$	her
best	JJS	good
friend	NN	friend
said	VBD	say
,	,	,
you	PP	you
really	RB	really
need	VBP	need
to	TO	to
watch	VB	watch
this	DT	this
TED	VBP	ted
Talk	NN	talk
.	SENT	.
And	CC	and
so	RB	so
she	PP	she
watched	VBD	watch
this	DT	this
TED	VB	ted
Talk	NN	talk
,	,	,
and	CC	and
she	PP	she
went	VBD	go
back	RB	back
the	DT	the
next	JJ	next
day	NN	day
,	,	,
she	PP	she
took	VBD	take
the	DT	the
job	NN	job
,	,	,
she	PP	she
went	VBD	go
home	NN	home
,	,	,
and	CC	and
she	PP	she
handed	VBD	hand
her	PP$	her
husband	NN	husband
the	DT	the
grocery	NN	grocery
list	NN	list
.	SENT	.
And	CC	and
she	PP	she
said	VBD	say
,	,	,
I	PP	I
can	MD	can
do	VB	do
this	DT	this
.	SENT	.
And	CC	and
what	WP	what
really	RB	really
mattered	VBD	matter
to	TO	to
me	PP	me
—	:	-
it	PP	it
wasn	NNS	<unknown>
'	POS	'
t	NN	t
only	JJ	only
women	NNS	woman
in	IN	in
the	DT	the
corporate	JJ	corporate
world	NN	world
,	,	,
even	RB	even
though	IN	though
I	PP	I
did	VBD	do
hear	VB	hear
from	IN	from
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
,	,	,
and	CC	and
it	PP	it
did	VBD	do
impact	NN	impact
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
,	,	,
it	PP	it
was	VBD	be
also	RB	also
people	NNS	people
of	IN	of
all	DT	all
different	JJ	different
circumstances	NNS	circumstance
.	SENT	.
There	EX	there
was	VBD	be
a	DT	a
doctor	NN	doctor
I	PP	I
met	VBD	meet
who	WP	who
was	VBD	be
an	DT	an
attending	VBG	attend
physician	NN	physician
at	IN	at
Johns	NP	Johns
Hopkins	NP	Hopkins
,	,	,
and	CC	and
he	PP	he
said	VBD	say
that	IN	that
until	IN	until
he	PP	he
saw	VBD	see
my	PP$	my
TED	VB	ted
Talk	NN	talk
,	,	,
it	PP	it
never	RB	never
really	RB	really
occurred	VBN	occur
to	TO	to
him	PP	him
that	IN	that
even	RB	even
though	IN	though
half	PDT	half
the	DT	the
students	NNS	student
in	IN	in
his	PP$	his
med	JJ	<unknown>
school	NN	school
classes	NNS	class
were	VBD	be
women	NNS	woman
,	,	,
they	PP	they
weren	NNS	<unknown>
'	POS	'
t	NN	t
speaking	VBG	speak
as	RB	as
much	RB	much
as	IN	as
the	DT	the
men	NNS	man
as	IN	as
he	PP	he
did	VBD	do
his	PP$	his
rounds	NNS	round
.	SENT	.
So	RB	so
he	PP	he
started	VBD	start
paying	VBG	pay
attention	NN	attention
,	,	,
and	CC	and
as	IN	as
he	PP	he
waited	VBD	wait
for	IN	for
raised	VBN	raise
hands	NNS	hand
,	,	,
he	PP	he
realized	VBD	realize
the	DT	the
men	NNS	man
'	POS	'
s	NN	S
hands	NNS	hand
were	VBD	be
up	RP	up
.	SENT	.
So	RB	so
he	PP	he
started	VBD	start
encouraging	VBG	encourage
the	DT	the
women	NNS	woman
to	TO	to
raise	VB	raise
their	PP$	their
hands	NNS	hand
more	RBR	more
,	,	,
and	CC	and
it	PP	it
still	RB	still
didn	NN	<unknown>
'	POS	'
t	NN	t
work	NN	work
.	SENT	.
So	RB	so
he	PP	he
told	VBD	tell
everyone	NN	everyone
,	,	,
no	DT	no
more	JJR	more
hand	NN	hand
raising	VBG	raise
,	,	,
I	PP	I
'	POS	'
m	NN	m
cold-calling	NN	cold-calling
.	SENT	.
So	RB	so
he	PP	he
could	MD	could
call	VB	call
evenly	RB	evenly
on	IN	on
men	NNS	man
and	CC	and
women	NNS	woman
.	SENT	.
And	CC	and
what	WP	what
he	PP	he
proved	VBD	prove
to	TO	to
himself	PP	himself
was	VBD	be
that	IN	that
the	DT	the
women	NNS	woman
knew	VBD	know
the	DT	the
answers	NNS	answer
just	RB	just
as	RB	as
well	RB	well
or	CC	or
better	JJR	good
,	,	,
and	CC	and
he	PP	he
was	VBD	be
able	JJ	able
to	TO	to
go	VB	go
back	RB	back
to	TO	to
them	PP	them
and	CC	and
tell	VB	tell
them	PP	them
that	DT	that
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
was	VBD	be
the	DT	the
woman	NN	woman
,	,	,
stay-at-home	JJ	stay-at-home
mom	NN	mom
,	,	,
lives	VBZ	live
in	IN	in
a	DT	a
really	RB	really
difficult	JJ	difficult
neighborhood	NN	neighborhood
,	,	,
with	IN	with
not	RB	not
a	DT	a
great	JJ	great
school	NN	school
,	,	,
she	PP	she
said	VBD	say
that	WDT	that
TED	VBP	ted
Talk	NN	talk
—	:	-
she	PP	she
'	POS	'
s	NN	S
never	RB	never
had	VBD	have
a	DT	a
corporate	JJ	corporate
job	NN	job
,	,	,
but	CC	but
that	WDT	that
TED	VBP	ted
Talk	NN	talk
inspired	VBD	inspire
her	PP	her
to	TO	to
go	VB	go
to	TO	to
her	PP$	her
school	NN	school
and	CC	and
fight	NN	fight
for	IN	for
a	DT	a
better	JJR	good
teacher	NN	teacher
for	IN	for
her	PP$	her
child	NN	child
.	SENT	.
And	CC	and
I	PP	I
guess	VBP	guess
it	PP	it
was	VBD	be
part	NN	part
of	IN	of
was	VBD	be
finding	VBG	find
my	PP$	my
own	JJ	own
voice	NN	voice
.	SENT	.
And	CC	and
I	PP	I
realized	VBD	realize
that	IN	that
other	JJ	other
women	NNS	woman
and	CC	and
men	NNS	man
could	MD	could
find	VB	find
their	PP$	their
voice	NN	voice
through	IN	through
it	PP	it
,	,	,
which	WDT	which
is	VBZ	be
why	WRB	why
I	PP	I
went	VBD	go
from	IN	from
the	DT	the
talk	NN	talk
to	TO	to
the	DT	the
book	NN	book
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
in	IN	in
the	DT	the
book	NN	book
,	,	,
you	PP	you
not	RB	not
only	RB	only
found	VBD	find
your	PP$	your
voice	NN	voice
,	,	,
which	WDT	which
is	VBZ	be
clear	JJ	clear
and	CC	and
strong	JJ	strong
in	IN	in
the	DT	the
book	NN	book
,	,	,
but	CC	but
you	PP	you
also	RB	also
share	VBP	share
what	WP	what
you	PP	you
'	POS	'
ve	NN	ve
learned	VBD	learn
—	:	-
the	DT	the
experiences	NNS	experience
of	IN	of
other	JJ	other
people	NNS	people
in	IN	in
the	DT	the
lessons	NNS	lesson
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
'	POS	'
m	NN	m
thinking	VBG	think
about	RB	about
in	IN	in
terms	NNS	term
of	IN	of
putting	VBG	put
yourself	PP	yourself
in	IN	in
a	DT	a
—	:	-
you	PP	you
became	VBD	become
a	DT	a
sort	NN	sort
of	IN	of
expert	NN	expert
in	IN	in
how	WRB	how
you	PP	you
lean	VBP	lean
in	IN	in
.	SENT	.
So	RB	so
what	WP	what
did	VBD	do
that	DT	that
feel	NN	feel
like	IN	like
,	,	,
and	CC	and
become	VB	become
like	IN	like
in	IN	in
your	PP$	your
life	NN	life
?	SENT	?
To	TO	to
launch	VB	launch
not	RB	not
just	RB	just
a	DT	a
book	NN	book
,	,	,
not	RB	not
just	RB	just
a	DT	a
best-selling	JJS	best-selling
,	,	,
best-viewed	JJ	<unknown>
talk	NN	talk
,	,	,
but	CC	but
a	DT	a
movement	NN	movement
,	,	,
where	WRB	where
people	NNS	people
began	VBD	begin
to	TO	to
literally	RB	literally
describe	VB	describe
their	PP$	their
actions	NNS	action
at	IN	at
work	NN	work
as	RB	as
,	,	,
I	PP	I
'	POS	'
m	NN	m
leaning	VBG	lean
in	IN	in
.	SENT	.
SS	NP	SS
:	:	:
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
'	POS	'
m	NN	m
grateful	JJ	grateful
,	,	,
I	PP	I
'	POS	'
m	NN	m
honored	VBD	honor
,	,	,
I	PP	I
'	POS	'
m	NN	m
happy	JJ	happy
