Oliver	NP	Oliver
sign	VB	sign
them	PP	them
back	RB	back
up	RB	up
on	IN	on
Match	NN	match
.	SENT	.
com	NN	com
.	SENT	.
We	PP	we
love	VBP	love
them	PP	them
anyway	RB	anyway
,	,	,
and	CC	and
we	PP	we
stick	VBP	stick
to	TO	to
it	PP	it
,	,	,
and	CC	and
that	DT	that
is	VBZ	be
what	WP	what
I	PP	I
did	VBD	do
with	IN	with
my	PP$	my
dog	NN	dog
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
a	DT	a
—	:	-
I	PP	I
'	POS	'
d	NN	d
studied	VBD	study
biology	NN	biology
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
Ph	NN	Ph
.	SENT	.
D	LS	d
.	SENT	.
in	IN	in
history	NN	history
of	IN	of
science	NN	science
from	IN	from
MIT	NP	MIT
,	,	,
and	CC	and
had	VBD	have
you	PP	you
asked	VBD	ask
me	PP	me
10	CD	@card@
years	NNS	year
ago	RB	ago
if	IN	if
a	DT	a
dog	NN	dog
I	PP	I
loved	VBD	love
,	,	,
or	CC	or
just	RB	just
dogs	VBZ	dog
generally	RB	generally
,	,	,
had	VBD	have
emotions	NNS	emotion
,	,	,
I	PP	I
would	MD	would
have	VB	have
said	VBN	say
yes	UH	yes
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
that	IN	that
I	PP	I
would	MD	would
have	VB	have
told	VBN	tell
you	PP	you
that	IN	that
they	PP	they
can	MD	can
also	RB	also
wind	VB	wind
up	RP	up
with	IN	with
an	DT	an
anxiety	NN	anxiety
disorder	NN	disorder
,	,	,
a	DT	a
Prozac	NP	Prozac
prescription	NN	prescription
and	CC	and
a	DT	a
therapist	NN	therapist
.	SENT	.
But	CC	but
then	RB	then
,	,	,
I	PP	I
fell	VBD	fall
in	IN	in
love	NN	love
,	,	,
and	CC	and
I	PP	I
realized	VBD	realize
that	IN	that
they	PP	they
can	MD	can
,	,	,
and	CC	and
actually	RB	actually
trying	VBG	try
to	TO	to
help	VB	help
my	PP$	my
own	JJ	own
dog	NN	dog
overcome	VB	overcome
his	PP$	his
panic	NN	panic
and	CC	and
his	PP$	his
anxiety	NN	anxiety
,	,	,
it	PP	it
just	RB	just
changed	VBD	change
my	PP$	my
life	NN	life
.	SENT	.
It	PP	it
cracked	VBD	crack
open	RP	open
my	PP$	my
world	NN	world
.	SENT	.
And	CC	and
I	PP	I
spent	VBD	spend
the	DT	the
last	JJ	last
seven	CD	seven
years	NNS	year
,	,	,
actually	RB	actually
,	,	,
looking	VBG	look
into	IN	into
this	DT	this
topic	NN	topic
of	IN	of
mental	JJ	mental
illness	NN	illness
in	IN	in
other	JJ	other
animals	NNS	animal
.	SENT	.
Can	MD	can
they	PP	they
be	VB	be
mentally	RB	mentally
ill	JJ	ill
like	IN	like
people	NNS	people
,	,	,
and	CC	and
if	IN	if
so	RB	so
,	,	,
what	WP	what
does	VBZ	do
it	PP	it
mean	VB	mean
about	IN	about
us	PP	us
?	SENT	?
And	CC	and
what	WP	what
I	PP	I
discovered	VBN	discover
is	VBZ	be
that	IN	that
I	PP	I
do	VBP	do
believe	VB	believe
they	PP	they
can	MD	can
suffer	VB	suffer
from	IN	from
mental	JJ	mental
illness	NN	illness
,	,	,
and	CC	and
actually	RB	actually
looking	VBG	look
and	CC	and
trying	VBG	try
to	TO	to
identify	VB	identify
mental	JJ	mental
illness	NN	illness
in	IN	in
them	PP	them
often	RB	often
helps	VBZ	help
us	PP	us
be	VB	be
better	JJR	good
friends	NNS	friend
to	TO	to
them	PP	them
and	CC	and
also	RB	also
can	MD	can
help	VB	help
us	PP	us
better	RBR	well
understand	VB	understand
ourselves	PP	ourselves
.	SENT	.
So	IN	so
let	NN	let
'	POS	'
s	JJ	<unknown>
talk	NN	talk
about	IN	about
diagnosis	NN	diagnosis
for	IN	for
a	DT	a
minute	NN	minute
.	SENT	.
Many	JJ	many
of	IN	of
us	PP	us
think	VBP	think
that	IN	that
we	PP	we
can	MD	can
'	''	'
t	NN	t
know	VBP	know
what	WP	what
another	DT	another
animal	NN	animal
is	VBZ	be
thinking	VBG	think
,	,	,
and	CC	and
that	WDT	that
is	VBZ	be
true	JJ	true
,	,	,
but	CC	but
any	DT	any
of	IN	of
you	PP	you
in	IN	in
relationships	NNS	relationship
—	:	-
at	IN	at
least	JJS	least
this	DT	this
is	VBZ	be
my	PP$	my
case	NN	case
—	:	-
just	RB	just
because	IN	because
you	PP	you
ask	VBP	ask
someone	NN	someone
that	IN	that
you	PP	you
'	POS	'
re	NN	re
with	IN	with
or	CC	or
your	PP$	your
parent	NN	parent
or	CC	or
your	PP$	your
child	NN	child
how	WRB	how
they	PP	they
feel	VBP	feel
doesn	NP	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
that	IN	that
they	PP	they
can	MD	can
tell	VB	tell
you	PP	you
.	SENT	.
They	PP	they
may	MD	may
not	RB	not
have	VB	have
words	NNS	word
to	TO	to
explain	VB	explain
what	WP	what
it	PP	it
is	VBZ	be
that	IN	that
they	PP	they
'	POS	'
re	NN	re
feeling	NN	feeling
,	,	,
and	CC	and
they	PP	they
may	MD	may
not	RB	not
know	VB	know
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
actually	RB	actually
a	DT	a
pretty	RB	pretty
recent	JJ	recent
phenomenon	NN	phenomenon
that	IN	that
we	PP	we
feel	VBP	feel
that	IN	that
we	PP	we
have	VBP	have
to	TO	to
talk	VB	talk
to	TO	to
someone	NN	someone
to	TO	to
understand	VB	understand
their	PP$	their
emotional	JJ	emotional
distress	NN	distress
.	SENT	.
Before	IN	before
the	DT	the
early	JJ	early
20th	JJ	20th
century	NN	century
,	,	,
physicians	NNS	physician
often	RB	often
diagnosed	VBD	diagnose
emotional	JJ	emotional
distress	NN	distress
in	IN	in
their	PP$	their
patients	NNS	patient
just	RB	just
by	IN	by
observation	NN	observation
.	SENT	.
It	PP	it
also	RB	also
turns	VBZ	turn
out	RP	out
that	IN	that
thinking	VBG	think
about	IN	about
mental	JJ	mental
illness	NN	illness
in	IN	in
other	JJ	other
animals	NNS	animal
isn	NN	isn
'	POS	'
t	NN	t
actually	RB	actually
that	IN	that
much	RB	much
of	IN	of
a	DT	a
stretch	NN	stretch
.	SENT	.
Most	RBS	most
mental	JJ	mental
disorders	NNS	disorder
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
are	VBP	be
fear	NN	fear
and	CC	and
anxiety	NN	anxiety
disorders	NNS	disorder
,	,	,
and	CC	and
when	WRB	when
you	PP	you
think	VBP	think
about	IN	about
it	PP	it
,	,	,
fear	NN	fear
and	CC	and
anxiety	NN	anxiety
are	VBP	be
actually	RB	actually
really	RB	really
extremely	RB	extremely
helpful	JJ	helpful
animal	NN	animal
emotions	NNS	emotion
.	SENT	.
Usually	RB	usually
we	PP	we
feel	VBP	feel
fear	NN	fear
and	CC	and
anxiety	NN	anxiety
in	IN	in
situations	NNS	situation
that	WDT	that
are	VBP	be
dangerous	JJ	dangerous
,	,	,
and	CC	and
once	RB	once
we	PP	we
feel	VBP	feel
them	PP	them
,	,	,
we	PP	we
then	RB	then
are	VBP	be
motivated	VBN	motivate
to	TO	to
move	VB	move
away	RP	away
from	IN	from
whatever	WDT	whatever
is	VBZ	be
dangerous	JJ	dangerous
.	SENT	.
The	DT	the
problem	NN	problem
is	VBZ	be
when	WRB	when
we	PP	we
begin	VBP	begin
to	TO	to
feel	VB	feel
fear	NN	fear
and	CC	and
anxiety	NN	anxiety
in	IN	in
situations	NNS	situation
that	DT	that
don	NN	don
'	POS	'
t	NN	t
call	NN	call
for	IN	for
it	PP	it
.	SENT	.
Mood	NN	mood
disorders	NNS	disorder
,	,	,
too	RB	too
,	,	,
may	MD	may
actually	RB	actually
just	RB	just
be	VB	be
the	DT	the
unfortunate	JJ	unfortunate
downside	NN	downside
of	IN	of
being	VBG	be
a	DT	a
feeling	NN	feeling
animal	NN	animal
,	,	,
and	CC	and
obsessive	JJ	obsessive
compulsive	JJ	compulsive
disorders	NNS	disorder
also	RB	also
are	VBP	be
often	RB	often
manifestations	NNS	manifestation
of	IN	of
a	DT	a
really	RB	really
healthy	JJ	healthy
animal	NN	animal
thing	NN	thing
which	WDT	which
is	VBZ	be
keeping	VBG	keep
yourself	PP	yourself
clean	JJ	clean
and	CC	and
groomed	VBN	groom
.	SENT	.
This	DT	this
tips	NNS	tip
into	IN	into
the	DT	the
territory	NN	territory
of	IN	of
mental	JJ	mental
illness	NN	illness
when	WRB	when
you	PP	you
do	VBP	do
things	NNS	thing
like	VBP	like
compulsively	RB	compulsively
over-wash	VB	<unknown>
your	PP$	your
hands	NNS	hand
or	CC	or
paws	NNS	paw
,	,	,
or	CC	or
you	PP	you
develop	VBP	develop
a	DT	a
ritual	NN	ritual
that	RB	that
'	POS	'
s	NN	S
so	RB	so
extreme	JJ	extreme
that	IN	that
you	PP	you
can	MD	can
'	''	'
t	NN	t
sit	VBP	sit
down	RP	down
to	TO	to
a	DT	a
bowl	NN	bowl
of	IN	of
food	NN	food
unless	IN	unless
you	PP	you
engage	VBP	engage
in	IN	in
that	DT	that
ritual	NN	ritual
.	SENT	.
So	RB	so
for	IN	for
humans	NNS	human
,	,	,
we	PP	we
have	VBP	have
the	DT	the
"	``	"
Diagnostic	JJ	diagnostic
and	CC	and
Statistical	NP	Statistical
Manual	NP	Manual
,	,	,
"	''	"
which	WDT	which
is	VBZ	be
basically	RB	basically
an	DT	an
atlas	NN	atlas
of	IN	of
the	DT	the
currently	RB	currently
agreed-upon	JJ	<unknown>
mental	JJ	mental
disorders	NNS	disorder
.	SENT	.
In	IN	in
other	JJ	other
animals	NNS	animal
,	,	,
we	PP	we
have	VBP	have
YouTube	NN	<unknown>
.	SENT	.
This	DT	this
is	VBZ	be
just	RB	just
one	CD	one
search	NN	search
I	PP	I
did	VBD	do
for	IN	for
"	``	"
OCD	JJ	<unknown>
dog	NN	dog
"	''	"
but	CC	but
I	PP	I
encourage	VBP	encourage
all	DT	all
of	IN	of
you	PP	you
to	TO	to
look	VB	look
at	IN	at
"	``	"
OCD	JJ	<unknown>
cat	NN	cat
.	SENT	.
"	``	"
You	PP	you
will	MD	will
be	VB	be
shocked	VBN	shock
by	IN	by
what	WP	what
you	PP	you
see	VBP	see
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
just	RB	just
a	DT	a
couple	NN	couple
examples	NNS	example
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
example	NN	example
of	IN	of
shadow-chasing	NN	shadow-chasing
.	SENT	.
I	PP	I
know	VBP	know
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
funny	JJ	funny
and	CC	and
in	IN	in
some	DT	some
ways	NNS	way
it	PP	it
'	POS	'
s	NNS	<unknown>
cute	JJ	cute
.	SENT	.
The	DT	the
issue	NN	issue
,	,	,
though	RB	though
,	,	,
is	VBZ	be
that	IN	that
dogs	NNS	dog
can	MD	can
develop	VB	develop
compulsions	NNS	compulsion
like	IN	like
this	DT	this
that	WDT	that
they	PP	they
then	RB	then
engage	VBP	engage
in	IN	in
all	DT	all
day	NN	day
.	SENT	.
So	RB	so
they	PP	they
won	VBD	win
'	''	'
t	NN	t
go	VB	go
for	IN	for
a	DT	a
walk	NN	walk
,	,	,
they	PP	they
won	VBD	win
'	''	'
t	NN	t
hang	VB	hang
out	RP	out
with	IN	with
their	PP$	their
friends	NNS	friend
,	,	,
they	PP	they
won	VBD	win
'	''	'
t	NN	t
eat	VB	eat
.	SENT	.
They	PP	they
'	POS	'
ll	NNS	<unknown>
develop	VBP	develop
fixations	NNS	fixation
like	IN	like
chasing	VBG	chase
their	PP$	their
tails	NNS	tail
compulsively	RB	compulsively
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
an	DT	an
example	NN	example
of	IN	of
a	DT	a
cat	NN	cat
named	VBN	name
Gizmo	NN	gizmo
.	SENT	.
He	PP	he
looks	VBZ	look
like	IN	like
he	PP	he
'	POS	'
s	NN	S
on	IN	on
a	DT	a
stakeout	NN	stakeout
but	CC	but
he	PP	he
does	VBZ	do
this	DT	this
for	IN	for
many	JJ	many
,	,	,
many	JJ	many
,	,	,
many	JJ	many
hours	NNS	hour
a	DT	a
day	NN	day
.	SENT	.
He	PP	he
just	RB	just
sits	VBZ	sit
there	RB	there
and	CC	and
he	PP	he
will	MD	will
paw	VB	paw
and	CC	and
paw	VB	paw
and	CC	and
paw	VB	paw
at	IN	at
the	DT	the
screen	NN	screen
.	SENT	.
This	DT	this
is	VBZ	be
another	DT	another
example	NN	example
of	IN	of
what	WP	what
'	POS	'
s	NN	S
considered	VBD	consider
a	DT	a
stereotypic	JJ	stereotypic
behavior	NN	behavior
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
sun	NN	sun
bear	NN	bear
at	IN	at
the	DT	the
Oakland	NP	Oakland
Zoo	NN	zoo
named	VBN	name
Ting	NP	Ting
Ting	NP	Ting
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
just	RB	just
sort	VB	sort
of	IN	of
happened	VBN	happen
upon	IN	upon
this	DT	this
scene	NN	scene
,	,	,
you	PP	you
might	MD	might
think	VB	think
that	IN	that
Ting	NP	Ting
Ting	NP	Ting
is	VBZ	be
just	RB	just
playing	VBG	play
with	IN	with
a	DT	a
stick	NN	stick
,	,	,
but	CC	but
Ting	NP	Ting
Ting	NP	Ting
does	VBZ	do
this	DT	this
all	DT	all
day	NN	day
,	,	,
and	CC	and
if	IN	if
you	PP	you
pay	VBP	pay
close	JJ	close
attention	NN	attention
and	CC	and
if	IN	if
I	PP	I
showed	VBD	show
you	PP	you
guys	VBZ	guy
the	DT	the
full	JJ	full
half-hour	NN	half-hour
of	IN	of
this	DT	this
clip	NN	clip
,	,	,
you	PP	you
'	POS	'
d	NN	d
see	VBP	see
that	IN	that
he	PP	he
does	VBZ	do
the	DT	the
exact	JJ	exact
same	JJ	same
thing	NN	thing
in	IN	in
the	DT	the
exact	JJ	exact
same	JJ	same
order	NN	order
,	,	,
and	CC	and
he	PP	he
spins	VBZ	spin
the	DT	the
stick	NN	stick
in	IN	in
the	DT	the
exact	JJ	exact
same	JJ	same
way	NN	way
every	DT	every
time	NN	time
.	SENT	.
Other	JJ	other
super	JJ	super
common	JJ	common
behaviors	NNS	behavior
that	IN	that
you	PP	you
may	MD	may
see	VB	see
,	,	,
particularly	RB	particularly
in	IN	in
captive	JJ	captive
animals	NNS	animal
,	,	,
are	VBP	be
pacing	VBG	pace
stereotypies	NNS	stereotypy
or	CC	or
swaying	VBG	sway
stereotypies	NNS	stereotypy
,	,	,
and	CC	and
actually	RB	actually
,	,	,
humans	NNS	human
do	VBP	do
this	DT	this
too	RB	too
,	,	,
and	CC	and
in	IN	in
us	PP	us
,	,	,
we	PP	we
'	POS	'
ll	NN	ll
sway	NN	sway
,	,	,
we	PP	we
'	POS	'
ll	JJ	<unknown>
move	NN	move
from	IN	from
side	NN	side
to	TO	to
side	NN	side
.	SENT	.
Many	JJ	many
of	IN	of
us	PP	us
do	VBP	do
this	DT	this
,	,	,
and	CC	and
sometimes	RB	sometimes
it	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
effort	NN	effort
to	TO	to
soothe	VB	soothe
ourselves	PP	ourselves
,	,	,
and	CC	and
I	PP	I
think	VBP	think
in	IN	in
other	JJ	other
animals	NNS	animal
that	WDT	that
is	VBZ	be
often	RB	often
the	DT	the
case	NN	case
too	RB	too
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
stereotypic	JJ	stereotypic
behaviors	NNS	behavior
that	IN	that
other	JJ	other
animals	NNS	animal
engage	VBP	engage
in	IN	in
.	SENT	.
This	DT	this
is	VBZ	be
Gigi	NP	Gigi
.	SENT	.
She	NN	she
'	POS	'
s	NNS	<unknown>
a	DT	a
gorilla	NN	gorilla
that	WDT	that
lives	VBZ	live
at	IN	at
the	DT	the
Franklin	NP	Franklin
Park	NP	Park
Zoo	NN	zoo
in	IN	in
Boston	NP	Boston
.	SENT	.
She	PP	she
actually	RB	actually
has	VBZ	have
a	DT	a
Harvard	NP	Harvard
psychiatrist	NN	psychiatrist
,	,	,
and	CC	and
she	PP	she
'	POS	'
s	RB	<unknown>
been	VBN	be
treated	VBN	treat
for	IN	for
a	DT	a
mood	NN	mood
disorder	NN	disorder
among	IN	among
other	JJ	other
things	NNS	thing
.	SENT	.
Many	JJ	many
animals	NNS	animal
develop	VBP	develop
mood	NN	mood
disorders	NNS	disorder
.	SENT	.
Lots	NNS	lot
of	IN	of
creatures	NNS	creature
—	:	-
this	DT	this
horse	NN	horse
is	VBZ	be
just	RB	just
one	CD	one
example	NN	example
—	:	-
develop	VB	develop
self-destructive	JJ	self-destructive
behaviors	NNS	behavior
.	SENT	.
They	PP	they
'	POS	'
ll	JJ	<unknown>
gnaw	NN	gnaw
on	IN	on
things	NNS	thing
or	CC	or
do	VBP	do
other	JJ	other
things	NNS	thing
that	WDT	that
may	MD	may
also	RB	also
soothe	VB	soothe
them	PP	them
,	,	,
even	RB	even
if	IN	if
they	PP	they
'	POS	'
re	NN	re
self-destructive	JJ	self-destructive
,	,	,
which	WDT	which
could	MD	could
be	VB	be
considered	VBN	consider
similar	JJ	similar
to	TO	to
the	DT	the
ways	NNS	way
that	IN	that
some	DT	some
humans	NNS	human
cut	VB	cut
themselves	PP	themselves
.	SENT	.
Plucking	VBG	pluck
.	SENT	.
Turns	VBZ	turn
out	RP	out
,	,	,
if	IN	if
you	PP	you
have	VBP	have
fur	NN	fur
or	CC	or
feathers	NNS	feather
or	CC	or
skin	NN	skin
,	,	,
you	PP	you
can	MD	can
pluck	VB	pluck
yourself	PP	yourself
compulsively	RB	compulsively
,	,	,
and	CC	and
some	DT	some
parrots	NNS	parrot
actually	RB	actually
have	VBP	have
been	VBN	be
studied	VBN	study
to	TO	to
better	RBR	well
understand	VB	understand
trichotillomania	NN	trichotillomania
,	,	,
or	CC	or
compulsive	JJ	compulsive
plucking	VBG	pluck
in	IN	in
humans	NNS	human
,	,	,
something	NN	something
that	WDT	that
affects	VBZ	affect
20	CD	@card@
million	CD	million
Americans	NPS	Americans
right	NN	right
now	RB	now
.	SENT	.
Lab	NN	lab
rats	NNS	rat
pluck	VBP	pluck
themselves	PP	themselves
too	RB	too
.	SENT	.
In	IN	in
them	PP	them
,	,	,
it	PP	it
'	POS	'
s	NN	S
called	VBD	call
barbering	VBG	barber
.	SENT	.
Canine	JJ	canine
veterans	NNS	veteran
of	IN	of
conflicts	NNS	conflict
of	IN	of
Iraq	NP	Iraq
and	CC	and
Afghanistan	NP	Afghanistan
are	VBP	be
coming	VBG	come
back	RB	back
with	IN	with
what	WP	what
'	POS	'
s	NN	S
considered	VBD	consider
canine	JJ	canine
PTSD	NN	<unknown>
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	IN	re
having	VBG	have
a	DT	a
hard	JJ	hard
time	NN	time
reentering	VBG	reenter
civilian	JJ	civilian
life	NN	life
when	WRB	when
they	PP	they
come	VBP	come
back	RB	back
from	IN	from
deployments	NNS	deployment
.	SENT	.
They	PP	they
can	MD	can
be	VB	be
too	RB	too
scared	VBN	scare
to	TO	to
approach	VB	approach
men	NNS	man
with	IN	with
beards	NNS	beard
or	CC	or
to	TO	to
hop	VB	hop
into	IN	into
cars	NNS	car
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
careful	JJ	careful
and	CC	and
be	VB	be
clear	JJ	clear
,	,	,
though	RB	though
.	SENT	.
I	PP	I
do	VBP	do
not	RB	not
think	VB	think
that	DT	that
canine	JJ	canine
PTSD	NN	<unknown>
is	VBZ	be
the	DT	the
same	JJ	same
as	IN	as
human	JJ	human
PTSD	NNS	<unknown>
.	SENT	.
But	CC	but
I	PP	I
also	RB	also
do	VBP	do
not	RB	not
think	VB	think
that	IN	that
my	PP$	my
PTSD	NN	<unknown>
is	VBZ	be
like	IN	like
your	PP$	your
PTSD	NN	<unknown>
,	,	,
or	CC	or
that	IN	that
my	PP$	my
anxiety	NN	anxiety
or	CC	or
that	IN	that
my	PP$	my
sadness	NN	sadness
is	VBZ	be
like	IN	like
yours	PP	yours
.	SENT	.
We	PP	we
are	VBP	be
all	RB	all
different	JJ	different
.	SENT	.
We	PP	we
also	RB	also
all	RB	all
have	VB	have
very	RB	very
different	JJ	different
susceptibilities	NNS	susceptibility
.	SENT	.
So	RB	so
two	CD	two
dogs	NNS	dog
,	,	,
raised	VBN	raise
in	IN	in
the	DT	the
same	JJ	same
household	NN	household
,	,	,
exposed	VBN	expose
to	TO	to
the	DT	the
very	RB	very
same	JJ	same
things	NNS	thing
,	,	,
one	PP	one
may	MD	may
develop	VB	develop
,	,	,
say	VB	say
,	,	,
a	DT	a
debilitating	JJ	debilitating
fear	NN	fear
of	IN	of
motorcycles	NNS	motorcycle
,	,	,
or	CC	or
a	DT	a
phobia	NN	phobia
of	IN	of
the	DT	the
beep	NN	beep
of	IN	of
the	DT	the
microwave	NN	microwave
,	,	,
and	CC	and
another	DT	another
one	CD	one
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
just	RB	just
fine	JJ	fine
.	SENT	.
So	RB	so
one	CD	one
thing	NN	thing
that	IN	that
people	NNS	people
ask	VB	ask
me	PP	me
pretty	RB	pretty
frequently	RB	frequently
:	:	:
Is	VBZ	be
this	DT	this
just	RB	just
an	DT	an
instance	NN	instance
of	IN	of
humans	NNS	human
driving	VBG	drive
other	JJ	other
animals	NNS	animal
crazy	JJ	crazy
?	SENT	?
Or	CC	or
,	,	,
is	VBZ	be
animal	JJ	animal
mental	JJ	mental
illness	NN	illness
just	RB	just
a	DT	a
result	NN	result
of	IN	of
mistreatment	NN	mistreatment
or	CC	or
abuse	NN	abuse
?	SENT	?
And	CC	and
it	PP	it
turns	VBZ	turn
out	IN	out
we	PP	we
'	POS	'
re	NN	re
actually	RB	actually
so	RB	so
much	RB	much
more	RBR	more
complicated	JJ	complicated
than	IN	than
that	DT	that
.	SENT	.
So	RB	so
one	CD	one
great	JJ	great
thing	NN	thing
that	WDT	that
has	VBZ	have
happened	VBN	happen
to	TO	to
me	PP	me
is	VBZ	be
recently	RB	recently
I	PP	I
published	VBD	publish
a	DT	a
book	NN	book
on	IN	on
this	DT	this
,	,	,
and	CC	and
every	DT	every
day	NN	day
now	RB	now
that	IN	that
I	PP	I
open	VB	open
my	PP$	my
email	NN	<unknown>
or	CC	or
when	WRB	when
I	PP	I
go	VBP	go
to	TO	to
a	DT	a
reading	NN	reading
or	CC	or
even	RB	even
when	WRB	when
I	PP	I
go	VBP	go
to	TO	to
a	DT	a
cocktail	NN	cocktail
party	NN	party
,	,	,
people	NNS	people
tell	VB	tell
me	PP	me
their	PP$	their
stories	NNS	story
of	IN	of
the	DT	the
animals	NNS	animal
that	IN	that
they	PP	they
have	VBP	have
met	VBN	meet
.	SENT	.
And	CC	and
recently	RB	recently
,	,	,
I	PP	I
did	VBD	do
a	DT	a
reading	NN	reading
in	IN	in
California	NP	California
,	,	,
and	CC	and
a	DT	a
woman	NN	woman
raised	VBD	raise
her	PP$	her
hand	NN	hand
after	IN	after
the	DT	the
talk	NN	talk
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Dr	NP	Dr
.	SENT	.
Braitman	NP	Braitman
,	,	,
I	PP	I
think	VBP	think
my	PP$	my
cat	NN	cat
has	VBZ	have
PTSD	JJ	<unknown>
.	SENT	.
"	``	"
And	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
why	WRB	why
?	SENT	?
Tell	VB	tell
me	PP	me
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
it	PP	it
.	SENT	.
"	''	"
So	RB	so
,	,	,
Ping	NP	Ping
is	VBZ	be
her	PP$	her
cat	NN	cat
.	SENT	.
She	PP	she
was	VBD	be
a	DT	a
rescue	NN	rescue
,	,	,
and	CC	and
she	PP	she
used	VBD	use
to	TO	to
live	VB	live
with	IN	with
an	DT	an
elderly	JJ	elderly
man	NN	man
,	,	,
and	CC	and
one	CD	one
day	NN	day
the	DT	the
man	NN	man
was	VBD	be
vacuuming	VBG	vacuum
and	CC	and
he	PP	he
suffered	VBD	suffer
a	DT	a
heart	NN	heart
attack	NN	attack
,	,	,
and	CC	and
he	PP	he
died	VBD	die
.	SENT	.
A	DT	a
week	NN	week
later	RBR	later
,	,	,
Ping	NP	Ping
was	VBD	be
discovered	VBN	discover
in	IN	in
the	DT	the
apartment	NN	apartment
alongside	IN	alongside
the	DT	the
body	NN	body
of	IN	of
her	PP$	her
owner	NN	owner
,	,	,
and	CC	and
the	DT	the
vacuum	NN	vacuum
