What	WP	what
find	VB	find
one	PP	one
.	SENT	.
Then	RB	then
,	,	,
one	CD	one
night	NN	night
about	IN	about
two	CD	two
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
was	VBD	be
looking	VBG	look
after	IN	after
my	PP$	my
grandfather	NN	grandfather
and	CC	and
I	PP	I
saw	VBD	see
him	PP	him
stepping	VBG	step
out	RP	out
of	IN	of
the	DT	the
bed	NN	bed
.	SENT	.
The	DT	the
moment	NN	moment
his	PP$	his
foot	NN	foot
landed	VBD	land
on	IN	on
the	DT	the
floor	NN	floor
,	,	,
I	PP	I
thought	VBD	think
,	,	,
why	WRB	why
don	NN	don
'	POS	'
t	NN	t
I	PP	I
put	VBD	put
a	DT	a
pressure	NN	pressure
sensor	NN	sensor
on	IN	on
the	DT	the
heel	NN	heel
of	IN	of
his	PP$	his
foot	NN	foot
?	SENT	?
Once	RB	once
he	PP	he
stepped	VBD	step
onto	IN	onto
the	DT	the
floor	NN	floor
and	CC	and
out	RB	out
of	IN	of
the	DT	the
bed	NN	bed
,	,	,
the	DT	the
pressure	NN	pressure
sensor	NN	sensor
would	MD	would
detect	VB	detect
an	DT	an
increase	NN	increase
in	IN	in
pressure	NN	pressure
caused	VBN	cause
by	IN	by
body	NN	body
weight	NN	weight
and	CC	and
then	RB	then
wirelessly	RB	<unknown>
send	VB	send
an	DT	an
audible	JJ	audible
alert	NN	alert
to	TO	to
the	DT	the
caregiver	NN	caregiver
'	POS	'
s	NN	S
smartphone	NN	smartphone
.	SENT	.
That	DT	that
way	NN	way
,	,	,
my	PP$	my
aunt	NN	aunt
could	MD	could
sleep	VB	sleep
much	RB	much
better	JJR	good
at	IN	at
night	NN	night
without	IN	without
having	VBG	have
to	TO	to
worry	VB	worry
about	IN	about
my	PP$	my
grandfather	NN	grandfather
'	POS	'
s	NN	S
wandering	NN	wandering
.	SENT	.
So	RB	so
now	RB	now
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
perform	VB	perform
a	DT	a
demonstration	NN	demonstration
of	IN	of
this	DT	this
sock	NN	sock
.	SENT	.
Could	MD	could
I	PP	I
please	VB	please
have	VBP	have
my	PP$	my
sock	NN	sock
model	NN	model
on	IN	on
the	DT	the
stage	NN	stage
?	SENT	?
Great	JJ	great
.	SENT	.
So	RB	so
once	RB	once
the	DT	the
patient	JJ	patient
steps	NNS	step
onto	IN	onto
the	DT	the
floor	NN	floor
—	:	-
—	:	-
an	DT	an
alert	NN	alert
is	VBZ	be
sent	VBN	send
to	TO	to
the	DT	the
caregiver	NN	caregiver
'	POS	'
s	NN	S
smartphone	NN	smartphone
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
,	,	,
sock	VB	sock
model	NN	model
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
drawing	NN	drawing
of	IN	of
my	PP$	my
preliminary	JJ	preliminary
design	NN	design
.	SENT	.
My	PP$	my
desire	NN	desire
to	TO	to
create	VB	create
a	DT	a
sensor-based	JJ	<unknown>
technology	NN	technology
perhaps	RB	perhaps
stemmed	VBD	stem
from	IN	from
my	PP$	my
lifelong	JJ	lifelong
love	NN	love
for	IN	for
sensors	NNS	sensor
and	CC	and
technology	NN	technology
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
six	CD	six
years	NNS	year
old	JJ	old
,	,	,
an	DT	an
elderly	JJ	elderly
family	NN	family
friend	NN	friend
fell	VBD	fall
down	RP	down
in	IN	in
the	DT	the
bathroom	NN	bathroom
and	CC	and
suffered	VBD	suffer
severe	JJ	severe
injuries	NNS	injury
.	SENT	.
I	PP	I
became	VBD	become
concerned	VBN	concern
about	IN	about
my	PP$	my
own	JJ	own
grandparents	NNS	grandparent
and	CC	and
decided	VBD	decide
to	TO	to
invent	VB	invent
a	DT	a
smart	JJ	smart
bathroom	NN	bathroom
system	NN	system
.	SENT	.
Motion	NN	motion
sensors	NNS	sensor
would	MD	would
be	VB	be
installed	VBN	install
inside	IN	inside
the	DT	the
tiles	NNS	tile
of	IN	of
bathroom	NN	bathroom
floors	NNS	floor
to	TO	to
detect	VB	detect
the	DT	the
falls	NNS	fall
of	IN	of
elderly	JJ	elderly
patients	NNS	patient
whenever	WRB	whenever
they	PP	they
fell	VBD	fall
down	RP	down
in	IN	in
the	DT	the
bathroom	NN	bathroom
.	SENT	.
Since	IN	since
I	PP	I
was	VBD	be
only	RB	only
six	CD	six
years	NNS	year
old	JJ	old
at	IN	at
the	DT	the
time	NN	time
and	CC	and
I	PP	I
hadn	NN	<unknown>
'	POS	'
t	NN	t
graduated	VBD	graduate
from	IN	from
kindergarten	NN	kindergarten
yet	RB	yet
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
the	DT	the
necessary	JJ	necessary
resources	NNS	resource
and	CC	and
tools	NNS	tool
to	TO	to
translate	VB	translate
my	PP$	my
idea	NN	idea
into	IN	into
reality	NN	reality
,	,	,
but	CC	but
nonetheless	RB	nonetheless
,	,	,
my	PP$	my
research	NN	research
experience	NN	experience
really	RB	really
implanted	VBN	implant
in	IN	in
me	PP	me
a	DT	a
firm	NN	firm
desire	NN	desire
to	TO	to
use	VB	use
sensors	NNS	sensor
to	TO	to
help	VB	help
the	DT	the
elderly	JJ	elderly
people	NNS	people
.	SENT	.
I	PP	I
really	RB	really
believe	VBP	believe
that	IN	that
sensors	NNS	sensor
can	MD	can
improve	VB	improve
the	DT	the
quality	NN	quality
of	IN	of
life	NN	life
of	IN	of
the	DT	the
elderly	JJ	elderly
.	SENT	.
When	WRB	when
I	PP	I
laid	VBD	lay
out	RP	out
my	PP$	my
plan	NN	plan
,	,	,
I	PP	I
realized	VBD	realize
that	IN	that
I	PP	I
faced	VBD	face
three	CD	three
main	JJ	main
challenges	NNS	challenge
:	:	:
first	RB	first
,	,	,
creating	VBG	create
a	DT	a
sensor	NN	sensor
;	:	;
second	JJ	second
,	,	,
designing	VBG	design
a	DT	a
circuit	NN	circuit
;	:	;
and	CC	and
third	JJ	third
,	,	,
coding	VBG	code
a	DT	a
smartphone	NN	smartphone
app	NN	app
.	SENT	.
This	DT	this
made	VBD	make
me	PP	me
realize	VBP	realize
that	IN	that
my	PP$	my
project	NN	project
was	VBD	be
actually	RB	actually
much	RB	much
harder	JJR	hard
to	TO	to
realize	VB	realize
than	IN	than
I	PP	I
initially	RB	initially
had	VBD	have
thought	VBN	think
it	PP	it
to	TO	to
be	VB	be
.	SENT	.
First	RB	first
,	,	,
I	PP	I
had	VBD	have
to	TO	to
create	VB	create
a	DT	a
wearable	JJ	wearable
sensor	NN	sensor
that	WDT	that
was	VBD	be
thin	JJ	thin
and	CC	and
flexible	JJ	flexible
enough	RB	enough
to	TO	to
be	VB	be
worn	VBN	wear
comfortably	RB	comfortably
on	IN	on
the	DT	the
bottom	NN	bottom
of	IN	of
the	DT	the
patient	NN	patient
'	POS	'
s	NN	S
foot	NN	foot
.	SENT	.
After	IN	after
extensive	JJ	extensive
research	NN	research
and	CC	and
testing	NN	testing
of	IN	of
different	JJ	different
materials	NNS	material
like	IN	like
rubber	NN	rubber
,	,	,
which	WDT	which
I	PP	I
realized	VBD	realize
was	VBD	be
too	RB	too
thick	JJ	thick
to	TO	to
be	VB	be
worn	VBN	wear
snugly	RB	snugly
on	IN	on
the	DT	the
bottom	NN	bottom
of	IN	of
the	DT	the
foot	NN	foot
,	,	,
I	PP	I
decided	VBD	decide
to	TO	to
print	VB	print
a	DT	a
film	NN	film
sensor	NN	sensor
with	IN	with
electrically	RB	electrically
conductive	JJ	conductive
pressure-sensitive	JJ	pressure-sensitive
ink	NN	ink
particles	NNS	particle
.	SENT	.
Once	RB	once
pressure	NN	pressure
is	VBZ	be
applied	VBN	apply
,	,	,
the	DT	the
connectivity	NN	connectivity
between	IN	between
the	DT	the
particles	NNS	particle
increases	NNS	increase
.	SENT	.
Therefore	RB	therefore
,	,	,
I	PP	I
could	MD	could
design	VB	design
a	DT	a
circuit	NN	circuit
that	WDT	that
would	MD	would
measure	VB	measure
pressure	NN	pressure
by	IN	by
measuring	VBG	measure
electrical	JJ	electrical
resistance	NN	resistance
.	SENT	.
Next	RB	next
,	,	,
I	PP	I
had	VBD	have
to	TO	to
design	VB	design
a	DT	a
wearable	JJ	wearable
wireless	NN	wireless
circuit	NN	circuit
,	,	,
but	CC	but
wireless	NN	wireless
signal	NN	signal
transmission	NN	transmission
consumes	VBZ	consume
lots	NNS	lot
of	IN	of
power	NN	power
and	CC	and
requires	VBZ	require
heavy	JJ	heavy
,	,	,
bulky	JJ	bulky
batteries	NNS	battery
.	SENT	.
Thankfully	RB	thankfully
,	,	,
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
find	VB	find
out	RP	out
about	IN	about
the	DT	the
Bluetooth	NP	<unknown>
low	JJ	low
energy	NN	energy
technology	NN	technology
,	,	,
which	WDT	which
consumes	VBZ	consume
very	RB	very
little	JJ	little
power	NN	power
and	CC	and
can	MD	can
be	VB	be
driven	VBN	drive
by	IN	by
a	DT	a
coin-sized	JJ	coin-sized
battery	NN	battery
.	SENT	.
This	DT	this
prevented	VBD	prevent
the	DT	the
system	NN	system
from	IN	from
dying	VBG	die
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
night	NN	night
.	SENT	.
Lastly	RB	lastly
,	,	,
I	PP	I
had	VBD	have
to	TO	to
code	VB	code
a	DT	a
smartphone	NN	smartphone
app	NN	app
that	WDT	that
would	MD	would
essentially	RB	essentially
transform	VB	transform
the	DT	the
care-giver	NN	care-giver
'	POS	'
s	JJ	<unknown>
smartphone	NN	smartphone
into	IN	into
a	DT	a
remote	JJ	remote
monitor	NN	monitor
.	SENT	.
For	IN	for
this	DT	this
,	,	,
I	PP	I
had	VBD	have
to	TO	to
expand	VB	expand
upon	RP	upon
my	PP$	my
knowledge	NN	knowledge
of	IN	of
coding	VBG	code
with	IN	with
Java	NP	Java
and	CC	and
XCode	NP	<unknown>
and	CC	and
I	PP	I
also	RB	also
had	VBD	have
to	TO	to
learn	VB	learn
about	RB	about
how	WRB	how
to	TO	to
code	VB	code
for	IN	for
Bluetooth	NP	<unknown>
low	JJ	low
energy	NN	energy
devices	NNS	device
by	IN	by
watching	VBG	watch
YouTube	NP	<unknown>
tutorials	NNS	tutorial
and	CC	and
reading	VBG	read
various	JJ	various
textbooks	NNS	textbook
.	SENT	.
Integrating	VBG	integrate
these	DT	these
components	NNS	component
,	,	,
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
successfully	RB	successfully
create	VB	create
two	CD	two
prototypes	NNS	prototype
,	,	,
one	CD	one
in	IN	in
which	WDT	which
the	DT	the
sensor	NN	sensor
is	VBZ	be
embedded	VBN	embed
inside	IN	inside
a	DT	a
sock	NN	sock
,	,	,
and	CC	and
another	DT	another
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
re-	NN	<unknown>
attachable	JJ	attachable
sensor	NN	sensor
assembly	NN	assembly
that	WDT	that
can	MD	can
be	VB	be
adhered	VBN	adhere
anywhere	RB	anywhere
that	IN	that
makes	NNS	make
contact	VB	contact
with	IN	with
the	DT	the
bottom	NN	bottom
of	IN	of
the	DT	the
patient	NN	patient
'	POS	'
s	NN	S
foot	NN	foot
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
tested	VBD	test
the	DT	the
device	NN	device
on	IN	on
my	PP$	my
grandfather	NN	grandfather
for	IN	for
about	RB	about
a	DT	a
year	NN	year
now	RB	now
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
had	VBD	have
a	DT	a
100	CD	@card@
percent	NN	percent
success	NN	success
rate	NN	rate
in	IN	in
detecting	VBG	detect
the	DT	the
over	IN	over
900	CD	@card@
known	VBN	know
cases	NNS	case
of	IN	of
his	PP$	his
wandering	NN	wandering
.	SENT	.
Last	JJ	last
summer	NN	summer
,	,	,
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
beta	JJ	beta
test	NN	test
my	PP$	my
device	NN	device
at	IN	at
several	JJ	several
residential	JJ	residential
care	NN	care
facilities	NNS	facility
in	IN	in
California	NP	California
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
currently	RB	currently
incorporating	VBG	incorporate
the	DT	the
feedback	NN	feedback
to	TO	to
further	RBR	further
improve	VB	improve
the	DT	the
device	NN	device
into	IN	into
a	DT	a
marketable	JJ	marketable
product	NN	product
.	SENT	.
Testing	VBG	test
the	DT	the
device	NN	device
on	IN	on
a	DT	a
number	NN	number
of	IN	of
patients	NNS	patient
made	VBD	make
me	PP	me
realize	VBP	realize
that	IN	that
I	PP	I
needed	VBD	need
to	TO	to
invent	VB	invent
solutions	NNS	solution
for	IN	for
people	NNS	people
who	WP	who
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
wear	VB	wear
socks	NNS	sock
to	TO	to
sleep	VB	sleep
at	IN	at
night	NN	night
.	SENT	.
So	IN	so
sensor	NN	sensor
data	NNS	datum
,	,	,
collected	VBN	collect
on	IN	on
a	DT	a
vast	JJ	vast
number	NN	number
of	IN	of
patients	NNS	patient
,	,	,
can	MD	can
be	VB	be
useful	JJ	useful
for	IN	for
improving	VBG	improve
patient	JJ	patient
care	NN	care
and	CC	and
also	RB	also
leading	VBG	lead
to	TO	to
a	DT	a
cure	NN	cure
for	IN	for
the	DT	the
disease	NN	disease
,	,	,
possibly	RB	possibly
.	SENT	.
For	IN	for
example	NN	example
,	,	,
I	PP	I
'	POS	'
m	NN	m
currently	RB	currently
examining	VBG	examine
correlations	NNS	correlation
between	IN	between
the	DT	the
frequency	NN	frequency
of	IN	of
a	DT	a
patient	NN	patient
'	POS	'
s	JJ	<unknown>
nightly	JJ	nightly
wandering	NN	wandering
and	CC	and
his	PP$	his
or	CC	or
her	PP$	her
daily	JJ	daily
activities	NNS	activity
and	CC	and
diet	NN	diet
.	SENT	.
One	CD	one
thing	NN	thing
I	NP	I
'	POS	'
ll	NNS	<unknown>
never	RB	never
forget	VB	forget
is	VBZ	be
when	WRB	when
my	PP$	my
device	NN	device
first	RB	first
caught	VBD	catch
my	PP$	my
grandfather	NN	grandfather
'	POS	'
s	NNS	<unknown>
wandering	VBG	wander
out	RP	out
of	IN	of
bed	NN	bed
at	IN	at
night	NN	night
.	SENT	.
At	IN	at
that	DT	that
moment	NN	moment
,	,	,
I	PP	I
was	VBD	be
really	RB	really
struck	VBN	strike
by	IN	by
the	DT	the
power	NN	power
of	IN	of
technology	NN	technology
to	TO	to
change	VB	change
lives	NNS	life
for	IN	for
the	DT	the
better	RBR	well
.	SENT	.
People	NNS	people
living	VBG	live
happily	RB	happily
and	CC	and
healthfully	RB	healthfully
—	:	-
that	WDT	that
'	POS	'
s	NNS	<unknown>
the	DT	the
world	NN	world
that	IN	that
I	PP	I
imagine	VBP	imagine
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
