Thank	VB	thank
endure	VB	endure
.	SENT	.
The	DT	the
first	JJ	first
is	VBZ	be
this	DT	this
,	,	,
that	IN	that
human	JJ	human
beings	NNS	being
are	VBP	be
naturally	RB	naturally
different	JJ	different
and	CC	and
diverse	JJ	diverse
.	SENT	.
Can	MD	can
I	PP	I
ask	VB	ask
you	PP	you
,	,	,
how	WRB	how
many	JJ	many
of	IN	of
you	PP	you
have	VBP	have
got	VBN	get
children	NNS	child
of	IN	of
your	PP$	your
own	JJ	own
?	SENT	?
Okay	JJ	okay
.	SENT	.
Or	CC	or
grandchildren	NNS	grandchild
.	SENT	.
How	WRB	how
about	RB	about
two	CD	two
children	NNS	child
or	CC	or
more	JJR	more
?	SENT	?
Right	RB	right
.	SENT	.
And	CC	and
the	DT	the
rest	NN	rest
of	IN	of
you	PP	you
have	VBP	have
seen	VBN	see
such	JJ	such
children	NNS	child
.	SENT	.
Small	JJ	small
people	NNS	people
wandering	VBG	wander
about	RB	about
.	SENT	.
I	PP	I
will	MD	will
make	VB	make
you	PP	you
a	DT	a
bet	NN	bet
,	,	,
and	CC	and
I	PP	I
am	VBP	be
confident	JJ	confident
that	IN	that
I	PP	I
will	MD	will
win	VB	win
the	DT	the
bet	NN	bet
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
two	CD	two
children	NNS	child
or	CC	or
more	JJR	more
,	,	,
I	PP	I
bet	VBP	bet
you	PP	you
they	PP	they
are	VBP	be
completely	RB	completely
different	JJ	different
from	IN	from
each	DT	each
other	JJ	other
.	SENT	.
Aren	NP	Aren
'	POS	'
t	NN	t
they	PP	they
?	SENT	?
You	PP	you
would	MD	would
never	RB	never
confuse	VB	confuse
them	PP	them
,	,	,
would	MD	would
you	PP	you
?	SENT	?
Like	IN	like
,	,	,
"	''	"
Which	WDT	which
one	PP	one
are	VBP	be
you	PP	you
?	SENT	?
Remind	VB	remind
me	PP	me
.	SENT	.
"	''	"
"	``	"
Your	PP$	your
mother	NN	mother
and	CC	and
I	PP	I
need	VBP	need
some	DT	some
color-coding	VBG	color-code
system	NN	system
so	IN	so
we	PP	we
don	VBP	don
'	''	'
t	NN	t
get	VB	get
confused	VBN	confuse
.	SENT	.
"	''	"
Education	NN	education
under	IN	under
"	``	"
No	DT	no
Child	NN	child
Left	VBN	leave
Behind	IN	behind
"	``	"
is	VBZ	be
based	VBN	base
on	IN	on
not	RB	not
diversity	NN	diversity
but	CC	but
conformity	NN	conformity
.	SENT	.
What	WP	what
schools	NNS	school
are	VBP	be
encouraged	VBN	encourage
to	TO	to
do	VB	do
is	VBZ	be
to	TO	to
find	VB	find
out	RP	out
what	WP	what
kids	NNS	kid
can	MD	can
do	VB	do
across	IN	across
a	DT	a
very	RB	very
narrow	JJ	narrow
spectrum	NN	spectrum
of	IN	of
achievement	NN	achievement
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
effects	NNS	effect
of	IN	of
"	``	"
No	DT	no
Child	NN	child
Left	VBN	leave
Behind	IN	behind
"	``	"
has	VBZ	have
been	VBN	be
to	TO	to
narrow	VB	narrow
the	DT	the
focus	NN	focus
onto	IN	onto
the	DT	the
so-called	JJ	so-called
STEM	NN	stem
disciplines	NNS	discipline
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
very	RB	very
important	JJ	important
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
here	RB	here
to	TO	to
argue	VB	argue
against	IN	against
science	NN	science
and	CC	and
math	NN	math
.	SENT	.
On	IN	on
the	DT	the
contrary	NN	contrary
,	,	,
they	PP	they
'	POS	'
re	NN	re
necessary	JJ	necessary
but	CC	but
they	PP	they
'	POS	'
re	NN	re
not	RB	not
sufficient	JJ	sufficient
.	SENT	.
A	DT	a
real	JJ	real
education	NN	education
has	VBZ	have
to	TO	to
give	VB	give
equal	JJ	equal
weight	NN	weight
to	TO	to
the	DT	the
arts	NNS	art
,	,	,
the	DT	the
humanities	NNS	humanity
,	,	,
to	TO	to
physical	JJ	physical
education	NN	education
.	SENT	.
An	DT	an
awful	JJ	awful
lot	NN	lot
of	IN	of
kids	NNS	kid
,	,	,
sorry	RB	sorry
,	,	,
thank	VB	thank
you	PP	you
â	NP	<unknown>
One	CD	one
estimate	NN	estimate
in	IN	in
America	NP	America
currently	RB	currently
is	VBZ	be
that	DT	that
something	NN	something
like	IN	like
10	CD	@card@
percent	NN	percent
of	IN	of
kids	NNS	kid
,	,	,
getting	VBG	get
on	IN	on
that	DT	that
way	NN	way
,	,	,
are	VBP	be
being	VBG	be
diagnosed	VBN	diagnose
with	IN	with
various	JJ	various
conditions	NNS	condition
under	IN	under
the	DT	the
broad	JJ	broad
title	NN	title
of	IN	of
attention	NN	attention
deficit	NN	deficit
disorder	NN	disorder
.	SENT	.
ADHD	NN	<unknown>
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
saying	VBG	say
there	RB	there
'	''	'
s	VBG	<unknown>
no	DT	no
such	JJ	such
thing	NN	thing
.	SENT	.
I	PP	I
just	RB	just
don	VBP	don
'	POS	'
t	NN	t
believe	VBP	believe
it	PP	it
'	''	'
s	VBG	<unknown>
an	DT	an
epidemic	NN	epidemic
like	IN	like
this	DT	this
.	SENT	.
If	IN	if
you	PP	you
sit	VBP	sit
kids	NNS	kid
down	RB	down
,	,	,
hour	NN	hour
after	IN	after
hour	NN	hour
,	,	,
doing	VBG	do
low-grade	NN	low-grade
clerical	JJ	clerical
work	NN	work
,	,	,
don	NN	don
'	POS	'
t	NN	t
be	VB	be
surprised	VBN	surprise
if	IN	if
they	PP	they
start	VBP	start
to	TO	to
fidget	VB	fidget
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
Children	NNS	child
are	VBP	be
not	RB	not
,	,	,
for	IN	for
the	DT	the
most	JJS	most
part	NN	part
,	,	,
suffering	VBG	suffer
from	IN	from
a	DT	a
psychological	JJ	psychological
condition	NN	condition
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
suffering	NN	suffering
from	IN	from
childhood	NN	childhood
.	SENT	.
And	CC	and
I	PP	I
know	VBP	know
this	DT	this
because	IN	because
I	PP	I
spent	VBD	spend
my	PP$	my
early	JJ	early
life	NN	life
as	IN	as
a	DT	a
child	NN	child
.	SENT	.
I	PP	I
went	VBD	go
through	IN	through
the	DT	the
whole	JJ	whole
thing	NN	thing
.	SENT	.
Kids	NNS	kid
prosper	VBP	prosper
best	JJS	good
with	IN	with
a	DT	a
broad	JJ	broad
curriculum	NN	curriculum
that	WDT	that
celebrates	VBZ	celebrate
their	PP$	their
various	JJ	various
talents	NNS	talent
,	,	,
not	RB	not
just	RB	just
a	DT	a
small	JJ	small
range	NN	range
of	IN	of
them	PP	them
.	SENT	.
And	CC	and
by	IN	by
the	DT	the
way	NN	way
,	,	,
the	DT	the
arts	NNS	art
aren	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
important	JJ	important
because	IN	because
they	PP	they
improve	VBP	improve
math	NN	math
scores	NNS	score
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
important	JJ	important
because	IN	because
they	PP	they
speak	VBP	speak
to	TO	to
parts	NNS	part
of	IN	of
children	NNS	child
'	POS	'
s	NNS	<unknown>
being	VBG	be
which	WDT	which
are	VBP	be
otherwise	RB	otherwise
untouched	JJ	untouched
.	SENT	.
The	DT	the
second	JJ	second
,	,	,
thank	VB	thank
you	PP	you
â	NP	<unknown>
The	DT	the
second	JJ	second
principle	NN	principle
that	WDT	that
drives	VBZ	drive
human	JJ	human
life	NN	life
flourishing	VBG	flourish
is	VBZ	be
curiosity	NN	curiosity
.	SENT	.
If	IN	if
you	PP	you
can	MD	can
light	VB	light
the	DT	the
spark	NN	spark
of	IN	of
curiosity	NN	curiosity
in	IN	in
a	DT	a
child	NN	child
,	,	,
they	PP	they
will	MD	will
learn	VB	learn
without	IN	without
any	DT	any
further	JJR	further
assistance	NN	assistance
,	,	,
very	RB	very
often	RB	often
.	SENT	.
Children	NNS	child
are	VBP	be
natural	JJ	natural
learners	NNS	learner
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
real	JJ	real
achievement	NN	achievement
to	TO	to
put	VB	put
that	DT	that
particular	JJ	particular
ability	NN	ability
out	RP	out
,	,	,
or	CC	or
to	TO	to
stifle	VB	stifle
it	PP	it
.	SENT	.
Curiosity	NN	curiosity
is	VBZ	be
the	DT	the
engine	NN	engine
of	IN	of
achievement	NN	achievement
.	SENT	.
Now	RB	now
the	DT	the
reason	NN	reason
I	PP	I
say	VBP	say
this	DT	this
is	VBZ	be
because	IN	because
one	CD	one
of	IN	of
the	DT	the
effects	NNS	effect
of	IN	of
the	DT	the
current	JJ	current
culture	NN	culture
here	RB	here
,	,	,
if	IN	if
I	PP	I
can	MD	can
say	VB	say
so	RB	so
,	,	,
has	VBZ	have
been	VBN	be
to	TO	to
de-	NN	<unknown>
professionalize	VB	<unknown>
teachers	NNS	teacher
.	SENT	.
There	EX	there
is	VBZ	be
no	DT	no
system	NN	system
in	IN	in
the	DT	the
world	NN	world
or	CC	or
any	DT	any
school	NN	school
in	IN	in
the	DT	the
country	NN	country
that	WDT	that
is	VBZ	be
better	JJR	good
than	IN	than
its	PP$	its
teachers	NNS	teacher
.	SENT	.
Teachers	NNS	teacher
are	VBP	be
the	DT	the
lifeblood	NN	lifeblood
of	IN	of
the	DT	the
success	NN	success
of	IN	of
schools	NNS	school
.	SENT	.
But	CC	but
teaching	NN	teaching
is	VBZ	be
a	DT	a
creative	JJ	creative
profession	NN	profession
.	SENT	.
Teaching	NN	teaching
,	,	,
properly	RB	properly
conceived	VBN	conceive
,	,	,
is	VBZ	be
not	RB	not
a	DT	a
delivery	NN	delivery
system	NN	system
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
you	PP	you
'	POS	'
re	NN	re
not	RB	not
there	RB	there
just	RB	just
to	TO	to
pass	VB	pass
on	IN	on
received	VBN	receive
information	NN	information
.	SENT	.
Great	JJ	great
teachers	NNS	teacher
do	VBP	do
that	IN	that
,	,	,
but	CC	but
what	WP	what
great	JJ	great
teachers	NNS	teacher
also	RB	also
do	VBP	do
is	VBZ	be
mentor	NN	mentor
,	,	,
stimulate	VB	stimulate
,	,	,
provoke	VB	provoke
,	,	,
engage	VB	engage
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
in	IN	in
the	DT	the
end	NN	end
,	,	,
education	NN	education
is	VBZ	be
about	RB	about
learning	VBG	learn
.	SENT	.
If	IN	if
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
learning	NN	learning
going	VBG	go
on	IN	on
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
education	NN	education
going	VBG	go
on	IN	on
.	SENT	.
And	CC	and
people	NNS	people
can	MD	can
spend	VB	spend
an	DT	an
awful	JJ	awful
lot	NN	lot
of	IN	of
time	NN	time
discussing	VBG	discuss
education	NN	education
without	IN	without
ever	RB	ever
discussing	VBG	discuss
learning	NN	learning
.	SENT	.
The	DT	the
whole	JJ	whole
point	NN	point
of	IN	of
education	NN	education
is	VBZ	be
to	TO	to
get	VB	get
people	NNS	people
to	TO	to
learn	VB	learn
.	SENT	.
An	DT	an
old	JJ	old
friend	NN	friend
of	IN	of
mine	NN	mine
â	NP	<unknown>
actually	RB	actually
very	RB	very
old	JJ	old
,	,	,
he	PP	he
'	POS	'
s	NN	S
dead	NN	dead
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
as	IN	as
old	JJ	old
as	IN	as
it	PP	it
gets	VBZ	get
,	,	,
I	PP	I
'	POS	'
m	NN	m
afraid	JJ	afraid
.	SENT	.
But	CC	but
a	DT	a
wonderful	JJ	wonderful
guy	NN	guy
he	PP	he
was	VBD	be
,	,	,
wonderful	JJ	wonderful
philosopher	NN	philosopher
.	SENT	.
He	PP	he
used	VBD	use
to	TO	to
talk	VB	talk
about	IN	about
the	DT	the
difference	NN	difference
between	IN	between
the	DT	the
task	NN	task
and	CC	and
achievement	NN	achievement
senses	NNS	sense
of	IN	of
verbs	NNS	verb
.	SENT	.
You	PP	you
can	MD	can
be	VB	be
engaged	VBN	engage
in	IN	in
the	DT	the
activity	NN	activity
of	IN	of
something	NN	something
,	,	,
but	CC	but
not	RB	not
really	RB	really
be	VB	be
achieving	VBG	achieve
it	PP	it
,	,	,
like	IN	like
dieting	VBG	diet
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
good	JJ	good
example	NN	example
.	SENT	.
There	RB	there
he	PP	he
is	VBZ	be
.	SENT	.
He	PP	he
'	POS	'
s	NNS	<unknown>
dieting	VBG	diet
.	SENT	.
Is	VBZ	be
he	PP	he
losing	VBG	lose
any	DT	any
weight	NN	weight
?	SENT	?
Not	RB	not
really	RB	really
.	SENT	.
Teaching	NN	teaching
is	VBZ	be
a	DT	a
word	NN	word
like	IN	like
that	DT	that
.	SENT	.
You	PP	you
can	MD	can
say	VB	say
,	,	,
"	``	"
There	EX	there
'	''	'
s	VBZ	<unknown>
Deborah	NP	Deborah
,	,	,
she	PP	she
'	POS	'
s	NN	S
in	IN	in
room	NN	room
34	CD	@card@
,	,	,
she	PP	she
'	POS	'
s	NN	S
teaching	NN	teaching
.	SENT	.
"	''	"
But	CC	but
if	IN	if
nobody	NN	nobody
'	POS	'
s	JJ	<unknown>
learning	VBG	learn
anything	NN	anything
,	,	,
she	PP	she
may	MD	may
be	VB	be
engaged	VBN	engage
in	IN	in
the	DT	the
task	NN	task
of	IN	of
teaching	NN	teaching
but	CC	but
not	RB	not
actually	RB	actually
fulfilling	VBG	fulfill
it	PP	it
.	SENT	.
The	DT	the
role	NN	role
of	IN	of
a	DT	a
teacher	NN	teacher
is	VBZ	be
to	TO	to
facilitate	VB	facilitate
learning	VBG	learn
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
it	PP	it
.	SENT	.
And	CC	and
part	NN	part
of	IN	of
the	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
I	PP	I
think	VBP	think
,	,	,
that	IN	that
the	DT	the
dominant	JJ	dominant
culture	NN	culture
of	IN	of
education	NN	education
has	VBZ	have
come	VBN	come
to	TO	to
focus	VB	focus
on	IN	on
not	RB	not
teaching	VBG	teach
and	CC	and
learning	VBG	learn
,	,	,
but	CC	but
testing	NN	testing
.	SENT	.
Now	RB	now
,	,	,
testing	NN	testing
is	VBZ	be
important	JJ	important
.	SENT	.
Standardized	JJ	standardized
tests	NNS	test
have	VBP	have
a	DT	a
place	NN	place
.	SENT	.
But	CC	but
they	PP	they
should	MD	should
not	RB	not
be	VB	be
the	DT	the
dominant	JJ	dominant
culture	NN	culture
of	IN	of
education	NN	education
.	SENT	.
They	PP	they
should	MD	should
be	VB	be
diagnostic	JJ	diagnostic
.	SENT	.
They	PP	they
should	MD	should
help	VB	help
.	SENT	.
If	IN	if
I	PP	I
go	VBP	go
for	IN	for
a	DT	a
medical	JJ	medical
examination	NN	examination
,	,	,
I	PP	I
want	VBP	want
some	DT	some
standardized	JJ	standardized
tests	NNS	test
.	SENT	.
I	PP	I
do	VBP	do
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
know	VB	know
what	WP	what
my	PP$	my
cholesterol	NN	cholesterol
level	NN	level
is	VBZ	be
compared	VBN	compare
to	TO	to
everybody	NN	everybody
else	RB	else
'	POS	'
s	NN	S
on	IN	on
a	DT	a
standard	JJ	standard
scale	NN	scale
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
be	VB	be
told	VBN	tell
on	IN	on
some	DT	some
scale	NN	scale
my	PP$	my
doctor	NN	doctor
invented	VBD	invent
in	IN	in
the	DT	the
car	NN	car
.	SENT	.
"	``	"
Your	PP$	your
cholesterol	NN	cholesterol
is	VBZ	be
what	WP	what
I	PP	I
call	VBP	call
Level	NP	Level
Orange	NP	Orange
.	SENT	.
"	''	"
"	``	"
Really	RB	really
?	SENT	?
"	''	"
"	``	"
Is	VBZ	be
that	IN	that
good	JJ	good
?	SENT	?
"	''	"
"	``	"
We	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
"	''	"
But	CC	but
all	DT	all
that	WDT	that
should	MD	should
support	VB	support
learning	VBG	learn
.	SENT	.
It	PP	it
shouldn	NP	<unknown>
'	POS	'
t	NN	t
obstruct	VBP	obstruct
it	PP	it
,	,	,
which	WDT	which
of	IN	of
course	NN	course
it	PP	it
often	RB	often
does	VBZ	do
.	SENT	.
So	RB	so
in	IN	in
place	NN	place
of	IN	of
curiosity	NN	curiosity
,	,	,
what	WP	what
we	PP	we
have	VBP	have
is	VBZ	be
a	DT	a
culture	NN	culture
of	IN	of
compliance	NN	compliance
.	SENT	.
Our	PP$	our
children	NNS	child
and	CC	and
teachers	NNS	teacher
are	VBP	be
encouraged	VBN	encourage
to	TO	to
follow	VB	follow
routine	JJ	routine
algorithms	NNS	algorithm
rather	RB	rather
than	IN	than
to	TO	to
excite	VB	excite
that	DT	that
power	NN	power
of	IN	of
imagination	NN	imagination
and	CC	and
curiosity	NN	curiosity
.	SENT	.
And	CC	and
the	DT	the
third	JJ	third
principle	NN	principle
is	VBZ	be
this	DT	this
:	:	:
that	DT	that
human	JJ	human
life	NN	life
is	VBZ	be
inherently	RB	inherently
creative	JJ	creative
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
all	RB	all
have	VBP	have
different	JJ	different
rĂŠsumĂŠs	NNS	<unknown>
.	SENT	.
We	PP	we
create	VBP	create
our	PP$	our
lives	NNS	life
,	,	,
and	CC	and
we	PP	we
can	MD	can
recreate	VB	recreate
them	PP	them
as	IN	as
we	PP	we
go	VBP	go
through	IN	through
them	PP	them
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
the	DT	the
common	JJ	common
currency	NN	currency
of	IN	of
being	VBG	be
a	DT	a
human	NN	human
being	VBG	be
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
why	WRB	why
human	JJ	human
culture	NN	culture
is	VBZ	be
so	RB	so
interesting	JJ	interesting
and	CC	and
diverse	JJ	diverse
and	CC	and
dynamic	JJ	dynamic
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
other	JJ	other
animals	NNS	animal
may	MD	may
well	RB	well
have	VB	have
imaginations	NNS	imagination
and	CC	and
creativity	NN	creativity
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
not	RB	not
so	RB	so
much	JJ	much
in	IN	in
evidence	NN	evidence
,	,	,
is	VBZ	be
it	PP	it
,	,	,
as	IN	as
ours	PP	ours
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
may	MD	may
have	VB	have
a	DT	a
