Sergey	NP	Sergey
people	NNS	people
who	WP	who
are	VBP	be
healthy	JJ	healthy
and	CC	and
educated	VBN	educate
.	SENT	.
More	JJR	more
animals	NNS	animal
,	,	,
if	IN	if
they	PP	they
start	VBP	start
doing	VBG	do
searches	NNS	search
as	IN	as
well	RB	well
.	SENT	.
But	CC	but
partly	RB	partly
,	,	,
we	PP	we
want	VBP	want
to	TO	to
make	VB	make
the	DT	the
world	NN	world
a	DT	a
better	JJR	good
place	NN	place
,	,	,
and	CC	and
so	RB	so
one	CD	one
thing	NN	thing
that	IN	that
we	PP	we
'	POS	'
re	NN	re
embarking	VBG	embark
upon	IN	upon
is	VBZ	be
the	DT	the
Google	NP	<unknown>
Foundation	NP	Foundation
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
in	IN	in
the	DT	the
process	NN	process
of	IN	of
setting	VBG	set
that	IN	that
up	RB	up
.	SENT	.
We	PP	we
also	RB	also
have	VBP	have
a	DT	a
program	NN	program
already	RB	already
called	VBD	call
Google	NP	<unknown>
Grants	NPS	Grants
that	WDT	that
now	RB	now
serves	VBZ	serve
over	IN	over
150	CD	@card@
different	JJ	different
charities	NNS	charity
around	IN	around
the	DT	the
world	NN	world
,	,	,
and	CC	and
these	DT	these
are	VBP	be
some	DT	some
of	IN	of
the	DT	the
charities	NNS	charity
that	WDT	that
are	VBP	be
on	RB	on
there	RB	there
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
something	NN	something
I	NP	I
'	POS	'
m	NN	m
very	RB	very
excited	VBN	excite
to	TO	to
be	VB	be
a	DT	a
part	NN	part
of	IN	of
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
many	JJ	many
of	IN	of
the	DT	the
organizations	NNS	organization
that	WDT	that
are	VBP	be
here	RB	here
—	:	-
the	DT	the
Acumen	NN	acumen
Fund	NN	fund
,	,	,
I	PP	I
think	VBP	think
ApproTEC	NP	<unknown>
we	PP	we
have	VBP	have
running	RB	running
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
if	IN	if
that	DT	that
one	CD	one
'	POS	'
s	NN	S
up	RB	up
yet	RB	yet
—	:	-
and	CC	and
many	JJ	many
of	IN	of
the	DT	the
people	NNS	people
who	WP	who
have	VBP	have
presented	VBN	present
here	RB	here
are	VBP	be
running	VBG	run
through	IN	through
Google	NP	<unknown>
Grants	NPS	Grants
.	SENT	.
They	PP	they
run	VBP	run
Google	NP	<unknown>
ads	NNS	ad
,	,	,
and	CC	and
we	PP	we
just	RB	just
give	VBP	give
them	PP	them
the	DT	the
ad	NN	ad
credit	NN	credit
so	IN	so
they	PP	they
can	MD	can
let	VB	let
organizations	NNS	organization
know	VB	know
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
earlier	JJR	early
results	NNS	result
that	IN	that
we	PP	we
got	VBD	get
—	:	-
we	PP	we
have	VBP	have
a	DT	a
Singaporean	JJ	Singaporean
businessman	NN	businessman
who	WP	who
is	VBZ	be
now	RB	now
sponsoring	VBG	sponsor
a	DT	a
village	NN	village
of	IN	of
25	CD	@card@
Vietnamese	JJ	Vietnamese
girls	NNS	girl
for	IN	for
their	PP$	their
education	NN	education
,	,	,
and	CC	and
that	WDT	that
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
earliest	JJS	early
results	NNS	result
.	SENT	.
And	CC	and
as	IN	as
I	PP	I
said	VBD	say
,	,	,
now	RB	now
there	RB	there
have	VB	have
been	VBN	be
many	JJ	many
,	,	,
many	JJ	many
stories	NNS	story
that	WDT	that
have	VBP	have
come	VBN	come
in	RP	in
,	,	,
because	IN	because
we	PP	we
do	VBP	do
have	VB	have
hundreds	NNS	hundred
of	IN	of
charities	NNS	charity
in	IN	in
there	RB	there
,	,	,
and	CC	and
the	DT	the
Google	NP	<unknown>
Foundation	NP	Foundation
will	MD	will
be	VB	be
an	DT	an
even	RB	even
broader	JJR	broad
endeavor	NN	endeavor
.	SENT	.
Now	RB	now
does	VBZ	do
anybody	NN	anybody
know	VB	know
who	WP	who
this	DT	this
is	VBZ	be
?	SENT	?
A-ha	NP	<unknown>
!	SENT	!
Audience	NN	audience
:	:	:
Orkut	NN	<unknown>
.	SENT	.
SB	NP	SB
:	:	:
Yes	UH	yes
!	SENT	!
Somebody	NN	somebody
got	VBD	get
it	PP	it
.	SENT	.
This	DT	this
is	VBZ	be
Orkut	NP	<unknown>
.	SENT	.
Is	VBZ	be
anybody	NN	anybody
here	RB	here
on	IN	on
Orkut	NP	<unknown>
?	SENT	?
Do	VB	do
we	PP	we
have	VBP	have
any	DT	any
?	SENT	?
Okay	RB	okay
,	,	,
not	RB	not
very	RB	very
many	JJ	many
people	NNS	people
know	VBP	know
about	IN	about
it	PP	it
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
explain	VBP	explain
it	PP	it
in	IN	in
a	DT	a
second	NN	second
.	SENT	.
This	DT	this
is	VBZ	be
one	CD	one
of	IN	of
our	PP$	our
engineers	NNS	engineer
.	SENT	.
We	PP	we
find	VBP	find
that	IN	that
they	PP	they
work	VBP	work
better	RBR	well
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
submerged	VBN	submerge
and	CC	and
covered	VBN	cover
with	IN	with
leaves	NNS	leaf
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
how	WRB	how
we	PP	we
churn	VBP	churn
those	DT	those
products	NNS	product
out	RP	out
.	SENT	.
Orkut	NP	<unknown>
had	VBD	have
a	DT	a
vision	NN	vision
to	TO	to
create	VB	create
a	DT	a
social	JJ	social
network	NN	network
.	SENT	.
I	PP	I
know	VBP	know
all	DT	all
of	IN	of
you	PP	you
are	VBP	be
thinking	VBG	think
,	,	,
"	''	"
Yet	CC	yet
another	DT	another
social	JJ	social
network	NN	network
.	SENT	.
"	``	"
But	CC	but
it	PP	it
was	VBD	be
a	DT	a
dream	NN	dream
of	IN	of
his	PP$	his
,	,	,
and	CC	and
we	PP	we
,	,	,
basically	RB	basically
,	,	,
when	WRB	when
people	NNS	people
really	RB	really
want	VBP	want
to	TO	to
do	VB	do
something	NN	something
,	,	,
well	RB	well
,	,	,
we	PP	we
generally	RB	generally
let	VB	let
them	PP	them
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
what	WP	what
he	PP	he
built	VBD	build
.	SENT	.
We	PP	we
just	RB	just
released	VBD	release
it	PP	it
in	IN	in
a	DT	a
test	NN	test
phase	NN	phase
last	JJ	last
month	NN	month
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
taking	VBG	take
off	RP	off
.	SENT	.
This	DT	this
is	VBZ	be
our	PP$	our
VP	NN	VP
of	IN	of
Engineering	NP	Engineering
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
the	DT	the
red	JJ	red
hair	NN	hair
,	,	,
and	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
you	PP	you
can	MD	can
see	VB	see
the	DT	the
nose	NN	nose
ring	NN	ring
there	RB	there
.	SENT	.
And	CC	and
these	DT	these
are	VBP	be
all	DT	all
of	IN	of
his	PP$	his
friends	NNS	friend
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
how	WRB	how
—	:	-
we	PP	we
just	RB	just
deployed	VBD	deploy
it	PP	it
—	:	-
we	PP	we
just	RB	just
decided	VBD	decide
that	IN	that
people	NNS	people
would	MD	would
send	VB	send
each	DT	each
other	JJ	other
invitations	NNS	invitation
to	TO	to
get	VB	get
into	IN	into
the	DT	the
service	NN	service
,	,	,
and	CC	and
so	RB	so
we	PP	we
just	RB	just
had	VBD	have
the	DT	the
people	NNS	people
in	IN	in
our	PP$	our
company	NN	company
initially	RB	initially
send	VB	send
them	PP	them
out	RP	out
.	SENT	.
And	CC	and
now	RB	now
we	PP	we
'	POS	'
ve	NNS	<unknown>
grown	VBN	grow
to	TO	to
over	IN	over
100	CD	@card@
,	,	,
000	CD	@card@
members	NNS	member
.	SENT	.
And	CC	and
they	PP	they
spread	VBD	spread
,	,	,
actually	RB	actually
,	,	,
very	RB	very
quickly	RB	quickly
,	,	,
even	RB	even
outside	IN	outside
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
,	,	,
even	RB	even
though	IN	though
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
is	VBZ	be
still	RB	still
the	DT	the
majority	NN	majority
here	RB	here
—	:	-
though	RB	though
,	,	,
by	IN	by
the	DT	the
way	NN	way
,	,	,
search-wise	RB	<unknown>
,	,	,
it	PP	it
'	POS	'
s	NN	S
only	RB	only
about	RB	about
30	CD	@card@
percent	NN	percent
of	IN	of
our	PP$	our
traffic	NN	traffic
—	:	-
but	CC	but
it	PP	it
'	POS	'
s	NN	S
already	RB	already
going	VBG	go
to	TO	to
Japan	NP	Japan
,	,	,
and	CC	and
the	DT	the
U	NP	U
.	SENT	.
K	NN	K
.	SENT	.
,	,	,
and	CC	and
Europe	NP	Europe
,	,	,
and	CC	and
all	PDT	all
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
countries	NNS	country
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
fun	NN	fun
little	JJ	little
project	NN	project
.	SENT	.
There	EX	there
are	VBP	be
a	DT	a
variety	NN	variety
of	IN	of
demographics	NNS	demographic
.	SENT	.
I	PP	I
won	VBD	win
'	''	'
t	NN	t
bore	VBD	bear
you	PP	you
with	IN	with
these	DT	these
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
just	RB	just
the	DT	the
kind	NN	kind
of	IN	of
thing	NN	thing
that	IN	that
we	PP	we
just	RB	just
try	VBP	try
out	RP	out
for	IN	for
fun	NN	fun
and	CC	and
see	VB	see
where	WRB	where
it	PP	it
goes	VBZ	go
.	SENT	.
And	CC	and
—	:	-
well	UH	well
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
leave	VBP	leave
you	PP	you
in	IN	in
suspense	NN	suspense
.	SENT	.
Larry	NP	Larry
,	,	,
you	PP	you
can	MD	can
explain	VB	explain
this	DT	this
one	CD	one
.	SENT	.
Larry	NP	Larry
Page	NP	Page
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
Sergey	NP	Sergey
.	SENT	.
So	RB	so
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
—	:	-
both	CC	both
Sergey	NP	Sergey
and	CC	and
I	PP	I
went	VBD	go
to	TO	to
a	DT	a
Montessori	NP	<unknown>
school	NN	school
,	,	,
and	CC	and
I	PP	I
think	VBP	think
,	,	,
for	IN	for
some	DT	some
reason	NN	reason
,	,	,
this	DT	this
has	VBZ	have
been	VBN	be
incorporated	VBN	incorporate
in	IN	in
Google	NP	<unknown>
.	SENT	.
And	CC	and
Sergey	NP	Sergey
mentioned	VBD	mention
Orkut	NP	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
something	NN	something
that	WDT	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
Orkut	NP	<unknown>
wanted	VBD	want
to	TO	to
do	VB	do
in	IN	in
his	PP$	his
time	NN	time
,	,	,
and	CC	and
we	PP	we
call	VBP	call
this	DT	this
—	:	-
at	IN	at
Google	NP	<unknown>
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
embodied	VBD	embody
this	DT	this
as	IN	as
"	``	"
the	DT	the
20	CD	@card@
percent	NN	percent
time	NN	time
,	,	,
"	''	"
and	CC	and
the	DT	the
idea	NN	idea
is	VBZ	be
,	,	,
for	IN	for
20	CD	@card@
percent	NN	percent
of	IN	of
your	PP$	your
time	NN	time
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
working	NN	working
at	IN	at
Google	NP	<unknown>
,	,	,
you	PP	you
can	MD	can
do	VB	do
what	WP	what
you	PP	you
think	VBP	think
is	VBZ	be
the	DT	the
best	JJS	good
thing	NN	thing
to	TO	to
do	VB	do
.	SENT	.
And	CC	and
many	JJ	many
,	,	,
many	JJ	many
things	NNS	thing
at	IN	at
Google	NP	<unknown>
have	VBP	have
come	VBN	come
out	RP	out
of	IN	of
that	DT	that
,	,	,
such	JJ	such
as	IN	as
Orkut	NP	<unknown>
and	CC	and
also	RB	also
Google	NP	<unknown>
News	NP	News
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
many	JJ	many
other	JJ	other
things	NNS	thing
in	IN	in
the	DT	the
world	NN	world
also	RB	also
have	VBP	have
come	VBN	come
out	RP	out
of	IN	of
