Thank	VB	thank
these	DT	these
things	NNS	thing
.	SENT	.
But	CC	but
those	DT	those
are	VBP	be
the	DT	the
characteristics	NNS	characteristic
I	PP	I
like	VBP	like
to	TO	to
work	VB	work
with	IN	with
in	IN	in
dogs	NNS	dog
.	SENT	.
Inability	NN	inability
to	TO	to
quit	VB	quit
:	:	:
it	PP	it
'	POS	'
s	NN	S
not	RB	not
even	RB	even
a	DT	a
desire	NN	desire
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
inability	NN	inability
to	TO	to
quit	VB	quit
,	,	,
It	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
resilience	NN	resilience
is	VBZ	be
.	SENT	.
For	IN	for
a	DT	a
dog	NN	dog
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
stop	NN	stop
,	,	,
you	PP	you
can	MD	can
train	VB	train
that	DT	that
dog	NN	dog
to	TO	to
do	VB	do
lots	NNS	lot
of	IN	of
things	NNS	thing
and	CC	and
bring	VB	bring
you	PP	you
information	NN	information
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
tell	VB	tell
you	PP	you
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
this	DT	this
particular	JJ	particular
dog	NN	dog
,	,	,
his	PP$	his
name	NN	name
is	VBZ	be
Ruger	NP	Ruger
.	SENT	.
And	CC	and
he	PP	he
'	POS	'
s	NN	S
a	DT	a
really	RB	really
bad	JJ	bad
dog	NN	dog
.	SENT	.
He	PP	he
is	VBZ	be
the	DT	the
first	JJ	first
anti-poaching	NN	<unknown>
dog	NN	dog
in	IN	in
Zambia	NP	Zambia
,	,	,
lives	VBZ	live
right	RB	right
next	JJ	next
to	TO	to
a	DT	a
national	JJ	national
park	NN	park
where	WRB	where
animals	NNS	animal
are	VBP	be
being	VBG	be
poached	VBN	poach
and	CC	and
snared	VBN	snare
and	CC	and
trafficked	VBN	traffic
out	RP	out
of	IN	of
the	DT	the
park	NN	park
,	,	,
and	CC	and
even	RB	even
,	,	,
you	PP	you
know	VBP	know
,	,	,
elephant	NN	elephant
ivory	NN	ivory
from	IN	from
the	DT	the
Congo	NP	Congo
Basin	NP	Basin
is	VBZ	be
moving	VBG	move
through	IN	through
Tanzania	NP	Tanzania
and	CC	and
through	IN	through
Zambia	NP	Zambia
out	RB	out
to	TO	to
ports	NNS	port
to	TO	to
be	VB	be
shipped	VBN	ship
abroad	RB	abroad
.	SENT	.
And	CC	and
this	DT	this
dog	NN	dog
is	VBZ	be
trained	VBN	train
to	TO	to
find	VB	find
ivory	NN	ivory
and	CC	and
rhino	NN	rhino
horn	NN	horn
,	,	,
bush	JJ	bush
meat	NN	meat
,	,	,
other	JJ	other
wild	JJ	wild
life	NN	life
contraband	NN	contraband
and	CC	and
guns	NNS	gun
and	CC	and
ammunition	NN	ammunition
.	SENT	.
I	PP	I
trained	VBD	train
him	PP	him
,	,	,
and	CC	and
I	PP	I
found	VBD	find
him	PP	him
to	TO	to
be	VB	be
a	DT	a
horrible	JJ	horrible
dog	NN	dog
.	SENT	.
He	PP	he
bit	VBD	bite
and	CC	and
snapped	VBD	snap
at	IN	at
people	NNS	people
,	,	,
he	PP	he
was	VBD	be
scary	JJ	scary
to	TO	to
approach	VB	approach
,	,	,
he	PP	he
was	VBD	be
everything	NN	everything
you	PP	you
fear	VBP	fear
in	IN	in
a	DT	a
dog	NN	dog
,	,	,
and	CC	and
it	PP	it
turns	VBZ	turn
out	IN	out
he	PP	he
was	VBD	be
going	VBG	go
blind	JJ	blind
.	SENT	.
So	RB	so
I	PP	I
take	VBP	take
this	DT	this
dog	NN	dog
to	TO	to
Zambia	NP	Zambia
,	,	,
and	CC	and
I	PP	I
pair	VBP	pair
him	PP	him
with	IN	with
these	DT	these
scouts	NNS	scout
who	WP	who
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
any	DT	any
history	NN	history
of	IN	of
having	VBG	have
pets	NNS	pet
or	CC	or
being	VBG	be
with	IN	with
dogs	NNS	dog
except	IN	except
throwing	VBG	throw
rocks	NNS	rock
at	IN	at
village	NN	village
dogs	NNS	dog
.	SENT	.
And	CC	and
they	PP	they
learned	VBD	learn
to	TO	to
think	VB	think
of	IN	of
this	DT	this
dog	NN	dog
as	IN	as
a	DT	a
colleague	NN	colleague
.	SENT	.
And	CC	and
after	IN	after
four	CD	four
months	NNS	month
of	IN	of
intensive	JJ	intensive
training	NN	training
with	IN	with
dogs	NNS	dog
,	,	,
they	PP	they
started	VBD	start
setting	VBG	set
up	RP	up
roadblocks	NNS	roadblock
and	CC	and
looking	VBG	look
for	IN	for
illegal	JJ	illegal
contraband	NN	contraband
being	VBG	be
trafficked	VBN	traffic
in	IN	in
vehicles	NNS	vehicle
along	IN	along
the	DT	the
roads	NNS	road
outside	IN	outside
this	DT	this
park	NN	park
.	SENT	.
And	CC	and
they	PP	they
checked	VBD	check
vehicles	NNS	vehicle
,	,	,
and	CC	and
by	IN	by
a	DT	a
human	JJ	human
doing	VBG	do
it	PP	it
,	,	,
it	PP	it
can	MD	can
take	VB	take
hours	NNS	hour
,	,	,
especially	RB	especially
for	IN	for
a	DT	a
bus	NN	bus
loaded	VBN	load
with	IN	with
luggage	NN	luggage
and	CC	and
food	NN	food
,	,	,
like	IN	like
this	DT	this
one	CD	one
up	RB	up
in	IN	in
the	DT	the
top	JJ	top
corner	NN	corner
.	SENT	.
And	CC	and
Ruger	NP	Ruger
just	RB	just
checked	VBD	check
it	PP	it
in	IN	in
a	DT	a
few	JJ	few
minutes	NNS	minute
as	IN	as
this	DT	this
is	VBZ	be
their	PP$	their
first	JJ	first
practice	NN	practice
training	NN	training
on	IN	on
a	DT	a
roadblock	NN	roadblock
.	SENT	.
And	CC	and
he	PP	he
alerted	VBD	alert
,	,	,
which	WDT	which
means	VBZ	mean
he	PP	he
sat	VBD	sit
,	,	,
and	CC	and
he	PP	he
stared	VBD	stare
at	IN	at
his	PP$	his
handler	NN	handler
,	,	,
and	CC	and
the	DT	the
handler	NN	handler
was	VBD	be
like	IN	like
,	,	,
"	``	"
Oh	UH	oh
,	,	,
dear	RB	dear
!	SENT	!
"	''	"
They	PP	they
searched	VBD	search
it	PP	it
,	,	,
looked	VBN	look
through	IN	through
it	PP	it
,	,	,
and	CC	and
they	PP	they
found	VBD	find
nothing	NN	nothing
,	,	,
and	CC	and
so	RB	so
their	PP$	their
spirits	NNS	spirit
dropped	VBD	drop
.	SENT	.
But	CC	but
they	PP	they
unloaded	VBD	unload
that	DT	that
minivan	NN	minivan
,	,	,
and	CC	and
they	PP	they
have	VBP	have
luggage	NN	luggage
out	RP	out
,	,	,
and	CC	and
again	RB	again
Ruger	NP	Ruger
picked	VBD	pick
a	DT	a
piece	NN	piece
of	IN	of
luggage	NN	luggage
and	CC	and
he	PP	he
sat	VBD	sit
,	,	,
and	CC	and
they	PP	they
searched	VBD	search
through	IN	through
it	PP	it
and	CC	and
found	VBD	find
nothing	NN	nothing
.	SENT	.
And	CC	and
Ruger	NP	Ruger
insisted	VBD	insist
,	,	,
and	CC	and
they	PP	they
went	VBD	go
back	RB	back
,	,	,
and	CC	and
then	RB	then
Ruger	NP	Ruger
hit	VBD	hit
on	IN	on
a	DT	a
tiny	JJ	tiny
matchbox	NN	matchbox
wrapped	VBN	wrap
in	IN	in
a	DT	a
plastic	JJ	plastic
bag	NN	bag
inside	IN	inside
clothes	NNS	clothes
.	SENT	.
And	CC	and
inside	IN	inside
that	DT	that
matchbox	NN	matchbox
was	VBD	be
a	DT	a
primer	JJR	prime
cap	NN	cap
,	,	,
which	WDT	which
is	VBZ	be
an	DT	an
illegal	JJ	illegal
firing	NN	firing
pin	NN	pin
for	IN	for
a	DT	a
handmade	JJ	handmade
rifle	NN	rifle
.	SENT	.
And	CC	and
so	IN	so
everyone	NN	everyone
,	,	,
all	PDT	all
the	DT	the
passengers	NNS	passenger
on	IN	on
that	DT	that
bus	NN	bus
,	,	,
all	PDT	all
the	DT	the
scouts	NNS	scout
,	,	,
they	PP	they
suddenly	RB	suddenly
believed	VBD	believe
.	SENT	.
They	PP	they
believed	VBD	believe
that	IN	that
Ruger	NP	Ruger
knew	VBD	know
what	WP	what
he	PP	he
was	VBD	be
doing	VBG	do
because	IN	because
he	PP	he
didn	NN	<unknown>
'	POS	'
t	NN	t
quit	VBD	quit
.	SENT	.
He	PP	he
has	VBZ	have
an	DT	an
even	RB	even
more	RBR	more
interesting	JJ	interesting
backstory	NN	backstory
.	SENT	.
He	PP	he
came	VBD	come
off	RP	off
of	IN	of
an	DT	an
Indian	JJ	Indian
reservation	NN	reservation
,	,	,
the	DT	the
Blackfeet	NN	Blackfeet
Reservation	NN	reservation
in	IN	in
Montana	NP	Montana
.	SENT	.
And	CC	and
he	PP	he
was	VBD	be
a	DT	a
horrible	JJ	horrible
puppy	NN	puppy
,	,	,
and	CC	and
the	DT	the
owner	NN	owner
of	IN	of
this	DT	this
litter	NN	litter
shot	VBD	shoot
all	RB	all
of	IN	of
the	DT	the
dogs	NNS	dog
.	SENT	.
Somehow	RB	somehow
Ruger	NP	Ruger
escaped	VBD	escape
,	,	,
he	PP	he
ended	VBD	end
up	RP	up
in	IN	in
a	DT	a
shelter	NN	shelter
in	IN	in
Helena	NP	Helena
.	SENT	.
Someone	NN	someone
found	VBD	find
him	PP	him
and	CC	and
noticed	VBD	notice
how	WRB	how
bad	JJ	bad
he	PP	he
was	VBD	be
and	CC	and
brought	VBD	bring
him	PP	him
to	TO	to
us	PP	us
to	TO	to
be	VB	be
trained	VBN	train
as	IN	as
a	DT	a
conservation	NN	conservation
detection	NN	detection
dog	NN	dog
.	SENT	.
He	PP	he
has	VBZ	have
made	VBN	make
a	DT	a
huge	JJ	huge
difference	NN	difference
.	SENT	.
Because	IN	because
of	IN	of
his	PP$	his
unrelenting	JJ	unrelenting
energy	NN	energy
and	CC	and
desire	NN	desire
to	TO	to
work	VB	work
and	CC	and
love	VB	love
of	IN	of
work	NN	work
,	,	,
he	PP	he
brings	VBZ	bring
us	PP	us
amazing	JJ	amazing
information	NN	information
.	SENT	.
Then	RB	then
there	EX	there
is	VBZ	be
another	DT	another
dog	NN	dog
I	PP	I
'	POS	'
d	NN	d
like	IN	like
you	PP	you
to	TO	to
meet	VB	meet
.	SENT	.
His	PP$	his
name	NN	name
is	VBZ	be
Pepin	NP	Pepin
,	,	,
and	CC	and
he	PP	he
is	VBZ	be
with	IN	with
our	PP$	our
executive	NN	executive
,	,	,
Dr	NP	Dr
.	SENT	.
Pete	NP	Pete
Coppolillo	NP	Coppolillo
,	,	,
who	WP	who
is	VBZ	be
going	VBG	go
to	TO	to
tell	VB	tell
you	PP	you
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
work	VB	work
Pepin	NP	Pepin
for	IN	for
you	PP	you
.	SENT	.
PC	NN	PC
:	:	:
Well	RB	well
,	,	,
Megan	NP	Megan
,	,	,
Pepin	NP	Pepin
get	VBP	get
ready	JJ	ready
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
give	VBP	give
you	PP	you
a	DT	a
little	JJ	little
update	NN	update
on	IN	on
Ruger	NP	Ruger
.	SENT	.
The	DT	the
four	CD	four
months	NNS	month
after	IN	after
he	PP	he
made	VBD	make
his	PP$	his
first	JJ	first
find	NN	find
in	IN	in
the	DT	the
minibus	NN	minibus
,	,	,
he	PP	he
detected	VBD	detect
and	CC	and
the	DT	the
scouts	NNS	scout
he	PP	he
works	VBZ	work
with	IN	with
confiscated	VBN	confiscate
15	CD	@card@
guns	NNS	gun
.	SENT	.
Mostly	RB	mostly
homemade	JJ	homemade
muzzleloaders	NNS	muzzleloader
,	,	,
which	WDT	which
are	VBP	be
their	PP$	their
gun	NN	gun
of	IN	of
preference	NN	preference
for	IN	for
elephant	NN	elephant
poaching	VBG	poach
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
also	RB	also
used	VBN	use
because	IN	because
guns	NNS	gun
are	VBP	be
hard	JJ	hard
to	TO	to
come	VB	come
by	IN	by
in	IN	in
Africa	NP	Africa
,	,	,
by	IN	by
sometimes	RB	sometimes
seven	CD	seven
,	,	,
sometimes	RB	sometimes
10	CD	@card@
,	,	,
sometimes	RB	sometimes
more	RBR	more
different	JJ	different
poachers	NNS	poacher
.	SENT	.
So	RB	so
,	,	,
as	RB	as
of	IN	of
now	RB	now
,	,	,
there	EX	there
may	MD	may
be	VB	be
100-150	CD	@card@
different	JJ	different
poachers	NNS	poacher
who	WP	who
are	VBP	be
out	RP	out
of	IN	of
business	NN	business
thanks	NNS	thanks
to	TO	to
Ruger	NP	Ruger
.	SENT	.
And	CC	and
for	IN	for
these	DT	these
exceptional	JJ	exceptional
,	,	,
really	RB	really
high-drive	NN	high-drive
dogs	NNS	dog
,	,	,
you	PP	you
know	VBP	know
,	,	,
Ruger	NP	Ruger
is	VBZ	be
really	RB	really
the	DT	the
rule	NN	rule
rather	RB	rather
than	IN	than
the	DT	the
exception	NN	exception
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
tell	VBP	tell
you	PP	you
about	IN	about
a	DT	a
couple	NN	couple
more	RBR	more
.	SENT	.
This	DT	this
is	VBZ	be
Seamus	NP	Seamus
.	SENT	.
Seamus	NP	Seamus
is	VBZ	be
trained	VBN	train
to	TO	to
detect	VB	detect
dyer—s	NNS	<unknown>
woad	NN	woad
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
weed	NN	weed
that	RB	that
'	POS	'
s	NN	S
in	IN	in
that	DT	that
pot	NN	pot
there	RB	there
.	SENT	.
And	CC	and
speaking	VBG	speak
of	IN	of
resilience	NN	resilience
,	,	,
dyer—s	NNS	<unknown>
woad	NN	woad
drops	VBZ	drop
between	IN	between
12	CD	@card@
,	,	,
000	CD	@card@
and	CC	and
15	CD	@card@
,	,	,
000	CD	@card@
seeds	NNS	seed
a	DT	a
year	NN	year
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
noxious	JJ	noxious
weed	NN	weed
,	,	,
and	CC	and
when	WRB	when
it	PP	it
gets	VBZ	get
established	VBN	establish
,	,	,
it	PP	it
'	POS	'
s	NN	S
very	RB	very
hard	JJ	hard
to	TO	to
get	VB	get
rid	JJ	rid
of	IN	of
.	SENT	.
So	IN	so
people	NNS	people
were	VBD	be
working	VBG	work
on	IN	on
getting	VBG	get
rid	JJ	rid
of	IN	of
it	PP	it
on	IN	on
Mount	NP	Mount
Sentinel	NN	sentinel
in	IN	in
Missoula	NP	Missoula
for	IN	for
about	RB	about
10	CD	@card@
years	NNS	year
,	,	,
and	CC	and
they	PP	they
weren	NN	<unknown>
'	POS	'
t	NN	t
making	VBG	make
any	DT	any
progress	NN	progress
.	SENT	.
So	RB	so
in	IN	in
2011	CD	@card@
,	,	,
we	PP	we
brought	VBD	bring
in	IN	in
Seamus	NP	Seamus
.	SENT	.
And	CC	and
Seamus	NP	Seamus
is	VBZ	be
able	JJ	able
to	TO	to
do	VB	do
something	NN	something
that	IN	that
we	PP	we
human	JJ	human
searchers	NNS	searcher
can	MD	can
'	''	'
t	NN	t
,	,	,
which	WDT	which
is	VBZ	be
find	VB	find
it	PP	it
by	IN	by
smell	NN	smell
before	IN	before
it	PP	it
flowers	VBZ	flower
.	SENT	.
Seamus	NP	Seamus
has	VBZ	have
knocked	VBN	knock
back	RB	back
dyer—s	JJ	<unknown>
woad	NN	woad
by	IN	by
over	RB	over
95	CD	@card@
percent	NN	percent
.	SENT	.
Thanks	NNS	thanks
to	TO	to
him	PP	him
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
something	NN	something
that	WDT	that
was	VBD	be
unthinkable	JJ	unthinkable
just	RB	just
a	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
,	,	,
which	WDT	which
is	VBZ	be
eradicate	VB	eradicate
a	DT	a
noxious	JJ	noxious
weed	NN	weed
,	,	,
a	DT	a
bad	JJ	bad
infestation	NN	infestation
of	IN	of
a	DT	a
noxious	JJ	noxious
weed	NN	weed
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
Wicket	NN	wicket
.	SENT	.
Wicket	NN	wicket
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
best	JJS	good
stories	NNS	story
.	SENT	.
She	PP	she
was	VBD	be
in	IN	in
a	DT	a
shelter	NN	shelter
in	IN	in
Anaconda	NN	anaconda
,	,	,
Montana	NP	Montana
,	,	,
and	CC	and
when	WRB	when
we	PP	we
came	VBD	come
to	TO	to
get	VB	get
her	PP	her
,	,	,
the	DT	the
director	NN	director
of	IN	of
the	DT	the
shelter	NN	shelter
said	VBD	say
,	,	,
"	``	"
You	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
that	DT	that
dog	NN	dog
.	SENT	.
That	DT	that
dog	NN	dog
is	VBZ	be
crazy	JJ	crazy
.	SENT	.
"	''	"
And	CC	and
now	RB	now
Aimee	NP	Aimee
famously	RB	famously
said	VBD	say
,	,	,
"	``	"
I	PP	I
think	VBP	think
she	PP	she
might	MD	might
be	VB	be
the	DT	the
right	JJ	right
kind	NN	kind
of	IN	of
crazy	JJ	crazy
.	SENT	.
"	``	"
Wicket	NN	wicket
is	VBZ	be
now	RB	now
the	DT	the
most	RBS	most
accomplished	JJ	accomplished
conservation	NN	conservation
detection	NN	detection
dog	NN	dog
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
worked	VBD	work
on	IN	on
three	CD	three
continents	NNS	continent
,	,	,
she	PP	she
'	POS	'
s	NN	S
worked	VBD	work
in	IN	in
dozens	NNS	dozen
of	IN	of
US	NP	US
states	NNS	state
,	,	,
and	CC	and
here	RB	here
she	PP	she
is	VBZ	be
searching	VBG	search
a	DT	a
boat	NN	boat
for	IN	for
zebra	NN	zebra
mussels	NNS	mussel
which	WDT	which
have	VBP	have
a	DT	a
microscopic	JJ	microscopic
larval	JJ	larval
stage	NN	stage
that	IN	that
we	PP	we
can	MD	can
'	''	'
t	NN	t
see	VB	see
.	SENT	.
Speaking	VBG	speak
of	IN	of
accomplished	JJ	accomplished
and	CC	and
crazy	JJ	crazy
,	,	,
now	RB	now
you	PP	you
guys	VBZ	guy
will	MD	will
get	VB	get
to	TO	to
watch	VB	watch
Pepin	NP	Pepin
do	VB	do
his	PP$	his
thing	NN	thing
.	SENT	.
So	RB	so
Meg	NP	Meg
'	POS	'
s	NN	S
put	VBD	put
his	PP$	his
vest	NN	vest
on	RP	on
.	SENT	.
That	DT	that
is	VBZ	be
his	PP$	his
signal	NN	signal
that	IN	that
it	PP	it
'	POS	'
s	JJ	<unknown>
time	NN	time
to	TO	to
work	VB	work
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
he	PP	he
'	POS	'
s	NNS	<unknown>
low-focused	JJ	low-focused
.	SENT	.
He	PP	he
is	VBZ	be
ready	JJ	ready
to	TO	to
go	VB	go
.	SENT	.
So	RB	so
I	PP	I
hid	VBD	hide
ivory	NN	ivory
.	SENT	.
I	PP	I
hid	VBD	hide
some	DT	some
ivory	NN	ivory
in	IN	in
the	DT	the
room	NN	room
.	SENT	.
Pepin	NP	Pepin
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
ivory	JJ	ivory
dogs	NNS	dog
,	,	,
and	CC	and
I	PP	I
hid	VBD	hide
some	DT	some
ivory	NN	ivory
in	IN	in
the	DT	the
room	NN	room
.	SENT	.
You	PP	you
,	,	,
guys	NNS	guy
,	,	,
just	RB	just
stay	VB	stay
put	VBN	put
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
also	RB	also
not	RB	not
trained	VBN	train
on	IN	on
narcotics	NNS	narcotic
,	,	,
so	RB	so
no	DT	no
one	CD	one
has	VBZ	have
to	TO	to
make	VB	make
a	DT	a
run	NN	run
,	,	,
for	IN	for
the	DT	the
door	NN	door
or	CC	or
anything	NN	anything
like	IN	like
that	DT	that
,	,	,
and	CC	and
when	WRB	when
Meg	NP	Meg
tells	VBZ	tell
him	PP	him
to	TO	to
go	VB	go
,	,	,
he	PP	he
'	POS	'
ll	NNS	<unknown>
do	VBP	do
his	PP$	his
thing	NN	thing
.	SENT	.
So	RB	so
what	WP	what
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
see	VB	see
is	VBZ	be
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
see	VB	see
him	PP	him
work	VB	work
,	,	,
and	CC	and
you	PP	you
can	MD	can
watch	VB	watch
his	PP$	his
head	NN	head
,	,	,
he	PP	he
'	POS	'
ll	NNS	<unknown>
