Nine	CD	nine
,	,	,
but	CC	but
customers	NNS	customer
who	WP	who
live	VBP	live
on	IN	on
less	JJR	less
than	IN	than
four	CD	four
dollars	NNS	dollar
a	DT	a
day	NN	day
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
key	JJ	key
areas	NNS	area
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
on	IN	on
recently	RB	recently
is	VBZ	be
medical	JJ	medical
devices	NNS	device
,	,	,
and	CC	and
while	IN	while
it	PP	it
may	MD	may
not	RB	not
be	VB	be
obvious	JJ	obvious
that	IN	that
medical	JJ	medical
devices	NNS	device
have	VBP	have
something	NN	something
in	IN	in
common	JJ	common
with	IN	with
Iraq	NP	Iraq
'	POS	'
s	JJ	<unknown>
electricity	NN	electricity
grid	NN	grid
then	RB	then
,	,	,
there	EX	there
are	VBP	be
some	DT	some
commonalities	NNS	commonality
.	SENT	.
Despite	IN	despite
the	DT	the
advanced	JJ	advanced
technology	NN	technology
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
reaching	VBG	reach
the	DT	the
people	NNS	people
who	WP	who
need	VBP	need
it	PP	it
most	RBS	most
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
tell	VB	tell
you	PP	you
about	IN	about
one	CD	one
of	IN	of
the	DT	the
projects	NNS	project
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
on	IN	on
,	,	,
the	DT	the
ReMotion	NP	ReMotion
Knee	NP	Knee
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
prosthetic	JJ	prosthetic
knee	NN	knee
for	IN	for
above-knee	NN	<unknown>
amputees	NNS	amputee
.	SENT	.
And	CC	and
this	DT	this
project	NN	project
started	VBD	start
when	WRB	when
the	DT	the
Jaipur	NP	Jaipur
Foot	NP	Foot
Organization	NP	Organization
,	,	,
the	DT	the
largest	JJS	large
fitter	NN	fitter
of	IN	of
prosthetic	JJ	prosthetic
limbs	NNS	limb
in	IN	in
the	DT	the
world	NN	world
,	,	,
came	VBD	come
to	TO	to
the	DT	the
Bay	NP	Bay
Area	NP	Area
and	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
We	PP	we
need	VBP	need
a	DT	a
better	JJR	good
knee	NN	knee
.	SENT	.
"	``	"
Chances	NNS	chance
are	VBP	be
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
living	NN	living
on	IN	on
less	JJR	less
than	IN	than
four	CD	four
dollars	NNS	dollar
a	DT	a
day	NN	day
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
an	DT	an
amputee	NN	amputee
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
lost	VBD	lose
your	PP$	your
limb	NN	limb
in	IN	in
a	DT	a
vehicle	NN	vehicle
accident	NN	accident
.	SENT	.
Most	JJS	most
people	NNS	people
think	VBP	think
it	PP	it
'	''	'
s	NN	S
land	NN	land
mines	NNS	mine
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
vehicle	NN	vehicle
accident	NN	accident
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
walking	VBG	walk
by	IN	by
the	DT	the
side	NN	side
of	IN	of
the	DT	the
road	NN	road
and	CC	and
you	PP	you
'	POS	'
re	NN	re
hit	VBD	hit
by	IN	by
a	DT	a
truck	NN	truck
,	,	,
or	CC	or
you	PP	you
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
to	TO	to
jump	VB	jump
on	IN	on
a	DT	a
moving	VBG	move
train	NN	train
,	,	,
you	PP	you
'	POS	'
re	NN	re
late	RB	late
for	IN	for
work	NN	work
,	,	,
and	CC	and
your	PP$	your
pant	NN	pant
leg	NN	leg
gets	VBZ	get
caught	VBN	catch
.	SENT	.
And	CC	and
the	DT	the
reality	NN	reality
is	VBZ	be
that	IN	that
if	IN	if
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
much	JJ	much
money	NN	money
,	,	,
like	IN	like
this	DT	this
young	JJ	young
named	VBN	name
Kamal	NP	Kamal
right	NN	right
here	RB	here
,	,	,
the	DT	the
option	NN	option
you	PP	you
really	RB	really
have	VBP	have
is	VBZ	be
a	DT	a
bamboo	NN	bamboo
staff	NN	staff
to	TO	to
get	VB	get
around	RP	around
.	SENT	.
And	CC	and
how	WRB	how
big	JJ	big
a	DT	a
problem	NN	problem
is	VBZ	be
this	DT	this
?	SENT	?
There	EX	there
'	POS	'
s	NN	S
over	IN	over
three	CD	three
million	CD	million
amputees	NNS	amputee
every	DT	every
year	NN	year
who	WP	who
need	VBP	need
a	DT	a
new	JJ	new
or	CC	or
replacement	NN	replacement
knee	NN	knee
.	SENT	.
And	CC	and
what	WP	what
are	VBP	be
their	PP$	their
options	NNS	option
?	SENT	?
This	DT	this
is	VBZ	be
a	DT	a
high-end	JJ	high-end
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
we	PP	we
'	POS	'
d	NN	d
call	VBP	call
a	DT	a
"	``	"
smart	JJ	smart
knee	NN	knee
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
got	VBD	get
a	DT	a
microprocessor	NN	microprocessor
inside	RB	inside
.	SENT	.
It	PP	it
can	MD	can
pretty	RB	pretty
much	RB	much
do	VBP	do
anything	NN	anything
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
20	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
,	,	,
and	CC	and
to	TO	to
give	VB	give
you	PP	you
a	DT	a
sense	NN	sense
of	IN	of
who	WP	who
wears	VBZ	wear
this	DT	this
,	,	,
veterans	NNS	veteran
,	,	,
American	JJ	American
veterans	NNS	veteran
coming	VBG	come
back	RB	back
from	IN	from
Afghanistan	NP	Afghanistan
or	CC	or
Iraq	NP	Iraq
would	MD	would
be	VB	be
fit	VBN	fit
with	IN	with
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
low-end	JJ	low-end
titanium	NN	titanium
knee	NN	knee
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
polycentric	JJ	polycentric
knee	NN	knee
,	,	,
and	CC	and
all	RB	all
that	IN	that
that	DT	that
means	NN	means
is	VBZ	be
the	DT	the
mechanism	NN	mechanism
,	,	,
is	VBZ	be
a	DT	a
four-bar	JJ	<unknown>
mechanism	NN	mechanism
,	,	,
that	WDT	that
mimics	VBZ	mimic
a	DT	a
natural	JJ	natural
human	JJ	human
knee	NN	knee
.	SENT	.
But	CC	but
at	IN	at
1	CD	@card@
,	,	,
400	CD	@card@
dollars	NNS	dollar
,	,	,
it	PP	it
'	POS	'
s	NN	S
still	RB	still
too	RB	too
expensive	JJ	expensive
for	IN	for
people	NNS	people
like	IN	like
Kamal	NP	Kamal
.	SENT	.
And	CC	and
lastly	RB	lastly
,	,	,
here	RB	here
you	PP	you
see	VBP	see
a	DT	a
low-end	JJ	low-end
knee	NN	knee
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
knee	NN	knee
that	RB	that
'	POS	'
s	RB	<unknown>
been	VBN	be
designed	VBN	design
specifically	RB	specifically
for	IN	for
poor	JJ	poor
people	NNS	people
.	SENT	.
And	CC	and
while	IN	while
you	PP	you
have	VBP	have
affordability	NN	affordability
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
lost	VBD	lose
on	IN	on
functionality	NN	functionality
.	SENT	.
The	DT	the
mechanism	NN	mechanism
here	RB	here
is	VBZ	be
a	DT	a
single	JJ	single
axis	NN	axis
,	,	,
and	CC	and
a	DT	a
single	JJ	single
axis	NN	axis
is	VBZ	be
like	IN	like
a	DT	a
door	NN	door
hinge	NN	hinge
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
think	VB	think
about	RB	about
how	WRB	how
unstable	JJ	unstable
that	DT	that
would	MD	would
be	VB	be
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
type	NN	type
of	IN	of
mechanism	NN	mechanism
that	IN	that
the	DT	the
Jaipur	NP	Jaipur
Foot	NP	Foot
Organization	NP	Organization
was	VBD	be
using	VBG	use
when	WRB	when
they	PP	they
were	VBD	be
looking	VBG	look
for	IN	for
a	DT	a
better	JJR	good
knee	NN	knee
,	,	,
and	CC	and
I	PP	I
just	RB	just
wanted	VBD	want
to	TO	to
give	VB	give
you	PP	you
a	DT	a
sense	NN	sense
of	IN	of
what	WP	what
a	DT	a
leg	NN	leg
system	NN	system
looks	VBZ	look
like	IN	like
,	,	,
because	IN	because
I	PP	I
'	POS	'
m	NN	m
showing	VBG	show
you	PP	you
all	PDT	all
these	DT	these
knees	NNS	knee
and	CC	and
I	PP	I
imagine	VBP	imagine
it	PP	it
'	''	'
s	NNS	<unknown>
hard	JJ	hard
to	TO	to
think	VB	think
how	WRB	how
it	PP	it
all	RB	all
fits	VBZ	fit
together	RB	together
.	SENT	.
So	RB	so
at	IN	at
the	DT	the
top	NN	top
you	PP	you
have	VBP	have
a	DT	a
socket	NN	socket
,	,	,
and	CC	and
this	DT	this
fits	NNS	fit
over	IN	over
someone	NN	someone
'	POS	'
s	JJ	<unknown>
residual	JJ	residual
limb	NN	limb
,	,	,
and	CC	and
everyone	NN	everyone
'	POS	'
s	JJ	<unknown>
residual	JJ	residual
limb	NN	limb
is	VBZ	be
a	DT	a
little	JJ	little
bit	NN	bit
different	JJ	different
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
have	VBP	have
the	DT	the
knee	NN	knee
,	,	,
and	CC	and
here	RB	here
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
single	JJ	single
axis	NN	axis
on	IN	on
the	DT	the
knee	NN	knee
so	IN	so
you	PP	you
can	MD	can
see	VB	see
how	WRB	how
it	PP	it
rotates	VBZ	rotate
,	,	,
and	CC	and
then	RB	then
a	DT	a
pylon	NN	pylon
,	,	,
and	CC	and
then	RB	then
a	DT	a
foot	NN	foot
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
able	JJ	able
to	TO	to
develop	VB	develop
a	DT	a
knee	NN	knee
,	,	,
a	DT	a
polycentric	JJ	polycentric
knee	NN	knee
,	,	,
so	RB	so
that	DT	that
type	NN	type
of	IN	of
knee	NN	knee
that	WDT	that
acts	VBZ	act
like	IN	like
a	DT	a
human	JJ	human
knee	NN	knee
,	,	,
mimics	VBZ	mimic
human	JJ	human
gait	NN	gait
,	,	,
for	IN	for
80	CD	@card@
dollars	NNS	dollar
retail	JJ	retail
.	SENT	.
But	CC	but
the	DT	the
key	NN	key
is	VBZ	be
,	,	,
you	PP	you
can	MD	can
have	VB	have
this	DT	this
great	JJ	great
invention	NN	invention
,	,	,
you	PP	you
can	MD	can
have	VB	have
this	DT	this
great	JJ	great
design	NN	design
,	,	,
but	CC	but
how	WRB	how
do	VBP	do
you	PP	you
get	VBP	get
it	PP	it
to	TO	to
the	DT	the
people	NNS	people
who	WP	who
most	RBS	most
need	VBP	need
it	PP	it
?	SENT	?
How	WRB	how
do	VBP	do
you	PP	you
ensure	VB	ensure
it	PP	it
gets	VBZ	get
to	TO	to
them	PP	them
and	CC	and
it	PP	it
improves	VBZ	improve
their	PP$	their
lives	NNS	life
?	SENT	?
So	RB	so
at	IN	at
D-Rev	NP	<unknown>
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
done	VBN	do
some	DT	some
other	JJ	other
projects	NNS	project
,	,	,
and	CC	and
we	PP	we
looked	VBD	look
at	IN	at
three	CD	three
things	NNS	thing
that	IN	that
we	PP	we
really	RB	really
believe	VBP	believe
gets	VBZ	get
technologies	NNS	technology
to	TO	to
customers	NNS	customer
,	,	,
to	TO	to
users	NNS	user
,	,	,
to	TO	to
people	NNS	people
who	WP	who
need	VBP	need
it	PP	it
.	SENT	.
And	CC	and
the	DT	the
first	JJ	first
thing	NN	thing
is	VBZ	be
that	IN	that
the	DT	the
product	NN	product
needs	VBZ	need
to	TO	to
be	VB	be
world	NN	world
class	NN	class
.	SENT	.
It	PP	it
needs	VBZ	need
to	TO	to
perform	VB	perform
on	IN	on
par	NN	par
or	CC	or
better	JJR	good
than	IN	than
the	DT	the
best	JJS	good
products	NNS	product
on	IN	on
the	DT	the
market	NN	market
.	SENT	.
Regardless	RB	regardless
of	IN	of
your	PP$	your
income	NN	income
level	NN	level
,	,	,
you	PP	you
want	VBP	want
the	DT	the
most	RBS	most
beautiful	JJ	beautiful
,	,	,
the	DT	the
best	JJS	good
product	NN	product
that	IN	that
there	EX	there
is	VBZ	be
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
a	DT	a
video	NN	video
now	RB	now
of	IN	of
a	DT	a
man	NN	man
named	VBN	name
Ash	NP	Ash
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
him	PP	him
walking	VBG	walk
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
wearing	VBG	wear
the	DT	the
same	JJ	same
knee	NN	knee
system	NN	system
here	RB	here
with	IN	with
a	DT	a
single	JJ	single
axis	NN	axis
knee	NN	knee
.	SENT	.
And	CC	and
he	PP	he
'	POS	'
s	NN	S
doing	VBG	do
a	DT	a
10-meter	NN	10-meter
walk	NN	walk
test	NN	test
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
ll	NNS	<unknown>
notice	VBP	notice
that	IN	that
he	PP	he
'	POS	'
s	NNS	<unknown>
struggling	VBG	struggle
with	IN	with
stability	NN	stability
as	IN	as
he	PP	he
'	POS	'
s	NN	S
walking	NN	walking
.	SENT	.
And	CC	and
something	NN	something
that	RB	that
'	POS	'
s	NN	S
not	RB	not
obvious	JJ	obvious
,	,	,
that	IN	that
you	PP	you
can	MD	can
'	''	'
t	NN	t
see	VBP	see
,	,	,
is	VBZ	be
that	IN	that
it	PP	it
'	POS	'
s	NN	S
psychologically	RB	psychologically
draining	VBG	drain
to	TO	to
walk	VB	walk
and	CC	and
to	TO	to
be	VB	be
preventing	VBG	prevent
yourself	PP	yourself
from	IN	from
falling	VBG	fall
.	SENT	.
Now	RB	now
this	DT	this
is	VBZ	be
a	DT	a
video	NN	video
of	IN	of
Kamal	NP	Kamal
.	SENT	.
You	PP	you
remember	VB	remember
Kamal	NP	Kamal
earlier	RBR	earlier
,	,	,
holding	VBG	hold
the	DT	the
bamboo	NN	bamboo
staff	NN	staff
.	SENT	.
He	PP	he
'	POS	'
s	NNS	<unknown>
wearing	VBG	wear
one	CD	one
of	IN	of
the	DT	the
earlier	JJR	early
versions	NNS	version
of	IN	of
our	PP$	our
knee	NN	knee
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NN	S
doing	VBG	do
that	DT	that
same	JJ	same
10-meter	NN	10-meter
walk	NN	walk
test	NN	test
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
his	PP$	his
stability	NN	stability
is	VBZ	be
much	RB	much
better	JJR	good
.	SENT	.
So	IN	so
world	NN	world
class	NN	class
isn	NN	isn
'	POS	'
t	NN	t
just	RB	just
about	RB	about
technical	JJ	technical
performance	NN	performance
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
also	RB	also
about	RB	about
human	JJ	human
performance	NN	performance
.	SENT	.
And	CC	and
most	RBS	most
medical	JJ	medical
devices	NNS	device
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
learned	VBD	learn
,	,	,
as	IN	as
we	PP	we
'	POS	'
ve	NN	ve
dug	VBD	dig
in	IN	in
,	,	,
are	VBP	be
really	RB	really
designed	VBN	design
for	IN	for
Westerners	NNS	westerner
,	,	,
for	IN	for
wealthier	JJR	wealthy
economies	NNS	economy
.	SENT	.
But	CC	but
the	DT	the
reality	NN	reality
is	VBZ	be
our	PP$	our
users	NNS	user
,	,	,
our	PP$	our
customers	NNS	customer
,	,	,
they	PP	they
do	VBP	do
different	JJ	different
things	NNS	thing
.	SENT	.
They	PP	they
sit	VBP	sit
cross-legged	JJ	cross-legged
more	RBR	more
.	SENT	.
We	PP	we
see	VBP	see
that	IN	that
they	PP	they
squat	VBP	squat
.	SENT	.
They	PP	they
kneel	VBP	kneel
in	IN	in
prayer	NN	prayer
.	SENT	.
And	CC	and
we	PP	we
designed	VBD	design
our	PP$	our
knee	NN	knee
to	TO	to
have	VB	have
the	DT	the
greatest	JJS	great
range	NN	range
of	IN	of
motion	NN	motion
of	IN	of
almost	RB	almost
any	DT	any
other	JJ	other
knee	NN	knee
on	IN	on
the	DT	the
market	NN	market
.	SENT	.
So	IN	so
the	DT	the
second	JJ	second
thing	NN	thing
we	PP	we
learned	VBD	learn
,	,	,
and	CC	and
this	DT	this
leads	VBZ	lead
into	IN	into
my	PP$	my
second	JJ	second
point	NN	point
,	,	,
which	WDT	which
is	VBZ	be
that	IN	that
we	PP	we
believe	VBP	believe
that	IN	that
products	NNS	product
need	VBP	need
to	TO	to
be	VB	be
designed	VBN	design
to	TO	to
be	VB	be
user-centric	JJ	user-centric
.	SENT	.
And	CC	and
at	IN	at
D-	NN	d-
Rev	NP	Rev
,	,	,
we	PP	we
go	VBP	go
one	CD	one
step	NN	step
further	RBR	further
and	CC	and
we	PP	we
say	VBP	say
you	PP	you
need	VBP	need
to	TO	to
be	VB	be
user-obsessed	VBN	user-obsess
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
the	DT	the
end	NN	end
user	NN	user
that	IN	that
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
about	RB	about
,	,	,
but	CC	but
everyone	NN	everyone
who	WP	who
interacts	VBZ	interact
with	IN	with
the	DT	the
product	NN	product
,	,	,
so	RB	so
,	,	,
for	IN	for
example	NN	example
,	,	,
the	DT	the
prosthetist	NN	<unknown>
who	WP	who
fits	VBZ	fit
the	DT	the
knee	NN	knee
,	,	,
but	CC	but
also	RB	also
the	DT	the
context	NN	context
in	IN	in
which	WDT	which
the	DT	the
knee	NN	knee
is	VBZ	be
being	VBG	be
fit	VBN	fit
.	SENT	.
What	WP	what
is	VBZ	be
the	DT	the
local	JJ	local
market	NN	market
like	IN	like
?	SENT	?
How	WRB	how
do	VB	do
all	PDT	all
these	DT	these
components	NNS	component
get	VBP	get
to	TO	to
the	DT	the
clinic	NN	clinic
?	SENT	?
Do	VB	do
they	PP	they
all	DT	all
get	VBP	get
there	RB	there
on	IN	on
time	NN	time
?	SENT	?
The	DT	the
supply	NN	supply
chain	NN	chain
.	SENT	.
Everything	NN	everything
that	WDT	that
goes	VBZ	go
into	IN	into
ensuring	VBG	ensure
that	IN	that
this	DT	this
product	NN	product
gets	VBZ	get
to	TO	to
the	DT	the
end	NN	end
user	NN	user
,	,	,
and	CC	and
it	PP	it
goes	VBZ	go
in	IN	in
as	IN	as
part	NN	part
of	IN	of
the	DT	the
system	NN	system
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
used	VBD	use
.	SENT	.
So	RB	so
I	PP	I
wanted	VBD	want
to	TO	to
show	VB	show
you	PP	you
some	DT	some
of	IN	of
the	DT	the
iterations	NNS	iteration
we	PP	we
did	VBD	do
between	IN	between
the	DT	the
first	JJ	first
version	NN	version
,	,	,
the	DT	the
Jaipur	NP	Jaipur
Knee	NP	Knee
,	,	,
so	RB	so
this	DT	this
is	VBZ	be
it	PP	it
right	RB	right
here	RB	here
.	SENT	.
Notice	NN	notice
anything	NN	anything
about	IN	about
it	PP	it
?	SENT	?
It	PP	it
clicks	VBZ	click
.	SENT	.
We	PP	we
'	POS	'
d	NN	d
seen	VBN	see
that	IN	that
users	NNS	user
had	VBD	have
actually	RB	actually
modified	VBN	modify
it	PP	it
.	SENT	.
So	RB	so
do	VBP	do
you	PP	you
see	VBP	see
that	IN	that
black	JJ	black
strip	NN	strip
right	RB	right
there	RB	there
?	SENT	?
That	IN	that
'	POS	'
s	NN	S
a	DT	a
homemade	JJ	homemade
noise	NN	noise
dampener	NN	dampener
.	SENT	.
We	PP	we
also	RB	also
saw	VBD	see
that	IN	that
our	PP$	our
users	NNS	user
had	VBD	have
modified	VBN	modify
it	PP	it
in	IN	in
other	JJ	other
ways	NNS	way
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
there	RB	there
that	IN	that
that	DT	that
particular	JJ	particular
amputee	NN	amputee
,	,	,
he	PP	he
had	VBD	have
wrapped	VBN	wrap
bandages	NNS	bandage
around	IN	around
the	DT	the
knee	NN	knee
.	SENT	.
He	PP	he
'	POS	'
d	NN	d
made	VBD	make
a	DT	a
cosmesis	NN	<unknown>
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
knee	NN	knee
,	,	,
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
those	DT	those
pointy	JJ	pointy
edges	NNS	edge
,	,	,
right	RB	right
?	SENT	?
So	RB	so
if	IN	if
you	PP	you
'	POS	'
re	NN	re
wearing	VBG	wear
it	PP	it
under	IN	under
pants	NNS	pant
or	CC	or
a	DT	a
skirt	NN	skirt
or	CC	or
a	DT	a
sari	NN	sari
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
obvious	JJ	obvious
that	IN	that
you	PP	you
'	''	'
re	IN	re
wearing	VBG	wear
a	DT	a
prosthetic	JJ	prosthetic
limb	NN	limb
,	,	,
and	CC	and
in	IN	in
societies	NNS	society
where	WRB	where
there	EX	there
'	''	'
s	NNS	<unknown>
social	JJ	social
stigma	NN	stigma
around	IN	around
being	VBG	be
disabled	VBN	disable
,	,	,
people	NNS	people
are	VBP	be
particularly	RB	particularly
acute	JJ	acute
about	IN	about
this	DT	this
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
some	DT	some
of	IN	of
the	DT	the
modifications	NNS	modification
we	PP	we
did	VBD	do
.	SENT	.
We	PP	we
did	VBD	do
a	DT	a
lot	NN	lot
of	IN	of
iterations	NNS	iteration
,	,	,
not	RB	not
just	RB	just
around	IN	around
this	DT	this
,	,	,
but	CC	but
some	DT	some
other	JJ	other
things	NNS	thing
.	SENT	.
But	CC	but
here	RB	here
we	PP	we
have	VBP	have
the	DT	the
version	NN	version
three	CD	three
,	,	,
the	DT	the
ReMotion	NP	ReMotion
Knee	NP	Knee
,	,	,
but	CC	but
if	IN	if
you	PP	you
look	VBP	look
in	IN	in
here	RB	here
,	,	,
you	PP	you
can	MD	can
see	VB	see
the	DT	the
noise	NN	noise
dampener	NN	dampener
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
quieter	JJR	quiet
.	SENT	.
The	DT	the
other	JJ	other
thing	NN	thing
we	PP	we
did	VBD	do
is	VBZ	be
that	IN	that
we	PP	we
smoothed	VBD	smooth
the	DT	the
profile	NN	profile
.	SENT	.
We	PP	we
made	VBD	make
it	PP	it
thinner	JJR	thin
.	SENT	.
And	CC	and
something	NN	something
that	RB	that
'	POS	'
s	NN	S
not	RB	not
obvious	JJ	obvious
is	VBZ	be
that	IN	that
we	PP	we
designed	VBD	design
it	PP	it
for	IN	for
mass	JJ	mass
production	NN	production
.	SENT	.
And	CC	and
this	DT	this
goes	VBZ	go
into	IN	into
my	PP$	my
last	JJ	last
point	NN	point
.	SENT	.
We	PP	we
really	RB	really
,	,	,
truly	RB	truly
believe	VBP	believe
that	IN	that
if	IN	if
a	DT	a
product	NN	product
is	VBZ	be
going	VBG	go
to	TO	to
reach	VB	reach
users	NNS	user
at	IN	at
the	DT	the
scale	NN	scale
that	IN	that
it	PP	it
'	POS	'
s	NN	S
needed	VBD	need
,	,	,
it	PP	it
needs	VBZ	need
to	TO	to
be	VB	be
market-	NN	<unknown>
driven	VBN	drive
,	,	,
and	CC	and
market-driven	JJ	market-driven
means	NNS	mean
that	IN	that
products	NNS	product
are	VBP	be
sold	VBN	sell
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
not	RB	not
donated	VBN	donate
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
not	RB	not
heavily	RB	heavily
subsidized	VBN	subsidize
.	SENT	.
Our	PP$	our
product	NN	product
needs	VBZ	need
to	TO	to
be	VB	be
designed	VBN	design
to	TO	to
offer	VB	offer
value	NN	value
to	TO	to
the	DT	the
end	NN	end
user	NN	user
.	SENT	.
It	PP	it
also	RB	also
has	VBZ	have
to	TO	to
be	VB	be
designed	VBN	design
to	TO	to
be	VB	be
very	RB	very
affordable	JJ	affordable
.	SENT	.
But	CC	but
a	DT	a
product	NN	product
that	WDT	that
is	VBZ	be
valued	VBN	value
by	IN	by
a	DT	a
