Kat	NP	Kat
go	VB	go
out	RP	out
every	DT	every
evening	NN	evening
with	IN	with
my	PP$	my
friends	NNS	friend
to	TO	to
bring	VB	bring
groceries	NNS	grocery
,	,	,
to	TO	to
just	RB	just
go	VB	go
,	,	,
you	PP	you
know	VBP	know
,	,	,
spend	VBP	spend
some	DT	some
time	NN	time
together	RB	together
and	CC	and
just	RB	just
be	VB	be
there	RB	there
and	CC	and
exist	VB	exist
.	SENT	.
KC	NN	KC
:	:	:
And	CC	and
that	IN	that
very	RB	very
active	JJ	active
life	NN	life
has	VBZ	have
continued	VBN	continue
for	IN	for
you	PP	you
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
you	PP	you
started	VBD	start
making	VBG	make
films	NNS	film
at	IN	at
a	DT	a
really	RB	really
young	JJ	young
age	NN	age
,	,	,
when	WRB	when
you	PP	you
were	VBD	be
still	RB	still
in	IN	in
high	JJ	high
school	NN	school
,	,	,
is	VBZ	be
that	DT	that
right	NN	right
?	SENT	?
TA	NP	TA
:	:	:
Yes	UH	yes
,	,	,
I	PP	I
was	VBD	be
in	IN	in
11th	JJ	11th
grade	NN	grade
when	WRB	when
I	PP	I
started	VBD	start
.	SENT	.
I	PP	I
was	VBD	be
part	NN	part
of	IN	of
a	DT	a
program	NN	program
called	VBD	call
Citizen	NP	Citizen
Journalism	NP	Journalism
and	CC	and
Documentary	JJ	documentary
Filmmaking	NN	filmmaking
,	,	,
and	CC	and
I	PP	I
was	VBD	be
representing	VBG	represent
my	PP$	my
hometown	NN	hometown
,	,	,
Mazar	NP	Mazar
,	,	,
north	RB	north
of	IN	of
Afghanistan	NP	Afghanistan
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
how	WRB	how
I	PP	I
started	VBD	start
making	VBG	make
films	NNS	film
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
--	:	--
we	PP	we
were	VBD	be
supposed	VBN	suppose
to	TO	to
make	VB	make
one	CD	one
documentary	NN	documentary
,	,	,
one	CD	one
short	JJ	short
documentary	NN	documentary
per	IN	per
month	NN	month
from	IN	from
pre-production	NN	pre-production
to	TO	to
post-production	NN	post-production
.	SENT	.
And	CC	and
we	PP	we
were	VBD	be
very	RB	very
excited	VBN	excite
about	IN	about
that	DT	that
.	SENT	.
And	CC	and
it	PP	it
opened	VBD	open
other	JJ	other
doors	NNS	door
.	SENT	.
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
go	VB	go
to	TO	to
the	DT	the
places	NNS	place
I	PP	I
have	VBP	have
never	RB	never
been	VBN	be
and	CC	and
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
meet	VB	meet
people	NNS	people
,	,	,
communicate	VB	communicate
,	,	,
listen	VB	listen
to	TO	to
them	PP	them
and	CC	and
try	VBP	try
to	TO	to
tell	VB	tell
their	PP$	their
stories	NNS	story
.	SENT	.
KC	NN	KC
:	:	:
Let	VB	let
'	''	'
s	NNS	<unknown>
talk	VBP	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	RB	about
"	''	"
In	IN	in
Her	PP$	her
Hands	NP	Hands
.	SENT	.
"	''	"
Can	MD	can
you	PP	you
summarize	VB	summarize
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
what	WP	what
the	DT	the
film	NN	film
is	VBZ	be
about	RB	about
and	CC	and
why	WRB	why
you	PP	you
chose	VBD	choose
to	TO	to
tell	VB	tell
that	DT	that
story	NN	story
?	SENT	?
TA	NP	TA
:	:	:
The	DT	the
film	NN	film
is	VBZ	be
about	RB	about
a	DT	a
strong	JJ	strong
woman	NN	woman
who	WP	who
was	VBD	be
trying	VBG	try
to	TO	to
make	VB	make
a	DT	a
change	NN	change
in	IN	in
her	PP$	her
community	NN	community
.	SENT	.
And	CC	and
like	IN	like
many	JJ	many
other	JJ	other
Afghans	NNS	Afghan
from	IN	from
my	PP$	my
generation	NN	generation
,	,	,
Zarifa	NP	Zarifa
Ghafari	NP	<unknown>
was	VBD	be
trying	VBG	try
to	TO	to
make	VB	make
a	DT	a
change	NN	change
in	IN	in
her	PP$	her
own	JJ	own
hometown	NN	hometown
of	IN	of
Maidan	NN	maidan
Shar	NP	Shar
,	,	,
Maidan	NN	maidan
Wardak	NP	Wardak
.	SENT	.
And	CC	and
she	PP	she
was	VBD	be
quite	RB	quite
famous	JJ	famous
in	IN	in
Afghanistan	NP	Afghanistan
,	,	,
so	RB	so
I	PP	I
was	VBD	be
really	RB	really
curious	JJ	curious
to	TO	to
know	VB	know
about	IN	about
her	PP$	her
more	JJR	more
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NN	S
how	WRB	how
I	PP	I
visited	VBD	visit
her	PP	her
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
were	VBD	be
trying	VBG	try
to	TO	to
make	VB	make
a	DT	a
film	NN	film
not	RB	not
only	RB	only
about	IN	about
who	WP	who
Zarifa	NP	Zarifa
was	VBD	be
,	,	,
but	CC	but
also	RB	also
the	DT	the
country	NN	country
itself	PP	itself
.	SENT	.
So	RB	so
we	PP	we
tried	VBD	try
to	TO	to
include	VB	include
other	JJ	other
characters	NNS	character
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
tell	VB	tell
a	DT	a
story	NN	story
of	IN	of
the	DT	the
country	NN	country
,	,	,
not	RB	not
only	RB	only
one	CD	one
person	NN	person
.	SENT	.
And	CC	and
the	DT	the
journey	NN	journey
of	IN	of
the	DT	the
country	NN	country
towards	IN	towards
2021	CD	@card@
.	SENT	.
Zarifa	NP	Zarifa
Ghafari	NP	<unknown>
:	:	:
In	IN	in
the	DT	the
name	NN	name
of	IN	of
Allah	NP	Allah
.	SENT	.
May	NP	May
God	NP	God
protect	VB	protect
us	PP	us
.	SENT	.
Driver	NN	driver
:	:	:
I	PP	I
'	POS	'
m	NN	m
Mayor	NP	Mayor
Zarifa	NP	Zarifa
Ghafari	NP	<unknown>
'	POS	'
s	NN	S
driver	NN	driver
,	,	,
and	CC	and
I	PP	I
guard	VBP	guard
her	PP$	her
24	CD	@card@
/	SYM	/
7	CD	@card@
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
very	RB	very
happy	JJ	happy
to	TO	to
be	VB	be
serving	VBG	serve
a	DT	a
woman	NN	woman
who	WP	who
so	RB	so
completely	RB	completely
serves	VBZ	serve
her	PP$	her
country	NN	country
and	CC	and
her	PP$	her
people	NNS	people
.	SENT	.
ZG	NN	ZG
:	:	:
After	IN	after
we	PP	we
pass	VBP	pass
these	DT	these
deserts	NNS	desert
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
feel	VBP	feel
safer	JJR	safe
.	SENT	.
Slow	VB	slow
down	RB	down
.	SENT	.
Drive	VB	drive
slowly	RB	slowly
.	SENT	.
Cars	NNS	car
are	VBP	be
heading	VBG	head
towards	IN	towards
us	PP	us
.	SENT	.
Driver	NN	driver
:	:	:
I	PP	I
drive	VBP	drive
above	IN	above
the	DT	the
speed	NN	speed
limit	NN	limit
,	,	,
one	CD	one
hand	NN	hand
on	IN	on
the	DT	the
steering	NN	steering
wheel	NN	wheel
,	,	,
one	CD	one
on	IN	on
my	PP$	my
pistol	NN	pistol
,	,	,
because	IN	because
the	DT	the
road	NN	road
I	PP	I
drive	VBP	drive
Zarifa	NP	Zarifa
on	IN	on
every	DT	every
day	NN	day
between	IN	between
Kabul	NP	Kabul
and	CC	and
Maidan	NN	maidan
Shar	NP	Shar
is	VBZ	be
controlled	VBN	control
by	IN	by
the	DT	the
Taliban	NP	<unknown>
.	SENT	.
She	PP	she
is	VBZ	be
a	DT	a
champion	NN	champion
for	IN	for
me	PP	me
and	CC	and
our	PP$	our
people	NNS	people
.	SENT	.
I	PP	I
live	VBP	live
every	DT	every
second	NN	second
of	IN	of
my	PP$	my
life	NN	life
with	IN	with
the	DT	the
memory	NN	memory
of	IN	of
her	PP	her
.	SENT	.
KC	NN	KC
:	:	:
So	RB	so
the	DT	the
film	NN	film
spans	VBZ	span
a	DT	a
period	NN	period
--	:	--
I	PP	I
think	VBP	think
you	PP	you
started	VBD	start
working	VBG	work
on	IN	on
the	DT	the
project	NN	project
in	IN	in
2020	CD	@card@
and	CC	and
Zarifa	NP	Zarifa
,	,	,
the	DT	the
main	JJ	main
character	NN	character
,	,	,
is	VBZ	be
the	DT	the
youngest	JJS	young
female	JJ	female
mayor	NN	mayor
in	IN	in
Afghanistan	NP	Afghanistan
,	,	,
in	IN	in
the	DT	the
capital	NN	capital
city	NN	city
of	IN	of
a	DT	a
province	NN	province
that	WDT	that
has	VBZ	have
always	RB	always
had	VBN	have
a	DT	a
strong	JJ	strong
Taliban	NP	<unknown>
presence	NN	presence
.	SENT	.
And	CC	and
you	PP	you
did	VBD	do
go	VB	go
out	RP	out
and	CC	and
you	PP	you
filmed	VBD	film
in	IN	in
the	DT	the
mountains	NNS	mountain
with	IN	with
the	DT	the
Taliban	NP	<unknown>
.	SENT	.
You	PP	you
said	VBD	say
earlier	RBR	earlier
that	IN	that
one	CD	one
of	IN	of
your	PP$	your
favorite	JJ	favorite
parts	NNS	part
of	IN	of
filmmaking	VBG	filmmak
is	VBZ	be
talking	VBG	talk
with	IN	with
people	NNS	people
and	CC	and
telling	VBG	tell
their	PP$	their
stories	NNS	story
.	SENT	.
It	PP	it
must	MD	must
have	VB	have
been	VBN	be
difficult	JJ	difficult
meeting	NN	meeting
people	NNS	people
whose	WP$	whose
views	NNS	view
you	PP	you
don	VBP	don
'	''	'
t	NN	t
share	NN	share
.	SENT	.
Tell	VB	tell
us	PP	us
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
how	WRB	how
you	PP	you
managed	VBD	manage
to	TO	to
build	VB	build
those	DT	those
relationships	NNS	relationship
and	CC	and
how	WRB	how
you	PP	you
were	VBD	be
able	JJ	able
to	TO	to
film	NN	film
there	RB	there
.	SENT	.
TA	NP	TA
:	:	:
I	PP	I
think	VBP	think
filmmaking	VBG	filmmak
and	CC	and
storytelling	NN	storytelling
is	VBZ	be
more	RBR	more
about	RB	about
listening	VBG	listen
to	TO	to
people	NNS	people
,	,	,
understanding	VBG	understand
them	PP	them
,	,	,
no	DT	no
matter	NN	matter
how	WRB	how
different	JJ	different
they	PP	they
are	VBP	be
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
how	WRB	how
--	:	--
When	WRB	when
we	PP	we
started	VBD	start
working	VBG	work
on	IN	on
this	DT	this
documentary	NN	documentary
,	,	,
"	''	"
In	IN	in
Her	PP$	her
Hands	NP	Hands
,	,	,
"	''	"
that	WDT	that
'	POS	'
s	NN	S
how	WRB	how
it	PP	it
started	VBD	start
.	SENT	.
So	RB	so
with	IN	with
Zarifa	NP	Zarifa
,	,	,
for	IN	for
me	PP	me
,	,	,
it	PP	it
was	VBD	be
easier	RBR	easier
because	IN	because
she	PP	she
was	VBD	be
a	DT	a
woman	NN	woman
,	,	,
she	PP	she
was	VBD	be
from	IN	from
my	PP$	my
own	JJ	own
generation	NN	generation
and	CC	and
we	PP	we
were	VBD	be
trying	VBG	try
to	TO	to
make	VB	make
a	DT	a
change	NN	change
in	IN	in
our	PP$	our
communities	NNS	community
,	,	,
using	VBG	use
different	JJ	different
tools	NNS	tool
or	CC	or
different	JJ	different
ways	NNS	way
.	SENT	.
But	CC	but
then	RB	then
also	RB	also
we	PP	we
thought	VBD	think
that	IN	that
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
include	VB	include
also	RB	also
the	DT	the
Taliban	NP	<unknown>
,	,	,
because	IN	because
there	EX	there
was	VBD	be
peace	NN	peace
talks	NNS	talk
going	VBG	go
on	IN	on
between	IN	between
the	DT	the
US	NP	US
government	NN	government
and	CC	and
the	DT	the
Taliban	NP	<unknown>
,	,	,
but	CC	but
Afghans	NNS	Afghan
were	VBD	be
not	RB	not
included	VBN	include
.	SENT	.
And	CC	and
we	PP	we
,	,	,
as	IN	as
Afghan	JJ	Afghan
woman	NN	woman
,	,	,
knew	VBD	know
that	IN	that
we	PP	we
will	MD	will
be	VB	be
more	RBR	more
affected	VBN	affect
than	IN	than
anyone	NN	anyone
if	IN	if
there	EX	there
is	VBZ	be
any	DT	any
change	NN	change
in	IN	in
the	DT	the
country	NN	country
,	,	,
especially	RB	especially
if	IN	if
Taliban	NP	<unknown>
will	MD	will
come	VB	come
back	RB	back
to	TO	to
power	NN	power
.	SENT	.
KC	NN	KC
:	:	:
When	WRB	when
you	PP	you
met	VBD	meet
with	IN	with
some	DT	some
of	IN	of
the	DT	the
senior	JJ	senior
leadership	NN	leadership
in	IN	in
the	DT	the
region	NN	region
of	IN	of
the	DT	the
Taliban	NP	<unknown>
,	,	,
how	WRB	how
did	VBD	do
they	PP	they
respond	VB	respond
to	TO	to
you	PP	you
?	SENT	?
Were	VBD	be
you	PP	you
able	JJ	able
to	TO	to
have	VB	have
conversations	NNS	conversation
and	CC	and
did	VBD	do
their	PP$	their
opinion	NN	opinion
of	IN	of
you	PP	you
,	,	,
do	VBP	do
you	PP	you
think	VBP	think
,	,	,
change	VBP	change
over	IN	over
the	DT	the
course	NN	course
of	IN	of
the	DT	the
filming	VBG	film
?	SENT	?
TA	NP	TA
:	:	:
When	WRB	when
I	PP	I
first	RB	first
started	VBD	start
contacting	VBG	contact
the	DT	the
Taliban	NP	<unknown>
,	,	,
so	RB	so
basically	RB	basically
we	PP	we
did	VBD	do
it	PP	it
through	IN	through
the	DT	the
leadership	NN	leadership
.	SENT	.
We	PP	we
contacted	VBD	contact
them	PP	them
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
go	VB	go
there	RB	there
and	CC	and
film	VB	film
them	PP	them
.	SENT	.
It	PP	it
took	VBD	take
us	PP	us
some	DT	some
time	NN	time
,	,	,
they	PP	they
did	VBD	do
not	RB	not
respond	VB	respond
to	TO	to
messages	NNS	message
on	IN	on
time	NN	time
.	SENT	.
So	RB	so
it	PP	it
took	VBD	take
us	PP	us
weeks	NNS	week
and	CC	and
months	NNS	month
to	TO	to
get	VB	get
permission	NN	permission
.	SENT	.
But	CC	but
then	RB	then
once	RB	once
I	PP	I
was	VBD	be
there	RB	there
,	,	,
because	IN	because
I	PP	I
was	VBD	be
a	DT	a
woman	NN	woman
,	,	,
and	CC	and
then	RB	then
after	IN	after
--	:	--
they	PP	they
said	VBD	say
after	IN	after
25	CD	@card@
or	CC	or
more	JJR	more
years	NNS	year
,	,	,
there	EX	there
was	VBD	be
an	DT	an
Afghan	JJ	Afghan
filmmaker	NN	filmmaker
,	,	,
a	DT	a
woman	NN	woman
on	IN	on
the	DT	the
mountains	NNS	mountain
with	IN	with
them	PP	them
.	SENT	.
So	RB	so
they	PP	they
were	VBD	be
quite	RB	quite
shocked	VBN	shock
to	TO	to
see	VB	see
me	PP	me
there	RB	there
.	SENT	.
So	RB	so
when	WRB	when
I	PP	I
was	VBD	be
doing	VBG	do
the	DT	the
first	JJ	first
interview	NN	interview
,	,	,
they	PP	they
tried	VBD	try
to	TO	to
not	RB	not
look	VB	look
at	IN	at
me	PP	me
.	SENT	.
But	CC	but
then	RB	then
I	PP	I
remember	VBP	remember
by	IN	by
the	DT	the
time	NN	time
they	PP	they
started	VBD	start
,	,	,
you	PP	you
know	VBP	know
,	,	,
being	VBG	be
more	JJR	more
comfortable	JJ	comfortable
.	SENT	.
And	CC	and
then	RB	then
at	IN	at
the	DT	the
end	NN	end
,	,	,
I	PP	I
remember	VBP	remember
when	WRB	when
I	PP	I
was	VBD	be
saying	VBG	say
goodbye	NN	goodbye
to	TO	to
one	CD	one
of	IN	of
the	DT	the
leaders	NNS	leader
,	,	,
one	CD	one
of	IN	of
the	DT	the
commanders	NNS	commander
,	,	,
he	PP	he
was	VBD	be
blushing	VBG	blush
and	CC	and
he	PP	he
wanted	VBD	want
to	TO	to
shake	VB	shake
hands	NNS	hand
with	IN	with
me	PP	me
.	SENT	.
And	CC	and
then	RB	then
that	WDT	that
time	NN	time
I	PP	I
wasn	NP	<unknown>
'	POS	'
t	NN	t
sure	RB	sure
.	SENT	.
I	PP	I
was	VBD	be
like	JJ	like
,	,	,
what	WP	what
will	MD	will
happen	VB	happen
?	SENT	?
Because	IN	because
I	PP	I
see	VBP	see
all	PDT	all
these	DT	these
other	JJ	other
Taliban	NP	<unknown>
commanders	NNS	commander
and	CC	and
Taliban	JJ	<unknown>
soldiers	NNS	soldier
,	,	,
and	CC	and
they	PP	they
had	VBD	have
their	PP$	their
guns	NNS	gun
with	IN	with
them	PP	them
.	SENT	.
So	RB	so
I	PP	I
was	VBD	be
like	JJ	like
,	,	,
what	WP	what
if	IN	if
I	PP	I
shake	VBP	shake
hands	NNS	hand
and	CC	and
something	NN	something
happens	VBZ	happen
to	TO	to
me	PP	me
?	SENT	?
And	CC	and
I	PP	I
remember	VBP	remember
our	PP$	our
local	JJ	local
producer	NN	producer
who	WP	who
visited	VBD	visit
Taliban	NP	<unknown>
so	IN	so
many	JJ	many
times	NNS	time
before	RB	before
,	,	,
he	PP	he
kept	VBD	keep
saying	VBG	say
,	,	,
"	''	"
Tamana	NP	Tamana
,	,	,
be	VB	be
careful	JJ	careful
,	,	,
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
that	DT	that
.	SENT	.
"	''	"
So	RB	so
,	,	,
yeah	RB	yeah
.	SENT	.
KC	NN	KC
:	:	:
And	CC	and
did	VBD	do
you	PP	you
shake	VB	shake
his	PP$	his
hand	NN	hand
?	SENT	?
TA	NP	TA
:	:	:
He	PP	he
didn	NNS	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
do	VB	do
that	IN	that
at	IN	at
the	DT	the
end	NN	end
.	SENT	.
So	RB	so
yeah	RB	yeah
,	,	,
we	PP	we
left	VBD	leave
at	IN	at
that	DT	that
.	SENT	.
KC	NN	KC
:	:	:
Yeah	RB	yeah
.	SENT	.
Solider	JJR	solid
1	CD	@card@
:	:	:
The	DT	the
government	NN	government
has	VBZ	have
failed	VBN	fail
the	DT	the
people	NNS	people
of	IN	of
Afghanistan	NP	Afghanistan
.	SENT	.
Ask	VB	ask
the	DT	the
people	NNS	people
here	RB	here
whether	IN	whether
the	DT	the
government	NN	government
has	VBZ	have
done	VBN	do
anything	NN	anything
for	IN	for
them	PP	them
.	SENT	.
Solider	JJR	solid
2	CD	@card@
:	:	:
We	PP	we
are	VBP	be
from	IN	from
this	DT	this
country	NN	country
,	,	,
and	CC	and
we	PP	we
will	MD	will
serve	VB	serve
it	PP	it
.	SENT	.
Solider	JJR	solid
3	CD	@card@
:	:	:
Brave	JJ	brave
Mujahideen	NP	Mujahideen
!	SENT	!
Solider	JJR	solid
4	CD	@card@
:	:	:
Until	IN	until
we	PP	we
establish	VB	establish
Islamic	JJ	Islamic
rule	NN	rule
across	IN	across
the	DT	the
whole	JJ	whole
planet	NN	planet
,	,	,
we	PP	we
will	MD	will
not	RB	not
surrender	VB	surrender
to	TO	to
anyone	NN	anyone
.	SENT	.
I	PP	I
have	VBP	have
been	VBN	be
put	VBN	put
here	RB	here
to	TO	to
fight	VB	fight
people	NNS	people
.	SENT	.
I	PP	I
have	VBP	have
been	VBN	be
instructed	VBN	instruct
to	TO	to
kill	VB	kill
people	NNS	people
.	SENT	.
To	TO	to
destroy	VB	destroy
people	NNS	people
,	,	,
behead	VB	behead
people	NNS	people
.	SENT	.
Until	IN	until
they	PP	they
believe	VBP	believe
there	EX	there
is	VBZ	be
no	DT	no
god	NN	god
but	CC	but
Allah	NP	Allah
.	SENT	.
Musafer	NN	<unknown>
:	:	:
I	PP	I
'	POS	'
ve	NN	ve
fought	VBD	fight
in	IN	in
these	DT	these
mountains	NNS	mountain
since	IN	since
the	DT	the
US	NP	US
invasion	NN	invasion
in	IN	in
2001	CD	@card@
.	SENT	.
Look	VB	look
at	IN	at
me	PP	me
,	,	,
I	PP	I
am	VBP	be
36	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
but	CC	but
everyone	NN	everyone
thinks	VBZ	think
I	PP	I
am	VBP	be
40	CD	@card@
or	CC	or
50	CD	@card@
years	NNS	year
old	JJ	old
.	SENT	.
KC	NN	KC
:	:	:
This	DT	this
is	VBZ	be
with	IN	with
the	DT	the
same	JJ	same
people	NNS	people
who	WP	who
were	VBD	be
sending	VBG	send
written	VBN	write
death	NN	death
threats	NNS	threat
to	TO	to
Zarifa	NP	Zarifa
,	,	,
the	DT	the
main	JJ	main
character	NN	character
in	IN	in
the	DT	the
film	NN	film
,	,	,
as	RB	as
early	RB	early
as	IN	as
2017	CD	@card@
.	SENT	.
Tell	VB	tell
us	PP	us
a	DT	a
bit	NN	bit
about	IN	about
the	DT	the
risks	NNS	risk
that	IN	that
both	CC	both
she	PP	she
and	CC	and
you	PP	you
faced	VBD	face
working	VBG	work
in	IN	in
a	DT	a
province	NN	province
that	WDT	that
had	VBD	have
such	PDT	such
a	DT	a
strong	JJ	strong
Taliban	NP	<unknown>
presence	NN	presence
.	SENT	.
TA	NP	TA
:	:	:
It	PP	it
just	RB	just
came	VBD	come
back	RB	back
.	SENT	.
I	PP	I
can	MD	can
still	RB	still
feel	VB	feel
it	PP	it
.	SENT	.
It	PP	it
was	VBD	be
not	RB	not
an	DT	an
easy	JJ	easy
experience	NN	experience
because	IN	because
you	PP	you
know	VBP	know
that	IN	that
any	DT	any
moment	NN	moment
you	PP	you
might	MD	might
get	VB	get
killed	VBN	kill
.	SENT	.
And	CC	and
there	EX	there
were	VBD	be
times	NNS	time
when	WRB	when
we	PP	we
filmed	VBD	film
at	IN	at
night	NN	night
,	,	,
days	NNS	day
and	CC	and
nights	NNS	night
in	IN	in
Maidan	NN	maidan
Wardak	NP	Wardak
,	,	,
I	PP	I
was	VBD	be
with	IN	with
her	PP	her
and	CC	and
there	EX	there
was	VBD	be
fighting	VBG	fight
going	VBG	go
on	RP	on
between	RB	between
[	SYM	[
the	NP	the
]	SYM	]
Afghan	JJ	Afghan
army	NN	army
and	CC	and
the	DT	the
Taliban	NP	<unknown>
.	SENT	.
And	CC	and
also	RB	also
,	,	,
whenever	WRB	whenever
we	PP	we
were	VBD	be
in	IN	in
the	DT	the
car	NN	car
,	,	,
I	PP	I
remember	VBP	remember
she	PP	she
used	VBD	use
to	TO	to
hold	VB	hold
my	PP$	my
hand	NN	hand
really	RB	really
tight	RB	tight
,	,	,
saying	VBG	say
that	IN	that
"	``	"
Tamana	NP	Tamana
,	,	,
what	WP	what
if	IN	if
there	EX	there
is	VBZ	be
a	DT	a
sticky	JJ	sticky
bomb	NN	bomb
in	IN	in
this	DT	this
side	NN	side
of	IN	of
the	DT	the
car	NN	car
or	CC	or
that	DT	that
side	NN	side
of	IN	of
the	DT	the
car	NN	car
?	SENT	?
"	''	"
But	CC	but
,	,	,
you	PP	you
know	VBP	know
,	,	,
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
through	IN	through
so	RB	so
many	JJ	many
crises	NNS	crisis
,	,	,
you	PP	you
find	VBP	find
ways	NNS	way
to	TO	to
deal	VB	deal
with	IN	with
it	PP	it
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
try	VBP	try
to	TO	to
remember	VB	remember
the	DT	the
good	JJ	good
things	NNS	thing
about	RB	about
,	,	,
you	PP	you
know	VBP	know
,	,	,
being	VBG	be
there	RB	there
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
used	VBD	use
to	TO	to
say	VB	say
that	IN	that
,	,	,
"	``	"
Zarifa	NP	Zarifa
,	,	,
we	PP	we
are	VBP	be
very	RB	very
close	JJ	close
to	TO	to
Kabul	NP	Kabul
.	SENT	.
"	``	"
It	PP	it
happened	VBD	happen
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
on	IN	on
the	DT	the
way	NN	way
between	IN	between
Maidan	NN	maidan
Wardak	NP	Wardak
and	CC	and
Kabul	NP	Kabul
.	SENT	.
Or	CC	or
I	PP	I
remember	VBP	remember
when	WRB	when
we	PP	we
were	VBD	be
in	IN	in
the	DT	the
city	NN	city
and	CC	and
we	PP	we
lost	VBD	lose
a	DT	a
few	JJ	few
friends	NNS	friend
in	IN	in
Taliban	NP	<unknown>
sticky	JJ	sticky
bombs	NNS	bomb
explosions	NNS	explosion
.	SENT	.
And	CC	and
we	PP	we
were	VBD	be
down	IN	down
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
,	,	,
but	CC	but
that	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
that	IN	that
there	EX	there
was	VBD	be
no	DT	no
life	NN	life
.	SENT	.
We	PP	we
found	VBD	find
ways	NNS	way
to	TO	to
deal	VB	deal
with	IN	with
it	PP	it
.	SENT	.
We	PP	we
found	VBD	find
ways	NNS	way
to	TO	to
be	VB	be
happy	JJ	happy
.	SENT	.
We	PP	we
found	VBD	find
ways	NNS	way
to	TO	to
find	VB	find
solutions	NNS	solution
,	,	,
at	IN	at
least	JJS	least
to	TO	to
raise	VB	raise
our	PP$	our
voice	NN	voice
.	SENT	.
I	PP	I
remember	VBP	remember
we	PP	we
did	VBD	do
campaigns	NNS	campaign
.	SENT	.
We	PP	we
did	VBD	do
protests	VBZ	protest
to	TO	to
--	:	--
make	VB	make
people	NNS	people
,	,	,
our	PP$	our
leaders	NNS	leader
,	,	,
and	CC	and
the	DT	the
world	NN	world
leaders	NNS	leader
,	,	,
listen	VBP	listen
to	TO	to
what	WP	what
was	VBD	be
happening	VBG	happen
and	CC	and
