Hi	UH	hi
the	DT	the
first	JJ	first
line	NN	line
,	,	,
you	PP	you
draw	VBP	draw
,	,	,
and	CC	and
when	WRB	when
you	PP	you
'	POS	'
ve	JJ	<unknown>
done	VBN	do
that	IN	that
,	,	,
look	VB	look
up	RP	up
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
know	VBP	know
you	PP	you
'	''	'
re	IN	re
ready	JJ	ready
for	IN	for
the	DT	the
next	JJ	next
line	NN	line
.	SENT	.
Okay	RB	okay
,	,	,
here	RB	here
we	PP	we
go	VBP	go
.	SENT	.
Start	NN	start
with	IN	with
the	DT	the
nose	NN	nose
.	SENT	.
Now	RB	now
the	DT	the
eyes	NNS	eye
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
like	IN	like
66s	JJ	<unknown>
or	CC	or
speech	NN	speech
marks	NNS	mark
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
it	PP	it
.	SENT	.
Next	RB	next
,	,	,
the	DT	the
mouth	NN	mouth
.	SENT	.
Nice	JJ	nice
,	,	,
big	JJ	big
smile	NN	smile
.	SENT	.
Now	RB	now
,	,	,
over	IN	over
here	RB	here
,	,	,
the	DT	the
ear	NN	ear
.	SENT	.
Next	RB	next
,	,	,
some	DT	some
spiky	JJ	spiky
hair	NN	hair
.	SENT	.
Next	RB	next
,	,	,
put	VBD	put
the	DT	the
pen	NN	pen
to	TO	to
the	DT	the
left	NN	left
to	TO	to
the	DT	the
mouth	NN	mouth
,	,	,
little	JJ	little
line	NN	line
like	IN	like
that	DT	that
.	SENT	.
Pen	NN	pen
under	IN	under
the	DT	the
ear	NN	ear
,	,	,
drop	VB	drop
a	DT	a
line	NN	line
like	IN	like
that	DT	that
.	SENT	.
Pen	NN	pen
to	TO	to
the	DT	the
left	NN	left
of	IN	of
the	DT	the
neck	NN	neck
,	,	,
top	JJ	top
of	IN	of
the	DT	the
T-shirt	NN	T-shirt
.	SENT	.
Line	NN	line
to	TO	to
the	DT	the
left	NN	left
,	,	,
line	NN	line
to	TO	to
the	DT	the
right	NN	right
.	SENT	.
Just	RB	just
hold	VB	hold
your	PP$	your
drawings	NNS	drawing
up	RP	up
and	CC	and
show	VB	show
everyone	NN	everyone
.	SENT	.
How	WRB	how
are	VBP	be
we	PP	we
all	RB	all
doing	VBG	do
?	SENT	?
OK	UH	OK
.	SENT	.
OK	UH	OK
,	,	,
fantastic	JJ	fantastic
.	SENT	.
So	RB	so
,	,	,
it	PP	it
looks	VBZ	look
like	IN	like
you	PP	you
'	POS	'
ve	NN	ve
just	RB	just
learned	VBD	learn
to	TO	to
draw	VB	draw
one	CD	one
cartoon	NN	cartoon
,	,	,
but	CC	but
you	PP	you
'	POS	'
ve	NN	ve
actually	RB	actually
learned	VBD	learn
more	JJR	more
than	IN	than
that	DT	that
;	:	;
you	PP	you
'	POS	'
ve	NN	ve
learned	VBD	learn
a	DT	a
sequence	NN	sequence
that	WDT	that
would	MD	would
enable	VB	enable
you	PP	you
to	TO	to
draw	VB	draw
hundreds	NNS	hundred
and	CC	and
thousands	NNS	thousand
of	IN	of
different	JJ	different
cartoons	NNS	cartoon
,	,	,
because	IN	because
we	PP	we
'	POS	'
re	NN	re
just	RB	just
going	VBG	go
to	TO	to
do	VB	do
little	JJ	little
variations	NNS	variation
on	IN	on
that	DT	that
sequence	NN	sequence
.	SENT	.
Have	VBP	have
a	DT	a
go	NN	go
at	IN	at
this	DT	this
.	SENT	.
Draw	VB	draw
along	RB	along
with	IN	with
me	PP	me
.	SENT	.
Nose	NN	nose
.	SENT	.
Eyes	NNS	eye
.	SENT	.
Smile	NN	smile
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
it	PP	it
.	SENT	.
Now	RB	now
some	DT	some
hair	NN	hair
.	SENT	.
Pen	NN	pen
to	TO	to
the	DT	the
left	NN	left
of	IN	of
the	DT	the
mouth	NN	mouth
,	,	,
under	IN	under
the	DT	the
hair	NN	hair
,	,	,
little	JJ	little
V-shape	NN	V-shape
for	IN	for
the	DT	the
top	NN	top
,	,	,
line	NN	line
to	TO	to
the	DT	the
left	NN	left
,	,	,
line	NN	line
to	TO	to
the	DT	the
right	NN	right
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
another	DT	another
character	NN	character
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
call	VBP	call
her	PP$	her
Thelma	NP	Thelma
.	SENT	.
So	RB	so
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
Spike	NP	Spike
and	CC	and
Thelma	NP	Thelma
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
try	VBP	try
another	DT	another
one	CD	one
.	SENT	.
Here	RB	here
we	PP	we
go	VBP	go
.	SENT	.
Another	DT	another
little	JJ	little
variation	NN	variation
.	SENT	.
You	PP	you
'	''	'
re	IN	re
getting	VBG	get
the	DT	the
idea	NN	idea
.	SENT	.
Starting	VBG	start
with	IN	with
the	DT	the
nose	NN	nose
.	SENT	.
But	CC	but
this	DT	this
time	NN	time
we	PP	we
'	POS	'
ll	NNS	<unknown>
change	VBP	change
the	DT	the
eyes	NNS	eye
slightly	RB	slightly
.	SENT	.
Look	NN	look
,	,	,
two	CD	two
circles	NNS	circle
together	RB	together
like	IN	like
that	DT	that
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
it	PP	it
.	SENT	.
Then	RB	then
,	,	,
two	CD	two
little	JJ	little
dots	NNS	dot
in	IN	in
for	IN	for
the	DT	the
eyes	NNS	eye
.	SENT	.
And	CC	and
this	DT	this
time	NN	time
we	PP	we
'	POS	'
ll	NNS	<unknown>
change	VBP	change
the	DT	the
mouth	NN	mouth
slightly	RB	slightly
.	SENT	.
Watch	NN	watch
.	SENT	.
Little	JJ	little
circle	NN	circle
colored	VBN	color
in	IN	in
there	RB	there
.	SENT	.
Have	VBP	have
a	DT	a
go	NN	go
at	IN	at
that	DT	that
.	SENT	.
Next	RB	next
,	,	,
the	DT	the
ear	NN	ear
.	SENT	.
Now	RB	now
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
have	VBP	have
some	DT	some
fun	NN	fun
with	IN	with
the	DT	the
hair	NN	hair
,	,	,
watch	NN	watch
.	SENT	.
Nice	JJ	nice
curly	JJ	curly
hair	NN	hair
.	SENT	.
Then	RB	then
same	JJ	same
thing	NN	thing
:	:	:
pen	NN	pen
to	TO	to
the	DT	the
left	NN	left
to	TO	to
the	DT	the
mouth	NN	mouth
,	,	,
little	JJ	little
line	NN	line
like	IN	like
that	DT	that
.	SENT	.
Under	IN	under
the	DT	the
ear	NN	ear
,	,	,
drop	VB	drop
a	DT	a
line	NN	line
.	SENT	.
Top	JJ	top
of	IN	of
the	DT	the
T-shirt	NN	T-shirt
.	SENT	.
Line	NN	line
to	TO	to
the	DT	the
left	NN	left
,	,	,
line	NN	line
to	TO	to
the	DT	the
right	NN	right
.	SENT	.
I	PP	I
think	VBP	think
we	PP	we
'	''	'
ll	NNS	<unknown>
call	VBP	call
him	PP	him
Jeff	NP	Jeff
.	SENT	.
We	PP	we
'	POS	'
ll	NNS	<unknown>
do	VBP	do
one	CD	one
more	JJR	more
.	SENT	.
One	CD	one
more	JJR	more
go	NN	go
.	SENT	.
Here	RB	here
we	PP	we
go	VBP	go
.	SENT	.
You	PP	you
'	''	'
re	IN	re
getting	VBG	get
the	DT	the
idea	NN	idea
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ll	JJ	<unknown>
start	NN	start
with	IN	with
a	DT	a
nose	NN	nose
again	RB	again
.	SENT	.
Notice	VB	notice
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
little	JJ	little
variations	NNS	variation
.	SENT	.
Now	RB	now
we	PP	we
'	POS	'
ll	NNS	<unknown>
change	VBP	change
the	DT	the
eyes	NNS	eye
,	,	,
so	IN	so
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
them	PP	them
apart	RB	apart
.	SENT	.
We	PP	we
'	POS	'
ll	NN	ll
put	VBD	put
some	DT	some
little	JJ	little
dots	NNS	dot
in	IN	in
like	IN	like
that	DT	that
.	SENT	.
Next	RB	next
,	,	,
the	DT	the
mouth	NN	mouth
slightly	RB	slightly
different	JJ	different
.	SENT	.
Let	NP	Let
'	POS	'
s	NN	S
put	VBD	put
a	DT	a
little	JJ	little
V-shape	NN	V-shape
like	IN	like
that	DT	that
.	SENT	.
Triangle	NP	Triangle
.	SENT	.
And	CC	and
a	DT	a
little	JJ	little
line	NN	line
across	IN	across
,	,	,
and	CC	and
we	PP	we
'	POS	'
ll	NNS	<unknown>
just	RB	just
color	VB	color
this	DT	this
a	DT	a
little	JJ	little
bit	NN	bit
in	IN	in
.	SENT	.
Now	RB	now
,	,	,
watch	VBP	watch
this	DT	this
bit	NN	bit
carefully	RB	carefully
;	:	;
some	DT	some
hair	NN	hair
,	,	,
watch	NN	watch
.	SENT	.
Here	RB	here
we	PP	we
go	VBP	go
,	,	,
little	JJ	little
line	NN	line
like	IN	like
that	DT	that
.	SENT	.
Next	RB	next
,	,	,
a	DT	a
bit	NN	bit
more	RBR	more
there	RB	there
.	SENT	.
And	CC	and
watch	NN	watch
,	,	,
a	DT	a
couple	NN	couple
of	IN	of
triangles	NNS	triangle
to	TO	to
make	VB	make
a	DT	a
little	JJ	little
bow	NN	bow
.	SENT	.
Triangle	NP	Triangle
at	IN	at
the	DT	the
bottom	NN	bottom
,	,	,
rest	NN	rest
of	IN	of
the	DT	the
hair	NN	hair
.	SENT	.
Pen	NN	pen
to	TO	to
the	DT	the
left	NN	left
of	IN	of
the	DT	the
mouth	NN	mouth
again	RB	again
.	SENT	.
You	PP	you
get	VBP	get
the	DT	the
idea	NN	idea
.	SENT	.
Drop	VB	drop
a	DT	a
line	NN	line
for	IN	for
the	DT	the
neck	NN	neck
.	SENT	.
Now	RB	now
the	DT	the
V-shape	NP	V-shape
.	SENT	.
Line	NN	line
to	TO	to
the	DT	the
left	NN	left
,	,	,
line	NN	line
to	TO	to
the	DT	the
right	NN	right
.	SENT	.
There	RB	there
we	PP	we
go	VBP	go
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
call	VBP	call
her	PP$	her
Pam	NP	Pam
.	SENT	.
So	IN	so
you	PP	you
'	POS	'
ve	NNS	<unknown>
done	VBN	do
.	SENT	.
.	SENT	.
.	SENT	.
So	IN	so
you	PP	you
'	POS	'
ve	NN	ve
done	VBN	do
four	CD	four
cartoons	NNS	cartoon
.	SENT	.
You	PP	you
can	MD	can
have	VB	have
a	DT	a
little	JJ	little
rest	NN	rest
now	RB	now
.	SENT	.
Take	VB	take
a	DT	a
rest	NN	rest
.	SENT	.
You	PP	you
'	''	'
re	IN	re
getting	VBG	get
the	DT	the
idea	NN	idea
.	SENT	.
All	RB	all
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
is	VBZ	be
little	JJ	little
variations	NNS	variation
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
just	RB	just
demonstrate	VBP	demonstrate
a	DT	a
couple	NN	couple
to	TO	to
you	PP	you
.	SENT	.
We	PP	we
could	MD	could
go	VB	go
on	IN	on
all	DT	all
day	NN	day
,	,	,
couldn	NN	<unknown>
'	POS	'
t	NN	t
we	PP	we
?	SENT	?
You	PP	you
could	MD	could
do	VB	do
someone	NN	someone
looking	VBG	look
unhappy	JJ	unhappy
,	,	,
a	DT	a
bit	NN	bit
like	IN	like
that	DT	that
,	,	,
or	CC	or
you	PP	you
could	MD	could
experiment	VB	experiment
with	IN	with
,	,	,
perhaps	RB	perhaps
,	,	,
someone	NN	someone
who	WP	who
is	VBZ	be
—	:	-
just	RB	just
draw	VB	draw
a	DT	a
straight	JJ	straight
line	NN	line
,	,	,
someone	NN	someone
looking	VBG	look
a	DT	a
bit	NN	bit
fed	VBN	feed
up	RP	up
.	SENT	.
Or	CC	or
perhaps	RB	perhaps
,	,	,
you	PP	you
could	MD	could
do	VB	do
anything	NN	anything
you	PP	you
like	VBP	like
,	,	,
really	RB	really
,	,	,
just	RB	just
try	VB	try
things	NNS	thing
out	RP	out
.	SENT	.
Look	VB	look
at	IN	at
this	DT	this
.	SENT	.
Little	JJ	little
squiggle	NN	squiggle
.	SENT	.
There	RB	there
we	PP	we
are	VBP	be
.	SENT	.
So	RB	so
,	,	,
all	DT	all
sorts	NNS	sort
of	IN	of
things	NNS	thing
we	PP	we
could	MD	could
do	VB	do
.	SENT	.
Actually	RB	actually
,	,	,
one	CD	one
more	JJR	more
I	NP	I
'	POS	'
ll	NNS	<unknown>
let	VBP	let
you	PP	you
do	VBP	do
,	,	,
one	CD	one
more	JJR	more
idea	NN	idea
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
great	JJ	great
little	JJ	little
technique	NN	technique
.	SENT	.
Have	VBP	have
a	DT	a
go	NN	go
at	IN	at
this	DT	this
:	:	:
people	NNS	people
with	IN	with
glasses	NNS	glass
on	IN	on
.	SENT	.
Just	RB	just
draw	VB	draw
a	DT	a
nose	NN	nose
a	DT	a
bit	NN	bit
like	IN	like
Spike	NP	Spike
'	POS	'
s	NN	S
.	SENT	.
Next	RB	next
,	,	,
draw	VB	draw
some	DT	some
frames	NNS	frame
,	,	,
so	RB	so
two	CD	two
circles	NNS	circle
like	VBP	like
that	IN	that
with	IN	with
a	DT	a
little	JJ	little
bit	NN	bit
in	IN	in
between	IN	between
.	SENT	.
Now	RB	now
,	,	,
just	RB	just
put	VBD	put
some	DT	some
dots	NNS	dot
inside	RB	inside
for	IN	for
the	DT	the
eyes	NNS	eye
like	IN	like
that	DT	that
.	SENT	.
Next	RB	next
,	,	,
the	DT	the
ear	NN	ear
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	JJ	<unknown>
little	JJ	little
bit	NN	bit
like	IN	like
we	PP	we
did	VBD	do
before	RB	before
,	,	,
but	CC	but
this	DT	this
time	NN	time
we	PP	we
'	POS	'
ll	NNS	<unknown>
join	VB	join
up	RP	up
the	DT	the
frames	NNS	frame
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
it	PP	it
.	SENT	.
Watch	VB	watch
this	DT	this
bit	NN	bit
.	SENT	.
And	CC	and
this	DT	this
bit	NN	bit
I	PP	I
really	RB	really
like	VBP	like
.	SENT	.
Watch	NN	watch
.	SENT	.
And	CC	and
then	RB	then
,	,	,
little	JJ	little
bit	NN	bit
there	RB	there
.	SENT	.
Pencil	NN	pencil
under	IN	under
the	DT	the
mustache	NN	mustache
,	,	,
line	NN	line
down	RB	down
,	,	,
top	JJ	top
of	IN	of
the	DT	the
shirt	NN	shirt
,	,	,
left	NN	left
and	CC	and
right	NN	right
.	SENT	.
So	RB	so
there	EX	there
we	PP	we
have	VBP	have
it	PP	it
.	SENT	.
We	PP	we
could	MD	could
carry	VB	carry
on	IN	on
,	,	,
couldn	NNS	<unknown>
'	POS	'
t	NN	t
we	PP	we
?	SENT	?
Hopefully	RB	hopefully
,	,	,
we	PP	we
'	POS	'
ve	NNS	<unknown>
done	VBN	do
enough	RB	enough
to	TO	to
convince	VB	convince
you	PP	you
that	IN	that
in	IN	in
fact	NN	fact
we	PP	we
can	MD	can
all	RB	all
draw	VB	draw
.	SENT	.
And	CC	and
not	RB	not
just	RB	just
people	NNS	people
here	RB	here
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
worked	VBD	work
with	IN	with
—	:	-
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
give	VB	give
you	PP	you
three	CD	three
examples	NNS	example
of	IN	of
other	JJ	other
people	NNS	people
who	WP	who
'	POS	'
ve	NN	ve
learned	VBD	learn
to	TO	to
draw	VB	draw
,	,	,
and	CC	and
that	IN	that
actually	RB	actually
surprised	VBN	surprise
them	PP	them
,	,	,
too	RB	too
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
save	VB	save
what	WP	what
I	PP	I
think	VBP	think
is	VBZ	be
my	PP$	my
favorite	NN	favorite
,	,	,
most	RBS	most
surprising	JJ	surprising
example	NN	example
until	IN	until
last	JJ	last
.	SENT	.
The	DT	the
first	JJ	first
example	NN	example
is	VBZ	be
:	:	:
I	PP	I
'	POS	'
ve	NN	ve
worked	VBD	work
a	DT	a
lot	NN	lot
with	IN	with
children	NNS	child
and	CC	and
students	NNS	student
in	IN	in
schools	NNS	school
.	SENT	.
Actually	RB	actually
the	DT	the
little	JJ	little
ones	NNS	one
,	,	,
they	PP	they
just	RB	just
draw	VBP	draw
fine	NN	fine
,	,	,
but	CC	but
when	WRB	when
they	PP	they
get	VBP	get
to	TO	to
about	RB	about
15	CD	@card@
or	CC	or
16	CD	@card@
,	,	,
most	JJS	most
of	IN	of
them	PP	them
think	VBP	think
they	PP	they
can	MD	can
'	''	'
t	NN	t
draw	NN	draw
.	SENT	.
But	CC	but
I	PP	I
worked	VBD	work
with	IN	with
them	PP	them
.	SENT	.
I	PP	I
worked	VBD	work
this	DT	this
week	NN	week
in	IN	in
a	DT	a
school	NN	school
where	WRB	where
I	PP	I
was	VBD	be
coaching	VBG	coach
them	PP	them
on	IN	on
using	VBG	use
pictures	NNS	picture
for	IN	for
memory	NN	memory
.	SENT	.
A	DT	a
girl	NN	girl
was	VBD	be
trying	VBG	try
to	TO	to
remember	VB	remember
what	WP	what
red	JJ	red
blood	NN	blood
cells	NNS	cell
do	VBP	do
,	,	,
and	CC	and
she	PP	she
drew	VBD	draw
this	DT	this
little	JJ	little
picture	NN	picture
of	IN	of
a	DT	a
red	JJ	red
blood	NN	blood
cell	NN	cell
carrying	VBG	carry
a	DT	a
handbag	NN	handbag
with	IN	with
O2	NP	<unknown>
on	IN	on
it	PP	it
to	TO	to
remind	VB	remind
her	PP	her
that	IN	that
the	DT	the
red	JJ	red
blood	NN	blood
cells	NNS	cell
carry	VBP	carry
oxygen	NN	oxygen
to	TO	to
all	DT	all
parts	NNS	part
of	IN	of
the	DT	the
body	NN	body
.	SENT	.
That	DT	that
was	VBD	be
a	DT	a
great	JJ	great
one	CD	one
.	SENT	.
The	DT	the
other	JJ	other
people	NNS	people
I	PP	I
worked	VBN	work
with	IN	with
are	VBP	be
many	JJ	many
adults	NNS	adult
in	IN	in
all	DT	all
walks	NNS	walk
of	IN	of
life	NN	life
,	,	,
and	CC	and
particularly	RB	particularly
in	IN	in
business	NN	business
,	,	,
and	CC	and
they	PP	they
often	RB	often
will	MD	will
want	VB	want
to	TO	to
make	VB	make
presentations	NNS	presentation
memorable	JJ	memorable
.	SENT	.
So	RB	so
again	RB	again
,	,	,
a	DT	a
quick	JJ	quick
cartoon	NN	cartoon
or	CC	or
sketch	NN	sketch
could	MD	could
be	VB	be
really	RB	really
good	JJ	good
for	IN	for
that	DT	that
.	SENT	.
And	CC	and
again	RB	again
,	,	,
most	JJS	most
people	NNS	people
think	VBP	think
they	PP	they
can	MD	can
'	''	'
t	NN	t
draw	NN	draw
,	,	,
but	CC	but
take	VB	take
this	DT	this
example	NN	example
.	SENT	.
Couple	NN	couple
of	IN	of
wavy	JJ	wavy
lines	NNS	line
,	,	,
little	JJ	little
boat	NN	boat
could	MD	could
be	VB	be
a	DT	a
metaphor	NN	metaphor
to	TO	to
represent	VB	represent
we	PP	we
'	''	'
re	IN	re
all	DT	all
in	IN	in
this	DT	this
together	RB	together
.	SENT	.
So	RB	so
that	IN	that
,	,	,
if	IN	if
that	WDT	that
was	VBD	be
just	RB	just
drawn	VBN	draw
in	IN	in
the	DT	the
presentation	NN	presentation
,	,	,
would	MD	would
really	RB	really
stay	VB	stay
in	IN	in
the	DT	the
memory	NN	memory
,	,	,
wouldn	NP	<unknown>
'	POS	'
t	NN	t
it	PP	it
?	SENT	?
Yeah	RB	yeah
.	SENT	.
But	CC	but
the	DT	the
third	JJ	third
example	NN	example
is	VBZ	be
-	NN	<unknown>
you	PP	you
shouldn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
favorites	NNS	favorite
,	,	,
should	MD	should
you	PP	you
?	SENT	?
This	DT	this
is	VBZ	be
my	PP$	my
favorite	NN	favorite
.	SENT	.
Have	VBP	have
you	PP	you
ever	RB	ever
been	VBN	be
at	IN	at
the	DT	the
party	NN	party
when	WRB	when
someone	NN	someone
asks	VBZ	ask
you	PP	you
what	WP	what
you	PP	you
do	VBP	do
?	SENT	?
It	PP	it
gets	VBZ	get
a	DT	a
little	JJ	little
bit	NN	bit
skeptical	JJ	skeptical
when	WRB	when
people	NNS	people
ask	VBP	ask
me	PP	me
that	DT	that
.	SENT	.
This	DT	this
lady	NN	lady
said	VBD	say
to	TO	to
me	PP	me
,	,	,
well	RB	well
-	NN	<unknown>
I	PP	I
said	VBD	say
,	,	,
"	``	"
I	PP	I
do	VBP	do
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
training	NN	training
,	,	,
and	CC	and
I	PP	I
teach	VBP	teach
people	NNS	people
to	TO	to
draw	VB	draw
,	,	,
"	``	"
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Would	MD	would
you	PP	you
come	VB	come
along	RP	along
and	CC	and
do	VB	do
some	DT	some
for	IN	for
our	PP$	our
group	NN	group
?	SENT	?
"	''	"
She	PP	she
said	VBD	say
,	,	,
"	``	"
I	PP	I
work	VBP	work
with	IN	with
some	DT	some
people	NNS	people
"	''	"
-	NN	<unknown>
she	PP	she
was	VBD	be
a	DT	a
volunteer	NN	volunteer
-	NN	<unknown>
a	DT	a
group	NN	group
of	IN	of
people	NNS	people
who	WP	who
have	VBP	have
suffered	VBN	suffer
strokes	NNS	stroke
.	SENT	.
So	RB	so
I	PP	I
said	VBD	say
,	,	,
"	``	"
Sure	RB	sure
,	,	,
I	PP	I
could	MD	could
spare	VB	spare
some	DT	some
time	NN	time
for	IN	for
that	DT	that
.	SENT	.
"	``	"
So	RB	so
I	PP	I
said	VBD	say
I	PP	I
would	MD	would
,	,	,
and	CC	and
I	PP	I
booked	VBD	book
the	DT	the
time	NN	time
in	IN	in
.	SENT	.
Have	VBP	have
you	PP	you
ever	RB	ever
done	VBN	do
that	DT	that
?	SENT	?
You	PP	you
get	VBP	get
near	IN	near
of	IN	of
that	DT	that
time	NN	time
and	CC	and
you	PP	you
think	VBP	think
,	,	,
"	``	"
What	WP	what
have	VBP	have
I	PP	I
let	VBP	let
myself	PP	myself
in	IN	in
for	IN	for
here	RB	here
?	SENT	?
"	''	"
"	``	"
Will	MD	will
I	PP	I
be	VB	be
able	JJ	able
