Pat	NP	Pat
grow	VBP	grow
older	JJR	old
,	,	,
and	CC	and
as	RB	as
we	PP	we
go	VBP	go
through	IN	through
different	JJ	different
kinds	NNS	kind
of	IN	of
life	NN	life
'	POS	'
s	NN	S
journeys	NNS	journey
,	,	,
what	WP	what
do	VBP	do
you	PP	you
do	VBP	do
to	TO	to
keep	VB	keep
your	PP$	your
friendships	NNS	friendship
vital	JJ	vital
and	CC	and
alive	JJ	alive
?	SENT	?
LT	NN	LT
:	:	:
Well	RB	well
you	PP	you
have	VBP	have
to	TO	to
use	VB	use
a	DT	a
lot	NN	lot
of	IN	of
—	:	-
JF	NP	JF
:	:	:
She	PP	she
doesn	NNS	<unknown>
'	POS	'
t	NN	t
invite	VB	invite
me	PP	me
over	IN	over
much	RB	much
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
tell	VBP	tell
you	PP	you
that	DT	that
.	SENT	.
LT	NN	LT
:	:	:
I	PP	I
have	VBP	have
to	TO	to
use	VB	use
a	DT	a
lot	NN	lot
of	IN	of
social	JJ	social
media	NNS	medium
—	:	-
You	PP	you
be	VB	be
quiet	JJ	quiet
now	RB	now
.	SENT	.
And	CC	and
so	RB	so
—	:	-
LT	NP	Lt
:	:	:
And	CC	and
I	PP	I
look	VBP	look
through	IN	through
my	PP$	my
emails	NNS	email
,	,	,
I	PP	I
look	VBP	look
through	IN	through
my	PP$	my
texts	NNS	text
to	TO	to
find	VB	find
my	PP$	my
friends	NNS	friend
,	,	,
so	RB	so
I	PP	I
can	MD	can
answer	VB	answer
them	PP	them
as	RB	as
quickly	RB	quickly
as	IN	as
possible	JJ	possible
,	,	,
because	IN	because
I	PP	I
know	VBP	know
they	PP	they
need	VBP	need
my	PP$	my
counsel	NN	counsel
.	SENT	.
They	PP	they
need	VBP	need
my	PP$	my
support	NN	support
,	,	,
because	IN	because
most	JJS	most
of	IN	of
my	PP$	my
friends	NNS	friend
are	VBP	be
writers	NNS	writer
,	,	,
or	CC	or
activists	NNS	activist
,	,	,
or	CC	or
actors	NNS	actor
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
all	RB	all
three	CD	three
.	SENT	.
.	SENT	.
.	SENT	.
and	CC	and
a	DT	a
long	JJ	long
string	NN	string
of	IN	of
other	JJ	other
descriptive	JJ	descriptive
phrases	NNS	phrase
,	,	,
and	CC	and
I	PP	I
want	VBP	want
to	TO	to
get	VB	get
to	TO	to
you	PP	you
as	IN	as
soon	RB	soon
as	RB	as
possible	JJ	possible
,	,	,
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
that	IN	that
I	NP	I
'	POS	'
m	NN	m
there	RB	there
for	IN	for
you	PP	you
.	SENT	.
JF	NP	JF
:	:	:
Do	VBP	do
you	PP	you
do	VBP	do
emojis	NNS	<unknown>
?	SENT	?
LT	NP	Lt
:	:	:
Oh	UH	oh
.	SENT	.
.	SENT	.
.	SENT	.
JF	NP	JF
:	:	:
No	UH	no
?	SENT	?
LT	NP	Lt
:	:	:
That	WDT	that
'	POS	'
s	NNS	<unknown>
embarrassing	JJ	embarrassing
.	SENT	.
JF	NN	JF
:	:	:
I	PP	I
'	POS	'
m	NN	m
really	RB	really
into	IN	into
emojis	NNS	<unknown>
.	SENT	.
LT	NP	Lt
:	:	:
No	UH	no
,	,	,
I	PP	I
spell	VBP	spell
out	RP	out
my	PP$	my
—	:	-
I	PP	I
spell	VB	spell
out	RP	out
my	PP$	my
words	NNS	word
of	IN	of
happiness	NN	happiness
and	CC	and
congratulations	NNS	congratulation
,	,	,
and	CC	and
sadness	NN	sadness
.	SENT	.
JF	NN	JF
:	:	:
You	PP	you
spell	VBP	spell
it	PP	it
right	RB	right
out	RB	out
—	:	-
LT	NP	Lt
:	:	:
I	PP	I
spell	VBP	spell
it	PP	it
,	,	,
every	DT	every
letter	NN	letter
.	SENT	.
JF	NN	JF
:	:	:
Such	PDT	such
a	DT	a
purist	NN	purist
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
as	IN	as
I	PP	I
'	POS	'
ve	NNS	<unknown>
gotten	VBN	get
older	JJR	old
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
understood	VBD	understand
more	RBR	more
the	DT	the
importance	NN	importance
of	IN	of
friendships	NNS	friendship
,	,	,
and	CC	and
so	RB	so
,	,	,
I	PP	I
really	RB	really
make	VBP	make
an	DT	an
effort	NN	effort
to	TO	to
reach	VB	reach
out	RP	out
and	CC	and
make	VB	make
play	NN	play
dates	NNS	date
—	:	-
not	RB	not
let	VB	let
too	RB	too
much	JJ	much
time	NN	time
go	VB	go
by	IN	by
.	SENT	.
I	PP	I
read	VBP	read
a	DT	a
lot	NN	lot
so	RB	so
,	,	,
as	IN	as
Lily	NP	Lily
knows	VBZ	know
all	RB	all
too	RB	too
well	RB	well
,	,	,
my	PP$	my
books	NNS	book
that	IN	that
I	PP	I
like	VBP	like
,	,	,
I	PP	I
send	VBP	send
to	TO	to
my	PP$	my
friends	NNS	friend
.	SENT	.
LT	NP	Lt
:	:	:
When	WRB	when
we	PP	we
knew	VBD	know
we	PP	we
would	MD	would
be	VB	be
here	RB	here
today	RB	today
you	PP	you
sent	VBD	send
me	PP	me
a	DT	a
lot	NN	lot
of	IN	of
books	NNS	book
about	IN	about
women	NNS	woman
,	,	,
female	JJ	female
friendships	NNS	friendship
,	,	,
and	CC	and
I	PP	I
was	VBD	be
so	RB	so
surprised	VBN	surprise
to	TO	to
see	VB	see
how	WRB	how
many	JJ	many
books	NNS	book
,	,	,
how	WRB	how
much	JJ	much
research	NN	research
has	VBZ	have
been	VBN	be
done	VBN	do
recently	RB	recently
—	:	-
JF	NP	JF
:	:	:
And	CC	and
were	VBD	be
you	PP	you
grateful	JJ	grateful
?	SENT	?
LT	NN	LT
:	:	:
I	PP	I
was	VBD	be
grateful	JJ	grateful
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
—	:	-
LT	NP	Lt
:	:	:
Wait	VB	wait
,	,	,
no	UH	no
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
because	IN	because
this	DT	this
is	VBZ	be
another	DT	another
example	NN	example
of	IN	of
how	WRB	how
women	NNS	woman
are	VBP	be
overlooked	VBN	overlook
,	,	,
put	VB	put
aside	RB	aside
,	,	,
marginalized	VBD	marginalize
.	SENT	.
There	EX	there
'	''	'
s	RB	<unknown>
been	VBN	be
very	RB	very
little	JJ	little
research	NN	research
done	VBN	do
on	IN	on
us	PP	us
,	,	,
even	RB	even
though	IN	though
we	PP	we
volunteered	VBD	volunteer
lots	NNS	lot
of	IN	of
times	NNS	time
.	SENT	.
JF	NN	JF
:	:	:
That	WDT	that
'	POS	'
s	NN	S
for	IN	for
sure	JJ	sure
.	SENT	.
LT	NP	Lt
:	:	:
This	DT	this
is	VBZ	be
really	RB	really
exciting	JJ	exciting
,	,	,
and	CC	and
you	PP	you
all	RB	all
will	MD	will
be	VB	be
interested	JJ	interested
in	IN	in
this	DT	this
.	SENT	.
The	DT	the
Harvard	NP	Harvard
Medical	NP	Medical
School	NP	School
study	NN	study
has	VBZ	have
shown	VBN	show
that	IN	that
women	NNS	woman
who	WP	who
have	VBP	have
close	JJ	close
female	JJ	female
friendships	NNS	friendship
are	VBP	be
less	RBR	less
likely	JJ	likely
to	TO	to
develop	VB	develop
impairments	NNS	impairment
—	:	-
physical	JJ	physical
impairments	NNS	impairment
as	IN	as
they	PP	they
age	VBP	age
,	,	,
and	CC	and
they	PP	they
are	VBP	be
likely	JJ	likely
to	TO	to
be	VB	be
seen	VBN	see
to	TO	to
be	VB	be
living	VBG	live
much	RB	much
more	RBR	more
vital	JJ	vital
,	,	,
exciting	JJ	exciting
—	:	-
JF	NP	JF
:	:	:
And	CC	and
longer	JJR	long
—	:	-
LT	NP	Lt
:	:	:
Joyful	JJ	joyful
lives	NNS	life
.	SENT	.
JF	NN	JF
:	:	:
We	PP	we
live	VBP	live
five	CD	five
years	NNS	year
longer	RBR	longer
than	IN	than
men	NNS	man
.	SENT	.
LT	NN	LT
:	:	:
I	PP	I
think	VBP	think
I	PP	I
'	''	'
d	SYM	d
trade	VB	trade
the	DT	the
years	NNS	year
for	IN	for
joy	NN	joy
.	SENT	.
LT	NP	Lt
:	:	:
But	CC	but
the	DT	the
most	RBS	most
important	JJ	important
part	NN	part
is	VBZ	be
they	PP	they
found	VBD	find
—	:	-
the	DT	the
results	NNS	result
were	VBD	be
so	RB	so
exciting	JJ	exciting
and	CC	and
so	RB	so
conclusive	JJ	conclusive
—	:	-
the	DT	the
researchers	NNS	researcher
found	VBD	find
that	IN	that
not	RB	not
having	VBG	have
close	JJ	close
female	JJ	female
friends	NNS	friend
is	VBZ	be
detrimental	JJ	detrimental
to	TO	to
your	PP$	your
health	NN	health
,	,	,
as	RB	as
much	RB	much
as	IN	as
smoking	NN	smoking
or	CC	or
being	VBG	be
overweight	JJ	overweight
.	SENT	.
JF	NN	JF
:	:	:
And	CC	and
there	EX	there
'	''	'
s	NN	S
something	NN	something
else	RB	else
,	,	,
too	RB	too
—	:	-
LT	NP	Lt
:	:	:
I	PP	I
'	POS	'
ve	NN	ve
said	VBD	say
my	PP$	my
part	NN	part
,	,	,
so	RB	so
.	SENT	.
.	SENT	.
.	SENT	.
JF	NP	JF
:	:	:
OK	UH	OK
,	,	,
well	UH	well
,	,	,
listen	VB	listen
to	TO	to
my	PP$	my
part	NN	part
,	,	,
because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
additional	JJ	additional
thing	NN	thing
.	SENT	.
Because	IN	because
they	PP	they
only	RB	only
—	:	-
for	IN	for
years	NNS	year
,	,	,
decades	NNS	decade
—	:	-
they	PP	they
only	RB	only
researched	VBD	research
men	NNS	man
when	WRB	when
they	PP	they
were	VBD	be
trying	VBG	try
to	TO	to
understand	VB	understand
stress	NN	stress
,	,	,
only	RB	only
very	RB	very
recently	RB	recently
have	VBP	have
they	PP	they
researched	VBN	research
what	WP	what
happens	VBZ	happen
to	TO	to
women	NNS	woman
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
stressed	VBD	stress
,	,	,
and	CC	and
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
stressed	VBD	stress
—	:	-
women	NNS	woman
,	,	,
our	PP$	our
bodies	NNS	body
get	VBP	get
flooded	VBN	flood
by	IN	by
oxytocin	NN	oxytocin
.	SENT	.
Which	WDT	which
is	VBZ	be
a	DT	a
feel-good	JJ	feel-good
,	,	,
calming	JJ	calming
,	,	,
stress-reducing	JJ	<unknown>
hormone	NN	hormone
.	SENT	.
Which	WDT	which
is	VBZ	be
also	RB	also
increased	VBN	increase
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
with	IN	with
our	PP$	our
women	NNS	woman
friends	NNS	friend
.	SENT	.
And	CC	and
I	PP	I
do	VBP	do
think	VB	think
that	IN	that
'	POS	'
s	NN	S
one	CD	one
reason	NN	reason
why	WRB	why
we	PP	we
live	VBP	live
longer	RBR	longer
.	SENT	.
And	CC	and
I	PP	I
feel	VBP	feel
so	RB	so
bad	JJ	bad
for	IN	for
men	NNS	man
because	IN	because
they	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
that	DT	that
.	SENT	.
Testosterone	NN	testosterone
in	IN	in
men	NNS	man
diminishes	VBZ	diminish
the	DT	the
effects	NNS	effect
of	IN	of
oxytocin	NN	oxytocin
.	SENT	.
LT	NP	Lt
:	:	:
Well	UH	well
,	,	,
when	WRB	when
you	PP	you
and	CC	and
I	PP	I
and	CC	and
Dolly	NP	Dolly
made	VBD	make
"	``	"
9	CD	@card@
to	TO	to
5	CD	@card@
"	''	"
.	SENT	.
.	SENT	.
.	SENT	.
JF	NP	JF
:	:	:
Oh	UH	oh
—	:	-
LT	NP	Lt
:	:	:
We	PP	we
laughed	VBD	laugh
,	,	,
we	PP	we
did	VBD	do
,	,	,
we	PP	we
laughed	VBD	laugh
so	RB	so
much	RB	much
,	,	,
we	PP	we
found	VBD	find
we	PP	we
had	VBD	have
so	RB	so
much	RB	much
in	IN	in
common	JJ	common
and	CC	and
we	PP	we
'	POS	'
re	NN	re
so	RB	so
different	JJ	different
.	SENT	.
Here	RB	here
she	PP	she
is	VBZ	be
,	,	,
like	IN	like
Hollywood	NP	Hollywood
royalty	NN	royalty
,	,	,
I	PP	I
'	POS	'
m	NN	m
like	IN	like
a	DT	a
tough	JJ	tough
kid	NN	kid
from	IN	from
Detroit	NP	Detroit
,	,	,
[	SYM	[
Dolly	NP	Dolly
'	POS	'
s	NNS	<unknown>
]	SYM	]
a	DT	a
Southern	JJ	Southern
kid	NN	kid
from	IN	from
a	DT	a
poor	JJ	poor
town	NN	town
in	IN	in
Tennessee	NP	Tennessee
,	,	,
and	CC	and
we	PP	we
found	VBD	find
we	PP	we
were	VBD	be
so	RB	so
in	IN	in
sync	NN	sync
as	IN	as
women	NNS	woman
,	,	,
and	CC	and
we	PP	we
must	MD	must
have	VB	have
—	:	-
we	PP	we
laughed	VBD	laugh
—	:	-
we	PP	we
must	MD	must
have	VB	have
added	VBN	add
at	IN	at
least	JJS	least
a	DT	a
decade	NN	decade
onto	IN	onto
our	PP$	our
lifespans	NNS	lifespan
.	SENT	.
JF	NN	JF
:	:	:
I	PP	I
think	VBP	think
—	:	-
we	PP	we
sure	RB	sure
crossed	VBD	cross
our	PP$	our
legs	NNS	leg
a	DT	a
lot	NN	lot
.	SENT	.
If	IN	if
you	PP	you
know	VBP	know
what	WP	what
I	PP	I
mean	VBP	mean
.	SENT	.
LT	NN	LT
:	:	:
I	PP	I
think	VBP	think
we	PP	we
all	DT	all
know	VBP	know
what	WP	what
you	PP	you
mean	VBP	mean
.	SENT	.
PM	NN	pm
:	:	:
You	PP	you
'	POS	'
re	NN	re
adding	VBG	add
decades	NNS	decade
to	TO	to
our	PP$	our
lives	NNS	life
right	RB	right
now	RB	now
.	SENT	.
So	RB	so
among	IN	among
the	DT	the
books	NNS	book
that	WDT	that
Jane	NP	Jane
sent	VBD	send
us	PP	us
both	CC	both
to	TO	to
read	VB	read
on	IN	on
female	JJ	female
friendship	NN	friendship
was	VBD	be
one	CD	one
by	IN	by
a	DT	a
woman	NN	woman
we	PP	we
admire	VBP	admire
greatly	RB	greatly
,	,	,
Sister	JJ	sister
Joan	NP	Joan
Chittister	NP	<unknown>
,	,	,
who	WP	who
said	VBD	say
about	IN	about
female	JJ	female
friendship	NN	friendship
that	IN	that
women	NNS	woman
friends	NNS	friend
are	VBP	be
not	RB	not
just	RB	just
a	DT	a
social	JJ	social
act	NN	act
,	,	,
they	PP	they
'	POS	'
re	NN	re
a	DT	a
spiritual	JJ	spiritual
act	NN	act
.	SENT	.
Do	VB	do
you	PP	you
think	VB	think
of	IN	of
your	PP$	your
friends	NNS	friend
as	IN	as
spiritual	JJ	spiritual
?	SENT	?
Do	VB	do
they	PP	they
add	VB	add
something	NN	something
spiritual	JJ	spiritual
to	TO	to
your	PP$	your
lives	NNS	life
?	SENT	?
LT	NP	Lt
:	:	:
Spiritual	JJ	spiritual
—	:	-
I	PP	I
absolutely	RB	absolutely
think	VBP	think
that	DT	that
.	SENT	.
Because	RB	because
—	:	-
especially	RB	especially
people	VBP	people
you	PP	you
'	''	'
ve	NNS	<unknown>
known	VBN	know
a	DT	a
long	JJ	long
time	NN	time
,	,	,
people	NNS	people
you	PP	you
'	POS	'
ve	NN	ve
spent	VBD	spend
time	NN	time
with	IN	with
—	:	-
I	PP	I
can	MD	can
see	VB	see
the	DT	the
spiritual	JJ	spiritual
essence	NN	essence
inside	IN	inside
them	PP	them
,	,	,
the	DT	the
tenderness	NN	tenderness
,	,	,
the	DT	the
vulnerability	NN	vulnerability
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
actually	RB	actually
kind	NN	kind
of	IN	of
a	DT	a
love	NN	love
,	,	,
an	DT	an
element	NN	element
of	IN	of
love	NN	love
in	IN	in
the	DT	the
relationship	NN	relationship
.	SENT	.
I	PP	I
just	RB	just
see	VBP	see
deeply	RB	deeply
into	IN	into
your	PP$	your
soul	NN	soul
.	SENT	.
PM	NP	PM
:	:	:
Do	VBP	do
you	PP	you
think	VBP	think
that	IN	that
,	,	,
Jane	NP	Jane
—	:	-
LT	NP	Lt
:	:	:
But	CC	but
I	PP	I
have	VBP	have
special	JJ	special
powers	NNS	power
.	SENT	.
JF	NN	JF
:	:	:
Well	RB	well
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
all	DT	all
kinds	NNS	kind
of	IN	of
friends	NNS	friend
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
business	NN	business
friends	NNS	friend
,	,	,
and	CC	and
party	NN	party
friends	NNS	friend
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
lot	NN	lot
of	IN	of
those	DT	those
.	SENT	.
But	CC	but
the	DT	the
oxytocin-producing	NN	oxytocin-producing
friendships	NNS	friendship
have	VBP	have
.	SENT	.
.	SENT	.
.	SENT	.
They	PP	they
feel	VBP	feel
spiritual	JJ	spiritual
because	IN	because
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
heart	NN	heart
opening	NN	opening
,	,	,
right	RB	right
?	SENT	?
You	PP	you
know	VBP	know
,	,	,
we	PP	we
go	VBP	go
deep	RB	deep
.	SENT	.
And	CC	and
—	:	-
I	PP	I
find	VBP	find
that	IN	that
I	PP	I
shed	VBD	shed
tears	NNS	tear
a	DT	a
lot	NN	lot
with	IN	with
my	PP$	my
intimate	JJ	intimate
friends	NNS	friend
.	SENT	.
Not	RB	not
because	IN	because
I	PP	I
'	POS	'
m	NN	m
sad	JJ	sad
but	CC	but
because	IN	because
I	PP	I
'	POS	'
m	NN	m
so	RB	so
touched	VBN	touch
and	CC	and
inspired	VBN	inspire
by	IN	by
them	PP	them
.	SENT	.
LT	NP	Lt
:	:	:
And	CC	and
you	PP	you
know	VBP	know
one	PP	one
of	IN	of
you	PP	you
is	VBZ	be
going	VBG	go
to	TO	to
go	VB	go
soon	RB	soon
.	SENT	.
PM	NN	pm
:	:	:
Well	RB	well
,	,	,
two	CD	two
of	IN	of
us	PP	us
are	VBP	be
sitting	VBG	sit
here	RB	here
,	,	,
Lily	NP	Lily
,	,	,
which	WDT	which
one	PP	one
are	VBP	be
you	PP	you
talking	VBG	talk
about	RB	about
?	SENT	?
And	CC	and
I	PP	I
always	RB	always
think	VBP	think
,	,	,
when	WRB	when
women	NNS	woman
talk	VBP	talk
about	IN	about
their	PP$	their
friendships	NNS	friendship
,	,	,
that	WDT	that
men	NNS	man
always	RB	always
look	VBP	look
a	DT	a
little	RB	little
mystified	VBN	mystify
.	SENT	.
What	WP	what
are	VBP	be
the	DT	the
differences	NNS	difference
,	,	,
in	IN	in
your	PP$	your
opinion	NN	opinion
,	,	,
between	IN	between
men	NNS	man
friendships	NNS	friendship
and	CC	and
women	NNS	woman
friendships	NNS	friendship
?	SENT	?
JF	NN	JF
:	:	:
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
difference	NN	difference
,	,	,
and	CC	and
I	PP	I
think	VBP	think
we	PP	we
have	VBP	have
to	TO	to
have	VB	have
a	DT	a
lot	NN	lot
of	IN	of
empathy	NN	empathy
for	IN	for
men	NNS	man
—	:	-
that	IN	that
they	PP	they
don	VB	don
'	''	'
t	NN	t
have	VBP	have
what	WP	what
we	PP	we
have	VBP	have
.	SENT	.
Which	WDT	which
I	PP	I
think	VBP	think
may	MD	may
be	VB	be
why	WRB	why
they	PP	they
die	VBP	die
sooner	RBR	sooner
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
lot	NN	lot
of	IN	of
compassion	NN	compassion
for	IN	for
men	NNS	man
,	,	,
because	IN	because
women	NNS	woman
,	,	,
no	RB	no
kidding	VBG	kid
,	,	,
we	PP	we
—	:	-
women	NNS	woman
'	POS	'
s	NN	S
relationships	NNS	relationship
,	,	,
our	PP$	our
friendships	NNS	friendship
are	VBP	be
full	JJ	full
disclosure	NN	disclosure
,	,	,
we	PP	we
go	VBP	go
deep	RB	deep
.	SENT	.
