Corey	NP	Corey
something	NN	something
that	WDT	that
is	VBZ	be
a	DT	a
basic	JJ	basic
,	,	,
like	IN	like
mail	NN	mail
delivery	NN	delivery
and	CC	and
electricity	NN	electricity
.	SENT	.
This	DT	this
should	MD	should
not	RB	not
be	VB	be
just	RB	just
for	IN	for
those	DT	those
who	WP	who
have	VBP	have
.	SENT	.
And	CC	and
the	DT	the
scale	NN	scale
of	IN	of
it	PP	it
is	VBZ	be
,	,	,
the	DT	the
estimate	NN	estimate
is	VBZ	be
to	TO	to
be	VB	be
80	CD	@card@
to	TO	to
100	CD	@card@
billion	NN	billion
dollars	NNS	dollar
to	TO	to
close	VB	close
this	DT	this
gap	NN	gap
.	SENT	.
But	CC	but
the	DT	the
challenge	NN	challenge
of	IN	of
that	WDT	that
is	VBZ	be
that	IN	that
you	PP	you
get	VBP	get
the	DT	the
funding	NN	funding
and	CC	and
then	RB	then
how	WRB	how
is	VBZ	be
it	PP	it
implemented	VBD	implement
?	SENT	?
We	PP	we
all	RB	all
know	VBP	know
you	PP	you
can	MD	can
'	''	'
t	NN	t
just	RB	just
say	VBP	say
--	:	--
I	PP	I
say	VBP	say
,	,	,
well	RB	well
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
go	VB	go
in	IN	in
as	IN	as
CEO	NP	CEO
,	,	,
go	VBP	go
to	TO	to
the	DT	the
board	NN	board
,	,	,
say	VBP	say
I	PP	I
need	VBP	need
100	CD	@card@
million	CD	million
dollars	NNS	dollar
for	IN	for
this	DT	this
tech	NN	tech
platform	NN	platform
and	CC	and
then	RB	then
,	,	,
"	''	"
Approved	VBD	approve
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
return	NN	return
.	SENT	.
"	''	"
And	CC	and
then	RB	then
I	PP	I
go	VBP	go
in	IN	in
and	CC	and
I	PP	I
throw	VBP	throw
it	PP	it
to	TO	to
the	DT	the
business	NN	business
unit	NN	unit
heads	NNS	head
and	CC	and
I	PP	I
'	POS	'
m	NN	m
like	IN	like
,	,	,
"	''	"
You	PP	you
guys	VBZ	guy
decide	VB	decide
who	WP	who
'	POS	'
s	NN	S
in	IN	in
charge	NN	charge
of	IN	of
that	DT	that
,	,	,
"	''	"
right	NN	right
?	SENT	?
And	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
it	PP	it
,	,	,
it	PP	it
becomes	VBZ	become
a	DT	a
jump	NN	jump
ball	NN	ball
between	IN	between
the	DT	the
FCC	NP	FCC
and	CC	and
the	DT	the
USDA	NP	USDA
and	CC	and
then	RB	then
the	DT	the
governors	NNS	governor
,	,	,
and	CC	and
suddenly	RB	suddenly
we	PP	we
don	VB	don
'	''	'
t	NN	t
have	VBP	have
enough	RB	enough
and	CC	and
we	PP	we
'	POS	'
re	NN	re
on	IN	on
the	DT	the
couches	NNS	couch
looking	VBG	look
for	IN	for
quarters	NNS	quarter
and	CC	and
nickels	NNS	nickel
to	TO	to
pay	VB	pay
the	DT	the
pizza	NN	pizza
guy	NN	guy
so	RB	so
that	IN	that
we	PP	we
can	MD	can
finish	VB	finish
this	DT	this
off	JJ	off
,	,	,
as	RB	as
though	IN	though
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
priority	NN	priority
,	,	,
as	RB	as
though	IN	though
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
priority	NN	priority
.	SENT	.
As	RB	as
though	IN	though
it	PP	it
'	POS	'
s	NN	S
somebody	NN	somebody
else	RB	else
'	POS	'
s	NN	S
problem	NN	problem
.	SENT	.
And	CC	and
it	PP	it
is	VBZ	be
all	RB	all
of	IN	of
our	PP$	our
problem	NN	problem
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
national	JJ	national
security	NN	security
issue	NN	issue
.	SENT	.
I	PP	I
cannot	MD	can
say	VB	say
it	PP	it
more	RBR	more
directly	RB	directly
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
major	JJ	major
issue	NN	issue
because	IN	because
I	PP	I
'	POS	'
m	NN	m
concerned	VBD	concern
about	RB	about
speed	VB	speed
here	RB	here
in	IN	in
addition	NN	addition
to	TO	to
the	DT	the
funding	NN	funding
.	SENT	.
And	CC	and
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
this	DT	this
has	VBZ	have
been	VBN	be
bipartisan	JJ	bipartisan
support	NN	support
.	SENT	.
Whenever	WRB	whenever
I	PP	I
speak	VBP	speak
,	,	,
I	PP	I
speak	VBP	speak
for	IN	for
the	DT	the
National	NP	National
Governors	NP	Governors
Association	NP	Association
,	,	,
the	DT	the
State	NP	State
Department	NP	Department
of	IN	of
AG	NP	AG
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
name	VB	name
it	PP	it
.	SENT	.
Name	VB	name
the	DT	the
administration	NN	administration
official	NN	official
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
done	VBN	do
it	PP	it
.	SENT	.
This	DT	this
isn	NN	isn
'	POS	'
t	NN	t
a	DT	a
bipartisan	JJ	bipartisan
issue	NN	issue
.	SENT	.
It	PP	it
has	VBZ	have
to	TO	to
be	VB	be
a	DT	a
prioritization	NN	prioritization
issue	NN	issue
.	SENT	.
It	PP	it
has	VBZ	have
to	TO	to
be	VB	be
something	NN	something
that	IN	that
we	PP	we
decide	VBP	decide
as	IN	as
a	DT	a
country	NN	country
is	VBZ	be
a	DT	a
priority	NN	priority
.	SENT	.
And	CC	and
it	PP	it
means	VBZ	mean
in	IN	in
every	DT	every
state	NN	state
.	SENT	.
CH	NP	CH
:	:	:
I	PP	I
'	POS	'
ve	NN	ve
heard	VBD	hear
stories	NNS	story
about	RB	about
,	,	,
"	``	"
Well	UH	well
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
put	VBD	put
Wi-Fi	NP	<unknown>
"	''	"
or	CC	or
in	IN	in
some	DT	some
of	IN	of
these	DT	these
communities	NNS	community
,	,	,
they	PP	they
'	POS	'
ve	NN	ve
put	VBD	put
Wi-Fi	NP	<unknown>
on	IN	on
the	DT	the
buses	NNS	bus
and	CC	and
then	RB	then
,	,	,
you	PP	you
know	VBP	know
,	,	,
kids	NNS	kid
are	VBP	be
sitting	VBG	sit
outside	IN	outside
the	DT	the
local	JJ	local
library	NN	library
or	CC	or
the	DT	the
local	JJ	local
McDonald	NP	McDonald
'	POS	'
s	NN	S
to	TO	to
do	VB	do
their	PP$	their
homework	NN	homework
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
just	RB	just
so	RB	so
unfair	JJ	unfair
.	SENT	.
BF	NP	BF
:	:	:
It	PP	it
'	POS	'
s	NNS	<unknown>
unacceptable	JJ	unacceptable
.	SENT	.
CH	NP	CH
:	:	:
Unacceptable	JJ	unacceptable
.	SENT	.
Unacceptable	JJ	unacceptable
is	VBZ	be
the	DT	the
right	JJ	right
word	NN	word
.	SENT	.
It	PP	it
also	RB	also
affects	VBZ	affect
the	DT	the
businesses	NNS	business
,	,	,
right	RB	right
?	SENT	?
Farming	VBG	farm
as	IN	as
a	DT	a
business	NN	business
because	IN	because
there	EX	there
'	''	'
s	NN	S
so	IN	so
much	JJ	much
technology	NN	technology
being	VBG	be
used	VBN	use
.	SENT	.
BF	NP	BF
:	:	:
Well	RB	well
,	,	,
there	EX	there
is	VBZ	be
.	SENT	.
So	IN	so
oftentimes	NNS	oftentime
I	PP	I
'	POS	'
m	NN	m
at	IN	at
an	DT	an
event	NN	event
and	CC	and
they	PP	they
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
all	PDT	all
this	DT	this
cool	JJ	cool
new	JJ	new
tech	NN	tech
.	SENT	.
And	CC	and
listen	VB	listen
,	,	,
I	PP	I
just	RB	just
say	VBP	say
we	PP	we
use	VB	use
satellite	JJ	satellite
technology	NN	technology
,	,	,
we	PP	we
have	VBP	have
big	JJ	big
data	NNS	datum
,	,	,
data	NNS	datum
and	CC	and
analytics	NNS	<unknown>
,	,	,
John	NP	John
Deere	NP	Deere
'	POS	'
s	NN	S
tractors	NNS	tractor
are	VBP	be
auto-steer	JJ	<unknown>
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
like	IN	like
,	,	,
"	``	"
Are	VBP	be
you	PP	you
using	VBG	use
that	DT	that
?	SENT	?
"	''	"
"	``	"
No	UH	no
.	SENT	.
"	''	"
"	''	"
Why	WRB	why
?	SENT	?
"	''	"
"	``	"
Well	UH	well
,	,	,
because	IN	because
I	PP	I
lose	VBP	lose
connection	NN	connection
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
can	MD	can
'	''	'
t	NN	t
I	PP	I
can	MD	can
'	''	'
t	NN	t
utilize	VB	utilize
it	PP	it
.	SENT	.
"	``	"
You	PP	you
know	VBP	know
,	,	,
there	EX	there
'	''	'
s	NN	S
so	IN	so
many	JJ	many
exciting	JJ	exciting
investments	NNS	investment
and	CC	and
innovation	NN	innovation
occurring	VBG	occur
in	IN	in
the	DT	the
sector	NN	sector
that	WDT	that
will	MD	will
make	VB	make
farmers	NNS	farmer
more	RBR	more
efficient	JJ	efficient
,	,	,
will	MD	will
be	VB	be
better	JJR	good
for	IN	for
climate	NN	climate
and	CC	and
the	DT	the
environment	NN	environment
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
talk	VBP	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
that	DT	that
in	IN	in
a	DT	a
minute	NN	minute
,	,	,
but	CC	but
none	NN	none
of	IN	of
that	WDT	that
can	MD	can
be	VB	be
used	VBN	use
if	IN	if
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
the	DT	the
appropriate	JJ	appropriate
technology	NN	technology
access	NN	access
,	,	,
if	IN	if
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
broadband	NN	<unknown>
.	SENT	.
These	DT	these
are	VBP	be
data-intensive	JJ	data-intensive
models	NNS	model
and	CC	and
they	PP	they
require	VBP	require
bandwidth	NN	bandwidth
to	TO	to
do	VB	do
so	RB	so
and	CC	and
to	TO	to
utilize	VB	utilize
them	PP	them
effectively	RB	effectively
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
major	JJ	major
issue	NN	issue
so	RB	so
that	IN	that
from	IN	from
a	DT	a
business	NN	business
perspective	NN	perspective
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
efficiency	NN	efficiency
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
sustainable	JJ	sustainable
production	NN	production
issue	NN	issue
.	SENT	.
And	CC	and
then	RB	then
back	RB	back
to	TO	to
the	DT	the
community	NN	community
,	,	,
again	RB	again
,	,	,
stable	JJ	stable
operating	VBG	operate
environment	NN	environment
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
I	PP	I
constantly	RB	constantly
have	VBP	have
my	PP$	my
mother	NN	mother
in	IN	in
my	PP$	my
ear	NN	ear
,	,	,
like	VB	like
,	,	,
"	''	"
You	PP	you
'	POS	'
re	NN	re
only	RB	only
as	RB	as
happy	JJ	happy
as	IN	as
your	PP$	your
least	JJS	least
happy	JJ	happy
child	NN	child
,	,	,
"	''	"
right	NN	right
?	SENT	?
And	CC	and
why	WRB	why
is	VBZ	be
that	RB	that
?	SENT	?
Because	RB	because
,	,	,
you	PP	you
know	VBP	know
,	,	,
if	IN	if
you	PP	you
can	MD	can
'	''	'
t	NN	t
feel	VBP	feel
confident	JJ	confident
your	PP$	your
child	NN	child
has	VBZ	have
the	DT	the
best	JJS	good
education	NN	education
,	,	,
has	VBZ	have
access	NN	access
to	TO	to
a	DT	a
doctor	NN	doctor
,	,	,
pretty	RB	pretty
hard	JJ	hard
to	TO	to
be	VB	be
focused	VBN	focus
on	IN	on
your	PP$	your
business	NN	business
.	SENT	.
And	CC	and
farming	NN	farming
is	VBZ	be
a	DT	a
business	NN	business
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
have	VBP	have
to	TO	to
recognize	VB	recognize
if	IN	if
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
number	NN	number
of	IN	of
hospitals	NNS	hospital
,	,	,
local	JJ	local
hospitals	NNS	hospital
have	VBP	have
shut	VBN	shut
down	RP	down
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
banking	NN	banking
,	,	,
no	DT	no
housing	NN	housing
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
work	NN	work
to	TO	to
have	VB	have
a	DT	a
stable	JJ	stable
operating	VBG	operate
environment	NN	environment
in	IN	in
these	DT	these
farming	NN	farming
communities	NNS	community
.	SENT	.
And	CC	and
yes	UH	yes
,	,	,
directly	RB	directly
,	,	,
you	PP	you
cannot	MD	can
use	VB	use
the	DT	the
new	JJ	new
innovation	NN	innovation
and	CC	and
technology	NN	technology
that	WDT	that
hide	VB	hide
the	DT	the
data	NNS	datum
utilization	NN	utilization
if	IN	if
you	PP	you
do	VBP	do
not	RB	not
have	VB	have
broadband	NN	<unknown>
.	SENT	.
CH	NP	CH
:	:	:
So	RB	so
the	DT	the
technology	NN	technology
is	VBZ	be
a	DT	a
challenge	NN	challenge
,	,	,
and	CC	and
as	IN	as
you	PP	you
said	VBD	say
,	,	,
it	PP	it
'	POS	'
s	NN	S
so	RB	so
important	JJ	important
for	IN	for
the	DT	the
business	NN	business
,	,	,
and	CC	and
you	PP	you
mentioned	VBD	mention
climate	NN	climate
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
d	NN	d
love	NN	love
to	TO	to
dive	VB	dive
into	IN	into
that	IN	that
because	IN	because
in	IN	in
addition	NN	addition
to	TO	to
,	,	,
sort	VB	sort
of	IN	of
,	,	,
challenging	VBG	challenge
market	NN	market
dynamics	NNS	dynamics
,	,	,
you	PP	you
also	RB	also
have	VBP	have
climate	NN	climate
volatility	NN	volatility
and	CC	and
an	DT	an
increasing	VBG	increase
weather	NN	weather
volatility	NN	volatility
and	CC	and
technology	NN	technology
'	POS	'
s	NNS	<unknown>
helping	VBG	help
to	TO	to
address	VB	address
that	DT	that
.	SENT	.
Can	MD	can
you	PP	you
talk	VB	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
the	DT	the
technology	NN	technology
that	RB	that
'	POS	'
s	NNS	<unknown>
being	VBG	be
used	VBN	use
by	IN	by
farmers	NNS	farmer
to	TO	to
manage	VB	manage
that	DT	that
volatility	NN	volatility
?	SENT	?
BH	NN	BH
:	:	:
Well	RB	well
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
what	WP	what
you	PP	you
'	''	'
re	IN	re
helping	VBG	help
them	PP	them
do	VB	do
is	VBZ	be
make	VB	make
improved	VBN	improve
decisions	NNS	decision
that	WDT	that
make	VBP	make
their	PP$	their
farms	NNS	farm
more	RBR	more
resilient	JJ	resilient
and	CC	and
that	IN	that
they	PP	they
can	MD	can
make	VB	make
more	RBR	more
sustainable	JJ	sustainable
business	NN	business
practices	NNS	practice
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
started	VBD	start
,	,	,
we	PP	we
have	VBP	have
a	DT	a
business	NN	business
called	VBN	call
Truterra	NP	Truterra
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
run	NN	run
by	IN	by
Jason	NP	Jason
Weller	NP	Weller
,	,	,
who	WP	who
used	VBD	use
to	TO	to
run	VB	run
in	IN	in
our	PP$	our
CS	NP	CS
under	IN	under
the	DT	the
Obama	NP	<unknown>
administration	NN	administration
.	SENT	.
And	CC	and
what	WP	what
this	DT	this
business	NN	business
does	VBZ	do
,	,	,
it	PP	it
works	VBZ	work
in	IN	in
multiple	JJ	multiple
ways	NNS	way
.	SENT	.
We	PP	we
work	VBP	work
through	IN	through
our	PP$	our
local	JJ	local
retailer	NN	retailer
,	,	,
the	DT	the
agronomists	NNS	agronomist
.	SENT	.
They	PP	they
get	VBP	get
insights	NNS	insight
from	IN	from
our	PP$	our
Truterra	NP	Truterra
insights	NNS	insight
engine	NN	engine
.	SENT	.
It	PP	it
literally	RB	literally
is	VBZ	be
at	IN	at
the	DT	the
farm	NN	farm
level	NN	level
,	,	,
acre	NN	acre
by	IN	by
acre	NN	acre
,	,	,
where	WRB	where
they	PP	they
can	MD	can
understand	VB	understand
what	WP	what
the	DT	the
soil	NN	soil
type	NN	type
is	VBZ	be
,	,	,
what	WP	what
the	DT	the
water	NN	water
situation	NN	situation
is	VBZ	be
,	,	,
all	RB	all
of	IN	of
those	DT	those
things	NNS	thing
,	,	,
what	WP	what
kind	NN	kind
of	IN	of
tractor	NN	tractor
do	VBP	do
you	PP	you
use	VBP	use
,	,	,
how	WRB	how
many	JJ	many
passes	NNS	pass
at	IN	at
the	DT	the
field	NN	field
do	VBP	do
you	PP	you
make	VB	make
.	SENT	.
So	RB	so
,	,	,
we	PP	we
can	MD	can
make	VB	make
improved	VBN	improve
,	,	,
sustainable	JJ	sustainable
production	NN	production
decisions	NNS	decision
.	SENT	.
More	RBR	more
recently	RB	recently
,	,	,
probably	RB	probably
just	RB	just
last	JJ	last
week	NN	week
,	,	,
we	PP	we
announced	VBD	announce
our	PP$	our
Trucarbon	NP	Trucarbon
platform	NN	platform
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
systemic	JJ	systemic
way	NN	way
that	IN	that
we	PP	we
can	MD	can
work	VB	work
with	IN	with
farmers	NNS	farmer
,	,	,
databased	JJ	<unknown>
.	SENT	.
This	DT	this
is	VBZ	be
partnered	VBN	partner
with	IN	with
the	DT	the
Soil	NN	soil
Health	NP	Health
Institute	NP	Institute
,	,	,
with	IN	with
many	JJ	many
environmental	JJ	environmental
groups	NNS	group
,	,	,
to	TO	to
create	VB	create
a	DT	a
carbon	NN	carbon
credit	NN	credit
.	SENT	.
So	RB	so
where	WRB	where
the	DT	the
farmer	NN	farmer
is	VBZ	be
making	VBG	make
a	DT	a
decision	NN	decision
that	WDT	that
is	VBZ	be
improving	VBG	improve
carbon	NN	carbon
capture	NN	capture
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
is	VBZ	be
improving	VBG	improve
their	PP$	their
own	JJ	own
profitability	NN	profitability
,	,	,
and	CC	and
then	RB	then
is	VBZ	be
able	JJ	able
to	TO	to
monetize	VB	monetize
that	DT	that
.	SENT	.
Our	PP$	our
first	JJ	first
customer	NN	customer
was	VBD	be
Microsoft	NP	Microsoft
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
using	VBG	use
this	DT	this
for	IN	for
carbon	NN	carbon
credit	NN	credit
.	SENT	.
So	RB	so
why	WRB	why
is	VBZ	be
this	DT	this
so	RB	so
important	JJ	important
?	SENT	?
In	IN	in
addition	NN	addition
to	TO	to
the	DT	the
fact	NN	fact
that	IN	that
we	PP	we
have	VBP	have
validation	NN	validation
and	CC	and
this	DT	this
is	VBZ	be
an	DT	an
evolving	VBG	evolve
marketplace	NN	marketplace
,	,	,
carbon	NN	carbon
and	CC	and
carbon	NN	carbon
credits	NNS	credit
,	,	,
carbon	NN	carbon
offsets	NNS	offset
,	,	,
it	PP	it
'	POS	'
s	NN	S
an	DT	an
unstructured	JJ	unstructured
pricing	NN	pricing
environment	NN	environment
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
all	PDT	all
the	DT	the
studies	NNS	study
would	MD	would
show	VB	show
that	DT	that
agriculture	NN	agriculture
is	VBZ	be
a	DT	a
great	JJ	great
way	NN	way
for	IN	for
us	PP	us
to	TO	to
address	VB	address
this	DT	this
issue	NN	issue
using	VBG	use
basic	JJ	basic
photosynthesis	NN	photosynthesis
.	SENT	.
So	RB	so
if	IN	if
we	PP	we
if	IN	if
we	PP	we
agree	VBP	agree
that	IN	that
,	,	,
then	RB	then
we	PP	we
have	VBP	have
to	TO	to
say	VB	say
,	,	,
what	WP	what
is	VBZ	be
that	DT	that
pricing	NN	pricing
environment	NN	environment
?	SENT	?
One	CD	one
of	IN	of
the	DT	the
fundamental	JJ	fundamental
things	NNS	thing
we	PP	we
started	VBD	start
with	IN	with
is	VBZ	be
the	DT	the
farmer	NN	farmer
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
Secretary	NP	Secretary
Vilsack	NP	<unknown>
more	RBR	more
recently	RB	recently
said	VBD	say
in	IN	in
his	PP$	his
confirmation	NN	confirmation
hearing	NN	hearing
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
start	VB	start
with	IN	with
the	DT	the
farmer	NN	farmer
and	CC	and
that	IN	that
farmer	NN	farmer
has	VBZ	have
to	TO	to
be	VB	be
profitable	JJ	profitable
when	WRB	when
making	VBG	make
that	DT	that
decision	NN	decision
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
virtuous	JJ	virtuous
circle	NN	circle
.	SENT	.
So	RB	so
we	PP	we
want	VBP	want
the	DT	the
farmer	NN	farmer
to	TO	to
take	VB	take
action	NN	action
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
'	''	'
t	NN	t
just	RB	just
say	VBP	say
,	,	,
"	''	"
Everybody	NN	everybody
put	VBN	put
on	IN	on
cover	NN	cover
crops	NNS	crop
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
the	DT	the
best	JJS	good
.	SENT	.
"	''	"
Because	IN	because
then	RB	then
that	DT	that
farmer	NN	farmer
isn	NN	isn
'	POS	'
t	NN	t
