My	PP$	my
trillion-dollar	NN	trillion-dollar
economy	NN	economy
,	,	,
and	CC	and
now	RB	now
we	PP	we
take	VB	take
our	PP$	our
honeymoons	NNS	honeymoon
there	RB	there
.	SENT	.
The	DT	the
same	JJ	same
thing	NN	thing
will	MD	will
happen	VB	happen
in	IN	in
space	NN	space
.	SENT	.
We	PP	we
are	VBP	be
on	IN	on
the	DT	the
verge	NN	verge
of	IN	of
the	DT	the
greatest	JJS	great
exploration	NN	exploration
that	IN	that
the	DT	the
human	JJ	human
race	NN	race
has	VBZ	have
ever	RB	ever
known	VBN	know
.	SENT	.
We	PP	we
explore	VBP	explore
for	IN	for
three	CD	three
reasons	NNS	reason
,	,	,
the	DT	the
weakest	JJS	weak
of	IN	of
which	WDT	which
is	VBZ	be
curiosity	NN	curiosity
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
funded	VBN	fund
NASA	NP	NASA
'	POS	'
s	NN	S
budget	NN	budget
up	RB	up
until	IN	until
now	RB	now
.	SENT	.
Some	DT	some
images	NNS	image
from	IN	from
Mars	NP	Mars
,	,	,
1997	CD	@card@
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
I	PP	I
think	VBP	think
in	IN	in
the	DT	the
next	JJ	next
decade	NN	decade
,	,	,
without	IN	without
any	DT	any
question	NN	question
,	,	,
we	PP	we
will	MD	will
discover	VB	discover
life	NN	life
on	IN	on
Mars	NP	Mars
and	CC	and
find	VBP	find
that	IN	that
it	PP	it
is	VBZ	be
literally	RB	literally
ubiquitous	JJ	ubiquitous
under	IN	under
the	DT	the
soils	NNS	soil
and	CC	and
different	JJ	different
parts	NNS	part
of	IN	of
that	DT	that
planet	NN	planet
.	SENT	.
The	DT	the
stronger	JJR	strong
motivator	NN	motivator
,	,	,
the	DT	the
much	RB	much
stronger	JJR	strong
motivator	NN	motivator
,	,	,
is	VBZ	be
fear	NN	fear
.	SENT	.
It	PP	it
drove	VBD	drive
us	PP	us
to	TO	to
the	DT	the
moon	NN	moon
.	SENT	.
We	PP	we
—	:	-
literally	RB	literally
in	IN	in
fear	NN	fear
—	:	-
with	IN	with
the	DT	the
Soviet	NP	Soviet
Union	NP	Union
raced	VBD	race
to	TO	to
the	DT	the
moon	NN	moon
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
these	DT	these
huge	JJ	huge
rocks	NNS	rock
,	,	,
you	PP	you
know	VBP	know
,	,	,
killer-sized	JJ	killer-sized
rocks	NNS	rock
in	IN	in
the	DT	the
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
or	CC	or
millions	NNS	million
out	IN	out
there	RB	there
,	,	,
and	CC	and
while	IN	while
the	DT	the
probability	NN	probability
is	VBZ	be
very	RB	very
small	JJ	small
,	,	,
the	DT	the
impact	NN	impact
,	,	,
figured	VBN	figure
in	IN	in
literally	RB	literally
,	,	,
of	IN	of
one	CD	one
of	IN	of
these	DT	these
hitting	VBG	hit
the	DT	the
Earth	NN	earth
is	VBZ	be
so	RB	so
huge	JJ	huge
that	IN	that
to	TO	to
spend	VB	spend
a	DT	a
small	JJ	small
fraction	NN	fraction
looking	VBG	look
,	,	,
searching	VBG	search
,	,	,
preparing	VBG	prepare
to	TO	to
defend	VB	defend
,	,	,
is	VBZ	be
not	RB	not
unreasonable	JJ	unreasonable
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
the	DT	the
third	JJ	third
motivator	NN	motivator
,	,	,
one	CD	one
near	JJ	near
and	CC	and
dear	RB	dear
to	TO	to
my	PP$	my
heart	NN	heart
as	IN	as
an	DT	an
entrepreneur	NN	entrepreneur
,	,	,
is	VBZ	be
wealth	NN	wealth
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
the	DT	the
greatest	JJS	great
wealth	NN	wealth
.	SENT	.
If	IN	if
you	PP	you
think	VBP	think
about	IN	about
these	DT	these
other	JJ	other
asteroids	NNS	asteroid
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
class	NN	class
of	IN	of
the	DT	the
nickel	JJ	nickel
iron	NN	iron
,	,	,
which	WDT	which
in	IN	in
platinum-group	NN	platinum-group
metal	NN	metal
markets	NNS	market
alone	RB	alone
are	VBP	be
worth	JJ	worth
something	NN	something
like	IN	like
20	CD	@card@
trillion	CD	trillion
dollars	NNS	dollar
,	,	,
if	IN	if
you	PP	you
can	MD	can
go	VB	go
out	RP	out
and	CC	and
grab	VB	grab
one	PP	one
of	IN	of
these	DT	these
rocks	NNS	rock
.	SENT	.
My	PP$	my
plan	NN	plan
is	VBZ	be
to	TO	to
actually	RB	actually
buy	VB	buy
puts	NNS	put
on	IN	on
the	DT	the
precious	JJ	precious
metal	NN	metal
market	NN	market
,	,	,
and	CC	and
then	RB	then
actually	RB	actually
claim	VBP	claim
that	IN	that
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
go	VB	go
out	RP	out
and	CC	and
get	VB	get
one	PP	one
.	SENT	.
And	CC	and
that	WDT	that
will	MD	will
fund	VB	fund
the	DT	the
actual	JJ	actual
mission	NN	mission
to	TO	to
go	VB	go
and	CC	and
get	VB	get
one	PP	one
.	SENT	.
But	CC	but
fear	NN	fear
,	,	,
curiosity	NN	curiosity
and	CC	and
greed	NN	greed
have	VBP	have
driven	VBN	drive
us	PP	us
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
,	,	,
this	DT	this
is	VBZ	be
—	:	-
I	PP	I
'	POS	'
m	NN	m
the	DT	the
short	JJ	short
kid	NN	kid
on	IN	on
the	DT	the
right	NN	right
.	SENT	.
This	DT	this
was	VBD	be
—	:	-
my	PP$	my
motivation	NN	motivation
was	VBD	be
actually	RB	actually
during	IN	during
Apollo	NP	Apollo
.	SENT	.
And	CC	and
Apollo	NP	Apollo
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
greatest	JJS	great
motivators	NNS	<unknown>
ever	RB	ever
.	SENT	.
If	IN	if
you	PP	you
think	VBP	think
about	RB	about
what	WP	what
happened	VBD	happen
at	IN	at
the	DT	the
turn	NN	turn
of	IN	of
—	:	-
early	JJ	early
1960s	NNS	1960s
,	,	,
on	IN	on
May	NP	May
25	CD	@card@
,	,	,
JFK	NP	JFK
said	VBD	say
,	,	,
"	``	"
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
go	VB	go
to	TO	to
the	DT	the
moon	NN	moon
.	SENT	.
"	''	"
And	CC	and
people	NNS	people
left	VBD	leave
their	PP$	their
jobs	NNS	job
and	CC	and
they	PP	they
went	VBD	go
to	TO	to
obscure	VB	obscure
locations	NNS	location
to	TO	to
go	VB	go
and	CC	and
be	VB	be
part	NN	part
of	IN	of
this	DT	this
amazing	JJ	amazing
mission	NN	mission
.	SENT	.
And	CC	and
we	PP	we
knew	VBD	know
nothing	NN	nothing
about	IN	about
going	VBG	go
to	TO	to
space	NN	space
.	SENT	.
We	PP	we
went	VBD	go
from	IN	from
having	VBG	have
literally	RB	literally
put	VBN	put
Alan	NP	Alan
Shepard	NP	Shepard
in	IN	in
suborbital	JJ	suborbital
flight	NN	flight
to	TO	to
going	VBG	go
to	TO	to
the	DT	the
moon	NN	moon
in	IN	in
eight	CD	eight
years	NNS	year
,	,	,
and	CC	and
the	DT	the
average	JJ	average
age	NN	age
of	IN	of
the	DT	the
people	NNS	people
that	WDT	that
got	VBD	get
us	PP	us
there	EX	there
was	VBD	be
26	CD	@card@
years	NNS	year
old	JJ	old
.	SENT	.
They	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
couldn	NNS	<unknown>
'	''	'
t	NN	t
be	VB	be
done	VBN	do
.	SENT	.
They	PP	they
had	VBD	have
to	TO	to
make	VB	make
up	RP	up
everything	NN	everything
.	SENT	.
And	CC	and
that	DT	that
,	,	,
my	PP$	my
friend	NN	friend
,	,	,
is	VBZ	be
amazing	JJ	amazing
motivation	NN	motivation
.	SENT	.
This	DT	this
is	VBZ	be
Gene	NP	Gene
Cernan	NP	<unknown>
,	,	,
a	DT	a
good	JJ	good
friend	NN	friend
of	IN	of
mine	NN	mine
,	,	,
saying	VBG	say
,	,	,
"	``	"
If	IN	if
I	PP	I
can	MD	can
go	VB	go
to	TO	to
the	DT	the
moon	NN	moon
"	''	"
—	:	-
this	DT	this
is	VBZ	be
the	DT	the
last	JJ	last
human	NN	human
on	IN	on
the	DT	the
moon	NN	moon
so	RB	so
far	RB	far
—	:	-
"	``	"
nothing	NN	nothing
,	,	,
nothing	NN	nothing
is	VBZ	be
impossible	JJ	impossible
.	SENT	.
"	''	"
But	CC	but
of	IN	of
course	NN	course
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
thought	VBD	think
about	IN	about
the	DT	the
government	NN	government
always	RB	always
as	IN	as
the	DT	the
person	NN	person
taking	VBG	take
us	PP	us
there	RB	there
.	SENT	.
But	CC	but
I	PP	I
put	VBP	put
forward	RB	forward
here	RB	here
,	,	,
the	DT	the
government	NN	government
is	VBZ	be
not	RB	not
going	VBG	go
to	TO	to
get	VB	get
us	PP	us
there	RB	there
.	SENT	.
The	DT	the
government	NN	government
is	VBZ	be
unable	JJ	unable
to	TO	to
take	VB	take
the	DT	the
risks	NNS	risk
required	VBN	require
to	TO	to
open	VB	open
up	RP	up
this	DT	this
precious	JJ	precious
frontier	NN	frontier
.	SENT	.
The	DT	the
shuttle	NN	shuttle
is	VBZ	be
costing	VBG	cost
a	DT	a
billion	NN	billion
dollars	NNS	dollar
a	DT	a
launch	NN	launch
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
a	DT	a
pathetic	JJ	pathetic
number	NN	number
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
unreasonable	JJ	unreasonable
.	SENT	.
We	PP	we
shouldn	NNS	<unknown>
'	''	'
t	NN	t
be	VB	be
happy	JJ	happy
in	IN	in
standing	VBG	stand
for	IN	for
that	DT	that
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	IN	that
we	PP	we
did	VBD	do
with	IN	with
the	DT	the
Ansari	NP	Ansari
X	NP	X
PRIZE	VB	prize
was	VBD	be
take	VB	take
the	DT	the
challenge	NN	challenge
on	IN	on
that	DT	that
risk	NN	risk
is	VBZ	be
OK	UH	OK
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
As	IN	as
we	PP	we
are	VBP	be
going	VBG	go
out	RP	out
there	RB	there
and	CC	and
taking	VBG	take
on	IN	on
a	DT	a
new	JJ	new
frontier	NN	frontier
,	,	,
we	PP	we
should	MD	should
be	VB	be
allowed	VBN	allow
to	TO	to
risk	VB	risk
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
anyone	NN	anyone
who	WP	who
says	VBZ	say
we	PP	we
shouldn	NN	<unknown>
'	POS	'
t	NN	t
,	,	,
you	PP	you
know	VBP	know
,	,	,
just	RB	just
needs	VBZ	need
to	TO	to
be	VB	be
put	VBN	put
aside	RP	aside
,	,	,
because	RB	because
,	,	,
as	IN	as
we	PP	we
go	VBP	go
forward	RB	forward
,	,	,
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
greatest	JJS	great
discoveries	NNS	discovery
we	PP	we
will	MD	will
ever	RB	ever
know	VB	know
is	VBZ	be
ahead	RB	ahead
of	IN	of
us	PP	us
.	SENT	.
The	DT	the
entrepreneurs	NNS	entrepreneur
in	IN	in
the	DT	the
space	NN	space
business	NN	business
are	VBP	be
the	DT	the
furry	JJ	furry
mammals	NNS	mammal
,	,	,
and	CC	and
clearly	RB	clearly
the	DT	the
industrial-military	JJ	industrial-military
complex	NN	complex
—	:	-
with	IN	with
Boeing	NP	Boeing
and	CC	and
Lockheed	NP	Lockheed
and	CC	and
NASA	NP	NASA
—	:	-
are	VBP	be
the	DT	the
dinosaurs	NNS	dinosaur
.	SENT	.
The	DT	the
ability	NN	ability
for	IN	for
us	PP	us
to	TO	to
access	VB	access
these	DT	these
resources	NNS	resource
to	TO	to
gain	VB	gain
planetary	JJ	planetary
redundancy	NN	redundancy
—	:	-
we	PP	we
can	MD	can
now	RB	now
gather	VB	gather
all	PDT	all
the	DT	the
information	NN	information
,	,	,
the	DT	the
genetic	JJ	genetic
codes	NNS	code
,	,	,
you	PP	you
know	VBP	know
,	,	,
everything	NN	everything
stored	VBD	store
on	IN	on
our	PP$	our
databases	NNS	database
,	,	,
and	CC	and
back	VB	back
them	PP	them
up	RP	up
off	IN	off
the	DT	the
planet	NN	planet
,	,	,
in	IN	in
case	NN	case
there	EX	there
would	MD	would
be	VB	be
one	CD	one
of	IN	of
those	DT	those
disastrous	JJ	disastrous
situations	NNS	situation
.	SENT	.
The	DT	the
difficulty	NN	difficulty
is	VBZ	be
getting	VBG	get
there	RB	there
,	,	,
and	CC	and
clearly	RB	clearly
,	,	,
the	DT	the
cost	NN	cost
to	TO	to
orbit	NN	orbit
is	VBZ	be
key	JJ	key
.	SENT	.
Once	IN	once
you	PP	you
'	POS	'
re	NN	re
in	IN	in
orbit	NN	orbit
,	,	,
you	PP	you
are	VBP	be
two	CD	two
thirds	NNS	third
of	IN	of
the	DT	the
way	NN	way
,	,	,
energetically	RB	energetically
,	,	,
to	TO	to
anywhere	RB	anywhere
—	:	-
the	DT	the
moon	NN	moon
,	,	,
to	TO	to
Mars	NP	Mars
.	SENT	.
And	CC	and
today	NN	today
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
only	JJ	only
three	CD	three
vehicles	NNS	vehicle
—	:	-
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
shuttle	NN	shuttle
,	,	,
the	DT	the
Russian	NP	Russian
Soyuz	NP	Soyuz
and	CC	and
the	DT	the
Chinese	JJ	Chinese
vehicle	NN	vehicle
—	:	-
that	WDT	that
gets	VBZ	get
you	PP	you
there	RB	there
.	SENT	.
Arguably	RB	arguably
,	,	,
it	PP	it
'	POS	'
s	NN	S
about	IN	about
100	CD	@card@
million	CD	million
dollars	NNS	dollar
a	DT	a
person	NN	person
on	IN	on
the	DT	the
space	NN	space
shuttle	NN	shuttle
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
companies	NNS	company
I	PP	I
started	VBD	start
,	,	,
Space	NP	Space
Adventures	NNS	adventure
,	,	,
will	MD	will
sell	VB	sell
you	PP	you
a	DT	a
ticket	NN	ticket
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
done	VBN	do
two	CD	two
so	IN	so
far	RB	far
.	SENT	.
We	PP	we
'	''	'
ll	NN	ll
be	VB	be
announcing	VBG	announce
two	CD	two
more	JJR	more
on	IN	on
the	DT	the
Soyuz	NP	Soyuz
to	TO	to
go	VB	go
up	RP	up
to	TO	to
the	DT	the
space	NN	space
station	NN	station
for	IN	for
20	CD	@card@
million	CD	million
dollars	NNS	dollar
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	JJ	<unknown>
expensive	JJ	expensive
and	CC	and
to	TO	to
understand	VB	understand
what	WP	what
the	DT	the
potential	NN	potential
is	VBZ	be
—	:	-
—	:	-
it	PP	it
is	VBZ	be
expensive	JJ	expensive
.	SENT	.
But	CC	but
people	NNS	people
are	VBP	be
willing	JJ	willing
to	TO	to
pay	VB	pay
that	DT	that
!	SENT	!
You	PP	you
know	VBP	know
,	,	,
one	CD	one
—	:	-
we	PP	we
have	VBP	have
a	DT	a
very	RB	very
unique	JJ	unique
period	NN	period
in	IN	in
time	NN	time
today	NN	today
.	SENT	.
For	IN	for
the	DT	the
first	JJ	first
time	NN	time
ever	RB	ever
,	,	,
we	PP	we
have	VBP	have
enough	JJ	enough
wealth	NN	wealth
concentrated	VBN	concentrate
in	IN	in
the	DT	the
hands	NNS	hand
of	IN	of
few	JJ	few
individuals	NNS	individual
and	CC	and
the	DT	the
technology	NN	technology
accessible	JJ	accessible
that	WDT	that
will	MD	will
allow	VB	allow
us	PP	us
to	TO	to
really	RB	really
drive	VB	drive
space	NN	space
exploration	NN	exploration
.	SENT	.
But	CC	but
how	WRB	how
cheap	RB	cheap
could	MD	could
it	PP	it
get	VB	get
?	SENT	?
I	PP	I
want	VBP	want
to	TO	to
give	VB	give
you	PP	you
the	DT	the
end	NN	end
point	NN	point
.	SENT	.
We	PP	we
know	VBP	know
—	:	-
20	CD	@card@
million	CD	million
dollars	NNS	dollar
today	NN	today
,	,	,
you	PP	you
can	MD	can
go	VB	go
and	CC	and
buy	VB	buy
a	DT	a
ticket	NN	ticket
,	,	,
but	CC	but
how	WRB	how
cheap	RB	cheap
could	MD	could
it	PP	it
get	VB	get
?	SENT	?
Let	NP	Let
'	POS	'
s	NNS	<unknown>
go	VBP	go
back	RB	back
to	TO	to
high	JJ	high
school	NN	school
physics	NNS	physic
here	RB	here
.	SENT	.
If	IN	if
you	PP	you
calculate	VBP	calculate
the	DT	the
amount	NN	amount
of	IN	of
potential	JJ	potential
energy	NN	energy
,	,	,
mgh	NP	mgh
,	,	,
to	TO	to
take	VB	take
you	PP	you
and	CC	and
your	PP$	your
spacesuit	NN	spacesuit
up	RP	up
to	TO	to
a	DT	a
couple	NN	couple
hundred	CD	hundred
miles	NNS	mile
,	,	,
and	CC	and
then	RB	then
you	PP	you
accelerate	VBP	accelerate
yourself	PP	yourself
to	TO	to
17	CD	@card@
,	,	,
500	CD	@card@
miles	NNS	mile
per	IN	per
hour	NN	hour
—	:	-
remember	VB	remember
,	,	,
that	IN	that
one	CD	one
half	NN	half
MV	NP	MV
squared	VBD	square
—	:	-
and	CC	and
you	PP	you
figure	VBP	figure
it	PP	it
out	RP	out
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
about	IN	about
5	CD	@card@
.	SENT	.
7	CD	@card@
gigajoules	NNS	gigajoule
of	IN	of
energy	NN	energy
.	SENT	.
If	IN	if
you	PP	you
expended	VBD	expend
that	IN	that
over	IN	over
an	DT	an
hour	NN	hour
,	,	,
it	PP	it
'	POS	'
s	NN	S
about	IN	about
1	CD	@card@
.	SENT	.
6	CD	@card@
megawatts	NNS	megawatt
.	SENT	.
If	IN	if
you	PP	you
go	VBP	go
to	TO	to
one	CD	one
of	IN	of
Vijay	NP	Vijay
'	POS	'
s	JJ	<unknown>
micro-power	NN	micro-power
sources	NNS	source
,	,	,
and	CC	and
they	PP	they
sell	VBP	sell
it	PP	it
to	TO	to
you	PP	you
for	IN	for
seven	CD	seven
cents	NNS	cent
a	DT	a
kilowatt	NN	kilowatt
hour	NN	hour
—	:	-
anybody	NN	anybody
here	RB	here
fast	RB	fast
in	IN	in
math	NN	math
?	SENT	?
How	WRB	how
much	RB	much
will	MD	will
it	PP	it
cost	VB	cost
you	PP	you
and	CC	and
your	PP$	your
spacesuit	NN	spacesuit
to	TO	to
go	VB	go
to	TO	to
orbit	NN	orbit
?	SENT	?
100	CD	@card@
bucks	NNS	buck
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
price-improvement	NN	price-improvement
curve	NN	curve
that	WDT	that
—	:	-
we	PP	we
need	VBP	need
some	DT	some
breakthroughs	NNS	breakthrough
in	IN	in
physics	NNS	physic
along	IN	along
the	DT	the
way	NN	way
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
grant	VBP	grant
you	PP	you
that	DT	that
.	SENT	.
But	CC	but
guys	NNS	guy
,	,	,
if	IN	if
history	NN	history
has	VBZ	have
taught	VBN	teach
us	PP	us
anything	NN	anything
,	,	,
it	PP	it
'	POS	'
s	NN	S
that	IN	that
if	IN	if
you	PP	you
can	MD	can
imagine	VB	imagine
it	PP	it
,	,	,
you	PP	you
will	MD	will
get	VB	get
there	RB	there
eventually	RB	eventually
.	SENT	.
I	PP	I
have	VBP	have
no	DT	no
question	NN	question
that	IN	that
the	DT	the
physics	NN	physics
,	,	,
the	DT	the
engineering	NN	engineering
to	TO	to
get	VB	get
us	PP	us
down	RP	down
to	TO	to
the	DT	the
point	NN	point
where	WRB	where
all	DT	all
of	IN	of
us	PP	us
can	MD	can
afford	VB	afford
orbital	JJ	orbital
space	NN	space
flight	NN	flight
is	VBZ	be
around	RB	around
the	DT	the
corner	NN	corner
.	SENT	.
The	DT	the
difficulty	NN	difficulty
is	VBZ	be
that	IN	that
there	EX	there
needs	VBZ	need
to	TO	to
be	VB	be
a	DT	a
real	JJ	real
marketplace	NN	marketplace
to	TO	to
drive	VB	drive
the	DT	the
investment	NN	investment
.	SENT	.
Today	NN	today
,	,	,
the	DT	the
Boeings	NP	Boeings
and	CC	and
the	DT	the
Lockheeds	NP	<unknown>
don	NN	don
'	POS	'
t	NN	t
spend	VB	spend
a	DT	a
dollar	NN	dollar
of	IN	of
their	PP$	their
own	JJ	own
money	NN	money
in	IN	in
R&D	NP	R&D
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
all	DT	all
government	NN	government
research	NN	research
dollars	NNS	dollar
,	,	,
and	CC	and
very	RB	very
few	JJ	few
of	IN	of
those	DT	those
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
large	JJ	large
corporations	NNS	corporation
,	,	,
the	DT	the
governments	NNS	government
,	,	,
can	MD	can
'	''	'
t	NN	t
take	VB	take
the	DT	the
risk	NN	risk
.	SENT	.
So	RB	so
we	PP	we
need	VBP	need
what	WP	what
I	PP	I
call	VBP	call
an	DT	an
exothermic	JJ	exothermic
economic	JJ	economic
reaction	NN	reaction
in	IN	in
space	NN	space
.	SENT	.
Today	NN	today
'	POS	'
s	JJ	<unknown>
commercial	JJ	commercial
markets	NNS	market
worldwide	JJ	worldwide
,	,	,
global	JJ	global
commercial	JJ	commercial
launch	NN	launch
market	NN	market
?	SENT	?
12	CD	@card@
to	TO	to
15	CD	@card@
launches	NNS	launch
per	IN	per
year	NN	year
.	SENT	.
Number	NN	number
of	IN	of
commercial	JJ	commercial
companies	NNS	company
out	IN	out
there	RB	there
?	SENT	?
12	CD	@card@
to	TO	to
15	CD	@card@
companies	NNS	company
.	SENT	.
One	CD	one
per	IN	per
company	NN	company
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
not	RB	not
it	PP	it
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
only	RB	only
one	CD	one
marketplace	NN	marketplace
,	,	,
and	CC	and
I	PP	I
call	VBP	call
them	PP	them
self-loading	JJ	self-loading
carbon	NN	carbon
payloads	NNS	payload
.	SENT	.
They	PP	they
come	VBP	come
with	IN	with
their	PP$	their
own	JJ	own
money	NN	money
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
easy	JJ	easy
to	TO	to
make	VB	make
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
people	NNS	people
.	SENT	.
The	DT	the
Ansari	NP	Ansari
X	NP	X
PRIZE	NN	prize
was	VBD	be
my	PP$	my
solution	NN	solution
,	,	,
reading	VBG	read
about	IN	about
Lindbergh	NP	Lindbergh
for	IN	for
creating	VBG	create
the	DT	the
vehicles	NNS	vehicle
to	TO	to
get	VB	get
us	PP	us
there	RB	there
.	SENT	.
We	PP	we
offered	VBD	offer
10	CD	@card@
million	CD	million
dollars	NNS	dollar
in	IN	in
cash	NN	cash
for	IN	for
the	DT	the
first	JJ	first
reusable	JJ	reusable
ship	NN	ship
,	,	,
carry	VBP	carry
three	CD	three
people	NNS	people
up	RB	up
to	TO	to
100	CD	@card@
kilometers	NNS	kilometer
,	,	,
come	VBP	come
back	RB	back
down	RB	down
,	,	,
and	CC	and
within	IN	within
two	CD	two
weeks	NNS	week
,	,	,
make	VBP	make
the	DT	the
trip	NN	trip
again	RB	again
.	SENT	.
Twenty-six	NN	twenty-six
teams	NNS	team
from	IN	from
seven	CD	seven
countries	NNS	country
entered	VBD	enter
the	DT	the
competition	NN	competition
,	,	,
spending	NN	spending
between	IN	between
one	CD	one
to	TO	to
25	CD	@card@
million	CD	million
dollars	NNS	dollar
each	DT	each
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
we	PP	we
had	VBD	have
beautiful	JJ	beautiful
SpaceShipOne	NP	<unknown>
,	,	,
which	WDT	which
made	VBD	make
those	DT	those
two	CD	two
flights	NNS	flight
and	CC	and
won	VBD	win
the	DT	the
competition	NN	competition
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
take	VB	take
