Hi	UH	hi
ways	NNS	way
to	TO	to
recruit	VB	recruit
and	CC	and
retain	VB	retain
teachers	NNS	teacher
to	TO	to
join	VB	join
our	PP$	our
schools	NNS	school
long	RB	long
enough	RB	enough
to	TO	to
actually	RB	actually
become	VB	become
good	JJ	good
at	IN	at
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
difficult	JJ	difficult
professions	NNS	profession
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
two-headed	JJ	two-headed
monster	NN	monster
of	IN	of
a	DT	a
problem	NN	problem
.	SENT	.
On	IN	on
one	CD	one
hand	NN	hand
,	,	,
we	PP	we
have	VBP	have
to	TO	to
engineer	VB	engineer
historic	JJ	historic
interest	NN	interest
to	TO	to
inspire	VB	inspire
new	JJ	new
people	NNS	people
to	TO	to
pursue	VB	pursue
teaching	NN	teaching
.	SENT	.
And	CC	and
on	IN	on
the	DT	the
other	JJ	other
,	,	,
we	PP	we
have	VBP	have
to	TO	to
find	VB	find
ways	NNS	way
to	TO	to
economically	RB	economically
anchor	VB	anchor
new	JJ	new
and	CC	and
existing	JJ	existing
teachers	NNS	teacher
to	TO	to
stay	VB	stay
for	IN	for
at	IN	at
least	JJS	least
three	CD	three
to	TO	to
five	CD	five
years	NNS	year
,	,	,
enough	JJ	enough
time	NN	time
to	TO	to
sufficiently	RB	sufficiently
increase	VB	increase
one	CD	one
'	POS	'
s	JJ	<unknown>
effectiveness	NN	effectiveness
as	IN	as
a	DT	a
teacher	NN	teacher
.	SENT	.
So	RB	so
,	,	,
to	TO	to
attack	VB	attack
this	DT	this
teacher	NN	teacher
shortage	NN	shortage
,	,	,
we	PP	we
can	MD	can
take	VB	take
a	DT	a
page	NN	page
out	RP	out
of	IN	of
the	DT	the
military	NN	military
'	POS	'
s	NN	S
playbook	NN	playbook
and	CC	and
provide	VB	provide
basic	JJ	basic
allowances	NNS	allowance
to	TO	to
make	VB	make
teaching	NN	teaching
more	RBR	more
attractive	JJ	attractive
to	TO	to
new	JJ	new
talent	NN	talent
.	SENT	.
Some	DT	some
version	NN	version
of	IN	of
a	DT	a
teacher	NN	teacher
G	NN	G
.	SENT	.
I	PP	I
.	SENT	.
Bill	NN	bill
could	MD	could
help	VB	help
us	PP	us
reset	VB	reset
the	DT	the
value	NN	value
we	PP	we
place	VBP	place
on	IN	on
educating	VBG	educate
our	PP$	our
children	NNS	child
.	SENT	.
How	WRB	how
do	VBP	do
I	PP	I
know	VBP	know
something	NN	something
like	IN	like
this	DT	this
could	MD	could
work	VB	work
?	SENT	?
Well	RB	well
,	,	,
two	CD	two
reasons	NNS	reason
.	SENT	.
The	DT	the
US	NP	US
has	VBZ	have
done	VBN	do
this	DT	this
before	IN	before
and	CC	and
San	NP	San
Francisco	NP	Francisco
is	VBZ	be
doing	VBG	do
this	DT	this
now	RB	now
.	SENT	.
After	IN	after
the	DT	the
end	NN	end
of	IN	of
World	NP	World
War	NP	War
II	NP	II
,	,	,
the	DT	the
US	NP	US
government	NN	government
was	VBD	be
nervous	JJ	nervous
that	IN	that
millions	NNS	million
of	IN	of
veterans	NNS	veteran
would	MD	would
have	VB	have
trouble	NN	trouble
readjusting	VBG	readjust
to	TO	to
normal	JJ	normal
civilian	JJ	civilian
life	NN	life
.	SENT	.
As	IN	as
a	DT	a
result	NN	result
,	,	,
the	DT	the
Servicemen	NNS	serviceman
'	POS	'
s	NN	S
Readjustment	NN	readjustment
Act	NP	Act
,	,	,
more	RBR	more
commonly	RB	commonly
known	VBN	know
as	IN	as
the	DT	the
G	NP	G
.	SENT	.
I	PP	I
.	SENT	.
Bill	NN	bill
,	,	,
was	VBD	be
passed	VBN	pass
into	IN	into
law	NN	law
and	CC	and
created	VBD	create
an	DT	an
unprecedented	JJ	unprecedented
investment	NN	investment
in	IN	in
American	JJ	American
public	JJ	public
service	NN	service
.	SENT	.
Here	RB	here
'	''	'
s	NNS	<unknown>
what	WP	what
that	RB	that
looked	VBD	look
like	IN	like
.	SENT	.
Education	NP	Education
supports	VBZ	support
in	IN	in
the	DT	the
form	NN	form
of	IN	of
annual	JJ	annual
tuition	NN	tuition
contributions	NNS	contribution
and	CC	and
monthly	JJ	monthly
living	VBG	live
stipends	NNS	stipend
.	SENT	.
Workforce	NN	workforce
support	NN	support
in	IN	in
the	DT	the
form	NN	form
of	IN	of
unemployment	NN	unemployment
benefits	NNS	benefit
and	CC	and
job	NN	job
search	NN	search
guidance	NN	guidance
.	SENT	.
Financial	JJ	financial
support	NN	support
via	IN	via
loan	NN	loan
guarantees	NNS	guarantee
,	,	,
which	WDT	which
backed	VBD	back
veterans	NNS	veteran
'	POS	'
borrowing	NN	borrowing
and	CC	and
increased	VBN	increase
access	NN	access
to	TO	to
credit	NN	credit
to	TO	to
buy	VB	buy
homes	NNS	home
and	CC	and
start	NN	start
businesses	NNS	business
.	SENT	.
And	CC	and
wellness	NN	wellness
support	NN	support
.	SENT	.
More	RBR	more
medical	JJ	medical
care	NN	care
,	,	,
including	VBG	include
the	DT	the
construction	NN	construction
of	IN	of
new	JJ	new
hospitals	NNS	hospital
nationwide	JJ	nationwide
.	SENT	.
From	IN	from
1944	CD	@card@
to	TO	to
1956	CD	@card@
,	,	,
the	DT	the
G	NP	G
.	SENT	.
I	PP	I
.	SENT	.
Bill	NN	bill
gave	VBD	give
out	IN	out
14	CD	@card@
.	SENT	.
5	CD	@card@
billion	NN	billion
dollars	NNS	dollar
in	IN	in
education	NN	education
and	CC	and
training	NN	training
supports	NNS	support
to	TO	to
veterans	NNS	veteran
who	WP	who
needed	VBD	need
to	TO	to
work	VB	work
.	SENT	.
Today	NN	today
,	,	,
this	DT	this
equals	VBZ	equal
about	RB	about
253	CD	@card@
billion	NN	billion
dollars	NNS	dollar
.	SENT	.
Could	MD	could
you	PP	you
imagine	VB	imagine
Democrats	NPS	Democrats
and	CC	and
Republicans	NPS	Republicans
voting	VBG	vote
together	RB	together
on	IN	on
this	DT	this
in	IN	in
2024	CD	@card@
?	SENT	?
Me	PP	me
either	RB	either
.	SENT	.
So	RB	so
what	WP	what
was	VBD	be
once	RB	once
called	VBN	call
the	DT	the
best	JJS	good
investment	NN	investment
the	DT	the
US	NP	US
government	NN	government
has	VBZ	have
ever	RB	ever
made	VBN	make
,	,	,
resulted	VBN	result
in	IN	in
over	IN	over
eight	CD	eight
million	CD	million
people	NNS	people
continuing	VBG	continue
their	PP$	their
education	NN	education
and	CC	and
millions	NNS	million
of	IN	of
new	JJ	new
home	NN	home
loans	NNS	loan
granted	VBD	grant
.	SENT	.
We	PP	we
invested	VBD	invest
in	IN	in
education	NN	education
,	,	,
financial	JJ	financial
and	CC	and
wellness	NN	wellness
supports	NNS	support
for	IN	for
veterans	NNS	veteran
because	IN	because
of	IN	of
the	DT	the
value	NN	value
we	PP	we
place	VBP	place
on	IN	on
their	PP$	their
public	JJ	public
service	NN	service
to	TO	to
us	PP	us
as	IN	as
a	DT	a
nation	NN	nation
as	IN	as
a	DT	a
whole	NN	whole
.	SENT	.
The	DT	the
battles	NNS	battle
abroad	RB	abroad
to	TO	to
defend	VB	defend
our	PP$	our
children	NNS	child
are	VBP	be
just	RB	just
as	RB	as
important	JJ	important
as	IN	as
the	DT	the
battles	NNS	battle
we	PP	we
face	VBP	face
at	IN	at
home	NN	home
.	SENT	.
They	PP	they
may	MD	may
be	VB	be
different	JJ	different
types	NNS	type
of	IN	of
terrain	NN	terrain
,	,	,
but	CC	but
both	DT	both
involve	VBP	involve
the	DT	the
same	JJ	same
Americans	NPS	Americans
serving	VBG	serve
the	DT	the
same	JJ	same
America	NP	America
.	SENT	.
They	PP	they
may	MD	may
be	VB	be
different	JJ	different
types	NNS	type
of	IN	of
professions	NNS	profession
,	,	,
but	CC	but
both	DT	both
deserve	VBP	deserve
a	DT	a
shot	NN	shot
at	IN	at
the	DT	the
same	JJ	same
American	JJ	American
dream	NN	dream
.	SENT	.
Our	PP$	our
teachers	NNS	teacher
are	VBP	be
true	JJ	true
patriots	NNS	patriot
.	SENT	.
Protecting	VBG	protect
,	,	,
enhancing	VBG	enhance
,	,	,
developing	VBG	develop
the	DT	the
lives	NNS	life
of	IN	of
American	JJ	American
children	NNS	child
every	DT	every
day	NN	day
.	SENT	.
And	CC	and
after	IN	after
the	DT	the
pandemic	NN	pandemic
changed	VBD	change
how	WRB	how
we	PP	we
view	VBP	view
schools	NNS	school
and	CC	and
work	NN	work
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
time	NN	time
for	IN	for
us	PP	us
to	TO	to
take	VB	take
a	DT	a
chance	NN	chance
to	TO	to
invest	VB	invest
in	IN	in
our	PP$	our
teachers	NNS	teacher
as	IN	as
the	DT	the
service	NN	service
men	NNS	man
and	CC	and
women	NNS	woman
that	IN	that
they	PP	they
are	VBP	be
.	SENT	.
If	IN	if
we	PP	we
truly	RB	truly
want	VBP	want
to	TO	to
elevate	VB	elevate
this	DT	this
profession	NN	profession
to	TO	to
inspire	VB	inspire
new	JJ	new
,	,	,
diverse	JJ	diverse
talent	NN	talent
to	TO	to
join	VB	join
us	PP	us
,	,	,
we	PP	we
have	VBP	have
to	TO	to
improve	VB	improve
both	CC	both
the	DT	the
personal	JJ	personal
and	CC	and
professional	JJ	professional
experiences	NNS	experience
associated	VBN	associate
with	IN	with
teaching	NN	teaching
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
Bay	NP	Bay
Area	NP	Area
,	,	,
we	PP	we
had	VBD	have
success	NN	success
doing	VBG	do
this	DT	this
with	IN	with
Urban	NP	Urban
Ed	NP	Ed
Academy	NP	Academy
.	SENT	.
After	IN	after
the	DT	the
wave	NN	wave
of	IN	of
labor	NN	labor
strikes	NNS	strike
across	IN	across
this	DT	this
country	NN	country
in	IN	in
2023	CD	@card@
,	,	,
we	PP	we
found	VBD	find
ourselves	PP	ourselves
revisiting	VBG	revisit
the	DT	the
questions	NNS	question
we	PP	we
had	VBD	have
in	IN	in
2018	CD	@card@
,	,	,
when	WRB	when
we	PP	we
started	VBD	start
a	DT	a
campaign	NN	campaign
to	TO	to
place	VB	place
one	CD	one
Black	NP	Black
male	JJ	male
teacher	NN	teacher
in	IN	in
every	DT	every
elementary	JJ	elementary
school	NN	school
in	IN	in
San	NP	San
Francisco	NP	Francisco
.	SENT	.
Those	DT	those
questions	NNS	question
were	VBD	be
,	,	,
how	WRB	how
much	RB	much
is	VBZ	be
too	RB	too
much	JJ	much
to	TO	to
invest	VB	invest
in	IN	in
Black	JJ	Black
male	JJ	male
teachers	NNS	teacher
?	SENT	?
How	WRB	how
much	RB	much
is	VBZ	be
too	RB	too
little	JJ	little
to	TO	to
invest	VB	invest
in	IN	in
Black	JJ	Black
male	JJ	male
teachers	NNS	teacher
?	SENT	?
And	CC	and
what	WP	what
should	MD	should
any	DT	any
new	JJ	new
investment	NN	investment
in	IN	in
Black	NP	Black
male	JJ	male
teachers	NNS	teacher
actually	RB	actually
cover	VB	cover
?	SENT	?
Well	RB	well
,	,	,
we	PP	we
were	VBD	be
not	RB	not
the	DT	the
federal	JJ	federal
government	NN	government
,	,	,
so	RB	so
we	PP	we
had	VBD	have
to	TO	to
find	VB	find
creative	JJ	creative
ways	NNS	way
to	TO	to
resource	NN	resource
our	PP$	our
approach	NN	approach
.	SENT	.
And	CC	and
we	PP	we
found	VBD	find
that	IN	that
we	PP	we
could	MD	could
meet	VB	meet
teachers	NNS	teacher
'	POS	'
basic	JJ	basic
needs	NNS	need
with	IN	with
more	JJR	more
than	IN	than
money	NN	money
.	SENT	.
Comfortable	JJ	comfortable
housing	NN	housing
,	,	,
higher	JJR	high
education	NN	education
costs	NNS	cost
and	CC	and
holistic	JJ	holistic
wellness	NN	wellness
provisions	NNS	provision
,	,	,
for	IN	for
example	NN	example
,	,	,
are	VBP	be
possible	JJ	possible
without	IN	without
crazy	JJ	crazy
spending	NN	spending
—	:	-
especially	RB	especially
if	IN	if
we	PP	we
do	VBP	do
it	PP	it
together	RB	together
as	IN	as
a	DT	a
village	NN	village
and	CC	and
lower	VB	lower
the	DT	the
cost	NN	cost
burden	NN	burden
for	IN	for
everyone	NN	everyone
involved	VBN	involve
.	SENT	.
Our	PP$	our
unprecedented	JJ	unprecedented
investment	NN	investment
in	IN	in
Black	NP	Black
male	JJ	male
teachers	NNS	teacher
was	VBD	be
made	VBN	make
as	IN	as
a	DT	a
collective	JJ	collective
community	NN	community
investment	NN	investment
.	SENT	.
And	CC	and
inspired	VBN	inspire
by	IN	by
the	DT	the
G	NP	G
.	SENT	.
I	PP	I
.	SENT	.
Bill	NN	bill
,	,	,
we	PP	we
sought	VBD	seek
to	TO	to
inclusively	RB	inclusively
invest	VB	invest
in	IN	in
education	NN	education
,	,	,
workforce	NN	workforce
development	NN	development
,	,	,
financial	JJ	financial
and	CC	and
wellness	NN	wellness
supports	NNS	support
for	IN	for
our	PP$	our
fellows	NNS	fellow
.	SENT	.
Here	RB	here
'	''	'
s	NNS	<unknown>
what	WP	what
that	RB	that
looked	VBD	look
like	IN	like
for	IN	for
us	PP	us
in	IN	in
our	PP$	our
work	NN	work
.	SENT	.
To	TO	to
provide	VB	provide
cost-free	JJ	cost-free
credentialing	NN	<unknown>
and	CC	and
graduate	JJ	graduate
school	NN	school
tuition	NN	tuition
,	,	,
we	PP	we
partnered	VBD	partner
with	IN	with
school	NN	school
districts	NNS	district
,	,	,
the	DT	the
state	NN	state
of	IN	of
California	NP	California
and	CC	and
other	JJ	other
local	JJ	local
partners	NNS	partner
to	TO	to
wipe	VB	wipe
away	RP	away
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
dollars	NNS	dollar
needed	VBN	need
to	TO	to
upskill	VB	<unknown>
our	PP$	our
fellows	NNS	fellow
into	IN	into
higher-quality	JJR	higher-quality
classroom	NN	classroom
management	NN	management
.	SENT	.
This	DT	this
was	VBD	be
an	DT	an
essential	JJ	essential
building	NN	building
block	NN	block
in	IN	in
igniting	VBG	ignite
interest	NN	interest
in	IN	in
a	DT	a
field	NN	field
where	WRB	where
so	RB	so
many	JJ	many
are	VBP	be
leaving	VBG	leave
and	CC	and
only	RB	only
1	CD	@card@
.	SENT	.
3	CD	@card@
percent	NN	percent
of	IN	of
teachers	NNS	teacher
are	VBP	be
Black	JJ	Black
men	NNS	man
.	SENT	.
To	TO	to
ensure	VB	ensure
that	IN	that
our	PP$	our
Black	JJ	Black
male	JJ	male
fellows	NNS	fellow
had	VBD	have
a	DT	a
real	JJ	real
shot	NN	shot
of	IN	of
matriculating	VBG	matriculate
through	IN	through
teacher	NN	teacher
credentialing	NN	<unknown>
pathways	NNS	pathway
and	CC	and
had	VBD	have
guaranteed	VBN	guarantee
job	NN	job
placements	NNS	placement
,	,	,
we	PP	we
partnered	VBD	partner
with	IN	with
institutions	NNS	institution
of	IN	of
higher	JJR	high
education	NN	education
,	,	,
teacher	NN	teacher
residency	NN	residency
programs	NNS	program
,	,	,
and	CC	and
school	NN	school
principals	NNS	principal
to	TO	to
build	VB	build
in	IN	in
more	JJR	more
personalized	JJ	personalized
fit	NN	fit
assessments	NNS	assessment
for	IN	for
Black	JJ	Black
men	NNS	man
.	SENT	.
More	RBR	more
overall	JJ	overall
patience	NN	patience
in	IN	in
the	DT	the
hiring	VBG	hire
process	NN	process
,	,	,
and	CC	and
to	TO	to
give	VB	give
second	JJ	second
chances	NNS	chance
to	TO	to
men	NNS	man
who	WP	who
usually	RB	usually
don	VBP	don
'	POS	'
t	NN	t
receive	VB	receive
a	DT	a
first	JJ	first
.	SENT	.
To	TO	to
offer	VB	offer
the	DT	the
financial	JJ	financial
and	CC	and
wellness	NN	wellness
provisions	NNS	provision
I	PP	I
mentioned	VBD	mention
,	,	,
we	PP	we
partnered	VBD	partner
directly	RB	directly
with	IN	with
Black	NP	Black
property	NN	property
owners	NNS	owner
to	TO	to
provide	VB	provide
subsidized	JJ	subsidized
housing	NN	housing
,	,	,
Black	NP	Black
mental	JJ	mental
health	NN	health
professionals	NNS	professional
to	TO	to
provide	VB	provide
free	JJ	free
therapy	NN	therapy
and	CC	and
financial	JJ	financial
institutions	NNS	institution
to	TO	to
support	VB	support
our	PP$	our
investment	NN	investment
in	IN	in
each	DT	each
fellow	NN	fellow
as	IN	as
a	DT	a
whole	JJ	whole
person	NN	person
.	SENT	.
Now	RB	now
most	RBS	most
of	IN	of
us	PP	us
have	VBP	have
heard	VBN	hear
that	IN	that
it	PP	it
is	VBZ	be
difficult	JJ	difficult
for	IN	for
a	DT	a
child	NN	child
to	TO	to
learn	VB	learn
on	IN	on
an	DT	an
empty	JJ	empty
stomach	NN	stomach
.	SENT	.
Well	RB	well
,	,	,
how	WRB	how
difficult	JJ	difficult
is	VBZ	be
it	PP	it
to	TO	to
teach	VB	teach
20	CD	@card@
to	TO	to
25	CD	@card@
of	IN	of
those	DT	those
children	NNS	child
if	IN	if
you	PP	you
'	POS	'
re	NN	re
struggling	VBG	struggle
to	TO	to
make	VB	make
ends	NNS	end
meet	VB	meet
yourself	PP	yourself
?	SENT	?
Especially	RB	especially
living	VBG	live
under	IN	under
the	DT	the
low-income	JJ	low-income
threshold	NN	threshold
in	IN	in
San	NP	San
Francisco	NP	Francisco
,	,	,
where	WRB	where
the	DT	the
cost	NN	cost
of	IN	of
living	NN	living
is	VBZ	be
through	IN	through
the	DT	the
roof	NN	roof
,	,	,
literally	RB	literally
.	SENT	.
I	PP	I
know	VBP	know
some	DT	some
of	IN	of
you	PP	you
may	MD	may
be	VB	be
thinking	VBG	think
,	,	,
"	``	"
Well	UH	well
,	,	,
Randy	NP	Randy
,	,	,
why	WRB	why
just	RB	just
Black	NP	Black
males	NNS	male
?	SENT	?
Why	WRB	why
not	RB	not
all	DT	all
teachers	NNS	teacher
?	SENT	?
"	``	"
Well	UH	well
.	SENT	.
.	SENT	.
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
bringing	VBG	bring
conversations	NNS	conversation
about	IN	about
race	NN	race
and	CC	and
identity	NN	identity
into	IN	into
education	NN	education
may	MD	may
be	VB	be
controversial	JJ	controversial
and	CC	and
political	JJ	political
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
necessary	JJ	necessary
.	SENT	.
I	PP	I
learned	VBD	learn
this	DT	this
lesson	NN	lesson
from	IN	from
the	DT	the
great	JJ	great
Angela	NP	Angela
Glover	NP	Glover
Blackwell	NP	Blackwell
and	CC	and
her	PP$	her
analysis	NN	analysis
of	IN	of
the	DT	the
curb	NN	curb
cut	NN	cut
effect	NN	effect
.	SENT	.
Curb	NN	curb
cuts	NNS	cut
were	VBD	be
originally	RB	originally
designed	VBN	design
to	TO	to
meet	VB	meet
the	DT	the
accessibility	NN	accessibility
needs	VBZ	need
of	IN	of
wheelchair	NN	wheelchair
users	NNS	user
and	CC	and
other	JJ	other
members	NNS	member
of	IN	of
the	DT	the
differently-abled	JJ	<unknown>
community	NN	community
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
across	IN	across
the	DT	the
country	NN	country
today	NN	today
at	IN	at
street	NN	street
intersections	NNS	intersection
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
everybody	NN	everybody
using	VBG	use
those	DT	those
curb	NN	curb
cuts	NNS	cut
.	SENT	.
Seniors	NNS	senior
wheeling	VBG	wheel
groceries	NNS	grocery
,	,	,
parents	NNS	parent
walking	VBG	walk
small	JJ	small
children	NNS	child
,	,	,
vendors	NNS	vendor
pushing	VBG	push
merchandise	NN	merchandise
,	,	,
etc	FW	etc
.	SENT	.
But	CC	but
I	PP	I
can	MD	can
imagine	VB	imagine
,	,	,
back	RB	back
then	RB	then
someone	NN	someone
may	MD	may
have	VB	have
challenged	VBN	challenge
universal	JJ	universal
curb	NN	curb
cuts	NNS	cut
with	IN	with
something	NN	something
like	IN	like
,	,	,
"	``	"
Why	WRB	why
prioritize	VBP	<unknown>
one	CD	one
community	NN	community
and	CC	and
cut	VB	cut
all	DT	all
curbs	NNS	curb
?	SENT	?
This	DT	this
is	VBZ	be
the	DT	the
way	NN	way
curbs	NNS	curb
have	VBP	have
always	RB	always
been	VBN	be
.	SENT	.
"	''	"
Well	RB	well
,	,	,
somebody	NN	somebody
,	,	,
.	SENT	.
.	SENT	.
.	SENT	.
We	PP	we
know	VBP	know
that	IN	that
when	WRB	when
we	PP	we
create	VBP	create
and	CC	and
design	NN	design
solutions	NNS	solution
based	VBN	base
on	IN	on
the	DT	the
needs	NNS	need
of	IN	of
the	DT	the
most	RBS	most
vulnerable	JJ	vulnerable
,	,	,
everybody	NN	everybody
benefits	NNS	benefit
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
believe	VBP	believe
that	IN	that
in	IN	in
this	DT	this
country	NN	country
,	,	,
if	IN	if
we	PP	we
can	MD	can
build	VB	build
a	DT	a
system	NN	system
that	WDT	that
treats	VBZ	treat
Black	JJ	Black
male	JJ	male
teachers	NNS	teacher
well	RB	well
,	,	,
then	RB	then
we	PP	we
'	''	'
re	IN	re
building	VBG	build
a	DT	a
system	NN	system
that	WDT	that
treats	VBZ	treat
all	DT	all
teachers	NNS	teacher
well	RB	well
.	SENT	.
Most	JJS	most
of	IN	of
you	PP	you
have	VBP	have
also	RB	also
heard	VBN	hear
of	IN	of
the	DT	the
African	JJ	African
proverb	NN	proverb
"	''	"
it	PP	it
takes	VBZ	take
a	DT	a
village	NN	village
to	TO	to
raise	VB	raise
a	DT	a
child	NN	child
.	SENT	.
"	''	"
The	DT	the
saying	VBG	say
speaks	VBZ	speak
to	TO	to
the	DT	the
need	NN	need
for	IN	for
us	PP	us
as	IN	as
an	DT	an
entire	JJ	entire
community	NN	community
to	TO	to
come	VB	come
together	RB	together
to	TO	to
support	VB	support
the	DT	the
successful	JJ	successful
,	,	,
positive	JJ	positive
development	NN	development
of	IN	of
children	NNS	child
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
look	VBP	look
at	IN	at
how	WRB	how
some	DT	some
of	IN	of
our	PP$	our
children	NNS	child
are	VBP	be
doing	VBG	do
today	NN	today
,	,	,
I	PP	I
get	VBP	get
a	DT	a
little	RB	little
mad	JJ	mad
at	IN	at
all	PDT	all
the	DT	the
villages	NNS	village
.	SENT	.
We	PP	we
'	''	'
re	IN	re
doing	VBG	do
a	DT	a
terrible	JJ	terrible
job	NN	job
as	IN	as
a	DT	a
unit	NN	unit
with	IN	with
these	DT	these
children	NNS	child
,	,	,
