My	PP$	my
to	TO	to
really	RB	really
understand	VB	understand
and	CC	and
pinpoint	VB	pinpoint
which	WDT	which
part	NN	part
of	IN	of
the	DT	the
system	NN	system
is	VBZ	be
responsible	JJ	responsible
for	IN	for
what	WP	what
,	,	,
you	PP	you
'	POS	'
re	NN	re
designing	VBG	design
white	JJ	white
box	NN	box
systems	NNS	system
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
have	VBP	have
systems	NNS	system
that	WDT	that
you	PP	you
can	MD	can
understand	VB	understand
their	PP$	their
behavior	NN	behavior
,	,	,
that	WDT	that
means	VBZ	mean
even	RB	even
if	IN	if
you	PP	you
scale	VBP	scale
them	PP	them
into	IN	into
something	NN	something
very	RB	very
,	,	,
very	RB	very
intelligent	JJ	intelligent
,	,	,
you	PP	you
can	MD	can
always	RB	always
have	VB	have
a	DT	a
lot	NN	lot
of	IN	of
control	NN	control
over	IN	over
that	DT	that
system	NN	system
because	IN	because
you	PP	you
understand	VBP	understand
it	PP	it
.	SENT	.
You	PP	you
can	MD	can
never	RB	never
let	VB	let
it	PP	it
go	VB	go
rogue	NN	rogue
.	SENT	.
So	RB	so
all	RB	all
of	IN	of
the	DT	the
crises	NNS	crisis
we	PP	we
are	VBP	be
dealing	VBG	deal
with	IN	with
right	RB	right
now	RB	now
,	,	,
you	PP	you
know	VBP	know
,	,	,
doomsday	NN	doomsday
kind	NN	kind
of	IN	of
scenarios	NNS	scenario
,	,	,
is	VBZ	be
all	DT	all
about	RB	about
scaling	VBG	scale
a	DT	a
technology	NN	technology
that	IN	that
we	PP	we
don	VB	don
'	''	'
t	NN	t
understand	VB	understand
.	SENT	.
With	IN	with
Liquid	NP	Liquid
,	,	,
our	PP$	our
purpose	NN	purpose
is	VBZ	be
to	TO	to
really	RB	really
calm	VB	calm
people	NNS	people
down	RP	down
and	CC	and
show	VB	show
people	NNS	people
that	WDT	that
,	,	,
hey	UH	hey
,	,	,
you	PP	you
can	MD	can
have	VB	have
very	RB	very
powerful	JJ	powerful
systems	NNS	system
,	,	,
that	WDT	that
you	PP	you
have	VBP	have
a	DT	a
lot	NN	lot
of	IN	of
control	NN	control
and	CC	and
visibility	NN	visibility
into	IN	into
their	PP$	their
working	VBG	work
mechanisms	NNS	mechanism
.	SENT	.
The	DT	the
gift	NN	gift
of	IN	of
having	VBG	have
something	NN	something
[	SYM	[
with	IN	with
]	SYM	]
superintelligence	NN	superintelligence
is	VBZ	be
massive	JJ	massive
,	,	,
and	CC	and
it	PP	it
can	MD	can
enable	VB	enable
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
for	IN	for
us	PP	us
.	SENT	.
But	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
we	PP	we
need	VBP	need
to	TO	to
have	VB	have
control	NN	control
over	IN	over
that	DT	that
technology	NN	technology
.	SENT	.
Because	IN	because
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
time	NN	time
that	IN	that
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
have	VB	have
a	DT	a
technology	NN	technology
that	WDT	that
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
better	JJR	good
than	IN	than
all	PDT	all
of	IN	of
humanity	NN	humanity
combined	VBN	combine
.	SENT	.
