Hi	UH	hi
new	JJ	new
sound	NN	sound
is	VBZ	be
what	WP	what
I	PP	I
like	VBP	like
to	TO	to
call	VB	call
"	``	"
spawning	VBG	spawn
.	SENT	.
"	''	"
Spawning	VBG	spawn
is	VBZ	be
what	WP	what
allows	VBZ	allow
Holly+	NP	<unknown>
to	TO	to
create	VB	create
a	DT	a
wide	JJ	wide
range	NN	range
of	IN	of
vocals	NNS	vocal
that	IN	that
I	PP	I
didn	NNS	<unknown>
'	POS	'
t	NN	t
sing	NN	sing
from	IN	from
a	DT	a
set	NN	set
of	IN	of
recorded	VBN	record
phrases	NNS	phrase
that	IN	that
I	PP	I
did	VBD	do
sing	VB	sing
.	SENT	.
I	PP	I
like	VBP	like
to	TO	to
think	VB	think
of	IN	of
spawning	VBG	spawn
as	IN	as
a	DT	a
kind	NN	kind
of	IN	of
21st-century	JJ	<unknown>
corollary	NN	corollary
to	TO	to
the	DT	the
musical	JJ	musical
tradition	NN	tradition
of	IN	of
sampling	NN	sampling
,	,	,
which	WDT	which
had	VBD	have
a	DT	a
really	RB	really
big	JJ	big
impact	NN	impact
on	IN	on
both	DT	both
music	NN	music
and	CC	and
intellectual	JJ	intellectual
property	NN	property
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
spawning	VBG	spawn
is	VBZ	be
far	RB	far
more	RBR	more
exciting	JJ	exciting
and	CC	and
potentially	RB	potentially
really	RB	really
weird	JJ	weird
.	SENT	.
So	RB	so
,	,	,
for	IN	for
example	NN	example
,	,	,
with	IN	with
sampling	NN	sampling
,	,	,
usually	RB	usually
you	PP	you
copy	VBP	copy
and	CC	and
remix	VBP	<unknown>
a	DT	a
recording	NN	recording
by	IN	by
someone	NN	someone
else	RB	else
to	TO	to
create	VB	create
something	NN	something
new	JJ	new
.	SENT	.
But	CC	but
with	IN	with
spawning	VBG	spawn
,	,	,
you	PP	you
can	MD	can
perform	VB	perform
as	IN	as
someone	NN	someone
else	RB	else
based	VBN	base
on	IN	on
trained	JJ	trained
information	NN	information
about	IN	about
them	PP	them
.	SENT	.
And	CC	and
as	IN	as
an	DT	an
artist	NN	artist
,	,	,
this	DT	this
is	VBZ	be
making	VBG	make
me	PP	me
rethink	VB	rethink
my	PP$	my
own	JJ	own
past	JJ	past
work	NN	work
as	IN	as
not	RB	not
only	RB	only
my	PP$	my
archive	NN	archive
but	CC	but
potentially	RB	potentially
also	RB	also
I	PP	I
myself	PP	myself
could	MD	could
become	VB	become
reanimated	VBN	reanimate
with	IN	with
AI	NN	ai
.	SENT	.
This	DT	this
also	RB	also
opens	VBZ	open
up	RP	up
the	DT	the
question	NN	question
of	IN	of
how	WRB	how
we	PP	we
deal	VBP	deal
with	IN	with
a	DT	a
collective	JJ	collective
human	JJ	human
archive	NN	archive
if	IN	if
we	PP	we
can	MD	can
reanimate	VB	reanimate
old	JJ	old
media	NNS	medium
.	SENT	.
It	PP	it
opens	VBZ	open
up	RP	up
really	RB	really
big	JJ	big
ethical	JJ	ethical
and	CC	and
intellectual	JJ	intellectual
property	NN	property
questions	NNS	question
that	WDT	that
require	VBP	require
entirely	RB	entirely
new	JJ	new
conceptual	JJ	conceptual
and	CC	and
legal	JJ	legal
frameworks	NNS	framework
.	SENT	.
One	CD	one
way	NN	way
that	IN	that
I	PP	I
like	VBP	like
to	TO	to
think	VB	think
about	IN	about
intellectual	JJ	intellectual
property	NN	property
I	PP	I
call	VBP	call
identity	NN	identity
play	NN	play
.	SENT	.
So	RB	so
rather	RB	rather
than	IN	than
limiting	VBG	limit
the	DT	the
use	NN	use
of	IN	of
my	PP$	my
voice	NN	voice
,	,	,
I	PP	I
'	POS	'
m	NN	m
creating	VBG	create
instruments	NNS	instrument
to	TO	to
allow	VB	allow
as	IN	as
many	JJ	many
people	NNS	people
as	IN	as
possible	JJ	possible
to	TO	to
create	VB	create
music	NN	music
with	IN	with
me	PP	me
,	,	,
and	CC	and
even	RB	even
as	IN	as
me	PP	me
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
I	PP	I
'	POS	'
ve	NN	ve
made	VBD	make
versions	NNS	version
of	IN	of
Holly+	NP	<unknown>
freely	RB	freely
available	JJ	available
for	IN	for
anyone	NN	anyone
to	TO	to
use	VB	use
online	JJ	online
.	SENT	.
If	IN	if
I	PP	I
can	MD	can
allow	VB	allow
people	NNS	people
to	TO	to
play	VB	play
with	IN	with
my	PP$	my
IP	NP	IP
,	,	,
my	PP$	my
digital	JJ	digital
identity	NN	identity
,	,	,
my	PP$	my
intellectual	JJ	intellectual
property	NN	property
,	,	,
what	WP	what
might	MD	might
they	PP	they
come	VB	come
up	RP	up
with	IN	with
?	SENT	?
Could	MD	could
someone	NN	someone
else	RB	else
go	VB	go
on	IN	on
tour	NN	tour
as	IN	as
me	PP	me
,	,	,
with	IN	with
my	PP$	my
permission	NN	permission
?	SENT	?
Could	MD	could
I	PP	I
be	VB	be
in	IN	in
a	DT	a
thousand	CD	thousand
different	JJ	different
bands	NNS	band
in	IN	in
multiple	JJ	multiple
languages	NNS	language
?	SENT	?
And	CC	and
what	WP	what
would	MD	would
that	RB	that
even	RB	even
sound	VB	sound
like	IN	like
?	SENT	?
To	TO	to
be	VB	be
clear	JJ	clear
,	,	,
musicians	NNS	musician
have	VBP	have
been	VBN	be
taught	VBN	teach
to	TO	to
be	VB	be
really	RB	really
protective	JJ	protective
over	IN	over
our	PP$	our
IP	NP	IP
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
for	IN	for
really	RB	really
good	JJ	good
reason	NN	reason
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
m	NN	m
trying	VBG	try
to	TO	to
think	VB	think
of	IN	of
ways	NNS	way
to	TO	to
make	VB	make
this	DT	this
new	JJ	new
capability	NN	capability
mutually	RB	mutually
beneficial	JJ	beneficial
.	SENT	.
So	RB	so
to	TO	to
allow	VB	allow
people	NNS	people
to	TO	to
use	VB	use
my	PP$	my
voice	NN	voice
but	CC	but
still	RB	still
to	TO	to
maintain	VB	maintain
the	DT	the
ability	NN	ability
to	TO	to
approve	VB	approve
certain	JJ	certain
derivative	JJ	derivative
works	NNS	work
.	SENT	.
So	RB	so
I	PP	I
invite	VB	invite
you	PP	you
to	TO	to
consider	VB	consider
,	,	,
if	IN	if
given	VBN	give
the	DT	the
opportunity	NN	opportunity
,	,	,
who	WP	who
would	MD	would
you	PP	you
like	VB	like
to	TO	to
perform	VB	perform
through	RP	through
?	SENT	?
And	CC	and
can	MD	can
you	PP	you
imagine	VB	imagine
someone	NN	someone
else	RB	else
performing	VBG	perform
you	PP	you
?	SENT	?
With	IN	with
that	DT	that
in	IN	in
mind	NN	mind
,	,	,
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
invite	VB	invite
the	DT	the
incredible	JJ	incredible
musician	NN	musician
Pher	NNS	<unknown>
to	TO	to
the	DT	the
stage	NN	stage
.	SENT	.
So	IN	so
today	NN	today
,	,	,
Pher	NP	<unknown>
will	MD	will
be	VB	be
performing	VBG	perform
his	PP$	his
own	JJ	own
song	NN	song
,	,	,
"	``	"
Murky	JJ	murky
.	SENT	.
"	''	"
And	CC	and
with	IN	with
one	CD	one
microphone	NN	microphone
you	PP	you
'	POS	'
ll	NNS	<unknown>
hear	VBP	hear
Pher	NP	<unknown>
'	POS	'
s	NNS	<unknown>
beautiful	JJ	beautiful
,	,	,
natural	JJ	natural
voice	NN	voice
.	SENT	.
And	CC	and
with	IN	with
this	DT	this
microphone	NN	microphone
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
hear	VBP	hear
a	DT	a
live	JJ	live
version	NN	version
of	IN	of
Holly+	NP	<unknown>
developed	VBD	develop
with	IN	with
Voctro	NP	<unknown>
Labs	NP	Labs
.	SENT	.
Take	VB	take
it	PP	it
away	RB	away
Pher	VBZ	<unknown>
.	SENT	.
It	PP	it
gets	VBZ	get
so	RB	so
murky	JJ	murky
Loving	NP	Loving
what	WP	what
you	PP	you
know	VBP	know
But	CC	but
I	PP	I
,	,	,
I	PP	I
keep	VBP	keep
on	IN	on
swimming	NN	swimming
,	,	,
I	PP	I
'	POS	'
m	NN	m
swimming	NN	swimming
Further	RBR	further
up	IN	up
the	DT	the
road	NN	road
See	VB	see
,	,	,
the	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
to	TO	to
say	VB	say
When	WRB	when
you	PP	you
come	VBP	come
around	RP	around
Acting	VBG	act
this	DT	this
way	NN	way
Oh	UH	oh
oh	UH	oh
And	CC	and
,	,	,
yes	UH	yes
,	,	,
the	DT	the
truth	NN	truth
is	VBZ	be
I	PP	I
show	VBP	show
you	PP	you
every	DT	every
day	NN	day
Cause	NP	Cause
you	PP	you
love	VBP	love
to	TO	to
stay	VB	stay
Living	VBG	live
in	IN	in
all	PDT	all
the	DT	the
pain	NN	pain
And	CC	and
it	PP	it
gets	VBZ	get
so	RB	so
murky	JJ	murky
Loving	NP	Loving
what	WP	what
you	PP	you
know	VBP	know
But	CC	but
I	PP	I
'	POS	'
ll	NNS	<unknown>
keep	VBP	keep
on	IN	on
swimming	VBG	swim
Further	JJR	further
up	IN	up
the	DT	the
road	NN	road
And	CC	and
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
calling	VBG	call
out	RP	out
Calling	VBG	call
out	RP	out
your	PP$	your
name	NN	name
Deep	JJ	deep
down	RB	down
in	IN	in
my	PP$	my
sleep	NN	sleep
And	CC	and
I	PP	I
even	RB	even
memorized	VBD	memorize
your	PP$	your
face	NN	face
So	IN	so
ain	NN	ain
'	POS	'
t	NN	t
no	RB	no
leaving	VBG	leave
'	''	'
me	PP	me
And	CC	and
I	PP	I
just	RB	just
handle	VB	handle
my	PP$	my
biz	NN	biz
And	CC	and
keep	VB	keep
the	DT	the
train	NN	train
moving	VBG	move
on	RP	on
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
it	PP	it
is	VBZ	be
Is	VBZ	be
just	RB	just
you	PP	you
that	IN	that
I	NP	I
'	POS	'
m	NN	m
choosing	VBG	choose
Cause	NP	Cause
it	PP	it
gets	VBZ	get
so	RB	so
murky	JJ	murky
Loving	NP	Loving
what	WP	what
you	PP	you
know	VBP	know
And	CC	and
I	PP	I
'	POS	'
ll	JJ	<unknown>
I	NP	I
'	POS	'
ll	NNS	<unknown>
keep	VBP	keep
on	IN	on
swimming	VBG	swim
Further	JJR	further
up	IN	up
the	DT	the
road	NN	road
And	CC	and
it	PP	it
gets	VBZ	get
so	RB	so
murky	JJ	murky
Loving	NP	Loving
what	WP	what
you	PP	you
know	VBP	know
And	CC	and
I	PP	I
'	POS	'
ll	NN	ll
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
keep	VBP	keep
on	IN	on
swimming	VBG	swim
Further	JJR	further
up	IN	up
the	DT	the
road	NN	road
Swimming	VBG	swim
I	PP	I
'	POS	'
m	NN	m
swimming	NN	swimming
Further	RBR	further
up	IN	up
the	DT	the
road	NN	road
And	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
keep	VBP	keep
on	IN	on
swimming	VBG	swim
Swimming	NN	swimming
Further	RBR	further
up	IN	up
the	DT	the
road	NN	road
Holly	NP	Holly
Herndon	NP	Herndon
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
