Thank	VB	thank
,	,	,
Park	NP	Park
Slope	NP	Slope
,	,	,
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
writers	NNS	writer
â	NP	<unknown>
it	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
very	RB	very
high	JJ	high
per	IN	per
capita	NN	capita
ratio	NN	ratio
of	IN	of
writers	NNS	writer
to	TO	to
normal	JJ	normal
people	NNS	people
.	SENT	.
Meanwhile	RB	meanwhile
,	,	,
I	PP	I
had	VBD	have
grown	VBN	grow
up	RP	up
around	IN	around
a	DT	a
lot	NN	lot
of	IN	of
teachers	NNS	teacher
.	SENT	.
My	PP$	my
mom	NN	mom
was	VBD	be
a	DT	a
teacher	NN	teacher
,	,	,
my	PP$	my
sister	NN	sister
became	VBD	become
a	DT	a
teacher	NN	teacher
and	CC	and
after	IN	after
college	NN	college
so	RB	so
many	JJ	many
of	IN	of
my	PP$	my
friends	NNS	friend
went	VBD	go
into	IN	into
teaching	NN	teaching
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
was	VBD	be
always	RB	always
hearing	VBG	hear
them	PP	them
talk	VB	talk
about	IN	about
their	PP$	their
lives	NNS	life
and	CC	and
how	WRB	how
inspiring	JJ	inspiring
they	PP	they
were	VBD	be
,	,	,
and	CC	and
they	PP	they
were	VBD	be
really	RB	really
sort	NN	sort
of	IN	of
the	DT	the
most	RBS	most
hard-working	JJ	hard-working
and	CC	and
constantly	RB	constantly
inspiring	JJ	inspiring
people	NNS	people
I	PP	I
knew	VBD	know
.	SENT	.
But	CC	but
I	PP	I
knew	VBD	know
so	RB	so
many	JJ	many
of	IN	of
the	DT	the
things	NNS	thing
they	PP	they
were	VBD	be
up	RP	up
against	IN	against
,	,	,
so	RB	so
many	JJ	many
of	IN	of
the	DT	the
struggles	NNS	struggle
they	PP	they
were	VBD	be
dealing	VBG	deal
with	IN	with
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
them	PP	them
was	VBD	be
that	DT	that
so	RB	so
many	JJ	many
of	IN	of
my	PP$	my
friends	NNS	friend
that	WDT	that
were	VBD	be
teaching	VBG	teach
in	IN	in
city	NN	city
schools	NNS	school
were	VBD	be
having	VBG	have
trouble	NN	trouble
with	IN	with
their	PP$	their
students	NNS	student
keeping	VBG	keep
up	RP	up
at	IN	at
grade	NN	grade
level	NN	level
,	,	,
in	IN	in
their	PP$	their
reading	NN	reading
and	CC	and
writing	VBG	write
in	IN	in
particular	JJ	particular
.	SENT	.
Now	RB	now
,	,	,
so	RB	so
many	JJ	many
of	IN	of
these	DT	these
students	NNS	student
had	VBD	have
come	VBN	come
from	IN	from
households	NNS	household
where	WRB	where
English	NP	English
isn	NP	isn
'	POS	'
t	NN	t
spoken	VBN	speak
in	IN	in
the	DT	the
home	NN	home
,	,	,
where	WRB	where
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
have	VBP	have
different	JJ	different
special	JJ	special
needs	NNS	need
,	,	,
learning	VBG	learn
disabilities	NNS	disability
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
they	PP	they
'	POS	'
re	NN	re
working	VBG	work
in	IN	in
schools	NNS	school
which	WDT	which
sometimes	RB	sometimes
and	CC	and
very	RB	very
often	RB	often
are	VBP	be
under-	NN	<unknown>
funded	JJ	funded
.	SENT	.
And	CC	and
so	RB	so
they	PP	they
would	MD	would
talk	VB	talk
to	TO	to
me	PP	me
about	IN	about
this	DT	this
and	CC	and
say	VBP	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
what	WP	what
we	PP	we
really	RB	really
need	VBP	need
is	VBZ	be
just	RB	just
more	JJR	more
people	NNS	people
,	,	,
more	JJR	more
bodies	NNS	body
,	,	,
more	JJR	more
one-on-one	JJ	one-on-one
attention	NN	attention
,	,	,
more	JJR	more
hours	NNS	hour
,	,	,
more	JJR	more
expertise	NN	expertise
from	IN	from
people	NNS	people
that	WDT	that
have	VBP	have
skills	NNS	skill
in	IN	in
English	NP	English
and	CC	and
can	MD	can
work	VB	work
with	IN	with
these	DT	these
students	NNS	student
one-on-one	JJ	one-on-one
.	SENT	.
"	''	"
Now	RB	now
,	,	,
I	PP	I
would	MD	would
say	VB	say
,	,	,
"	``	"
Well	UH	well
,	,	,
why	WRB	why
don	NN	don
'	POS	'
t	NN	t
you	PP	you
just	RB	just
work	VBP	work
with	IN	with
them	PP	them
one-on-one	JJ	one-on-one
?	SENT	?
"	``	"
And	CC	and
they	PP	they
would	MD	would
say	VB	say
,	,	,
"	``	"
Well	UH	well
,	,	,
we	PP	we
have	VBP	have
five	CD	five
classes	NNS	class
of	IN	of
30	CD	@card@
to	TO	to
40	CD	@card@
students	NNS	student
each	DT	each
.	SENT	.
This	DT	this
can	MD	can
lead	VB	lead
up	RP	up
to	TO	to
150	CD	@card@
,	,	,
180	CD	@card@
,	,	,
200	CD	@card@
students	NNS	student
a	DT	a
day	NN	day
.	SENT	.
How	WRB	how
can	MD	can
we	PP	we
possibly	RB	possibly
give	VBP	give
each	DT	each
student	NN	student
even	RB	even
one	CD	one
hour	NN	hour
a	DT	a
week	NN	week
of	IN	of
one-on-one	JJ	one-on-one
attention	NN	attention
?	SENT	?
"	``	"
You	PP	you
'	''	'
d	SYM	d
have	VB	have
to	TO	to
greatly	RB	greatly
multiply	VB	multiply
the	DT	the
workweek	NN	workweek
and	CC	and
clone	NN	clone
the	DT	the
teachers	NNS	teacher
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
started	VBD	start
talking	VBG	talk
about	IN	about
this	DT	this
.	SENT	.
And	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
I	PP	I
thought	VBD	think
about	IN	about
this	DT	this
massive	JJ	massive
group	NN	group
of	IN	of
people	NNS	people
I	PP	I
knew	VBD	know
:	:	:
writers	NNS	writer
,	,	,
editors	NNS	editor
,	,	,
journalists	NNS	journalist
,	,	,
graduate	JJ	graduate
students	NNS	student
,	,	,
assistant	JJ	assistant
professors	NNS	professor
,	,	,
you	PP	you
name	VBP	name
it	PP	it
.	SENT	.
All	PDT	all
these	DT	these
people	NNS	people
that	WDT	that
had	VBD	have
sort	NN	sort
of	IN	of
flexible	JJ	flexible
daily	JJ	daily
hours	NNS	hour
and	CC	and
an	DT	an
interest	NN	interest
in	IN	in
the	DT	the
English	JJ	English
word	NN	word
â	NP	<unknown>
I	PP	I
hope	VBP	hope
to	TO	to
have	VB	have
an	DT	an
interest	NN	interest
in	IN	in
the	DT	the
English	JJ	English
language	NN	language
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
not	RB	not
speaking	VBG	speak
it	PP	it
well	RB	well
right	RB	right
now	RB	now
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
trying	VBG	try
.	SENT	.
That	DT	that
clock	NN	clock
has	VBZ	have
got	VBN	get
me	PP	me
.	SENT	.
But	CC	but
everyone	NN	everyone
that	IN	that
I	PP	I
knew	VBD	know
had	VBD	have
an	DT	an
interest	NN	interest
in	IN	in
the	DT	the
primacy	NN	primacy
of	IN	of
the	DT	the
written	JJ	written
word	NN	word
in	IN	in
terms	NNS	term
of	IN	of
nurturing	VBG	nurture
a	DT	a
democracy	NN	democracy
,	,	,
nurturing	VBG	nurture
an	DT	an
enlightened	JJ	enlightened
life	NN	life
.	SENT	.
And	CC	and
so	RB	so
they	PP	they
had	VBD	have
,	,	,
you	PP	you
know	VBP	know
,	,	,
their	PP$	their
time	NN	time
and	CC	and
their	PP$	their
interest	NN	interest
,	,	,
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
there	RB	there
wasn	NP	<unknown>
'	POS	'
t	NN	t
a	DT	a
conduit	NN	conduit
that	IN	that
I	PP	I
knew	VBD	know
of	IN	of
in	IN	in
my	PP$	my
community	NN	community
to	TO	to
bring	VB	bring
these	DT	these
two	CD	two
communities	NNS	community
together	RB	together
.	SENT	.
So	RB	so
when	WRB	when
I	PP	I
moved	VBD	move
back	RB	back
to	TO	to
San	NP	San
Francisco	NP	Francisco
,	,	,
we	PP	we
rented	VBD	rent
this	DT	this
building	NN	building
.	SENT	.
And	CC	and
the	DT	the
idea	NN	idea
was	VBD	be
to	TO	to
put	VB	put
McSweeney	NP	McSweeney
'	POS	'
s	NN	S
â	NP	<unknown>
McSweeney	NP	McSweeney
'	POS	'
s	NNS	<unknown>
Quarterly	JJ	quarterly
,	,	,
that	IN	that
we	PP	we
published	VBD	publish
twice	RB	twice
or	CC	or
three	CD	three
times	NNS	time
a	DT	a
year	NN	year
,	,	,
and	CC	and
a	DT	a
few	JJ	few
other	JJ	other
magazines	NNS	magazine
â	NP	<unknown>
we	PP	we
were	VBD	be
going	VBG	go
to	TO	to
move	VB	move
it	PP	it
into	IN	into
an	DT	an
office	NN	office
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
.	SENT	.
It	PP	it
used	VBD	use
to	TO	to
be	VB	be
in	IN	in
my	PP$	my
kitchen	NN	kitchen
in	IN	in
Brooklyn	NP	Brooklyn
.	SENT	.
We	PP	we
were	VBD	be
going	VBG	go
to	TO	to
move	VB	move
it	PP	it
into	IN	into
an	DT	an
office	NN	office
,	,	,
and	CC	and
we	PP	we
were	VBD	be
going	VBG	go
to	TO	to
actually	RB	actually
share	VB	share
space	NN	space
with	IN	with
a	DT	a
tutoring	VBG	tutor
center	NN	center
.	SENT	.
So	RB	so
we	PP	we
thought	VBD	think
,	,	,
"	``	"
We	PP	we
'	POS	'
ll	NNS	<unknown>
have	VBP	have
all	PDT	all
these	DT	these
writers	NNS	writer
and	CC	and
editors	NNS	editor
and	CC	and
everybody	NN	everybody
â	NP	<unknown>
sort	NN	sort
of	IN	of
a	DT	a
writing	NN	writing
community	NN	community
â	NP	<unknown>
coming	VBG	come
into	IN	into
the	DT	the
office	NN	office
every	DT	every
day	NN	day
anyway	RB	anyway
,	,	,
why	WRB	why
don	NN	don
'	POS	'
t	NN	t
we	PP	we
just	RB	just
open	VB	open
up	RP	up
the	DT	the
front	NN	front
of	IN	of
the	DT	the
building	NN	building
for	IN	for
students	NNS	student
to	TO	to
come	VB	come
in	IN	in
there	RB	there
after	IN	after
school	NN	school
,	,	,
get	VB	get
extra	JJ	extra
help	NN	help
on	IN	on
their	PP$	their
written	JJ	written
homework	NN	homework
,	,	,
so	RB	so
you	PP	you
have	VBP	have
basically	RB	basically
no	DT	no
border	NN	border
between	IN	between
these	DT	these
two	CD	two
communities	NNS	community
?	SENT	?
"	''	"
So	IN	so
the	DT	the
idea	NN	idea
was	VBD	be
that	IN	that
we	PP	we
would	MD	would
be	VB	be
working	VBG	work
on	IN	on
whatever	WDT	whatever
we	PP	we
'	POS	'
re	NN	re
working	VBG	work
on	IN	on
,	,	,
at	IN	at
2:30	CD	@card@
p	NN	p
.	SENT	.
m	NN	m
.	SENT	.
the	DT	the
students	NNS	student
flow	NN	flow
in	IN	in
and	CC	and
you	PP	you
put	VBD	put
down	RP	down
what	WP	what
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
,	,	,
or	CC	or
you	PP	you
trade	VBP	trade
,	,	,
or	CC	or
you	PP	you
work	VBP	work
a	DT	a
little	JJ	little
bit	NN	bit
later	RBR	later
or	CC	or
whatever	WDT	whatever
it	PP	it
is	VBZ	be
.	SENT	.
You	PP	you
give	VBP	give
those	DT	those
hours	NNS	hour
in	IN	in
the	DT	the
afternoon	NN	afternoon
to	TO	to
the	DT	the
students	NNS	student
in	IN	in
the	DT	the
neighborhood	NN	neighborhood
.	SENT	.
So	RB	so
,	,	,
we	PP	we
had	VBD	have
this	DT	this
place	NN	place
,	,	,
we	PP	we
rented	VBD	rent
it	PP	it
,	,	,
the	DT	the
landlord	NN	landlord
was	VBD	be
all	RB	all
for	IN	for
it	PP	it
.	SENT	.
We	PP	we
did	VBD	do
this	DT	this
mural	NN	mural
,	,	,
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
Chris	NP	Chris
Ware	NP	Ware
mural	NN	mural
,	,	,
that	WDT	that
basically	RB	basically
explains	VBZ	explain
the	DT	the
entire	JJ	entire
history	NN	history
of	IN	of
the	DT	the
printed	JJ	printed
word	NN	word
,	,	,
in	IN	in
mural	NN	mural
form	NN	form
â	NP	<unknown>
it	PP	it
takes	VBZ	take
a	DT	a
long	JJ	long
time	NN	time
to	TO	to
digest	VB	digest
and	CC	and
you	PP	you
have	VBP	have
to	TO	to
stand	VB	stand
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
road	NN	road
.	SENT	.
So	RB	so
we	PP	we
rented	VBD	rent
this	DT	this
space	NN	space
.	SENT	.
And	CC	and
everything	NN	everything
was	VBD	be
great	JJ	great
except	IN	except
the	DT	the
landlord	NN	landlord
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
the	DT	the
space	NN	space
is	VBZ	be
zoned	VBN	zone
for	IN	for
retail	JJ	retail
;	:	;
you	PP	you
have	VBP	have
to	TO	to
come	VB	come
up	RP	up
with	IN	with
something	NN	something
.	SENT	.
You	PP	you
'	POS	'
ve	NNS	<unknown>
gotta	VB	gotta
sell	JJ	sell
something	NN	something
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
just	RB	just
have	VBP	have
a	DT	a
tutoring	VBG	tutor
center	NN	center
.	SENT	.
"	``	"
So	RB	so
we	PP	we
thought	VBD	think
,	,	,
"	``	"
Ha	NP	Ha
ha	NP	ha
!	SENT	!
Really	RB	really
!	SENT	!
"	``	"
And	CC	and
we	PP	we
couldn	NN	<unknown>
'	POS	'
t	NN	t
think	VBP	think
of	IN	of
anything	NN	anything
necessarily	RB	necessarily
to	TO	to
sell	VB	sell
,	,	,
but	CC	but
we	PP	we
did	VBD	do
all	PDT	all
the	DT	the
necessary	JJ	necessary
research	NN	research
.	SENT	.
It	PP	it
used	VBD	use
to	TO	to
be	VB	be
a	DT	a
weight	NN	weight
room	NN	room
,	,	,
so	IN	so
there	EX	there
were	VBD	be
rubber	NN	rubber
floors	NNS	floor
below	RB	below
,	,	,
acoustic	JJ	acoustic
tile	NN	tile
ceilings	NNS	ceiling
and	CC	and
fluorescent	JJ	fluorescent
lights	NNS	light
.	SENT	.
We	PP	we
took	VBD	take
all	RB	all
that	IN	that
down	RB	down
,	,	,
and	CC	and
we	PP	we
found	VBD	find
beautiful	JJ	beautiful
wooden	JJ	wooden
floors	NNS	floor
,	,	,
whitewashed	VBN	whitewash
beams	NNS	beam
and	CC	and
it	PP	it
had	VBD	have
the	DT	the
look	NN	look
â	NP	<unknown>
while	IN	while
we	PP	we
were	VBD	be
renovating	VBG	renovate
this	DT	this
place	NN	place
,	,	,
somebody	NN	somebody
said	VBD	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
it	PP	it
really	RB	really
kind	RB	kind
of	IN	of
looks	NNS	look
like	IN	like
the	DT	the
hull	NN	hull
of	IN	of
a	DT	a
ship	NN	ship
.	SENT	.
"	``	"
And	CC	and
we	PP	we
looked	VBD	look
around	RP	around
and	CC	and
somebody	NN	somebody
else	RB	else
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
you	PP	you
should	MD	should
sell	VB	sell
supplies	NNS	supply
to	TO	to
the	DT	the
working	VBG	work
buccaneer	NN	buccaneer
.	SENT	.
"	''	"
And	CC	and
so	RB	so
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
did	VBD	do
.	SENT	.
So	RB	so
it	PP	it
made	VBD	make
everybody	NN	everybody
laugh	NN	laugh
,	,	,
and	CC	and
we	PP	we
said	VBD	say
,	,	,
"	``	"
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
point	NN	point
to	TO	to
that	DT	that
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
sell	VBP	sell
pirate	NN	pirate
supplies	NNS	supply
.	SENT	.
"	``	"
This	DT	this
is	VBZ	be
the	DT	the
pirate	NN	pirate
supply	NN	supply
store	NN	store
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
this	DT	this
is	VBZ	be
sort	NN	sort
of	IN	of
a	DT	a
sketch	NN	sketch
I	PP	I
did	VBD	do
on	IN	on
a	DT	a
napkin	NN	napkin
.	SENT	.
A	DT	a
great	JJ	great
carpenter	NN	carpenter
built	VBD	build
all	PDT	all
this	DT	this
stuff	NN	stuff
and	CC	and
you	PP	you
see	VBP	see
,	,	,
we	PP	we
made	VBD	make
it	PP	it
look	VBP	look
sort	NN	sort
of	IN	of
pirate	NN	pirate
supply-like	JJ	<unknown>
.	SENT	.
Here	RB	here
you	PP	you
see	VBP	see
planks	NNS	plank
sold	VBN	sell
by	IN	by
the	DT	the
foot	NN	foot
and	CC	and
we	PP	we
have	VBP	have
supplies	NNS	supply
to	TO	to
combat	VB	combat
scurvy	JJ	scurvy
.	SENT	.
We	PP	we
have	VBP	have
the	DT	the
peg	NN	peg
legs	NNS	leg
there	RB	there
,	,	,
that	WDT	that
are	VBP	be
all	RB	all
handmade	JJ	handmade
and	CC	and
fitted	VBN	fit
to	TO	to
you	PP	you
.	SENT	.
Up	RB	up
at	IN	at
the	DT	the
top	NN	top
,	,	,
you	PP	you
see	VBP	see
the	DT	the
eyepatch	NN	eyepatch
display	NN	display
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
black	JJ	black
column	NN	column
there	RB	there
for	IN	for
everyday	JJ	everyday
use	NN	use
for	IN	for
your	PP$	your
eyepatch	NN	eyepatch
,	,	,
and	CC	and
then	RB	then
you	PP	you
have	VBP	have
the	DT	the
pastel	JJ	pastel
and	CC	and
other	JJ	other
colors	NNS	color
for	IN	for
stepping	VBG	step
out	RP	out
at	IN	at
night	NN	night
â	NP	<unknown>
special	JJ	special
occasions	NNS	occasion
,	,	,
bar	NN	bar
mitzvahs	NNS	mitzvah
and	CC	and
whatever	JJ	whatever
.	SENT	.
So	RB	so
we	PP	we
opened	VBD	open
this	DT	this
place	NN	place
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
a	DT	a
vat	NN	vat
that	IN	that
we	PP	we
fill	VB	fill
with	IN	with
treasures	NNS	treasure
that	IN	that
students	NNS	student
dig	VB	dig
in	IN	in
.	SENT	.
This	DT	this
is	VBZ	be
replacement	NN	replacement
eyes	NNS	eye
in	IN	in
case	NN	case
you	PP	you
lose	VBP	lose
one	PP	one
.	SENT	.
These	DT	these
are	VBP	be
some	DT	some
signs	NNS	sign
that	IN	that
we	PP	we
have	VBP	have
all	DT	all
over	IN	over
the	DT	the
place	NN	place
:	:	:
"	``	"
Practical	JJ	practical
Joking	VBG	joke
with	IN	with
Pirates	NNS	pirate
.	SENT	.
"	``	"
While	IN	while
you	PP	you
'	POS	'
re	NN	re
reading	VBG	read
the	DT	the
sign	NN	sign
,	,	,
we	PP	we
pull	VBP	pull
a	DT	a
rope	NN	rope
behind	IN	behind
the	DT	the
counter	NN	counter
and	CC	and
eight	CD	eight
mop	NN	mop
heads	VBZ	head
drop	NN	drop
on	IN	on
your	PP$	your
head	NN	head
.	SENT	.
That	DT	that
was	VBD	be
just	RB	just
my	PP$	my
one	CD	one
thing	NN	thing
â	NP	<unknown>
I	NP	I
said	VBD	say
we	PP	we
had	VBD	have
to	TO	to
have	VB	have
something	NN	something
that	WDT	that
drops	VBZ	drop
on	IN	on
people	NNS	people
'	POS	'
s	NN	S
heads	NNS	head
.	SENT	.
It	PP	it
became	VBD	become
mop	NN	mop
heads	NNS	head
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
fish	NN	fish
theater	NN	theater
,	,	,
which	WDT	which
is	VBZ	be
just	RB	just
a	DT	a
saltwater	JJ	saltwater
tank	NN	tank
with	IN	with
three	CD	three
seats	NNS	seat
,	,	,
and	CC	and
then	RB	then
right	RB	right
behind	IN	behind
it	PP	it
we	PP	we
set	VBD	set
up	RP	up
this	DT	this
space	NN	space
,	,	,
which	WDT	which
was	VBD	be
the	DT	the
tutoring	VBG	tutor
center	NN	center
.	SENT	.
So	RB	so
right	RB	right
there	EX	there
is	VBZ	be
the	DT	the
tutoring	VBG	tutor
center	NN	center
,	,	,
and	CC	and
then	RB	then
behind	IN	behind
the	DT	the
curtain	NN	curtain
were	VBD	be
the	DT	the
McSweeney	NP	McSweeney
'	POS	'
s	NN	S
offices	NNS	office
,	,	,
where	WRB	where
all	DT	all
of	IN	of
us	PP	us
would	MD	would
be	VB	be
working	VBG	work
on	IN	on
the	DT	the
magazine	NN	magazine
and	CC	and
book	NN	book
editing	VBG	edit
and	CC	and
things	NNS	thing
like	IN	like
that	DT	that
.	SENT	.
The	DT	the
kids	NNS	kid
would	MD	would
come	VB	come
in	IN	in
â	NP	<unknown>
or	CC	or
we	PP	we
thought	VBD	think
they	PP	they
would	MD	would
come	VB	come
in	IN	in
.	SENT	.
I	PP	I
should	MD	should
back	VB	back
up	RP	up
.	SENT	.
We	PP	we
set	VBD	set
the	DT	the
place	NN	place
up	RB	up
,	,	,
we	PP	we
opened	VBD	open
up	RP	up
,	,	,
we	PP	we
spent	VBD	spend
months	NNS	month
and	CC	and
months	NNS	month
renovating	VBG	renovate
this	DT	this
place	NN	place
.	SENT	.
We	PP	we
had	VBD	have
tables	NNS	table
,	,	,
chairs	NNS	chair
,	,	,
computers	NNS	computer
,	,	,
everything	NN	everything
.	SENT	.
I	PP	I
went	VBD	go
to	TO	to
a	DT	a
dot-com	NN	<unknown>
auction	NN	auction
at	IN	at
a	DT	a
Holiday	NP	Holiday
Inn	NP	Inn
in	IN	in
Palo	NP	Palo
Alto	NP	Alto
and	CC	and
I	PP	I
bought	VBD	buy
11	CD	@card@
G4s	NNS	<unknown>
with	IN	with
a	DT	a
stroke	NN	stroke
of	IN	of
a	DT	a
paddle	NN	paddle
.	SENT	.
Anyway	RB	anyway
,	,	,
we	PP	we
bought	VBD	buy
'	''	'
em	NN	em
,	,	,
we	PP	we
set	VBD	set
everything	NN	everything
up	RB	up
and	CC	and
then	RB	then
we	PP	we
waited	VBD	wait
.	SENT	.
It	PP	it
was	VBD	be
started	VBN	start
with	IN	with
about	RB	about
12	CD	@card@
of	IN	of
my	PP$	my
friends	NNS	friend
,	,	,
people	NNS	people
that	IN	that
I	PP	I
had	VBD	have
known	VBN	know
for	IN	for
years	NNS	year
that	WDT	that
were	VBD	be
writers	NNS	writer
in	IN	in
the	DT	the
neighborhood	NN	neighborhood
.	SENT	.
And	CC	and
we	PP	we
sat	VBD	sit
.	SENT	.
And	CC	and
at	IN	at
2:30	CD	@card@
p	NN	p
.	SENT	.
m	NN	m
.	SENT	.
we	PP	we
put	VBD	put
a	DT	a
sandwich	NN	sandwich
board	NN	board
out	IN	out
on	IN	on
the	DT	the
front	JJ	front
sidewalk	NN	sidewalk
and	CC	and
it	PP	it
just	RB	just
said	VBD	say
,	,	,
"	``	"
Free	RB	free
Tutoring	VBG	tutor
for	IN	for
Your	PP$	your
English-Related	JJ	English-related
and	CC	and
Writing-Related	JJ	Writing-related
Needs	NP	Needs
â	NP	<unknown>
Just	RB	just
Come	VB	come
In	IN	in
,	,	,
It	PP	it
'	POS	'
s	NN	S
All	NP	All
Free	NP	Free
.	SENT	.
"	``	"
And	CC	and
we	PP	we
thought	VBD	think
,	,	,
"	``	"
Oh	UH	oh
,	,	,
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
storm	VB	storm
the	DT	the
gates	NNS	gate
,	,	,
they	PP	they
'	POS	'
re	NN	re
gonna	VBG	gonna
love	NN	love
it	PP	it
.	SENT	.
"	``	"
And	CC	and
they	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
waited	VBD	wait
,	,	,
we	PP	we
sat	VBD	sit
at	IN	at
the	DT	the
tables	NNS	table
,	,	,
we	PP	we
waited	VBD	wait
and	CC	and
waited	VBD	wait
.	SENT	.
And	CC	and
everybody	NN	everybody
was	VBD	be
becoming	VBG	become
very	RB	very
discouraged	JJ	discouraged
because	IN	because
it	PP	it
was	VBD	be
weeks	NNS	week
and	CC	and
weeks	NNS	week
that	IN	that
we	PP	we
waited	VBD	wait
,	,	,
really	RB	really
,	,	,
where	WRB	where
nobody	NN	nobody
came	VBD	come
in	IN	in
.	SENT	.
And	CC	and
then	RB	then
somebody	NN	somebody
alerted	VBD	alert
us	PP	us
to	TO	to
the	DT	the
fact	NN	fact
that	IN	that
maybe	RB	maybe
there	EX	there
was	VBD	be
a	DT	a
trust	NN	trust
gap	NN	gap
,	,	,
because	IN	because
we	PP	we
were	VBD	be
operating	VBG	operate
behind	IN	behind
a	DT	a
pirate	NN	pirate
supply	NN	supply
store	NN	store
.	SENT	.
We	PP	we
never	RB	never
put	VBD	put
it	PP	it
