So	RB	so
SPCA	NP	SPCA
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
may	MD	may
not	RB	not
know	VB	know
about	IN	about
the	DT	the
history	NN	history
of	IN	of
the	DT	the
SPCA	NP	SPCA
is	VBZ	be
,	,	,
it	PP	it
was	VBD	be
founded	VBN	found
to	TO	to
kill	VB	kill
dogs	NNS	dog
and	CC	and
cats	NNS	cat
.	SENT	.
Cities	NNS	city
gave	VBD	give
them	PP	them
a	DT	a
charter	NN	charter
to	TO	to
get	VB	get
rid	JJ	rid
of	IN	of
the	DT	the
stray	JJ	stray
animals	NNS	animal
on	IN	on
the	DT	the
street	NN	street
and	CC	and
destroy	VB	destroy
them	PP	them
.	SENT	.
In	IN	in
a	DT	a
typical	JJ	typical
year	NN	year
four	CD	four
million	CD	million
dogs	NNS	dog
and	CC	and
cats	NNS	cat
were	VBD	be
killed	VBN	kill
,	,	,
most	JJS	most
of	IN	of
them	PP	them
within	IN	within
24	CD	@card@
hours	NNS	hour
of	IN	of
being	VBG	be
scooped	VBN	scoop
off	RP	off
of	IN	of
the	DT	the
street	NN	street
.	SENT	.
Nathan	NP	Nathan
and	CC	and
his	PP$	his
boss	NN	boss
saw	VBD	see
this	DT	this
,	,	,
and	CC	and
they	PP	they
could	MD	could
not	RB	not
tolerate	VB	tolerate
it	PP	it
.	SENT	.
So	RB	so
they	PP	they
set	VBD	set
out	RP	out
to	TO	to
make	VB	make
San	NP	San
Francisco	NP	Francisco
a	DT	a
no-kill	NN	<unknown>
city	NN	city
:	:	:
create	VB	create
an	DT	an
entire	JJ	entire
city	NN	city
where	WRB	where
every	DT	every
dog	NN	dog
and	CC	and
cat	NN	cat
,	,	,
unless	IN	unless
it	PP	it
was	VBD	be
ill	JJ	ill
or	CC	or
dangerous	JJ	dangerous
,	,	,
would	MD	would
be	VB	be
adopted	VBN	adopt
,	,	,
not	RB	not
killed	VBN	kill
.	SENT	.
And	CC	and
everyone	NN	everyone
said	VBD	say
it	PP	it
was	VBD	be
impossible	JJ	impossible
.	SENT	.
Nathan	NP	Nathan
and	CC	and
his	PP$	his
boss	NN	boss
went	VBD	go
to	TO	to
the	DT	the
city	NN	city
council	NN	council
to	TO	to
get	VB	get
a	DT	a
change	NN	change
in	IN	in
the	DT	the
ordinance	NN	ordinance
.	SENT	.
And	CC	and
people	NNS	people
from	IN	from
SPCAs	NP	<unknown>
and	CC	and
humane	JJ	humane
shelters	NNS	shelter
around	IN	around
the	DT	the
country	NN	country
flew	VBD	fly
to	TO	to
San	NP	San
Francisco	NP	Francisco
to	TO	to
testify	VB	testify
against	IN	against
them	PP	them
—	:	-
to	TO	to
say	VB	say
it	PP	it
would	MD	would
hurt	VB	hurt
the	DT	the
movement	NN	movement
and	CC	and
it	PP	it
was	VBD	be
inhumane	JJ	inhumane
.	SENT	.
They	PP	they
persisted	VBD	persist
.	SENT	.
And	CC	and
Nathan	NP	Nathan
went	VBD	go
directly	RB	directly
to	TO	to
the	DT	the
community	NN	community
.	SENT	.
He	PP	he
connected	VBD	connect
with	IN	with
people	NNS	people
who	WP	who
cared	VBD	care
about	IN	about
this	DT	this
:	:	:
nonprofessionals	NNS	nonprofessional
,	,	,
people	NNS	people
with	IN	with
passion	NN	passion
.	SENT	.
And	CC	and
within	IN	within
just	RB	just
a	DT	a
couple	NN	couple
years	NNS	year
,	,	,
San	NP	San
Francisco	NP	Francisco
became	VBD	become
the	DT	the
first	JJ	first
no-kill	NN	<unknown>
city	NN	city
,	,	,
running	VBG	run
no	DT	no
deficit	NN	deficit
,	,	,
completely	RB	completely
supported	VBN	support
by	IN	by
the	DT	the
community	NN	community
.	SENT	.
Nathan	NP	Nathan
left	VBD	leave
and	CC	and
went	VBD	go
to	TO	to
Tompkins	NP	Tompkins
County	NP	County
,	,	,
New	NP	New
York	NP	York
—	:	-
a	DT	a
place	NN	place
as	IN	as
different	JJ	different
from	IN	from
San	NP	San
Francisco	NP	Francisco
as	IN	as
you	PP	you
can	MD	can
be	VB	be
and	CC	and
still	RB	still
be	VB	be
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
And	CC	and
he	PP	he
did	VBD	do
it	PP	it
again	RB	again
.	SENT	.
He	PP	he
went	VBD	go
from	IN	from
being	VBG	be
a	DT	a
glorified	VBN	glorify
dogcatcher	NN	dogcatcher
to	TO	to
completely	RB	completely
transforming	VBG	transform
the	DT	the
community	NN	community
.	SENT	.
And	CC	and
then	RB	then
he	PP	he
went	VBD	go
to	TO	to
North	NP	North
Carolina	NP	Carolina
and	CC	and
did	VBD	do
it	PP	it
again	RB	again
.	SENT	.
And	CC	and
he	PP	he
went	VBD	go
to	TO	to
Reno	NP	Reno
and	CC	and
he	PP	he
did	VBD	do
it	PP	it
again	RB	again
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
think	VBP	think
about	RB	about
what	WP	what
Nathan	NP	Nathan
did	VBD	do
,	,	,
and	CC	and
when	WRB	when
I	PP	I
think	VBP	think
about	RB	about
what	WP	what
people	NNS	people
here	RB	here
do	VBP	do
,	,	,
I	PP	I
think	VBP	think
about	IN	about
ideas	NNS	idea
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
about	IN	about
the	DT	the
idea	NN	idea
that	IN	that
creating	VBG	create
an	DT	an
idea	NN	idea
,	,	,
spreading	VBG	spread
an	DT	an
idea	NN	idea
has	VBZ	have
a	DT	a
lot	NN	lot
behind	IN	behind
it	PP	it
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
you	PP	you
'	POS	'
ve	NN	ve
ever	RB	ever
been	VBN	be
to	TO	to
a	DT	a
Jewish	JJ	Jewish
wedding	NN	wedding
,	,	,
but	CC	but
what	WP	what
they	PP	they
do	VBP	do
is	VBZ	be
,	,	,
they	PP	they
take	VBP	take
a	DT	a
light	JJ	light
bulb	NN	bulb
and	CC	and
they	PP	they
smash	VBP	smash
it	PP	it
.	SENT	.
Now	RB	now
there	EX	there
is	VBZ	be
a	DT	a
bunch	NN	bunch
of	IN	of
reasons	NNS	reason
for	IN	for
that	DT	that
,	,	,
and	CC	and
stories	NNS	story
about	IN	about
it	PP	it
.	SENT	.
But	CC	but
one	CD	one
reason	NN	reason
is	VBZ	be
because	IN	because
it	PP	it
indicates	VBZ	indicate
a	DT	a
change	NN	change
,	,	,
from	IN	from
before	IN	before
to	TO	to
after	IN	after
.	SENT	.
It	PP	it
is	VBZ	be
a	DT	a
moment	NN	moment
in	IN	in
time	NN	time
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
to	TO	to
argue	VB	argue
that	IN	that
we	PP	we
are	VBP	be
living	VBG	live
through	RP	through
and	CC	and
are	VBP	be
right	JJ	right
at	IN	at
the	DT	the
key	JJ	key
moment	NN	moment
of	IN	of
a	DT	a
change	NN	change
in	IN	in
the	DT	the
way	NN	way
ideas	NNS	idea
are	VBP	be
created	VBN	create
and	CC	and
spread	VBN	spread
and	CC	and
implemented	VBN	implement
.	SENT	.
We	PP	we
started	VBD	start
with	IN	with
the	DT	the
factory	NN	factory
idea	NN	idea
:	:	:
that	IN	that
you	PP	you
could	MD	could
change	VB	change
the	DT	the
whole	JJ	whole
world	NN	world
if	IN	if
you	PP	you
had	VBD	have
an	DT	an
efficient	JJ	efficient
factory	NN	factory
that	WDT	that
could	MD	could
churn	VB	churn
out	RP	out
change	NN	change
.	SENT	.
We	PP	we
then	RB	then
went	VBD	go
to	TO	to
the	DT	the
TV	NN	TV
idea	NN	idea
,	,	,
that	WDT	that
said	VBD	say
if	IN	if
you	PP	you
had	VBD	have
a	DT	a
big	JJ	big
enough	JJ	enough
mouthpiece	NN	mouthpiece
,	,	,
if	IN	if
you	PP	you
could	MD	could
get	VB	get
on	IN	on
TV	NN	TV
enough	JJ	enough
times	NNS	time
,	,	,
if	IN	if
you	PP	you
could	MD	could
buy	VB	buy
enough	JJ	enough
ads	NNS	ad
,	,	,
you	PP	you
could	MD	could
win	VB	win
.	SENT	.
And	CC	and
now	RB	now
we	PP	we
'	POS	'
re	NN	re
in	IN	in
this	DT	this
new	JJ	new
model	NN	model
of	IN	of
leadership	NN	leadership
,	,	,
where	WRB	where
the	DT	the
way	NN	way
we	PP	we
make	VBP	make
change	NN	change
is	VBZ	be
not	RB	not
by	IN	by
using	VBG	use
money	NN	money
or	CC	or
power	NN	power
to	TO	to
lever	VB	lever
a	DT	a
system	NN	system
,	,	,
but	CC	but
by	IN	by
leading	VBG	lead
.	SENT	.
So	RB	so
let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
about	IN	about
the	DT	the
three	CD	three
cycles	NNS	cycle
.	SENT	.
The	DT	the
first	JJ	first
one	CD	one
is	VBZ	be
the	DT	the
factory	NN	factory
cycle	NN	cycle
.	SENT	.
Henry	NP	Henry
Ford	NP	Ford
comes	VBZ	come
up	RP	up
with	IN	with
a	DT	a
really	RB	really
cool	JJ	cool
idea	NN	idea
.	SENT	.
It	PP	it
enables	VBZ	enable
him	PP	him
to	TO	to
hire	VB	hire
men	NNS	man
who	WP	who
used	VBD	use
to	TO	to
get	VB	get
paid	VBN	pay
50	CD	@card@
cents	NNS	cent
a	DT	a
day	NN	day
and	CC	and
pay	VB	pay
them	PP	them
five	CD	five
dollars	NNS	dollar
a	DT	a
day	NN	day
.	SENT	.
Because	IN	because
he	PP	he
'	POS	'
s	NN	S
got	VBD	get
an	DT	an
efficient	JJ	efficient
enough	JJ	enough
factory	NN	factory
.	SENT	.
Well	RB	well
with	IN	with
that	DT	that
sort	NN	sort
of	IN	of
advantage	NN	advantage
you	PP	you
can	MD	can
churn	VB	churn
out	RP	out
a	DT	a
lot	NN	lot
of	IN	of
cars	NNS	car
.	SENT	.
You	PP	you
can	MD	can
make	VB	make
a	DT	a
lot	NN	lot
of	IN	of
change	NN	change
.	SENT	.
You	PP	you
can	MD	can
get	VB	get
roads	NNS	road
built	VBN	build
.	SENT	.
You	PP	you
can	MD	can
change	VB	change
the	DT	the
fabric	NN	fabric
of	IN	of
an	DT	an
entire	JJ	entire
country	NN	country
.	SENT	.
That	IN	that
the	DT	the
essence	NN	essence
of	IN	of
what	WP	what
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
is	VBZ	be
you	PP	you
need	VBP	need
ever-cheaper	NN	ever-cheaper
labor	NN	labor
,	,	,
and	CC	and
ever-faster	JJ	ever-faster
machines	NNS	machine
.	SENT	.
And	CC	and
the	DT	the
problem	NN	problem
we	PP	we
'	POS	'
ve	NNS	<unknown>
run	VBP	run
into	IN	into
is	VBZ	be
,	,	,
we	PP	we
'	POS	'
re	NN	re
running	VBG	run
out	RP	out
of	IN	of
both	DT	both
.	SENT	.
Ever-cheaper	NP	<unknown>
labor	NN	labor
and	CC	and
ever-	JJ	<unknown>
faster	JJR	fast
machines	NNS	machine
.	SENT	.
So	RB	so
we	PP	we
shift	VBP	shift
gears	NNS	gear
for	IN	for
a	DT	a
minute	NN	minute
,	,	,
and	CC	and
say	VBP	say
,	,	,
"	``	"
I	PP	I
know	VBP	know
:	:	:
television	NN	television
;	:	;
advertising	NN	advertising
.	SENT	.
Push	NN	push
push	NN	push
.	SENT	.
Take	VB	take
a	DT	a
good	JJ	good
idea	NN	idea
and	CC	and
push	VB	push
it	PP	it
on	IN	on
the	DT	the
world	NN	world
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
better	JJR	good
mousetrap	NN	mousetrap
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
can	MD	can
just	RB	just
get	VB	get
enough	JJ	enough
money	NN	money
to	TO	to
tell	VB	tell
enough	JJ	enough
people	NNS	people
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
sell	VBP	sell
enough	RB	enough
.	SENT	.
"	``	"
And	CC	and
you	PP	you
can	MD	can
build	VB	build
an	DT	an
entire	JJ	entire
industry	NN	industry
on	IN	on
that	DT	that
.	SENT	.
If	IN	if
necessary	JJ	necessary
you	PP	you
can	MD	can
put	VB	put
babies	NNS	baby
in	IN	in
your	PP$	your
ads	NNS	ad
.	SENT	.
If	IN	if
necessary	JJ	necessary
you	PP	you
can	MD	can
use	VB	use
babies	NNS	baby
to	TO	to
sell	VB	sell
other	JJ	other
stuff	NN	stuff
.	SENT	.
And	CC	and
if	IN	if
babies	NNS	baby
don	NN	don
'	POS	'
t	NN	t
work	NN	work
,	,	,
you	PP	you
can	MD	can
use	VB	use
doctors	NNS	doctor
.	SENT	.
But	CC	but
be	VB	be
careful	JJ	careful
.	SENT	.
Because	IN	because
you	PP	you
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
get	VB	get
an	DT	an
unfortunate	JJ	unfortunate
juxtaposition	NN	juxtaposition
,	,	,
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	RB	about
one	CD	one
thing	NN	thing
instead	RB	instead
of	IN	of
the	DT	the
other	JJ	other
.	SENT	.
This	DT	this
model	NN	model
requires	VBZ	require
you	PP	you
to	TO	to
act	VB	act
like	IN	like
the	DT	the
king	NN	king
,	,	,
like	IN	like
the	DT	the
person	NN	person
in	IN	in
the	DT	the
front	NN	front
of	IN	of
the	DT	the
room	NN	room
throwing	VBG	throw
things	NNS	thing
to	TO	to
the	DT	the
peons	NNS	peon
in	IN	in
the	DT	the
back	NN	back
.	SENT	.
That	IN	that
you	PP	you
are	VBP	be
in	IN	in
charge	NN	charge
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
tell	VB	tell
people	NNS	people
what	WP	what
to	TO	to
do	VB	do
next	JJ	next
.	SENT	.
The	DT	the
quick	JJ	quick
little	JJ	little
diagram	NN	diagram
of	IN	of
it	PP	it
is	VBZ	be
,	,	,
you	PP	you
'	POS	'
re	NN	re
up	RB	up
here	RB	here
,	,	,
and	CC	and
you	PP	you
are	VBP	be
pushing	VBG	push
it	PP	it
out	RP	out
to	TO	to
the	DT	the
world	NN	world
.	SENT	.
This	DT	this
method	NN	method
—	:	-
mass	JJ	mass
marketing	NN	marketing
—	:	-
requires	VBZ	require
average	JJ	average
ideas	NNS	idea
,	,	,
because	IN	because
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
the	DT	the
masses	NNS	mass
,	,	,
and	CC	and
plenty	NN	plenty
of	IN	of
ads	NNS	ad
.	SENT	.
What	WP	what
we	PP	we
'	POS	'
ve	NNS	<unknown>
done	VBN	do
as	IN	as
spammers	NNS	<unknown>
is	VBZ	be
tried	VBN	try
to	TO	to
hypnotize	VB	hypnotize
everyone	NN	everyone
into	IN	into
buying	VBG	buy
our	PP$	our
idea	NN	idea
,	,	,
hypnotize	VB	hypnotize
everyone	NN	everyone
into	IN	into
donating	VBG	donate
to	TO	to
our	PP$	our
cause	NN	cause
,	,	,
hypnotize	VB	hypnotize
everyone	NN	everyone
into	IN	into
voting	NN	voting
for	IN	for
our	PP$	our
candidate	NN	candidate
.	SENT	.
And	CC	and
,	,	,
unfortunately	RB	unfortunately
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
work	NN	work
so	RB	so
well	RB	well
anymore	RB	anymore
either	RB	either
.	SENT	.
But	CC	but
there	EX	there
is	VBZ	be
good	JJ	good
news	NN	news
around	IN	around
the	DT	the
corner	NN	corner
—	:	-
really	RB	really
good	JJ	good
news	NN	news
.	SENT	.
I	PP	I
call	VBP	call
it	PP	it
the	DT	the
idea	NN	idea
of	IN	of
tribes	NNS	tribe
.	SENT	.
What	WP	what
tribes	NNS	tribe
are	VBP	be
,	,	,
is	VBZ	be
a	DT	a
very	RB	very
simple	JJ	simple
concept	NN	concept
that	WDT	that
goes	VBZ	go
back	RB	back
50	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
about	IN	about
leading	VBG	lead
and	CC	and
connecting	VBG	connect
people	NNS	people
and	CC	and
ideas	NNS	idea
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
something	NN	something
that	IN	that
people	NNS	people
have	VBP	have
wanted	VBN	want
forever	RB	forever
.	SENT	.
Lots	NNS	lot
of	IN	of
people	NNS	people
are	VBP	be
used	VBN	use
to	TO	to
having	VBG	have
a	DT	a
spiritual	JJ	spiritual
tribe	NN	tribe
,	,	,
or	CC	or
a	DT	a
church	NN	church
tribe	NN	tribe
,	,	,
having	VBG	have
a	DT	a
work	NN	work
tribe	NN	tribe
,	,	,
having	VBG	have
a	DT	a
community	NN	community
tribe	NN	tribe
.	SENT	.
But	CC	but
now	RB	now
,	,	,
thanks	NNS	thanks
to	TO	to
the	DT	the
internet	NN	Internet
,	,	,
thanks	NNS	thanks
to	TO	to
the	DT	the
explosion	NN	explosion
of	IN	of
mass	JJ	mass
media	NNS	medium
,	,	,
thanks	NNS	thanks
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
other	JJ	other
things	NNS	thing
that	WDT	that
are	VBP	be
bubbling	VBG	bubble
through	IN	through
our	PP$	our
society	NN	society
around	IN	around
the	DT	the
world	NN	world
,	,	,
tribes	NNS	tribe
are	VBP	be
everywhere	RB	everywhere
.	SENT	.
The	DT	the
Internet	NN	Internet
was	VBD	be
supposed	VBN	suppose
to	TO	to
homogenize	VB	homogenize
everyone	NN	everyone
by	IN	by
connecting	VBG	connect
us	PP	us
all	DT	all
.	SENT	.
Instead	RB	instead
what	WP	what
it	PP	it
'	POS	'
s	NN	S
allowed	VBN	allow
is	VBZ	be
silos	NNS	silo
of	IN	of
interest	NN	interest
.	SENT	.
So	IN	so
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
red-hat	NN	<unknown>
ladies	NNS	lady
over	IN	over
here	RB	here
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
red-hat	NN	<unknown>
triathletes	VBZ	<unknown>
over	RP	over
there	RB	there
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
organized	JJ	organized
armies	NNS	army
over	IN	over
here	RB	here
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
disorganized	VBN	disorganize
rebels	NNS	rebel
over	IN	over
here	RB	here
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
people	NNS	people
in	IN	in
white	JJ	white
hats	NNS	hat
making	VBG	make
food	NN	food
.	SENT	.
And	CC	and
people	NNS	people
in	IN	in
white	JJ	white
hats	NNS	hat
sailing	VBG	sail
boats	NNS	boat
.	SENT	.
The	DT	the
point	NN	point
is	VBZ	be
that	IN	that
you	PP	you
can	MD	can
find	VB	find
Ukrainian	JJ	Ukrainian
folk	NN	folk
dancers	NNS	dancer
and	CC	and
connect	VBP	connect
with	IN	with
them	PP	them
,	,	,
because	IN	because
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
connected	VBN	connect
.	SENT	.
That	DT	that
people	NNS	people
on	IN	on
the	DT	the
fringes	NNS	fringe
can	MD	can
find	VB	find
each	DT	each
other	JJ	other
,	,	,
connect	VB	connect
and	CC	and
go	VB	go
somewhere	RB	somewhere
.	SENT	.
Every	DT	every
town	NN	town
that	WDT	that
has	VBZ	have
a	DT	a
volunteer	NN	volunteer
fire	NN	fire
department	NN	department
understands	VBZ	understand
this	DT	this
way	NN	way
of	IN	of
thinking	NN	thinking
.	SENT	.
Now	RB	now
it	PP	it
turns	VBZ	turn
out	RP	out
this	DT	this
is	VBZ	be
a	DT	a
legitimate	JJ	legitimate
non-photoshopped	JJ	<unknown>
photo	NN	photo
.	SENT	.
People	NNS	people
I	PP	I
know	VBP	know
who	WP	who
are	VBP	be
firemen	NNS	fireman
told	VBD	tell
me	PP	me
that	IN	that
this	DT	this
is	VBZ	be
not	RB	not
uncommon	JJ	uncommon
.	SENT	.
And	CC	and
that	IN	that
what	WP	what
firemen	NNS	fireman
do	VBP	do
to	TO	to
train	VB	train
sometimes	RB	sometimes
is	VBZ	be
they	PP	they
take	VBP	take
a	DT	a
house	NN	house
that	WDT	that
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
torn	VBN	tear
down	RP	down
,	,	,
and	CC	and
they	PP	they
burn	VBP	burn
it	PP	it
down	RB	down
instead	RB	instead
,	,	,
and	CC	and
practice	NN	practice
putting	VBG	put
it	PP	it
out	RP	out
.	SENT	.
But	CC	but
they	PP	they
always	RB	always
stop	VB	stop
and	CC	and
take	VB	take
a	DT	a
picture	NN	picture
.	SENT	.
You	PP	you
know	VBP	know
the	DT	the
pirate	NN	pirate
tribe	NN	tribe
is	VBZ	be
a	DT	a
fascinating	JJ	fascinating
one	CD	one
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
their	PP$	their
own	JJ	own
flag	NN	flag
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
eye	NN	eye
patches	NNS	patch
.	SENT	.
You	PP	you
can	MD	can
tell	VB	tell
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
running	VBG	run
into	IN	into
someone	NN	someone
in	IN	in
a	DT	a
tribe	NN	tribe
.	SENT	.
And	CC	and
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
it	PP	it
'	POS	'
s	NN	S
tribes	NNS	tribe
—	:	-
not	RB	not
money	NN	money
,	,	,
not	RB	not
factories	NNS	factory
—	:	-
that	WDT	that
can	MD	can
change	VB	change
our	PP$	our
world	NN	world
,	,	,
that	WDT	that
can	MD	can
change	VB	change
politics	NNS	politics
,	,	,
that	WDT	that
can	MD	can
align	VB	align
large	JJ	large
numbers	NNS	number
of	IN	of
people	NNS	people
.	SENT	.
Not	RB	not
because	IN	because
you	PP	you
force	VBP	force
them	PP	them
to	TO	to
do	VB	do
something	NN	something
against	IN	against
their	PP$	their
will	NN	will
,	,	,
but	CC	but
because	IN	because
they	PP	they
wanted	VBD	want
to	TO	to
connect	VB	connect
.	SENT	.
That	IN	that
what	WP	what
we	PP	we
do	VBP	do
for	IN	for
a	DT	a
living	NN	living
now	RB	now
,	,	,
all	DT	all
of	IN	of
us	PP	us
,	,	,
I	PP	I
think	VBP	think
,	,	,
is	VBZ	be
find	VB	find
something	NN	something
worth	NN	worth
changing	VBG	change
,	,	,
and	CC	and
