Imagine	VB	imagine
Atlantic	NP	Atlantic
or	CC	or
the	DT	the
Pacific	NP	Pacific
Ocean	NP	Ocean
.	SENT	.
That	DT	that
person	NN	person
is	VBZ	be
loading	VBG	load
up	RP	up
a	DT	a
truck	NN	truck
that	WDT	that
will	MD	will
cross	VB	cross
the	DT	the
Rio	NP	Rio
Grande	NP	Grande
.	SENT	.
Or	CC	or
that	DT	that
person	NN	person
is	VBZ	be
standing	VBG	stand
at	IN	at
a	DT	a
railroad	NN	railroad
platform	NN	platform
about	RB	about
to	TO	to
board	VB	board
a	DT	a
train	NN	train
that	WDT	that
will	MD	will
cross	VB	cross
rivers	NNS	river
and	CC	and
mountains	NNS	mountain
out	RP	out
of	IN	of
the	DT	the
Jim	NP	Jim
Crow	NP	Crow
South	NP	South
to	TO	to
what	WP	what
they	PP	they
hope	VBP	hope
will	MD	will
be	VB	be
freedom	NN	freedom
in	IN	in
the	DT	the
North	NP	North
.	SENT	.
And	CC	and
there	EX	there
,	,	,
with	IN	with
this	DT	this
young	JJ	young
person	NN	person
as	IN	as
they	PP	they
are	VBP	be
about	RB	about
to	TO	to
board	VB	board
that	DT	that
ship	NN	ship
,	,	,
that	DT	that
boat	NN	boat
,	,	,
that	DT	that
truck	NN	truck
,	,	,
that	DT	that
train	NN	train
,	,	,
are	VBP	be
the	DT	the
people	NNS	people
who	WP	who
raised	VBD	raise
them	PP	them
.	SENT	.
Their	PP$	their
mother	NN	mother
,	,	,
their	PP$	their
father	NN	father
,	,	,
their	PP$	their
aunt	NN	aunt
,	,	,
their	PP$	their
uncle	NN	uncle
,	,	,
their	PP$	their
grandparents	NNS	grandparent
,	,	,
whoever	WP	whoever
it	PP	it
might	MD	might
have	VB	have
been	VBN	be
who	WP	who
had	VBD	have
gotten	VBN	get
them	PP	them
to	TO	to
this	DT	this
point	NN	point
.	SENT	.
Those	DT	those
older	JJR	old
people	NNS	people
were	VBD	be
not	RB	not
going	VBG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
make	VB	make
the	DT	the
crossing	NN	crossing
with	IN	with
them	PP	them
.	SENT	.
And	CC	and
as	IN	as
they	PP	they
looked	VBD	look
into	IN	into
the	DT	the
eyes	NNS	eye
of	IN	of
the	DT	the
people	NNS	people
who	WP	who
had	VBD	have
raised	VBN	raise
them	PP	them
,	,	,
there	EX	there
was	VBD	be
no	DT	no
guarantee	NN	guarantee
that	IN	that
they	PP	they
would	MD	would
ever	RB	ever
see	VB	see
them	PP	them
alive	JJ	alive
again	RB	again
.	SENT	.
Remember	VB	remember
,	,	,
there	EX	there
was	VBD	be
no	DT	no
Skype	NP	<unknown>
,	,	,
no	DT	no
e-mail	NP	<unknown>
,	,	,
no	DT	no
cell	NN	cell
phones	VBZ	phone
not	RB	not
even	RB	even
reliable	JJ	reliable
long-	NN	long-
distance	NN	distance
telephone	NN	telephone
service	NN	service
.	SENT	.
And	CC	and
even	RB	even
if	IN	if
there	EX	there
had	VBD	have
been	VBN	be
,	,	,
many	JJ	many
of	IN	of
the	DT	the
people	NNS	people
that	IN	that
they	PP	they
were	VBD	be
leaving	VBG	leave
did	VBD	do
not	RB	not
even	RB	even
have	VB	have
telephones	NNS	telephone
.	SENT	.
This	DT	this
was	VBD	be
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
complete	JJ	complete
break	NN	break
from	IN	from
all	DT	all
that	WDT	that
they	PP	they
knew	VBD	know
and	CC	and
all	DT	all
of	IN	of
the	DT	the
people	NNS	people
that	IN	that
they	PP	they
loved	VBD	love
.	SENT	.
And	CC	and
the	DT	the
very	RB	very
next	JJ	next
time	NN	time
that	IN	that
they	PP	they
might	MD	might
hear	VB	hear
anything	NN	anything
about	IN	about
the	DT	the
people	NNS	people
who	WP	who
had	VBD	have
raised	VBN	raise
them	PP	them
might	MD	might
be	VB	be
a	DT	a
telegram	NN	telegram
saying	VBG	say
,	,	,
"	``	"
Your	PP$	your
father	NN	father
has	VBZ	have
passed	VBN	pass
away	RB	away
.	SENT	.
"	''	"
Or	CC	or
,	,	,
"	``	"
Your	PP$	your
mother	NN	mother
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
ill	JJ	ill
.	SENT	.
You	PP	you
must	MD	must
return	VB	return
home	RB	home
quickly	RB	quickly
if	IN	if
you	PP	you
are	VBP	be
to	TO	to
see	VB	see
her	PP$	her
alive	JJ	alive
again	RB	again
.	SENT	.
"	``	"
That	DT	that
is	VBZ	be
the	DT	the
magnitude	NN	magnitude
of	IN	of
the	DT	the
sacrifice	NN	sacrifice
that	WDT	that
had	VBD	have
to	TO	to
have	VB	have
happened	VBN	happen
in	IN	in
nearly	RB	nearly
all	DT	all
of	IN	of
our	PP$	our
families	NNS	family
just	RB	just
for	IN	for
us	PP	us
to	TO	to
be	VB	be
here	RB	here
.	SENT	.
A	DT	a
single	JJ	single
decision	NN	decision
that	WDT	that
changed	VBD	change
the	DT	the
course	NN	course
of	IN	of
families	NNS	family
and	CC	and
lineages	NNS	lineage
and	CC	and
countries	NNS	country
and	CC	and
history	NN	history
to	TO	to
the	DT	the
current	JJ	current
day	NN	day
.	SENT	.
One	CD	one
of	IN	of
these	DT	these
migration	NN	migration
streams	NNS	stream
stands	VBZ	stand
out	RP	out
in	IN	in
ways	NNS	way
that	IN	that
we	PP	we
may	MD	may
not	RB	not
realize	VB	realize
.	SENT	.
It	PP	it
was	VBD	be
called	VBN	call
the	DT	the
Great	JJ	great
Migration	NN	migration
.	SENT	.
It	PP	it
was	VBD	be
the	DT	the
outpouring	NN	outpouring
of	IN	of
six	CD	six
million	CD	million
African	JJ	African
Americans	NPS	Americans
from	IN	from
the	DT	the
Jim	NP	Jim
Crow	NP	Crow
South	NP	South
to	TO	to
the	DT	the
cities	NNS	city
of	IN	of
the	DT	the
North	NP	North
and	CC	and
West	NP	West
,	,	,
from	IN	from
the	DT	the
time	NN	time
of	IN	of
World	NP	World
War	NP	War
I	NP	I
until	IN	until
the	DT	the
1970s	NNS	1970s
.	SENT	.
It	PP	it
stands	VBZ	stand
out	RP	out
because	IN	because
this	DT	this
was	VBD	be
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
American	JJ	American
history	NN	history
that	IN	that
American	JJ	American
citizens	NNS	citizen
had	VBD	have
to	TO	to
flee	VB	flee
the	DT	the
land	NN	land
of	IN	of
their	PP$	their
birth	NN	birth
just	RB	just
to	TO	to
be	VB	be
recognized	VBN	recognize
as	IN	as
the	DT	the
citizens	NNS	citizen
that	IN	that
they	PP	they
had	VBD	have
always	RB	always
been	VBN	be
.	SENT	.
No	DT	no
other	JJ	other
group	NN	group
of	IN	of
Americans	NPS	Americans
has	VBZ	have
had	VBD	have
to	TO	to
act	VB	act
like	IN	like
immigrants	NNS	immigrant
in	IN	in
order	NN	order
to	TO	to
be	VB	be
recognized	VBN	recognize
as	IN	as
citizens	NNS	citizen
.	SENT	.
So	IN	so
this	DT	this
great	JJ	great
migration	NN	migration
was	VBD	be
not	RB	not
a	DT	a
move	NN	move
.	SENT	.
It	PP	it
was	VBD	be
actually	RB	actually
a	DT	a
seeking	VBG	seek
of	IN	of
political	JJ	political
asylum	NN	asylum
within	IN	within
the	DT	the
borders	NNS	border
of	IN	of
one	CD	one
'	POS	'
s	JJ	<unknown>
own	JJ	own
country	NN	country
.	SENT	.
They	PP	they
were	VBD	be
defecting	VBG	defect
a	DT	a
caste	NN	caste
system	NN	system
known	VBN	know
as	IN	as
Jim	NP	Jim
Crow	NP	Crow
.	SENT	.
It	PP	it
was	VBD	be
an	DT	an
artificial	JJ	artificial
hierarchy	NN	hierarchy
in	IN	in
which	WDT	which
everything	NN	everything
that	IN	that
you	PP	you
could	MD	could
and	CC	and
could	MD	could
not	RB	not
do	VB	do
was	VBD	be
based	VBN	base
upon	IN	upon
what	WP	what
you	PP	you
looked	VBD	look
like	IN	like
.	SENT	.
This	DT	this
caste	NN	caste
system	NN	system
was	VBD	be
so	RB	so
arcane	JJ	arcane
that	IN	that
it	PP	it
was	VBD	be
actually	RB	actually
against	IN	against
the	DT	the
law	NN	law
for	IN	for
a	DT	a
black	JJ	black
person	NN	person
and	CC	and
a	DT	a
white	JJ	white
person	NN	person
to	TO	to
merely	RB	merely
play	VB	play
checkers	NNS	checkers
together	RB	together
in	IN	in
Birmingham	NP	Birmingham
.	SENT	.
You	PP	you
could	MD	could
go	VB	go
to	TO	to
jail	VB	jail
if	IN	if
you	PP	you
were	VBD	be
caught	VBN	catch
playing	VBG	play
checkers	NNS	checkers
with	IN	with
a	DT	a
person	NN	person
of	IN	of
a	DT	a
different	JJ	different
race	NN	race
.	SENT	.
Someone	NN	someone
must	MD	must
have	VB	have
seen	VBN	see
a	DT	a
black	JJ	black
person	NN	person
and	CC	and
a	DT	a
white	JJ	white
person	NN	person
playing	VBG	play
checkers	NNS	checkers
with	IN	with
someone	NN	someone
in	IN	in
some	DT	some
town	NN	town
square	NN	square
.	SENT	.
And	CC	and
maybe	RB	maybe
the	DT	the
wrong	JJ	wrong
person	NN	person
was	VBD	be
winning	VBG	win
or	CC	or
they	PP	they
were	VBD	be
having	VBG	have
too	RB	too
good	JJ	good
of	IN	of
a	DT	a
time	NN	time
,	,	,
but	CC	but
whatever	WDT	whatever
it	PP	it
was	VBD	be
that	IN	that
this	DT	this
person	NN	person
saw	VBD	see
,	,	,
with	IN	with
this	DT	this
black	JJ	black
person	NN	person
and	CC	and
this	DT	this
white	JJ	white
person	NN	person
playing	VBG	play
checkers	NNS	checkers
,	,	,
they	PP	they
felt	VBD	feel
the	DT	the
entire	JJ	entire
foundation	NN	foundation
of	IN	of
Southern	NP	Southern
civilization	NN	civilization
was	VBD	be
in	IN	in
peril	NN	peril
.	SENT	.
And	CC	and
decided	VBD	decide
that	IN	that
it	PP	it
was	VBD	be
worth	JJ	worth
taking	VBG	take
the	DT	the
time	NN	time
to	TO	to
write	VB	write
this	DT	this
down	RB	down
as	IN	as
a	DT	a
law	NN	law
.	SENT	.
This	DT	this
caste	NN	caste
system	NN	system
was	VBD	be
so	RB	so
arcane	JJ	arcane
that	IN	that
in	IN	in
courtrooms	NNS	courtroom
throughout	IN	throughout
the	DT	the
South	NP	South
there	RB	there
was	VBD	be
actually	RB	actually
a	DT	a
black	JJ	black
Bible	NN	Bible
and	CC	and
an	DT	an
altogether	RB	altogether
separate	JJ	separate
white	JJ	white
Bible	NN	Bible
to	TO	to
swear	VB	swear
to	TO	to
tell	VB	tell
the	DT	the
truth	NN	truth
on	IN	on
in	IN	in
court	NN	court
.	SENT	.
The	DT	the
very	JJ	very
word	NN	word
of	IN	of
God	NP	God
was	VBD	be
segregated	VBN	segregate
in	IN	in
the	DT	the
caste	NN	caste
system	NN	system
of	IN	of
the	DT	the
Jim	NP	Jim
Crow	NP	Crow
South	NP	South
.	SENT	.
The	DT	the
same	JJ	same
sacred	JJ	sacred
object	NN	object
could	MD	could
not	RB	not
be	VB	be
touched	VBN	touch
by	IN	by
hands	NNS	hand
of	IN	of
different	JJ	different
races	NNS	race
.	SENT	.
This	DT	this
artificial	JJ	artificial
hierarchy	NN	hierarchy
,	,	,
because	IN	because
it	PP	it
goes	VBZ	go
against	IN	against
human	JJ	human
desires	NNS	desire
to	TO	to
be	VB	be
free	JJ	free
,	,	,
required	VBD	require
a	DT	a
tremendous	JJ	tremendous
amount	NN	amount
of	IN	of
violence	NN	violence
to	TO	to
maintain	VB	maintain
.	SENT	.
Such	JJ	such
that	IN	that
every	DT	every
four	CD	four
days	NNS	day
,	,	,
somewhere	RB	somewhere
in	IN	in
the	DT	the
American	NP	American
South	NP	South
,	,	,
every	DT	every
four	CD	four
days	NNS	day
an	DT	an
African	NP	African
American	NP	American
was	VBD	be
lynched	VBN	lynch
for	IN	for
some	DT	some
perceived	VBN	perceive
breach	NN	breach
of	IN	of
protocol	NN	protocol
in	IN	in
this	DT	this
caste	NN	caste
system	NN	system
in	IN	in
the	DT	the
decades	NNS	decade
leading	VBG	lead
up	RP	up
to	TO	to
the	DT	the
start	NN	start
of	IN	of
the	DT	the
Great	JJ	great
Migration	NN	migration
.	SENT	.
This	DT	this
caste	NN	caste
system	NN	system
had	VBD	have
been	VBN	be
put	VBN	put
in	IN	in
place	NN	place
for	IN	for
many	JJ	many
,	,	,
many	JJ	many
reasons	NNS	reason
.	SENT	.
But	CC	but
one	CD	one
of	IN	of
them	PP	them
was	VBD	be
to	TO	to
maintain	VB	maintain
the	DT	the
economic	JJ	economic
order	NN	order
of	IN	of
the	DT	the
South	NP	South
,	,	,
which	WDT	which
required	VBD	require
not	RB	not
just	RB	just
a	DT	a
supply	NN	supply
of	IN	of
cheap	JJ	cheap
labor	NN	labor
but	CC	but
an	DT	an
oversupply	NN	oversupply
of	IN	of
cheap	JJ	cheap
labor	NN	labor
to	TO	to
work	VB	work
at	IN	at
the	DT	the
will	NN	will
of	IN	of
the	DT	the
land	NN	land
.	SENT	.
This	DT	this
Great	NP	Great
Migration	NN	migration
began	VBD	begin
when	WRB	when
the	DT	the
North	NP	North
had	VBD	have
a	DT	a
labor	NN	labor
problem	NN	problem
.	SENT	.
The	DT	the
North	NP	North
had	VBD	have
a	DT	a
labor	NN	labor
problem	NN	problem
because	IN	because
it	PP	it
had	VBD	have
been	VBN	be
relying	VBG	rely
on	IN	on
cheap	JJ	cheap
labor	NN	labor
from	IN	from
Europe	NP	Europe
—	:	-
immigrants	NNS	immigrant
from	IN	from
Europe	NP	Europe
—	:	-
to	TO	to
work	VB	work
the	DT	the
factories	NNS	factory
and	CC	and
the	DT	the
foundries	NNS	foundry
and	CC	and
the	DT	the
steel	NN	steel
mills	NNS	mill
.	SENT	.
But	CC	but
during	IN	during
World	NP	World
War	NP	War
I	NP	I
,	,	,
migration	NN	migration
from	IN	from
Europe	NP	Europe
came	VBD	come
to	TO	to
a	DT	a
virtual	JJ	virtual
halt	NN	halt
.	SENT	.
And	CC	and
so	IN	so
the	DT	the
North	NP	North
had	VBD	have
a	DT	a
labor	NN	labor
problem	NN	problem
.	SENT	.
And	CC	and
so	IN	so
the	DT	the
North	NP	North
decided	VBD	decide
to	TO	to
go	VB	go
and	CC	and
find	VB	find
the	DT	the
cheapest	JJS	cheap
labor	NN	labor
in	IN	in
the	DT	the
land	NN	land
which	WDT	which
meant	VBD	mean
African	NP	African
Americans	NPS	Americans
in	IN	in
the	DT	the
South	NP	South
,	,	,
many	JJ	many
of	IN	of
whom	WP	whom
were	VBD	be
not	RB	not
even	RB	even
being	VBG	be
paid	VBN	pay
for	IN	for
their	PP$	their
hard	JJ	hard
work	NN	work
.	SENT	.
Many	JJ	many
of	IN	of
them	PP	them
were	VBD	be
working	VBG	work
for	IN	for
the	DT	the
right	NN	right
to	TO	to
live	VB	live
on	IN	on
the	DT	the
land	NN	land
that	IN	that
they	PP	they
were	VBD	be
farming	VBG	farm
.	SENT	.
They	PP	they
were	VBD	be
sharecroppers	NNS	sharecropper
and	CC	and
not	RB	not
even	RB	even
being	VBG	be
paid	VBN	pay
.	SENT	.
So	RB	so
they	PP	they
were	VBD	be
ripe	JJ	ripe
for	IN	for
recruitment	NN	recruitment
.	SENT	.
But	CC	but
it	PP	it
turned	VBD	turn
out	RP	out
that	IN	that
the	DT	the
South	NP	South
did	VBD	do
not	RB	not
take	VB	take
kindly	RB	kindly
to	TO	to
this	DT	this
poaching	VBG	poach
of	IN	of
its	PP$	its
cheap	JJ	cheap
labor	NN	labor
.	SENT	.
The	DT	the
South	NP	South
actually	RB	actually
did	VBD	do
everything	NN	everything
it	PP	it
could	MD	could
to	TO	to
keep	VB	keep
the	DT	the
people	NNS	people
from	IN	from
leaving	VBG	leave
.	SENT	.
They	PP	they
would	MD	would
arrest	VB	arrest
people	NNS	people
from	IN	from
the	DT	the
railroad	NN	railroad
platforms	NNS	platform
.	SENT	.
Remember	VB	remember
,	,	,
putatively	RB	putatively
free	JJ	free
American	JJ	American
citizens	NNS	citizen
.	SENT	.
They	PP	they
would	MD	would
arrest	VB	arrest
them	PP	them
from	IN	from
their	PP$	their
train	NN	train
seats	NNS	seat
.	SENT	.
And	CC	and
when	WRB	when
there	EX	there
were	VBD	be
too	RB	too
many	JJ	many
people	NNS	people
to	TO	to
arrest	VB	arrest
,	,	,
they	PP	they
would	MD	would
wave	VB	wave
the	DT	the
train	NN	train
on	IN	on
through	RB	through
so	RB	so
that	IN	that
people	NNS	people
who	WP	who
had	VBD	have
been	VBN	be
hoping	VBG	hope
and	CC	and
saving	VBG	save
and	CC	and
praying	VBG	pray
for	IN	for
the	DT	the
chance	NN	chance
to	TO	to
get	VB	get
to	TO	to
freedom	NN	freedom
had	VBD	have
to	TO	to
figure	VB	figure
out	RP	out
:	:	:
How	WRB	how
now	RB	now
will	MD	will
we	PP	we
get	VB	get
out	RP	out
?	SENT	?
And	CC	and
as	IN	as
they	PP	they
made	VBD	make
their	PP$	their
way	NN	way
out	RP	out
of	IN	of
the	DT	the
South	NP	South
,	,	,
away	RB	away
from	IN	from
Jim	NP	Jim
Crow	NP	Crow
,	,	,
they	PP	they
followed	VBD	follow
three	CD	three
beautifully	RB	beautifully
predictable	JJ	predictable
streams	NNS	stream
as	IN	as
is	VBZ	be
the	DT	the
case	NN	case
in	IN	in
any	DT	any
migration	NN	migration
throughout	IN	throughout
human	JJ	human
history	NN	history
.	SENT	.
In	IN	in
this	DT	this
particular	JJ	particular
case	NN	case
,	,	,
there	EX	there
were	VBD	be
three	CD	three
streams	NNS	stream
.	SENT	.
One	PP	one
was	VBD	be
the	DT	the
migration	NN	migration
along	IN	along
the	DT	the
East	NP	East
Coast	NP	Coast
from	IN	from
Florida	NP	Florida
,	,	,
Georgia	NP	Georgia
,	,	,
the	DT	the
Carolinas	NPS	Carolina
and	CC	and
Virginia	NP	Virginia
to	TO	to
Washington	NP	Washington
DC	NP	DC
,	,	,
to	TO	to
Philadelphia	NP	Philadelphia
,	,	,
New	NP	New
Jersey	NP	Jersey
,	,	,
New	NP	New
York	NP	York
and	CC	and
on	IN	on
up	RB	up
the	DT	the
East	JJ	East
coast	NN	coast
.	SENT	.
There	EX	there
was	VBD	be
the	DT	the
Midwest	JJ	Midwest
stream	NN	stream
,	,	,
which	WDT	which
carried	VBD	carry
people	NNS	people
from	IN	from
Mississippi	NP	Mississippi
,	,	,
Alabama	NP	Alabama
,	,	,
Tennessee	NP	Tennessee
and	CC	and
Arkansas	NP	Arkansas
to	TO	to
Chicago	NP	Chicago
,	,	,
to	TO	to
Detroit	NP	Detroit
,	,	,
to	TO	to
Cleveland	NP	Cleveland
and	CC	and
the	DT	the
entire	JJ	entire
Midwest	NN	Midwest
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
was	VBD	be
the	DT	the
West	NP	West
Coast	NP	Coast
stream	NN	stream
,	,	,
which	WDT	which
carried	VBD	carry
people	NNS	people
from	IN	from
Louisiana	NP	Louisiana
and	CC	and
Texas	NP	Texas
out	RB	out
to	TO	to
California	NP	California
.	SENT	.
And	CC	and
when	WRB	when
they	PP	they
really	RB	really
wanted	VBD	want
to	TO	to
get	VB	get
away	RB	away
,	,	,
they	PP	they
went	VBD	go
to	TO	to
Seattle	NP	Seattle
.	SENT	.
And	CC	and
when	WRB	when
they	PP	they
really	RB	really
,	,	,
really	RB	really
wanted	VBD	want
to	TO	to
get	VB	get
away	RB	away
,	,	,
they	PP	they
went	VBD	go
to	TO	to
Alaska	NP	Alaska
,	,	,
the	DT	the
farthest	JJ	farthest
possible	JJ	possible
point	NN	point
within	IN	within
the	DT	the
borders	NNS	border
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
from	IN	from
Jim	NP	Jim
Crow	NP	Crow
South	NP	South
.	SENT	.
Before	IN	before
the	DT	the
Great	NP	Great
Migration	NN	migration
began	VBD	begin
,	,	,
90	CD	@card@
percent	NN	percent
of	IN	of
all	DT	all
African	JJ	African
Americans	NPS	Americans
were	VBD	be
living	VBG	live
in	IN	in
the	DT	the
South	NP	South
.	SENT	.
Nearly	RB	nearly
held	VBN	hold
captive	NN	captive
in	IN	in
the	DT	the
South	NP	South
.	SENT	.
But	CC	but
by	IN	by
the	DT	the
time	NN	time
this	DT	this
Great	JJ	great
Migration	NN	migration
was	VBD	be
over	RP	over
,	,	,
nearly	RB	nearly
half	NN	half
were	VBD	be
living	VBG	live
all	DT	all
over	IN	over
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
country	NN	country
.	SENT	.
So	IN	so
this	DT	this
ended	VBN	end
up	IN	up
being	VBG	be
nearly	RB	nearly
a	DT	a
complete	JJ	complete
redistribution	NN	redistribution
of	IN	of
part	NN	part
of	IN	of
an	DT	an
entire	JJ	entire
people	NNS	people
.	SENT	.
This	DT	this
Great	NP	Great
Migration	NN	migration
was	VBD	be
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
American	JJ	American
history	NN	history
that	IN	that
the	DT	the
lowest	JJS	low
caste	NN	caste
people	NNS	people
signaled	VBD	signal
that	IN	that
they	PP	they
had	VBD	have
options	NNS	option
and	CC	and
were	VBD	be
willing	JJ	willing
to	TO	to
take	VB	take
them	PP	them
.	SENT	.
That	DT	that
had	VBD	have
not	RB	not
happened	VBN	happen
in	IN	in
the	DT	the
three	CD	three
centuries	NNS	century
in	IN	in
which	WDT	which
African	NP	African
Americans	NPS	Americans
had	VBD	have
been	VBN	be
on	IN	on
that	DT	that
soil	NN	soil
at	IN	at
that	DT	that
time	NN	time
.	SENT	.
It	PP	it
had	VBD	have
not	RB	not
happened	VBN	happen
in	IN	in
12	CD	@card@
generations	NNS	generation
of	IN	of
enslavement	NN	enslavement
that	WDT	that
preceded	VBD	precede
nearly	RB	nearly
a	DT	a
century	NN	century
of	IN	of
Jim	NP	Jim
Crow	NP	Crow
.	SENT	.
How	WRB	how
many	DT	many
"	``	"
greats	NNS	great
"	''	"
do	VBP	do
you	PP	you
have	VBP	have
to	TO	to
add	VB	add
to	TO	to
the	DT	the
word	NN	word
"	``	"
grandparent	NN	grandparent
"	''	"
to	TO	to
begin	VB	begin
to	TO	to
imagine	VB	imagine
how	WRB	how
long	JJ	long
enslavement	NN	enslavement
lasted	VBN	last
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
?	SENT	?
Secondly	RB	secondly
,	,	,
this	DT	this
Great	NP	Great
Migration	NN	migration
was	VBD	be
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
American	JJ	American
history	NN	history
that	IN	that
the	DT	the
lowest	JJS	low
caste	NN	caste
people	NNS	people
actually	RB	actually
had	VBD	have
a	DT	a
chance	NN	chance
to	TO	to
choose	VB	choose
for	IN	for
themselves	PP	themselves
what	WP	what
they	PP	they
would	MD	would
do	VB	do
with	IN	with
their	PP$	their
God-given	JJ	god-given
talents	NNS	talent
and	CC	and
where	WRB	where
they	PP	they
would	MD	would
pursue	VB	pursue
them	PP	them
.	SENT	.
Think	VB	think
about	IN	about
those	DT	those
cotton	NN	cotton
fields	NNS	field
and	CC	and
those	DT	those
rice	NN	rice
plantations	NNS	plantation
and	CC	and
those	DT	those
tobacco	NN	tobacco
fields	NNS	field
and	CC	and
those	DT	those
sugar	NN	sugar
plantations	NNS	plantation
.	SENT	.
On	IN	on
those	DT	those
sugar	NN	sugar
plantations	NNS	plantation
,	,	,
and	CC	and
on	IN	on
those	DT	those
tobacco	NN	tobacco
fields	NNS	field
,	,	,
and	CC	and
on	IN	on
those	DT	those
rice	NN	rice
plantations	NNS	plantation
,	,	,
and	CC	and
on	IN	on
those	DT	those
cotton	NN	cotton
fields	NNS	field
were	VBD	be
opera	NN	opera
singers	NNS	singer
,	,	,
jazz	NN	jazz
musicians	NNS	musician
,	,	,
playwrights	NNS	playwright
,	,	,
novelists	NNS	novelist
,	,	,
surgeons	NNS	surgeon
,	,	,
attorneys	NNS	attorney
,	,	,
accountants	NNS	accountant
,	,	,
professors	NNS	professor
,	,	,
journalists	NNS	journalist
.	SENT	.
And	CC	and
how	WRB	how
do	VBP	do
we	PP	we
know	VBP	know
that	RB	that
?	SENT	?
We	PP	we
know	VBP	know
that	IN	that
because	IN	because
that	DT	that
is	VBZ	be
what	WP	what
they	PP	they
and	CC	and
their	PP$	their
children	NNS	child
and	CC	and
now	RB	now
their	PP$	their
grandchildren	NNS	grandchild
and	CC	and
even	JJ	even
great-grandchildren	NNS	great-grandchild
have	VBP	have
often	RB	often
chosen	VBN	choose
to	TO	to
become	VB	become
once	IN	once
they	PP	they
had	VBD	have
the	DT	the
chance	NN	chance
to	TO	to
choose	VB	choose
for	IN	for
themselves	PP	themselves
what	WP	what
they	PP	they
would	MD	would
do	VB	do
with	IN	with
their	PP$	their
God-given	JJ	god-given
talents	NNS	talent
.	SENT	.
Without	IN	without
the	DT	the
Great	JJ	great
Migration	NN	migration
,	,	,
there	EX	there
might	MD	might
not	RB	not
have	VB	have
been	VBN	be
a	DT	a
Toni	NP	Toni
Morrison	NP	Morrison
as	IN	as
we	PP	we
now	RB	now
know	VBP	know
her	PP	her
to	TO	to
be	VB	be
.	SENT	.
Her	PP$	her
parents	NNS	parent
were	VBD	be
from	IN	from
Alabama	NP	Alabama
and	CC	and
from	IN	from
Georgia	NP	Georgia
.	SENT	.
They	PP	they
migrated	VBD	migrate
to	TO	to
Ohio	NP	Ohio
,	,	,
