How	WRB	how
companion	NN	companion
—	:	-
the	DT	the
Earth	NN	earth
is	VBZ	be
alive	JJ	alive
,	,	,
pulsing	VBG	pulse
with	IN	with
creative	JJ	creative
and	CC	and
destructive	JJ	destructive
forces	NNS	force
that	WDT	that
power	VBP	power
its	PP$	its
geological	JJ	geological
metabolism	NN	metabolism
.	SENT	.
Lunar	JJ	lunar
rocks	NNS	rock
brought	VBD	bring
back	RB	back
by	IN	by
the	DT	the
Apollo	NP	Apollo
astronauts	NNS	astronaut
all	DT	all
date	NN	date
back	RB	back
to	TO	to
about	IN	about
the	DT	the
age	NN	age
of	IN	of
the	DT	the
Solar	NP	Solar
System	NP	System
.	SENT	.
Moon	NP	Moon
rocks	NNS	rock
are	VBP	be
forever	RB	forever
.	SENT	.
Earth	NN	earth
rocks	NNS	rock
,	,	,
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
face	VBP	face
the	DT	the
perils	NNS	peril
of	IN	of
a	DT	a
living	VBG	live
lithosphere	NN	lithosphere
.	SENT	.
All	DT	all
will	MD	will
suffer	VB	suffer
ruination	NN	ruination
,	,	,
through	IN	through
some	DT	some
combination	NN	combination
of	IN	of
mutilation	NN	mutilation
,	,	,
compression	NN	compression
,	,	,
folding	NN	folding
,	,	,
tearing	VBG	tear
,	,	,
scorching	VBG	scorch
and	CC	and
baking	VBG	bake
.	SENT	.
Thus	RB	thus
,	,	,
the	DT	the
volumes	NNS	volume
of	IN	of
Earth	NP	Earth
history	NN	history
are	VBP	be
incomplete	JJ	incomplete
and	CC	and
disheveled	VBN	dishevel
.	SENT	.
The	DT	the
library	NN	library
is	VBZ	be
vast	JJ	vast
and	CC	and
magnificent	JJ	magnificent
—	:	-
but	CC	but
decrepit	JJ	decrepit
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
this	DT	this
tattered	VBN	tatter
complexity	NN	complexity
in	IN	in
the	DT	the
rock	NN	rock
record	NN	record
that	WDT	that
obscured	VBD	obscure
its	PP$	its
meaning	NN	meaning
until	IN	until
relatively	RB	relatively
recently	RB	recently
.	SENT	.
Nature	NN	nature
provided	VBD	provide
no	DT	no
card	NN	card
catalog	NN	catalog
for	IN	for
geologists	NNS	geologist
—	:	-
this	DT	this
would	MD	would
have	VB	have
to	TO	to
be	VB	be
invented	VBN	invent
.	SENT	.
Five	CD	five
thousand	CD	thousand
years	NNS	year
after	IN	after
the	DT	the
Sumerians	NP	<unknown>
learned	VBD	learn
to	TO	to
record	VB	record
their	PP$	their
thoughts	NNS	thought
on	IN	on
clay	NN	clay
tablets	NNS	tablet
,	,	,
the	DT	the
Earth	NN	earth
'	POS	'
s	NN	S
volumes	NNS	volume
remained	VBD	remain
inscrutable	JJ	inscrutable
to	TO	to
humans	NNS	human
.	SENT	.
We	PP	we
were	VBD	be
geologically	RB	geologically
illiterate	JJ	illiterate
,	,	,
unaware	JJ	unaware
of	IN	of
the	DT	the
antiquity	NN	antiquity
of	IN	of
our	PP$	our
own	JJ	own
planet	NN	planet
and	CC	and
ignorant	JJ	ignorant
of	IN	of
our	PP$	our
connection	NN	connection
to	TO	to
deep	JJ	deep
time	NN	time
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
until	IN	until
the	DT	the
turn	NN	turn
of	IN	of
the	DT	the
19th	JJ	19th
century	NN	century
that	IN	that
our	PP$	our
blinders	NN	blinders
were	VBD	be
removed	VBN	remove
,	,	,
first	RB	first
,	,	,
with	IN	with
the	DT	the
publication	NN	publication
of	IN	of
James	NP	James
Hutton	NP	Hutton
'	POS	'
s	NN	S
"	``	"
Theory	NN	theory
of	IN	of
the	DT	the
Earth	NN	earth
,	,	,
"	''	"
in	IN	in
which	WDT	which
he	PP	he
told	VBD	tell
us	PP	us
that	IN	that
the	DT	the
Earth	NN	earth
reveals	VBZ	reveal
no	DT	no
vestige	NN	vestige
of	IN	of
a	DT	a
beginning	NN	beginning
and	CC	and
no	DT	no
prospect	NN	prospect
of	IN	of
an	DT	an
end	NN	end
;	:	;
and	CC	and
then	RB	then
,	,	,
with	IN	with
the	DT	the
printing	NN	printing
of	IN	of
William	NP	William
Smith	NP	Smith
'	POS	'
s	JJ	<unknown>
map	NN	map
of	IN	of
Britain	NP	Britain
,	,	,
the	DT	the
first	JJ	first
country-scale	JJ	<unknown>
geological	JJ	geological
map	NN	map
,	,	,
giving	VBG	give
us	PP	us
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
predictive	JJ	predictive
insight	NN	insight
into	IN	into
where	WRB	where
certain	JJ	certain
types	NNS	type
of	IN	of
rocks	NNS	rock
might	MD	might
occur	VB	occur
.	SENT	.
After	IN	after
that	DT	that
,	,	,
you	PP	you
could	MD	could
say	VB	say
things	NNS	thing
like	IN	like
,	,	,
"	``	"
If	IN	if
we	PP	we
go	VBP	go
over	RP	over
there	RB	there
,	,	,
we	PP	we
should	MD	should
be	VB	be
in	IN	in
the	DT	the
Jurassic	JJ	Jurassic
,	,	,
"	''	"
or	CC	or
,	,	,
"	``	"
If	IN	if
we	PP	we
go	VBP	go
up	RP	up
over	IN	over
that	DT	that
hill	NN	hill
,	,	,
we	PP	we
should	MD	should
find	VB	find
the	DT	the
Cretaceous	JJ	Cretaceous
.	SENT	.
"	''	"
So	RB	so
now	RB	now
,	,	,
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
find	VB	find
trilobites	NNS	trilobite
,	,	,
get	VB	get
yourself	PP	yourself
a	DT	a
good	JJ	good
geological	JJ	geological
map	NN	map
and	CC	and
go	VB	go
to	TO	to
the	DT	the
rocks	NNS	rock
of	IN	of
the	DT	the
Paleozoic	NP	<unknown>
.	SENT	.
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
find	VB	find
dinosaurs	NNS	dinosaur
like	IN	like
I	PP	I
do	VBP	do
,	,	,
find	VBP	find
the	DT	the
rocks	NNS	rock
of	IN	of
Mesozoic	JJ	Mesozoic
and	CC	and
go	VB	go
there	RB	there
.	SENT	.
Now	RB	now
of	IN	of
course	NN	course
,	,	,
you	PP	you
can	MD	can
only	RB	only
make	VB	make
a	DT	a
fossil	NN	fossil
in	IN	in
a	DT	a
sedimentary	JJ	sedimentary
rock	NN	rock
,	,	,
a	DT	a
rock	NN	rock
made	VBN	make
by	IN	by
sand	NN	sand
and	CC	and
mud	NN	mud
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
have	VBP	have
a	DT	a
fossil	NN	fossil
in	IN	in
an	DT	an
igneous	JJ	igneous
rock	NN	rock
formed	VBN	form
by	IN	by
magma	NN	magma
,	,	,
like	IN	like
a	DT	a
granite	NN	granite
,	,	,
or	CC	or
in	IN	in
a	DT	a
metamorphic	JJ	metamorphic
rock	NN	rock
that	RB	that
'	POS	'
s	RB	<unknown>
been	VBN	be
heated	VBN	heat
and	CC	and
squeezed	VBN	squeeze
.	SENT	.
And	CC	and
you	PP	you
have	VBP	have
to	TO	to
get	VB	get
yourself	PP	yourself
in	IN	in
a	DT	a
desert	NN	desert
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
that	IN	that
dinosaurs	NNS	dinosaur
particularly	RB	particularly
lived	VBD	live
in	IN	in
deserts	NNS	desert
;	:	;
they	PP	they
lived	VBD	live
on	IN	on
every	DT	every
land	NN	land
mass	NN	mass
and	CC	and
in	IN	in
every	DT	every
imaginable	JJ	imaginable
environment	NN	environment
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
that	IN	that
you	PP	you
need	VBP	need
to	TO	to
go	VB	go
to	TO	to
a	DT	a
place	NN	place
that	RB	that
'	POS	'
s	NNS	<unknown>
a	DT	a
desert	NN	desert
today	NN	today
,	,	,
a	DT	a
place	NN	place
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
too	RB	too
many	JJ	many
plants	NNS	plant
covering	VBG	cover
up	RP	up
the	DT	the
rocks	NNS	rock
,	,	,
and	CC	and
a	DT	a
place	NN	place
where	WRB	where
erosion	NN	erosion
is	VBZ	be
always	RB	always
exposing	VBG	expose
new	JJ	new
bones	NNS	bone
at	IN	at
the	DT	the
surface	NN	surface
.	SENT	.
So	RB	so
find	VB	find
those	DT	those
three	CD	three
things	NNS	thing
:	:	:
rocks	NNS	rock
of	IN	of
the	DT	the
right	JJ	right
age	NN	age
,	,	,
that	WDT	that
are	VBP	be
sedimentary	JJ	sedimentary
rocks	NNS	rock
,	,	,
in	IN	in
a	DT	a
desert	NN	desert
,	,	,
and	CC	and
get	VB	get
yourself	PP	yourself
on	IN	on
the	DT	the
ground	NN	ground
,	,	,
and	CC	and
you	PP	you
literally	RB	literally
walk	VBP	walk
until	IN	until
you	PP	you
see	VBP	see
a	DT	a
bone	NN	bone
sticking	VBG	stick
out	RP	out
of	IN	of
the	DT	the
rock	NN	rock
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
picture	NN	picture
that	IN	that
I	PP	I
took	VBD	take
in	IN	in
Southern	NP	Southern
Patagonia	NP	Patagonia
.	SENT	.
Every	DT	every
pebble	NN	pebble
that	IN	that
you	PP	you
see	VBP	see
on	IN	on
the	DT	the
ground	NN	ground
there	EX	there
is	VBZ	be
a	DT	a
piece	NN	piece
of	IN	of
dinosaur	NN	dinosaur
bone	NN	bone
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
in	IN	in
that	DT	that
right	JJ	right
situation	NN	situation
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
question	NN	question
of	IN	of
whether	IN	whether
you	PP	you
'	POS	'
ll	NNS	<unknown>
find	VBP	find
fossils	NNS	fossil
or	CC	or
not	RB	not
;	:	;
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
find	VB	find
fossils	NNS	fossil
.	SENT	.
The	DT	the
question	NN	question
is	VBZ	be
:	:	:
Will	MD	will
you	PP	you
find	VB	find
something	NN	something
that	WDT	that
is	VBZ	be
scientifically	RB	scientifically
significant	JJ	significant
?	SENT	?
And	CC	and
to	TO	to
help	VB	help
with	IN	with
that	DT	that
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
add	VB	add
a	DT	a
fourth	JJ	fourth
part	NN	part
to	TO	to
our	PP$	our
formula	NN	formula
,	,	,
which	WDT	which
is	VBZ	be
this	DT	this
:	:	:
get	VB	get
as	RB	as
far	RB	far
away	RB	away
from	IN	from
other	JJ	other
paleontologists	NNS	paleontologist
as	IN	as
possible	JJ	possible
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
that	IN	that
I	PP	I
don	VB	don
'	''	'
t	NN	t
like	IN	like
other	JJ	other
paleontologists	NNS	paleontologist
.	SENT	.
When	WRB	when
you	PP	you
go	VBP	go
to	TO	to
a	DT	a
place	NN	place
that	RB	that
'	POS	'
s	NN	S
relatively	RB	relatively
unexplored	VBN	unexplore
,	,	,
you	PP	you
have	VBP	have
a	DT	a
much	RB	much
better	JJR	good
chance	NN	chance
of	IN	of
not	RB	not
only	RB	only
finding	VBG	find
fossils	NNS	fossil
but	CC	but
of	IN	of
finding	VBG	find
something	NN	something
that	RB	that
'	POS	'
s	NN	S
new	JJ	new
to	TO	to
science	NN	science
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
my	PP$	my
formula	NN	formula
for	IN	for
finding	VBG	find
dinosaurs	NNS	dinosaur
,	,	,
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
applied	VBD	apply
it	PP	it
all	DT	all
around	RP	around
the	DT	the
world	NN	world
.	SENT	.
In	IN	in
the	DT	the
austral	JJ	austral
summer	NN	summer
of	IN	of
2004	CD	@card@
,	,	,
I	PP	I
went	VBD	go
to	TO	to
the	DT	the
bottom	NN	bottom
of	IN	of
South	NP	South
America	NP	America
,	,	,
to	TO	to
the	DT	the
bottom	NN	bottom
of	IN	of
Patagonia	NP	Patagonia
,	,	,
Argentina	NP	Argentina
,	,	,
to	TO	to
prospect	NN	prospect
for	IN	for
dinosaurs	NNS	dinosaur
:	:	:
a	DT	a
place	NN	place
that	WDT	that
had	VBD	have
terrestrial	JJ	terrestrial
sedimentary	JJ	sedimentary
rocks	NNS	rock
of	IN	of
the	DT	the
right	JJ	right
age	NN	age
,	,	,
in	IN	in
a	DT	a
desert	NN	desert
,	,	,
a	DT	a
place	NN	place
that	WDT	that
had	VBD	have
been	VBN	be
barely	RB	barely
visited	VBN	visit
by	IN	by
paleontologists	NNS	paleontologist
.	SENT	.
And	CC	and
we	PP	we
found	VBD	find
this	DT	this
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
femur	NN	femur
,	,	,
a	DT	a
thigh	NN	thigh
bone	NN	bone
,	,	,
of	IN	of
a	DT	a
giant	NN	giant
,	,	,
plant-eating	VBG	plant-eat
dinosaur	NN	dinosaur
.	SENT	.
That	DT	that
bone	NN	bone
is	VBZ	be
2	CD	@card@
.	SENT	.
2	CD	@card@
meters	NNS	meter
across	IN	across
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
over	IN	over
seven	CD	seven
feet	NNS	foot
long	RB	long
.	SENT	.
Now	RB	now
,	,	,
unfortunately	RB	unfortunately
,	,	,
that	DT	that
bone	NN	bone
was	VBD	be
isolated	VBN	isolate
.	SENT	.
We	PP	we
dug	VBD	dig
and	CC	and
dug	VBD	dig
and	CC	and
dug	VBD	dig
,	,	,
and	CC	and
there	RB	there
wasn	NP	<unknown>
'	POS	'
t	NN	t
another	DT	another
bone	NN	bone
around	RB	around
.	SENT	.
But	CC	but
it	PP	it
made	VBD	make
us	PP	us
hungry	JJ	hungry
to	TO	to
go	VB	go
back	RB	back
the	DT	the
next	JJ	next
year	NN	year
for	IN	for
more	RBR	more
.	SENT	.
And	CC	and
on	IN	on
the	DT	the
first	JJ	first
day	NN	day
of	IN	of
that	DT	that
next	JJ	next
field	NN	field
season	NN	season
,	,	,
I	PP	I
found	VBD	find
this	DT	this
:	:	:
another	DT	another
two-meter	NN	two-meter
femur	NN	femur
,	,	,
only	RB	only
this	DT	this
time	NN	time
not	RB	not
isolated	VBN	isolate
,	,	,
this	DT	this
time	NN	time
associated	VBN	associate
with	IN	with
145	CD	@card@
other	JJ	other
bones	NNS	bone
of	IN	of
a	DT	a
giant	JJ	giant
plant	NN	plant
eater	NN	eater
.	SENT	.
And	CC	and
after	IN	after
three	CD	three
more	JJR	more
hard	JJ	hard
,	,	,
really	RB	really
brutal	JJ	brutal
field	NN	field
seasons	NNS	season
,	,	,
the	DT	the
quarry	NN	quarry
came	VBD	come
to	TO	to
look	VB	look
like	IN	like
this	DT	this
.	SENT	.
And	CC	and
there	EX	there
you	PP	you
see	VBP	see
the	DT	the
tail	NN	tail
of	IN	of
that	DT	that
great	JJ	great
beast	NN	beast
wrapping	VBG	wrap
around	IN	around
me	PP	me
.	SENT	.
The	DT	the
giant	NN	giant
that	WDT	that
lay	VBD	lie
in	IN	in
this	DT	this
grave	NN	grave
,	,	,
the	DT	the
new	JJ	new
species	NN	species
of	IN	of
dinosaur	NN	dinosaur
,	,	,
we	PP	we
would	MD	would
eventually	RB	eventually
call	VB	call
"	``	"
Dreadnoughtus	NP	<unknown>
schrani	NP	<unknown>
.	SENT	.
"	``	"
Dreadnoughtus	NP	<unknown>
was	VBD	be
85	CD	@card@
feet	NNS	foot
from	IN	from
snout	NN	snout
to	TO	to
tail	NN	tail
.	SENT	.
It	PP	it
stood	VBD	stand
two-and-a-half	JJ	two-and-a-half
stories	NNS	story
at	IN	at
the	DT	the
shoulder	NN	shoulder
,	,	,
and	CC	and
all	RB	all
fleshed	VBD	flesh
out	RP	out
in	IN	in
life	NN	life
,	,	,
it	PP	it
weighed	VBD	weigh
65	CD	@card@
tons	NNS	ton
.	SENT	.
People	NNS	people
ask	VBP	ask
me	PP	me
sometimes	RB	sometimes
,	,	,
"	''	"
Was	VBD	be
Dreadnoughtus	NN	<unknown>
bigger	JJR	big
than	IN	than
a	DT	a
T	NN	T
.	SENT	.
rex	NP	Rex
?	SENT	?
"	``	"
That	RB	that
'	''	'
s	VBG	<unknown>
the	DT	the
mass	NN	mass
of	IN	of
eight	CD	eight
or	CC	or
nine	CD	nine
T	NN	T
.	SENT	.
rex	NN	rex
.	SENT	.
Now	RB	now
,	,	,
one	CD	one
of	IN	of
the	DT	the
really	RB	really
cool	JJ	cool
things	NNS	thing
about	IN	about
being	VBG	be
a	DT	a
paleontologist	NN	paleontologist
is	VBZ	be
when	WRB	when
you	PP	you
find	VBP	find
a	DT	a
new	JJ	new
species	NN	species
,	,	,
you	PP	you
get	VBP	get
to	TO	to
name	VB	name
it	PP	it
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ve	NN	ve
always	RB	always
thought	VBD	think
it	PP	it
a	DT	a
shame	NN	shame
that	IN	that
these	DT	these
giant	NN	giant
,	,	,
plant-eating	VBG	plant-eat
dinosaurs	NNS	dinosaur
are	VBP	be
too	RB	too
often	RB	often
portrayed	VBN	portray
as	IN	as
passive	JJ	passive
,	,	,
lumbering	JJ	lumbering
platters	NNS	platter
of	IN	of
meat	NN	meat
on	IN	on
the	DT	the
landscape	NN	landscape
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
not	RB	not
.	SENT	.
Big	JJ	big
herbivores	NNS	herbivore
can	MD	can
be	VB	be
surly	JJ	surly
,	,	,
and	CC	and
they	PP	they
can	MD	can
be	VB	be
territorial	JJ	territorial
—	:	-
you	PP	you
do	VBP	do
not	RB	not
want	VB	want
to	TO	to
mess	VB	mess
with	IN	with
a	DT	a
hippo	NN	hippo
or	CC	or
a	DT	a
rhino	NN	rhino
or	CC	or
a	DT	a
water	NN	water
buffalo	NN	buffalo
.	SENT	.
The	DT	the
bison	NN	bison
in	IN	in
Yellowstone	NP	Yellowstone
injure	VBP	injure
far	RB	far
more	JJR	more
people	NNS	people
than	IN	than
do	VBP	do
the	DT	the
grizzly	JJ	grizzly
bears	NNS	bear
.	SENT	.
So	RB	so
can	MD	can
you	PP	you
imagine	VB	imagine
a	DT	a
big	JJ	big
bull	NN	bull
,	,	,
65-ton	NP	<unknown>
Dreadnoughtus	NP	<unknown>
in	IN	in
the	DT	the
breeding	NN	breeding
season	NN	season
,	,	,
defending	VBG	defend
a	DT	a
territory	NN	territory
?	SENT	?
That	DT	that
animal	NN	animal
would	MD	would
have	VB	have
been	VBN	be
incredibly	RB	incredibly
dangerous	JJ	dangerous
,	,	,
a	DT	a
menace	NN	menace
to	TO	to
all	DT	all
around	RP	around
,	,	,
and	CC	and
itself	PP	itself
would	MD	would
have	VB	have
had	VBN	have
nothing	NN	nothing
to	TO	to
fear	VB	fear
.	SENT	.
And	CC	and
thus	RB	thus
the	DT	the
name	NN	name
,	,	,
"	''	"
Dreadnoughtus	NP	<unknown>
,	,	,
"	''	"
or	CC	or
,	,	,
"	''	"
fears	VBZ	fear
nothing	NN	nothing
.	SENT	.
"	''	"
Now	RB	now
,	,	,
to	TO	to
grow	VB	grow
so	RB	so
large	JJ	large
,	,	,
an	DT	an
animal	NN	animal
like	IN	like
Dreadnoughtus	NP	<unknown>
would	MD	would
'	POS	'
ve	NN	ve
had	VBD	have
to	TO	to
have	VB	have
been	VBN	be
a	DT	a
model	NN	model
of	IN	of
efficiency	NN	efficiency
.	SENT	.
That	DT	that
long	JJ	long
neck	NN	neck
and	CC	and
long	RB	long
tail	RB	tail
help	VB	help
it	PP	it
radiate	VB	radiate
heat	NN	heat
into	IN	into
the	DT	the
environment	NN	environment
,	,	,
passively	RB	passively
controlling	VBG	control
its	PP$	its
temperature	NN	temperature
.	SENT	.
And	CC	and
that	DT	that
long	JJ	long
neck	NN	neck
also	RB	also
serves	VBZ	serve
as	IN	as
a	DT	a
super-efficient	JJ	super-efficient
feeding	NN	feeding
mechanism	NN	mechanism
.	SENT	.
Dreadnoughtus	NP	<unknown>
could	MD	could
stand	VB	stand
in	IN	in
one	CD	one
place	NN	place
and	CC	and
with	IN	with
that	DT	that
neck	NN	neck
clear	JJ	clear
out	IN	out
a	DT	a
huge	JJ	huge
envelope	NN	envelope
of	IN	of
vegetation	NN	vegetation
,	,	,
taking	VBG	take
in	IN	in
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
calories	NNS	calorie
while	IN	while
expending	VBG	expend
very	RB	very
few	JJ	few
.	SENT	.
And	CC	and
these	DT	these
animals	NNS	animal
evolved	VBD	evolve
a	DT	a
bulldog-like	JJ	bulldog-like
wide-gait	NN	<unknown>
stance	NN	stance
,	,	,
giving	VBG	give
them	PP	them
immense	JJ	immense
stability	NN	stability
,	,	,
because	IN	because
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
65	CD	@card@
tons	NNS	ton
,	,	,
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
literally	RB	literally
as	RB	as
big	JJ	big
as	IN	as
a	DT	a
house	NN	house
,	,	,
the	DT	the
penalty	NN	penalty
for	IN	for
falling	VBG	fall
over	IN	over
is	VBZ	be
death	NN	death
.	SENT	.
Yeah	RB	yeah
,	,	,
these	DT	these
animals	NNS	animal
are	VBP	be
big	JJ	big
and	CC	and
tough	JJ	tough
,	,	,
but	CC	but
they	PP	they
won	VBD	win
'	''	'
t	NN	t
take	VB	take
a	DT	a
blow	NN	blow
like	IN	like
that	DT	that
.	SENT	.
