How	WRB	how
.	SENT	.
So	RB	so
to	TO	to
kick-start	VB	kick-start
this	DT	this
almost	RB	almost
non-existent	JJ	non-existent
market	NN	market
,	,	,
we	PP	we
launched	VBD	launch
our	PP$	our
sustainability	NN	sustainability
fund	NN	fund
and	CC	and
committed	VBN	commit
to	TO	to
spend	VB	spend
a	DT	a
minimum	NN	minimum
of	IN	of
five	CD	five
million	CD	million
dollars	NNS	dollar
every	DT	every
year	NN	year
on	IN	on
the	DT	the
most	RBS	most
promising	JJ	promising
solutions	NNS	solution
.	SENT	.
Now	RB	now
,	,	,
obviously	RB	obviously
we	PP	we
need	VBP	need
deep	JJ	deep
emissions	NNS	emission
reductions	NNS	reduction
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
disputing	VBG	dispute
that	DT	that
.	SENT	.
But	CC	but
alongside	IN	alongside
this	DT	this
,	,	,
we	PP	we
also	RB	also
need	VBP	need
to	TO	to
build	VB	build
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
capacity	NN	capacity
to	TO	to
pull	VB	pull
ten	CD	ten
gigatons	NNS	<unknown>
of	IN	of
carbon	NN	carbon
dioxide	NN	dioxide
out	IN	out
of	IN	of
the	DT	the
sky	NN	sky
,	,	,
every	DT	every
year	NN	year
,	,	,
by	IN	by
2050	CD	@card@
.	SENT	.
Now	RB	now
,	,	,
at	IN	at
the	DT	the
time	NN	time
,	,	,
five	CD	five
million	CD	million
was	VBD	be
a	DT	a
big	JJ	big
number	NN	number
,	,	,
and	CC	and
it	PP	it
was	VBD	be
a	DT	a
really	RB	really
big	JJ	big
number	NN	number
to	TO	to
spend	VB	spend
on	IN	on
something	NN	something
in	IN	in
its	PP$	its
infancy	NN	infancy
.	SENT	.
And	CC	and
we	PP	we
thought	VBD	think
we	PP	we
were	VBD	be
doing	VBG	do
something	NN	something
significant	JJ	significant
.	SENT	.
But	CC	but
then	RB	then
we	PP	we
totally	RB	totally
hit	VBD	hit
a	DT	a
wall	NN	wall
.	SENT	.
We	PP	we
weren	NNS	<unknown>
'	POS	'
t	NN	t
even	RB	even
thinking	VBG	think
at	IN	at
the	DT	the
right	JJ	right
scale	NN	scale
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
build	VB	build
massive	JJ	massive
facilities	NNS	facility
capable	JJ	capable
of	IN	of
pulling	VBG	pull
one	CD	one
million	CD	million
tons	NNS	ton
of	IN	of
carbon	NN	carbon
dioxide	NN	dioxide
out	IN	out
of	IN	of
the	DT	the
air	NN	air
every	DT	every
year	NN	year
,	,	,
and	CC	and
we	PP	we
need	VBP	need
thousands	NNS	thousand
of	IN	of
them	PP	them
.	SENT	.
And	CC	and
in	IN	in
order	NN	order
to	TO	to
do	VB	do
that	IN	that
,	,	,
we	PP	we
need	VBP	need
project	NN	project
financing	NN	financing
of	IN	of
about	RB	about
one	CD	one
billion	NN	billion
dollars	NNS	dollar
per	IN	per
plant	NN	plant
.	SENT	.
Now	RB	now
,	,	,
to	TO	to
put	VB	put
that	IN	that
into	IN	into
perspective	NN	perspective
,	,	,
our	PP$	our
five-million-dollar	JJ	<unknown>
annual	JJ	annual
budget	NN	budget
would	MD	would
probably	RB	probably
buy	VB	buy
about	IN	about
10	CD	@card@
,	,	,
000	CD	@card@
tons	NNS	ton
of	IN	of
carbon	NN	carbon
removal	NN	removal
every	DT	every
year	NN	year
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
tiny	JJ	tiny
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
only	RB	only
one	CD	one
percent	NN	percent
of	IN	of
the	DT	the
annual	JJ	annual
capacity	NN	capacity
of	IN	of
the	DT	the
size	NN	size
of	IN	of
the	DT	the
facilities	NNS	facility
we	PP	we
need	VBP	need
.	SENT	.
And	CC	and
like	IN	like
I	PP	I
said	VBD	say
,	,	,
we	PP	we
need	VBP	need
thousands	NNS	thousand
of	IN	of
them	PP	them
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ve	NN	ve
learned	VBD	learn
that	IN	that
in	IN	in
order	NN	order
to	TO	to
move	VB	move
the	DT	the
dial	NN	dial
on	IN	on
climate	NN	climate
and	CC	and
to	TO	to
build	VB	build
the	DT	the
necessary	JJ	necessary
infrastructure	NN	infrastructure
,	,	,
we	PP	we
need	VBP	need
more	JJR	more
money	NN	money
,	,	,
way	RB	way
more	JJR	more
money	NN	money
.	SENT	.
And	CC	and
in	IN	in
order	NN	order
to	TO	to
do	VB	do
that	IN	that
,	,	,
we	PP	we
need	VBP	need
collaborations	NNS	collaboration
and	CC	and
we	PP	we
need	VBP	need
structures	NNS	structure
that	WDT	that
leverage	VBP	leverage
the	DT	the
significant	JJ	significant
power	NN	power
of	IN	of
capital	NN	capital
to	TO	to
create	VB	create
even	RB	even
bigger	JJR	big
effects	NNS	effect
.	SENT	.
So	RB	so
now	RB	now
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
tell	VB	tell
you	PP	you
about	IN	about
what	WP	what
we	PP	we
did	VBD	do
next	JJ	next
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
mechanism	NN	mechanism
that	IN	that
we	PP	we
launched	VBD	launch
alongside	IN	alongside
four	CD	four
other	JJ	other
companies	NNS	company
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
an	DT	an
AMC	NP	AMC
.	SENT	.
AMC	NP	AMC
stands	VBZ	stand
for	IN	for
Advance	NP	Advance
Market	NP	Market
Commitment	NN	commitment
,	,	,
and	CC	and
this	DT	this
one	CD	one
'	POS	'
s	NNS	<unknown>
designed	VBN	design
to	TO	to
help	VB	help
guarantee	VB	guarantee
a	DT	a
future	JJ	future
market	NN	market
for	IN	for
carbon	NN	carbon
removal	NN	removal
by	IN	by
trying	VBG	try
to	TO	to
de-risk	VB	<unknown>
the	DT	the
R	NP	R
and	CC	and
D	NP	D
investment	NN	investment
and	CC	and
capital	NN	capital
expenditures	NNS	expenditure
needed	VBN	need
to	TO	to
scale	VB	scale
carbon	NN	carbon
removal	NN	removal
and	CC	and
grow	VB	grow
that	DT	that
industry	NN	industry
.	SENT	.
Now	RB	now
,	,	,
why	WRB	why
I	PP	I
think	VBP	think
this	DT	this
is	VBZ	be
such	PDT	such
a	DT	a
promising	JJ	promising
approach	NN	approach
is	VBZ	be
because	IN	because
it	PP	it
'	POS	'
s	NN	S
not	RB	not
new	JJ	new
.	SENT	.
AMCs	NNS	<unknown>
have	VBP	have
been	VBN	be
used	VBN	use
in	IN	in
the	DT	the
past	NN	past
in	IN	in
the	DT	the
health	NN	health
care	NN	care
sector	NN	sector
to	TO	to
encourage	VB	encourage
and	CC	and
accelerate	VB	accelerate
the	DT	the
development	NN	development
of	IN	of
vaccines	NNS	vaccine
.	SENT	.
It	PP	it
worked	VBD	work
by	IN	by
essentially	RB	essentially
guaranteeing	VBG	guarantee
the	DT	the
economic	JJ	economic
viability	NN	viability
of	IN	of
production	NN	production
by	IN	by
setting	VBG	set
a	DT	a
price	NN	price
in	IN	in
advance	NN	advance
.	SENT	.
This	DT	this
meant	VBD	mean
that	IN	that
companies	NNS	company
could	MD	could
justify	VB	justify
the	DT	the
R	NP	R
and	CC	and
D	NP	D
resources	NNS	resource
needed	VBD	need
to	TO	to
develop	VB	develop
the	DT	the
vaccine	NN	vaccine
as	RB	as
well	RB	well
as	IN	as
the	DT	the
costs	NNS	cost
associated	VBN	associate
with	IN	with
bringing	VBG	bring
it	PP	it
to	TO	to
market	NN	market
.	SENT	.
They	PP	they
just	RB	just
needed	VBD	need
to	TO	to
know	VB	know
that	DT	that
someone	NN	someone
was	VBD	be
going	VBG	go
to	TO	to
buy	VB	buy
their	PP$	their
product	NN	product
at	IN	at
a	DT	a
set	VBN	set
price	NN	price
.	SENT	.
So	IN	so
this	DT	this
AMC	NP	AMC
borrows	VBZ	borrow
the	DT	the
idea	NN	idea
of	IN	of
a	DT	a
purchase	NN	purchase
guarantee	NN	guarantee
to	TO	to
try	VB	try
to	TO	to
accelerate	VB	accelerate
the	DT	the
development	NN	development
and	CC	and
scaling	NN	scaling
of	IN	of
carbon	NN	carbon
removal	NN	removal
.	SENT	.
And	CC	and
to	TO	to
do	VB	do
that	IN	that
,	,	,
we	PP	we
set	VBD	set
up	RP	up
a	DT	a
fund	NN	fund
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
pretty	RB	pretty
big	JJ	big
fund	NN	fund
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
nearly	RB	nearly
one	CD	one
billion	NN	billion
dollars	NNS	dollar
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
called	VBD	call
Frontier	NP	Frontier
.	SENT	.
But	CC	but
Frontier	NP	Frontier
has	VBZ	have
to	TO	to
overcome	VB	overcome
some	DT	some
significant	JJ	significant
differences	NNS	difference
between	IN	between
vaccine	NN	vaccine
development	NN	development
and	CC	and
carbon	NN	carbon
removal	NN	removal
.	SENT	.
First	RB	first
,	,	,
vaccine	NN	vaccine
development	NN	development
has	VBZ	have
been	VBN	be
done	VBN	do
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
largely	RB	largely
worked	VBD	work
out	RP	out
the	DT	the
supply	NN	supply
chain	NN	chain
and	CC	and
infrastructure	NN	infrastructure
challenges	NNS	challenge
,	,	,
the	DT	the
operational	JJ	operational
issues	NNS	issue
and	CC	and
the	DT	the
policy	NN	policy
definitions	NNS	definition
.	SENT	.
But	CC	but
for	IN	for
carbon	NN	carbon
removal	NN	removal
,	,	,
this	DT	this
is	VBZ	be
essentially	RB	essentially
still	RB	still
a	DT	a
new	JJ	new
industry	NN	industry
that	WDT	that
faces	VBZ	face
all	DT	all
of	IN	of
these	DT	these
hurdles	NNS	hurdle
.	SENT	.
For	IN	for
example	NN	example
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
carbon	NN	carbon
removal	NN	removal
technologies	NNS	technology
rely	VBP	rely
on	IN	on
clean	JJ	clean
power	NN	power
to	TO	to
operate	VB	operate
because	IN	because
if	IN	if
they	PP	they
don	NN	don
'	POS	'
t	NN	t
,	,	,
they	PP	they
'	POS	'
ll	NNS	<unknown>
emit	VBP	emit
more	JJR	more
carbon	NN	carbon
dioxide	NN	dioxide
than	IN	than
they	PP	they
capture	VBP	capture
.	SENT	.
But	CC	but
clean	JJ	clean
power	NN	power
does	VBZ	do
not	RB	not
exist	VB	exist
today	NN	today
at	IN	at
the	DT	the
scale	NN	scale
and	CC	and
distribution	NN	distribution
we	PP	we
need	VBP	need
.	SENT	.
Second	RB	second
,	,	,
vaccines	NNS	vaccine
are	VBP	be
developed	VBN	develop
by	IN	by
established	JJ	established
companies	NNS	company
with	IN	with
deep	JJ	deep
R	NP	R
and	CC	and
D	NP	D
teams	NNS	team
and	CC	and
experience	NN	experience
.	SENT	.
Whereas	IN	whereas
today	NN	today
,	,	,
carbon	NN	carbon
removal	NN	removal
largely	RB	largely
exists	VBZ	exist
on	IN	on
paper	NN	paper
,	,	,
in	IN	in
the	DT	the
lab	NN	lab
or	CC	or
at	IN	at
the	DT	the
start-up	JJ	start-up
stage	NN	stage
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
only	RB	only
a	DT	a
handful	NN	handful
of	IN	of
companies	NNS	company
worldwide	RB	worldwide
right	RB	right
now	RB	now
that	DT	that
are	VBP	be
any	DT	any
further	RBR	further
along	RB	along
.	SENT	.
Third	JJ	third
,	,	,
the	DT	the
manufacturing	NN	manufacturing
facilities	NNS	facility
for	IN	for
vaccines	NNS	vaccine
already	RB	already
exist	VBP	exist
at	IN	at
scale	NN	scale
.	SENT	.
But	CC	but
for	IN	for
carbon	NN	carbon
removal	NN	removal
,	,	,
the	DT	the
largest	JJS	large
facility	NN	facility
in	IN	in
operation	NN	operation
today	NN	today
is	VBZ	be
Climeworks	NP	Climeworks
'	POS	'
s	NN	S
as	IN	as
Orca	NP	Orca
plant	NN	plant
in	IN	in
Iceland	NP	Iceland
.	SENT	.
It	PP	it
has	VBZ	have
an	DT	an
annual	JJ	annual
capacity	NN	capacity
of	IN	of
4	CD	@card@
,	,	,
000	CD	@card@
tonnes	NNS	tonne
,	,	,
which	WDT	which
is	VBZ	be
orders	NNS	order
of	IN	of
magnitude	NN	magnitude
less	JJR	less
than	IN	than
what	WP	what
we	PP	we
need	VBP	need
.	SENT	.
This	DT	this
means	VBZ	mean
that	DT	that
today	NN	today
there	RB	there
'	POS	'
s	NNS	<unknown>
no	DT	no
company	NN	company
or	CC	or
facility	NN	facility
in	IN	in
operation	NN	operation
that	WDT	that
can	MD	can
respond	VB	respond
to	TO	to
the	DT	the
demand	NN	demand
signal	NN	signal
of	IN	of
Frontier	NP	Frontier
.	SENT	.
So	RB	so
to	TO	to
summarize	VB	summarize
,	,	,
for	IN	for
vaccine	NN	vaccine
development	NN	development
,	,	,
all	PDT	all
these	DT	these
companies	NNS	company
needed	VBN	need
as	IN	as
an	DT	an
incentive	NN	incentive
was	VBD	be
a	DT	a
dollar	NN	dollar
sign	NN	sign
.	SENT	.
They	PP	they
had	VBD	have
everything	NN	everything
they	PP	they
needed	VBD	need
to	TO	to
jump	VB	jump
into	IN	into
action	NN	action
and	CC	and
respond	VB	respond
.	SENT	.
But	CC	but
today	NN	today
,	,	,
carbon	NN	carbon
removal	NN	removal
needs	VBZ	need
so	RB	so
much	RB	much
more	RBR	more
.	SENT	.
Even	RB	even
though	IN	though
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
different	JJ	different
ways	NNS	way
to	TO	to
approach	VB	approach
this	DT	this
,	,	,
I	PP	I
do	VBP	do
believe	VB	believe
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
significant	JJ	significant
market	NN	market
signal	NN	signal
that	IN	that
Shopify	NP	<unknown>
,	,	,
alongside	IN	alongside
Stripe	NN	stripe
,	,	,
Alphabet	NN	alphabet
,	,	,
Meta	NP	Meta
and	CC	and
McKinsey	NP	McKinsey
Sustainability	NN	sustainability
have	VBP	have
committed	VBN	commit
to	TO	to
buying	VBG	buy
nearly	RB	nearly
one	CD	one
billion	NN	billion
dollars	NNS	dollar
combined	VBN	combine
of	IN	of
the	DT	the
product	NN	product
.	SENT	.
But	CC	but
the	DT	the
carbon	NN	carbon
removal	NN	removal
ecosystem	NN	ecosystem
is	VBZ	be
underdeveloped	JJ	underdeveloped
.	SENT	.
Even	RB	even
though	IN	though
Frontier	NP	Frontier
is	VBZ	be
essentially	RB	essentially
helping	VBG	help
to	TO	to
underwrite	VB	underwrite
all	DT	all
of	IN	of
the	DT	the
broad	JJ	broad
investment	NN	investment
needed	VBN	need
to	TO	to
scale	VB	scale
carbon	NN	carbon
removal	NN	removal
,	,	,
this	DT	this
is	VBZ	be
an	DT	an
imperfect	JJ	imperfect
application	NN	application
of	IN	of
the	DT	the
advance	NN	advance
market	NN	market
commitment	NN	commitment
mechanism	NN	mechanism
because	IN	because
the	DT	the
carbon	NN	carbon
removal	NN	removal
ecosystem	NN	ecosystem
is	VBZ	be
underdeveloped	JJ	underdeveloped
.	SENT	.
However	RB	however
,	,	,
however	RB	however
,	,	,
this	DT	this
is	VBZ	be
exactly	RB	exactly
what	WP	what
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
to	TO	to
supercharge	VB	supercharge
progress	NN	progress
by	IN	by
accelerating	VBG	accelerate
innovation	NN	innovation
.	SENT	.
It	PP	it
is	VBZ	be
so	RB	so
important	JJ	important
to	TO	to
take	VB	take
chances	NNS	chance
and	CC	and
to	TO	to
experiment	NN	experiment
.	SENT	.
And	CC	and
as	IN	as
buyers	NNS	buyer
of	IN	of
carbon	NN	carbon
removal	NN	removal
,	,	,
we	PP	we
have	VBP	have
an	DT	an
opportunity	NN	opportunity
to	TO	to
stand	VB	stand
up	RP	up
and	CC	and
do	VB	do
our	PP$	our
part	NN	part
to	TO	to
build	VB	build
for	IN	for
the	DT	the
future	NN	future
,	,	,
and	CC	and
this	DT	this
commitment	NN	commitment
does	VBZ	do
just	RB	just
that	RB	that
.	SENT	.
So	RB	so
now	RB	now
we	PP	we
have	VB	have
Frontier	NP	Frontier
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
demand	NN	demand
pull	NN	pull
by	IN	by
providing	VBG	provide
capital	NN	capital
and	CC	and
resources	NNS	resource
through	IN	through
the	DT	the
advanced	JJ	advanced
market	NN	market
commitment	NN	commitment
mechanism	NN	mechanism
.	SENT	.
But	CC	but
what	WP	what
about	IN	about
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
the	DT	the
equation	NN	equation
?	SENT	?
We	PP	we
also	RB	also
need	VBP	need
a	DT	a
supply	NN	supply
push	NN	push
.	SENT	.
To	TO	to
start	VB	start
,	,	,
in	IN	in
addition	NN	addition
to	TO	to
all	DT	all
of	IN	of
the	DT	the
new	JJ	new
climate	NN	climate
companies	NNS	company
being	VBG	be
launched	VBN	launch
,	,	,
we	PP	we
also	RB	also
need	VBP	need
companies	NNS	company
from	IN	from
existing	VBG	exist
industries	NNS	industry
with	IN	with
transferable	JJ	transferable
skills	NNS	skill
to	TO	to
jump	VB	jump
in	RP	in
and	CC	and
start	VB	start
developing	VBG	develop
carbon	NN	carbon
removal	NN	removal
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	RB	about
--	:	--
now	RB	now
,	,	,
don	NN	don
'	POS	'
t	NN	t
get	VB	get
mad	JJ	mad
--	:	--
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	IN	about
industries	NNS	industry
like	IN	like
oil	NN	oil
and	CC	and
gas	NN	gas
,	,	,
mining	NN	mining
,	,	,
manufacturing	NN	manufacturing
,	,	,
infrastructure	NN	infrastructure
and	CC	and
electricity	NN	electricity
,	,	,
who	WP	who
all	RB	all
have	VBP	have
deep	JJ	deep
experience	NN	experience
building	VBG	build
huge	JJ	huge
projects	NNS	project
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
the	DT	the
massive	JJ	massive
scale	NN	scale
that	IN	that
we	PP	we
need	VBP	need
that	IN	that
I	PP	I
was	VBD	be
talking	VBG	talk
about	RB	about
at	IN	at
the	DT	the
beginning	NN	beginning
.	SENT	.
Alongside	IN	alongside
this	DT	this
,	,	,
we	PP	we
also	RB	also
need	VBP	need
to	TO	to
build	VB	build
a	DT	a
robust	JJ	robust
management	NN	management
system	NN	system
to	TO	to
ensure	VB	ensure
that	IN	that
all	DT	all
of	IN	of
these	DT	these
new	JJ	new
carbon-removal	NN	carbon-removal
solutions	NNS	solution
are	VBP	be
in	IN	in
fact	NN	fact
capturing	VBG	capture
more	JJR	more
carbon	NN	carbon
dioxide	NN	dioxide
than	IN	than
they	PP	they
emit	VBP	emit
.	SENT	.
This	DT	this
is	VBZ	be
kind	NN	kind
of	IN	of
along	IN	along
the	DT	the
lines	NNS	line
of	IN	of
the	DT	the
quality	NN	quality
assurance	NN	assurance
,	,	,
quality	NN	quality
control	NN	control
and	CC	and
process	NN	process
trials	NNS	trial
we	PP	we
rely	VBP	rely
on	IN	on
to	TO	to
ensure	VB	ensure
that	IN	that
our	PP$	our
vaccines	NNS	vaccine
are	VBP	be
safe	JJ	safe
and	CC	and
that	IN	that
they	PP	they
work	VBP	work
.	SENT	.
But	CC	but
most	RBS	most
importantly	RB	importantly
,	,	,
we	PP	we
need	VBP	need
more	JJR	more
practice	NN	practice
doing	VBG	do
the	DT	the
actual	JJ	actual
thing	NN	thing
rather	RB	rather
than	IN	than
trying	VBG	try
to	TO	to
get	VB	get
it	PP	it
perfect	JJ	perfect
on	IN	on
paper	NN	paper
.	SENT	.
If	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
try	NN	try
,	,	,
we	PP	we
can	MD	can
'	''	'
t	NN	t
learn	VB	learn
,	,	,
and	CC	and
if	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
learn	VBP	learn
,	,	,
we	PP	we
cannot	MD	can
iterate	VB	iterate
and	CC	and
improve	VB	improve
.	SENT	.
This	DT	this
AMC	NP	AMC
is	VBZ	be
technology-neutral	JJ	technology-neutral
.	SENT	.
Frontier	NN	frontier
sends	VBZ	send
out	RP	out
the	DT	the
demand	NN	demand
signal	NN	signal
,	,	,
but	CC	but
we	PP	we
do	VBP	do
not	RB	not
specify	VB	specify
which	WDT	which
technology	NN	technology
should	MD	should
be	VB	be
used	VBN	use
to	TO	to
meet	VB	meet
it	PP	it
.	SENT	.
But	CC	but
what	WP	what
we	PP	we
do	VBP	do
specify	VB	specify
is	VBZ	be
the	DT	the
quality	NN	quality
standard	NN	standard
we	PP	we
expect	VBP	expect
in	IN	in
order	NN	order
to	TO	to
ensure	VB	ensure
that	DT	that
real	JJ	real
,	,	,
permanent	JJ	permanent
carbon	NN	carbon
removal	NN	removal
took	VBD	take
place	NN	place
at	IN	at
the	DT	the
agreed-upon	NN	<unknown>
price	NN	price
.	SENT	.
Now	RB	now
this	DT	this
arrangement	NN	arrangement
,	,	,
we	PP	we
'	POS	'
re	NN	re
hoping	VBG	hope
,	,	,
should	MD	should
encourage	VB	encourage
experimentation	NN	experimentation
and	CC	and
tight	JJ	tight
iteration	NN	iteration
cycles	NNS	cycle
that	WDT	that
should	MD	should
quickly	RB	quickly
separate	VB	separate
the	DT	the
promising	JJ	promising
solutions	NNS	solution
from	IN	from
all	DT	all
of	IN	of
the	DT	the
distractions	NNS	distraction
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
ground	VB	ground
this	DT	this
in	IN	in
reality	NN	reality
by	IN	by
providing	VBG	provide
three	CD	three
solid	JJ	solid
examples	NNS	example
of	IN	of
companies	NNS	company
who	WP	who
are	VBP	be
already	RB	already
on	IN	on
their	PP$	their
way	NN	way
and	CC	and
some	DT	some
of	IN	of
them	PP	them
are	VBP	be
actually	RB	actually
doing	VBG	do
the	DT	the
thing	NN	thing
.	SENT	.
First	RB	first
,	,	,
we	PP	we
have	VBP	have
Climeworks	NNS	Climework
,	,	,
operating	VBG	operate
in	IN	in
Iceland	NP	Iceland
.	SENT	.
They	PP	they
use	VBP	use
direct	JJ	direct
air	NN	air
capture	NN	capture
machines	NNS	machine
to	TO	to
filter	VB	filter
carbon	NN	carbon
dioxide	NN	dioxide
out	IN	out
of	IN	of
the	DT	the
air	NN	air
and	CC	and
capture	VB	capture
it	PP	it
for	IN	for
storage	NN	storage
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
ve	NN	ve
now	RB	now
since	IN	since
broken	VBN	break
ground	NN	ground
on	IN	on
their	PP$	their
next-scale	JJ	<unknown>
facility	NN	facility
,	,	,
which	WDT	which
should	MD	should
be	VB	be
able	JJ	able
to	TO	to
pull	VB	pull
36	CD	@card@
,	,	,
000	CD	@card@
tons	NNS	ton
of	IN	of
CO2	NP	<unknown>
out	IN	out
of	IN	of
the	DT	the
air	NN	air
.	SENT	.
Next	RB	next
,	,	,
we	PP	we
have	VBP	have
Running	NN	running
Tide	NP	Tide
,	,	,
who	WP	who
sink	VBP	sink
kelp	NN	kelp
deep	JJ	deep
into	IN	into
the	DT	the
open	JJ	open
ocean	NN	ocean
to	TO	to
lock	VB	lock
away	RP	away
carbon	NN	carbon
dioxide	NN	dioxide
that	RB	that
'	POS	'
s	RB	<unknown>
been	VBN	be
captured	VBN	capture
through	IN	through
photosynthesis	NN	photosynthesis
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
currently	RB	currently
working	VBG	work
through	IN	through
their	PP$	their
first-scale	JJ	<unknown>
deployment	NN	deployment
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
building	VBG	build
all	DT	all
of	IN	of
the	DT	the
measurement	NN	measurement
,	,	,
quantification	NN	quantification
and	CC	and
monitoring	NN	monitoring
systems	NNS	system
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
And	CC	and
third	JJ	third
,	,	,
we	PP	we
have	VBP	have
Heirloom	NN	heirloom
,	,	,
who	WP	who
plan	VBP	plan
to	TO	to
accelerate	VB	accelerate
the	DT	the
natural	JJ	natural
capacity	NN	capacity
of	IN	of
limestone	NN	limestone
to	TO	to
react	VB	react
with	IN	with
and	CC	and
capture	VB	capture
carbon	NN	carbon
dioxide	NN	dioxide
and	CC	and
lock	VB	lock
it	PP	it
away	RP	away
.	SENT	.
And	CC	and
now	RB	now
they	PP	they
plan	VBP	plan
to	TO	to
do	VB	do
this	DT	this
by	IN	by
accelerating	VBG	accelerate
the	DT	the
natural	JJ	natural
absorption	NN	absorption
rates	NNS	rate
of	IN	of
the	DT	the
rock	NN	rock
from	IN	from
approximately	RB	approximately
a	DT	a
year	NN	year
to	TO	to
just	JJ	just
days	NNS	day
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
set	VBD	set
to	TO	to
break	VB	break
ground	NN	ground
on	IN	on
their	PP$	their
first	JJ	first
commercial-scale	JJ	<unknown>
facility	NN	facility
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
in	IN	in
2023	CD	@card@
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
are	VBP	be
many	JJ	many
other	JJ	other
companies	NNS	company
that	WDT	that
are	VBP	be
