Simone	NP	Simone
s	NNS	<unknown>
the	DT	the
way	NN	way
I	PP	I
would	MD	would
say	VB	say
it	PP	it
.	SENT	.
SR	NN	SR
:	:	:
So	RB	so
right	RB	right
now	RB	now
,	,	,
we	PP	we
hear	VBP	hear
a	DT	a
lot	NN	lot
about	IN	about
companies	NNS	company
using	VBG	use
tech	NN	tech
to	TO	to
improve	VB	improve
the	DT	the
world	NN	world
,	,	,
but	CC	but
it	PP	it
sounds	VBZ	sound
like	IN	like
that	WDT	that
has	VBZ	have
always	RB	always
been	VBN	be
baked	VBN	bake
into	IN	into
your	PP$	your
DNA	NN	DNA
.	SENT	.
JD	NN	JD
:	:	:
I	PP	I
grew	VBD	grow
up	RP	up
as	IN	as
a	DT	a
young	JJ	young
kid	NN	kid
in	IN	in
a	DT	a
nursery	NN	nursery
,	,	,
my	PP$	my
parents	NNS	parent
were	VBD	be
servants	NNS	servant
,	,	,
and	CC	and
they	PP	they
started	VBD	start
a	DT	a
little	JJ	little
nursery	NN	nursery
to	TO	to
help	VB	help
put	VB	put
me	PP	me
through	IN	through
school	NN	school
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
the	DT	the
way	NN	way
I	PP	I
saw	VBD	see
it	PP	it
.	SENT	.
They	PP	they
were	VBD	be
immigrants	NNS	immigrant
and	CC	and
they	PP	they
grew	VBD	grow
plants	NNS	plant
.	SENT	.
They	PP	they
were	VBD	be
attracted	VBN	attract
to	TO	to
landscaping	VBG	landscape
,	,	,
which	WDT	which
I	PP	I
grew	VBD	grow
up	RP	up
understanding	NN	understanding
,	,	,
so	RB	so
I	PP	I
went	VBD	go
to	TO	to
design	VB	design
school	NN	school
,	,	,
first	JJ	first
environmental	JJ	environmental
design	NN	design
school	NN	school
and	CC	and
then	RB	then
landscape	NN	landscape
architecture	NN	architecture
and	CC	and
then	RB	then
city	NN	city
planning	NN	planning
.	SENT	.
And	CC	and
in	IN	in
that	DT	that
progression	NN	progression
,	,	,
I	PP	I
came	VBD	come
to	TO	to
understand	VB	understand
very	RB	very
clearly	RB	clearly
the	DT	the
idea	NN	idea
of	IN	of
problem-solving	VBG	problem-solve
,	,	,
because	IN	because
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
design	VB	design
really	RB	really
is	VBZ	be
about	RB	about
,	,	,
you	PP	you
see	VBP	see
a	DT	a
problem	NN	problem
and	CC	and
you	PP	you
come	VBP	come
up	RP	up
,	,	,
creatively	RB	creatively
,	,	,
with	IN	with
something	NN	something
that	WDT	that
solves	VBZ	solve
the	DT	the
problem	NN	problem
.	SENT	.
And	CC	and
at	IN	at
Harvard	NP	Harvard
,	,	,
I	PP	I
started	VBD	start
to	TO	to
get	VB	get
engaged	VBN	engage
with	IN	with
systems	NNS	system
and	CC	and
computing	NN	computing
.	SENT	.
And	CC	and
I	PP	I
realized	VBD	realize
,	,	,
wow	NN	wow
,	,	,
this	DT	this
was	VBD	be
in	IN	in
the	DT	the
'	''	'
60s	JJ	<unknown>
,	,	,
you	PP	you
know	VBP	know
,	,	,
when	WRB	when
the	DT	the
environmental	JJ	environmental
movement	NN	movement
was	VBD	be
still	RB	still
just	RB	just
in	IN	in
its	PP$	its
birthing	VBG	birth
,	,	,
I	PP	I
saw	VBD	see
,	,	,
"	``	"
Wow	NN	wow
,	,	,
you	PP	you
could	MD	could
actually	RB	actually
apply	VB	apply
tech	NN	tech
to	TO	to
environmental	JJ	environmental
design	NN	design
.	SENT	.
"	''	"
And	CC	and
so	RB	so
this	DT	this
idealism	NN	idealism
that	WDT	that
often	RB	often
happens	VBZ	happen
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
in	IN	in
school	NN	school
,	,	,
you	PP	you
know	VBP	know
,	,	,
"	``	"
I	PP	I
can	MD	can
really	RB	really
do	VB	do
something	NN	something
!	SENT	!
"	''	"
--	:	--
well	RB	well
,	,	,
I	PP	I
loved	VBD	love
the	DT	the
idea	NN	idea
of	IN	of
taking	VBG	take
systems	NNS	system
theories	NNS	theory
and	CC	and
technology	NN	technology
and	CC	and
applying	VBG	apply
it	PP	it
to	TO	to
environmental	JJ	environmental
design	NN	design
problem-solving	VBG	problem-solve
.	SENT	.
SR	NN	SR
:	:	:
Do	VBP	do
you	PP	you
call	VB	call
Esri	NP	<unknown>
a	DT	a
tech	NN	tech
company	NN	company
?	SENT	?
JD	NN	JD
:	:	:
We	PP	we
started	VBD	start
doing	VBG	do
little	JJ	little
projects	NNS	project
,	,	,
you	PP	you
know	VBP	know
,	,	,
locating	VBG	locate
a	DT	a
new	JJ	new
town	NN	town
,	,	,
locating	VBG	locate
a	DT	a
store	NN	store
,	,	,
locating	VBG	locate
a	DT	a
transmission	NN	transmission
line	NN	line
,	,	,
doing	VBG	do
environmental	JJ	environmental
studies	NNS	study
as	IN	as
a	DT	a
foundation	NN	foundation
,	,	,
using	VBG	use
tech	NN	tech
,	,	,
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
make	VB	make
decisions	NNS	decision
,	,	,
which	WDT	which
were	VBD	be
largely	RB	largely
design	NN	design
decisions	NNS	decision
or	CC	or
planning	NN	planning
decisions	NNS	decision
.	SENT	.
And	CC	and
we	PP	we
did	VBD	do
that	IN	that
for	IN	for
about	RB	about
10	CD	@card@
years	NNS	year
.	SENT	.
Just	RB	just
gradually	RB	gradually
growing	VBG	grow
as	IN	as
a	DT	a
professional	JJ	professional
services	NNS	service
company	NN	company
,	,	,
all	PDT	all
the	DT	the
time	NN	time
continuously	RB	continuously
innovating	VBG	innovate
tools	NNS	tool
that	WDT	that
would	MD	would
help	VB	help
us	PP	us
do	VB	do
our	PP$	our
projects	NNS	project
better	RBR	well
.	SENT	.
And	CC	and
this	DT	this
idea	NN	idea
of	IN	of
continuous	JJ	continuous
innovation	NN	innovation
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
we	PP	we
invented	VBD	invent
some	DT	some
of	IN	of
the	DT	the
first	JJ	first
digitizing	VBG	digitize
tools	NNS	tool
for	IN	for
maps	NNS	map
,	,	,
we	PP	we
invented	VBD	invent
some	DT	some
of	IN	of
the	DT	the
first	JJ	first
computer	NN	computer
map-making	NN	map-making
tools	NNS	tool
.	SENT	.
We	PP	we
invented	VBD	invent
the	DT	the
first	JJ	first
spacial	JJ	spacial
analysis	NN	analysis
tools	NNS	tool
that	WDT	that
were	VBD	be
commercial	JJ	commercial
in	IN	in
nature	NN	nature
.	SENT	.
And	CC	and
over	IN	over
that	DT	that
decade	NN	decade
or	CC	or
so	RB	so
,	,	,
customers	NNS	customer
began	VBD	begin
to	TO	to
say	VB	say
,	,	,
"	''	"
Gee	NP	Gee
,	,	,
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
do	VB	do
that	DT	that
work	NN	work
that	IN	that
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
,	,	,
Jack	NP	Jack
.	SENT	.
"	``	"
So	RB	so
we	PP	we
started	VBD	start
to	TO	to
think	VB	think
about	IN	about
the	DT	the
idea	NN	idea
of	IN	of
a	DT	a
product	NN	product
,	,	,
that	WDT	that
is	VBZ	be
,	,	,
our	PP$	our
technology	NN	technology
that	IN	that
we	PP	we
applied	VBD	apply
on	IN	on
project	NN	project
by	IN	by
project	NN	project
could	MD	could
actually	RB	actually
go	VB	go
into	IN	into
a	DT	a
product	NN	product
that	IN	that
people	NNS	people
could	MD	could
use	VB	use
everywhere	RB	everywhere
.	SENT	.
And	CC	and
the	DT	the
big	JJ	big
idea	NN	idea
of	IN	of
this	DT	this
product	NN	product
,	,	,
Simone	NP	Simone
,	,	,
was	VBD	be
the	DT	the
integration	NN	integration
of	IN	of
information	NN	information
using	VBG	use
geographic	JJ	geographic
principles	NNS	principle
.	SENT	.
Bringing	VBG	bring
all	PDT	all
the	DT	the
different	JJ	different
factors	NNS	factor
together	RB	together
to	TO	to
not	RB	not
only	RB	only
first	RB	first
help	VB	help
us	PP	us
do	VB	do
the	DT	the
projects	NNS	project
,	,	,
but	CC	but
then	RB	then
build	VB	build
these	DT	these
systems	NNS	system
that	WDT	that
help	VBP	help
other	JJ	other
people	NNS	people
do	VBP	do
the	DT	the
projects	NNS	project
,	,	,
and	CC	and
then	RB	then
later	RBR	later
build	VB	build
systems	NNS	system
.	SENT	.
So	RB	so
we	PP	we
went	VBD	go
from	IN	from
a	DT	a
project	NN	project
company	NN	company
to	TO	to
a	DT	a
product	NN	product
company	NN	company
that	WDT	that
built	VBD	build
systems	NNS	system
that	WDT	that
helped	VBD	help
organizations	NNS	organization
do	VB	do
their	PP$	their
work	NN	work
better	RBR	well
.	SENT	.
SR	NN	SR
:	:	:
What	WP	what
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
,	,	,
I	PP	I
believe	VBP	believe
,	,	,
is	VBZ	be
sort	NN	sort
of	IN	of
the	DT	the
integration	NN	integration
of	IN	of
human	JJ	human
and	CC	and
built	VBN	build
systems	NNS	system
with	IN	with
natural	JJ	natural
systems	NNS	system
.	SENT	.
And	CC	and
then	RB	then
helping	VBG	help
people	NNS	people
visualize	VBP	visualize
that	IN	that
and	CC	and
figure	VB	figure
out	RP	out
then	RB	then
how	WRB	how
they	PP	they
can	MD	can
design	VB	design
and	CC	and
build	VB	build
for	IN	for
that	DT	that
in	IN	in
a	DT	a
better	JJR	good
,	,	,
smarter	JJR	smart
way	NN	way
.	SENT	.
Is	VBZ	be
that	IN	that
accurate	JJ	accurate
?	SENT	?
JD	NN	JD
:	:	:
That	WDT	that
'	POS	'
s	NN	S
one	CD	one
aspect	NN	aspect
of	IN	of
it	PP	it
.	SENT	.
We	PP	we
sometimes	RB	sometimes
call	VBP	call
that	DT	that
geodesign	NN	geodesign
.	SENT	.
We	PP	we
digitize	VBP	digitize
or	CC	or
abstract	JJ	abstract
geography	NN	geography
,	,	,
the	DT	the
science	NN	science
of	IN	of
our	PP$	our
world	NN	world
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
Simone	NP	Simone
,	,	,
all	DT	all
of	IN	of
the	DT	the
factors	NNS	factor
that	WDT	that
you	PP	you
think	VBP	think
about	RB	about
,	,	,
I	PP	I
think	VBP	think
of	IN	of
as	IN	as
layers	NNS	layer
.	SENT	.
Physical	JJ	physical
features	NNS	feature
,	,	,
environmental	JJ	environmental
features	NNS	feature
,	,	,
demographic	JJ	demographic
features	NNS	feature
.	SENT	.
We	PP	we
bring	VBP	bring
all	DT	all
of	IN	of
those	DT	those
things	NNS	thing
together	RB	together
in	IN	in
a	DT	a
GIS	NP	GIS
and	CC	and
then	RB	then
by	IN	by
overlaying	VBG	overlay
those	DT	those
things	NNS	thing
,	,	,
we	PP	we
can	MD	can
actually	RB	actually
do	VB	do
better	JJR	good
designs	NNS	design
.	SENT	.
We	PP	we
design	VBP	design
with	IN	with
all	PDT	all
the	DT	the
factors	NNS	factor
holistically	RB	holistically
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
what	WP	what
actually	RB	actually
,	,	,
as	IN	as
a	DT	a
student	NN	student
,	,	,
got	VBD	get
me	PP	me
excited	VBD	excite
,	,	,
because	IN	because
I	PP	I
saw	VBD	see
you	PP	you
could	MD	could
bring	VB	bring
all	DT	all
of	IN	of
the	DT	the
"	``	"
ologies	NNS	ology
,	,	,
"	``	"
all	PDT	all
the	DT	the
geology	NN	geology
,	,	,
the	DT	the
sociology	NN	sociology
,	,	,
the	DT	the
climatology	NN	climatology
,	,	,
all	RB	all
together	RB	together
,	,	,
and	CC	and
then	RB	then
make	VB	make
better	JJR	good
decisions	NNS	decision
on	IN	on
that	WDT	that
,	,	,
so	IN	so
I	PP	I
think	VBP	think
of	IN	of
geography	NN	geography
as	IN	as
the	DT	the
mother	NN	mother
of	IN	of
all	DT	all
sciences	NNS	science
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
an	DT	an
integrative	JJ	integrative
technology	NN	technology
.	SENT	.
And	CC	and
then	RB	then
digital	JJ	digital
geography	NN	geography
,	,	,
what	WP	what
we	PP	we
call	VBP	call
GIS	NP	GIS
,	,	,
allows	VBZ	allow
us	PP	us
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
use	VB	use
that	DT	that
instrument	NN	instrument
to	TO	to
empower	VB	empower
the	DT	the
transformation	NN	transformation
of	IN	of
how	WRB	how
people	NNS	people
make	VBP	make
decisions	NNS	decision
.	SENT	.
They	PP	they
can	MD	can
look	VB	look
at	IN	at
the	DT	the
whole	NN	whole
,	,	,
not	RB	not
just	RB	just
one	CD	one
factor	NN	factor
,	,	,
not	RB	not
just	RB	just
making	VBG	make
money	NN	money
,	,	,
not	RB	not
just	RB	just
conserving	VBG	conserve
land	NN	land
,	,	,
not	RB	not
just	RB	just
this	DT	this
or	CC	or
that	DT	that
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
optimizing	VBG	optimize
many	JJ	many
factors	NNS	factor
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
Yeah	RB	yeah
,	,	,
so	RB	so
in	IN	in
the	DT	the
retail	JJ	retail
sector	NN	sector
,	,	,
people	NNS	people
like	IN	like
Starbucks	NP	Starbucks
or	CC	or
Walgreens	NP	Walgreens
or	CC	or
Walmart	NP	<unknown>
,	,	,
all	PDT	all
the	DT	the
big	JJ	big
retailers	NNS	retailer
,	,	,
both	CC	both
here	RB	here
in	IN	in
the	DT	the
US	NP	US
but	CC	but
in	IN	in
the	DT	the
UK	NP	UK
,	,	,
all	DT	all
around	IN	around
the	DT	the
world	NN	world
,	,	,
use	VBP	use
geographic	JJ	geographic
factors	NNS	factor
to	TO	to
pick	VB	pick
the	DT	the
right	JJ	right
location	NN	location
.	SENT	.
They	PP	they
look	VBP	look
at	IN	at
the	DT	the
demographics	NNS	demographic
,	,	,
the	DT	the
traffic	NN	traffic
,	,	,
and	CC	and
then	RB	then
the	DT	the
large	JJ	large
insurance	NN	insurance
companies	NNS	company
and	CC	and
reinsurance	NN	reinsurance
companies	NNS	company
look	VBP	look
at	IN	at
all	PDT	all
the	DT	the
different	JJ	different
factors	NNS	factor
that	WDT	that
are	VBP	be
necessary	JJ	necessary
to	TO	to
understand	VB	understand
risk	NN	risk
.	SENT	.
And	CC	and
they	PP	they
overlay	VBD	overlie
them	PP	them
and	CC	and
they	PP	they
model	VBP	model
them	PP	them
and	CC	and
they	PP	they
visualize	VBP	visualize
high-risk	JJ	high-risk
areas	NNS	area
or	CC	or
low-risk	JJ	low-risk
areas	NNS	area
.	SENT	.
In	IN	in
disaster	NN	disaster
response	NN	response
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
fire	NN	fire
,	,	,
or	CC	or
like	IN	like
today	NN	today
,	,	,
the	DT	the
big	JJ	big
earthquake	NN	earthquake
in	IN	in
Turkey	NP	Turkey
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
whole	JJ	whole
cycle	NN	cycle
of	IN	of
work	NN	work
that	WDT	that
has	VBZ	have
to	TO	to
happen	VB	happen
when	WRB	when
disasters	NNS	disaster
happen	VBP	happen
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
response	NN	response
,	,	,
recovery	NN	recovery
,	,	,
all	PDT	all
these	DT	these
work	NN	work
activities	NNS	activity
are	VBP	be
underpinned	VBN	underpin
by	IN	by
having	VBG	have
good	JJ	good
information	NN	information
.	SENT	.
And	CC	and
that	DT	that
information	NN	information
is	VBZ	be
geographic	JJ	geographic
in	IN	in
nature	NN	nature
.	SENT	.
So	IN	so
disaster	NN	disaster
response	NN	response
,	,	,
public	JJ	public
safety	NN	safety
,	,	,
health	NN	health
and	CC	and
looking	VBG	look
at	IN	at
issues	NNS	issue
today	NN	today
that	WDT	that
are	VBP	be
troubling	VBG	trouble
all	RB	all
of	IN	of
us	PP	us
in	IN	in
the	DT	the
areas	NNS	area
of	IN	of
social	JJ	social
equity	NN	equity
.	SENT	.
Where	WRB	where
is	VBZ	be
there	RB	there
disparity	NN	disparity
?	SENT	?
And	CC	and
when	WRB	when
something	NN	something
like	IN	like
the	DT	the
pandemic	NN	pandemic
happens	VBZ	happen
,	,	,
or	CC	or
unemployment	NN	unemployment
due	JJ	due
to	TO	to
the	DT	the
economy	NN	economy
happens	VBZ	happen
,	,	,
we	PP	we
can	MD	can
look	VB	look
geographically	RB	geographically
and	CC	and
see	VB	see
these	DT	these
factors	NNS	factor
all	RB	all
coming	VBG	come
together	RB	together
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
like	IN	like
your	PP$	your
mind	NN	mind
does	VBZ	do
in	IN	in
many	JJ	many
ways	NNS	way
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
we	PP	we
built	VBD	build
a	DT	a
tool	NN	tool
that	WDT	that
allows	VBZ	allow
you	PP	you
to	TO	to
abstract	JJ	abstract
reality	NN	reality
and	CC	and
see	VB	see
it	PP	it
,	,	,
and	CC	and
then	RB	then
look	VB	look
at	IN	at
all	PDT	all
the	DT	the
relationships	NNS	relationship
between	IN	between
these	DT	these
factors	NNS	factor
in	IN	in
order	NN	order
to	TO	to
create	VB	create
understanding	NN	understanding
.	SENT	.
So	IN	so
Richard	NP	Richard
Saul	NP	Saul
Wurman	NP	Wurman
,	,	,
the	DT	the
founder	NN	founder
of	IN	of
TED	VB	ted
often	RB	often
describes	VBZ	describe
us	PP	us
as	IN	as
an	DT	an
understanding	NN	understanding
organization	NN	organization
.	SENT	.
"	``	"
You	PP	you
'	POS	'
re	NN	re
all	RB	all
about	IN	about
understanding	NN	understanding
,	,	,
Jack	NP	Jack
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
about	IN	about
technology	NN	technology
.	SENT	.
Your	PP$	your
users	NNS	user
use	VBP	use
your	PP$	your
tools	NNS	tool
to	TO	to
create	VB	create
better	JJR	good
understanding	NN	understanding
.	SENT	.
"	''	"
And	CC	and
the	DT	the
way	NN	way
he	PP	he
describes	VBZ	describe
it	PP	it
is	VBZ	be
understanding	NN	understanding
precedes	VBZ	precede
action	NN	action
.	SENT	.
This	DT	this
is	VBZ	be
essential	JJ	essential
to	TO	to
our	PP$	our
work	NN	work
.	SENT	.
SR	NN	SR
:	:	:
And	CC	and
it	PP	it
is	VBZ	be
a	DT	a
platform	NN	platform
that	IN	that
you	PP	you
'	POS	'
re	NN	re
building	NN	building
,	,	,
so	IN	so
you	PP	you
'	POS	'
re	NN	re
sort	NN	sort
of	IN	of
connecting	VBG	connect
all	PDT	all
these	DT	these
different	JJ	different
areas	NNS	area
of	IN	of
knowledge	NN	knowledge
,	,	,
right	RB	right
?	SENT	?
JD	NN	JD
:	:	:
Today	NN	today
,	,	,
we	PP	we
have	VBP	have
what	WP	what
we	PP	we
call	VBP	call
Web	NP	Web
GIS	NP	GIS
.	SENT	.
So	IN	so
GIS	NP	GIS
lives	NNS	life
in	IN	in
the	DT	the
web	NN	web
with	IN	with
distributed	VBN	distribute
centers	NNS	center
of	IN	of
information	NN	information
that	WDT	that
are	VBP	be
pulling	VBG	pull
data	NNS	datum
out	RP	out
,	,	,
georeferencing	NN	<unknown>
,	,	,
and	CC	and
using	VBG	use
location	NN	location
as	IN	as
a	DT	a
way	NN	way
to	TO	to
do	VB	do
the	DT	the
integration	NN	integration
.	SENT	.
We	PP	we
might	MD	might
call	VB	call
it	PP	it
mashing	VBG	mash
up	RP	up
different	JJ	different
layers	NNS	layer
from	IN	from
distributed	VBN	distribute
services	NNS	service
or	CC	or
distributed	VBN	distribute
sources	NNS	source
of	IN	of
information	NN	information
.	SENT	.
And	CC	and
our	PP$	our
users	NNS	user
are	VBP	be
now	RB	now
bringing	VBG	bring
this	DT	this
knowledge	NN	knowledge
together	RB	together
dynamically	RB	dynamically
in	IN	in
things	NNS	thing
like	IN	like
smart	JJ	smart
cities	NNS	city
or	CC	or
the	DT	the
popular	JJ	popular
vernacular	NN	vernacular
these	DT	these
days	NNS	day
is	VBZ	be
digital	JJ	digital
twins	NNS	twin
.	SENT	.
So	RB	so
all	RB	all
of	IN	of
that	DT	that
geographic	JJ	geographic
reality	NN	reality
can	MD	can
now	RB	now
be	VB	be
beamed	VBN	beam
into	IN	into
organizations	NNS	organization
,	,	,
whether	IN	whether
they	PP	they
be	VB	be
emergency	NN	emergency
response	NN	response
organizations	NNS	organization
or	CC	or
utility	NN	utility
organizations	NNS	organization
or	CC	or
government	NN	government
.	SENT	.
And	CC	and
any	DT	any
of	IN	of
the	DT	the
different	JJ	different
departments	NNS	department
,	,	,
whether	IN	whether
they	PP	they
be	VB	be
law	NN	law
enforcement	NN	enforcement
or	CC	or
you	PP	you
know	VBP	know
,	,	,
science	NN	science
,	,	,
climate	NN	climate
change	NN	change
,	,	,
biodiversity	NN	biodiversity
,	,	,
all	RB	all
of	IN	of
that	DT	that
series	NN	series
of	IN	of
issues	NNS	issue
that	IN	that
we	PP	we
'	''	'
re	IN	re
facing	VBG	face
today	NN	today
can	MD	can
be	VB	be
enriched	VBN	enrich
by	IN	by
not	RB	not
only	RB	only
bringing	VBG	bring
together	RB	together
the	DT	the
information	NN	information
in	IN	in
real	JJ	real
time	NN	time
,	,	,
real-time	JJ	real-time
measurement	NN	measurement
seen	VBN	see
on	IN	on
maps	NNS	map
,	,	,
but	CC	but
also	RB	also
integrating	VBG	integrate
those	DT	those
like	IN	like
using	VBG	use
spatial	JJ	spatial
analysis	NN	analysis
or	CC	or
location	NN	location
analysis	NN	analysis
to	TO	to
look	VB	look
at	IN	at
the	DT	the
relationships	NNS	relationship
and	CC	and
patterns	NNS	pattern
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
seeing	VBG	see
it	PP	it
,	,	,
it	PP	it
'	POS	'
s	NN	S
also	RB	also
explicitly	RB	explicitly
understanding	VBG	understand
the	DT	the
relationships	NNS	relationship
between	IN	between
something	NN	something
like	IN	like
breast	NN	breast
cancer	NN	cancer
and	CC	and
pollution	NN	pollution
that	WDT	that
might	MD	might
exist	VB	exist
in	IN	in
a	DT	a
particular	JJ	particular
geography	NN	geography
.	SENT	.
And	CC	and
saying	VBG	say
,	,	,
"	''	"
Aha	NP	Aha
,	,	,
we	PP	we
can	MD	can
quantitatively	RB	quantitatively
understand	VB	understand
these	DT	these
different	JJ	different
factors	NNS	factor
and	CC	and
,	,	,
as	IN	as
a	DT	a
result	NN	result
,	,	,
respond	VB	respond
.	SENT	.
"	''	"
SR	NN	SR
:	:	:
So	RB	so
you	PP	you
can	MD	can
do	VB	do
that	IN	that
because	IN	because
you	PP	you
are	VBP	be
putting	VBG	put
all	PDT	all
these	DT	these
different	JJ	different
layers	NNS	layer
on	IN	on
and	CC	and
then	RB	then
you	PP	you
help	VBP	help
visualize	VB	visualize
that	DT	that
.	SENT	.
JD	NN	JD
:	:	:
Visualize	VB	visualize
it	PP	it
,	,	,
but	CC	but
also	RB	also
spatially	RB	spatially
relate	VB	relate
them	PP	them
with	IN	with
math	NN	math
and	CC	and
modeling	NN	modeling
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
a	DT	a
matter	NN	matter
of	IN	of
visually	RB	visually
overlaying	VBG	overlay
material	NN	material
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
matter	NN	matter
of	IN	of
connecting	VBG	connect
the	DT	the
geometries	NNS	geometry
or	CC	or
the	DT	the
factors	NNS	factor
or	CC	or
the	DT	the
features	NNS	feature
on	IN	on
these	DT	these
maps	NNS	map
to	TO	to
each	DT	each
other	JJ	other
,	,	,
like	IN	like
your	PP$	your
mind	NN	mind
does	VBZ	do
.	SENT	.
SR	NN	SR
:	:	:
I	PP	I
have	VBP	have
to	TO	to
read	VB	read
this	DT	this
,	,	,
because	IN	because
I	PP	I
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
get	VB	get
it	PP	it
wrong	JJ	wrong
.	SENT	.
You	PP	you
had	VBD	have
said	VBN	say
at	IN	at
some	DT	some
event	NN	event
last	JJ	last
year	NN	year
,	,	,
the	DT	the
Geodesign	NP	Geodesign
Summit	NP	Summit
--	:	--
which	WDT	which
sounds	VBZ	sound
fascinating	JJ	fascinating
to	TO	to
me	PP	me
--	:	--
you	PP	you
said	VBD	say
,	,	,
"	``	"
Transformation	NN	transformation
is	VBZ	be
not	RB	not
just	RB	just
