Meet	NP	Meet
boardrooms	NNS	boardroom
,	,	,
we	PP	we
'	POS	'
d	NN	d
spend	VB	spend
our	PP$	our
time	NN	time
in	IN	in
villages	NNS	village
learning	VBG	learn
local	JJ	local
languages	NNS	language
,	,	,
traveling	VBG	travel
on	IN	on
public	JJ	public
transports	NNS	transport
.	SENT	.
And	CC	and
what	WP	what
this	DT	this
allowed	VBD	allow
us	PP	us
to	TO	to
do	VB	do
was	VBD	be
to	TO	to
get	VB	get
a	DT	a
really	RB	really
deep	JJ	deep
understanding	NN	understanding
of	IN	of
what	WP	what
was	VBD	be
going	VBG	go
on	IN	on
at	IN	at
the	DT	the
field	NN	field
level	NN	level
.	SENT	.
Combined	VBN	combine
with	IN	with
this	DT	this
experience	NN	experience
and	CC	and
hundreds	NNS	hundred
of	IN	of
other	JJ	other
Engineers	NNS	engineer
Without	IN	without
Borders	NP	Borders
experiences	NNS	experience
,	,	,
we	PP	we
got	VBD	get
a	DT	a
really	RB	really
interesting	JJ	interesting
perspective	NN	perspective
of	IN	of
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
in	IN	in
this	DT	this
aid	NN	aid
industry	NN	industry
.	SENT	.
The	DT	the
aid	NN	aid
industry	NN	industry
has	VBZ	have
gotten	VBN	get
a	DT	a
lot	NN	lot
of	IN	of
attention	NN	attention
lately	RB	lately
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
economists	NNS	economist
have	VBP	have
become	VBN	become
authors	NNS	author
and	CC	and
have	VBP	have
written	VBN	write
about	IN	about
it	PP	it
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
controversy	NN	controversy
about	IN	about
its	PP$	its
effectiveness	NN	effectiveness
,	,	,
some	DT	some
even	RB	even
asking	VBG	ask
the	DT	the
question	NN	question
,	,	,
"	''	"
Has	VBZ	have
aid	NN	aid
failed	VBD	fail
?	SENT	?
"	``	"
It	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
interesting	JJ	interesting
question	NN	question
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
can	MD	can
confidently	RB	confidently
say	VB	say
on	IN	on
behalf	NN	behalf
of	IN	of
Engineers	NNS	engineer
Without	IN	without
Borders	NP	Borders
staff	NN	staff
members	NNS	member
that	WDT	that
,	,	,
failed	VBN	fail
or	CC	or
not	RB	not
,	,	,
we	PP	we
definitely	RB	definitely
feel	VBP	feel
that	IN	that
the	DT	the
aid	NN	aid
system	NN	system
is	VBZ	be
broken	VBN	break
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
say	VBP	say
broken	VBN	break
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
talking	VBG	talk
about	IN	about
what	WP	what
the	DT	the
media	NN	media
usually	RB	usually
talks	VBZ	talk
about	RB	about
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
about	IN	about
corrupt	JJ	corrupt
dictators	NNS	dictator
or	CC	or
about	IN	about
corruption	NN	corruption
.	SENT	.
Those	DT	those
issues	NNS	issue
still	RB	still
happen	VBP	happen
in	IN	in
Africa	NP	Africa
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
much	RB	much
more	RBR	more
the	DT	the
minority	NN	minority
than	IN	than
they	PP	they
are	VBP	be
the	DT	the
mainstream	JJ	mainstream
today	NN	today
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	IN	about
aid	NN	aid
being	VBG	be
broken	VBN	break
in	IN	in
democratically	RB	democratically
elected	VBN	elect
,	,	,
stable	JJ	stable
governments	NNS	government
with	IN	with
no	DT	no
civil	JJ	civil
unrest	NN	unrest
,	,	,
countries	NNS	country
like	IN	like
Ghana	NP	Ghana
,	,	,
Malawi	NP	Malawi
and	CC	and
Zambia	NP	Zambia
.	SENT	.
So	RB	so
,	,	,
I	PP	I
talked	VBD	talk
about	IN	about
Malawi	NP	Malawi
.	SENT	.
The	DT	the
World	NP	World
Bank	NP	Bank
has	VBZ	have
stated	VBN	state
that	IN	that
80	CD	@card@
%	NN	%
of	IN	of
the	DT	the
people	NNS	people
in	IN	in
Malawi	NP	Malawi
have	VBP	have
access	NN	access
to	TO	to
fresh	JJ	fresh
water	NN	water
sources	NNS	source
.	SENT	.
So	RB	so
one	CD	one
of	IN	of
our	PP$	our
staff	NN	staff
members	NNS	member
in	IN	in
Malawi	NP	Malawi
,	,	,
this	DT	this
is	VBZ	be
Owen	NP	Owen
,	,	,
was	VBD	be
visiting	VBG	visit
one	CD	one
of	IN	of
those	DT	those
water	NN	water
points	NNS	point
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
gravity-	NN	<unknown>
fed	NN	fed
system	NN	system
that	WDT	that
was	VBD	be
commissioned	VBN	commission
by	IN	by
the	DT	the
Canadian	JJ	Canadian
government	NN	government
and	CC	and
finished	VBD	finish
about	IN	about
a	DT	a
year	NN	year
and	CC	and
a	DT	a
half	NN	half
ago	RB	ago
.	SENT	.
A	DT	a
gravity-fed	JJ	<unknown>
system	NN	system
basically	RB	basically
is	VBZ	be
a	DT	a
bunch	NN	bunch
of	IN	of
pipes	NNS	pipe
that	IN	that
pipe	NN	pipe
water	NN	water
down	RB	down
from	IN	from
an	DT	an
elevated	JJ	elevated
region	NN	region
down	RB	down
into	IN	into
a	DT	a
number	NN	number
of	IN	of
communities	NNS	community
where	WRB	where
there	EX	there
are	VBP	be
taps	NNS	tap
,	,	,
and	CC	and
people	NNS	people
can	MD	can
access	VB	access
that	DT	that
water	NN	water
.	SENT	.
And	CC	and
he	PP	he
was	VBD	be
going	VBG	go
around	IN	around
turning	VBG	turn
on	IN	on
some	DT	some
of	IN	of
those	DT	those
taps	NNS	tap
,	,	,
and	CC	and
some	DT	some
weren	NN	<unknown>
'	POS	'
t	NN	t
working	NN	working
.	SENT	.
So	RB	so
he	PP	he
asked	VBD	ask
the	DT	the
community	NN	community
,	,	,
"	''	"
How	WRB	how
many	JJ	many
of	IN	of
these	DT	these
aren	NN	<unknown>
'	POS	'
t	NN	t
working	NN	working
?	SENT	?
"	``	"
And	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
out	RB	out
of	IN	of
113	CD	@card@
,	,	,
81	CD	@card@
.	SENT	.
"	``	"
81	CD	@card@
?	SENT	?
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
problem	NN	problem
?	SENT	?
What	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
?	SENT	?
He	PP	he
found	VBD	find
out	RP	out
that	IN	that
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
pipes	NNS	pipe
had	VBD	have
sprung	VBN	spring
leaks	NNS	leak
and	CC	and
broken	VBN	break
down	RP	down
.	SENT	.
All	DT	all
right	NN	right
,	,	,
not	RB	not
a	DT	a
big	JJ	big
deal	NN	deal
,	,	,
pipes	NNS	pipe
break	VBP	break
down	RB	down
everywhere	RB	everywhere
.	SENT	.
But	CC	but
the	DT	the
problem	NN	problem
with	IN	with
this	DT	this
project	NN	project
was	VBD	be
that	IN	that
,	,	,
even	RB	even
though	IN	though
the	DT	the
infrastructure	NN	infrastructure
was	VBD	be
built	VBN	build
,	,	,
there	EX	there
was	VBD	be
no	DT	no
thinking	NN	thinking
about	IN	about
who	WP	who
was	VBD	be
going	VBG	go
to	TO	to
maintain	VB	maintain
the	DT	the
system	NN	system
.	SENT	.
Some	DT	some
people	NNS	people
really	RB	really
took	VBD	take
initiative	NN	initiative
and	CC	and
tried	VBD	try
to	TO	to
fix	VB	fix
the	DT	the
pipes	NNS	pipe
themselves	PP	themselves
,	,	,
but	CC	but
there	EX	there
was	VBD	be
a	DT	a
lack	NN	lack
of	IN	of
affordable	JJ	affordable
spare	JJ	spare
parts	NNS	part
available	JJ	available
.	SENT	.
This	DT	this
situation	NN	situation
is	VBZ	be
typical	JJ	typical
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
graphic	JJ	graphic
showing	NN	showing
one	CD	one
area	NN	area
of	IN	of
Malawi	NP	Malawi
,	,	,
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	VBG	<unknown>
an	DT	an
urban	JJ	urban
area	NN	area
,	,	,
where	WRB	where
the	DT	the
green	JJ	green
dots	NNS	dot
are	VBP	be
functional	JJ	functional
water	NN	water
points	NNS	point
,	,	,
yellow	JJ	yellow
,	,	,
are	VBP	be
ones	NNS	one
that	WDT	that
are	VBP	be
working	VBG	work
but	CC	but
breaking	VBG	break
down	RP	down
,	,	,
and	CC	and
red	JJ	red
are	VBP	be
not	RB	not
functional	JJ	functional
.	SENT	.
Hardly	RB	hardly
eighty	CD	eighty
percent	NN	percent
.	SENT	.
Actually	RB	actually
,	,	,
Engineers	NNS	engineer
Without	IN	without
Borders	NP	Borders
has	VBZ	have
done	VBN	do
some	DT	some
work	NN	work
and	CC	and
found	VBD	find
out	RP	out
that	IN	that
even	RB	even
though	IN	though
there	EX	there
'	''	'
s	VBZ	<unknown>
80	CD	@card@
%	NN	%
coverage	NN	coverage
of	IN	of
water	NN	water
points	NNS	point
,	,	,
40	CD	@card@
%	NN	%
are	VBP	be
not	RB	not
working	VBG	work
.	SENT	.
See	VB	see
,	,	,
this	DT	this
issue	NN	issue
is	VBZ	be
.	SENT	.
.	SENT	.
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
donors	NNS	donor
and	CC	and
projects	NNS	project
end	VBP	end
up	RP	up
focusing	VBG	focus
on	IN	on
the	DT	the
hardware	NN	hardware
side	NN	side
of	IN	of
the	DT	the
issue	NN	issue
and	CC	and
not	RB	not
really	RB	really
realizing	VBG	realize
the	DT	the
importance	NN	importance
of	IN	of
the	DT	the
software	NN	software
side	NN	side
of	IN	of
things	NNS	thing
.	SENT	.
At	IN	at
first	JJ	first
it	PP	it
'	''	'
s	NNS	<unknown>
like	VBP	like
,	,	,
software	NN	software
—	:	-
of	IN	of
course	NN	course
you	PP	you
have	VBP	have
to	TO	to
do	VB	do
maintenance	NN	maintenance
.	SENT	.
But	CC	but
when	WRB	when
you	PP	you
think	VBP	think
about	IN	about
it	PP	it
as	IN	as
people	NNS	people
donating	VBG	donate
to	TO	to
charities	NNS	charity
,	,	,
it	PP	it
makes	VBZ	make
you	PP	you
feel	VBP	feel
a	DT	a
lot	NN	lot
better	RBR	well
if	IN	if
you	PP	you
know	VBP	know
that	IN	that
your	PP$	your
money	NN	money
went	VBD	go
to	TO	to
something	NN	something
tangible	NN	tangible
,	,	,
something	NN	something
like	IN	like
a	DT	a
well	NN	well
,	,	,
something	NN	something
like	IN	like
a	DT	a
school	NN	school
,	,	,
something	NN	something
like	IN	like
giving	VBG	give
a	DT	a
family	NN	family
a	DT	a
goat	NN	goat
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
as	IN	as
sexy	JJ	sexy
and	CC	and
easy	JJ	easy
to	TO	to
tell	VB	tell
your	PP$	your
friends	NNS	friend
about	RB	about
how	WRB	how
you	PP	you
helped	VBD	help
fund	VB	fund
a	DT	a
water	NN	water
committee	NN	committee
or	CC	or
paid	VBN	pay
for	IN	for
teacher	NN	teacher
salaries	NNS	salary
.	SENT	.
So	RB	so
when	WRB	when
I	PP	I
say	VBP	say
that	IN	that
this	DT	this
picture	NN	picture
of	IN	of
Inook	NP	<unknown>
is	VBZ	be
a	DT	a
lie	NN	lie
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
lie	NN	lie
when	WRB	when
the	DT	the
picture	NN	picture
is	VBZ	be
taken	VBN	take
.	SENT	.
It	PP	it
only	RB	only
becomes	VBZ	become
a	DT	a
lie	VBP	lie
a	DT	a
year	NN	year
or	CC	or
two	CD	two
afterwards	RB	afterwards
.	SENT	.
When	WRB	when
looking	VBG	look
at	IN	at
these	DT	these
pictures	NNS	picture
,	,	,
one	CD	one
of	IN	of
my	PP$	my
great	JJ	great
colleagues	NNS	colleague
said	VBD	say
,	,	,
"	``	"
Everything	NN	everything
people	NNS	people
see	VBP	see
from	IN	from
Africa	NP	Africa
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
.	SENT	.
And	CC	and
everything	NN	everything
that	WDT	that
matters	VBZ	matter
from	IN	from
Africa	NP	Africa
,	,	,
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
get	VBP	get
to	TO	to
see	VB	see
.	SENT	.
"	''	"
And	CC	and
this	DT	this
problem	NN	problem
goes	VBZ	go
a	DT	a
lot	NN	lot
further	RBR	further
that	IN	that
just	RB	just
broken	VBN	break
down	RP	down
water	NN	water
points	NNS	point
.	SENT	.
Owen	NP	Owen
,	,	,
after	IN	after
seeing	VBG	see
this	DT	this
water	NN	water
point	NN	point
,	,	,
discovered	VBD	discover
not	RB	not
more	JJR	more
than	IN	than
30	CD	@card@
feet	NNS	foot
away	RB	away
:	:	:
"	``	"
Hey	UH	hey
there	EX	there
'	''	'
s	VBG	<unknown>
another	DT	another
set	NN	set
of	IN	of
taps	NNS	tap
that	WDT	that
look	VBP	look
really	RB	really
broken	VBN	break
down	RP	down
,	,	,
too	RB	too
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
not	RB	not
attached	VBN	attach
to	TO	to
the	DT	the
system	NN	system
.	SENT	.
"	``	"
And	CC	and
he	PP	he
asked	VBD	ask
the	DT	the
community	NN	community
,	,	,
"	''	"
What	WP	what
'	POS	'
s	NN	S
that	RB	that
?	SENT	?
"	''	"
They	PP	they
said	VBD	say
:	:	:
"	``	"
Oh	UH	oh
,	,	,
that	WDT	that
'	POS	'
s	NN	S
the	DT	the
American	JJ	American
government	NN	government
gravity-fed	JJ	<unknown>
water	NN	water
system	NN	system
.	SENT	.
"	``	"
It	PP	it
was	VBD	be
built	VBN	build
over	IN	over
ten	CD	ten
years	NNS	year
ago	RB	ago
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
What	WP	what
happened	VBD	happen
to	TO	to
that	DT	that
?	SENT	?
"	''	"
They	PP	they
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
it	PP	it
also	RB	also
broke	VBD	break
down	RP	down
about	IN	about
a	DT	a
year	NN	year
and	CC	and
a	DT	a
half	NN	half
later	RBR	later
.	SENT	.
"	``	"
How	WRB	how
is	VBZ	be
it	PP	it
that	IN	that
a	DT	a
project	NN	project
that	WDT	that
failed	VBD	fail
ten	CD	ten
years	NNS	year
ago	RB	ago
was	VBD	be
rebuilt	VBD	rebuild
with	IN	with
almost	RB	almost
the	DT	the
same	JJ	same
technology	NN	technology
,	,	,
same	JJ	same
process	NN	process
,	,	,
and	CC	and
had	VBD	have
exactly	RB	exactly
the	DT	the
same	JJ	same
failure	NN	failure
ten	CD	ten
years	NNS	year
later	RBR	later
?	SENT	?
I	NP	I
'	POS	'
ve	NN	ve
recently	RB	recently
joined	VBD	join
a	DT	a
start-up	JJ	start-up
company	NN	company
that	WDT	that
sells	VBZ	sell
goods	NNS	good
online	JJ	online
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
from	IN	from
Africa	NP	Africa
,	,	,
fair-trade	JJ	fair-trade
goods	NNS	good
—	:	-
it	PP	it
'	POS	'
s	JJ	<unknown>
sort	NN	sort
of	IN	of
like	IN	like
the	DT	the
ethical	JJ	ethical
eBay	NN	<unknown>
or	CC	or
Amazon	NP	Amazon
.	SENT	.
And	CC	and
what	WP	what
we	PP	we
'	POS	'
ve	JJ	<unknown>
learned	JJ	learned
being	VBG	be
a	DT	a
private	JJ	private
sector	NN	sector
start-up	NN	start-up
is	VBZ	be
,	,	,
if	IN	if
we	PP	we
don	VBP	don
'	''	'
t	NN	t
serve	VB	serve
our	PP$	our
customers	NNS	customer
and	CC	and
we	PP	we
don	VBP	don
'	''	'
t	NN	t
provide	VB	provide
them	PP	them
the	DT	the
product	NN	product
they	PP	they
need	VBP	need
,	,	,
they	PP	they
won	VBD	win
'	''	'
t	NN	t
buy	VB	buy
it	PP	it
.	SENT	.
And	CC	and
then	RB	then
if	IN	if
we	PP	we
don	VBP	don
'	''	'
t	NN	t
innovate	VB	innovate
,	,	,
change	VB	change
and	CC	and
adapt	VB	adapt
to	TO	to
their	PP$	their
needs	NNS	need
,	,	,
we	PP	we
go	VBP	go
out	RP	out
of	IN	of
business	NN	business
.	SENT	.
They	PP	they
have	VBP	have
a	DT	a
power	NN	power
to	TO	to
hold	VB	hold
us	PP	us
accountable	JJ	accountable
.	SENT	.
If	IN	if
we	PP	we
look	VBP	look
to	TO	to
the	DT	the
public	JJ	public
sector	NN	sector
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
adapt	VB	adapt
and	CC	and
change	VB	change
quite	RB	quite
as	RB	as
fast	RB	fast
as	IN	as
the	DT	the
private	JJ	private
sector	NN	sector
,	,	,
but	CC	but
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
if	IN	if
the	DT	the
elected	VBN	elect
government	NN	government
doesn	NN	<unknown>
'	POS	'
t	NN	t
meet	VB	meet
the	DT	the
needs	NNS	need
of	IN	of
its	PP$	its
constituents	NNS	constituent
,	,	,
they	PP	they
have	VBP	have
a	DT	a
chance	NN	chance
to	TO	to
vote	VB	vote
them	PP	them
out	RP	out
of	IN	of
power	NN	power
,	,	,
therefore	RB	therefore
holding	VBG	hold
them	PP	them
accountable	JJ	accountable
.	SENT	.
But	CC	but
in	IN	in
the	DT	the
development	NN	development
sector	NN	sector
,	,	,
if	IN	if
they	PP	they
don	VBP	don
'	''	'
t	NN	t
serve	VB	serve
the	DT	the
needs	NNS	need
of	IN	of
their	PP$	their
beneficiaries	NNS	beneficiary
—	:	-
and	CC	and
they	PP	they
'	POS	'
re	NN	re
not	RB	not
just	RB	just
NGOs	NNS	Ngo
,	,	,
but	CC	but
governments	NNS	government
and	CC	and
businesses	NNS	business
as	RB	as
well	RB	well
—	:	-
the	DT	the
beneficiaries	NNS	beneficiary
have	VBP	have
no	DT	no
power	NN	power
to	TO	to
vote	VB	vote
them	PP	them
out	RP	out
or	CC	or
to	TO	to
fire	VB	fire
them	PP	them
.	SENT	.
The	DT	the
people	NNS	people
who	WP	who
have	VBP	have
that	DT	that
power	NN	power
are	VBP	be
the	DT	the
donors	NNS	donor
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
system	NN	system
,	,	,
you	PP	you
can	MD	can
see	VB	see
some	DT	some
of	IN	of
the	DT	the
challenges	NNS	challenge
.	SENT	.
Development	NP	Development
is	VBZ	be
the	DT	the
sector	NN	sector
that	WDT	that
focuses	VBZ	focus
more	RBR	more
on	IN	on
pleasing	VBG	please
the	DT	the
donors	NNS	donor
and	CC	and
making	VBG	make
them	PP	them
happy	JJ	happy
and	CC	and
communicating	VBG	communicate
to	TO	to
them	PP	them
,	,	,
as	RB	as
opposed	VBN	oppose
to	TO	to
understanding	VBG	understand
the	DT	the
needs	NNS	need
of	IN	of
the	DT	the
beneficiaries	NNS	beneficiary
.	SENT	.
Because	IN	because
of	IN	of
that	DT	that
,	,	,
systematic	JJ	systematic
challenge	NN	challenge
is	VBZ	be
very	RB	very
slow	JJ	slow
to	TO	to
innovate	VB	innovate
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
very	RB	very
little	JJ	little
change	NN	change
,	,	,
and	CC	and
you	PP	you
get	VBP	get
exactly	RB	exactly
the	DT	the
same	JJ	same
project	NN	project
built	VBD	build
ten	CD	ten
years	NNS	year
later	RBR	later
that	WDT	that
fails	VBZ	fail
in	IN	in
exactly	RB	exactly
the	DT	the
same	JJ	same
way	NN	way
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
do	VBP	do
about	IN	about
this	DT	this
?	SENT	?
First	JJ	first
answer	NN	answer
is	VBZ	be
easy	JJ	easy
:	:	:
we	PP	we
invest	VBP	invest
in	IN	in
the	DT	the
private	JJ	private
and	CC	and
public	JJ	public
sectors	NNS	sector
in	IN	in
the	DT	the
developing	VBG	develop
world	NN	world
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
inherently	RB	inherently
structurally	RB	structurally
built	VBN	build
to	TO	to
be	VB	be
more	RBR	more
sustainable	JJ	sustainable
and	CC	and
to	TO	to
allow	VB	allow
beneficiaries	NNS	beneficiary
to	TO	to
hold	VB	hold
them	PP	them
accountable	JJ	accountable
.	SENT	.
However	RB	however
,	,	,
70	CD	@card@
%	NN	%
of	IN	of
people	NNS	people
in	IN	in
sub-Saharan	JJ	sub-Saharan
Africa	NP	Africa
still	RB	still
make	VBP	make
less	JJR	less
than	IN	than
two	CD	two
dollars	NNS	dollar
a	DT	a
day	NN	day
and	CC	and
are	VBP	be
still	RB	still
in	IN	in
poverty	NN	poverty
.	SENT	.
And	CC	and
a	DT	a
lot	NN	lot
of	IN	of
that	DT	that
reason	NN	reason
is	VBZ	be
because	IN	because
the	DT	the
private	JJ	private
and	CC	and
the	DT	the
public	JJ	public
sector	NN	sector
are	VBP	be
not	RB	not
serving	VBG	serve
them	PP	them
appropriately	RB	appropriately
.	SENT	.
So	RB	so
we	PP	we
do	VBP	do
need	VB	need
to	TO	to
invest	VB	invest
in	IN	in
businesses	NNS	business
and	CC	and
governments	NNS	government
in	IN	in
Africa	NP	Africa
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
still	RB	still
going	VBG	go
to	TO	to
take	VB	take
a	DT	a
long	JJ	long
time	NN	time
for	IN	for
the	DT	the
problems	NNS	problem
to	TO	to
be	VB	be
fixed	VBN	fix
.	SENT	.
Therefore	RB	therefore
,	,	,
that	WDT	that
leaves	VBZ	leave
us	PP	us
with	IN	with
one	CD	one
option	NN	option
and	CC	and
we	PP	we
need	VBP	need
to	TO	to
work	VB	work
with	IN	with
this	DT	this
system	NN	system
.	SENT	.
Therefore	RB	therefore
,	,	,
we	PP	we
have	VBP	have
to	TO	to
fix	VB	fix
it	PP	it
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
make	VB	make
it	PP	it
more	RBR	more
accountable	JJ	accountable
,	,	,
more	RBR	more
creative	JJ	creative
and	CC	and
more	RBR	more
transparent	JJ	transparent
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
start	VB	start
innovating	VBG	innovate
,	,	,
coming	VBG	come
up	RP	up
with	IN	with
really	RB	really
neat	JJ	neat
ideas	NNS	idea
—	:	-
ideas	NNS	idea
like	IN	like
giving	VBG	give
beneficiaries	NNS	beneficiary
a	DT	a
chance	NN	chance
to	TO	to
rate	VB	rate
