Hi	UH	hi
a	DT	a
point	NN	point
in	IN	in
there	RB	there
where	WRB	where
I	PP	I
'	POS	'
m	NN	m
just	RB	just
,	,	,
like	VB	like
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
get	VB	get
some	DT	some
air	NN	air
in	IN	in
there	RB	there
,	,	,
mate	NN	mate
,	,	,
because	IN	because
he	PP	he
just	RB	just
sounds	VBZ	sound
like	IN	like
he	PP	he
'	POS	'
s	NNS	<unknown>
breathing	VBG	breathe
out	RP	out
.	SENT	.
This	DT	this
hasn	NN	<unknown>
'	POS	'
t	NN	t
been	VBN	be
edited	VBN	edit
;	:	;
this	DT	this
is	VBZ	be
him	PP	him
.	SENT	.
And	CC	and
finally	RB	finally
we	PP	we
have	VBP	have
—	:	-
this	DT	this
is	VBZ	be
a	DT	a
human	JJ	human
female	NN	female
laughing	VBG	laugh
.	SENT	.
And	CC	and
laughter	NN	laughter
can	MD	can
take	VB	take
us	PP	us
to	TO	to
some	DT	some
pretty	JJ	pretty
odd	JJ	odd
places	NNS	place
in	IN	in
terms	NNS	term
of	IN	of
making	VBG	make
noises	NNS	noise
.	SENT	.
She	PP	she
actually	RB	actually
says	VBZ	say
,	,	,
"	``	"
Oh	UH	oh
my	PP$	my
God	NP	God
,	,	,
what	WP	what
is	VBZ	be
that	RB	that
?	SENT	?
"	''	"
in	IN	in
French	NP	French
.	SENT	.
We	PP	we
'	''	'
re	IN	re
all	DT	all
kind	NN	kind
of	IN	of
with	IN	with
her	PP	her
.	SENT	.
I	PP	I
have	VBP	have
no	DT	no
idea	NN	idea
.	SENT	.
Now	RB	now
,	,	,
to	TO	to
understand	VB	understand
laughter	NN	laughter
,	,	,
you	PP	you
have	VBP	have
to	TO	to
look	VB	look
at	IN	at
a	DT	a
part	NN	part
of	IN	of
the	DT	the
body	NN	body
that	IN	that
psychologists	NNS	psychologist
and	CC	and
neuroscientists	NNS	neuroscientist
don	NN	don
'	POS	'
t	NN	t
normally	RB	normally
spend	VBP	spend
much	JJ	much
time	NN	time
looking	VBG	look
at	IN	at
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
ribcage	NN	<unknown>
,	,	,
and	CC	and
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
seem	VBP	seem
terribly	RB	terribly
exciting	JJ	exciting
,	,	,
but	CC	but
actually	RB	actually
you	PP	you
'	POS	'
re	NN	re
all	RB	all
using	VBG	use
your	PP$	your
ribcage	NN	<unknown>
all	RB	all
the	DT	the
time	NN	time
.	SENT	.
What	WP	what
you	PP	you
'	''	'
re	IN	re
all	DT	all
doing	VBG	do
at	IN	at
the	DT	the
moment	NN	moment
with	IN	with
your	PP$	your
ribcage	NN	<unknown>
,	,	,
and	CC	and
don	NN	don
'	POS	'
t	NN	t
stop	NN	stop
doing	VBG	do
it	PP	it
,	,	,
is	VBZ	be
breathing	VBG	breathe
.	SENT	.
So	RB	so
you	PP	you
use	VBP	use
the	DT	the
intercostal	JJ	intercostal
muscles	NNS	muscle
,	,	,
the	DT	the
muscles	NNS	muscle
between	IN	between
your	PP$	your
ribs	NNS	rib
,	,	,
to	TO	to
bring	VB	bring
air	NN	air
in	RP	in
and	CC	and
out	RP	out
of	IN	of
your	PP$	your
lungs	NNS	lung
just	RB	just
by	IN	by
expanding	VBG	expand
and	CC	and
contracting	VBG	contract
your	PP$	your
ribcage	NN	<unknown>
,	,	,
and	CC	and
if	IN	if
I	PP	I
was	VBD	be
to	TO	to
put	VB	put
a	DT	a
strap	NN	strap
around	IN	around
the	DT	the
outside	NN	outside
of	IN	of
your	PP$	your
chest	NN	chest
called	VBD	call
a	DT	a
breath	NN	breath
belt	NN	belt
,	,	,
and	CC	and
just	RB	just
look	VB	look
at	IN	at
that	DT	that
movement	NN	movement
,	,	,
you	PP	you
see	VBP	see
a	DT	a
rather	RB	rather
gentle	JJ	gentle
sinusoidal	JJ	sinusoidal
movement	NN	movement
,	,	,
so	IN	so
that	WDT	that
'	POS	'
s	NN	S
breathing	NN	breathing
.	SENT	.
You	PP	you
'	''	'
re	IN	re
all	DT	all
doing	VBG	do
it	PP	it
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
stop	NN	stop
.	SENT	.
As	RB	as
soon	RB	soon
as	IN	as
you	PP	you
start	VBP	start
talking	VBG	talk
,	,	,
you	PP	you
start	VBP	start
using	VBG	use
your	PP$	your
breathing	NN	breathing
completely	RB	completely
differently	RB	differently
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
now	RB	now
is	VBZ	be
you	PP	you
see	VBP	see
something	NN	something
much	RB	much
more	RBR	more
like	IN	like
this	DT	this
.	SENT	.
In	IN	in
talking	VBG	talk
,	,	,
you	PP	you
use	VBP	use
very	RB	very
fine	VB	fine
movements	NNS	movement
of	IN	of
the	DT	the
ribcage	NN	<unknown>
to	TO	to
squeeze	VB	squeeze
the	DT	the
air	NN	air
out	RB	out
—	:	-
and	CC	and
in	IN	in
fact	NN	fact
,	,	,
we	PP	we
'	POS	'
re	NN	re
the	DT	the
only	JJ	only
animals	NNS	animal
that	WDT	that
can	MD	can
do	VB	do
this	DT	this
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
can	MD	can
talk	VB	talk
at	IN	at
all	DT	all
.	SENT	.
Now	RB	now
,	,	,
both	DT	both
talking	NN	talking
and	CC	and
breathing	NN	breathing
has	VBZ	have
a	DT	a
mortal	JJ	mortal
enemy	NN	enemy
,	,	,
and	CC	and
that	IN	that
enemy	NN	enemy
is	VBZ	be
laughter	NN	laughter
,	,	,
because	IN	because
what	WP	what
happens	VBZ	happen
when	WRB	when
you	PP	you
laugh	VBP	laugh
is	VBZ	be
those	DT	those
same	JJ	same
muscles	NNS	muscle
start	VBP	start
to	TO	to
contract	VB	contract
very	RB	very
regularly	RB	regularly
,	,	,
and	CC	and
you	PP	you
get	VBP	get
this	DT	this
very	RB	very
marked	VBN	mark
sort	NN	sort
of	IN	of
zig-zagging	NN	<unknown>
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
just	RB	just
squeezing	VBG	squeeze
the	DT	the
air	NN	air
out	RP	out
of	IN	of
you	PP	you
.	SENT	.
It	PP	it
literally	RB	literally
is	VBZ	be
that	RB	that
basic	JJ	basic
a	DT	a
way	NN	way
of	IN	of
making	VBG	make
a	DT	a
sound	NN	sound
.	SENT	.
You	PP	you
could	MD	could
be	VB	be
stamping	VBG	stamp
on	IN	on
somebody	NN	somebody
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
having	VBG	have
the	DT	the
same	JJ	same
effect	NN	effect
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
just	RB	just
squeezing	VBG	squeeze
air	NN	air
out	RP	out
,	,	,
and	CC	and
each	DT	each
of	IN	of
those	DT	those
contractions	NNS	contraction
—	:	-
Ha	NP	Ha
!	SENT	!
—	:	-
gives	VBZ	give
you	PP	you
a	DT	a
sound	NN	sound
.	SENT	.
And	CC	and
as	IN	as
the	DT	the
contractions	NNS	contraction
run	VBP	run
together	RB	together
,	,	,
you	PP	you
can	MD	can
get	VB	get
these	DT	these
spasms	NNS	spasm
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
when	WRB	when
you	PP	you
start	VBP	start
getting	VBG	get
these	DT	these
—	:	-
—	:	-
things	NNS	thing
happening	VBG	happen
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
brilliant	JJ	brilliant
at	IN	at
this	DT	this
.	SENT	.
Now	RB	now
,	,	,
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
science	NN	science
of	IN	of
laughter	NN	laughter
,	,	,
there	RB	there
isn	NP	isn
'	POS	'
t	NN	t
very	RB	very
much	RB	much
,	,	,
but	CC	but
it	PP	it
does	VBZ	do
turn	VB	turn
out	RP	out
that	DT	that
pretty	RB	pretty
much	JJ	much
everything	NN	everything
we	PP	we
think	VBP	think
we	PP	we
know	VBP	know
about	IN	about
laughter	NN	laughter
is	VBZ	be
wrong	JJ	wrong
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
not	RB	not
at	IN	at
all	DT	all
unusual	JJ	unusual
,	,	,
for	IN	for
example	NN	example
,	,	,
to	TO	to
hear	VB	hear
people	NNS	people
to	TO	to
say	VB	say
humans	NNS	human
are	VBP	be
the	DT	the
only	JJ	only
animals	NNS	animal
that	DT	that
laugh	NN	laugh
.	SENT	.
Nietzsche	NP	Nietzsche
thought	VBD	think
that	IN	that
humans	NNS	human
are	VBP	be
the	DT	the
only	JJ	only
animals	NNS	animal
that	DT	that
laugh	NN	laugh
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
you	PP	you
find	VBP	find
laughter	NN	laughter
throughout	IN	throughout
the	DT	the
mammals	NNS	mammal
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
well-	NN	<unknown>
described	VBN	describe
and	CC	and
well-observed	VBN	well-observe
in	IN	in
primates	NNS	primate
,	,	,
but	CC	but
you	PP	you
also	RB	also
see	VBP	see
it	PP	it
in	IN	in
rats	NNS	rat
,	,	,
and	CC	and
wherever	WRB	wherever
you	PP	you
find	VBP	find
it	PP	it
—	:	-
humans	NNS	human
,	,	,
primates	NNS	primate
,	,	,
rats	NNS	rat
—	:	-
you	PP	you
find	VBP	find
it	PP	it
associated	VBN	associate
with	IN	with
things	NNS	thing
like	IN	like
tickling	VBG	tickle
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
the	DT	the
same	JJ	same
for	IN	for
humans	NNS	human
.	SENT	.
You	PP	you
find	VBP	find
it	PP	it
associated	VBN	associate
with	IN	with
play	NN	play
,	,	,
and	CC	and
all	DT	all
mammals	NNS	mammal
play	VBP	play
.	SENT	.
And	CC	and
wherever	WRB	wherever
you	PP	you
find	VBP	find
it	PP	it
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
associated	VBN	associate
with	IN	with
interactions	NNS	interaction
.	SENT	.
So	IN	so
Robert	NP	Robert
Provine	NP	Provine
,	,	,
who	WP	who
has	VBZ	have
done	VBN	do
a	DT	a
lot	NN	lot
of	IN	of
work	NN	work
on	IN	on
this	DT	this
,	,	,
has	VBZ	have
pointed	VBN	point
out	RP	out
that	IN	that
you	PP	you
are	VBP	be
30	CD	@card@
times	NNS	time
more	RBR	more
likely	JJ	likely
to	TO	to
laugh	VB	laugh
if	IN	if
you	PP	you
are	VBP	be
with	IN	with
somebody	NN	somebody
else	RB	else
than	IN	than
if	IN	if
you	PP	you
'	POS	'
re	NN	re
on	IN	on
your	PP$	your
own	JJ	own
,	,	,
and	CC	and
where	WRB	where
you	PP	you
find	VBP	find
most	JJS	most
laughter	NN	laughter
is	VBZ	be
in	IN	in
social	JJ	social
interactions	NNS	interaction
like	IN	like
conversation	NN	conversation
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
ask	VBP	ask
human	JJ	human
beings	NNS	being
,	,	,
"	``	"
When	WRB	when
do	VBP	do
you	PP	you
laugh	VB	laugh
?	SENT	?
"	``	"
they	PP	they
'	POS	'
ll	JJ	<unknown>
talk	NN	talk
about	IN	about
comedy	NN	comedy
and	CC	and
they	PP	they
'	POS	'
ll	JJ	<unknown>
talk	NN	talk
about	IN	about
humor	NN	humor
and	CC	and
they	PP	they
'	POS	'
ll	JJ	<unknown>
talk	NN	talk
about	IN	about
jokes	NNS	joke
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
when	WRB	when
they	PP	they
laugh	VBP	laugh
,	,	,
they	PP	they
'	POS	'
re	NN	re
laughing	VBG	laugh
with	IN	with
their	PP$	their
friends	NNS	friend
.	SENT	.
And	CC	and
when	WRB	when
we	PP	we
laugh	VBP	laugh
with	IN	with
people	NNS	people
,	,	,
we	PP	we
'	POS	'
re	NN	re
hardly	RB	hardly
ever	RB	ever
actually	RB	actually
laughing	VBG	laugh
at	IN	at
jokes	NNS	joke
.	SENT	.
You	PP	you
are	VBP	be
laughing	VBG	laugh
to	TO	to
show	VB	show
people	NNS	people
that	IN	that
you	PP	you
understand	VBP	understand
them	PP	them
,	,	,
that	IN	that
you	PP	you
agree	VBP	agree
with	IN	with
them	PP	them
,	,	,
that	IN	that
you	PP	you
'	POS	'
re	NN	re
part	NN	part
of	IN	of
the	DT	the
same	JJ	same
group	NN	group
as	IN	as
them	PP	them
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
laughing	VBG	laugh
to	TO	to
show	VB	show
that	IN	that
you	PP	you
like	VBP	like
them	PP	them
.	SENT	.
You	PP	you
might	MD	might
even	RB	even
love	VB	love
them	PP	them
.	SENT	.
You	PP	you
'	''	'
re	IN	re
doing	VBG	do
all	PDT	all
that	DT	that
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
as	IN	as
talking	VBG	talk
to	TO	to
them	PP	them
,	,	,
and	CC	and
the	DT	the
laughter	NN	laughter
is	VBZ	be
doing	VBG	do
a	DT	a
lot	NN	lot
of	IN	of
that	DT	that
emotional	JJ	emotional
work	NN	work
for	IN	for
you	PP	you
.	SENT	.
Something	NN	something
that	IN	that
Robert	NP	Robert
Provine	NP	Provine
has	VBZ	have
pointed	VBN	point
out	RP	out
,	,	,
as	IN	as
you	PP	you
can	MD	can
see	VB	see
here	RB	here
,	,	,
and	CC	and
the	DT	the
reason	NN	reason
why	WRB	why
we	PP	we
were	VBD	be
laughing	VBG	laugh
when	WRB	when
we	PP	we
heard	VBD	hear
those	DT	those
funny	JJ	funny
laughs	NNS	laugh
at	IN	at
the	DT	the
start	NN	start
,	,	,
and	CC	and
why	WRB	why
I	PP	I
was	VBD	be
laughing	VBG	laugh
when	WRB	when
I	PP	I
found	VBD	find
my	PP$	my
parents	NNS	parent
laughing	VBG	laugh
,	,	,
is	VBZ	be
that	IN	that
it	PP	it
'	POS	'
s	NN	S
an	DT	an
enormously	RB	enormously
behaviorally	RB	behaviorally
contagious	JJ	contagious
effect	NN	effect
.	SENT	.
You	PP	you
can	MD	can
catch	VB	catch
laughter	NN	laughter
from	IN	from
somebody	NN	somebody
else	RB	else
,	,	,
and	CC	and
you	PP	you
are	VBP	be
more	RBR	more
likely	JJ	likely
to	TO	to
catch	VB	catch
laughter	NN	laughter
off	IN	off
somebody	NN	somebody
else	RB	else
if	IN	if
you	PP	you
know	VBP	know
them	PP	them
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
still	RB	still
modulated	VBN	modulate
by	IN	by
this	DT	this
social	JJ	social
context	NN	context
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
put	VB	put
humor	NN	humor
to	TO	to
one	CD	one
side	NN	side
and	CC	and
think	VBP	think
about	IN	about
the	DT	the
social	JJ	social
meaning	NN	meaning
of	IN	of
laughter	NN	laughter
because	IN	because
that	DT	that
'	''	'
s	NN	S
where	WRB	where
its	PP$	its
origins	NNS	origin
lie	VBP	lie
.	SENT	.
Now	RB	now
,	,	,
something	NN	something
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
very	RB	very
interested	JJ	interested
in	IN	in
is	VBZ	be
different	JJ	different
kinds	NNS	kind
of	IN	of
laughter	NN	laughter
,	,	,
and	CC	and
we	PP	we
have	VBP	have
some	DT	some
neurobiological	JJ	neurobiological
evidence	NN	evidence
about	IN	about
how	WRB	how
human	JJ	human
beings	NNS	being
vocalize	VBP	vocalize
that	DT	that
suggests	VBZ	suggest
there	EX	there
might	MD	might
be	VB	be
two	CD	two
kinds	NNS	kind
of	IN	of
laughs	NNS	laugh
that	IN	that
we	PP	we
have	VBP	have
.	SENT	.
So	RB	so
it	PP	it
seems	VBZ	seem
possible	JJ	possible
that	IN	that
the	DT	the
neurobiology	NN	neurobiology
for	IN	for
helpless	JJ	helpless
,	,	,
involuntary	JJ	involuntary
laughter	NN	laughter
,	,	,
like	IN	like
my	PP$	my
parents	NNS	parent
lying	VBG	lie
on	IN	on
the	DT	the
floor	NN	floor
screaming	VBG	scream
about	IN	about
a	DT	a
silly	JJ	silly
song	NN	song
,	,	,
might	MD	might
have	VB	have
a	DT	a
different	JJ	different
basis	NN	basis
to	TO	to
it	PP	it
than	IN	than
some	DT	some
of	IN	of
that	DT	that
more	RBR	more
polite	JJ	polite
social	JJ	social
laughter	NN	laughter
that	IN	that
you	PP	you
encounter	VB	encounter
,	,	,
which	WDT	which
isn	NP	isn
'	POS	'
t	NN	t
horrible	JJ	horrible
laughter	NN	laughter
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	JJ	<unknown>
behavior	NN	behavior
somebody	NN	somebody
is	VBZ	be
doing	VBG	do
as	IN	as
part	NN	part
of	IN	of
their	PP$	their
communicative	JJ	communicative
act	NN	act
to	TO	to
you	PP	you
,	,	,
part	NN	part
of	IN	of
their	PP$	their
interaction	NN	interaction
with	IN	with
you	PP	you
;	:	;
they	PP	they
are	VBP	be
choosing	VBG	choose
to	TO	to
do	VB	do
this	DT	this
.	SENT	.
In	IN	in
our	PP$	our
evolution	NN	evolution
,	,	,
we	PP	we
have	VBP	have
developed	VBN	develop
two	CD	two
different	JJ	different
ways	NNS	way
of	IN	of
vocalizing	VBG	vocalize
.	SENT	.
Involuntary	JJ	involuntary
vocalizations	NNS	vocalization
are	VBP	be
part	NN	part
of	IN	of
an	DT	an
older	JJR	old
system	NN	system
than	IN	than
the	DT	the
more	JJR	more
voluntary	JJ	voluntary
vocalizations	NNS	vocalization
like	IN	like
the	DT	the
speech	NN	speech
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
now	RB	now
.	SENT	.
So	RB	so
we	PP	we
might	MD	might
imagine	VB	imagine
that	DT	that
laughter	NN	laughter
might	MD	might
actually	RB	actually
have	VB	have
two	CD	two
different	JJ	different
roots	NNS	root
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
looking	VBG	look
at	IN	at
this	DT	this
in	IN	in
more	JJR	more
detail	NN	detail
.	SENT	.
To	TO	to
do	VB	do
this	DT	this
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
had	VBD	have
to	TO	to
make	VB	make
recordings	NNS	recording
of	IN	of
people	NNS	people
laughing	VBG	laugh
,	,	,
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
had	VBD	have
to	TO	to
do	VB	do
whatever	WDT	whatever
it	PP	it
takes	VBZ	take
to	TO	to
make	VB	make
people	NNS	people
laugh	NN	laugh
,	,	,
and	CC	and
we	PP	we
got	VBD	get
those	DT	those
same	JJ	same
people	NNS	people
to	TO	to
produce	VB	produce
more	RBR	more
posed	VBN	pose
,	,	,
social	JJ	social
laughter	NN	laughter
.	SENT	.
So	RB	so
imagine	VB	imagine
your	PP$	your
friend	NN	friend
told	VBD	tell
a	DT	a
joke	NN	joke
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
laughing	VBG	laugh
because	IN	because
you	PP	you
like	VBP	like
your	PP$	your
friend	NN	friend
,	,	,
but	CC	but
not	RB	not
really	RB	really
because	IN	because
the	DT	the
joke	NN	joke
'	POS	'
s	VBG	<unknown>
all	PDT	all
that	DT	that
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
play	VB	play
you	PP	you
a	DT	a
couple	NN	couple
of	IN	of
those	DT	those
.	SENT	.
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
tell	VB	tell
me	PP	me
if	IN	if
you	PP	you
think	VBP	think
this	DT	this
laughter	NN	laughter
is	VBZ	be
real	JJ	real
laughter	NN	laughter
,	,	,
or	CC	or
if	IN	if
you	PP	you
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
posed	VBD	pose
.	SENT	.
So	RB	so
is	VBZ	be
this	DT	this
involuntary	JJ	involuntary
laughter	NN	laughter
or	CC	or
more	JJR	more
voluntary	JJ	voluntary
laughter	NN	laughter
?	SENT	?
What	WP	what
does	VBZ	do
that	DT	that
sound	NN	sound
like	IN	like
to	TO	to
you	PP	you
?	SENT	?
Audience	NN	audience
:	:	:
Posed	VBN	pose
.	SENT	.
Sophie	NP	Sophie
Scott	NP	Scott
:	:	:
Posed	VBD	pose
?	SENT	?
Posed	VBD	pose
.	SENT	.
How	WRB	how
about	RB	about
this	DT	this
one	CD	one
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
the	DT	the
best	JJS	good
.	SENT	.
Not	RB	not
really	RB	really
.	SENT	.
No	UH	no
,	,	,
that	WDT	that
was	VBD	be
helpless	JJ	helpless
laughter	NN	laughter
,	,	,
and	CC	and
in	IN	in
fact	NN	fact
,	,	,
to	TO	to
record	VB	record
that	IN	that
,	,	,
all	RB	all
they	PP	they
had	VBD	have
to	TO	to
do	VB	do
was	VBD	be
record	VB	record
me	PP	me
watching	VBG	watch
one	CD	one
of	IN	of
my	PP$	my
friends	NNS	friend
listening	VBG	listen
to	TO	to
something	NN	something
I	PP	I
knew	VBD	know
she	PP	she
wanted	VBD	want
to	TO	to
laugh	VB	laugh
at	IN	at
,	,	,
and	CC	and
I	PP	I
just	RB	just
started	VBD	start
doing	VBG	do
this	DT	this
.	SENT	.
What	WP	what
you	PP	you
find	VBP	find
is	VBZ	be
that	IN	that
people	NNS	people
are	VBP	be
good	JJ	good
at	IN	at
telling	VBG	tell
the	DT	the
difference	NN	difference
between	IN	between
real	JJ	real
and	CC	and
posed	VBN	pose
laughter	NN	laughter
.	SENT	.
They	PP	they
seem	VBP	seem
to	TO	to
be	VB	be
different	JJ	different
things	NNS	thing
to	TO	to
us	PP	us
.	SENT	.
Interestingly	RB	interestingly
,	,	,
you	PP	you
see	VBP	see
something	NN	something
quite	RB	quite
similar	JJ	similar
with	IN	with
chimpanzees	NNS	chimpanzee
.	SENT	.
Chimpanzees	NNS	chimpanzee
laugh	VBP	laugh
differently	RB	differently
if	IN	if
they	PP	they
'	POS	'
re	NN	re
being	VBG	be
tickled	VBN	tickle
than	IN	than
if	IN	if
they	PP	they
'	POS	'
re	NN	re
playing	NN	playing
with	IN	with
each	DT	each
other	JJ	other
,	,	,
and	CC	and
we	PP	we
might	MD	might
be	VB	be
seeing	VBG	see
something	NN	something
like	IN	like
that	IN	that
here	RB	here
,	,	,
involuntary	JJ	involuntary
laughter	NN	laughter
,	,	,
tickling	VBG	tickle
laughter	NN	laughter
,	,	,
being	VBG	be
different	JJ	different
from	IN	from
social	JJ	social
laughter	NN	laughter
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
