Interpreter	NN	interpreter
life	NN	life
.	SENT	.
And	CC	and
I	PP	I
believed	VBD	believe
it	PP	it
to	TO	to
be	VB	be
true	JJ	true
.	SENT	.
Yet	RB	yet
,	,	,
I	PP	I
realize	VBP	realize
now	RB	now
that	IN	that
that	DT	that
wasn	NN	<unknown>
'	POS	'
t	NN	t
the	DT	the
case	NN	case
at	IN	at
all	DT	all
.	SENT	.
Sound	NN	sound
was	VBD	be
very	RB	very
much	RB	much
a	DT	a
part	NN	part
of	IN	of
my	PP$	my
life	NN	life
,	,	,
really	RB	really
,	,	,
on	IN	on
my	PP$	my
mind	NN	mind
every	DT	every
day	NN	day
.	SENT	.
As	IN	as
a	DT	a
Deaf	NP	Deaf
person	NN	person
living	NN	living
in	IN	in
a	DT	a
world	NN	world
of	IN	of
sound	NN	sound
,	,	,
it	PP	it
'	POS	'
s	NN	S
as	RB	as
if	IN	if
I	PP	I
was	VBD	be
living	VBG	live
in	IN	in
a	DT	a
foreign	JJ	foreign
country	NN	country
,	,	,
blindly	RB	blindly
following	VBG	follow
its	PP$	its
rules	NNS	rule
,	,	,
customs	NNS	custom
,	,	,
behaviors	NNS	behavior
and	CC	and
norms	NNS	norm
without	IN	without
ever	RB	ever
questioning	VBG	question
them	PP	them
.	SENT	.
So	RB	so
how	WRB	how
is	VBZ	be
it	PP	it
that	IN	that
I	PP	I
understand	VBP	understand
sound	NN	sound
?	SENT	?
Well	RB	well
,	,	,
I	PP	I
watch	VBP	watch
how	WRB	how
people	NNS	people
behave	VB	behave
and	CC	and
respond	VB	respond
to	TO	to
sound	VB	sound
.	SENT	.
You	PP	you
people	NNS	people
are	VBP	be
like	IN	like
my	PP$	my
loudspeakers	NNS	loudspeaker
,	,	,
and	CC	and
amplify	VB	amplify
sound	NN	sound
.	SENT	.
I	PP	I
learn	VBP	learn
and	CC	and
mirror	VBP	mirror
that	DT	that
behavior	NN	behavior
.	SENT	.
At	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
that	IN	that
I	PP	I
create	VBP	create
sound	NN	sound
,	,	,
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
seen	VBN	see
how	WRB	how
people	NNS	people
respond	VB	respond
to	TO	to
me	PP	me
.	SENT	.
Thus	RB	thus
I	NP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
,	,	,
for	IN	for
example	NN	example
.	SENT	.
.	SENT	.
.	SENT	.
"	''	"
Don	NP	Don
'	POS	'
t	NN	t
slam	VBP	slam
the	DT	the
door	NN	door
!	SENT	!
"	''	"
"	``	"
Don	NP	Don
'	POS	'
t	NN	t
make	VB	make
too	RB	too
much	JJ	much
noise	NN	noise
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
eating	NN	eating
from	IN	from
the	DT	the
potato-chip	NN	potato-chip
bag	NN	bag
!	SENT	!
"	''	"
"	``	"
Don	NP	Don
'	POS	'
t	NN	t
burp	NN	burp
,	,	,
and	CC	and
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
eating	NN	eating
,	,	,
make	VBP	make
sure	RB	sure
you	PP	you
don	VB	don
'	''	'
t	NN	t
scrape	VB	scrape
your	PP$	your
utensils	NNS	utensil
on	IN	on
the	DT	the
plate	NN	plate
.	SENT	.
"	''	"
All	DT	all
of	IN	of
these	DT	these
things	NNS	thing
I	PP	I
term	VBP	term
"	``	"
sound	JJ	sound
etiquette	NN	etiquette
.	SENT	.
"	``	"
Maybe	RB	maybe
I	PP	I
think	VBP	think
about	RB	about
sound	VB	sound
etiquette	NN	etiquette
more	JJR	more
than	IN	than
the	DT	the
average	JJ	average
hearing	NN	hearing
person	NN	person
does	VBZ	do
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
hyper-	NN	<unknown>
vigilant	JJ	vigilant
around	IN	around
sound	NN	sound
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
always	RB	always
waiting	VBG	wait
in	IN	in
eager	JJ	eager
nervous	JJ	nervous
anticipation	NN	anticipation
around	IN	around
sound	NN	sound
,	,	,
about	IN	about
what	WP	what
'	POS	'
s	NN	S
to	TO	to
come	VB	come
next	JJ	next
.	SENT	.
Hence	RB	hence
,	,	,
this	DT	this
drawing	NN	drawing
.	SENT	.
TBD	NN	TBD
,	,	,
to	TO	to
be	VB	be
decided	VBN	decide
.	SENT	.
TBC	NP	TBC
,	,	,
to	TO	to
be	VB	be
continued	VBN	continue
.	SENT	.
TBA	NP	TBA
,	,	,
to	TO	to
be	VB	be
announced	VBN	announce
.	SENT	.
And	CC	and
you	PP	you
notice	VBP	notice
the	DT	the
staff	NN	staff
â	NP	<unknown>
there	RB	there
are	VBP	be
no	DT	no
notes	NNS	note
contained	VBN	contain
in	IN	in
the	DT	the
lines	NNS	line
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
because	IN	because
the	DT	the
lines	NNS	line
already	RB	already
contain	VBP	contain
sound	NN	sound
through	IN	through
the	DT	the
subtle	JJ	subtle
smudges	NNS	smudge
and	CC	and
smears	NNS	smear
.	SENT	.
In	IN	in
Deaf	NP	Deaf
culture	NN	culture
,	,	,
movement	NN	movement
is	VBZ	be
equivalent	JJ	equivalent
to	TO	to
sound	VB	sound
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
sign	NN	sign
for	IN	for
"	``	"
staff	NN	staff
"	''	"
in	IN	in
ASL	NP	ASL
.	SENT	.
A	DT	a
typical	JJ	typical
staff	NN	staff
contains	VBZ	contain
five	CD	five
lines	NNS	line
.	SENT	.
Yet	RB	yet
for	IN	for
me	PP	me
,	,	,
signing	VBG	sign
it	PP	it
with	IN	with
my	PP$	my
thumb	NN	thumb
sticking	VBG	stick
up	RP	up
like	IN	like
that	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
feel	VBP	feel
natural	JJ	natural
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
you	PP	you
'	POS	'
ll	JJ	<unknown>
notice	NN	notice
in	IN	in
my	PP$	my
drawings	NNS	drawing
,	,	,
I	PP	I
stick	VBP	stick
to	TO	to
four	CD	four
lines	NNS	line
on	IN	on
paper	NN	paper
.	SENT	.
In	IN	in
the	DT	the
year	NN	year
2008	CD	@card@
,	,	,
I	PP	I
had	VBD	have
the	DT	the
opportunity	NN	opportunity
to	TO	to
travel	VB	travel
to	TO	to
Berlin	NP	Berlin
,	,	,
Germany	NP	Germany
,	,	,
for	IN	for
an	DT	an
artist	NN	artist
residency	NN	residency
there	RB	there
.	SENT	.
Prior	RB	prior
to	TO	to
this	DT	this
time	NN	time
,	,	,
I	PP	I
had	VBD	have
been	VBN	be
working	VBG	work
as	IN	as
a	DT	a
painter	NN	painter
.	SENT	.
During	IN	during
this	DT	this
summer	NN	summer
,	,	,
I	PP	I
visited	VBD	visit
different	JJ	different
museums	NNS	museum
and	CC	and
gallery	NN	gallery
spaces	NNS	space
,	,	,
and	CC	and
as	IN	as
I	PP	I
went	VBD	go
from	IN	from
one	CD	one
place	NN	place
to	TO	to
the	DT	the
next	JJ	next
,	,	,
I	PP	I
noticed	VBD	notice
there	EX	there
was	VBD	be
no	DT	no
visual	JJ	visual
art	NN	art
there	RB	there
.	SENT	.
At	IN	at
that	DT	that
time	NN	time
,	,	,
sound	NN	sound
was	VBD	be
trending	VBG	trend
,	,	,
and	CC	and
this	DT	this
struck	VBD	strike
me	PP	me
.	SENT	.
.	SENT	.
.	SENT	.
there	EX	there
was	VBD	be
no	DT	no
visual	JJ	visual
art	NN	art
,	,	,
everything	NN	everything
was	VBD	be
auditory	JJ	auditory
.	SENT	.
Now	RB	now
sound	NN	sound
has	VBZ	have
come	VBN	come
into	IN	into
my	PP$	my
art	NN	art
territory	NN	territory
.	SENT	.
Is	VBZ	be
it	PP	it
going	VBG	go
to	TO	to
further	RBR	further
distance	VB	distance
me	PP	me
from	IN	from
art	NN	art
?	SENT	?
I	PP	I
realized	VBD	realize
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
the	DT	the
case	NN	case
at	IN	at
all	DT	all
.	SENT	.
I	PP	I
actually	RB	actually
know	VBP	know
sound	NN	sound
.	SENT	.
I	PP	I
know	VBP	know
it	PP	it
so	RB	so
well	RB	well
that	IN	that
it	PP	it
doesn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
something	NN	something
just	RB	just
experienced	VBN	experience
through	IN	through
the	DT	the
ears	NNS	ear
.	SENT	.
It	PP	it
could	MD	could
be	VB	be
felt	VBN	feel
tactually	RB	tactually
,	,	,
or	CC	or
experienced	VBD	experience
as	IN	as
a	DT	a
visual	JJ	visual
,	,	,
or	CC	or
even	RB	even
as	IN	as
an	DT	an
idea	NN	idea
.	SENT	.
So	RB	so
I	PP	I
decided	VBD	decide
to	TO	to
reclaim	VB	reclaim
ownership	NN	ownership
of	IN	of
sound	NN	sound
and	CC	and
to	TO	to
put	VB	put
it	PP	it
into	IN	into
my	PP$	my
art	NN	art
practice	NN	practice
.	SENT	.
And	CC	and
everything	NN	everything
that	IN	that
I	PP	I
had	VBD	have
been	VBN	be
taught	VBN	teach
regarding	VBG	regard
sound	NN	sound
,	,	,
I	PP	I
decided	VBD	decide
to	TO	to
do	VB	do
away	RP	away
with	IN	with
and	CC	and
unlearn	VB	unlearn
.	SENT	.
I	PP	I
started	VBD	start
creating	VBG	create
a	DT	a
new	JJ	new
body	NN	body
of	IN	of
work	NN	work
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
presented	VBD	present
this	DT	this
to	TO	to
the	DT	the
art	NN	art
community	NN	community
,	,	,
I	PP	I
was	VBD	be
blown	VBN	blow
away	RB	away
with	IN	with
the	DT	the
amount	NN	amount
of	IN	of
support	NN	support
and	CC	and
attention	NN	attention
I	PP	I
received	VBD	receive
.	SENT	.
I	PP	I
realized	VBD	realize
:	:	:
sound	NN	sound
is	VBZ	be
like	IN	like
money	NN	money
,	,	,
power	NN	power
,	,	,
control	NN	control
â	NP	<unknown>
social	JJ	social
currency	NN	currency
.	SENT	.
In	IN	in
the	DT	the
back	NN	back
of	IN	of
my	PP$	my
mind	NN	mind
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
always	RB	always
felt	VBD	feel
that	IN	that
sound	NN	sound
was	VBD	be
your	PP$	your
thing	NN	thing
,	,	,
a	DT	a
hearing	NN	hearing
person	NN	person
'	POS	'
s	NN	S
thing	NN	thing
.	SENT	.
And	CC	and
sound	NN	sound
is	VBZ	be
so	RB	so
powerful	JJ	powerful
that	IN	that
it	PP	it
could	MD	could
either	DT	either
disempower	NN	disempower
me	PP	me
and	CC	and
my	PP$	my
artwork	NN	artwork
,	,	,
or	CC	or
it	PP	it
could	MD	could
empower	VB	empower
me	PP	me
.	SENT	.
I	PP	I
chose	VBD	choose
to	TO	to
be	VB	be
empowered	VBN	empower
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
massive	JJ	massive
culture	NN	culture
around	IN	around
spoken	VBN	speak
language	NN	language
.	SENT	.
And	CC	and
just	RB	just
because	IN	because
I	PP	I
don	VBP	don
'	''	'
t	NN	t
use	VB	use
my	PP$	my
literal	JJ	literal
voice	NN	voice
to	TO	to
communicate	VB	communicate
,	,	,
in	IN	in
society	NN	society
'	POS	'
s	NN	S
eyes	VBZ	eye
it	PP	it
'	''	'
s	NNS	<unknown>
as	RB	as
if	IN	if
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
a	DT	a
voice	NN	voice
at	IN	at
all	DT	all
.	SENT	.
So	RB	so
I	PP	I
need	VBP	need
to	TO	to
work	VB	work
with	IN	with
individuals	NNS	individual
who	WP	who
can	MD	can
support	VB	support
me	PP	me
as	IN	as
an	DT	an
equal	JJ	equal
and	CC	and
become	VB	become
my	PP$	my
voice	NN	voice
.	SENT	.
And	CC	and
that	DT	that
way	NN	way
,	,	,
I	PP	I
'	POS	'
m	NN	m
able	JJ	able
to	TO	to
maintain	VB	maintain
relevancy	NN	relevancy
in	IN	in
society	NN	society
today	NN	today
.	SENT	.
So	RB	so
at	IN	at
school	NN	school
,	,	,
at	IN	at
work	NN	work
and	CC	and
institutions	NNS	institution
,	,	,
I	PP	I
work	VBP	work
with	IN	with
many	JJ	many
different	JJ	different
ASL	NP	ASL
interpreters	NNS	interpreter
.	SENT	.
And	CC	and
their	PP$	their
voice	NN	voice
becomes	VBZ	become
my	PP$	my
voice	NN	voice
and	CC	and
identity	NN	identity
.	SENT	.
They	PP	they
help	VBP	help
me	PP	me
to	TO	to
be	VB	be
heard	VBN	hear
.	SENT	.
And	CC	and
their	PP$	their
voices	NNS	voice
hold	VBP	hold
value	NN	value
and	CC	and
currency	NN	currency
.	SENT	.
Ironically	RB	ironically
,	,	,
by	IN	by
borrowing	VBG	borrow
out	RP	out
their	PP$	their
voices	NNS	voice
,	,	,
I	PP	I
'	POS	'
m	NN	m
able	JJ	able
to	TO	to
maintain	VB	maintain
a	DT	a
temporary	JJ	temporary
form	NN	form
of	IN	of
currency	NN	currency
,	,	,
kind	NN	kind
of	IN	of
like	IN	like
taking	VBG	take
out	RP	out
a	DT	a
loan	NN	loan
with	IN	with
a	DT	a
very	RB	very
high	JJ	high
interest	NN	interest
rate	NN	rate
.	SENT	.
If	IN	if
I	PP	I
didn	NN	<unknown>
'	POS	'
t	NN	t
continue	VB	continue
this	DT	this
practice	NN	practice
,	,	,
I	PP	I
feel	VBP	feel
that	IN	that
I	PP	I
could	MD	could
just	RB	just
fade	VB	fade
off	RP	off
into	IN	into
oblivion	NN	oblivion
and	CC	and
not	RB	not
maintain	VB	maintain
any	DT	any
form	NN	form
of	IN	of
social	JJ	social
currency	NN	currency
.	SENT	.
So	RB	so
with	IN	with
sound	NN	sound
as	IN	as
my	PP$	my
new	JJ	new
art	NN	art
medium	NN	medium
,	,	,
I	PP	I
delved	VBD	delve
into	IN	into
the	DT	the
world	NN	world
of	IN	of
music	NN	music
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
surprised	VBN	surprise
to	TO	to
see	VB	see
the	DT	the
similarities	NNS	similarity
between	IN	between
music	NN	music
and	CC	and
ASL	NP	ASL
.	SENT	.
For	IN	for
example	NN	example
,	,	,
a	DT	a
musical	JJ	musical
note	NN	note
cannot	MD	can
be	VB	be
fully	RB	fully
captured	VBN	capture
and	CC	and
expressed	VBN	express
on	IN	on
paper	NN	paper
.	SENT	.
And	CC	and
the	DT	the
same	JJ	same
holds	VBZ	hold
true	JJ	true
for	IN	for
a	DT	a
concept	NN	concept
in	IN	in
ASL	NP	ASL
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
both	CC	both
highly	RB	highly
spatial	JJ	spatial
and	CC	and
highly	RB	highly
inflected	VBN	inflect
â	NP	<unknown>
meaning	NN	meaning
that	IN	that
subtle	JJ	subtle
changes	NNS	change
can	MD	can
affect	VB	affect
the	DT	the
entire	JJ	entire
meaning	NN	meaning
of	IN	of
both	DT	both
signs	NNS	sign
and	CC	and
sounds	NNS	sound
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
share	VB	share
with	IN	with
you	PP	you
a	DT	a
piano	NN	piano
metaphor	NN	metaphor
,	,	,
to	TO	to
have	VB	have
you	PP	you
have	VBP	have
a	DT	a
better	JJR	good
understanding	NN	understanding
of	IN	of
how	WRB	how
ASL	NP	ASL
works	VBZ	work
.	SENT	.
So	RB	so
,	,	,
envision	VBP	envision
a	DT	a
piano	NN	piano
.	SENT	.
ASL	NP	ASL
is	VBZ	be
broken	VBN	break
down	RP	down
into	IN	into
many	JJ	many
different	JJ	different
grammatical	JJ	grammatical
parameters	NNS	parameter
.	SENT	.
If	IN	if
you	PP	you
assign	VBP	assign
a	DT	a
different	JJ	different
parameter	NN	parameter
to	TO	to
each	DT	each
finger	NN	finger
as	IN	as
you	PP	you
play	VBP	play
the	DT	the
piano	JJ	piano
â	NP	<unknown>
such	JJ	such
as	IN	as
facial	JJ	facial
expression	NN	expression
,	,	,
body	NN	body
movement	NN	movement
,	,	,
speed	NN	speed
,	,	,
hand	NN	hand
shape	NN	shape
and	CC	and
so	RB	so
on	RB	on
,	,	,
as	IN	as
you	PP	you
play	VBP	play
the	DT	the
piano	NN	piano
â	NP	<unknown>
English	NP	English
is	VBZ	be
a	DT	a
linear	JJ	linear
language	NN	language
,	,	,
as	RB	as
if	IN	if
one	CD	one
key	NN	key
is	VBZ	be
being	VBG	be
pressed	VBN	press
at	IN	at
a	DT	a
time	NN	time
.	SENT	.
However	RB	however
,	,	,
ASL	NP	ASL
is	VBZ	be
more	JJR	more
like	IN	like
a	DT	a
chord	NN	chord
â	NP	<unknown>
all	DT	all
10	CD	@card@
fingers	NNS	finger
need	VBP	need
to	TO	to
come	VB	come
down	RP	down
simultaneously	RB	simultaneously
to	TO	to
express	VB	express
a	DT	a
clear	JJ	clear
concept	NN	concept
or	CC	or
idea	NN	idea
in	IN	in
ASL	NP	ASL
.	SENT	.
If	IN	if
just	RB	just
one	CD	one
of	IN	of
those	DT	those
keys	NNS	key
were	VBD	be
to	TO	to
change	VB	change
the	DT	the
chord	NN	chord
,	,	,
it	PP	it
would	MD	would
create	VB	create
a	DT	a
completely	RB	completely
different	JJ	different
meaning	NN	meaning
.	SENT	.
The	DT	the
same	JJ	same
applies	VBZ	apply
to	TO	to
music	NN	music
in	IN	in
regards	NNS	regard
to	TO	to
pitch	NN	pitch
,	,	,
tone	NN	tone
and	CC	and
volume	NN	volume
.	SENT	.
In	IN	in
ASL	NP	ASL
,	,	,
by	IN	by
playing	VBG	play
around	RP	around
with	IN	with
these	DT	these
different	JJ	different
grammatical	JJ	grammatical
parameters	NNS	parameter
,	,	,
you	PP	you
can	MD	can
express	VB	express
different	JJ	different
ideas	NNS	idea
.	SENT	.
For	IN	for
example	NN	example
,	,	,
take	VB	take
the	DT	the
sign	NN	sign
TO-LOOK-AT	NN	<unknown>
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
sign	NN	sign
TO-LOOK-AT	NN	<unknown>
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
looking	VBG	look
at	IN	at
you	PP	you
.	SENT	.
Staring	VBG	stare
at	IN	at
you	PP	you
.	SENT	.
Oh	NP	Oh
â	NP	<unknown>
busted	VBD	bust
.	SENT	.
Uh-oh	NP	Uh-oh
.	SENT	.
What	WP	what
are	VBP	be
you	PP	you
looking	VBG	look
at	IN	at
?	SENT	?
Aw	NP	Aw
,	,	,
stop	NN	stop
.	SENT	.
I	PP	I
then	RB	then
started	VBD	start
thinking	VBG	think
,	,	,
"	``	"
What	WP	what
if	IN	if
I	PP	I
was	VBD	be
to	TO	to
look	VB	look
at	IN	at
ASL	NP	ASL
through	IN	through
a	DT	a
musical	JJ	musical
lens	NN	lens
?	SENT	?
"	``	"
If	IN	if
I	PP	I
was	VBD	be
to	TO	to
create	VB	create
a	DT	a
sign	NN	sign
and	CC	and
repeat	VB	repeat
it	PP	it
over	RP	over
and	CC	and
over	RP	over
,	,	,
it	PP	it
could	MD	could
become	VB	become
like	IN	like
a	DT	a
piece	NN	piece
of	IN	of
visual	JJ	visual
music	NN	music
.	SENT	.
For	IN	for
example	NN	example
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
sign	NN	sign
for	IN	for
"	``	"
day	NN	day
,	,	,
"	''	"
as	IN	as
the	DT	the
sun	NN	sun
rises	VBZ	rise
and	CC	and
sets	VBZ	set
.	SENT	.
This	DT	this
is	VBZ	be
"	``	"
all	DT	all
day	NN	day
.	SENT	.
"	``	"
If	IN	if
I	PP	I
was	VBD	be
to	TO	to
repeat	VB	repeat
it	PP	it
and	CC	and
slow	VB	slow
it	PP	it
down	RP	down
,	,	,
visually	RB	visually
it	PP	it
looks	VBZ	look
like	IN	like
a	DT	a
piece	NN	piece
of	IN	of
music	NN	music
.	SENT	.
All	RB	all
.	SENT	.
.	SENT	.
.	SENT	.
day	NN	day
.	SENT	.
I	PP	I
feel	VBP	feel
the	DT	the
same	JJ	same
holds	VBZ	hold
true	JJ	true
for	IN	for
"	``	"
all	DT	all
night	NN	night
.	SENT	.
"	''	"
"	``	"
All	DT	all
night	NN	night
.	SENT	.
"	``	"
This	DT	this
is	VBZ	be
ALL-NIGHT	JJ	all-night
,	,	,
represented	VBN	represent
in	IN	in
this	DT	this
drawing	NN	drawing
.	SENT	.
And	CC	and
this	DT	this
led	VBD	lead
me	PP	me
to	TO	to
thinking	VBG	think
about	IN	about
three	CD	three
different	JJ	different
kinds	NNS	kind
of	IN	of
nights	NNS	night
:	:	:
"	``	"
last	JJ	last
night	NN	night
,	,	,
"	''	"
"	``	"
overnight	JJ	overnight
,	,	,
"	''	"
"	''	"
all	DT	all
night	NN	night
long	RB	long
.	SENT	.
"	``	"
I	PP	I
feel	VBP	feel
like	IN	like
the	DT	the
third	JJ	third
one	CD	one
has	VBZ	have
a	DT	a
lot	NN	lot
more	JJR	more
musicality	NN	musicality
than	IN	than
the	DT	the
other	JJ	other
two	CD	two
.	SENT	.
This	DT	this
represents	VBZ	represent
how	WRB	how
time	NN	time
is	VBZ	be
expressed	VBN	express
in	IN	in
ASL	NP	ASL
and	CC	and
how	WRB	how
the	DT	the
distance	NN	distance
from	IN	from
your	PP$	your
body	NN	body
can	MD	can
express	VB	express
the	DT	the
changes	NNS	change
in	IN	in
time	NN	time
.	SENT	.
For	IN	for
example	NN	example
,	,	,
1H	NP	1H
is	VBZ	be
one	CD	one
hand	NN	hand
,	,	,
2H	NP	2H
is	VBZ	be
two	CD	two
hand	NN	hand
,	,	,
present	JJ	present
tense	NN	tense
happens	VBZ	happen
closest	JJS	close
and	CC	and
in	IN	in
front	NN	front
of	IN	of
the	DT	the
body	NN	body
,	,	,
future	NN	future
is	VBZ	be
in	IN	in
front	NN	front
of	IN	of
the	DT	the
body	NN	body
and	CC	and
the	DT	the
past	NN	past
is	VBZ	be
to	TO	to
your	PP$	your
back	NN	back
.	SENT	.
So	RB	so
,	,	,
the	DT	the
first	JJ	first
example	NN	example
is	VBZ	be
"	``	"
a	DT	a
long	JJ	long
time	NN	time
ago	RB	ago
.	SENT	.
"	''	"
Then	RB	then
"	``	"
past	JJ	past
,	,	,
"	''	"
"	``	"
used	VBN	use
to	TO	to
"	''	"
and	CC	and
the	DT	the
last	JJ	last
one	CD	one
,	,	,
which	WDT	which
is	VBZ	be
my	PP$	my
favorite	NN	favorite
,	,	,
with	IN	with
the	DT	the
very	RB	very
romantic	JJ	romantic
and	CC	and
dramatic	JJ	dramatic
notion	NN	notion
to	TO	to
it	PP	it
,	,	,
"	''	"
once	RB	once
upon	IN	upon
a	DT	a
time	NN	time
.	SENT	.
"	''	"
"	``	"
Common	JJ	common
time	NN	time
"	''	"
is	VBZ	be
a	DT	a
musical	JJ	musical
term	NN	term
with	IN	with
a	DT	a
specific	JJ	specific
time	NN	time
signature	NN	signature
of	IN	of
four	CD	four
beats	NNS	beat
per	IN	per
measure	NN	measure
.	SENT	.
Yet	RB	yet
when	WRB	when
I	PP	I
see	VBP	see
the	DT	the
word	NN	word
"	``	"
common	JJ	common
time	NN	time
,	,	,
"	''	"
what	WP	what
automatically	RB	automatically
comes	VBZ	come
to	TO	to
mind	VB	mind
for	IN	for
me	PP	me
is	VBZ	be
"	``	"
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
"	``	"
So	RB	so
notice	VB	notice
RH	NP	RH
:	:	:
right	JJ	right
hand	NN	hand
,	,	,
LH	NP	LH
:	:	:
left	VBN	leave
hand	NN	hand
.	SENT	.
We	PP	we
have	VBP	have
the	DT	the
staff	NN	staff
across	IN	across
the	DT	the
head	NN	head
and	CC	and
the	DT	the
chest	NN	chest
.	SENT	.
[	SYM	[
Head	NP	Head
:	:	:
RH	NP	RH
,	,	,
Flash	NP	Flash
claw	NN	claw
]	SYM	]
[	SYM	[
Common	JJ	common
time	NN	time
]	SYM	]
[	SYM	[
Chest	NN	chest
:	:	:
LH	NP	LH
,	,	,
Flash	NP	Flash
claw	NN	claw
]	SYM	]
I	NP	I
'	POS	'
m	NN	m
now	RB	now
going	VBG	go
to	TO	to
demonstrate	VB	demonstrate
a	DT	a
hand	NN	hand
shape	NN	shape
called	VBD	call
the	DT	the
"	``	"
flash	JJ	flash
claw	NN	claw
.	SENT	.
"	''	"
Can	MD	can
you	PP	you
please	VB	please
follow	VB	follow
along	RP	along
with	IN	with
me	PP	me
?	SENT	?
Everybody	NN	everybody
,	,	,
