Thank	VB	thank
I	PP	I
think	VBP	think
is	VBZ	be
right	JJ	right
,	,	,
is	VBZ	be
it	PP	it
was	VBD	be
"	``	"
a	DT	a
lust	NN	lust
for	IN	for
political	JJ	political
power	NN	power
,	,	,
"	''	"
retaining	VBG	retain
that	DT	that
political	JJ	political
power	NN	power
that	IN	that
Nixon	NP	Nixon
had	VBD	have
.	SENT	.
So	RB	so
as	IN	as
you	PP	you
look	VBP	look
at	IN	at
"	``	"
What	WP	what
was	VBD	be
Watergate	NP	Watergate
?	SENT	?
"	``	"
it	PP	it
was	VBD	be
really	RB	really
five	CD	five
wars	NNS	war
conducted	VBN	conduct
by	IN	by
Nixon	NP	Nixon
,	,	,
led	VBN	lead
by	IN	by
Nixon	NP	Nixon
.	SENT	.
The	DT	the
first	JJ	first
war	NN	war
was	VBD	be
,	,	,
interestingly	RB	interestingly
enough	RB	enough
,	,	,
the	DT	the
war	NN	war
against	IN	against
the	DT	the
anti-war	JJ	anti-war
movement	NN	movement
,	,	,
the	DT	the
anti-Vietnam	NP	anti-Vietnam
war	NN	war
movement	NN	movement
,	,	,
which	WDT	which
was	VBD	be
growing	VBG	grow
.	SENT	.
Nixon	NP	Nixon
had	VBD	have
inherited	VBN	inherit
the	DT	the
Vietnam	NP	Vietnam
War	NP	War
from	IN	from
President	NP	President
Johnson	NP	Johnson
.	SENT	.
He	PP	he
wanted	VBD	want
to	TO	to
do	VB	do
it	PP	it
his	PP$	his
way	NN	way
,	,	,
which	WDT	which
was	VBD	be
"	``	"
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
withdraw	VB	withdraw
troops	NNS	troop
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
bomb	VB	bomb
and	CC	and
bomb	VB	bomb
and	CC	and
bomb	VB	bomb
,	,	,
"	''	"
which	WDT	which
of	IN	of
course	NN	course
is	VBZ	be
what	WP	what
they	PP	they
did	VBD	do
,	,	,
but	CC	but
he	PP	he
hated	VBD	hate
the	DT	the
anti-war	JJ	anti-war
movement	NN	movement
so	RB	so
strongly	RB	strongly
that	IN	that
he	PP	he
had	VBD	have
one	CD	one
of	IN	of
his	PP$	his
aides	NNS	aide
in	IN	in
the	DT	the
White	NP	White
House	NP	House
,	,	,
Thomas	NP	Thomas
Charles	NP	Charles
Huston	NP	Huston
,	,	,
draw	VB	draw
up	RP	up
a	DT	a
top-secret	JJ	top-secret
plan	NN	plan
of	IN	of
how	WRB	how
to	TO	to
deal	VB	deal
with	IN	with
the	DT	the
domestic	JJ	domestic
opposition	NN	opposition
,	,	,
people	NNS	people
who	WP	who
were	VBD	be
thought	VBN	think
to	TO	to
be	VB	be
radicals	NNS	radical
or	CC	or
were	VBD	be
radicals	NNS	radical
.	SENT	.
This	DT	this
Huston	NP	Huston
plan	NN	plan
-	NN	<unknown>
Huston	NP	Huston
,	,	,
in	IN	in
proposing	VBG	propose
it	PP	it
to	TO	to
Nixon	NP	Nixon
,	,	,
in	IN	in
writing	NN	writing
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
this	DT	this
is	VBZ	be
illegal	JJ	illegal
,	,	,
"	''	"
because	IN	because
it	PP	it
involved	VBD	involve
break-ins	NNS	break-in
,	,	,
wiretapping	VBG	wiretap
,	,	,
surveillance	NN	surveillance
-	NN	<unknown>
everything	NN	everything
necessary	JJ	necessary
to	TO	to
bring	VB	bring
the	DT	the
anti-war	JJ	anti-war
movement	NN	movement
,	,	,
or	CC	or
the	DT	the
violent	JJ	violent
parts	NNS	part
of	IN	of
the	DT	the
anti-war	JJ	anti-war
movement	NN	movement
,	,	,
to	TO	to
toe	VB	toe
.	SENT	.
And	CC	and
Nixon	NP	Nixon
approved	VBD	approve
it	PP	it
.	SENT	.
J	NP	J
.	SENT	.
Edgar	NP	Edgar
Hoover	NP	Hoover
,	,	,
the	DT	the
FBI	NP	FBI
Director	NP	Director
,	,	,
objected	VBD	object
,	,	,
not	RB	not
because	IN	because
he	PP	he
thought	VBD	think
,	,	,
gee	NN	gee
,	,	,
these	DT	these
are	VBP	be
illegal	JJ	illegal
things	NNS	thing
,	,	,
but	CC	but
he	PP	he
thought	VBD	think
and	CC	and
he	PP	he
knew	VBD	know
that	IN	that
break-ins	NNS	break-in
,	,	,
wiretapping	VBG	wiretap
,	,	,
surveillance	NN	surveillance
-	NN	<unknown>
that	RB	that
'	POS	'
s	NNS	<unknown>
the	DT	the
job	NN	job
of	IN	of
the	DT	the
FBI	NP	FBI
,	,	,
that	WDT	that
'	''	'
s	VBG	<unknown>
our	PP$	our
turf	NN	turf
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
share	VB	share
it	PP	it
.	SENT	.
And	CC	and
so	IN	so
Nixon	NP	Nixon
rescinded	VBD	rescind
the	DT	the
Huston	NP	Huston
plan	NN	plan
.	SENT	.
But	CC	but
then	RB	then
,	,	,
things	NNS	thing
in	IN	in
1971	CD	@card@
got	VBD	get
so	RB	so
intense	JJ	intense
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
tape	NN	tape
of	IN	of
a	DT	a
meeting	NN	meeting
in	IN	in
the	DT	the
Oval	JJ	oval
Office	NN	office
.	SENT	.
It	PP	it
was	VBD	be
June	NP	June
17th	JJ	17th
,	,	,
1971	CD	@card@
.	SENT	.
Now	RB	now
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
year	NN	year
before	IN	before
the	DT	the
Watergate	NP	Watergate
burglary	NN	burglary
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
Nixon	NP	Nixon
,	,	,
his	PP$	his
Chief	NP	Chief
of	IN	of
Staff	NP	Staff
,	,	,
Haldeman	NP	Haldeman
,	,	,
and	CC	and
Henry	NP	Henry
Kissinger	NP	Kissinger
,	,	,
the	DT	the
National	NP	National
Security	NP	Security
Advisor	NP	Advisor
,	,	,
and	CC	and
there	EX	there
is	VBZ	be
a	DT	a
document	NN	document
that	IN	that
they	PP	they
want	VBP	want
to	TO	to
get	VB	get
out	RP	out
of	IN	of
the	DT	the
Brookings	NP	Brookings
Institution	NP	Institution
that	WDT	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
help	VB	help
in	IN	in
criticizing	VBG	criticize
President	NP	President
Johnson	NP	Johnson
and	CC	and
his	PP$	his
conduct	NN	conduct
of	IN	of
the	DT	the
war	NN	war
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
it	PP	it
,	,	,
and	CC	and
,	,	,
literally	RB	literally
,	,	,
Bob	NP	Bob
Haldeman	NP	Haldeman
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
if	IN	if
we	PP	we
get	VBP	get
this	DT	this
document	NN	document
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
be	VB	be
able	JJ	able
to	TO	to
blackmail	VB	blackmail
Lyndon	NP	Lyndon
Johnson	NP	Johnson
.	SENT	.
"	``	"
Think	VBP	think
about	IN	about
it	PP	it
.	SENT	.
Can	MD	can
you	PP	you
imagine	VB	imagine
John	NP	John
Adams	NP	Adams
,	,	,
the	DT	the
second	JJ	second
president	NN	president
,	,	,
sitting	VBG	sit
around	RP	around
and	CC	and
saying	VBG	say
,	,	,
"	``	"
Let	VB	let
'	''	'
s	NNS	<unknown>
get	VBP	get
something	NN	something
so	IN	so
we	PP	we
can	MD	can
blackmail	VB	blackmail
George	NP	George
Washington	NP	Washington
"	''	"
?	SENT	?
But	CC	but
here	RB	here
,	,	,
that	WDT	that
was	VBD	be
the	DT	the
proposal	NN	proposal
,	,	,
and	CC	and
Nixon	NP	Nixon
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
I	PP	I
want	VBP	want
to	TO	to
burglarize	VB	burglarize
the	DT	the
Brookings	NP	Brookings
Institution	NP	Institution
to	TO	to
get	VB	get
this	DT	this
document	NN	document
.	SENT	.
"	''	"
Listen	VB	listen
to	TO	to
the	DT	the
tape	NN	tape
.	SENT	.
It	PP	it
is	VBZ	be
chilling	JJ	chilling
-	NN	<unknown>
President	NP	President
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
saying	VBG	say
,	,	,
"	``	"
Let	VB	let
'	''	'
s	NNS	<unknown>
blow	VBP	blow
the	DT	the
safe	JJ	safe
,	,	,
"	''	"
"	``	"
I	PP	I
want	VBP	want
to	TO	to
do	VB	do
this	DT	this
on	IN	on
a	DT	a
thievery	NN	thievery
basis	NN	basis
.	SENT	.
"	``	"
You	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
that	IN	that
anybody	NN	anybody
would	MD	would
talk	VB	talk
this	DT	this
way	NN	way
;	:	;
that	IN	that
your	PP$	your
President	NN	president
would	MD	would
talk	VB	talk
this	DT	this
way	NN	way
is	VBZ	be
stunning	JJ	stunning
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
second	JJ	second
war	NN	war
of	IN	of
Nixon	NP	Nixon
was	VBD	be
against	IN	against
the	DT	the
news	NN	news
media	NNS	medium
;	:	;
set	VB	set
up	RP	up
an	DT	an
operation	NN	operation
in	IN	in
the	DT	the
White	NP	White
House	NP	House
called	VBD	call
the	DT	the
"	``	"
Plumbers	NNS	plumber
,	,	,
"	''	"
led	VBN	lead
by	IN	by
Howard	NP	Howard
Hunt	NP	Hunt
and	CC	and
Gordon	NP	Gordon
Liddy	NP	Liddy
.	SENT	.
They	PP	they
were	VBD	be
to	TO	to
find	VB	find
out	RP	out
leaks	NNS	leak
to	TO	to
the	DT	the
news	NN	news
media	NNS	medium
.	SENT	.
There	EX	there
were	VBD	be
17	CD	@card@
wiretaps	NNS	wiretap
of	IN	of
reporters	NNS	reporter
,	,	,
White	NP	White
House	NP	House
officials	NNS	official
to	TO	to
gain	VB	gain
information	NN	information
.	SENT	.
They	PP	they
burglarized	VBD	burglarize
the	DT	the
psychiatrist	NN	psychiatrist
'	POS	'
s	JJ	<unknown>
office	NN	office
of	IN	of
Daniel	NP	Daniel
Ellsberg	NP	Ellsberg
,	,	,
who	WP	who
had	VBD	have
leaked	VBN	leak
the	DT	the
Pentagon	NP	Pentagon
Papers	NP	Papers
to	TO	to
The	DT	the
New	NP	New
York	NP	York
Times	NP	Times
and	CC	and
The	DT	the
Washington	NP	Washington
Post	NP	Post
.	SENT	.
Now	RB	now
think	VB	think
of	IN	of
that	DT	that
.	SENT	.
The	DT	the
government	NN	government
has	VBZ	have
decided	VBN	decide
-	NN	<unknown>
and	CC	and
Ellsberg	NP	Ellsberg
is	VBZ	be
under	IN	under
criminal	JJ	criminal
indictment	NN	indictment
also	RB	also
-	NN	<unknown>
they	PP	they
decide	VBP	decide
they	PP	they
'	''	'
re	IN	re
going	VBG	go
to	TO	to
get	VB	get
him	PP	him
,	,	,
so	RB	so
let	VBP	let
'	POS	'
s	JJ	<unknown>
break	NN	break
into	IN	into
his	PP$	his
psychiatrist	NN	psychiatrist
'	POS	'
s	JJ	<unknown>
office	NN	office
to	TO	to
get	VB	get
dirt	NN	dirt
on	IN	on
him	PP	him
.	SENT	.
The	DT	the
third	JJ	third
war	NN	war
was	VBD	be
to	TO	to
take	VB	take
this	DT	this
apparatus	NN	apparatus
of	IN	of
Hunt	NP	Hunt
and	CC	and
Liddy	NP	Liddy
in	IN	in
the	DT	the
Plumbers	NNS	plumber
,	,	,
and	CC	and
the	DT	the
wiretapping	VBG	wiretap
and	CC	and
the	DT	the
break-	NN	<unknown>
ins	NNS	in
and	CC	and
bring	VB	bring
it	PP	it
into	IN	into
the	DT	the
White	NP	White
House	NP	House
and	CC	and
to	TO	to
turn	VB	turn
it	PP	it
against	IN	against
the	DT	the
Democrats	NPS	Democrats
-	NN	<unknown>
and	CC	and
that	DT	that
was	VBD	be
the	DT	the
Watergate	NP	Watergate
operation	NN	operation
-	NN	<unknown>
and	CC	and
sabotage	NN	sabotage
and	CC	and
espionage	NN	espionage
that	WDT	that
accompanied	VBD	accompany
that	RB	that
.	SENT	.
The	DT	the
fourth	JJ	fourth
war	NN	war
was	VBD	be
,	,	,
significantly	RB	significantly
,	,	,
the	DT	the
war	NN	war
against	IN	against
justice	NN	justice
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
cover-up	NN	cover-up
:	:	:
"	``	"
Oh	UH	oh
,	,	,
my	PP$	my
God	NP	God
,	,	,
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
caught	VBN	catch
.	SENT	.
Now	RB	now
we	PP	we
have	VBP	have
to	TO	to
lie	VB	lie
.	SENT	.
"	''	"
And	CC	and
if	IN	if
you	PP	you
listen	VBP	listen
to	TO	to
some	DT	some
of	IN	of
these	DT	these
tapes	NNS	tape
-	NN	<unknown>
here	RB	here
is	VBZ	be
the	DT	the
President	NP	President
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
proposing	VBG	propose
to	TO	to
his	PP$	his
counsel	NN	counsel
,	,	,
John	NP	John
Dean	NP	Dean
,	,	,
"	``	"
Well	UH	well
,	,	,
we	PP	we
have	VBP	have
to	TO	to
pay	VB	pay
the	DT	the
Watergate	NP	Watergate
burglars	NNS	burglar
for	IN	for
their	PP$	their
silence	NN	silence
,	,	,
"	''	"
and	CC	and
John	NP	John
Dean	NP	Dean
,	,	,
the	DT	the
counsel	NN	counsel
,	,	,
says	VBZ	say
on	IN	on
this	DT	this
tape	NN	tape
,	,	,
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
expensive	JJ	expensive
.	SENT	.
"	''	"
And	CC	and
Nixon	NP	Nixon
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
how	WRB	how
much	JJ	much
?	SENT	?
"	''	"
And	CC	and
Dean	NP	Dean
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
a	DT	a
million	CD	million
dollars	NNS	dollar
.	SENT	.
"	''	"
Nixon	NP	Nixon
:	:	:
"	``	"
Oh	UH	oh
,	,	,
I	PP	I
know	VBP	know
where	WRB	where
I	PP	I
can	MD	can
get	VB	get
that	DT	that
.	SENT	.
"	''	"
In	IN	in
the	DT	the
White	NP	White
House	NP	House
.	SENT	.
Level	NN	level
of	IN	of
criminality	NN	criminality
which	WDT	which
is	VBZ	be
astonishing	JJ	astonishing
.	SENT	.
Then	RB	then
the	DT	the
whole	JJ	whole
series	NN	series
of	IN	of
investigations	NNS	investigation
,	,	,
special	JJ	special
prosecutor	NN	prosecutor
of	IN	of
Senate	NP	Senate
Watergate	NP	Watergate
Committee	NP	Committee
,	,	,
the	DT	the
impeachment	NN	impeachment
investigation	NN	investigation
of	IN	of
Nixon	NP	Nixon
,	,	,
and	CC	and
he	PP	he
resigns	VBZ	resign
in	IN	in
August	NP	August
,	,	,
1974	CD	@card@
.	SENT	.
And	CC	and
what	WP	what
happened	VBD	happen
there	RB	there
,	,	,
he	PP	he
lived	VBD	live
for	IN	for
20	CD	@card@
more	JJR	more
years	NNS	year
,	,	,
and	CC	and
the	DT	the
fifth	JJ	fifth
war	NN	war
was	VBD	be
the	DT	the
war	NN	war
against	IN	against
history	NN	history
,	,	,
to	TO	to
say	VB	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
no	UH	no
,	,	,
Watergate	NP	Watergate
was	VBD	be
really	RB	really
not	RB	not
that	IN	that
important	JJ	important
.	SENT	.
I	PP	I
did	VBD	do
not	RB	not
commit	VB	commit
impeachable	JJ	impeachable
offenses	NNS	offense
,	,	,
"	``	"
having	VBG	have
surrogates	NNS	surrogate
go	VBP	go
out	RP	out
and	CC	and
say	VB	say
,	,	,
"	``	"
Well	UH	well
,	,	,
there	EX	there
are	VBP	be
unanswered	JJ	unanswered
questions	NNS	question
about	IN	about
Watergate	NP	Watergate
"	''	"
-	NN	<unknown>
which	WDT	which
there	RB	there
are	VBP	be
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
in	IN	in
a	DT	a
very	RB	very
important	JJ	important
way	NN	way
,	,	,
you	PP	you
look	VBP	look
at	IN	at
Nixon	NP	Nixon
and	CC	and
this	DT	this
record	NN	record
on	IN	on
the	DT	the
tapes	NNS	tape
-	NN	<unknown>
what	WP	what
he	PP	he
did	VBD	do
is	VBZ	be
-	NN	<unknown>
the	DT	the
presidency	NN	presidency
is	VBZ	be
supposed	VBN	suppose
to	TO	to
be	VB	be
something	NN	something
that	WDT	that
can	MD	can
do	VB	do
good	JJ	good
for	IN	for
a	DT	a
majority	NN	majority
of	IN	of
people	NNS	people
in	IN	in
the	DT	the
country	NN	country
.	SENT	.
Listen	VB	listen
to	TO	to
those	DT	those
tapes	NNS	tape
;	:	;
time	NN	time
and	CC	and
time	NN	time
again	RB	again
,	,	,
it	PP	it
'	POS	'
s	NN	S
"	``	"
Let	VB	let
'	''	'
s	NNS	<unknown>
use	VBP	use
the	DT	the
power	NN	power
of	IN	of
the	DT	the
Presidency	NP	Presidency
as	IN	as
an	DT	an
instrument	NN	instrument
of	IN	of
personal	JJ	personal
revenge	NN	revenge
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
get	VBP	get
the	DT	the
IRS	NP	IRS
,	,	,
the	DT	the
FBI	NP	FBI
,	,	,
the	DT	the
CIA	NP	CIA
on	IN	on
Nixon	NP	Nixon
'	POS	'
s	JJ	<unknown>
real	JJ	real
or	CC	or
perceived	VBN	perceive
opponents	NNS	opponent
.	SENT	.
"	''	"
The	DT	the
dog	NN	dog
-	NN	<unknown>
and	CC	and
this	DT	this
is	VBZ	be
ultimately	RB	ultimately
,	,	,
I	PP	I
think	VBP	think
,	,	,
the	DT	the
final	JJ	final
corruption	NN	corruption
of	IN	of
Nixon	NP	Nixon
in	IN	in
Watergate	NP	Watergate
-	NN	<unknown>
the	DT	the
dog	NN	dog
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
bark	NN	bark
on	IN	on
the	DT	the
tapes	NNS	tape
.	SENT	.
No	DT	no
one	CD	one
,	,	,
to	TO	to
my	PP$	my
knowledge	NN	knowledge
,	,	,
ever	RB	ever
says	VBZ	say
,	,	,
What	WP	what
does	VBZ	do
the	DT	the
country	NN	country
need	NN	need
?	SENT	?
What	WP	what
would	MD	would
be	VB	be
good	JJ	good
for	IN	for
the	DT	the
people	NNS	people
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
all	RB	all
in	IN	in
this	DT	this
vicious	JJ	vicious
way	NN	way
of	IN	of
let	NN	let
'	POS	'
s	JJ	<unknown>
screw	NN	screw
somebody	NN	somebody
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
help	VBP	help
Nixon	NP	Nixon
'	POS	'
s	NN	S
career	NN	career
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
prosecute	VBP	prosecute
the	DT	the
Vietnam	NP	Vietnam
War	NP	War
so	IN	so
he	PP	he
'	POS	'
ll	NNS	<unknown>
get	VBP	get
reelected	VBN	reelect
even	RB	even
though	IN	though
-	NN	<unknown>
in	IN	in
one	CD	one
memo	NN	memo
in	IN	in
my	PP$	my
latest	JJS	late
book	NN	book
,	,	,
Nixon	NP	Nixon
actually	RB	actually
wrote	VBD	write
out	RP	out
,	,	,
which	WDT	which
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
at	IN	at
the	DT	the
time	NN	time
,	,	,
just	RB	just
found	VBD	find
this	DT	this
out	RB	out
last	JJ	last
year	NN	year
,	,	,
he	PP	he
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
the	DT	the
bombing	NN	bombing
has	VBZ	have
achieved	VBN	achieve
zilch	NN	zilch
,	,	,
nothing	NN	nothing
.	SENT	.
"	''	"
And	CC	and
what	WP	what
did	VBD	do
he	PP	he
do	VBP	do
the	DT	the
year	NN	year
he	PP	he
was	VBD	be
running	VBG	run
for	IN	for
reelection	NN	reelection
?	SENT	?
He	PP	he
increased	VBD	increase
the	DT	the
bombing	NN	bombing
,	,	,
intensified	VBD	intensify
it	PP	it
:	:	:
1	LS	1
.	SENT	.
1	CD	@card@
million	CD	million
tons	NNS	ton
of	IN	of
bombs	NNS	bomb
in	IN	in
Southeast	NP	Southeast
Asia	NP	Asia
.	SENT	.
So	IN	so
the	DT	the
day	NN	day
Nixon	NP	Nixon
resigned	VBD	resign
,	,	,
he	PP	he
called	VBD	call
his	PP$	his
aides	NNS	aide
,	,	,
friends	NNS	friend
,	,	,
cabinet	NN	cabinet
officers	NNS	officer
to	TO	to
the	DT	the
East	NP	East
Room	NP	Room
of	IN	of
the	DT	the
White	NP	White
House	NP	House
and	CC	and
had	VBD	have
his	PP$	his
