Paul	NP	Paul
.	SENT	.
Why	WRB	why
this	DT	this
crisis	NN	crisis
?	SENT	?
Because	IN	because
the	DT	the
basic	JJ	basic
tenets	NNS	tenet
about	IN	about
efficiency	NN	efficiency
—	:	-
effectiveness	NN	effectiveness
in	IN	in
organizations	NNS	organization
,	,	,
in	IN	in
management	NN	management
—	:	-
have	VBP	have
become	VBN	become
counterproductive	JJ	counterproductive
for	IN	for
human	JJ	human
efforts	NNS	effort
.	SENT	.
Everywhere	RB	everywhere
in	IN	in
public	JJ	public
services	NNS	service
—	:	-
in	IN	in
companies	NNS	company
,	,	,
in	IN	in
the	DT	the
way	NN	way
we	PP	we
work	VBP	work
,	,	,
the	DT	the
way	NN	way
we	PP	we
innovate	VBP	innovate
,	,	,
invest	VBP	invest
—	:	-
try	VB	try
to	TO	to
learn	VB	learn
to	TO	to
work	VB	work
better	RBR	well
.	SENT	.
Take	VB	take
the	DT	the
holy	JJ	holy
trinity	NN	trinity
of	IN	of
efficiency	NN	efficiency
:	:	:
clarity	NN	clarity
,	,	,
measurement	NN	measurement
,	,	,
accountability	NN	accountability
.	SENT	.
They	PP	they
make	VBP	make
human	JJ	human
efforts	NNS	effort
derail	VBP	derail
.	SENT	.
There	EX	there
are	VBP	be
two	CD	two
ways	NNS	way
to	TO	to
look	VB	look
at	IN	at
it	PP	it
,	,	,
to	TO	to
prove	VB	prove
it	PP	it
.	SENT	.
One	CD	one
,	,	,
the	DT	the
one	CD	one
I	PP	I
prefer	VBP	prefer
,	,	,
is	VBZ	be
rigorous	JJ	rigorous
,	,	,
elegant	JJ	elegant
,	,	,
nice	JJ	nice
—	:	-
math	NN	math
.	SENT	.
But	CC	but
the	DT	the
full	JJ	full
math	NN	math
version	NN	version
takes	VBZ	take
a	DT	a
little	JJ	little
while	NN	while
,	,	,
so	IN	so
there	EX	there
is	VBZ	be
another	DT	another
one	CD	one
.	SENT	.
It	PP	it
is	VBZ	be
to	TO	to
look	VB	look
at	IN	at
a	DT	a
relay	NN	relay
race	NN	race
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
we	PP	we
will	MD	will
do	VB	do
today	NN	today
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
bit	NN	bit
more	RBR	more
animated	JJ	animated
,	,	,
more	RBR	more
visual	JJ	visual
and	CC	and
also	RB	also
faster	RBR	faster
—	:	-
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
race	NN	race
.	SENT	.
Hopefully	RB	hopefully
,	,	,
it	PP	it
'	POS	'
s	NN	S
faster	RBR	faster
.	SENT	.
World	NN	world
championship	NN	championship
final	JJ	final
—	:	-
women	NNS	woman
.	SENT	.
Eight	CD	eight
teams	NNS	team
in	IN	in
the	DT	the
final	JJ	final
.	SENT	.
The	DT	the
fastest	JJS	fast
team	NN	team
is	VBZ	be
the	DT	the
US	NP	US
team	NN	team
.	SENT	.
They	PP	they
have	VBP	have
the	DT	the
fastest	JJS	fast
women	NNS	woman
on	IN	on
earth	NN	earth
.	SENT	.
They	PP	they
are	VBP	be
the	DT	the
favorite	JJ	favorite
team	NN	team
to	TO	to
win	VB	win
.	SENT	.
Notably	RB	notably
,	,	,
if	IN	if
you	PP	you
compare	VBP	compare
them	PP	them
to	TO	to
an	DT	an
average	JJ	average
team	NN	team
,	,	,
say	VBP	say
,	,	,
the	DT	the
French	JJ	French
team	NN	team
,	,	,
based	VBN	base
on	IN	on
their	PP$	their
best	JJS	good
performances	NNS	performance
in	IN	in
the	DT	the
100-meter	NN	100-meter
race	NN	race
,	,	,
if	IN	if
you	PP	you
add	VBP	add
the	DT	the
individual	JJ	individual
times	NNS	time
of	IN	of
the	DT	the
US	NP	US
runners	NNS	runner
,	,	,
they	PP	they
arrive	VBP	arrive
at	IN	at
the	DT	the
finish	NN	finish
line	NN	line
3	CD	@card@
.	SENT	.
2	CD	@card@
meters	NNS	meter
ahead	RB	ahead
of	IN	of
the	DT	the
French	JJ	French
team	NN	team
.	SENT	.
And	CC	and
this	DT	this
year	NN	year
,	,	,
the	DT	the
US	NP	US
team	NN	team
is	VBZ	be
in	IN	in
great	JJ	great
shape	NN	shape
.	SENT	.
Based	VBN	base
on	IN	on
their	PP$	their
best	JJS	good
performance	NN	performance
this	DT	this
year	NN	year
,	,	,
they	PP	they
arrive	VBP	arrive
6	CD	@card@
.	SENT	.
4	CD	@card@
meters	NNS	meter
ahead	RB	ahead
of	IN	of
the	DT	the
French	JJ	French
team	NN	team
,	,	,
based	VBN	base
on	IN	on
the	DT	the
data	NNS	datum
.	SENT	.
We	PP	we
are	VBP	be
going	VBG	go
to	TO	to
look	VB	look
at	IN	at
the	DT	the
race	NN	race
.	SENT	.
At	IN	at
some	DT	some
point	NN	point
you	PP	you
will	MD	will
see	VB	see
,	,	,
towards	IN	towards
the	DT	the
end	NN	end
,	,	,
that	WDT	that
Torri	NP	Torri
Edwards	NP	Edwards
,	,	,
the	DT	the
fourth	JJ	fourth
US	NP	US
runner	NN	runner
,	,	,
is	VBZ	be
ahead	RB	ahead
.	SENT	.
Not	RB	not
surprising	JJ	surprising
—	:	-
this	DT	this
year	NN	year
she	PP	she
got	VBD	get
the	DT	the
gold	JJ	gold
medal	NN	medal
in	IN	in
the	DT	the
100-meter	NN	100-meter
race	NN	race
.	SENT	.
And	CC	and
by	IN	by
the	DT	the
way	NN	way
,	,	,
Chryste	NP	Chryste
Gaines	NP	Gaines
,	,	,
the	DT	the
second	JJ	second
runner	NN	runner
in	IN	in
the	DT	the
US	NP	US
team	NN	team
,	,	,
is	VBZ	be
the	DT	the
fastest	JJS	fast
woman	NN	woman
on	IN	on
earth	NN	earth
.	SENT	.
So	RB	so
,	,	,
there	EX	there
are	VBP	be
3	CD	@card@
.	SENT	.
5	CD	@card@
billion	NN	billion
women	NNS	woman
on	IN	on
earth	NN	earth
.	SENT	.
Where	WRB	where
are	VBP	be
the	DT	the
two	CD	two
fastest	JJS	fast
?	SENT	?
On	IN	on
the	DT	the
US	NP	US
team	NN	team
.	SENT	.
And	CC	and
the	DT	the
two	CD	two
other	JJ	other
runners	NNS	runner
on	IN	on
the	DT	the
US	NP	US
team	NN	team
are	VBP	be
not	RB	not
bad	JJ	bad
,	,	,
either	RB	either
.	SENT	.
So	RB	so
clearly	RB	clearly
,	,	,
the	DT	the
US	NP	US
team	NN	team
has	VBZ	have
won	VBN	win
the	DT	the
war	NN	war
for	IN	for
talent	NN	talent
.	SENT	.
But	CC	but
behind	RB	behind
,	,	,
the	DT	the
average	JJ	average
team	NN	team
is	VBZ	be
trying	VBG	try
to	TO	to
catch	VB	catch
up	RP	up
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
watch	VBP	watch
the	DT	the
race	NN	race
.	SENT	.
Yves	NP	Yves
Morieux	NP	<unknown>
:	:	:
So	RB	so
what	WP	what
happened	VBN	happen
?	SENT	?
The	DT	the
fastest	JJS	fast
team	NN	team
did	VBD	do
not	RB	not
win	VB	win
;	:	;
the	DT	the
slower	JJR	slow
one	PP	one
did	VBD	do
.	SENT	.
By	IN	by
the	DT	the
way	NN	way
,	,	,
I	PP	I
hope	VBP	hope
you	PP	you
appreciate	VB	appreciate
the	DT	the
deep	JJ	deep
historical	JJ	historical
research	NN	research
I	PP	I
did	VBD	do
to	TO	to
make	VB	make
the	DT	the
French	JJ	French
look	NN	look
good	JJ	good
.	SENT	.
But	CC	but
let	VB	let
'	''	'
s	NNS	<unknown>
not	RB	not
exaggerate	VBP	exaggerate
—	:	-
it	PP	it
'	POS	'
s	NN	S
not	RB	not
archeology	NN	archeology
,	,	,
either	RB	either
.	SENT	.
But	CC	but
why	WRB	why
?	SENT	?
Because	IN	because
of	IN	of
cooperation	NN	cooperation
.	SENT	.
When	WRB	when
you	PP	you
hear	VBP	hear
this	DT	this
sentence	NN	sentence
:	:	:
"	``	"
Thanks	NNS	thanks
to	TO	to
cooperation	NN	cooperation
,	,	,
the	DT	the
whole	NN	whole
is	VBZ	be
worth	JJ	worth
more	JJR	more
than	IN	than
the	DT	the
sum	NN	sum
of	IN	of
the	DT	the
parts	NNS	part
.	SENT	.
"	``	"
This	DT	this
is	VBZ	be
not	RB	not
poetry	NN	poetry
;	:	;
this	DT	this
is	VBZ	be
not	RB	not
philosophy	NN	philosophy
.	SENT	.
This	DT	this
is	VBZ	be
math	NN	math
.	SENT	.
Those	DT	those
who	WP	who
carry	VBP	carry
the	DT	the
baton	NN	baton
are	VBP	be
slower	JJR	slow
,	,	,
but	CC	but
their	PP$	their
baton	NN	baton
is	VBZ	be
faster	JJR	fast
.	SENT	.
Miracle	NN	miracle
of	IN	of
cooperation	NN	cooperation
:	:	:
it	PP	it
multiplies	VBZ	multiply
energy	NN	energy
,	,	,
intelligence	NN	intelligence
in	IN	in
human	JJ	human
efforts	NNS	effort
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
essence	NN	essence
of	IN	of
human	JJ	human
efforts	NNS	effort
:	:	:
how	WRB	how
we	PP	we
work	VBP	work
together	RB	together
,	,	,
how	WRB	how
each	DT	each
effort	NN	effort
contributes	VBZ	contribute
to	TO	to
the	DT	the
efforts	NNS	effort
of	IN	of
others	NNS	other
.	SENT	.
With	IN	with
cooperation	NN	cooperation
,	,	,
we	PP	we
can	MD	can
do	VB	do
more	RBR	more
with	IN	with
less	JJR	less
.	SENT	.
Now	RB	now
,	,	,
what	WP	what
happens	VBZ	happen
to	TO	to
cooperation	NN	cooperation
when	WRB	when
the	DT	the
holy	JJ	holy
grail	NN	grail
—	:	-
the	DT	the
holy	JJ	holy
trinity	NN	trinity
,	,	,
even	RB	even
—	:	-
of	IN	of
clarity	NN	clarity
,	,	,
measurement	NN	measurement
,	,	,
accountability	NN	accountability
—	:	-
appears	VBZ	appear
?	SENT	?
Clarity	NN	clarity
.	SENT	.
Management	NN	management
reports	NNS	report
are	VBP	be
full	JJ	full
of	IN	of
complaints	NNS	complaint
about	IN	about
the	DT	the
lack	NN	lack
of	IN	of
clarity	NN	clarity
.	SENT	.
Compliance	NN	compliance
audits	NNS	audit
,	,	,
consultants	NNS	consultant
'	POS	'
diagnostics	NNS	diagnostic
.	SENT	.
We	PP	we
need	VBP	need
more	JJR	more
clarity	NN	clarity
,	,	,
we	PP	we
need	VBP	need
to	TO	to
clarify	VB	clarify
the	DT	the
roles	NNS	role
,	,	,
the	DT	the
processes	NNS	process
.	SENT	.
It	PP	it
is	VBZ	be
as	RB	as
though	IN	though
the	DT	the
runners	NNS	runner
on	IN	on
the	DT	the
team	NN	team
were	VBD	be
saying	VBG	say
,	,	,
"	``	"
Let	VB	let
'	''	'
s	NN	S
be	VB	be
clear	JJ	clear
—	:	-
where	WRB	where
does	VBZ	do
my	PP$	my
role	NN	role
really	RB	really
start	VB	start
and	CC	and
end	VB	end
?	SENT	?
Am	VBP	be
I	PP	I
supposed	VBN	suppose
to	TO	to
run	VB	run
for	IN	for
95	CD	@card@
meters	NNS	meter
,	,	,
96	CD	@card@
,	,	,
97	CD	@card@
.	SENT	.
.	SENT	.
.	SENT	.
?	SENT	?
"	``	"
It	PP	it
'	POS	'
s	NNS	<unknown>
important	JJ	important
,	,	,
let	VB	let
'	''	'
s	NN	S
be	VB	be
clear	JJ	clear
.	SENT	.
If	IN	if
you	PP	you
say	VBP	say
97	CD	@card@
,	,	,
after	IN	after
97	CD	@card@
meters	NNS	meter
,	,	,
people	NNS	people
will	MD	will
drop	VB	drop
the	DT	the
baton	NN	baton
,	,	,
whether	IN	whether
there	EX	there
is	VBZ	be
someone	NN	someone
to	TO	to
take	VB	take
it	PP	it
or	CC	or
not	RB	not
.	SENT	.
Accountability	NN	accountability
.	SENT	.
We	PP	we
are	VBP	be
constantly	RB	constantly
trying	VBG	try
to	TO	to
put	VB	put
accountability	NN	accountability
in	IN	in
someone	NN	someone
'	POS	'
s	NN	S
hands	NNS	hand
.	SENT	.
Who	WP	who
is	VBZ	be
accountable	JJ	accountable
for	IN	for
this	DT	this
process	NN	process
?	SENT	?
We	PP	we
need	VBP	need
somebody	NN	somebody
accountable	JJ	accountable
for	IN	for
this	DT	this
process	NN	process
.	SENT	.
So	RB	so
in	IN	in
the	DT	the
relay	NN	relay
race	NN	race
,	,	,
since	IN	since
passing	VBG	pass
the	DT	the
baton	NN	baton
is	VBZ	be
so	RB	so
important	JJ	important
,	,	,
then	RB	then
we	PP	we
need	VBP	need
somebody	NN	somebody
clearly	RB	clearly
accountable	JJ	accountable
for	IN	for
passing	VBG	pass
the	DT	the
baton	NN	baton
.	SENT	.
So	RB	so
between	IN	between
each	DT	each
runner	NN	runner
,	,	,
now	RB	now
we	PP	we
will	MD	will
have	VB	have
a	DT	a
new	JJ	new
dedicated	JJ	dedicated
athlete	NN	athlete
,	,	,
clearly	RB	clearly
dedicated	VBN	dedicate
to	TO	to
taking	VBG	take
the	DT	the
baton	NN	baton
from	IN	from
one	CD	one
runner	NN	runner
,	,	,
and	CC	and
passing	VBG	pass
it	PP	it
to	TO	to
the	DT	the
next	JJ	next
runner	NN	runner
.	SENT	.
And	CC	and
we	PP	we
will	MD	will
have	VB	have
at	IN	at
least	JJS	least
two	CD	two
like	IN	like
that	DT	that
.	SENT	.
Well	RB	well
,	,	,
will	MD	will
we	PP	we
,	,	,
in	IN	in
that	DT	that
case	NN	case
,	,	,
win	VB	win
the	DT	the
race	NN	race
?	SENT	?
That	DT	that
I	NP	I
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
,	,	,
but	CC	but
for	IN	for
sure	JJ	sure
,	,	,
we	PP	we
would	MD	would
have	VB	have
a	DT	a
clear	JJ	clear
interface	NN	interface
,	,	,
a	DT	a
clear	JJ	clear
line	NN	line
of	IN	of
accountability	NN	accountability
.	SENT	.
We	PP	we
will	MD	will
know	VB	know
who	WP	who
to	TO	to
blame	VB	blame
.	SENT	.
But	CC	but
we	PP	we
'	POS	'
ll	NNS	<unknown>
never	RB	never
win	VBP	win
the	DT	the
race	NN	race
.	SENT	.
If	IN	if
you	PP	you
think	VBP	think
about	IN	about
it	PP	it
,	,	,
we	PP	we
pay	VBP	pay
more	JJR	more
attention	NN	attention
to	TO	to
knowing	VBG	know
who	WP	who
to	TO	to
blame	VB	blame
in	IN	in
case	NN	case
we	PP	we
fail	VBP	fail
,	,	,
than	IN	than
to	TO	to
creating	VBG	create
the	DT	the
conditions	NNS	condition
to	TO	to
succeed	VB	succeed
.	SENT	.
All	PDT	all
the	DT	the
human	JJ	human
intelligence	NN	intelligence
put	VBN	put
in	IN	in
organization	NN	organization
design	NN	design
—	:	-
urban	JJ	urban
structures	NNS	structure
,	,	,
processing	VBG	process
systems	NNS	system
—	:	-
what	WP	what
is	VBZ	be
the	DT	the
real	JJ	real
goal	NN	goal
?	SENT	?
To	TO	to
have	VB	have
somebody	NN	somebody
guilty	JJ	guilty
in	IN	in
case	NN	case
they	PP	they
fail	VBP	fail
.	SENT	.
We	PP	we
are	VBP	be
creating	VBG	create
organizations	NNS	organization
able	JJ	able
to	TO	to
fail	VB	fail
,	,	,
but	CC	but
in	IN	in
a	DT	a
compliant	JJ	compliant
way	NN	way
,	,	,
with	IN	with
somebody	NN	somebody
clearly	RB	clearly
accountable	JJ	accountable
when	WRB	when
we	PP	we
fail	VBP	fail
.	SENT	.
And	CC	and
we	PP	we
are	VBP	be
quite	RB	quite
effective	JJ	effective
at	IN	at
that	DT	that
—	:	-
failing	VBG	fail
.	SENT	.
Measurement	NN	measurement
.	SENT	.
What	WP	what
gets	VBZ	get
measured	JJ	measured
gets	VBZ	get
done	VBN	do
.	SENT	.
Look	NN	look
,	,	,
to	TO	to
pass	VB	pass
the	DT	the
baton	NN	baton
,	,	,
you	PP	you
have	VBP	have
to	TO	to
do	VB	do
it	PP	it
at	IN	at
the	DT	the
right	JJ	right
time	NN	time
,	,	,
in	IN	in
the	DT	the
right	JJ	right
hand	NN	hand
,	,	,
at	IN	at
the	DT	the
right	JJ	right
speed	NN	speed
.	SENT	.
But	CC	but
to	TO	to
do	VB	do
that	IN	that
,	,	,
you	PP	you
have	VBP	have
to	TO	to
put	VB	put
energy	NN	energy
in	IN	in
your	PP$	your
arm	NN	arm
.	SENT	.
This	DT	this
energy	NN	energy
that	WDT	that
is	VBZ	be
in	IN	in
your	PP$	your
arm	NN	arm
will	MD	will
not	RB	not
be	VB	be
in	IN	in
your	PP$	your
legs	NNS	leg
.	SENT	.
It	PP	it
will	MD	will
come	VB	come
at	IN	at
the	DT	the
expense	NN	expense
of	IN	of
your	PP$	your
measurable	JJ	measurable
speed	NN	speed
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
shout	VB	shout
early	RB	early
enough	JJ	enough
to	TO	to
the	DT	the
next	JJ	next
runner	NN	runner
when	WRB	when
you	PP	you
will	MD	will
pass	VB	pass
the	DT	the
baton	NN	baton
,	,	,
to	TO	to
signal	VB	signal
that	IN	that
you	PP	you
are	VBP	be
arriving	VBG	arrive
,	,	,
so	RB	so
that	IN	that
the	DT	the
next	JJ	next
runner	NN	runner
can	MD	can
prepare	VB	prepare
,	,	,
can	MD	can
anticipate	VB	anticipate
.	SENT	.
And	CC	and
you	PP	you
have	VBP	have
to	TO	to
shout	VB	shout
loud	RB	loud
.	SENT	.
But	CC	but
the	DT	the
blood	NN	blood
,	,	,
the	DT	the
energy	NN	energy
that	WDT	that
will	MD	will
be	VB	be
in	IN	in
your	PP$	your
throat	NN	throat
will	MD	will
not	RB	not
be	VB	be
in	IN	in
your	PP$	your
legs	NNS	leg
.	SENT	.
Because	IN	because
you	PP	you
know	VBP	know
,	,	,
there	EX	there
are	VBP	be
eight	CD	eight
people	NNS	people
shouting	VBG	shout
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
So	RB	so
you	PP	you
have	VBP	have
to	TO	to
recognize	VB	recognize
the	DT	the
voice	NN	voice
of	IN	of
your	PP$	your
colleague	NN	colleague
.	SENT	.
You	PP	you
cannot	MD	can
say	VB	say
,	,	,
"	``	"
Is	VBZ	be
it	PP	it
you	PP	you
?	SENT	?
"	``	"
Too	RB	too
late	JJ	late
!	SENT	!
Now	RB	now
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
look	VBP	look
at	IN	at
the	DT	the
race	NN	race
in	IN	in
slow	JJ	slow
motion	NN	motion
,	,	,
and	CC	and
concentrate	VB	concentrate
on	IN	on
the	DT	the
third	JJ	third
runner	NN	runner
.	SENT	.
Look	VB	look
at	IN	at
where	WRB	where
she	PP	she
allocates	VBZ	allocate
her	PP$	her
efforts	NNS	effort
,	,	,
her	PP$	her
energy	NN	energy
,	,	,
her	PP$	her
attention	NN	attention
.	SENT	.
Not	RB	not
all	DT	all
in	IN	in
her	PP$	her
legs	NNS	leg
—	:	-
that	WDT	that
would	MD	would
be	VB	be
great	JJ	great
for	IN	for
her	PP$	her
own	JJ	own
speed	NN	speed
—	:	-
but	CC	but
in	IN	in
also	RB	also
in	IN	in
her	PP$	her
throat	NN	throat
,	,	,
arm	NN	arm
,	,	,
eye	NN	eye
,	,	,
brain	NN	brain
.	SENT	.
That	DT	that
makes	VBZ	make
a	DT	a
difference	NN	difference
in	IN	in
whose	WP$	whose
legs	NNS	leg
?	SENT	?
In	IN	in
the	DT	the
legs	NNS	leg
of	IN	of
the	DT	the
next	JJ	next
runner	NN	runner
.	SENT	.
But	CC	but
when	WRB	when
the	DT	the
next	JJ	next
runner	NN	runner
runs	VBZ	run
super-fast	JJ	super-fast
,	,	,
is	VBZ	be
it	PP	it
because	IN	because
she	PP	she
made	VBD	make
a	DT	a
super	JJ	super
effort	NN	effort
,	,	,
or	CC	or
because	IN	because
of	IN	of
the	DT	the
way	NN	way
the	DT	the
third	JJ	third
runner	NN	runner
passed	VBD	pass
the	DT	the
baton	NN	baton
?	SENT	?
There	EX	there
is	VBZ	be
no	RB	no
metric	JJ	metric
on	IN	on
earth	NN	earth
that	WDT	that
will	MD	will
give	VB	give
us	PP	us
the	DT	the
answer	NN	answer
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
reward	VBP	reward
people	NNS	people
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
their	PP$	their
measurable	JJ	measurable
performance	NN	performance
,	,	,
they	PP	they
will	MD	will
put	VB	put
their	PP$	their
energy	NN	energy
,	,	,
their	PP$	their
attention	NN	attention
,	,	,
their	PP$	their
blood	NN	blood
in	IN	in
what	WP	what
can	MD	can
get	VB	get
measured	VBN	measure
—	:	-
in	IN	in
their	PP$	their
legs	NNS	leg
.	SENT	.
And	CC	and
the	DT	the
baton	NN	baton
will	MD	will
fall	VB	fall
and	CC	and
slow	VB	slow
down	RP	down
.	SENT	.
To	TO	to
cooperate	VB	cooperate
is	VBZ	be
not	RB	not
a	DT	a
super	JJ	super
effort	NN	effort
,	,	,
it	PP	it
is	VBZ	be
how	WRB	how
you	PP	you
allocate	VBP	allocate
your	PP$	your
effort	NN	effort
.	SENT	.
It	PP	it
is	VBZ	be
to	TO	to
take	VB	take
a	DT	a
risk	NN	risk
,	,	,
because	IN	because
you	PP	you
sacrifice	VBP	sacrifice
the	DT	the
ultimate	JJ	ultimate
protection	NN	protection
granted	VBN	grant
by	IN	by
objectively	RB	objectively
measurable	JJ	measurable
individual	JJ	individual
performance	NN	performance
.	SENT	.
It	PP	it
is	VBZ	be
to	TO	to
make	VB	make
a	DT	a
super	JJ	super
difference	NN	difference
in	IN	in
the	DT	the
performance	NN	performance
of	IN	of
others	NNS	other
,	,	,
with	IN	with
whom	WP	whom
we	PP	we
are	VBP	be
compared	VBN	compare
.	SENT	.
It	PP	it
takes	VBZ	take
being	VBG	be
stupid	JJ	stupid
to	TO	to
cooperate	VB	cooperate
,	,	,
then	RB	then
.	SENT	.
And	CC	and
people	NNS	people
are	VBP	be
not	RB	not
stupid	JJ	stupid
;	:	;
they	PP	they
don	VBP	don
'	''	'
t	NN	t
cooperate	VB	cooperate
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
clarity	NN	clarity
,	,	,
accountability	NN	accountability
,	,	,
measurement	NN	measurement
were	VBD	be
OK	JJ	OK
when	WRB	when
the	DT	the
world	NN	world
was	VBD	be
simpler	JJR	simple
.	SENT	.
But	CC	but
business	NN	business
has	VBZ	have
become	VBN	become
much	RB	much
more	RBR	more
complex	JJ	complex
.	SENT	.
With	IN	with
my	PP$	my
teams	NNS	team
,	,	,
we	PP	we
have	VBP	have
measured	VBN	measure
the	DT	the
evolution	NN	evolution
of	IN	of
complexity	NN	complexity
in	IN	in
business	NN	business
.	SENT	.
It	PP	it
is	VBZ	be
much	RB	much
more	RBR	more
demanding	JJ	demanding
today	NN	today
to	TO	to
attract	VB	attract
and	CC	and
retain	VB	retain
customers	NNS	customer
,	,	,
to	TO	to
build	VB	build
advantage	NN	advantage
on	IN	on
a	DT	a
global	JJ	global
scale	NN	scale
,	,	,
to	TO	to
create	VB	create
value	NN	value
.	SENT	.
And	CC	and
the	DT	the
more	JJR	more
business	NN	business
gets	VBZ	get
complex	JJ	complex
,	,	,
