When	WRB	when
wireless	NN	wireless
signals	NNS	signal
,	,	,
they	PP	they
travel	VBP	travel
through	IN	through
space	NN	space
,	,	,
they	PP	they
go	VBP	go
through	IN	through
obstacles	NNS	obstacle
and	CC	and
walls	NNS	wall
and	CC	and
occlusions	NNS	occlusion
,	,	,
and	CC	and
some	DT	some
of	IN	of
them	PP	them
,	,	,
they	PP	they
reflect	VBP	reflect
off	RP	off
our	PP$	our
bodies	NNS	body
,	,	,
because	IN	because
our	PP$	our
bodies	NNS	body
are	VBP	be
full	JJ	full
of	IN	of
water	NN	water
,	,	,
and	CC	and
some	DT	some
of	IN	of
these	DT	these
minute	JJ	minute
reflections	NNS	reflection
,	,	,
they	PP	they
come	VBP	come
back	RB	back
.	SENT	.
And	CC	and
if	IN	if
,	,	,
just	RB	just
if	IN	if
,	,	,
I	PP	I
had	VBD	have
a	DT	a
device	NN	device
that	WDT	that
can	MD	can
just	RB	just
sense	VB	sense
these	DT	these
minute	JJ	minute
reflections	NNS	reflection
,	,	,
then	RB	then
I	PP	I
would	MD	would
be	VB	be
able	JJ	able
to	TO	to
feel	VB	feel
people	NNS	people
that	IN	that
I	PP	I
cannot	MD	can
see	VB	see
.	SENT	.
So	RB	so
I	PP	I
started	VBD	start
working	VBG	work
with	IN	with
my	PP$	my
students	NNS	student
on	IN	on
building	VBG	build
such	PDT	such
a	DT	a
device	NN	device
,	,	,
and	CC	and
I	PP	I
want	VBP	want
to	TO	to
show	VB	show
you	PP	you
some	DT	some
of	IN	of
our	PP$	our
early	JJ	early
results	NNS	result
.	SENT	.
So	RB	so
here	RB	here
,	,	,
you	PP	you
see	VBP	see
my	PP$	my
student	NN	student
standing	NN	standing
,	,	,
and	CC	and
here	RB	here
is	VBZ	be
our	PP$	our
device	NN	device
.	SENT	.
And	CC	and
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
put	VB	put
the	DT	the
device	NN	device
in	IN	in
the	DT	the
other	JJ	other
office	NN	office
,	,	,
behind	IN	behind
the	DT	the
wall	NN	wall
,	,	,
and	CC	and
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
monitor	VB	monitor
him	PP	him
as	IN	as
he	PP	he
moves	VBZ	move
.	SENT	.
This	DT	this
red	JJ	red
dot	NN	dot
is	VBZ	be
tracking	VBG	track
him	PP	him
using	VBG	use
wireless	NN	wireless
signals	NNS	signal
.	SENT	.
And	CC	and
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
the	DT	the
red	JJ	red
dot	NN	dot
is	VBZ	be
tracking	VBG	track
his	PP$	his
movements	NNS	movement
very	RB	very
accurately	RB	accurately
,	,	,
purely	RB	purely
based	VBN	base
on	IN	on
how	WRB	how
his	PP$	his
body	NN	body
interacts	VBZ	interact
with	IN	with
the	DT	the
surrounding	VBG	surround
wireless	NN	wireless
signals	NNS	signal
.	SENT	.
Pretty	RB	pretty
accurate	JJ	accurate
,	,	,
isn	NP	isn
'	POS	'
t	NN	t
it	PP	it
?	SENT	?
He	PP	he
has	VBZ	have
no	DT	no
wearables	NNS	wearable
,	,	,
nothing	NN	nothing
.	SENT	.
Now	RB	now
you	PP	you
might	MD	might
be	VB	be
wondering	VBG	wonder
,	,	,
how	WRB	how
is	VBZ	be
it	PP	it
possible	JJ	possible
that	IN	that
we	PP	we
can	MD	can
sense	VB	sense
people	NNS	people
and	CC	and
track	VB	track
them	PP	them
,	,	,
without	IN	without
any	DT	any
wearables	NNS	wearable
,	,	,
through	IN	through
walls	NNS	wall
,	,	,
and	CC	and
the	DT	the
easiest	JJS	easy
analogy	NN	analogy
to	TO	to
think	VB	think
about	RB	about
is	VBZ	be
radar	NN	radar
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
sure	RB	sure
many	JJ	many
of	IN	of
you	PP	you
have	VBP	have
seen	VBN	see
this	DT	this
picture	NN	picture
.	SENT	.
You	PP	you
transmit	VBP	transmit
a	DT	a
wireless	NN	wireless
signal	NN	signal
to	TO	to
the	DT	the
sky	NN	sky
,	,	,
it	PP	it
reflects	VBZ	reflect
off	RP	off
some	DT	some
airplane	NN	airplane
,	,	,
comes	VBZ	come
back	RB	back
to	TO	to
you	PP	you
,	,	,
and	CC	and
you	PP	you
start	VBP	start
detecting	VBG	detect
these	DT	these
airplanes	NNS	airplane
.	SENT	.
But	CC	but
if	IN	if
it	PP	it
were	VBD	be
just	RB	just
radar	NN	radar
,	,	,
then	RB	then
we	PP	we
would	MD	would
have	VB	have
this	DT	this
50	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
radar	NN	radar
.	SENT	.
There	EX	there
are	VBP	be
two	CD	two
key	JJ	key
differences	NNS	difference
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
difference	NN	difference
,	,	,
of	IN	of
course	NN	course
—	:	-
you	PP	you
can	MD	can
'	''	'
t	NN	t
,	,	,
like	IN	like
radar	NN	radar
,	,	,
just	RB	just
blast	NN	blast
wireless	NN	wireless
power	NN	power
at	IN	at
somebody	NN	somebody
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
fry	VB	fry
them	PP	them
like	IN	like
if	IN	if
they	PP	they
were	VBD	be
in	IN	in
a	DT	a
microwave	NN	microwave
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
do	VBP	do
that	DT	that
.	SENT	.
So	RB	so
it	PP	it
means	VBZ	mean
that	IN	that
you	PP	you
have	VBP	have
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
deal	VB	deal
with	IN	with
very	RB	very
weak	JJ	weak
signals	NNS	signal
,	,	,
and	CC	and
that	DT	that
means	VBZ	mean
that	IN	that
your	PP$	your
device	NN	device
has	VBZ	have
to	TO	to
be	VB	be
very	RB	very
sensitive	JJ	sensitive
.	SENT	.
The	DT	the
second	JJ	second
difference	NN	difference
is	VBZ	be
that	IN	that
,	,	,
unlike	IN	unlike
the	DT	the
sky	NN	sky
,	,	,
where	WRB	where
it	PP	it
'	POS	'
s	NNS	<unknown>
empty	VBP	empty
—	:	-
if	IN	if
you	PP	you
are	VBP	be
lucky	JJ	lucky
,	,	,
there	EX	there
is	VBZ	be
one	CD	one
airplane	NN	airplane
that	IN	that
you	PP	you
can	MD	can
catch	VB	catch
there	RB	there
.	SENT	.
Like	IN	like
,	,	,
look	VB	look
at	IN	at
the	DT	the
room	NN	room
and	CC	and
look	VB	look
how	WRB	how
many	JJ	many
objects	NNS	object
and	CC	and
people	NNS	people
there	RB	there
are	VBP	be
.	SENT	.
So	RB	so
in	IN	in
indoor	JJ	indoor
environments	NNS	environment
,	,	,
the	DT	the
signal	NN	signal
not	RB	not
only	RB	only
reflects	VBZ	reflect
off	RP	off
the	DT	the
person	NN	person
,	,	,
if	IN	if
reflects	VBZ	reflect
off	RP	off
the	DT	the
person	NN	person
,	,	,
off	IN	off
the	DT	the
floor	NN	floor
,	,	,
the	DT	the
ceiling	NN	ceiling
,	,	,
off	IN	off
other	JJ	other
people	NNS	people
around	RB	around
,	,	,
and	CC	and
you	PP	you
get	VBP	get
very	RB	very
complex	JJ	complex
reflections	NNS	reflection
where	WRB	where
the	DT	the
same	JJ	same
signal	NN	signal
reflects	VBZ	reflect
off	IN	off
me	PP	me
and	CC	and
then	RB	then
off	IN	off
you	PP	you
,	,	,
and	CC	and
then	RB	then
off	IN	off
the	DT	the
ceiling	NN	ceiling
,	,	,
then	RB	then
off	IN	off
the	DT	the
floor	NN	floor
.	SENT	.
And	CC	and
you	PP	you
have	VBP	have
to	TO	to
make	VB	make
sense	NN	sense
of	IN	of
that	DT	that
mess	NN	mess
.	SENT	.
But	CC	but
we	PP	we
were	VBD	be
lucky	JJ	lucky
.	SENT	.
We	PP	we
were	VBD	be
coming	VBG	come
at	IN	at
the	DT	the
right	JJ	right
time	NN	time
.	SENT	.
So	RB	so
two	CD	two
things	NNS	thing
helped	VBD	help
us	PP	us
.	SENT	.
The	DT	the
first	JJ	first
thing	NN	thing
is	VBZ	be
radiotechnologies	NNS	radiotechnology
have	VBP	have
evolved	VBN	evolve
a	DT	a
lot	NN	lot
,	,	,
and	CC	and
over	IN	over
the	DT	the
last	JJ	last
decade	NN	decade
,	,	,
radio	NN	radio
technology	NN	technology
became	VBD	become
much	RB	much
more	RBR	more
powerful	JJ	powerful
,	,	,
so	RB	so
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
build	VB	build
very	RB	very
sensitive	JJ	sensitive
radios	NNS	radio
that	WDT	that
can	MD	can
sense	VB	sense
weak	JJ	weak
and	CC	and
minute	JJ	minute
RF	NP	RF
signals	NNS	signal
.	SENT	.
The	DT	the
second	JJ	second
thing	NN	thing
:	:	:
machine	NN	machine
learning	NN	learning
.	SENT	.
So	RB	so
you	PP	you
keep	VB	keep
hearing	NN	hearing
about	IN	about
machine	NN	machine
learning	NN	learning
and	CC	and
there	EX	there
was	VBD	be
a	DT	a
revolution	NN	revolution
of	IN	of
machine	NN	machine
learning	VBG	learn
recently	RB	recently
,	,	,
in	IN	in
deep	JJ	deep
learning	NN	learning
,	,	,
and	CC	and
that	IN	that
allowed	VBN	allow
us	PP	us
to	TO	to
build	VB	build
machine-learning	NN	machine-learning
models	NNS	model
that	WDT	that
can	MD	can
understand	VB	understand
wireless	NN	wireless
signals	NNS	signal
and	CC	and
interpret	VB	interpret
them	PP	them
so	IN	so
they	PP	they
would	MD	would
know	VB	know
what	WP	what
happened	VBD	happen
in	IN	in
the	DT	the
environment	NN	environment
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
think	VBP	think
of	IN	of
it	PP	it
,	,	,
the	DT	the
radio	NN	radio
is	VBZ	be
like	IN	like
the	DT	the
ear	NN	ear
of	IN	of
our	PP$	our
device	NN	device
and	CC	and
the	DT	the
machine	NN	machine
learning	NN	learning
is	VBZ	be
like	IN	like
the	DT	the
brain	NN	brain
,	,	,
and	CC	and
together	RB	together
,	,	,
they	PP	they
have	VBP	have
a	DT	a
very	RB	very
powerful	JJ	powerful
device	NN	device
.	SENT	.
So	RB	so
what	WP	what
else	RB	else
can	MD	can
we	PP	we
sense	VB	sense
about	IN	about
people	NNS	people
using	VBG	use
wireless	NN	wireless
signals	NNS	signal
?	SENT	?
Sleep	NN	sleep
.	SENT	.
Sleep	NN	sleep
,	,	,
actually	RB	actually
,	,	,
is	VBZ	be
something	NN	something
very	RB	very
dear	RB	dear
to	TO	to
my	PP$	my
heart	NN	heart
,	,	,
because	IN	because
my	PP$	my
sleep	NN	sleep
is	VBZ	be
a	DT	a
disaster	NN	disaster
.	SENT	.
So	RB	so
one	CD	one
thing	NN	thing
is	VBZ	be
when	WRB	when
you	PP	you
start	VBP	start
working	VBG	work
on	IN	on
some	DT	some
physiological	JJ	physiological
signal	NN	signal
and	CC	and
you	PP	you
discover	VBP	discover
that	IN	that
yours	PP	yours
sucks	VBZ	suck
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
see	VB	see
why	WRB	why
we	PP	we
can	MD	can
capture	VB	capture
sleep	NN	sleep
,	,	,
because	IN	because
the	DT	the
person	NN	person
walks	VBZ	walk
and	CC	and
the	DT	the
device	NN	device
sees	VBZ	see
him	PP	him
as	IN	as
he	PP	he
walks	VBZ	walk
to	TO	to
bed	NN	bed
,	,	,
when	WRB	when
he	PP	he
stops	VBZ	stop
tossing	VBG	toss
around	RP	around
in	IN	in
bed	NN	bed
,	,	,
when	WRB	when
he	PP	he
steps	VBZ	step
out	RP	out
of	IN	of
bed	NN	bed
,	,	,
and	CC	and
that	DT	that
measure	NN	measure
of	IN	of
sleep	NN	sleep
is	VBZ	be
what	WP	what
people	NNS	people
call	VBP	call
actigraphy	NN	<unknown>
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
based	VBN	base
on	IN	on
motion	NN	motion
.	SENT	.
But	CC	but
it	PP	it
turned	VBD	turn
out	RP	out
that	IN	that
we	PP	we
can	MD	can
actually	RB	actually
get	VB	get
sleep	NN	sleep
at	IN	at
a	DT	a
much	RB	much
more	RBR	more
important	JJ	important
level	NN	level
.	SENT	.
We	PP	we
can	MD	can
understand	VB	understand
the	DT	the
change	NN	change
in	IN	in
the	DT	the
brain	NN	brain
waves	NNS	wave
that	WDT	that
occur	VBP	occur
during	IN	during
sleep	NN	sleep
.	SENT	.
So	RB	so
,	,	,
many	JJ	many
of	IN	of
you	PP	you
probably	RB	probably
know	VBP	know
that	IN	that
as	IN	as
we	PP	we
go	VBP	go
to	TO	to
sleep	VB	sleep
,	,	,
our	PP$	our
brainwaves	NNS	brainwave
change	NN	change
and	CC	and
we	PP	we
enter	VBP	enter
different	JJ	different
stages	NNS	stage
:	:	:
awake	RB	awake
,	,	,
light	JJ	light
sleep	NN	sleep
,	,	,
deep	JJ	deep
sleep	NN	sleep
and	CC	and
REM	NP	Rem
,	,	,
or	CC	or
rapid	JJ	rapid
eye	NN	eye
movement	NN	movement
.	SENT	.
These	DT	these
stages	NNS	stage
are	VBP	be
of	IN	of
course	NN	course
related	VBN	relate
to	TO	to
sleep	VB	sleep
disorders	NNS	disorder
,	,	,
but	CC	but
they	PP	they
are	VBP	be
also	RB	also
related	VBN	relate
to	TO	to
various	JJ	various
diseases	NNS	disease
.	SENT	.
So	RB	so
for	IN	for
example	NN	example
,	,	,
disturbances	NNS	disturbance
in	IN	in
REM	NP	Rem
are	VBP	be
associated	VBN	associate
with	IN	with
depression	NN	depression
.	SENT	.
Disturbances	NNS	disturbance
in	IN	in
deep	JJ	deep
sleep	NN	sleep
are	VBP	be
associated	VBN	associate
with	IN	with
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
get	VB	get
sleep	NN	sleep
staging	NN	staging
,	,	,
today	NN	today
,	,	,
you	PP	you
will	MD	will
send	VB	send
the	DT	the
person	NN	person
to	TO	to
the	DT	the
hospital	NN	hospital
,	,	,
they	PP	they
put	VBD	put
all	RB	all
of	IN	of
these	DT	these
electrodes	NNS	electrode
on	IN	on
their	PP$	their
head	NN	head
,	,	,
and	CC	and
they	PP	they
ask	VBP	ask
them	PP	them
to	TO	to
sleep	VB	sleep
like	IN	like
that	DT	that
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
really	RB	really
a	DT	a
happy	JJ	happy
experience	NN	experience
.	SENT	.
So	RB	so
what	WP	what
if	IN	if
I	PP	I
tell	VBP	tell
you	PP	you
that	IN	that
I	PP	I
can	MD	can
do	VB	do
the	DT	the
same	JJ	same
thing	NN	thing
but	CC	but
without	IN	without
any	DT	any
of	IN	of
these	DT	these
electrodes	NNS	electrode
on	IN	on
the	DT	the
person	NN	person
'	POS	'
s	NN	S
body	NN	body
?	SENT	?
So	RB	so
here	RB	here
is	VBZ	be
our	PP$	our
device	NN	device
,	,	,
transmitting	VBG	transmit
very	RB	very
low	JJ	low
power	NN	power
wireless	NN	wireless
signal	NN	signal
,	,	,
analyzes	VBZ	analyze
the	DT	the
reflections	NNS	reflection
using	VBG	use
AI	NN	ai
and	CC	and
spits	NNS	spit
out	IN	out
the	DT	the
sleep	NN	sleep
stages	NNS	stage
throughout	IN	throughout
the	DT	the
night	NN	night
.	SENT	.
So	RB	so
we	PP	we
know	VBP	know
,	,	,
for	IN	for
example	NN	example
,	,	,
when	WRB	when
this	DT	this
person	NN	person
is	VBZ	be
dreaming	VBG	dream
.	SENT	.
Not	RB	not
just	RB	just
that	RB	that
.	SENT	.
.	SENT	.
.	SENT	.
we	PP	we
can	MD	can
even	RB	even
get	VB	get
your	PP$	your
breathing	NN	breathing
while	IN	while
you	PP	you
are	VBP	be
sitting	VBG	sit
like	IN	like
that	DT	that
,	,	,
and	CC	and
without	IN	without
touching	VBG	touch
you	PP	you
.	SENT	.
So	RB	so
he	PP	he
is	VBZ	be
sitting	VBG	sit
and	CC	and
reading	VBG	read
and	CC	and
this	DT	this
is	VBZ	be
his	PP$	his
inhales	VBZ	inhale
,	,	,
exhales	VBZ	exhale
.	SENT	.
We	PP	we
asked	VBD	ask
him	PP	him
to	TO	to
hold	VB	hold
his	PP$	his
breath	NN	breath
,	,	,
and	CC	and
you	PP	you
see	VBP	see
the	DT	the
signal	NN	signal
staying	VBG	stay
at	IN	at
a	DT	a
steady	JJ	steady
level	NN	level
because	IN	because
he	PP	he
exhaled	VBD	exhale
.	SENT	.
He	PP	he
did	VBD	do
not	RB	not
inhale	VB	inhale
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
to	TO	to
zoom	VB	zoom
in	IN	in
on	IN	on
the	DT	the
signal	NN	signal
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
same	JJ	same
signal	NN	signal
as	IN	as
before	RB	before
.	SENT	.
These	DT	these
are	VBP	be
the	DT	the
inhales	VBZ	inhale
,	,	,
these	DT	these
are	VBP	be
the	DT	the
exhales	VBZ	exhale
.	SENT	.
And	CC	and
you	PP	you
see	VBP	see
these	DT	these
blips	NNS	blip
on	IN	on
the	DT	the
signal	NN	signal
?	SENT	?
These	DT	these
are	VBP	be
not	RB	not
noise	NN	noise
.	SENT	.
They	PP	they
are	VBP	be
his	PP$	his
heartbeats	NNS	heartbeat
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
them	PP	them
beat	VB	beat
by	IN	by
beat	NN	beat
.	SENT	.
So	RB	so
I	PP	I
want	VBP	want
to	TO	to
stop	VB	stop
here	RB	here
for	IN	for
a	DT	a
moment	NN	moment
and	CC	and
show	VB	show
you	PP	you
a	DT	a
live	JJ	live
demo	NN	demo
.	SENT	.
Zach	NP	Zach
is	VBZ	be
going	VBG	go
to	TO	to
help	VB	help
me	PP	me
with	IN	with
the	DT	the
demo	NN	demo
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
use	VB	use
the	DT	the
device	NN	device
to	TO	to
monitor	VB	monitor
Zach	NP	Zach
'	POS	'
s	NN	S
breathing	NN	breathing
.	SENT	.
So	IN	so
this	DT	this
white	JJ	white
box	NN	box
that	IN	that
you	PP	you
see	VBP	see
here	RB	here
is	VBZ	be
the	DT	the
device	NN	device
,	,	,
and	CC	and
Zach	NP	Zach
is	VBZ	be
turning	VBG	turn
it	PP	it
on	RP	on
.	SENT	.
.	SENT	.
.	SENT	.
and	CC	and
let	VB	let
'	''	'
s	NNS	<unknown>
see	VBP	see
whether	IN	whether
he	PP	he
breathes	VBZ	breathe
well	RB	well
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
exactly	RB	exactly
what	WP	what
we	PP	we
did	VBD	do
in	IN	in
the	DT	the
video	NN	video
with	IN	with
the	DT	the
other	JJ	other
guy	NN	guy
,	,	,
so	RB	so
the	DT	the
wireless	NN	wireless
signal	NN	signal
is	VBZ	be
going	VBG	go
through	RP	through
,	,	,
it	PP	it
'	POS	'
s	NN	S
touching	VBG	touch
Zach	NP	Zach
'	POS	'
s	NN	S
body	NN	body
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
reflecting	VBG	reflect
back	RB	back
to	TO	to
the	DT	the
device	NN	device
,	,	,
and	CC	and
we	PP	we
want	VBP	want
to	TO	to
monitor	VB	monitor
his	PP$	his
breathing	NN	breathing
,	,	,
his	PP$	his
inhale-exhale	JJ	<unknown>
motion	NN	motion
.	SENT	.
So	RB	so
we	PP	we
see	VBP	see
the	DT	the
inhales	VBZ	inhale
,	,	,
exhales	VBZ	exhale
—	:	-
so	RB	so
see	VBP	see
,	,	,
these	DT	these
ups	NNS	up
and	CC	and
downs	NNS	down
are	VBP	be
Zach	NP	Zach
breathing	NN	breathing
.	SENT	.
Inhaling	VBG	inhale
,	,	,
exhaling	VBG	exhale
.	SENT	.
So	RB	so
,	,	,
he	PP	he
can	MD	can
breathe	VB	breathe
.	SENT	.
Zach	NP	Zach
,	,	,
can	MD	can
you	PP	you
hold	VB	hold
your	PP$	your
breath	NN	breath
,	,	,
please	UH	please
?	SENT	?
OK	UH	OK
,	,	,
so	RB	so
now	RB	now
he	PP	he
'	POS	'
s	NN	S
holding	VBG	hold
his	PP$	his
breath	NN	breath
,	,	,
so	RB	so
you	PP	you
see	VBP	see
the	DT	the
signal	NN	signal
stays	VBZ	stay
at	IN	at
a	DT	a
steady	JJ	steady
level	NN	level
,	,	,
and	CC	and
these	DT	these
are	VBP	be
his	PP$	his
heartbeats	NNS	heartbeat
.	SENT	.
Beat	VB	beat
,	,	,
beat	VB	beat
,	,	,
beat	VB	beat
,	,	,
beat	VB	beat
,	,	,
beat	VB	beat
.	SENT	.
OK	UH	OK
,	,	,
Zach	NP	Zach
,	,	,
you	PP	you
can	MD	can
breathe	VB	breathe
again	RB	again
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
accidents	NNS	accident
here	RB	here
.	SENT	.
OK	UH	OK
,	,	,
thank	VB	thank
you	PP	you
.	SENT	.
So	RB	so
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
we	PP	we
have	VBP	have
this	DT	this
device	NN	device
that	WDT	that
can	MD	can
monitor	VB	monitor
so	RB	so
many	JJ	many
physiological	JJ	physiological
signals	NNS	signal
for	IN	for
you	PP	you
,	,	,
and	CC	and
what	WP	what
is	VBZ	be
really	RB	really
interesting	JJ	interesting
about	IN	about
this	DT	this
device	NN	device
is	VBZ	be
that	IN	that
it	PP	it
does	VBZ	do
all	PDT	all
this	DT	this
without	IN	without
any	DT	any
wearables	NNS	wearable
,	,	,
without	IN	without
asking	VBG	ask
the	DT	the
person	NN	person
to	TO	to
change	VB	change
his	PP$	his
behavior	NN	behavior
or	CC	or
to	TO	to
wear	VB	wear
anything	NN	anything
or	CC	or
charge	NN	charge
anything	NN	anything
special	JJ	special
.	SENT	.
And	CC	and
that	DT	that
got	VBN	get
doctors	NNS	doctor
very	RB	very
excited	VBN	excite
,	,	,
because	IN	because
doctors	NNS	doctor
,	,	,
they	PP	they
always	RB	always
want	VBP	want
to	TO	to
know	VB	know
more	JJR	more
information	NN	information
about	IN	about
their	PP$	their
patients	NNS	patient
,	,	,
particularly	RB	particularly
at	IN	at
home	NN	home
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
particularly	RB	particularly
true	JJ	true
in	IN	in
chronic	JJ	chronic
diseases	NNS	disease
,	,	,
like	IN	like
pulmonary	JJ	pulmonary
diseases	NNS	disease
,	,	,
like	IN	like
COPD	NN	<unknown>
,	,	,
or	CC	or
heart	NN	heart
failure	NN	failure
or	CC	or
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
and	CC	and
even	RB	even
depression	NN	depression
.	SENT	.
All	DT	all
of	IN	of
these	DT	these
chronic	JJ	chronic
diseases	NNS	disease
are	VBP	be
very	RB	very
important	JJ	important
.	SENT	.
In	IN	in
fact	NN	fact
—	:	-
perhaps	RB	perhaps
you	PP	you
know	VBP	know
—	:	-
two-thirds	NNS	two-third
of	IN	of
the	DT	the
cost	NN	cost
of	IN	of
health	NN	health
care	NN	care
in	IN	in
the	DT	the
US	NP	US
is	VBZ	be
due	JJ	due
to	TO	to
chronic	JJ	chronic
diseases	NNS	disease
.	SENT	.
But	CC	but
what	WP	what
is	VBZ	be
really	RB	really
interesting	JJ	interesting
about	IN	about
chronic	JJ	chronic
diseases	NNS	disease
is	VBZ	be
that	IN	that
when	WRB	when
the	DT	the
person	NN	person
,	,	,
for	IN	for
example	NN	example
,	,	,
has	VBZ	have
a	DT	a
problem	NN	problem
that	WDT	that
leads	VBZ	lead
to	TO	to
the	DT	the
hospital	NN	hospital
and	CC	and
the	DT	the
emergency	NN	emergency
room	NN	room
,	,	,
this	DT	this
problem	NN	problem
doesn	NN	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
overnight	RB	overnight
.	SENT	.
Actually	RB	actually
,	,	,
things	NNS	thing
happen	VBP	happen
gradually	RB	gradually
.	SENT	.
So	RB	so
if	IN	if
we	PP	we
can	MD	can
monitor	VB	monitor
chronic	JJ	chronic
disease	NN	disease
patients	NNS	patient
in	IN	in
their	PP$	their
home	NN	home
,	,	,
we	PP	we
can	MD	can
detect	VB	detect
changes	NNS	change
in	IN	in
their	PP$	their
breathing	NN	breathing
,	,	,
heartbeat	NN	heartbeat
,	,	,
mobility	NN	mobility
,	,	,
sleep	NN	sleep
—	:	-
and	CC	and
we	PP	we
can	MD	can
detect	VB	detect
emergencies	NNS	emergency
before	IN	before
they	PP	they
occur	VBP	occur
and	CC	and
have	VB	have
the	DT	the
doctor	NN	doctor
intervene	VB	intervene
earlier	RBR	earlier
so	RB	so
that	IN	that
we	PP	we
can	MD	can
avoid	VB	avoid
hospitalization	NN	hospitalization
.	SENT	.
And	CC	and
indeed	RB	indeed
,	,	,
