There	EX	there
?	SENT	?
What	WP	what
'	POS	'
s	NN	S
the	DT	the
minimum	JJ	minimum
amount	NN	amount
of	IN	of
words	NNS	word
you	PP	you
would	MD	would
need	VB	need
to	TO	to
do	VB	do
a	DT	a
TED	VBP	ted
Talk	NN	talk
?	SENT	?
While	IN	while
I	PP	I
was	VBD	be
pondering	VBG	ponder
this	DT	this
question	NN	question
,	,	,
I	PP	I
came	VBD	come
across	IN	across
this	DT	this
urban	JJ	urban
legend	NN	legend
about	IN	about
Ernest	NP	Ernest
Hemingway	NP	Hemingway
,	,	,
who	WP	who
allegedly	RB	allegedly
said	VBD	say
that	IN	that
these	DT	these
six	CD	six
words	NNS	word
here	RB	here
:	:	:
"	``	"
For	IN	for
sale	NN	sale
:	:	:
baby	NN	baby
shoes	NNS	shoe
,	,	,
never	RB	never
worn	VBN	wear
,	,	,
"	''	"
were	VBD	be
the	DT	the
best	JJS	good
novel	NN	novel
he	PP	he
had	VBD	have
ever	RB	ever
written	VBN	write
.	SENT	.
And	CC	and
I	PP	I
also	RB	also
encountered	VBD	encounter
a	DT	a
project	NN	project
called	VBN	call
Six-Word	NP	<unknown>
Memoirs	NNS	memoir
where	WRB	where
people	NNS	people
were	VBD	be
asked	VBN	ask
,	,	,
take	VB	take
your	PP$	your
whole	JJ	whole
life	NN	life
and	CC	and
please	VB	please
sum	VB	sum
this	DT	this
up	RP	up
into	IN	into
six	CD	six
words	NNS	word
,	,	,
such	JJ	such
as	IN	as
these	DT	these
here	RB	here
:	:	:
"	``	"
Found	VBN	find
true	JJ	true
love	NN	love
,	,	,
married	JJ	married
someone	NN	someone
else	RB	else
.	SENT	.
"	''	"
Or	CC	or
"	``	"
Living	VBG	live
in	IN	in
existential	JJ	existential
vacuum	NN	vacuum
;	:	;
it	PP	it
sucks	VBZ	suck
.	SENT	.
"	``	"
I	PP	I
actually	RB	actually
like	VBP	like
that	IN	that
one	CD	one
.	SENT	.
So	RB	so
if	IN	if
a	DT	a
novel	NN	novel
can	MD	can
be	VB	be
put	VBN	put
into	IN	into
six	CD	six
words	NNS	word
and	CC	and
a	DT	a
whole	JJ	whole
memoir	NN	memoir
can	MD	can
be	VB	be
put	VBN	put
into	IN	into
six	CD	six
words	NNS	word
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
more	JJR	more
than	IN	than
six	CD	six
words	NNS	word
for	IN	for
a	DT	a
TED	VBP	ted
Talk	NN	talk
.	SENT	.
We	PP	we
could	MD	could
have	VB	have
been	VBN	be
done	VBN	do
by	IN	by
lunch	NN	lunch
here	RB	here
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
did	VBD	do
this	DT	this
for	IN	for
all	DT	all
thousand	CD	thousand
TED	VBP	ted
Talks	NNS	talk
,	,	,
you	PP	you
would	MD	would
get	VB	get
from	IN	from
2	CD	@card@
.	SENT	.
3	CD	@card@
million	CD	million
words	NNS	word
down	RB	down
to	TO	to
6	CD	@card@
,	,	,
000	CD	@card@
.	SENT	.
So	RB	so
I	PP	I
thought	VBD	think
this	DT	this
was	VBD	be
quite	RB	quite
worthwhile	JJ	worthwhile
.	SENT	.
So	RB	so
I	PP	I
started	VBD	start
asking	VBG	ask
all	PDT	all
my	PP$	my
friends	NNS	friend
,	,	,
please	VB	please
take	VB	take
your	PP$	your
favorite	NN	favorite
TED	VB	ted
Talk	NN	talk
and	CC	and
put	VBD	put
that	IN	that
into	IN	into
six	CD	six
words	NNS	word
.	SENT	.
So	RB	so
here	RB	here
are	VBP	be
some	DT	some
of	IN	of
the	DT	the
results	NNS	result
that	IN	that
I	PP	I
received	VBD	receive
.	SENT	.
I	PP	I
think	VBP	think
they	PP	they
'	''	'
re	IN	re
quite	RB	quite
nice	JJ	nice
.	SENT	.
For	IN	for
example	NN	example
,	,	,
Dan	NP	Dan
Pink	NP	Pink
'	POS	'
s	JJ	<unknown>
talk	NN	talk
on	IN	on
motivation	NN	motivation
,	,	,
which	WDT	which
was	VBD	be
pretty	RB	pretty
good	JJ	good
,	,	,
if	IN	if
you	PP	you
haven	NN	haven
'	POS	'
t	NN	t
seen	VBN	see
it	PP	it
:	:	:
"	``	"
Drop	NN	drop
carrot	NN	carrot
.	SENT	.
Drop	NN	drop
stick	NN	stick
.	SENT	.
Bring	VB	bring
meaning	NN	meaning
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
he	PP	he
'	POS	'
s	NN	S
basically	RB	basically
talking	VBG	talk
about	RB	about
in	IN	in
those	DT	those
18	CD	@card@
,	,	,
5	CD	@card@
minutes	NNS	minute
.	SENT	.
Or	CC	or
some	DT	some
even	RB	even
included	VBN	include
references	NNS	reference
to	TO	to
the	DT	the
speakers	NNS	speaker
,	,	,
such	JJ	such
as	IN	as
Nathan	NP	Nathan
Myhrvold	NP	<unknown>
'	POS	'
s	JJ	<unknown>
speaking	NN	speaking
style	NN	style
,	,	,
or	CC	or
the	DT	the
one	CD	one
of	IN	of
Tim	NP	Tim
Ferriss	NP	Ferriss
,	,	,
which	WDT	which
might	MD	might
be	VB	be
considered	VBN	consider
a	DT	a
bit	NN	bit
strenuous	JJ	strenuous
at	IN	at
times	NNS	time
.	SENT	.
The	DT	the
challenge	NN	challenge
here	RB	here
is	VBZ	be
,	,	,
if	IN	if
I	PP	I
try	VBP	try
to	TO	to
systematically	RB	systematically
do	VB	do
this	DT	this
,	,	,
I	PP	I
would	MD	would
probably	RB	probably
end	VB	end
up	RP	up
with	IN	with
a	DT	a
lot	NN	lot
of	IN	of
summaries	NNS	summary
,	,	,
but	CC	but
not	RB	not
with	IN	with
many	JJ	many
friends	NNS	friend
in	IN	in
the	DT	the
end	NN	end
.	SENT	.
So	RB	so
I	PP	I
had	VBD	have
to	TO	to
find	VB	find
a	DT	a
different	JJ	different
method	NN	method
,	,	,
preferably	RB	preferably
involving	VBG	involve
total	JJ	total
strangers	NNS	stranger
.	SENT	.
And	CC	and
luckily	RB	luckily
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
website	NN	website
for	IN	for
that	DT	that
,	,	,
called	VBD	call
Mechanical	NP	Mechanical
Turk	NP	Turk
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
website	NN	website
where	WRB	where
you	PP	you
can	MD	can
post	VB	post
tasks	NNS	task
that	IN	that
you	PP	you
don	VB	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
do	VB	do
yourself	PP	yourself
,	,	,
such	JJ	such
as	IN	as
"	``	"
Please	UH	please
summarize	VB	summarize
this	DT	this
text	NN	text
for	IN	for
me	PP	me
in	IN	in
six	CD	six
words	NNS	word
.	SENT	.
"	``	"
And	CC	and
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
allow	VB	allow
any	DT	any
low-cost	JJ	low-cost
countries	NNS	country
to	TO	to
work	VB	work
on	IN	on
this	DT	this
,	,	,
but	CC	but
I	PP	I
found	VBD	find
out	IN	out
I	PP	I
could	MD	could
get	VB	get
a	DT	a
six-word	NN	<unknown>
summary	NN	summary
for	IN	for
just	RB	just
10	CD	@card@
cents	NNS	cent
,	,	,
which	WDT	which
I	PP	I
think	VBP	think
is	VBZ	be
a	DT	a
pretty	RB	pretty
good	JJ	good
price	NN	price
.	SENT	.
Even	RB	even
then	RB	then
,	,	,
unfortunately	RB	unfortunately
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
possible	JJ	possible
to	TO	to
summarize	VB	summarize
each	DT	each
TED	VBP	ted
Talk	NN	talk
individually	RB	individually
.	SENT	.
Because	IN	because
if	IN	if
you	PP	you
do	VBP	do
the	DT	the
math	NN	math
,	,	,
you	PP	you
have	VBP	have
a	DT	a
thousand	CD	thousand
TED	VBP	ted
Talks	NNS	talk
,	,	,
you	PP	you
pay	VBP	pay
10	CD	@card@
cents	NNS	cent
each	DT	each
;	:	;
you	PP	you
have	VBP	have
to	TO	to
do	VB	do
more	JJR	more
than	IN	than
one	CD	one
summary	NN	summary
for	IN	for
each	DT	each
of	IN	of
those	DT	those
talks	NNS	talk
,	,	,
because	IN	because
some	DT	some
of	IN	of
them	PP	them
will	MD	will
probably	RB	probably
be	VB	be
,	,	,
or	CC	or
are	VBP	be
,	,	,
really	RB	really
bad	JJ	bad
.	SENT	.
So	RB	so
I	PP	I
would	MD	would
end	VB	end
up	RP	up
paying	VBG	pay
hundreds	NNS	hundred
of	IN	of
dollars	NNS	dollar
.	SENT	.
So	RB	so
I	PP	I
thought	VBD	think
of	IN	of
a	DT	a
different	JJ	different
way	NN	way
,	,	,
by	IN	by
thinking	NN	thinking
,	,	,
well	RB	well
,	,	,
the	DT	the
talks	NNS	talk
revolve	VBP	revolve
around	IN	around
certain	JJ	certain
themes	NNS	theme
.	SENT	.
So	RB	so
what	WP	what
if	IN	if
I	PP	I
don	NN	don
'	POS	'
t	NN	t
let	VBD	let
people	NNS	people
summarize	VB	summarize
individual	JJ	individual
TED	VBP	ted
Talks	NNS	talk
to	TO	to
six	CD	six
words	NNS	word
,	,	,
but	CC	but
give	VB	give
them	PP	them
10	RB	@card@
TED	VBP	ted
Talks	NNS	talk
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
and	CC	and
say	VB	say
,	,	,
"	``	"
Please	UH	please
do	VB	do
a	DT	a
six-word	NN	<unknown>
summary	NN	summary
for	IN	for
that	WDT	that
one	CD	one
.	SENT	.
"	``	"
I	PP	I
would	MD	would
cut	VB	cut
my	PP$	my
costs	NNS	cost
by	IN	by
90	CD	@card@
percent	NN	percent
.	SENT	.
So	RB	so
for	IN	for
$60	NN	<unknown>
,	,	,
I	PP	I
could	MD	could
summarize	VB	summarize
a	DT	a
thousand	CD	thousand
TED	VBP	ted
Talks	NNS	talk
into	IN	into
just	RB	just
600	CD	@card@
summaries	NNS	summary
,	,	,
which	WDT	which
would	MD	would
actually	RB	actually
be	VB	be
quite	RB	quite
nice	JJ	nice
.	SENT	.
Some	DT	some
of	IN	of
you	PP	you
might	MD	might
actually	RB	actually
right	RB	right
now	RB	now
be	VB	be
thinking	VBG	think
,	,	,
it	PP	it
'	POS	'
s	NN	S
downright	RB	downright
crazy	JJ	crazy
to	TO	to
have	VB	have
10	RB	@card@
TED	VB	ted
Talks	NNS	talk
summarized	VBN	summarize
into	IN	into
just	RB	just
six	CD	six
words	NNS	word
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
not	RB	not
,	,	,
because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
example	NN	example
by	IN	by
statistics	NNS	statistic
professor	NN	professor
Hans	NP	Hans
Rosling	NP	<unknown>
.	SENT	.
I	PP	I
guess	VBP	guess
many	JJ	many
of	IN	of
you	PP	you
have	VBP	have
seen	VBN	see
one	CD	one
or	CC	or
more	JJR	more
of	IN	of
his	PP$	his
talks	NNS	talk
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
got	VBD	get
eight	CD	eight
talks	NNS	talk
online	JJ	online
,	,	,
and	CC	and
those	DT	those
can	MD	can
basically	RB	basically
be	VB	be
summed	VBN	sum
up	RP	up
into	IN	into
just	RB	just
four	CD	four
words	NNS	word
,	,	,
because	IN	because
that	DT	that
'	''	'
s	NNS	<unknown>
all	RB	all
he	PP	he
'	POS	'
s	NN	S
basically	RB	basically
showing	VBG	show
us	PP	us
,	,	,
our	PP$	our
intuition	NN	intuition
is	VBZ	be
really	RB	really
bad	JJ	bad
.	SENT	.
He	PP	he
always	RB	always
proves	VBZ	prove
us	PP	us
wrong	JJ	wrong
.	SENT	.
So	RB	so
people	NNS	people
on	IN	on
the	DT	the
Internet	NN	Internet
,	,	,
some	DT	some
didn	NN	<unknown>
'	POS	'
t	NN	t
do	VBP	do
so	RB	so
well	RB	well
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
asked	VBD	ask
them	PP	them
to	TO	to
summarize	VB	summarize
the	DT	the
10	CD	@card@
TED	VBP	ted
Talks	NNS	talk
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
some	DT	some
took	VBD	take
the	DT	the
easy	JJ	easy
route	NN	route
out	RB	out
.	SENT	.
They	PP	they
just	RB	just
had	VBD	have
some	DT	some
general	JJ	general
comment	NN	comment
.	SENT	.
There	EX	there
were	VBD	be
others	NNS	other
—	:	-
and	CC	and
I	PP	I
found	VBD	find
this	DT	this
quite	RB	quite
cheeky	JJ	cheeky
—	:	-
They	PP	they
used	VBD	use
their	PP$	their
six	CD	six
words	NNS	word
to	TO	to
talk	VB	talk
back	RB	back
to	TO	to
me	PP	me
and	CC	and
ask	VB	ask
me	PP	me
if	IN	if
I	PP	I
'	''	'
d	SYM	d
been	VBN	be
too	RB	too
much	JJ	much
on	IN	on
Google	NP	<unknown>
lately	RB	lately
.	SENT	.
And	CC	and
finally	RB	finally
also	RB	also
,	,	,
I	PP	I
never	RB	never
understood	VBD	understand
this	DT	this
,	,	,
some	DT	some
people	NNS	people
really	RB	really
came	VBD	come
up	RP	up
with	IN	with
their	PP$	their
own	JJ	own
version	NN	version
of	IN	of
the	DT	the
truth	NN	truth
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
any	RB	any
TED	VB	ted
Talk	NN	talk
that	WDT	that
contains	VBZ	contain
this	DT	this
.	SENT	.
But	CC	but
,	,	,
oh	UH	oh
well	UH	well
.	SENT	.
In	IN	in
the	DT	the
end	NN	end
,	,	,
however	RB	however
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
really	RB	really
amazing	JJ	amazing
,	,	,
for	IN	for
each	DT	each
of	IN	of
those	DT	those
10	CD	@card@
TED	VBP	ted
Talk	NN	talk
clusters	NNS	cluster
that	IN	that
I	PP	I
submitted	VBD	submit
,	,	,
I	PP	I
actually	RB	actually
received	VBD	receive
meaningful	JJ	meaningful
summaries	NNS	summary
.	SENT	.
Here	RB	here
are	VBP	be
some	DT	some
of	IN	of
my	PP$	my
favorites	NNS	favorite
.	SENT	.
For	IN	for
example	NN	example
,	,	,
for	IN	for
the	DT	the
TED	VBP	ted
Talks	NNS	talk
about	IN	about
food	NN	food
,	,	,
someone	NN	someone
summed	VBD	sum
this	DT	this
up	RP	up
into	IN	into
:	:	:
"	``	"
Food	NN	food
shaping	VBG	shape
body	NN	body
,	,	,
brains	NNS	brain
and	CC	and
environment	NN	environment
,	,	,
"	''	"
which	WDT	which
I	PP	I
think	VBP	think
is	VBZ	be
pretty	RB	pretty
good	JJ	good
.	SENT	.
Or	CC	or
happiness	NN	happiness
:	:	:
"	``	"
Striving	VBG	strive
toward	IN	toward
happiness	NN	happiness
=	SYM	=
moving	VBG	move
toward	IN	toward
unhappiness	NN	unhappiness
.	SENT	.
"	''	"
So	RB	so
here	RB	here
I	PP	I
was	VBD	be
.	SENT	.
I	PP	I
had	VBD	have
started	VBN	start
out	RP	out
with	IN	with
a	DT	a
thousand	CD	thousand
TED	VBP	ted
Talks	NNS	talk
and	CC	and
I	PP	I
had	VBD	have
600	CD	@card@
six-	NN	six-
word	NN	word
summaries	NNS	summary
for	IN	for
those	DT	those
.	SENT	.
Actually	RB	actually
,	,	,
it	PP	it
sounded	VBD	sound
nice	JJ	nice
in	IN	in
the	DT	the
beginning	NN	beginning
,	,	,
but	CC	but
when	WRB	when
you	PP	you
look	VBP	look
at	IN	at
600	CD	@card@
summaries	NNS	summary
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
quite	PDT	quite
a	DT	a
lot	NN	lot
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
huge	JJ	huge
list	NN	list
.	SENT	.
So	RB	so
I	PP	I
thought	VBD	think
,	,	,
I	PP	I
probably	RB	probably
have	VB	have
to	TO	to
take	VB	take
this	DT	this
one	CD	one
step	NN	step
further	RBR	further
here	RB	here
and	CC	and
create	VB	create
summaries	NNS	summary
of	IN	of
the	DT	the
summaries	NNS	summary
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
exactly	RB	exactly
what	WP	what
I	PP	I
did	VBD	do
.	SENT	.
So	RB	so
I	PP	I
took	VBD	take
the	DT	the
600	CD	@card@
summaries	NNS	summary
that	IN	that
I	PP	I
had	VBD	have
,	,	,
put	VB	put
them	PP	them
into	IN	into
nine	CD	nine
groups	NNS	group
according	VBG	accord
to	TO	to
the	DT	the
ratings	NNS	rating
that	IN	that
the	DT	the
talks	NNS	talk
had	VBD	have
originally	RB	originally
received	VBN	receive
on	RP	on
TED	VBP	ted
.	SENT	.
com	NN	com
and	CC	and
asked	VBD	ask
people	NNS	people
to	TO	to
do	VB	do
summaries	NNS	summary
of	IN	of
those	DT	those
.	SENT	.
Again	RB	again
,	,	,
there	EX	there
were	VBD	be
some	DT	some
misunderstandings	NNS	misunderstanding
.	SENT	.
For	IN	for
example	NN	example
,	,	,
when	WRB	when
I	PP	I
had	VBD	have
a	DT	a
cluster	NN	cluster
of	IN	of
all	PDT	all
the	DT	the
"	``	"
Beautiful	JJ	beautiful
"	''	"
talks	NNS	talk
,	,	,
someone	NN	someone
thought	VBD	think
I	PP	I
was	VBD	be
just	RB	just
trying	VBG	try
to	TO	to
find	VB	find
the	DT	the
ultimate	JJ	ultimate
pick-up	NN	pick-up
line	NN	line
.	SENT	.
But	CC	but
in	IN	in
the	DT	the
end	NN	end
,	,	,
amazingly	RB	amazingly
,	,	,
again	RB	again
,	,	,
people	NNS	people
were	VBD	be
able	JJ	able
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
For	IN	for
example	NN	example
,	,	,
all	PDT	all
the	DT	the
courageous	JJ	courageous
TED	VB	ted
Talks	NNS	talk
:	:	:
"	``	"
People	NNS	people
dying	VBG	die
"	''	"
or	CC	or
"	``	"
People	NNS	people
suffering	VBG	suffer
"	''	"
was	VBD	be
also	RB	also
one	CD	one
,	,	,
"	''	"
with	IN	with
easy	JJ	easy
solutions	NNS	solution
around	RB	around
.	SENT	.
"	''	"
Or	CC	or
the	DT	the
recipe	NN	recipe
for	IN	for
the	DT	the
ultimate	JJ	ultimate
jaw-dropping	NN	<unknown>
TED	VBP	ted
Talk	NN	talk
:	:	:
"	``	"
Flickr	NN	<unknown>
photos	NNS	photo
of	IN	of
intergalactic	JJ	intergalactic
classical	JJ	classical
composer	NN	composer
.	SENT	.
"	``	"
I	PP	I
mean	VBP	mean
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
essence	NN	essence
of	IN	of
it	PP	it
all	RB	all
.	SENT	.
Now	RB	now
I	PP	I
had	VBD	have
my	PP$	my
nine	CD	nine
groups	NNS	group
,	,	,
but	CC	but
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
'	POS	'
s	NN	S
already	RB	already
quite	RB	quite
a	DT	a
reduction	NN	reduction
.	SENT	.
But	CC	but
of	IN	of
course	NN	course
,	,	,
once	RB	once
you	PP	you
are	VBP	be
that	RB	that
far	RB	far
,	,	,
you	PP	you
'	POS	'
re	NN	re
not	RB	not
really	RB	really
satisfied	VBN	satisfy
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
go	VB	go
all	PDT	all
the	DT	the
way	NN	way
,	,	,
all	PDT	all
the	DT	the
way	NN	way
down	IN	down
the	DT	the
distillery	NN	distillery
,	,	,
starting	VBG	start
out	RP	out
with	IN	with
a	DT	a
thousand	CD	thousand
TED	VBP	ted
Talks	NNS	talk
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
have	VB	have
a	DT	a
thousand	CD	thousand
TED	VBP	ted
Talks	NNS	talk
summarized	VBN	summarize
into	IN	into
just	RB	just
six	CD	six
words	NNS	word
—	:	-
which	WDT	which
would	MD	would
be	VB	be
a	DT	a
99	CD	@card@
.	SENT	.
9997	CD	@card@
percent	NN	percent
reduction	NN	reduction
in	IN	in
content	NN	content
.	SENT	.
And	CC	and
I	PP	I
would	MD	would
only	RB	only
pay	VB	pay
$99	NN	<unknown>
.	SENT	.
50	LS	@card@
—	:	-
so	RB	so
stay	VB	stay
even	RB	even
below	IN	below
$100	NN	<unknown>
for	IN	for
it	PP	it
.	SENT	.
So	RB	so
I	PP	I
had	VBD	have
50	CD	@card@
overall	JJ	overall
summaries	NNS	summary
done	VBN	do
.	SENT	.
This	DT	this
time	NN	time
I	PP	I
paid	VBD	pay
25	CD	@card@
cents	NNS	cent
because	IN	because
I	PP	I
thought	VBD	think
the	DT	the
task	NN	task
was	VBD	be
a	DT	a
bit	NN	bit
harder	RBR	harder
.	SENT	.
And	CC	and
unfortunately	RB	unfortunately
,	,	,
when	WRB	when
I	PP	I
first	RB	first
received	VBD	receive
the	DT	the
answers	NNS	answer
—	:	-
and	CC	and
here	RB	here
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
six	CD	six
of	IN	of
the	DT	the
answers	NNS	answer
—	:	-
I	PP	I
was	VBD	be
a	DT	a
bit	NN	bit
disappointed	VBD	disappoint
.	SENT	.
Because	IN	because
I	PP	I
think	VBP	think
you	PP	you
'	''	'
ll	NNS	<unknown>
agree	VBP	agree
,	,	,
they	PP	they
all	RB	all
summarize	VB	summarize
some	DT	some
aspect	NN	aspect
of	IN	of
TED	VB	ted
,	,	,
but	CC	but
to	TO	to
me	PP	me
,	,	,
they	PP	they
felt	VBD	feel
a	DT	a
bit	NN	bit
bland	JJ	bland
,	,	,
or	CC	or
they	PP	they
just	RB	just
had	VBD	have
a	DT	a
certain	JJ	certain
aspect	NN	aspect
of	IN	of
TED	VB	ted
in	IN	in
them	PP	them
.	SENT	.
So	RB	so
I	PP	I
was	VBD	be
almost	RB	almost
ready	JJ	ready
to	TO	to
give	VB	give
up	RP	up
when	WRB	when
one	CD	one
night	NN	night
,	,	,
I	PP	I
played	VBD	play
around	RP	around
with	IN	with
these	DT	these
sentences	NNS	sentence
and	CC	and
found	VBD	find
out	RP	out
that	IN	that
there	EX	there
'	''	'
s	NNS	<unknown>
actually	RB	actually
a	DT	a
beautiful	JJ	beautiful
solution	NN	solution
in	IN	in
here	RB	here
.	SENT	.
So	RB	so
here	RB	here
it	PP	it
is	VBZ	be
,	,	,
a	DT	a
crowd-sourced	JJ	<unknown>
,	,	,
six-word	NN	<unknown>
summary	NN	summary
of	IN	of
a	DT	a
thousand	CD	thousand
TED	VBP	ted
Talks	NNS	talk
at	IN	at
the	DT	the
value	NN	value
of	IN	of
$99	NN	<unknown>
.	SENT	.
50	LS	@card@
:	:	:
"	``	"
Why	WRB	why
the	DT	the
worry	NN	worry
?	SENT	?
I	NP	I
'	POS	'
d	NN	d
rather	RB	rather
wonder	VBP	wonder
.	SENT	.
"	``	"
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
