Hello	UH	hello
change	NN	change
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
thousands	NNS	thousand
,	,	,
potentially	RB	potentially
millions	NNS	million
of	IN	of
organisms	NNS	organism
in	IN	in
that	DT	that
one	CD	one
teaspoon	NN	teaspoon
of	IN	of
water	NN	water
.	SENT	.
And	CC	and
those	DT	those
tiny	JJ	tiny
change-makers	NNS	change-maker
,	,	,
they	PP	they
'	POS	'
re	NN	re
called	VBD	call
plankton	NN	plankton
.	SENT	.
Plankton	NN	plankton
are	VBP	be
incredibly	RB	incredibly
diverse	JJ	diverse
organisms	NNS	organism
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
thousands	NNS	thousand
and	CC	and
thousands	NNS	thousand
of	IN	of
species	NNS	specie
,	,	,
but	CC	but
they	PP	they
tend	VBP	tend
to	TO	to
fall	VB	fall
into	IN	into
some	DT	some
big	JJ	big
groups	NNS	group
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
phytoplankton	NN	phytoplankton
.	SENT	.
They	PP	they
use	VBP	use
photosynthesis	NN	photosynthesis
,	,	,
so	IN	so
they	PP	they
'	POS	'
re	NN	re
plant-like	JJ	<unknown>
.	SENT	.
Then	RB	then
there	EX	there
'	''	'
s	NN	S
zooplankton	NN	zooplankton
,	,	,
which	WDT	which
eat	VBP	eat
other	JJ	other
things	NNS	thing
.	SENT	.
So	IN	so
they	PP	they
'	''	'
re	IN	re
tiny	JJ	tiny
animals	NNS	animal
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
some	DT	some
in	IN	in
the	DT	the
in-between	NN	in-between
:	:	:
plant-like	JJ	<unknown>
animals	NNS	animal
.	SENT	.
So	RB	so
,	,	,
they	PP	they
actually	RB	actually
photosynthesize	VBP	photosynthesize
and	CC	and
they	PP	they
eat	VBP	eat
their	PP$	their
neighbors	NNS	neighbor
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
crazy	JJ	crazy
world	NN	world
out	IN	out
there	RB	there
.	SENT	.
The	DT	the
name	NN	name
plankton	NN	plankton
has	VBZ	have
its	PP$	its
roots	NNS	root
in	IN	in
the	DT	the
Greek	JJ	Greek
word	NN	word
"	``	"
planktós	NNS	<unknown>
"	''	"
,	,	,
which	WDT	which
means	VBZ	mean
drifter	NN	drifter
or	CC	or
wanderer	NN	wanderer
,	,	,
and	CC	and
it	PP	it
describes	VBZ	describe
how	WRB	how
the	DT	the
plankton	NN	plankton
float	NN	float
about	RB	about
in	IN	in
the	DT	the
ocean	NN	ocean
currents	NNS	current
.	SENT	.
And	CC	and
plankton	NN	plankton
have	VBP	have
also	RB	also
wandered	VBN	wander
into	IN	into
NASA	NP	NASA
'	POS	'
s	JJ	<unknown>
original	JJ	original
mission	NN	mission
to	TO	to
study	VB	study
the	DT	the
Earth	NN	earth
from	IN	from
space	NN	space
.	SENT	.
Many	JJ	many
people	NNS	people
are	VBP	be
surprised	VBN	surprise
to	TO	to
find	VB	find
out	IN	out
we	PP	we
have	VBP	have
dozens	NNS	dozen
and	CC	and
dozens	NNS	dozen
of	IN	of
instruments	NNS	instrument
out	IN	out
in	IN	in
space	NN	space
focused	VBN	focus
here	RB	here
,	,	,
on	IN	on
planet	NN	planet
Earth	NN	earth
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
gathering	NN	gathering
data	NNS	datum
,	,	,
they	PP	they
'	POS	'
re	NN	re
creating	VBG	create
information	NN	information
,	,	,
and	CC	and
they	PP	they
enable	VBP	enable
informed	JJ	informed
decisions	NNS	decision
to	TO	to
be	VB	be
made	VBN	make
.	SENT	.
And	CC	and
plankton	NN	plankton
are	VBP	be
an	DT	an
important	JJ	important
part	NN	part
of	IN	of
that	WDT	that
,	,	,
because	IN	because
even	RB	even
though	IN	though
they	PP	they
'	POS	'
re	NN	re
microscopic	JJ	microscopic
,	,	,
when	WRB	when
they	PP	they
all	DT	all
team	NN	team
up	RB	up
together	RB	together
,	,	,
we	PP	we
can	MD	can
actually	RB	actually
see	VB	see
them	PP	them
from	IN	from
space	NN	space
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
a	DT	a
mission	NN	mission
right	RB	right
now	RB	now
that	RB	that
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
launch	VB	launch
another	DT	another
satellite	NN	satellite
into	IN	into
space	NN	space
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
called	VBD	call
PACE	NN	pace
.	SENT	.
And	CC	and
that	DT	that
P	NN	P
,	,	,
it	PP	it
stands	VBZ	stand
for	IN	for
plankton	NN	plankton
.	SENT	.
Yeah	RB	yeah
!	SENT	!
Plankton	NN	plankton
got	VBD	get
the	DT	the
leading	VBG	lead
letter	NN	letter
in	IN	in
the	DT	the
PACE	NN	pace
mission	NN	mission
because	IN	because
they	PP	they
'	''	'
re	IN	re
important	JJ	important
global	JJ	global
influencers	NNS	influencer
.	SENT	.
They	PP	they
affect	VBP	affect
our	PP$	our
climate	NN	climate
.	SENT	.
They	PP	they
fuel	VB	fuel
our	PP$	our
ocean	NN	ocean
ecosystems	NNS	ecosystem
.	SENT	.
They	PP	they
affect	VBP	affect
our	PP$	our
food	NN	food
supply	NN	supply
.	SENT	.
And	CC	and
the	DT	the
plankton	NN	plankton
together	RB	together
make	VB	make
life	NN	life
as	IN	as
we	PP	we
know	VBP	know
it	PP	it
,	,	,
in	IN	in
our	PP$	our
oceans	NNS	ocean
and	CC	and
on	IN	on
this	DT	this
planet	NN	planet
possible	JJ	possible
.	SENT	.
So	RB	so
,	,	,
as	IN	as
you	PP	you
can	MD	can
tell	VB	tell
,	,	,
I	PP	I
'	POS	'
m	NN	m
very	RB	very
pro-plankton	NP	<unknown>
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
very	RB	very
positive	JJ	positive
about	IN	about
it	PP	it
.	SENT	.
Yeah	RB	yeah
.	SENT	.
But	CC	but
I	PP	I
do	VBP	do
need	VB	need
to	TO	to
tell	VB	tell
you	PP	you
,	,	,
there	EX	there
are	VBP	be
some	DT	some
troublemakers	NNS	troublemaker
out	RB	out
there	RB	there
in	IN	in
the	DT	the
plankton	NN	plankton
world	NN	world
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
talk	VB	talk
about	IN	about
those	DT	those
.	SENT	.
When	WRB	when
a	DT	a
lot	NN	lot
of	IN	of
plankton	NN	plankton
get	VBP	get
together	RB	together
and	CC	and
they	PP	they
cause	VBP	cause
a	DT	a
problem	NN	problem
,	,	,
it	PP	it
is	VBZ	be
called	VBN	call
a	DT	a
harmful	JJ	harmful
algal	JJ	algal
bloom	NN	bloom
.	SENT	.
And	CC	and
these	DT	these
are	VBP	be
big	JJ	big
global	JJ	global
issues	NNS	issue
,	,	,
they	PP	they
'	POS	'
re	NN	re
happening	VBG	happen
all	DT	all
over	IN	over
.	SENT	.
Florida	NP	Florida
'	POS	'
s	NNS	<unknown>
familiar	JJ	familiar
with	IN	with
a	DT	a
few	JJ	few
of	IN	of
them	PP	them
.	SENT	.
We	PP	we
have	VBP	have
the	DT	the
coastal	JJ	coastal
red	JJ	red
tide	NN	tide
caused	VBN	cause
by	IN	by
Karenia	NP	Karenia
brevis	NN	brevis
.	SENT	.
It	PP	it
produces	VBZ	produce
a	DT	a
neurotoxin	NN	neurotoxin
that	WDT	that
can	MD	can
cause	VB	cause
sickness	NN	sickness
and	CC	and
death	NN	death
in	IN	in
humans	NNS	human
and	CC	and
in	IN	in
wildlife	NN	wildlife
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
green	JJ	green
,	,	,
slimy	JJ	slimy
,	,	,
freshwater	NN	freshwater
,	,	,
harmful	JJ	harmful
algal	JJ	algal
bloom	NN	bloom
caused	VBN	cause
by	IN	by
cyanobacteria	NN	<unknown>
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
talk	VB	talk
a	DT	a
lot	NN	lot
about	IN	about
that	DT	that
.	SENT	.
Again	RB	again
,	,	,
producing	VBG	produce
a	DT	a
toxin	NN	toxin
.	SENT	.
It	PP	it
makes	VBZ	make
drinking	NN	drinking
water	NN	water
unsafe	JJ	unsafe
and	CC	and
makes	VBZ	make
recreation	NN	recreation
,	,	,
like	IN	like
swimming	VBG	swim
or	CC	or
canoeing	VBG	canoe
,	,	,
dangerous	JJ	dangerous
.	SENT	.
People	NNS	people
have	VBP	have
even	RB	even
been	VBN	be
out	RB	out
hiking	VBG	hike
with	IN	with
their	PP$	their
dogs	NNS	dog
,	,	,
and	CC	and
the	DT	the
dogs	NNS	dog
jump	VBP	jump
into	IN	into
these	DT	these
bodies	NNS	body
of	IN	of
water	NN	water
and	CC	and
end	VB	end
up	RP	up
sick	JJ	sick
or	CC	or
dying	VBG	die
because	IN	because
they	PP	they
'	POS	'
re	NN	re
exposed	VBD	expose
to	TO	to
these	DT	these
toxins	NNS	toxin
.	SENT	.
You	PP	you
can	MD	can
imagine	VB	imagine
these	DT	these
harmful	JJ	harmful
algal	JJ	algal
blooms	NNS	bloom
have	VBP	have
big	JJ	big
consequences	NNS	consequence
from	IN	from
human	JJ	human
health	NN	health
,	,	,
environmental	JJ	environmental
and	CC	and
also	RB	also
economic	JJ	economic
,	,	,
from	IN	from
closing	VBG	close
fisheries	NNS	fishery
and	CC	and
a	DT	a
loss	NN	loss
of	IN	of
tourism	NN	tourism
dollars	NNS	dollar
.	SENT	.
What	WP	what
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
trying	VBG	try
to	TO	to
do	VB	do
is	VBZ	be
keep	VB	keep
track	NN	track
of	IN	of
these	DT	these
toxic	JJ	toxic
cyanobacterial	JJ	cyanobacterial
blooms	NNS	bloom
.	SENT	.
Cyan	NN	cyan
,	,	,
the	DT	the
project	NN	project
I	PP	I
'	POS	'
m	NN	m
on	IN	on
,	,	,
has	VBZ	have
taken	VBN	take
satellite	JJ	satellite
data	NNS	datum
and	CC	and
turned	VBD	turn
it	PP	it
into	IN	into
information	NN	information
by	IN	by
creating	VBG	create
maps	NNS	map
.	SENT	.
We	PP	we
actually	RB	actually
can	MD	can
monitor	VB	monitor
these	DT	these
toxic	JJ	toxic
blooms	NNS	bloom
from	IN	from
space	NN	space
,	,	,
and	CC	and
then	RB	then
we	PP	we
update	VB	update
the	DT	the
maps	NNS	map
daily	RB	daily
.	SENT	.
Water	NN	water
managers	NNS	manager
can	MD	can
go	VB	go
out	RP	out
,	,	,
they	PP	they
can	MD	can
see	VB	see
where	WRB	where
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
problem	NN	problem
,	,	,
and	CC	and
then	RB	then
they	PP	they
can	MD	can
take	VB	take
action	NN	action
.	SENT	.
They	PP	they
can	MD	can
close	VB	close
beaches	NNS	beach
,	,	,
they	PP	they
can	MD	can
treat	VB	treat
drinking	NN	drinking
water	NN	water
,	,	,
and	CC	and
they	PP	they
can	MD	can
keep	VB	keep
people	NNS	people
healthy	JJ	healthy
.	SENT	.
And	CC	and
because	IN	because
we	PP	we
want	VBP	want
information	NN	information
to	TO	to
be	VB	be
as	RB	as
available	JJ	available
as	IN	as
possible	JJ	possible
,	,	,
we	PP	we
actually	RB	actually
put	VBD	put
our	PP$	our
apps	NNS	<unknown>
in	IN	in
a	DT	a
fun	NN	fun
app	NN	app
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
now	RB	now
,	,	,
but	CC	but
get	VB	get
it	PP	it
later	RBR	later
,	,	,
and	CC	and
you	PP	you
can	MD	can
check	VB	check
out	RP	out
your	PP$	your
own	JJ	own
area	NN	area
to	TO	to
find	VB	find
out	RP	out
where	WRB	where
you	PP	you
want	VBP	want
to	TO	to
go	VB	go
for	IN	for
a	DT	a
swim	NN	swim
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
empower	VB	empower
everybody	NN	everybody
with	IN	with
this	DT	this
information	NN	information
.	SENT	.
We	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
really	RB	really
successful	JJ	successful
.	SENT	.
An	DT	an
economic	JJ	economic
study	NN	study
shows	VBZ	show
when	WRB	when
a	DT	a
city	NN	city
or	CC	or
state	NN	state
responds	VBZ	respond
to	TO	to
our	PP$	our
data	NNS	datum
,	,	,
there	EX	there
can	MD	can
be	VB	be
benefits	NNS	benefit
from	IN	from
$55	NN	<unknown>
,	,	,
000	CD	@card@
to	TO	to
over	RB	over
$1	JJ	<unknown>
,	,	,
000	CD	@card@
,	,	,
000	CD	@card@
per	IN	per
event	NN	event
because	IN	because
you	PP	you
have	VBP	have
better	RBR	well
public	JJ	public
health	NN	health
outcomes	NNS	outcome
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
always	RB	always
really	RB	really
neat	JJ	neat
to	TO	to
see	VB	see
that	DT	that
information	NN	information
and	CC	and
action	NN	action
can	MD	can
have	VB	have
positive	JJ	positive
outcomes	NNS	outcome
.	SENT	.
But	CC	but
we	PP	we
don	NN	don
'	POS	'
t	NN	t
just	RB	just
use	VB	use
our	PP$	our
satellites	NNS	satellite
to	TO	to
track	VB	track
problems	NNS	problem
.	SENT	.
We	PP	we
also	RB	also
use	VBP	use
that	IN	that
unique	JJ	unique
vantage	NN	vantage
point	NN	point
in	IN	in
space	NN	space
to	TO	to
understand	VB	understand
the	DT	the
full	JJ	full
global	JJ	global
system	NN	system
.	SENT	.
And	CC	and
again	RB	again
,	,	,
we	PP	we
can	MD	can
'	''	'
t	NN	t
understand	VB	understand
the	DT	the
planet	NN	planet
without	IN	without
understanding	VBG	understand
the	DT	the
plankton	NN	plankton
,	,	,
because	IN	because
together	RB	together
they	PP	they
are	VBP	be
equivalent	JJ	equivalent
to	TO	to
trillions	NNS	trillion
and	CC	and
trillions	NNS	trillion
of	IN	of
trees	NNS	tree
.	SENT	.
If	IN	if
the	DT	the
ocean	NN	ocean
changes	NNS	change
by	IN	by
just	RB	just
1	CD	@card@
%	NN	%
,	,	,
it	PP	it
'	POS	'
s	NN	S
like	IN	like
tens	NNS	ten
of	IN	of
billions	NNS	billion
of	IN	of
trees	NNS	tree
appearing	VBG	appear
or	CC	or
disappearing	VBG	disappear
,	,	,
depending	VBG	depend
in	IN	in
the	DT	the
direction	NN	direction
of	IN	of
that	DT	that
change	NN	change
.	SENT	.
So	RB	so
they	PP	they
have	VBP	have
a	DT	a
big	JJ	big
impact	NN	impact
.	SENT	.
What	WP	what
we	PP	we
can	MD	can
do	VB	do
is	VBZ	be
to	TO	to
track	VB	track
plankton	NN	plankton
,	,	,
we	PP	we
can	MD	can
look	VB	look
for	IN	for
chlorophyll	NN	chlorophyll
,	,	,
this	DT	this
important	JJ	important
pigment	NN	pigment
for	IN	for
photosynthesis	NN	photosynthesis
.	SENT	.
Then	RB	then
we	PP	we
can	MD	can
watch	VB	watch
how	WRB	how
the	DT	the
plankton	NN	plankton
change	NN	change
,	,	,
year	NN	year
to	TO	to
year	NN	year
and	CC	and
season	NN	season
to	TO	to
season	NN	season
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
do	VB	do
this	DT	this
,	,	,
because	IN	because
they	PP	they
'	''	'
re	IN	re
photosynthesizing	VBG	photosynthesize
.	SENT	.
They	PP	they
'	''	'
re	IN	re
producing	VBG	produce
half	PDT	half
the	DT	the
oxygen	NN	oxygen
on	IN	on
our	PP$	our
planet	NN	planet
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
also	RB	also
sucking	VBG	suck
in	IN	in
huge	JJ	huge
amounts	NNS	amount
of	IN	of
carbon	NN	carbon
dioxide	NN	dioxide
,	,	,
CO2	NP	<unknown>
from	IN	from
the	DT	the
atmosphere	NN	atmosphere
.	SENT	.
They	PP	they
use	VBP	use
that	DT	that
carbon	NN	carbon
to	TO	to
make	VB	make
their	PP$	their
little	JJ	little
plankton	NN	plankton
bodies	NNS	body
.	SENT	.
And	CC	and
then	RB	then
a	DT	a
little	JJ	little
animal	NN	animal
comes	VBZ	come
along	RB	along
and	CC	and
eats	VBZ	eat
that	IN	that
,	,	,
and	CC	and
then	RB	then
a	DT	a
fish	NN	fish
and	CC	and
then	RB	then
a	DT	a
shark	NN	shark
.	SENT	.
All	PDT	all
that	DT	that
ocean	NN	ocean
biodiversity	NN	biodiversity
that	IN	that
we	PP	we
love	VBP	love
is	VBZ	be
building	VBG	build
off	RP	off
the	DT	the
plankton	NN	plankton
production	NN	production
,	,	,
including	VBG	include
all	PDT	all
your	PP$	your
favorite	JJ	favorite
seafood	NN	seafood
.	SENT	.
So	IN	so
we	PP	we
'	''	'
re	IN	re
all	PDT	all
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
plankton	NN	plankton
inside	NN	inside
.	SENT	.
But	RB	but
.	SENT	.
.	SENT	.
.	SENT	.
We	PP	we
also	RB	also
know	VBP	know
that	IN	that
things	NNS	thing
don	NN	don
'	POS	'
t	NN	t
just	RB	just
grow	VB	grow
in	IN	in
the	DT	the
ocean	NN	ocean
,	,	,
they	PP	they
also	RB	also
die	VBP	die
.	SENT	.
And	CC	and
when	WRB	when
things	NNS	thing
die	VBP	die
,	,	,
they	PP	they
sink	VBP	sink
out	RP	out
.	SENT	.
When	WRB	when
they	PP	they
sink	VBP	sink
they	PP	they
take	VB	take
that	DT	that
carbon	NN	carbon
with	IN	with
them	PP	them
,	,	,
and	CC	and
if	IN	if
they	PP	they
sink	VBP	sink
deep	RB	deep
enough	RB	enough
they	PP	they
can	MD	can
store	VB	store
that	IN	that
for	IN	for
thousands	NNS	thousand
of	IN	of
years	NNS	year
deep	JJ	deep
in	IN	in
the	DT	the
ocean	NN	ocean
,	,	,
far	RB	far
from	IN	from
the	DT	the
atmosphere	NN	atmosphere
.	SENT	.
This	DT	this
is	VBZ	be
something	NN	something
people	NNS	people
are	VBP	be
interested	JJ	interested
in	IN	in
right	RB	right
now	RB	now
because	IN	because
the	DT	the
carbon	NN	carbon
cycle	NN	cycle
influences	VBZ	influence
our	PP$	our
climate	NN	climate
.	SENT	.
We	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
noticing	VBG	notice
some	DT	some
big	JJ	big
changes	NNS	change
.	SENT	.
This	DT	this
is	VBZ	be
something	NN	something
people	NNS	people
focus	VBP	focus
on	IN	on
:	:	:
how	WRB	how
much	RB	much
CO2	NP	<unknown>
is	VBZ	be
going	VBG	go
into	IN	into
the	DT	the
plankton	NN	plankton
and	CC	and
then	RB	then
sinking	VBG	sink
out	RP	out
.	SENT	.
So	RB	so
you	PP	you
might	MD	might
be	VB	be
thinking	VBG	think
right	RB	right
now	RB	now
,	,	,
I	PP	I
hope	VBP	hope
you	PP	you
are	VBP	be
:	:	:
"	``	"
These	DT	these
plankton	NN	plankton
are	VBP	be
incredibly	RB	incredibly
impressive	JJ	impressive
"	''	"
.	SENT	.
Changing	VBG	change
the	DT	the
world	NN	world
,	,	,
giving	VBG	give
us	PP	us
our	PP$	our
ocean	NN	ocean
biodiversity	NN	biodiversity
.	SENT	.
And	CC	and
you	PP	you
might	MD	might
even	RB	even
be	VB	be
thinking	VBG	think
:	:	:
"	``	"
I	PP	I
wish	VBP	wish
I	PP	I
was	VBD	be
impactful	JJ	<unknown>
as	IN	as
a	DT	a
plankton	NN	plankton
"	''	"
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
all	PDT	all
the	DT	the
time	NN	time
!	SENT	!
If	IN	if
only	RB	only
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
have	VBP	have
great	JJ	great
news	NN	news
for	IN	for
you	PP	you
!	SENT	!
All	DT	all
of	IN	of
us	PP	us
,	,	,
we	PP	we
too	RB	too
,	,	,
are	VBP	be
global	JJ	global
changing	VBG	change
organisms	NNS	organism
.	SENT	.
So	RB	so
,	,	,
let	VBP	let
'	POS	'
s	JJ	<unknown>
look	NN	look
at	IN	at
CO2	NP	<unknown>
.	SENT	.
For	IN	for
over	IN	over
800	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
,	,	,
CO2	NP	<unknown>
is	VBZ	be
stable	JJ	stable
at	IN	at
300	CD	@card@
parts	NNS	part
per	IN	per
million	CD	million
.	SENT	.
And	CC	and
then	RB	then
in	IN	in
the	DT	the
last	JJ	last
70	CD	@card@
years	NNS	year
,	,	,
since	IN	since
1950	CD	@card@
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
shot	VBD	shoot
up	RP	up
dramatically	RB	dramatically
to	TO	to
over	RB	over
415	CD	@card@
parts	NNS	part
per	IN	per
million	CD	million
.	SENT	.
And	CC	and
we	PP	we
know	VBP	know
that	IN	that
'	POS	'
s	NN	S
because	IN	because
of	IN	of
us	PP	us
.	SENT	.
Well	RB	well
done	VBN	do
global	JJ	global
changing	VBG	change
organisms	NNS	organism
!	SENT	!
We	PP	we
'	POS	'
ve	NNS	<unknown>
done	VBN	do
that	RB	that
.	SENT	.
And	CC	and
we	PP	we
know	VBP	know
there	EX	there
'	''	'
s	NN	S
consequences	NNS	consequence
to	TO	to
this	DT	this
CO2	NP	<unknown>
.	SENT	.
We	PP	we
can	MD	can
watch	VB	watch
this	DT	this
from	IN	from
space	NN	space
that	WDT	that
is	VBZ	be
trapping	VBG	trap
a	DT	a
lot	NN	lot
of	IN	of
heat	NN	heat
and	CC	and
it	PP	it
'	POS	'
s	NN	S
melting	VBG	melt
the	DT	the
sea	NN	sea
ice	NN	ice
and	CC	and
it	PP	it
'	POS	'
s	NN	S
shrinking	VBG	shrink
the	DT	the
ice	NN	ice
sheets	NNS	sheet
.	SENT	.
Maybe	RB	maybe
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
,	,	,
especially	RB	especially
Miami	NP	Miami
,	,	,
you	PP	you
never	RB	never
want	VBP	want
to	TO	to
live	VB	live
on	IN	on
an	DT	an
ice	NN	ice
sheet	NN	sheet
anyways	RB	anyways
.	SENT	.
No	DT	no
big	JJ	big
deal	NN	deal
with	IN	with
the	DT	the
loss	NN	loss
of	IN	of
the	DT	the
sea	NN	sea
ice	NN	ice
.	SENT	.
But	CC	but
there	EX	there
is	VBZ	be
huge	JJ	huge
consequences	NNS	consequence
because	IN	because
heat	NN	heat
is	VBZ	be
just	RB	just
energy	NN	energy
.	SENT	.
What	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
is	VBZ	be
we	PP	we
'	''	'
re	IN	re
trapping	VBG	trap
this	DT	this
energy	NN	energy
and	CC	and
it	PP	it
'	POS	'
s	NN	S
fueling	VBG	fuel
extreme	JJ	extreme
events	NNS	event
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
always	RB	always
had	VBD	have
droughts	NNS	drought
,	,	,
but	CC	but
now	RB	now
they	PP	they
'	''	'
re	IN	re
hotter	JJR	hot
and	CC	and
longer	JJR	long
.	SENT	.
Our	PP$	our
hurricanes	NNS	hurricane
are	VBP	be
more	RBR	more
intense	JJ	intense
.	SENT	.
The	DT	the
rainfall	NN	rainfall
is	VBZ	be
very	RB	very
dramatic	JJ	dramatic
.	SENT	.
We	PP	we
'	''	'
re	IN	re
having	VBG	have
heatwaves	NNS	heatwave
like	IN	like
we	PP	we
haven	NN	haven
'	POS	'
t	NN	t
seen	VBN	see
before	IN	before
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
that	WDT	that
is	VBZ	be
because	IN	because
of	IN	of
our	PP$	our
heat	NN	heat
trapping	VBG	trap
gases	NNS	gas
.	SENT	.
And	CC	and
the	DT	the
thing	NN	thing
is	VBZ	be
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
right	RB	right
now	RB	now
at	IN	at
a	DT	a
new	JJ	new
norm	NN	norm
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
just	RB	just
moving	VBG	move
through	RP	through
.	SENT	.
As	RB	as
long	RB	long
as	IN	as
we	PP	we
continue	VBP	continue
to	TO	to
act	VB	act
and	CC	and
carry	VB	carry
out	RP	out
what	WP	what
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
doing	VBG	do
,	,	,
those	DT	those
extreme	JJ	extreme
events	NNS	event
will	MD	will
only	RB	only
be	VB	be
getting	VBG	get
more	RBR	more
extreme	JJ	extreme
.	SENT	.
So	IN	so
the	DT	the
planet	NN	planet
is	VBZ	be
our	PP$	our
system	NN	system
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
atmosphere	NN	atmosphere
,	,	,
the	DT	the
land	NN	land
,	,	,
the	DT	the
ocean	NN	ocean
,	,	,
the	DT	the
plankton	NN	plankton
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
us	PP	us
.	SENT	.
We	PP	we
gather	VBP	gather
all	PDT	all
these	DT	these
data	NNS	datum
to	TO	to
try	VB	try
to	TO	to
understand	VB	understand
