Hello	UH	hello
engineered	VBN	engineer
seeds	NNS	seed
and	CC	and
organisms	NNS	organism
.	SENT	.
That	DT	that
is	VBZ	be
when	WRB	when
a	DT	a
seed	NN	seed
is	VBZ	be
manipulated	VBN	manipulate
in	IN	in
a	DT	a
laboratory	NN	laboratory
to	TO	to
do	VB	do
something	NN	something
not	RB	not
intended	VBN	intend
by	IN	by
nature	NN	nature
—	:	-
like	IN	like
taking	VBG	take
the	DT	the
DNA	NN	DNA
of	IN	of
a	DT	a
fish	NN	fish
and	CC	and
putting	VBG	put
it	PP	it
into	IN	into
the	DT	the
DNA	NN	DNA
of	IN	of
a	DT	a
tomato	NN	tomato
.	SENT	.
Yuck	NP	<unknown>
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
get	VB	get
me	PP	me
wrong	JJ	wrong
,	,	,
I	PP	I
like	VBP	like
fish	NN	fish
and	CC	and
tomatoes	NNS	tomato
,	,	,
but	CC	but
this	DT	this
is	VBZ	be
just	RB	just
creepy	JJ	creepy
.	SENT	.
The	DT	the
seeds	NNS	seed
are	VBP	be
then	RB	then
planted	VBN	plant
,	,	,
then	RB	then
grown	VBN	grow
.	SENT	.
The	DT	the
food	NN	food
they	PP	they
produce	VBP	produce
have	VB	have
been	VBN	be
proven	VBN	prove
to	TO	to
cause	VB	cause
cancer	NN	cancer
and	CC	and
other	JJ	other
problems	NNS	problem
in	IN	in
lab	NN	lab
animals	NNS	animal
,	,	,
and	CC	and
people	NNS	people
have	VBP	have
been	VBN	be
eating	VBG	eat
food	NN	food
produced	VBD	produce
this	DT	this
way	NN	way
since	IN	since
the	DT	the
1990s	NNS	1990s
.	SENT	.
And	CC	and
most	JJS	most
folks	NNS	folk
don	NN	don
'	POS	'
t	NN	t
even	RB	even
know	VBP	know
they	PP	they
exist	VBP	exist
.	SENT	.
Did	VBD	do
you	PP	you
know	VBP	know
rats	NNS	rat
that	WDT	that
ate	VBD	eat
genetically	RB	genetically
engineered	JJ	engineered
corn	NN	corn
had	VBD	have
developed	VBN	develop
signs	NNS	sign
of	IN	of
liver	NN	liver
and	CC	and
kidney	NN	kidney
toxicity	NN	toxicity
?	SENT	?
These	DT	these
include	VBP	include
kidney	NN	kidney
inflammation	NN	inflammation
and	CC	and
lesions	NNS	lesion
and	CC	and
increased	VBN	increase
kidney	NN	kidney
weight	NN	weight
.	SENT	.
Yet	RB	yet
almost	RB	almost
all	PDT	all
the	DT	the
corn	NN	corn
we	PP	we
eat	VBP	eat
has	VBZ	have
been	VBN	be
altered	VBN	alter
genetically	RB	genetically
in	IN	in
some	DT	some
way	NN	way
.	SENT	.
And	CC	and
let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
,	,	,
corn	NN	corn
is	VBZ	be
in	IN	in
everything	NN	everything
.	SENT	.
And	CC	and
don	NN	don
'	POS	'
t	NN	t
even	RB	even
get	VBP	get
me	PP	me
started	VBD	start
on	IN	on
the	DT	the
Confined	VBN	confine
Animal	NN	animal
Feeding	NP	Feeding
Operations	NP	Operations
called	VBD	call
CAFOS	NP	<unknown>
.	SENT	.
Conventional	JJ	conventional
farmers	NNS	farmer
use	VBP	use
chemical	JJ	chemical
fertilizers	NNS	fertilizer
made	VBN	make
from	IN	from
fossil	JJ	fossil
fuels	NNS	fuel
that	IN	that
they	PP	they
mix	VBP	mix
with	IN	with
the	DT	the
dirt	NN	dirt
to	TO	to
make	VB	make
plants	NNS	plant
grow	VB	grow
.	SENT	.
They	PP	they
do	VBP	do
this	DT	this
because	IN	because
they	PP	they
'	POS	'
ve	NN	ve
stripped	VBD	strip
the	DT	the
soil	NN	soil
from	IN	from
all	DT	all
nutrients	NNS	nutrient
from	IN	from
growing	VBG	grow
the	DT	the
same	JJ	same
crop	NN	crop
over	IN	over
and	CC	and
over	IN	over
again	RB	again
.	SENT	.
Next	JJ	next
,	,	,
more	RBR	more
harmful	JJ	harmful
chemicals	NNS	chemical
are	VBP	be
sprayed	VBN	spray
on	IN	on
fruits	NNS	fruit
and	CC	and
vegetables	NNS	vegetable
,	,	,
like	IN	like
pesticides	NNS	pesticide
and	CC	and
herbicides	NNS	herbicide
,	,	,
to	TO	to
kill	VB	kill
weeds	NNS	weed
and	CC	and
bugs	NNS	bug
.	SENT	.
When	WRB	when
it	PP	it
rains	VBZ	rain
,	,	,
these	DT	these
chemicals	NNS	chemical
seep	VBP	seep
into	IN	into
the	DT	the
ground	NN	ground
,	,	,
or	CC	or
run	VB	run
off	RP	off
into	IN	into
our	PP$	our
waterways	NNS	waterway
,	,	,
poisoning	VBG	poison
our	PP$	our
water	NN	water
too	RB	too
.	SENT	.
Then	RB	then
they	PP	they
irradiate	VBP	irradiate
our	PP$	our
food	NN	food
,	,	,
trying	VBG	try
to	TO	to
make	VB	make
it	PP	it
last	RB	last
longer	RBR	longer
,	,	,
so	RB	so
it	PP	it
can	MD	can
travel	VB	travel
thousands	NNS	thousand
of	IN	of
miles	NNS	mile
from	IN	from
where	WRB	where
it	PP	it
'	POS	'
s	NNS	<unknown>
grown	VBN	grow
to	TO	to
the	DT	the
supermarkets	NNS	supermarket
.	SENT	.
So	RB	so
I	PP	I
ask	VBP	ask
myself	PP	myself
,	,	,
how	WRB	how
can	MD	can
I	PP	I
change	VB	change
?	SENT	?
How	WRB	how
can	MD	can
I	PP	I
change	VB	change
these	DT	these
things	NNS	thing
?	SENT	?
This	DT	this
is	VBZ	be
what	WP	what
I	PP	I
found	VBD	find
out	RP	out
.	SENT	.
I	PP	I
discovered	VBD	discover
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
movement	NN	movement
for	IN	for
a	DT	a
better	JJR	good
way	NN	way
.	SENT	.
Now	RB	now
a	DT	a
while	NN	while
back	RB	back
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
be	VB	be
an	DT	an
NFL	NP	NFL
football	NN	football
player	NN	player
.	SENT	.
I	PP	I
decided	VBD	decide
that	IN	that
I	NP	I
'	POS	'
d	NN	d
rather	RB	rather
be	VB	be
an	DT	an
organic	JJ	organic
farmer	NN	farmer
instead	RB	instead
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
And	CC	and
that	DT	that
way	NN	way
I	PP	I
can	MD	can
have	VB	have
a	DT	a
greater	JJR	great
impact	NN	impact
on	IN	on
the	DT	the
world	NN	world
.	SENT	.
This	DT	this
man	NN	man
,	,	,
Joel	NP	Joel
Salatin	NP	Salatin
,	,	,
they	PP	they
call	VBP	call
him	PP	him
a	DT	a
lunatic	JJ	lunatic
farmer	NN	farmer
because	IN	because
he	PP	he
grows	VBZ	grow
against	IN	against
the	DT	the
system	NN	system
.	SENT	.
Since	IN	since
I	PP	I
'	POS	'
m	NN	m
home-schooled	VBD	home-school
,	,	,
I	PP	I
went	VBD	go
to	TO	to
go	VB	go
hear	VB	hear
him	PP	him
speak	VB	speak
one	CD	one
day	NN	day
.	SENT	.
This	DT	this
man	NN	man
,	,	,
this	DT	this
"	``	"
lunatic	JJ	lunatic
farmer	NN	farmer
,	,	,
"	''	"
doesn	NP	<unknown>
'	POS	'
t	NN	t
use	NN	use
any	DT	any
pesticides	NNS	pesticide
,	,	,
herbicides	NNS	herbicide
,	,	,
or	CC	or
genetically	RB	genetically
modified	VBN	modify
seeds	NNS	seed
.	SENT	.
And	CC	and
so	RB	so
for	IN	for
that	DT	that
,	,	,
he	PP	he
'	POS	'
s	NN	S
called	VBD	call
crazy	JJ	crazy
by	IN	by
the	DT	the
system	NN	system
.	SENT	.
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
that	IN	that
we	PP	we
can	MD	can
all	RB	all
make	VB	make
a	DT	a
difference	NN	difference
by	IN	by
making	VBG	make
different	JJ	different
choices	NNS	choice
,	,	,
by	IN	by
buying	VBG	buy
our	PP$	our
food	NN	food
directly	RB	directly
from	IN	from
local	JJ	local
farmers	NNS	farmer
,	,	,
or	CC	or
our	PP$	our
neighbors	NNS	neighbor
who	WP	who
we	PP	we
know	VBP	know
in	IN	in
real	JJ	real
life	NN	life
.	SENT	.
Some	DT	some
people	NNS	people
say	VBP	say
organic	JJ	organic
or	CC	or
local	JJ	local
food	NN	food
is	VBZ	be
more	RBR	more
expensive	JJ	expensive
,	,	,
but	CC	but
is	VBZ	be
it	PP	it
really	RB	really
?	SENT	?
With	IN	with
all	PDT	all
these	DT	these
things	NNS	thing
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
learning	VBG	learn
about	IN	about
the	DT	the
food	NN	food
system	NN	system
,	,	,
it	PP	it
seems	VBZ	seem
to	TO	to
me	PP	me
that	IN	that
we	PP	we
can	MD	can
either	RB	either
pay	VB	pay
the	DT	the
farmer	NN	farmer
,	,	,
or	CC	or
we	PP	we
can	MD	can
pay	VB	pay
the	DT	the
hospital	NN	hospital
.	SENT	.
Now	RB	now
I	PP	I
know	VB	know
definitely	RB	definitely
which	WDT	which
one	CD	one
I	PP	I
would	MD	would
choose	VB	choose
.	SENT	.
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
that	IN	that
there	EX	there
are	VBP	be
farms	NNS	farm
out	IN	out
there	RB	there
—	:	-
like	IN	like
Bill	NP	Bill
Keener	NP	Keener
in	IN	in
Sequatchie	NP	Sequatchie
Cove	NP	Cove
Farm	NP	Farm
in	IN	in
Tennessee	NP	Tennessee
—	:	-
whose	WP$	whose
cows	NNS	cow
do	VBP	do
eat	VB	eat
grass	NN	grass
and	CC	and
whose	WP$	whose
pigs	NNS	pig
do	VBP	do
roll	NN	roll
in	IN	in
the	DT	the
mud	NN	mud
,	,	,
just	RB	just
like	IN	like
I	PP	I
thought	VBD	think
.	SENT	.
Sometimes	RB	sometimes
I	PP	I
go	VBP	go
to	TO	to
Bill	NP	Bill
'	POS	'
s	NN	S
farm	NN	farm
and	CC	and
volunteer	NN	volunteer
,	,	,
so	RB	so
I	PP	I
can	MD	can
see	VB	see
up	RP	up
close	JJ	close
and	CC	and
personal	JJ	personal
where	WRB	where
the	DT	the
meat	NN	meat
I	PP	I
eat	VBP	eat
comes	VBZ	come
from	IN	from
.	SENT	.
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
that	IN	that
I	PP	I
believe	VBP	believe
kids	NNS	kid
will	MD	will
eat	VB	eat
fresh	JJ	fresh
vegetables	NNS	vegetable
and	CC	and
good	JJ	good
food	NN	food
if	IN	if
they	PP	they
know	VBP	know
more	JJR	more
about	IN	about
it	PP	it
and	CC	and
where	WRB	where
it	PP	it
really	RB	really
comes	VBZ	come
from	IN	from
.	SENT	.
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
that	IN	that
there	EX	there
are	VBP	be
farmers	NNS	farmer
'	POS	'
markets	NNS	market
in	IN	in
every	DT	every
community	NN	community
popping	VBG	pop
up	RP	up
.	SENT	.
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
that	IN	that
me	PP	me
,	,	,
my	PP$	my
brother	NN	brother
and	CC	and
sister	NN	sister
actually	RB	actually
like	IN	like
eating	VBG	eat
baked	VBN	bake
kale	NN	kale
chips	NNS	chip
.	SENT	.
I	PP	I
try	VBP	try
to	TO	to
share	VB	share
this	DT	this
everywhere	RB	everywhere
I	PP	I
go	VBP	go
.	SENT	.
Not	RB	not
too	RB	too
long	RB	long
ago	RB	ago
,	,	,
my	PP$	my
uncle	NN	uncle
said	VBD	say
that	IN	that
he	PP	he
offered	VBD	offer
my	PP$	my
six-year-old	JJ	six-year-old
cousin	NN	cousin
cereal	NN	cereal
.	SENT	.
He	PP	he
asked	VBD	ask
him	PP	him
if	IN	if
he	PP	he
wanted	VBD	want
organic	JJ	organic
Toasted	VBD	toast
O	NP	O
'	POS	'
s	NN	S
or	CC	or
the	DT	the
sugarcoated	VBN	sugarcoat
flakes	NNS	flake
—	:	-
you	PP	you
know	VBP	know
,	,	,
the	DT	the
one	CD	one
with	IN	with
the	DT	the
big	JJ	big
striped	JJ	striped
cartoon	NN	cartoon
character	NN	character
on	IN	on
the	DT	the
front	NN	front
.	SENT	.
My	PP$	my
little	JJ	little
cousin	NN	cousin
told	VBD	tell
his	PP$	his
dad	NN	dad
that	IN	that
he	PP	he
would	MD	would
rather	RB	rather
have	VB	have
the	DT	the
organic	JJ	organic
Toasted	VBD	toast
O	NP	O
'	POS	'
s	JJ	<unknown>
cereal	NN	cereal
because	IN	because
Birke	NP	<unknown>
said	VBD	say
he	PP	he
shouldn	NP	<unknown>
'	POS	'
t	NN	t
eat	VBP	eat
sparkly	JJ	<unknown>
cereal	NN	cereal
.	SENT	.
And	CC	and
that	DT	that
,	,	,
my	PP$	my
friends	NNS	friend
,	,	,
is	VBZ	be
how	WRB	how
we	PP	we
can	MD	can
make	VB	make
a	DT	a
difference	NN	difference
one	CD	one
kid	NN	kid
at	IN	at
a	DT	a
time	NN	time
.	SENT	.
So	IN	so
next	JJ	next
time	NN	time
you	PP	you
'	POS	'
re	NN	re
at	IN	at
the	DT	the
grocery	NN	grocery
store	NN	store
,	,	,
think	VBP	think
local	JJ	local
,	,	,
choose	VB	choose
organic	JJ	organic
,	,	,
know	VB	know
your	PP$	your
farmer	NN	farmer
and	CC	and
know	VB	know
your	PP$	your
food	NN	food
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
