So	RB	so
"	``	"
Really	RB	really
?	SENT	?
Because	IN	because
isn	NP	isn
'	POS	'
t	NN	t
that	IN	that
easy	JJ	easy
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
we	PP	we
have	VBP	have
life	NN	life
.	SENT	.
Can	NN	can
'	POS	'
t	NN	t
you	PP	you
apply	VBP	apply
a	DT	a
definition	NN	definition
,	,	,
for	IN	for
example	NN	example
,	,	,
a	DT	a
Supreme	NP	Supreme
Court-like	JJ	<unknown>
definition	NN	definition
of	IN	of
life	NN	life
?	SENT	?
"	''	"
And	CC	and
then	RB	then
I	PP	I
thought	VBD	think
about	IN	about
it	PP	it
a	DT	a
little	JJ	little
bit	NN	bit
,	,	,
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
is	VBZ	be
it	PP	it
really	RB	really
that	IN	that
easy	JJ	easy
?	SENT	?
Because	IN	because
,	,	,
yes	UH	yes
,	,	,
if	IN	if
you	PP	you
see	VBP	see
something	NN	something
like	IN	like
this	DT	this
,	,	,
then	RB	then
all	DT	all
right	NN	right
,	,	,
fine	NN	fine
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
call	VB	call
it	PP	it
life	NN	life
—	:	-
no	DT	no
doubt	NN	doubt
about	IN	about
it	PP	it
.	SENT	.
But	CC	but
here	RB	here
'	POS	'
s	NN	S
something	NN	something
.	SENT	.
"	``	"
And	CC	and
he	PP	he
goes	VBZ	go
,	,	,
"	``	"
Right	RB	right
,	,	,
that	IN	that
'	POS	'
s	NN	S
life	NN	life
too	RB	too
.	SENT	.
I	PP	I
know	VBP	know
that	RB	that
.	SENT	.
"	''	"
Except	IN	except
,	,	,
if	IN	if
you	PP	you
think	VBP	think
that	IN	that
life	NN	life
is	VBZ	be
also	RB	also
defined	VBN	define
by	IN	by
things	NNS	thing
that	WDT	that
die	VBP	die
,	,	,
you	PP	you
'	POS	'
re	NN	re
not	RB	not
in	IN	in
luck	NN	luck
with	IN	with
this	DT	this
thing	NN	thing
,	,	,
because	IN	because
that	WDT	that
'	POS	'
s	NN	S
actually	RB	actually
a	DT	a
very	RB	very
strange	JJ	strange
organism	NN	organism
.	SENT	.
It	PP	it
grows	VBZ	grow
up	RP	up
into	IN	into
the	DT	the
adult	JJ	adult
stage	NN	stage
like	IN	like
that	WDT	that
and	CC	and
then	RB	then
goes	VBZ	go
through	IN	through
a	DT	a
Benjamin	NP	Benjamin
Button	NP	Button
phase	NN	phase
,	,	,
and	CC	and
actually	RB	actually
goes	VBZ	go
backwards	RB	backwards
and	CC	and
backwards	RB	backwards
until	IN	until
it	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
little	JJ	little
embryo	NN	embryo
again	RB	again
,	,	,
and	CC	and
then	RB	then
actually	RB	actually
grows	VBZ	grow
back	RB	back
up	RB	up
,	,	,
and	CC	and
back	RB	back
down	RB	down
and	CC	and
back	RB	back
up	RB	up
—	:	-
sort	NN	sort
of	IN	of
yo-yo	NN	yo-yo
—	:	-
and	CC	and
it	PP	it
never	RB	never
dies	VBZ	die
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
life	NN	life
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
not	RB	not
as	IN	as
we	PP	we
thought	VBD	think
life	NN	life
would	MD	would
be	VB	be
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
see	VBP	see
something	NN	something
like	IN	like
that	DT	that
.	SENT	.
And	CC	and
he	PP	he
was	VBD	be
like	JJ	like
,	,	,
"	''	"
My	NP	My
God	NP	God
,	,	,
what	WP	what
kind	NN	kind
of	IN	of
a	DT	a
life	NN	life
form	NN	form
is	VBZ	be
that	RB	that
?	SENT	?
"	``	"
Anyone	NN	anyone
know	VB	know
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
actually	RB	actually
not	RB	not
life	NN	life
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
crystal	NN	crystal
.	SENT	.
So	RB	so
once	RB	once
you	PP	you
start	VBP	start
looking	VBG	look
and	CC	and
looking	VBG	look
at	IN	at
smaller	JJR	small
and	CC	and
smaller	JJR	small
things	NNS	thing
—	:	-
so	RB	so
this	DT	this
particular	JJ	particular
person	NN	person
wrote	VBD	write
a	DT	a
whole	JJ	whole
article	NN	article
and	CC	and
said	VBD	say
,	,	,
"	``	"
Hey	NP	Hey
,	,	,
these	DT	these
are	VBP	be
bacteria	NNS	bacterium
.	SENT	.
"	''	"
Except	IN	except
,	,	,
if	IN	if
you	PP	you
look	VBP	look
a	DT	a
little	JJ	little
bit	NN	bit
closer	RBR	closer
,	,	,
you	PP	you
see	VBP	see
,	,	,
in	IN	in
fact	NN	fact
,	,	,
that	IN	that
this	DT	this
thing	NN	thing
is	VBZ	be
way	RB	way
too	RB	too
small	JJ	small
to	TO	to
be	VB	be
anything	NN	anything
like	IN	like
that	DT	that
.	SENT	.
So	RB	so
he	PP	he
was	VBD	be
convinced	VBN	convince
,	,	,
but	CC	but
,	,	,
in	IN	in
fact	NN	fact
,	,	,
most	JJS	most
people	NNS	people
aren	NNS	<unknown>
'	POS	'
t	NN	t
.	SENT	.
And	CC	and
then	RB	then
,	,	,
of	IN	of
course	NN	course
,	,	,
NASA	NP	NASA
also	RB	also
had	VBD	have
a	DT	a
big	JJ	big
announcement	NN	announcement
,	,	,
and	CC	and
President	NP	President
Clinton	NP	Clinton
gave	VBD	give
a	DT	a
press	NN	press
conference	NN	conference
,	,	,
about	IN	about
this	DT	this
amazing	JJ	amazing
discovery	NN	discovery
of	IN	of
life	NN	life
in	IN	in
a	DT	a
Martian	JJ	Martian
meteorite	NN	meteorite
.	SENT	.
Except	IN	except
that	DT	that
nowadays	RB	nowadays
,	,	,
it	PP	it
'	POS	'
s	NN	S
heavily	RB	heavily
disputed	VBN	dispute
.	SENT	.
If	IN	if
you	PP	you
take	VBP	take
the	DT	the
lesson	NN	lesson
of	IN	of
all	PDT	all
these	DT	these
pictures	NNS	picture
,	,	,
then	RB	then
you	PP	you
realize	VBP	realize
,	,	,
well	RB	well
,	,	,
actually	RB	actually
,	,	,
maybe	RB	maybe
it	PP	it
'	POS	'
s	NN	S
not	RB	not
that	RB	that
easy	JJ	easy
.	SENT	.
Maybe	RB	maybe
I	PP	I
do	VBP	do
need	VB	need
a	DT	a
definition	NN	definition
of	IN	of
life	NN	life
in	IN	in
order	NN	order
to	TO	to
make	VB	make
that	DT	that
kind	NN	kind
of	IN	of
distinction	NN	distinction
.	SENT	.
So	RB	so
can	MD	can
life	NN	life
be	VB	be
defined	VBN	define
?	SENT	?
Well	RB	well
how	WRB	how
would	MD	would
you	PP	you
go	VB	go
about	IN	about
it	PP	it
?	SENT	?
Well	RB	well
of	IN	of
course	NN	course
,	,	,
you	PP	you
'	POS	'
d	NN	d
go	VB	go
to	TO	to
Encyclopedia	NN	encyclopedia
Britannica	NP	Britannica
and	CC	and
open	JJ	open
at	IN	at
L	NP	L
.	SENT	.
No	RB	no
,	,	,
of	IN	of
course	NN	course
you	PP	you
don	VBP	don
'	''	'
t	NN	t
do	VBP	do
that	DT	that
;	:	;
you	PP	you
put	VBP	put
it	PP	it
somewhere	RB	somewhere
in	IN	in
Google	NP	<unknown>
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
might	MD	might
get	VB	get
something	NN	something
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
might	MD	might
get	VB	get
—	:	-
and	CC	and
anything	NN	anything
that	WDT	that
actually	RB	actually
refers	VBZ	refer
to	TO	to
things	NNS	thing
that	IN	that
we	PP	we
are	VBP	be
used	VBN	use
to	TO	to
,	,	,
you	PP	you
throw	VBP	throw
away	RB	away
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
might	MD	might
come	VB	come
up	RP	up
with	IN	with
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
And	CC	and
it	PP	it
says	VBZ	say
something	NN	something
complicated	VBN	complicate
with	IN	with
lots	NNS	lot
and	CC	and
lots	NNS	lot
of	IN	of
concepts	NNS	concept
.	SENT	.
Who	WP	who
on	IN	on
Earth	NP	Earth
would	MD	would
write	VB	write
something	NN	something
as	IN	as
convoluted	JJ	convoluted
and	CC	and
complex	JJ	complex
and	CC	and
inane	JJ	inane
?	SENT	?
Oh	UH	oh
,	,	,
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
a	DT	a
really	RB	really
,	,	,
really	RB	really
,	,	,
important	JJ	important
set	NN	set
of	IN	of
concepts	NNS	concept
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
highlighting	VBG	highlight
just	RB	just
a	DT	a
few	JJ	few
words	NNS	word
and	CC	and
saying	VBG	say
definitions	NNS	definition
like	IN	like
that	WDT	that
rely	VBP	rely
on	IN	on
things	NNS	thing
that	WDT	that
are	VBP	be
not	RB	not
based	VBN	base
on	IN	on
amino	NN	amino
acids	NNS	acid
or	CC	or
leaves	NNS	leaf
or	CC	or
anything	NN	anything
that	IN	that
we	PP	we
are	VBP	be
used	VBN	use
to	TO	to
,	,	,
but	CC	but
in	IN	in
fact	NN	fact
on	IN	on
processes	NNS	process
only	RB	only
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
take	VBP	take
a	DT	a
look	NN	look
at	IN	at
that	DT	that
,	,	,
this	DT	this
was	VBD	be
actually	RB	actually
in	IN	in
a	DT	a
book	NN	book
that	IN	that
I	PP	I
wrote	VBD	write
that	IN	that
deals	NNS	deal
with	IN	with
artificial	JJ	artificial
life	NN	life
.	SENT	.
And	CC	and
that	DT	that
explains	VBZ	explain
why	WRB	why
that	DT	that
NASA	NP	NASA
manager	NN	manager
was	VBD	be
actually	RB	actually
in	IN	in
my	PP$	my
office	NN	office
to	TO	to
begin	VB	begin
with	IN	with
.	SENT	.
Because	IN	because
the	DT	the
idea	NN	idea
was	VBD	be
that	IN	that
,	,	,
with	IN	with
concepts	NNS	concept
like	VBP	like
that	IN	that
,	,	,
maybe	RB	maybe
we	PP	we
can	MD	can
actually	RB	actually
manufacture	VB	manufacture
a	DT	a
form	NN	form
of	IN	of
life	NN	life
.	SENT	.
And	CC	and
so	RB	so
if	IN	if
you	PP	you
go	VBP	go
and	CC	and
ask	VBP	ask
yourself	PP	yourself
,	,	,
"	``	"
What	WP	what
on	IN	on
Earth	NP	Earth
is	VBZ	be
artificial	JJ	artificial
life	NN	life
?	SENT	?
"	''	"
,	,	,
let	VB	let
me	PP	me
give	VB	give
you	PP	you
a	DT	a
whirlwind	JJ	whirlwind
tour	NN	tour
of	IN	of
how	WRB	how
all	PDT	all
this	DT	this
stuff	NN	stuff
came	VBD	come
about	RB	about
.	SENT	.
And	CC	and
it	PP	it
started	VBD	start
out	RB	out
quite	PDT	quite
a	DT	a
while	NN	while
ago	RB	ago
,	,	,
when	WRB	when
someone	NN	someone
wrote	VBD	write
one	CD	one
of	IN	of
the	DT	the
first	JJ	first
successful	JJ	successful
computer	NN	computer
viruses	NNS	virus
.	SENT	.
And	CC	and
for	IN	for
those	DT	those
of	IN	of
you	PP	you
who	WP	who
aren	NNS	<unknown>
'	POS	'
t	NN	t
old	JJ	old
enough	NN	enough
,	,	,
you	PP	you
have	VBP	have
no	DT	no
idea	NN	idea
how	WRB	how
this	DT	this
infection	NN	infection
was	VBD	be
working	VBG	work
—	:	-
namely	RB	namely
,	,	,
through	IN	through
these	DT	these
floppy	JJ	floppy
disks	NNS	disk
.	SENT	.
But	CC	but
the	DT	the
interesting	JJ	interesting
thing	NN	thing
about	IN	about
these	DT	these
computer	NN	computer
virus	NN	virus
infections	NNS	infection
was	VBD	be
that	IN	that
,	,	,
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
rate	NN	rate
at	IN	at
which	WDT	which
the	DT	the
infection	NN	infection
worked	VBD	work
,	,	,
they	PP	they
show	VBP	show
this	DT	this
spiky	JJ	spiky
behavior	NN	behavior
that	IN	that
you	PP	you
'	POS	'
re	NN	re
used	VBD	use
to	TO	to
from	IN	from
a	DT	a
flu	NN	flu
virus	NN	virus
.	SENT	.
And	CC	and
it	PP	it
is	VBZ	be
in	IN	in
fact	NN	fact
due	JJ	due
to	TO	to
this	DT	this
arms	NNS	arm
race	NN	race
between	IN	between
hackers	NNS	hacker
and	CC	and
operating	VBG	operate
system	NN	system
designers	NNS	designer
that	WDT	that
things	NNS	thing
go	VBP	go
back	RB	back
and	CC	and
forth	RB	forth
.	SENT	.
And	CC	and
the	DT	the
result	NN	result
is	VBZ	be
kind	NN	kind
of	IN	of
a	DT	a
tree	NN	tree
of	IN	of
life	NN	life
of	IN	of
these	DT	these
viruses	NNS	virus
,	,	,
a	DT	a
phylogeny	NN	phylogeny
that	WDT	that
looks	VBZ	look
very	RB	very
much	RB	much
like	IN	like
the	DT	the
type	NN	type
of	IN	of
life	NN	life
that	IN	that
we	PP	we
'	POS	'
re	NN	re
used	VBN	use
to	TO	to
,	,	,
at	IN	at
least	JJS	least
on	IN	on
the	DT	the
viral	JJ	viral
level	NN	level
.	SENT	.
So	RB	so
is	VBZ	be
that	DT	that
life	NN	life
?	SENT	?
Not	RB	not
as	RB	as
far	RB	far
as	IN	as
I	PP	I
'	POS	'
m	NN	m
concerned	VBD	concern
.	SENT	.
Why	WRB	why
?	SENT	?
Because	IN	because
these	DT	these
things	NNS	thing
don	NN	don
'	POS	'
t	NN	t
evolve	VB	evolve
by	IN	by
themselves	PP	themselves
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
they	PP	they
have	VBP	have
hackers	NNS	hacker
writing	VBG	write
them	PP	them
.	SENT	.
But	CC	but
the	DT	the
idea	NN	idea
was	VBD	be
taken	VBN	take
very	RB	very
quickly	RB	quickly
a	DT	a
little	JJ	little
bit	NN	bit
further	RBR	further
,	,	,
when	WRB	when
a	DT	a
scientist	NN	scientist
working	VBG	work
at	IN	at
the	DT	the
Santa	NP	Santa
Fe	NP	Fe
Institute	NP	Institute
decided	VBD	decide
,	,	,
"	``	"
Why	WRB	why
don	NN	don
'	POS	'
t	NN	t
we	PP	we
try	VBP	try
to	TO	to
package	VB	package
these	DT	these
little	JJ	little
viruses	NNS	virus
in	IN	in
artificial	JJ	artificial
worlds	NNS	world
inside	RB	inside
of	IN	of
the	DT	the
computer	NN	computer
and	CC	and
let	VB	let
them	PP	them
evolve	VB	evolve
?	SENT	?
"	''	"
And	CC	and
this	DT	this
was	VBD	be
Steen	NP	Steen
Rasmussen	NP	Rasmussen
.	SENT	.
And	CC	and
he	PP	he
designed	VBD	design
this	DT	this
system	NN	system
,	,	,
but	CC	but
it	PP	it
really	RB	really
didn	NN	<unknown>
'	POS	'
t	NN	t
work	NN	work
,	,	,
because	IN	because
his	PP$	his
viruses	NNS	virus
were	VBD	be
constantly	RB	constantly
destroying	VBG	destroy
each	DT	each
other	JJ	other
.	SENT	.
But	CC	but
there	EX	there
was	VBD	be
another	DT	another
scientist	NN	scientist
who	WP	who
had	VBD	have
been	VBN	be
watching	VBG	watch
this	DT	this
,	,	,
an	DT	an
ecologist	NN	ecologist
.	SENT	.
And	CC	and
he	PP	he
went	VBD	go
home	NN	home
and	CC	and
says	VBZ	say
,	,	,
"	``	"
I	PP	I
know	VBP	know
how	WRB	how
to	TO	to
fix	VB	fix
this	DT	this
.	SENT	.
"	``	"
And	CC	and
he	PP	he
wrote	VBD	write
the	DT	the
Tierra	NP	Tierra
system	NN	system
,	,	,
and	CC	and
,	,	,
in	IN	in
my	PP$	my
book	NN	book
,	,	,
is	VBZ	be
in	IN	in
fact	NN	fact
one	CD	one
of	IN	of
the	DT	the
first	JJ	first
truly	RB	truly
artificial	JJ	artificial
living	NN	living
systems	NNS	system
—	:	-
except	IN	except
for	IN	for
the	DT	the
fact	NN	fact
that	IN	that
these	DT	these
programs	NNS	program
didn	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
grow	VB	grow
in	IN	in
complexity	NN	complexity
.	SENT	.
So	IN	so
having	VBG	have
seen	VBN	see
this	DT	this
work	NN	work
,	,	,
worked	VBD	work
a	DT	a
little	JJ	little
bit	NN	bit
on	IN	on
this	DT	this
,	,	,
this	DT	this
is	VBZ	be
where	WRB	where
I	PP	I
came	VBD	come
in	IN	in
.	SENT	.
And	CC	and
I	PP	I
decided	VBD	decide
to	TO	to
create	VB	create
a	DT	a
system	NN	system
that	WDT	that
has	VBZ	have
all	PDT	all
the	DT	the
properties	NNS	property
that	WDT	that
are	VBP	be
necessary	JJ	necessary
to	TO	to
see	VB	see
,	,	,
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
evolution	NN	evolution
of	IN	of
complexity	NN	complexity
,	,	,
more	JJR	more
and	CC	and
more	JJR	more
complex	JJ	complex
problems	NNS	problem
constantly	RB	constantly
evolving	VBG	evolve
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
since	IN	since
I	PP	I
really	RB	really
don	VBP	don
'	POS	'
t	NN	t
know	VBP	know
how	WRB	how
to	TO	to
write	VB	write
code	NN	code
,	,	,
I	PP	I
had	VBD	have
help	NN	help
in	IN	in
this	DT	this
.	SENT	.
I	PP	I
had	VBD	have
two	CD	two
undergraduate	JJ	undergraduate
students	NNS	student
at	IN	at
California	NP	California
Institute	NP	Institute
of	IN	of
Technology	NP	Technology
that	WDT	that
worked	VBD	work
with	IN	with
me	PP	me
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
Charles	NP	Charles
Ofria	NP	<unknown>
on	IN	on
the	DT	the
left	NN	left
,	,	,
Titus	NP	Titus
Brown	NP	Brown
on	IN	on
the	DT	the
right	NN	right
.	SENT	.
They	PP	they
are	VBP	be
now	RB	now
,	,	,
actually	RB	actually
,	,	,
respectable	JJ	respectable
professors	NNS	professor
at	IN	at
Michigan	NP	Michigan
State	NP	State
University	NP	University
,	,	,
but	CC	but
I	PP	I
can	MD	can
assure	VB	assure
you	PP	you
,	,	,
back	RB	back
in	IN	in
the	DT	the
day	NN	day
,	,	,
we	PP	we
were	VBD	be
not	RB	not
a	DT	a
respectable	JJ	respectable
team	NN	team
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
really	RB	really
happy	JJ	happy
that	IN	that
no	DT	no
photo	NN	photo
survives	VBZ	survive
of	IN	of
the	DT	the
three	CD	three
of	IN	of
us	PP	us
anywhere	RB	anywhere
close	VB	close
together	RB	together
.	SENT	.
But	CC	but
what	WP	what
is	VBZ	be
this	DT	this
system	NN	system
like	IN	like
?	SENT	?
Well	RB	well
I	PP	I
can	MD	can
'	''	'
t	NN	t
really	RB	really
go	VB	go
into	IN	into
the	DT	the
details	NNS	detail
,	,	,
but	CC	but
what	WP	what
you	PP	you
see	VBP	see
here	RB	here
is	VBZ	be
some	DT	some
of	IN	of
the	DT	the
entrails	NN	entrails
.	SENT	.
But	CC	but
what	WP	what
I	PP	I
wanted	VBD	want
to	TO	to
focus	VB	focus
on	IN	on
is	VBZ	be
this	DT	this
type	NN	type
of	IN	of
population	NN	population
structure	NN	structure
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
about	IN	about
10	CD	@card@
,	,	,
000	CD	@card@
programs	NNS	program
sitting	VBG	sit
here	RB	here
.	SENT	.
And	CC	and
all	DT	all
different	JJ	different
strains	NNS	strain
are	VBP	be
colored	VBN	color
in	IN	in
different	JJ	different
colors	NNS	color
.	SENT	.
And	CC	and
as	IN	as
you	PP	you
see	VBP	see
here	RB	here
,	,	,
there	EX	there
are	VBP	be
groups	NNS	group
that	WDT	that
are	VBP	be
growing	VBG	grow
on	IN	on
top	NN	top
of	IN	of
each	DT	each
other	JJ	other
,	,	,
because	IN	because
they	PP	they
are	VBP	be
spreading	VBG	spread
.	SENT	.
Any	DT	any
time	NN	time
there	EX	there
is	VBZ	be
a	DT	a
program	NN	program
that	RB	that
'	POS	'
s	NNS	<unknown>
better	RBR	well
at	IN	at
surviving	VBG	survive
in	IN	in
this	DT	this
world	NN	world
,	,	,
due	JJ	due
to	TO	to
whatever	WDT	whatever
mutation	NN	mutation
it	PP	it
has	VBZ	have
acquired	VBN	acquire
,	,	,
it	PP	it
is	VBZ	be
going	VBG	go
to	TO	to
spread	VB	spread
over	IN	over
the	DT	the
others	NNS	other
and	CC	and
drive	VB	drive
the	DT	the
others	NNS	other
to	TO	to
extinction	NN	extinction
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
a	DT	a
movie	NN	movie
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
see	VB	see
that	DT	that
kind	NN	kind
of	IN	of
dynamic	NN	dynamic
.	SENT	.
And	CC	and
these	DT	these
kinds	NNS	kind
of	IN	of
experiments	NNS	experiment
are	VBP	be
started	VBN	start
with	IN	with
programs	NNS	program
that	IN	that
we	PP	we
wrote	VBD	write
ourselves	PP	ourselves
.	SENT	.
We	PP	we
write	VBP	write
our	PP$	our
own	JJ	own
stuff	NN	stuff
,	,	,
replicate	VB	replicate
it	PP	it
,	,	,
and	CC	and
are	VBP	be
very	RB	very
proud	JJ	proud
of	IN	of
ourselves	PP	ourselves
.	SENT	.
And	CC	and
we	PP	we
put	VBP	put
them	PP	them
in	RP	in
,	,	,
and	CC	and
what	WP	what
you	PP	you
see	VBP	see
immediately	RB	immediately
is	VBZ	be
that	IN	that
there	EX	there
are	VBP	be
waves	NNS	wave
and	CC	and
waves	NNS	wave
of	IN	of
innovation	NN	innovation
.	SENT	.
By	IN	by
the	DT	the
way	NN	way
,	,	,
this	DT	this
is	VBZ	be
highly	RB	highly
accelerated	VBN	accelerate
,	,	,
so	IN	so
it	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
1000	CD	@card@
generations	NNS	generation
a	DT	a
second	NN	second
.	SENT	.
But	CC	but
immediately	RB	immediately
,	,	,
the	DT	the
system	NN	system
goes	VBZ	go
like	IN	like
,	,	,
"	``	"
What	WP	what
kind	NN	kind
of	IN	of
dumb	JJ	dumb
piece	NN	piece
of	IN	of
code	NN	code
was	VBD	be
this	DT	this
?	SENT	?
This	DT	this
can	MD	can
be	VB	be
improved	VBN	improve
upon	RP	upon
in	IN	in
so	RB	so
many	JJ	many
ways	NNS	way
,	,	,
so	RB	so
quickly	RB	quickly
.	SENT	.
"	``	"
So	RB	so
you	PP	you
see	VBP	see
waves	NNS	wave
of	IN	of
new	JJ	new
