Ever	RB	ever
I	PP	I
remember	VBP	remember
thinking	VBG	think
about	IN	about
all	PDT	all
the	DT	the
reasons	NNS	reason
why	WRB	why
that	WDT	that
was	VBD	be
the	DT	the
case	NN	case
.	SENT	.
But	CC	but
one	PP	one
really	RB	really
struck	VBD	strike
me	PP	me
.	SENT	.
Robotics	NP	Robotics
had	VBD	have
really	RB	really
been	VBN	be
about	RB	about
interacting	VBG	interact
with	IN	with
things	NNS	thing
,	,	,
not	RB	not
with	IN	with
people	NNS	people
â	NP	<unknown>
certainly	RB	certainly
not	RB	not
in	IN	in
a	DT	a
social	JJ	social
way	NN	way
that	WDT	that
would	MD	would
be	VB	be
natural	JJ	natural
for	IN	for
us	PP	us
and	CC	and
would	MD	would
really	RB	really
help	VB	help
people	NNS	people
accept	VB	accept
robots	NNS	robot
into	IN	into
our	PP$	our
daily	JJ	daily
lives	NNS	life
.	SENT	.
For	IN	for
me	PP	me
,	,	,
that	WDT	that
was	VBD	be
the	DT	the
white	JJ	white
space	NN	space
;	:	;
that	DT	that
'	''	'
s	NNS	<unknown>
what	WDT	what
robots	NNS	robot
could	MD	could
not	RB	not
do	VB	do
yet	RB	yet
.	SENT	.
And	CC	and
so	RB	so
that	DT	that
year	NN	year
,	,	,
I	PP	I
started	VBD	start
to	TO	to
build	VB	build
this	DT	this
robot	NN	robot
,	,	,
Kismet	NP	Kismet
,	,	,
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
first	JJ	first
social	JJ	social
robot	NN	robot
.	SENT	.
Three	CD	three
years	NNS	year
later	RBR	later
â	NP	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
programming	NN	programming
,	,	,
working	VBG	work
with	IN	with
other	JJ	other
graduate	JJ	graduate
students	NNS	student
in	IN	in
the	DT	the
lab	NN	lab
â	NP	<unknown>
Kismet	NP	Kismet
was	VBD	be
ready	JJ	ready
to	TO	to
start	VB	start
interacting	VBG	interact
with	IN	with
people	NNS	people
.	SENT	.
Scientist	NN	scientist
:	:	:
I	PP	I
want	VBP	want
to	TO	to
show	VB	show
you	PP	you
something	NN	something
.	SENT	.
Kismet	NN	kismet
:	:	:
Scientist	NN	scientist
:	:	:
This	DT	this
is	VBZ	be
a	DT	a
watch	NN	watch
that	IN	that
my	PP$	my
girlfriend	NN	girlfriend
gave	VBD	give
me	PP	me
.	SENT	.
Kismet	NN	kismet
:	:	:
Scientist	NN	scientist
:	:	:
Yeah	RB	yeah
,	,	,
look	VB	look
,	,	,
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
a	DT	a
little	JJ	little
blue	JJ	blue
light	NN	light
in	IN	in
it	PP	it
too	RB	too
.	SENT	.
I	PP	I
almost	RB	almost
lost	VBD	lose
it	PP	it
this	DT	this
week	NN	week
.	SENT	.
Cynthia	NP	Cynthia
Breazeal	NP	Breazeal
:	:	:
So	RB	so
Kismet	NP	Kismet
interacted	VBD	interact
with	IN	with
people	NNS	people
like	IN	like
kind	NN	kind
of	IN	of
a	DT	a
non-verbal	JJ	non-verbal
child	NN	child
or	CC	or
pre-verbal	JJ	pre-verbal
child	NN	child
,	,	,
which	WDT	which
I	PP	I
assume	VBP	assume
was	VBD	be
fitting	JJ	fitting
because	IN	because
it	PP	it
was	VBD	be
really	RB	really
the	DT	the
first	JJ	first
of	IN	of
its	PP$	its
kind	NN	kind
.	SENT	.
It	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
speak	VBP	speak
language	NN	language
,	,	,
but	CC	but
it	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
.	SENT	.
This	DT	this
little	JJ	little
robot	NN	robot
was	VBD	be
somehow	RB	somehow
able	JJ	able
to	TO	to
tap	VB	tap
into	IN	into
something	NN	something
deeply	RB	deeply
social	JJ	social
within	IN	within
us	PP	us
â	NP	<unknown>
and	CC	and
with	IN	with
that	DT	that
,	,	,
the	DT	the
promise	NN	promise
of	IN	of
an	DT	an
entirely	RB	entirely
new	JJ	new
way	NN	way
we	PP	we
could	MD	could
interact	VB	interact
with	IN	with
robots	NNS	robot
.	SENT	.
So	RB	so
over	IN	over
the	DT	the
past	JJ	past
several	JJ	several
years	NNS	year
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
continuing	VBG	continue
to	TO	to
explore	VB	explore
this	DT	this
interpersonal	JJ	interpersonal
dimension	NN	dimension
of	IN	of
robots	NNS	robot
,	,	,
now	RB	now
at	IN	at
the	DT	the
media	NNS	medium
lab	NN	lab
with	IN	with
my	PP$	my
own	JJ	own
team	NN	team
of	IN	of
incredibly	RB	incredibly
talented	JJ	talented
students	NNS	student
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
my	PP$	my
favorite	JJ	favorite
robots	NNS	robot
is	VBZ	be
Leonardo	NP	Leonardo
.	SENT	.
We	PP	we
developed	VBD	develop
Leonardo	NP	Leonardo
in	IN	in
collaboration	NN	collaboration
with	IN	with
Stan	NP	Stan
Winston	NP	Winston
Studio	NN	studio
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
want	VBP	want
to	TO	to
show	VB	show
you	PP	you
a	DT	a
special	JJ	special
moment	NN	moment
for	IN	for
me	PP	me
of	IN	of
Leo	NP	Leo
.	SENT	.
This	DT	this
is	VBZ	be
Matt	NP	Matt
Berlin	NP	Berlin
interacting	VBG	interact
with	IN	with
Leo	NP	Leo
,	,	,
introducing	VBG	introduce
Leo	NP	Leo
to	TO	to
a	DT	a
new	JJ	new
object	NN	object
.	SENT	.
And	CC	and
because	IN	because
it	PP	it
'	POS	'
s	NNS	<unknown>
new	JJ	new
,	,	,
Leo	NP	Leo
doesn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
know	VBP	know
what	WP	what
to	TO	to
make	VB	make
of	IN	of
it	PP	it
.	SENT	.
But	CC	but
sort	NN	sort
of	IN	of
like	IN	like
us	PP	us
,	,	,
he	PP	he
can	MD	can
actually	RB	actually
learn	VB	learn
about	IN	about
it	PP	it
from	IN	from
watching	VBG	watch
Matt	NP	Matt
'	POS	'
s	NN	S
reaction	NN	reaction
.	SENT	.
Matt	NP	Matt
Berlin	NP	Berlin
:	:	:
Hello	UH	hello
,	,	,
Leo	NP	Leo
.	SENT	.
Leo	NP	Leo
,	,	,
this	DT	this
is	VBZ	be
Cookie	NP	Cookie
Monster	NN	monster
.	SENT	.
Can	MD	can
you	PP	you
find	VB	find
Cookie	NP	Cookie
Monster	NN	monster
?	SENT	?
Leo	NP	Leo
,	,	,
Cookie	NP	Cookie
Monster	NN	monster
is	VBZ	be
very	RB	very
bad	JJ	bad
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
very	RB	very
bad	JJ	bad
,	,	,
Leo	NP	Leo
.	SENT	.
Cookie	NN	cookie
Monster	NN	monster
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
bad	JJ	bad
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
a	DT	a
scary	JJ	scary
monster	NN	monster
.	SENT	.
He	PP	he
wants	VBZ	want
to	TO	to
get	VB	get
your	PP$	your
cookies	NNS	cookie
.	SENT	.
CB	NP	CB
:	:	:
All	DT	all
right	NN	right
,	,	,
so	IN	so
Leo	NP	Leo
and	CC	and
Cookie	NP	Cookie
might	MD	might
have	VB	have
gotten	VBN	get
off	RP	off
to	TO	to
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
a	DT	a
rough	JJ	rough
start	NN	start
,	,	,
but	CC	but
they	PP	they
get	VBP	get
along	RB	along
great	JJ	great
now	RB	now
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
through	IN	through
building	VBG	build
these	DT	these
systems	NNS	system
is	VBZ	be
that	IN	that
robots	NNS	robot
are	VBP	be
actually	RB	actually
a	DT	a
really	RB	really
intriguing	JJ	intriguing
social	JJ	social
technology	NN	technology
,	,	,
where	WRB	where
it	PP	it
'	POS	'
s	NNS	<unknown>
actually	RB	actually
their	PP$	their
ability	NN	ability
to	TO	to
push	VB	push
our	PP$	our
social	JJ	social
buttons	NNS	button
and	CC	and
to	TO	to
interact	VB	interact
with	IN	with
us	PP	us
like	VBP	like
a	DT	a
partner	NN	partner
that	WDT	that
is	VBZ	be
a	DT	a
core	JJ	core
part	NN	part
of	IN	of
their	PP$	their
functionality	NN	functionality
.	SENT	.
And	CC	and
with	IN	with
that	DT	that
shift	NN	shift
in	IN	in
thinking	NN	thinking
,	,	,
we	PP	we
can	MD	can
now	RB	now
start	VB	start
to	TO	to
imagine	VB	imagine
new	JJ	new
questions	NNS	question
,	,	,
new	JJ	new
possibilities	NNS	possibility
for	IN	for
robots	NNS	robot
that	IN	that
we	PP	we
might	MD	might
not	RB	not
have	VB	have
thought	VBN	think
about	RB	about
otherwise	RB	otherwise
.	SENT	.
But	CC	but
what	WP	what
do	VBP	do
I	PP	I
mean	VB	mean
when	WRB	when
I	PP	I
say	VBP	say
"	``	"
push	VB	push
our	PP$	our
social	JJ	social
buttons	NNS	button
?	SENT	?
"	''	"
Well	RB	well
,	,	,
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
learned	VBN	learn
is	VBZ	be
that	IN	that
,	,	,
if	IN	if
we	PP	we
design	VB	design
these	DT	these
robots	NNS	robot
to	TO	to
communicate	VB	communicate
with	IN	with
us	PP	us
using	VBG	use
the	DT	the
same	JJ	same
body	NN	body
language	NN	language
,	,	,
the	DT	the
same	JJ	same
sort	NN	sort
of	IN	of
non-verbal	JJ	non-verbal
cues	NNS	cue
that	WDT	that
people	NNS	people
use	VBP	use
â	NP	<unknown>
like	IN	like
Nexi	NP	<unknown>
,	,	,
our	PP$	our
humanoid	JJ	humanoid
robot	NN	robot
,	,	,
is	VBZ	be
doing	VBG	do
here	IN	here
â	NP	<unknown>
what	WP	what
we	PP	we
find	VBP	find
is	VBZ	be
that	IN	that
people	NNS	people
respond	VB	respond
to	TO	to
robots	NNS	robot
a	DT	a
lot	NN	lot
like	IN	like
they	PP	they
respond	VBP	respond
to	TO	to
people	NNS	people
.	SENT	.
People	NNS	people
use	VBP	use
these	DT	these
cues	NNS	cue
to	TO	to
determine	VB	determine
things	NNS	thing
like	IN	like
how	WRB	how
persuasive	JJ	persuasive
someone	NN	someone
is	VBZ	be
,	,	,
how	WRB	how
likable	JJ	likable
,	,	,
how	WRB	how
engaging	VBG	engage
,	,	,
how	WRB	how
trustworthy	JJ	trustworthy
.	SENT	.
It	PP	it
turns	VBZ	turn
out	IN	out
it	PP	it
'	POS	'
s	NN	S
the	DT	the
same	JJ	same
for	IN	for
robots	NNS	robot
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
turning	VBG	turn
out	RP	out
now	RB	now
that	IN	that
robots	NNS	robot
are	VBP	be
actually	RB	actually
becoming	VBG	become
a	DT	a
really	RB	really
interesting	JJ	interesting
new	JJ	new
scientific	JJ	scientific
tool	NN	tool
to	TO	to
understand	VB	understand
human	JJ	human
behavior	NN	behavior
.	SENT	.
To	TO	to
answer	VB	answer
questions	NNS	question
like	IN	like
,	,	,
how	WRB	how
is	VBZ	be
it	PP	it
that	IN	that
,	,	,
from	IN	from
a	DT	a
brief	JJ	brief
encounter	NN	encounter
,	,	,
we	PP	we
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
make	VB	make
an	DT	an
estimate	NN	estimate
of	IN	of
how	WRB	how
trustworthy	JJ	trustworthy
another	DT	another
person	NN	person
is	VBZ	be
?	SENT	?
Mimicry	NN	mimicry
'	POS	'
s	NN	S
believed	VBD	believe
to	TO	to
play	VB	play
a	DT	a
role	NN	role
,	,	,
but	CC	but
how	WRB	how
?	SENT	?
Is	VBZ	be
it	PP	it
the	DT	the
mimicking	VBG	mimick
of	IN	of
particular	JJ	particular
gestures	NNS	gesture
that	WDT	that
matters	NNS	matter
?	SENT	?
It	PP	it
turns	VBZ	turn
out	IN	out
it	PP	it
'	POS	'
s	NN	S
really	RB	really
hard	JJ	hard
to	TO	to
learn	VB	learn
this	DT	this
or	CC	or
understand	VBP	understand
this	DT	this
from	IN	from
watching	VBG	watch
people	NNS	people
because	IN	because
when	WRB	when
we	PP	we
interact	VBP	interact
we	PP	we
do	VBP	do
all	DT	all
of	IN	of
these	DT	these
cues	NNS	cue
automatically	RB	automatically
.	SENT	.
We	PP	we
can	MD	can
'	''	'
t	NN	t
carefully	RB	carefully
control	VB	control
them	PP	them
because	IN	because
they	PP	they
'	POS	'
re	NN	re
subconscious	NN	subconscious
for	IN	for
us	PP	us
.	SENT	.
But	CC	but
with	IN	with
the	DT	the
robot	NN	robot
,	,	,
you	PP	you
can	MD	can
.	SENT	.
And	CC	and
so	RB	so
in	IN	in
this	DT	this
video	NN	video
here	IN	here
â	NP	<unknown>
this	DT	this
is	VBZ	be
a	DT	a
video	NN	video
taken	VBN	take
from	IN	from
David	NP	David
DeSteno	NP	<unknown>
'	POS	'
s	JJ	<unknown>
lab	NN	lab
at	IN	at
Northeastern	NP	Northeastern
University	NP	University
.	SENT	.
He	PP	he
'	POS	'
s	NNS	<unknown>
a	DT	a
psychologist	NN	psychologist
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
collaborating	VBG	collaborate
with	IN	with
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
actually	RB	actually
a	DT	a
scientist	NN	scientist
carefully	RB	carefully
controlling	VBG	control
Nexi	NP	<unknown>
'	POS	'
s	NN	S
cues	VBZ	cue
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
study	VB	study
this	DT	this
question	NN	question
.	SENT	.
And	CC	and
the	DT	the
bottom	JJ	bottom
line	NN	line
is	VBZ	be
â	NP	<unknown>
the	DT	the
reason	NN	reason
why	WRB	why
this	DT	this
works	NNS	work
is	VBZ	be
because	IN	because
it	PP	it
turns	VBZ	turn
out	RP	out
people	NNS	people
just	RB	just
behave	VBP	behave
like	IN	like
people	NNS	people
even	RB	even
when	WRB	when
interacting	VBG	interact
with	IN	with
a	DT	a
robot	NN	robot
.	SENT	.
So	RB	so
given	VBN	give
that	IN	that
key	JJ	key
insight	NN	insight
,	,	,
we	PP	we
can	MD	can
now	RB	now
start	VB	start
to	TO	to
imagine	VB	imagine
new	JJ	new
kinds	NNS	kind
of	IN	of
applications	NNS	application
for	IN	for
robots	NNS	robot
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
if	IN	if
robots	NNS	robot
do	VBP	do
respond	VB	respond
to	TO	to
our	PP$	our
non-verbal	JJ	non-verbal
cues	NNS	cue
,	,	,
maybe	RB	maybe
they	PP	they
would	MD	would
be	VB	be
a	DT	a
cool	JJ	cool
,	,	,
new	JJ	new
communication	NN	communication
technology	NN	technology
.	SENT	.
So	RB	so
imagine	VB	imagine
this	DT	this
:	:	:
What	WP	what
about	IN	about
a	DT	a
robot	NN	robot
accessory	NN	accessory
for	IN	for
your	PP$	your
cellphone	NN	cellphone
?	SENT	?
You	PP	you
call	VBP	call
your	PP$	your
friend	NN	friend
,	,	,
she	PP	she
puts	VBZ	put
her	PP$	her
handset	NN	handset
in	IN	in
a	DT	a
robot	NN	robot
,	,	,
and	CC	and
,	,	,
bam	NP	bam
!	SENT	!
You	PP	you
'	''	'
re	IN	re
a	DT	a
MeBot	NP	<unknown>
â	NP	<unknown>
you	PP	you
can	MD	can
make	VB	make
eye	NN	eye
contact	NN	contact
,	,	,
you	PP	you
can	MD	can
talk	VB	talk
with	IN	with
your	PP$	your
friends	NNS	friend
,	,	,
you	PP	you
can	MD	can
move	VB	move
around	RP	around
,	,	,
you	PP	you
can	MD	can
gesture	VB	gesture
â	NP	<unknown>
maybe	RB	maybe
the	DT	the
next	JJ	next
best	JJS	good
thing	NN	thing
to	TO	to
really	RB	really
being	VBG	be
there	RB	there
,	,	,
or	CC	or
is	VBZ	be
it	PP	it
?	SENT	?
To	TO	to
explore	VB	explore
this	DT	this
question	NN	question
,	,	,
my	PP$	my
student	NN	student
,	,	,
Siggy	NP	Siggy
Adalgeirsson	NP	<unknown>
,	,	,
did	VBD	do
a	DT	a
study	NN	study
where	WRB	where
we	PP	we
brought	VBD	bring
human	JJ	human
participants	NNS	participant
,	,	,
people	NNS	people
,	,	,
into	IN	into
our	PP$	our
lab	NN	lab
to	TO	to
do	VB	do
a	DT	a
collaborative	JJ	collaborative
task	NN	task
with	IN	with
a	DT	a
remote	JJ	remote
collaborator	NN	collaborator
.	SENT	.
The	DT	the
task	NN	task
involved	VBD	involve
things	NNS	thing
like	IN	like
looking	VBG	look
at	IN	at
a	DT	a
set	NN	set
of	IN	of
objects	NNS	object
on	IN	on
the	DT	the
table	NN	table
,	,	,
discussing	VBG	discuss
them	PP	them
in	IN	in
terms	NNS	term
of	IN	of
their	PP$	their
importance	NN	importance
and	CC	and
relevance	NN	relevance
to	TO	to
performing	VBG	perform
a	DT	a
certain	JJ	certain
task	NN	task
â	NP	<unknown>
this	RB	this
ended	VBD	end
up	RP	up
being	VBG	be
a	DT	a
survival	NN	survival
task	NN	task
â	NP	<unknown>
and	CC	and
then	RB	then
rating	VBG	rate
them	PP	them
in	IN	in
terms	NNS	term
of	IN	of
how	WRB	how
valuable	JJ	valuable
and	CC	and
important	JJ	important
they	PP	they
thought	VBD	think
they	PP	they
were	VBD	be
.	SENT	.
The	DT	the
remote	JJ	remote
collaborator	NN	collaborator
was	VBD	be
an	DT	an
experimenter	NN	experimenter
from	IN	from
our	PP$	our
group	NN	group
who	WP	who
used	VBD	use
one	CD	one
of	IN	of
three	CD	three
different	JJ	different
technologies	NNS	technology
to	TO	to
interact	VB	interact
with	IN	with
the	DT	the
participants	NNS	participant
.	SENT	.
The	DT	the
first	JJ	first
was	VBD	be
just	RB	just
the	DT	the
screen	NN	screen
.	SENT	.
This	DT	this
is	VBZ	be
just	RB	just
like	IN	like
video	JJ	video
conferencing	VBG	conference
today	NN	today
.	SENT	.
The	DT	the
next	JJ	next
was	VBD	be
to	TO	to
add	VB	add
mobility	NN	mobility
â	NP	<unknown>
so	RB	so
,	,	,
have	VBP	have
the	DT	the
screen	NN	screen
on	IN	on
a	DT	a
mobile	JJ	mobile
base	NN	base
.	SENT	.
This	DT	this
is	VBZ	be
like	JJ	like
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
familiar	JJ	familiar
with	IN	with
any	DT	any
of	IN	of
the	DT	the
telepresence	NN	telepresence
robots	NNS	robot
today	NN	today
â	NP	<unknown>
this	DT	this
is	VBZ	be
mirroring	VBG	mirror
that	DT	that
situation	NN	situation
.	SENT	.
And	CC	and
then	RB	then
the	DT	the
fully	RB	fully
expressive	JJ	expressive
MeBot	NP	<unknown>
.	SENT	.
So	RB	so
after	IN	after
the	DT	the
interaction	NN	interaction
,	,	,
we	PP	we
asked	VBD	ask
people	NNS	people
to	TO	to
rate	VB	rate
their	PP$	their
quality	NN	quality
of	IN	of
interaction	NN	interaction
with	IN	with
the	DT	the
technology	NN	technology
,	,	,
with	IN	with
a	DT	a
remote	JJ	remote
collaborator	NN	collaborator
through	IN	through
this	DT	this
technology	NN	technology
,	,	,
in	IN	in
a	DT	a
number	NN	number
of	IN	of
different	JJ	different
ways	NNS	way
.	SENT	.
We	PP	we
looked	VBD	look
at	IN	at
psychological	JJ	psychological
involvement	NN	involvement
â	NP	<unknown>
how	WRB	how
much	JJ	much
empathy	NN	empathy
did	VBD	do
you	PP	you
feel	VBP	feel
for	IN	for
the	DT	the
other	JJ	other
person	NN	person
?	SENT	?
We	PP	we
looked	VBD	look
at	IN	at
overall	JJ	overall
engagement	NN	engagement
.	SENT	.
We	PP	we
looked	VBD	look
at	IN	at
their	PP$	their
desire	NN	desire
to	TO	to
cooperate	VB	cooperate
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
see	VBP	see
when	WRB	when
they	PP	they
use	VBP	use
just	RB	just
the	DT	the
screen	NN	screen
.	SENT	.
It	PP	it
turns	VBZ	turn
out	RP	out
,	,	,
when	WRB	when
you	PP	you
add	VBP	add
mobility	NN	mobility
â	NP	<unknown>
the	DT	the
ability	NN	ability
to	TO	to
roll	VB	roll
around	RP	around
the	DT	the
table	NN	table
â	NP	<unknown>
you	PP	you
get	VBP	get
a	DT	a
little	RB	little
more	JJR	more
of	IN	of
a	DT	a
boost	NN	boost
.	SENT	.
And	CC	and
you	PP	you
get	VBP	get
even	RB	even
more	JJR	more
of	IN	of
a	DT	a
boost	NN	boost
when	WRB	when
you	PP	you
add	VBP	add
the	DT	the
full	JJ	full
expression	NN	expression
.	SENT	.
So	RB	so
it	PP	it
seems	VBZ	seem
like	IN	like
this	DT	this
physical	JJ	physical
,	,	,
social	JJ	social
embodiment	NN	embodiment
actually	RB	actually
really	RB	really
makes	VBZ	make
a	DT	a
difference	NN	difference
.	SENT	.
Now	RB	now
let	VB	let
'	''	'
s	NNS	<unknown>
try	VBP	try
to	TO	to
put	VB	put
this	DT	this
into	IN	into
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
context	NN	context
.	SENT	.
Today	NN	today
we	PP	we
know	VBP	know
that	IN	that
families	NNS	family
are	VBP	be
living	VBG	live
further	RBR	further
and	CC	and
further	RBR	further
apart	RB	apart
,	,	,
and	CC	and
that	WDT	that
definitely	RB	definitely
takes	VBZ	take
a	DT	a
toll	NN	toll
on	IN	on
family	NN	family
relationships	NNS	relationship
and	CC	and
family	NN	family
bonds	NNS	bond
over	IN	over
distance	NN	distance
.	SENT	.
For	IN	for
me	PP	me
,	,	,
I	PP	I
have	VBP	have
three	CD	three
young	JJ	young
boys	NNS	boy
,	,	,
and	CC	and
I	PP	I
want	VBP	want
them	PP	them
to	TO	to
have	VB	have
a	DT	a
really	RB	really
good	JJ	good
relationship	NN	relationship
with	IN	with
their	PP$	their
grandparents	NNS	grandparent
.	SENT	.
But	CC	but
my	PP$	my
parents	NNS	parent
live	VBP	live
thousands	NNS	thousand
of	IN	of
miles	NNS	mile
away	RB	away
,	,	,
so	IN	so
they	PP	they
just	RB	just
don	VBP	don
'	POS	'
t	NN	t
get	VBP	get
to	TO	to
see	VB	see
each	DT	each
other	JJ	other
that	IN	that
often	RB	often
.	SENT	.
We	PP	we
try	VBP	try
Skype	NP	<unknown>
,	,	,
we	PP	we
try	VBP	try
phone	NN	phone
calls	NNS	call
,	,	,
but	CC	but
my	PP$	my
boys	NNS	boy
are	VBP	be
little	JJ	little
â	NP	<unknown>
they	PP	they
don	VBP	don
'	''	'
t	NN	t
really	RB	really
want	VBP	want
to	TO	to
talk	VB	talk
;	:	;
they	PP	they
want	VBP	want
to	TO	to
play	VB	play
.	SENT	.
So	RB	so
I	PP	I
love	VBP	love
the	DT	the
idea	NN	idea
of	IN	of
thinking	VBG	think
about	IN	about
robots	NNS	robot
as	IN	as
a	DT	a
new	JJ	new
kind	NN	kind
of	IN	of
distance-play	NN	<unknown>
technology	NN	technology
.	SENT	.
I	PP	I
imagine	VBP	imagine
a	DT	a
time	NN	time
not	RB	not
too	RB	too
far	RB	far
from	IN	from
now	RB	now
â	NP	<unknown>
my	PP$	my
mom	NN	mom
can	MD	can
go	VB	go
to	TO	to
her	PP$	her
computer	NN	computer
,	,	,
open	VB	open
up	RP	up
a	DT	a
browser	NN	browser
and	CC	and
jack	NN	jack
into	IN	into
a	DT	a
little	JJ	little
robot	NN	robot
.	SENT	.
And	CC	and
as	IN	as
grandma-bot	NN	<unknown>
,	,	,
she	PP	she
can	MD	can
now	RB	now
play	VB	play
,	,	,
really	RB	really
play	VB	play
,	,	,
with	IN	with
my	PP$	my
sons	NNS	son
,	,	,
with	IN	with
her	PP$	her
grandsons	NNS	grandson
,	,	,
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
with	IN	with
his	PP$	his
real	JJ	real
toys	NNS	toy
.	SENT	.
I	PP	I
could	MD	could
imagine	VB	imagine
grandmothers	NNS	grandmother
being	VBG	be
able	JJ	able
to	TO	to
do	VB	do
social-plays	NNS	social-play
with	IN	with
their	PP$	their
granddaughters	NNS	granddaughter
,	,	,
with	IN	with
their	PP$	their
friends	NNS	friend
,	,	,
and	CC	and
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
share	VB	share
all	DT	all
kinds	NNS	kind
of	IN	of
other	JJ	other
activities	NNS	activity
around	IN	around
the	DT	the
house	NN	house
,	,	,
like	IN	like
sharing	VBG	share
a	DT	a
bedtime	NN	bedtime
story	NN	story
.	SENT	.
And	CC	and
through	IN	through
this	DT	this
technology	NN	technology
,	,	,
being	VBG	be
able	JJ	able
to	TO	to
be	VB	be
an	DT	an
active	JJ	active
participant	NN	participant
in	IN	in
their	PP$	their
grandchildren	NNS	grandchild
'	POS	'
s	NN	S
lives	NNS	life
in	IN	in
a	DT	a
way	NN	way
that	RB	that
'	POS	'
s	NN	S
not	RB	not
possible	JJ	possible
today	NN	today
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
think	VBP	think
about	IN	about
some	DT	some
other	JJ	other
domains	NNS	domain
,	,	,
like	IN	like
maybe	RB	maybe
health	NN	health
.	SENT	.
So	RB	so
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
today	NN	today
,	,	,
over	IN	over
65	CD	@card@
percent	NN	percent
of	IN	of
people	NNS	people
are	VBP	be
either	RB	either
overweight	JJ	overweight
or	CC	or
obese	JJ	obese
,	,	,
and	CC	and
now	RB	now
it	PP	it
'	POS	'
s	NN	S
a	DT	a
big	JJ	big
problem	NN	problem
with	IN	with
our	PP$	our
