Cartoons	NNS	cartoon
shark	NN	shark
in	IN	in
it	PP	it
,	,	,
and	CC	and
that	DT	that
was	VBD	be
the	DT	the
day	NN	day
that	IN	that
my	PP$	my
comic	JJ	comic
strip	NN	strip
about	IN	about
a	DT	a
shark	NN	shark
was	VBD	be
born	VBN	bear
.	SENT	.
So	RB	so
from	IN	from
that	DT	that
day	NN	day
on	IN	on
,	,	,
I	PP	I
was	VBD	be
an	DT	an
ordinary	JJ	ordinary
kid	NN	kid
walking	VBG	walk
around	RP	around
on	IN	on
dry	JJ	dry
land	NN	land
,	,	,
but	CC	but
my	PP$	my
head	NN	head
was	VBD	be
down	RB	down
there	RB	there
,	,	,
underwater	RB	underwater
.	SENT	.
Up	RB	up
until	IN	until
that	DT	that
day	NN	day
,	,	,
these	DT	these
were	VBD	be
the	DT	the
animals	NNS	animal
that	WDT	that
were	VBD	be
most	RBS	most
common	JJ	common
in	IN	in
my	PP$	my
life	NN	life
.	SENT	.
These	DT	these
were	VBD	be
the	DT	the
ones	NNS	one
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
draw	VB	draw
—	:	-
all	DT	all
variations	NNS	variation
of	IN	of
four	CD	four
legs	NNS	leg
and	CC	and
fur	NN	fur
.	SENT	.
But	CC	but
when	WRB	when
you	PP	you
got	VBD	get
to	TO	to
the	DT	the
ocean	NN	ocean
,	,	,
my	PP$	my
imagination	NN	imagination
was	VBD	be
no	DT	no
competition	NN	competition
for	IN	for
nature	NN	nature
.	SENT	.
Every	DT	every
time	NN	time
I	PP	I
'	POS	'
d	NN	d
come	VBN	come
up	RP	up
with	IN	with
a	DT	a
crazy	JJ	crazy
cartoon	NN	cartoon
character	NN	character
on	IN	on
the	DT	the
drawing	NN	drawing
board	NN	board
,	,	,
I	PP	I
'	POS	'
d	NN	d
find	VB	find
a	DT	a
critter	NN	critter
in	IN	in
the	DT	the
ocean	NN	ocean
that	WDT	that
was	VBD	be
even	RB	even
crazier	JJR	crazy
.	SENT	.
And	CC	and
the	DT	the
differences	NNS	difference
in	IN	in
scale	NN	scale
between	IN	between
this	DT	this
tiny	JJ	tiny
sea	NN	sea
dragon	NN	dragon
and	CC	and
this	DT	this
enormous	JJ	enormous
humpback	NN	humpback
whale	NN	whale
was	VBD	be
like	IN	like
something	NN	something
out	RP	out
of	IN	of
a	DT	a
science-fiction	NN	science-fiction
movie	NN	movie
.	SENT	.
Whenever	WRB	whenever
I	PP	I
talk	VBP	talk
to	TO	to
kids	NNS	kid
,	,	,
I	PP	I
always	RB	always
like	VBP	like
to	TO	to
tell	VB	tell
them	PP	them
,	,	,
the	DT	the
biggest	JJS	big
animal	NN	animal
that	IN	that
ever	RB	ever
lived	VBN	live
is	VBZ	be
still	RB	still
alive	JJ	alive
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
dinosaur	NN	dinosaur
;	:	;
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
whale	NN	whale
,	,	,
animals	NNS	animal
as	IN	as
big	JJ	big
as	IN	as
office	NN	office
buildings	NNS	building
still	RB	still
swimming	VBG	swim
around	RP	around
out	RB	out
there	RB	there
in	IN	in
our	PP$	our
ocean	NN	ocean
.	SENT	.
Speaking	VBG	speak
of	IN	of
dinosaurs	NNS	dinosaur
,	,	,
sharks	NNS	shark
are	VBP	be
basically	RB	basically
the	DT	the
same	JJ	same
fish	NN	fish
they	PP	they
were	VBD	be
300	CD	@card@
million	CD	million
years	NNS	year
ago	RB	ago
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
ever	RB	ever
fantasize	VBP	fantasize
about	RB	about
going	VBG	go
back	RB	back
in	IN	in
time	NN	time
and	CC	and
seeing	VBG	see
what	WP	what
a	DT	a
dinosaur	NN	dinosaur
looked	VBD	look
like	IN	like
,	,	,
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
a	DT	a
dinosaur	NN	dinosaur
looks	VBZ	look
like	IN	like
.	SENT	.
So	RB	so
you	PP	you
have	VBP	have
living	NN	living
dinosaurs	NNS	dinosaur
and	CC	and
space	NN	space
aliens	NNS	alien
,	,	,
animals	NNS	animal
that	WDT	that
evolved	VBD	evolve
in	IN	in
zero	CD	zero
gravity	NN	gravity
in	IN	in
harsh	JJ	harsh
conditions	NNS	condition
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
incredible	JJ	incredible
;	:	;
no	DT	no
Hollywood	NP	Hollywood
designer	NN	designer
could	MD	could
come	VB	come
up	RP	up
with	IN	with
something	NN	something
more	RBR	more
interesting	JJ	interesting
than	IN	than
that	DT	that
.	SENT	.
Or	CC	or
this	DT	this
fangtooth	JJ	<unknown>
.	SENT	.
The	DT	the
particles	NNS	particle
in	IN	in
the	DT	the
water	NN	water
make	VB	make
it	PP	it
look	VB	look
like	IN	like
it	PP	it
'	POS	'
s	NNS	<unknown>
floating	VBG	float
in	IN	in
outer	JJ	outer
space	NN	space
.	SENT	.
Could	MD	could
you	PP	you
image	VB	image
if	IN	if
we	PP	we
looked	VBD	look
through	IN	through
the	DT	the
Hubble	NP	Hubble
Telescope	NN	telescope
and	CC	and
we	PP	we
saw	VBD	see
that	RB	that
?	SENT	?
It	PP	it
would	MD	would
start	VB	start
a	DT	a
whole	JJ	whole
new	JJ	new
space	NN	space
race	NN	race
.	SENT	.
But	CC	but
instead	RB	instead
,	,	,
we	PP	we
stick	VBP	stick
a	DT	a
camera	NN	camera
in	IN	in
the	DT	the
deep	JJ	deep
ocean	NN	ocean
,	,	,
and	CC	and
we	PP	we
see	VBP	see
a	DT	a
fish	NN	fish
,	,	,
and	CC	and
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
capture	VB	capture
our	PP$	our
imagination	NN	imagination
as	IN	as
a	DT	a
society	NN	society
.	SENT	.
We	PP	we
say	VBP	say
to	TO	to
ourselves	PP	ourselves
,	,	,
"	``	"
Maybe	RB	maybe
we	PP	we
can	MD	can
make	VB	make
fish	NN	fish
sticks	NNS	stick
with	IN	with
it	PP	it
or	CC	or
something	NN	something
.	SENT	.
"	''	"
So	RB	so
,	,	,
what	WP	what
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
do	VB	do
now	RB	now
is	VBZ	be
try	VB	try
a	DT	a
little	JJ	little
drawing	NN	drawing
.	SENT	.
So	RB	so
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
try	VB	try
to	TO	to
draw	VB	draw
this	DT	this
fangtooth	JJ	<unknown>
here	RB	here
.	SENT	.
I	PP	I
love	VBP	love
to	TO	to
draw	VB	draw
the	DT	the
deep	JJ	deep
sea	NN	sea
fish	NN	fish
,	,	,
because	IN	because
they	PP	they
are	VBP	be
so	RB	so
ugly	JJ	ugly
,	,	,
but	CC	but
beautiful	JJ	beautiful
in	IN	in
their	PP$	their
own	JJ	own
way	NN	way
.	SENT	.
Maybe	RB	maybe
we	PP	we
can	MD	can
give	VB	give
him	PP	him
a	DT	a
little	JJ	little
bioluminescence	NN	bioluminescence
here	RB	here
—	:	-
give	VB	give
him	PP	him
a	DT	a
headlight	NN	headlight
,	,	,
maybe	RB	maybe
a	DT	a
brake	NN	brake
light	NN	light
,	,	,
turn	NN	turn
signals	NNS	signal
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
easy	JJ	easy
to	TO	to
see	VB	see
why	WRB	why
these	DT	these
animals	NNS	animal
make	VBP	make
such	JJ	such
great	JJ	great
cartoon	NN	cartoon
characters	NNS	character
,	,	,
their	PP$	their
shapes	NNS	shape
and	CC	and
sizes	NNS	size
.	SENT	.
So	RB	so
some	DT	some
of	IN	of
them	PP	them
actually	RB	actually
seem	VBP	seem
to	TO	to
have	VB	have
powers	NNS	power
like	IN	like
superheroes	NNS	superhero
in	IN	in
a	DT	a
comic	JJ	comic
book	NN	book
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
take	VB	take
these	DT	these
sea	NN	sea
turtles	NNS	turtle
.	SENT	.
They	PP	they
kind	RB	kind
of	IN	of
have	VBP	have
a	DT	a
sixth	JJ	sixth
sense	NN	sense
like	IN	like
Superman	NN	superman
'	POS	'
s	JJ	<unknown>
x-ray	NN	x-ray
vision	NN	vision
.	SENT	.
They	PP	they
can	MD	can
sense	VB	sense
the	DT	the
magnetic	JJ	magnetic
fields	NNS	field
of	IN	of
the	DT	the
earth	NN	earth
.	SENT	.
And	CC	and
they	PP	they
can	MD	can
use	VB	use
that	DT	that
sense	NN	sense
to	TO	to
navigate	VB	navigate
hundreds	NNS	hundred
of	IN	of
miles	NNS	mile
of	IN	of
open	JJ	open
ocean	NN	ocean
.	SENT	.
I	PP	I
kind	RB	kind
of	IN	of
give	VB	give
my	PP$	my
turtle	NN	turtle
hands	NNS	hand
just	RB	just
to	TO	to
make	VB	make
them	PP	them
an	DT	an
easier	JJR	easy
cartoon	NN	cartoon
character	NN	character
to	TO	to
work	VB	work
with	IN	with
.	SENT	.
Or	CC	or
take	VB	take
this	DT	this
sea	NN	sea
cucumber	NN	cucumber
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
an	DT	an
animal	NN	animal
we	PP	we
draw	VBP	draw
cartoons	NNS	cartoon
of	IN	of
or	CC	or
draw	VB	draw
at	IN	at
all	DT	all
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
like	IN	like
an	DT	an
underwater	JJ	underwater
Spiderman	NN	spiderman
.	SENT	.
He	PP	he
shoots	VBZ	shoot
out	RP	out
these	DT	these
sticky	JJ	sticky
webs	NNS	web
to	TO	to
entangle	VB	entangle
his	PP$	his
enemy	NN	enemy
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
sea	NN	sea
cucumbers	NNS	cucumber
shoot	VBP	shoot
them	PP	them
out	IN	out
their	PP$	their
rears	NNS	rear
,	,	,
which	WDT	which
,	,	,
in	IN	in
my	PP$	my
opinion	NN	opinion
,	,	,
makes	VBZ	make
them	PP	them
much	RB	much
more	RBR	more
interesting	JJ	interesting
a	DT	a
superhero	NN	superhero
.	SENT	.
He	PP	he
can	MD	can
'	''	'
t	NN	t
spin	VB	spin
a	DT	a
web	NN	web
anytime	RB	anytime
;	:	;
he	PP	he
'	POS	'
s	NN	S
got	VBD	get
to	TO	to
pull	VB	pull
his	PP$	his
pants	NNS	pant
down	RB	down
first	JJ	first
.	SENT	.
Or	CC	or
the	DT	the
blowfish	NNS	blowfish
.	SENT	.
The	DT	the
blowfish	NN	blowfish
is	VBZ	be
like	IN	like
the	DT	the
Incredible	JJ	incredible
Hulk	NP	Hulk
.	SENT	.
It	PP	it
can	MD	can
change	VB	change
its	PP$	its
body	NN	body
into	IN	into
a	DT	a
big	JJ	big
,	,	,
intimidating	JJ	intimidating
fish	NN	fish
in	IN	in
a	DT	a
matter	NN	matter
of	IN	of
seconds	NNS	second
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
draw	VB	draw
this	DT	this
blowfish	NNS	blowfish
uninflated	JJ	uninflated
.	SENT	.
And	CC	and
then	RB	then
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
attempt	VB	attempt
onscreen	NN	onscreen
animation	NN	animation
here	RB	here
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
see	VBP	see
.	SENT	.
Try	VB	try
and	CC	and
inflate	VB	inflate
it	PP	it
.	SENT	.
"	``	"
You	PP	you
talkin	NN	<unknown>
'	''	'
to	TO	to
me	PP	me
?	SENT	?
"	``	"
See	VB	see
,	,	,
he	PP	he
can	MD	can
inflate	VB	inflate
himself	PP	himself
when	WRB	when
he	PP	he
wants	VBZ	want
to	TO	to
be	VB	be
intimidating	JJ	intimidating
.	SENT	.
Or	CC	or
take	VB	take
this	DT	this
swordfish	NN	swordfish
.	SENT	.
Could	MD	could
you	PP	you
imagine	VB	imagine
being	VBG	be
born	VBN	bear
with	IN	with
a	DT	a
tool	NN	tool
for	IN	for
a	DT	a
nose	NN	nose
?	SENT	?
Do	VBP	do
you	PP	you
think	VBP	think
he	PP	he
wakes	VBZ	wake
up	RP	up
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
looks	VBZ	look
in	IN	in
the	DT	the
mirror	NN	mirror
and	CC	and
says	VBZ	say
,	,	,
"	``	"
Somebody	NN	somebody
'	''	'
s	NNS	<unknown>
getting	VBG	get
stabbed	VBN	stab
today	NN	today
.	SENT	.
"	''	"
Or	CC	or
this	DT	this
lionfish	NNS	lionfish
for	IN	for
instance	NN	instance
.	SENT	.
Imagine	VB	imagine
trying	VBG	try
to	TO	to
make	VB	make
friends	NNS	friend
covered	VBN	cover
with	IN	with
razor-sharp	JJ	razor-sharp
poisonous	JJ	poisonous
barbs	NNS	barb
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
something	NN	something
you	PP	you
want	VBP	want
to	TO	to
put	VB	put
on	IN	on
your	PP$	your
Facebook	NN	<unknown>
page	NN	page
,	,	,
right	RB	right
?	SENT	?
My	PP$	my
characters	NNS	character
are	VBP	be
—	:	-
my	PP$	my
lead	JJ	lead
character	NN	character
'	POS	'
s	NNS	<unknown>
a	DT	a
shark	NN	shark
named	VBN	name
Sherman	NP	Sherman
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
a	DT	a
great	JJ	great
white	JJ	white
shark	NN	shark
.	SENT	.
And	CC	and
I	PP	I
kind	NN	kind
of	IN	of
broke	RB	broke
the	DT	the
mold	NN	mold
with	IN	with
Sherman	NP	Sherman
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
go	VB	go
with	IN	with
this	DT	this
ruthless	JJ	ruthless
predator	NN	predator
image	NN	image
.	SENT	.
He	PP	he
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
just	RB	just
out	IN	out
there	RB	there
making	VBG	make
a	DT	a
living	NN	living
.	SENT	.
He	PP	he
'	POS	'
s	JJ	<unknown>
sort	NN	sort
of	IN	of
a	DT	a
Homer	NP	Homer
Simpson	NP	Simpson
with	IN	with
fins	NNS	fin
.	SENT	.
And	CC	and
then	RB	then
his	PP$	his
sidekick	NN	sidekick
is	VBZ	be
a	DT	a
sea	NN	sea
turtle	NN	turtle
,	,	,
as	IN	as
I	PP	I
mentioned	VBD	mention
before	RB	before
,	,	,
named	VBN	name
Filmore	NP	Filmore
.	SENT	.
He	PP	he
uses	VBZ	use
his	PP$	his
wonderful	JJ	wonderful
skills	NNS	skill
at	IN	at
navigation	NN	navigation
to	TO	to
wander	VB	wander
the	DT	the
oceans	NNS	ocean
,	,	,
looking	VBG	look
for	IN	for
a	DT	a
mate	NN	mate
.	SENT	.
And	CC	and
he	PP	he
does	VBZ	do
manage	VB	manage
to	TO	to
find	VB	find
them	PP	them
,	,	,
but	CC	but
great	JJ	great
navigation	NN	navigation
skills	NNS	skill
,	,	,
lousy	JJ	lousy
pick-up	NN	pick-up
lines	NNS	line
.	SENT	.
He	PP	he
never	RB	never
seems	VBZ	seem
to	TO	to
settle	VB	settle
on	IN	on
any	DT	any
particular	JJ	particular
girl	NN	girl
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
hermit	NN	hermit
crab	NN	crab
named	VBN	name
Hawthorne	NP	Hawthorne
,	,	,
who	WP	who
doesn	NP	<unknown>
'	POS	'
t	NN	t
get	VB	get
a	DT	a
lot	NN	lot
of	IN	of
respect	NN	respect
as	IN	as
a	DT	a
hermit	NN	hermit
crab	NN	crab
,	,	,
so	IN	so
he	PP	he
kind	NN	kind
of	IN	of
wishes	NNS	wish
he	PP	he
were	VBD	be
a	DT	a
great	JJ	great
white	JJ	white
shark	NN	shark
.	SENT	.
And	CC	and
then	RB	then
I	NP	I
'	POS	'
ll	NNS	<unknown>
introduce	VB	introduce
you	PP	you
to	TO	to
one	CD	one
more	JJR	more
character	NN	character
,	,	,
this	DT	this
guy	NN	guy
,	,	,
Ernest	NP	Ernest
,	,	,
who	WP	who
is	VBZ	be
basically	RB	basically
a	DT	a
juvenile	JJ	juvenile
delinquent	NN	delinquent
in	IN	in
a	DT	a
fish	NN	fish
body	NN	body
.	SENT	.
So	RB	so
with	IN	with
characters	NNS	character
,	,	,
you	PP	you
can	MD	can
make	VB	make
stories	NNS	story
.	SENT	.
Sometimes	RB	sometimes
making	VBG	make
a	DT	a
story	NN	story
is	VBZ	be
as	RB	as
easy	JJ	easy
as	IN	as
putting	VBG	put
two	CD	two
characters	NNS	character
in	IN	in
a	DT	a
room	NN	room
and	CC	and
seeing	NN	seeing
what	WP	what
happens	VBZ	happen
.	SENT	.
So	RB	so
,	,	,
imagine	VB	imagine
a	DT	a
great	JJ	great
white	JJ	white
shark	NN	shark
and	CC	and
a	DT	a
giant	JJ	giant
squid	NN	squid
in	IN	in
the	DT	the
same	JJ	same
bathroom	NN	bathroom
.	SENT	.
Or	CC	or
,	,	,
sometimes	RB	sometimes
I	PP	I
take	VBP	take
them	PP	them
to	TO	to
places	NNS	place
that	IN	that
people	NNS	people
have	VBP	have
never	RB	never
heard	VBN	hear
of	IN	of
because	IN	because
they	PP	they
'	POS	'
re	NN	re
underwater	RB	underwater
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
I	PP	I
took	VBD	take
them	PP	them
skiing	VBG	ski
in	IN	in
the	DT	the
Mid-Atlantic	NP	Mid-Atlantic
Range	NP	Range
,	,	,
which	WDT	which
is	VBZ	be
this	DT	this
range	NN	range
of	IN	of
mountains	NNS	mountain
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
Atlantic	NP	Atlantic
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
taken	VBN	take
them	PP	them
to	TO	to
the	DT	the
Sea	NP	Sea
of	IN	of
Japan	NP	Japan
,	,	,
where	WRB	where
they	PP	they
met	VBD	meet
giant	JJ	giant
jellyfish	NNS	jellyfish
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
taken	VBN	take
them	PP	them
camping	NN	camping
in	IN	in
the	DT	the
kelp	NN	kelp
forests	NNS	forest
of	IN	of
California	NP	California
.	SENT	.
This	DT	this
next	JJ	next
one	CD	one
here	RB	here
,	,	,
I	PP	I
did	VBD	do
a	DT	a
story	NN	story
on	IN	on
the	DT	the
census	NN	census
of	IN	of
marine	JJ	marine
life	NN	life
.	SENT	.
And	CC	and
that	DT	that
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
fun	NN	fun
because	IN	because
,	,	,
as	IN	as
most	JJS	most
of	IN	of
you	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
real	JJ	real
project	NN	project
we	PP	we
'	POS	'
ve	NN	ve
heard	VBD	hear
about	RB	about
.	SENT	.
But	CC	but
it	PP	it
was	VBD	be
a	DT	a
chance	NN	chance
for	IN	for
me	PP	me
to	TO	to
introduce	VB	introduce
readers	NNS	reader
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
crazy	JJ	crazy
undersea	JJ	undersea
characters	NNS	character
.	SENT	.
So	RB	so
we	PP	we
start	VBP	start
off	RP	off
the	DT	the
story	NN	story
with	IN	with
Ernest	NP	Ernest
,	,	,
who	WP	who
volunteers	VBZ	volunteer
as	IN	as
a	DT	a
census	NN	census
taker	NN	taker
.	SENT	.
He	PP	he
goes	VBZ	go
down	RP	down
and	CC	and
he	PP	he
meets	VBZ	meet
this	DT	this
famous	JJ	famous
anglerfish	NN	<unknown>
.	SENT	.
Then	RB	then
he	PP	he
meets	VBZ	meet
the	DT	the
yeti	NN	yeti
crab	NN	crab
,	,	,
the	DT	the
famous	JJ	famous
vampire	NN	vampire
squid	NN	squid
—	:	-
elusive	JJ	elusive
,	,	,
hard	JJ	hard
to	TO	to
find	VB	find
—	:	-
and	CC	and
the	DT	the
Dumbo	NP	Dumbo
octopus	NN	octopus
,	,	,
which	WDT	which
looks	VBZ	look
so	RB	so
much	RB	much
like	IN	like
a	DT	a
cartoon	NN	cartoon
in	IN	in
real	JJ	real
life	NN	life
that	IN	that
really	RB	really
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
to	TO	to
change	VB	change
a	DT	a
thing	NN	thing
when	WRB	when
I	PP	I
drew	VBD	draw
it	PP	it
.	SENT	.
I	PP	I
did	VBD	do
another	DT	another
story	NN	story
on	IN	on
marine	JJ	marine
debris	NN	debris
.	SENT	.
I	PP	I
was	VBD	be
speaking	VBG	speak
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
my	PP$	my
friends	NNS	friend
in	IN	in
the	DT	the
conservation	NN	conservation
