Today	NN	today
percent	NN	percent
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
about	IN	about
what	WP	what
you	PP	you
'	POS	'
d	NN	d
expect	VBP	expect
.	SENT	.
In	IN	in
El	NP	El
Salvador	NP	Salvador
,	,	,
very	RB	very
similar	JJ	similar
,	,	,
66	CD	@card@
percent	NN	percent
.	SENT	.
Thailand	NP	Thailand
,	,	,
64	CD	@card@
percent	NN	percent
.	SENT	.
But	CC	but
let	VB	let
'	''	'
s	NNS	<unknown>
compare	VBP	compare
that	IN	that
to	TO	to
other	JJ	other
places	NNS	place
,	,	,
like	IN	like
Uttar	NP	Uttar
Pradesh	NP	Pradesh
,	,	,
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
states	NNS	state
in	IN	in
India	NP	India
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
if	IN	if
Uttar	NP	Uttar
Pradesh	NP	Pradesh
was	VBD	be
its	PP$	its
own	JJ	own
country	NN	country
,	,	,
it	PP	it
would	MD	would
be	VB	be
the	DT	the
fifth	JJ	fifth
largest	JJS	large
country	NN	country
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
Their	PP$	their
contraception	NN	contraception
rate	NN	rate
—	:	-
29	CD	@card@
percent	NN	percent
.	SENT	.
Nigeria	NP	Nigeria
,	,	,
the	DT	the
most	RBS	most
populous	JJ	populous
country	NN	country
in	IN	in
Africa	NP	Africa
,	,	,
10	CD	@card@
percent	NN	percent
.	SENT	.
Chad	NP	Chad
,	,	,
2	CD	@card@
percent	NN	percent
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
just	RB	just
take	VBP	take
one	CD	one
country	NN	country
in	IN	in
Africa	NP	Africa
,	,	,
Senegal	NP	Senegal
.	SENT	.
Their	PP$	their
rate	NN	rate
is	VBZ	be
about	RB	about
12	CD	@card@
percent	NN	percent
.	SENT	.
But	CC	but
why	WRB	why
is	VBZ	be
it	PP	it
so	RB	so
low	JJ	low
?	SENT	?
One	CD	one
reason	NN	reason
is	VBZ	be
that	IN	that
the	DT	the
most	RBS	most
popular	JJ	popular
contraceptives	NNS	contraceptive
are	VBP	be
rarely	RB	rarely
available	JJ	available
.	SENT	.
Women	NNS	woman
in	IN	in
Africa	NP	Africa
will	MD	will
tell	VB	tell
you	PP	you
over	RP	over
and	CC	and
over	RP	over
again	RB	again
that	IN	that
what	WP	what
they	PP	they
prefer	VBP	prefer
today	NN	today
is	VBZ	be
an	DT	an
injectable	JJ	injectable
.	SENT	.
They	PP	they
get	VBP	get
it	PP	it
in	IN	in
their	PP$	their
arm	NN	arm
—	:	-
and	CC	and
they	PP	they
go	VBP	go
about	RB	about
four	CD	four
times	NNS	time
a	DT	a
year	NN	year
,	,	,
they	PP	they
have	VBP	have
to	TO	to
get	VB	get
it	PP	it
every	DT	every
three	CD	three
months	NNS	month
—	:	-
to	TO	to
get	VB	get
their	PP$	their
injection	NN	injection
.	SENT	.
The	DT	the
reason	NN	reason
women	NNS	woman
like	VBP	like
it	PP	it
so	RB	so
much	RB	much
in	IN	in
Africa	NP	Africa
is	VBZ	be
they	PP	they
can	MD	can
hide	VB	hide
it	PP	it
from	IN	from
their	PP$	their
husbands	NNS	husband
,	,	,
who	WP	who
sometimes	RB	sometimes
want	VBP	want
a	DT	a
lot	NN	lot
of	IN	of
children	NNS	child
.	SENT	.
The	DT	the
problem	NN	problem
is	VBZ	be
every	DT	every
other	JJ	other
time	NN	time
a	DT	a
woman	NN	woman
goes	VBZ	go
into	IN	into
a	DT	a
clinic	NN	clinic
in	IN	in
Senegal	NP	Senegal
,	,	,
that	DT	that
injection	NN	injection
is	VBZ	be
stocked	VBN	stock
out	RP	out
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
stocked	VBD	stock
out	RP	out
150	CD	@card@
days	NNS	day
out	RB	out
of	IN	of
the	DT	the
year	NN	year
.	SENT	.
So	RB	so
can	MD	can
you	PP	you
imagine	VB	imagine
the	DT	the
situation	NN	situation
—	:	-
she	PP	she
walks	VBZ	walk
all	PDT	all
this	DT	this
way	NN	way
to	TO	to
go	VB	go
get	VB	get
her	PP$	her
injection	NN	injection
.	SENT	.
She	PP	she
leaves	VBZ	leave
her	PP$	her
field	NN	field
,	,	,
sometimes	RB	sometimes
leaves	VBZ	leave
her	PP$	her
children	NNS	child
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
there	RB	there
.	SENT	.
And	CC	and
she	PP	she
doesn	NP	<unknown>
'	POS	'
t	NN	t
know	VB	know
when	WRB	when
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
available	JJ	available
again	RB	again
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
same	JJ	same
story	NN	story
across	IN	across
the	DT	the
continent	NN	continent
of	IN	of
Africa	NP	Africa
today	NN	today
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
created	VBD	create
as	IN	as
a	DT	a
world	NN	world
has	VBZ	have
become	VBN	become
a	DT	a
life-and-death	NN	life-and-death
crisis	NN	crisis
.	SENT	.
There	EX	there
are	VBP	be
100	CD	@card@
,	,	,
000	CD	@card@
women	NNS	woman
[	SYM	[
per	IN	per
year	NN	year
]	SYM	]
who	WP	who
say	VBP	say
they	PP	they
don	VB	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
be	VB	be
pregnant	JJ	pregnant
and	CC	and
they	PP	they
die	VBP	die
in	IN	in
childbirth	NN	childbirth
—	:	-
100	CD	@card@
,	,	,
000	CD	@card@
women	NNS	woman
a	DT	a
year	NN	year
.	SENT	.
There	EX	there
are	VBP	be
another	DT	another
600	CD	@card@
,	,	,
000	CD	@card@
women	NNS	woman
[	SYM	[
per	IN	per
year	NN	year
]	SYM	]
who	WP	who
say	VBP	say
they	PP	they
didn	NN	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
be	VB	be
pregnant	JJ	pregnant
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
,	,	,
and	CC	and
they	PP	they
give	VBP	give
birth	NN	birth
to	TO	to
a	DT	a
baby	NN	baby
and	CC	and
her	PP$	her
baby	NN	baby
dies	VBZ	die
in	IN	in
that	DT	that
first	JJ	first
month	NN	month
of	IN	of
life	NN	life
.	SENT	.
I	PP	I
know	VBP	know
everyone	NN	everyone
wants	VBZ	want
to	TO	to
save	VB	save
these	DT	these
mothers	NNS	mother
and	CC	and
these	DT	these
children	NNS	child
.	SENT	.
But	CC	but
somewhere	RB	somewhere
along	IN	along
the	DT	the
way	NN	way
,	,	,
we	PP	we
got	VBD	get
confused	VBN	confuse
by	IN	by
our	PP$	our
own	JJ	own
conversation	NN	conversation
.	SENT	.
And	CC	and
we	PP	we
stopped	VBD	stop
trying	VBG	try
to	TO	to
save	VB	save
these	DT	these
lives	NNS	life
.	SENT	.
So	RB	so
if	IN	if
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
make	VB	make
progress	NN	progress
on	IN	on
this	DT	this
issue	NN	issue
,	,	,
we	PP	we
have	VBP	have
to	TO	to
be	VB	be
really	RB	really
clear	JJ	clear
about	IN	about
what	WP	what
our	PP$	our
agenda	NN	agenda
is	VBZ	be
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
not	RB	not
talking	VBG	talk
about	IN	about
abortion	NN	abortion
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
not	RB	not
talking	VBG	talk
about	IN	about
population	NN	population
control	NN	control
.	SENT	.
What	WP	what
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	RB	about
is	VBZ	be
giving	VBG	give
women	NNS	woman
the	DT	the
power	NN	power
to	TO	to
save	VB	save
their	PP$	their
lives	NNS	life
,	,	,
to	TO	to
save	VB	save
their	PP$	their
children	NNS	child
'	POS	'
s	NN	S
lives	NNS	life
and	CC	and
to	TO	to
give	VB	give
their	PP$	their
families	NNS	family
the	DT	the
best	RBS	well
possible	JJ	possible
future	NN	future
.	SENT	.
Now	RB	now
,	,	,
as	IN	as
a	DT	a
world	NN	world
,	,	,
there	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
things	NNS	thing
we	PP	we
have	VBP	have
to	TO	to
do	VB	do
in	IN	in
the	DT	the
global	JJ	global
health	NN	health
community	NN	community
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
make	VB	make
the	DT	the
world	NN	world
better	RBR	well
in	IN	in
the	DT	the
future	NN	future
—	:	-
things	NNS	thing
like	IN	like
fight	NN	fight
diseases	NNS	disease
.	SENT	.
So	IN	so
many	JJ	many
children	NNS	child
today	NN	today
die	NN	die
of	IN	of
diarrhea	NN	diarrhea
,	,	,
as	IN	as
you	PP	you
heard	VBD	hear
earlier	RBR	earlier
,	,	,
and	CC	and
pneumonia	NN	pneumonia
.	SENT	.
They	PP	they
kill	VBP	kill
literally	RB	literally
millions	NNS	million
of	IN	of
children	NNS	child
a	DT	a
year	NN	year
.	SENT	.
We	PP	we
also	RB	also
need	VBP	need
to	TO	to
help	VB	help
small	JJ	small
farmers	NNS	farmer
—	:	-
farmers	NNS	farmer
who	WP	who
plow	VBP	plow
small	JJ	small
plots	NNS	plot
of	IN	of
land	NN	land
in	IN	in
Africa	NP	Africa
—	:	-
so	CC	so
that	IN	that
they	PP	they
can	MD	can
grow	VB	grow
enough	JJ	enough
food	NN	food
to	TO	to
feed	VB	feed
their	PP$	their
children	NNS	child
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
children	NNS	child
are	VBP	be
educated	VBN	educate
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
But	CC	but
one	CD	one
of	IN	of
the	DT	the
simplest	JJS	simple
and	CC	and
most	RBS	most
transformative	JJ	transformative
things	NNS	thing
we	PP	we
can	MD	can
do	VB	do
is	VBZ	be
to	TO	to
give	VB	give
everybody	NN	everybody
access	NN	access
to	TO	to
birth	VB	birth
control	NN	control
methods	NNS	method
that	WDT	that
almost	RB	almost
all	DT	all
Germans	NPS	Germans
have	VBP	have
access	NN	access
to	TO	to
and	CC	and
all	DT	all
Americans	NPS	Americans
,	,	,
at	IN	at
some	DT	some
point	NN	point
,	,	,
they	PP	they
use	VBP	use
these	DT	these
tools	NNS	tool
during	IN	during
their	PP$	their
life	NN	life
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
as	RB	as
long	RB	long
as	IN	as
we	PP	we
'	POS	'
re	NN	re
really	RB	really
clear	JJ	clear
about	IN	about
what	WP	what
our	PP$	our
agenda	NN	agenda
is	VBZ	be
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
global	JJ	global
movement	NN	movement
waiting	VBG	wait
to	TO	to
happen	VB	happen
and	CC	and
ready	JJ	ready
to	TO	to
get	VB	get
behind	IN	behind
this	DT	this
totally	RB	totally
uncontroversial	JJ	uncontroversial
idea	NN	idea
.	SENT	.
When	WRB	when
I	PP	I
grew	VBD	grow
up	RP	up
,	,	,
I	PP	I
grew	VBD	grow
up	RP	up
in	IN	in
a	DT	a
Catholic	JJ	Catholic
home	NN	home
.	SENT	.
I	PP	I
still	RB	still
consider	VBP	consider
myself	PP	myself
a	DT	a
practicing	VBG	practice
Catholic	NP	Catholic
.	SENT	.
My	PP$	my
mom	NN	mom
'	POS	'
s	NN	S
great-uncle	NN	great-uncle
was	VBD	be
a	DT	a
Jesuit	NN	Jesuit
priest	NN	priest
.	SENT	.
My	PP$	my
great-aunt	NN	great-aunt
was	VBD	be
a	DT	a
Dominican	JJ	Dominican
nun	NN	nun
.	SENT	.
She	PP	she
was	VBD	be
a	DT	a
schoolteacher	NN	schoolteacher
and	CC	and
a	DT	a
principal	NN	principal
her	PP$	her
entire	JJ	entire
life	NN	life
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
she	PP	she
'	POS	'
s	NN	S
the	DT	the
one	CD	one
who	WP	who
taught	VBD	teach
me	PP	me
as	IN	as
a	DT	a
young	JJ	young
girl	NN	girl
how	WRB	how
to	TO	to
read	VB	read
.	SENT	.
I	PP	I
was	VBD	be
very	RB	very
close	JJ	close
to	TO	to
her	PP	her
.	SENT	.
And	CC	and
I	PP	I
went	VBD	go
to	TO	to
Catholic	JJ	Catholic
schools	NNS	school
for	IN	for
my	PP$	my
entire	JJ	entire
childhood	NN	childhood
until	IN	until
I	PP	I
left	VBD	leave
home	RB	home
to	TO	to
go	VB	go
to	TO	to
university	NN	university
.	SENT	.
In	IN	in
my	PP$	my
high	JJ	high
school	NN	school
,	,	,
Ursuline	NP	Ursuline
Academy	NP	Academy
,	,	,
the	DT	the
nuns	NNS	nun
made	VBD	make
service	NN	service
and	CC	and
social	JJ	social
justice	NN	justice
a	DT	a
high	JJ	high
priority	NN	priority
in	IN	in
the	DT	the
school	NN	school
.	SENT	.
Today	NN	today
,	,	,
in	IN	in
the	NP	the
[	SYM	[
Gates	NP	Gates
]	SYM	]
Foundation	NP	Foundation
'	POS	'
s	NN	S
work	NN	work
,	,	,
I	PP	I
believe	VBP	believe
I	PP	I
'	''	'
m	NN	m
applying	VBG	apply
the	DT	the
lessons	NNS	lesson
that	IN	that
I	PP	I
learned	VBD	learn
in	IN	in
high	JJ	high
school	NN	school
.	SENT	.
So	RB	so
,	,	,
in	IN	in
the	DT	the
tradition	NN	tradition
of	IN	of
Catholic	JJ	Catholic
scholars	NNS	scholar
,	,	,
the	DT	the
nuns	NNS	nun
also	RB	also
taught	VBD	teach
us	PP	us
to	TO	to
question	VB	question
received	VBN	receive
teachings	NNS	teaching
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
teachings	NNS	teaching
that	IN	that
we	PP	we
girls	NNS	girl
and	CC	and
my	PP$	my
peers	NNS	peer
questioned	VBD	question
was	VBD	be
is	VBZ	be
birth	NN	birth
control	NN	control
really	RB	really
a	DT	a
sin	NN	sin
?	SENT	?
Because	IN	because
I	PP	I
think	VBP	think
one	PP	one
of	IN	of
the	DT	the
reasons	NNS	reason
we	PP	we
have	VBP	have
this	DT	this
huge	JJ	huge
discomfort	NN	discomfort
talking	VBG	talk
about	IN	about
contraception	NN	contraception
is	VBZ	be
this	DT	this
lingering	VBG	linger
concern	NN	concern
that	IN	that
if	IN	if
we	PP	we
separate	JJ	separate
sex	NN	sex
from	IN	from
reproduction	NN	reproduction
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
promote	VB	promote
promiscuity	NN	promiscuity
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	VBG	<unknown>
a	DT	a
reasonable	JJ	reasonable
question	NN	question
to	TO	to
be	VB	be
asked	VBN	ask
about	IN	about
contraception	NN	contraception
—	:	-
what	WP	what
is	VBZ	be
its	PP$	its
impact	NN	impact
on	IN	on
sexual	JJ	sexual
morality	NN	morality
?	SENT	?
But	CC	but
,	,	,
like	IN	like
most	JJS	most
women	NNS	woman
,	,	,
my	PP$	my
decision	NN	decision
about	IN	about
birth	NN	birth
control	NN	control
had	VBD	have
nothing	NN	nothing
to	TO	to
do	VB	do
with	IN	with
promiscuity	NN	promiscuity
.	SENT	.
I	PP	I
had	VBD	have
a	DT	a
plan	NN	plan
for	IN	for
my	PP$	my
future	NN	future
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
go	VB	go
to	TO	to
college	NN	college
.	SENT	.
I	PP	I
studied	VBD	study
really	RB	really
hard	JJ	hard
in	IN	in
college	NN	college
,	,	,
and	CC	and
I	PP	I
was	VBD	be
proud	JJ	proud
to	TO	to
be	VB	be
one	CD	one
of	IN	of
the	DT	the
very	RB	very
few	JJ	few
female	JJ	female
computer	NN	computer
science	NN	science
graduates	NNS	graduate
at	IN	at
my	PP$	my
university	NN	university
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
have	VB	have
a	DT	a
career	NN	career
,	,	,
so	RB	so
I	PP	I
went	VBD	go
on	IN	on
to	TO	to
business	NN	business
school	NN	school
and	CC	and
I	PP	I
became	VBD	become
one	CD	one
of	IN	of
the	DT	the
youngest	JJS	young
female	JJ	female
executives	NNS	executive
at	IN	at
Microsoft	NP	Microsoft
.	SENT	.
I	PP	I
still	RB	still
remember	VBP	remember
,	,	,
though	RB	though
,	,	,
when	WRB	when
I	PP	I
left	VBD	leave
my	PP$	my
parents	NNS	parent
'	POS	'
home	NN	home
to	TO	to
move	VB	move
across	IN	across
the	DT	the
country	NN	country
to	TO	to
start	VB	start
this	DT	this
new	JJ	new
job	NN	job
at	IN	at
Microsoft	NP	Microsoft
.	SENT	.
They	PP	they
had	VBD	have
sacrificed	VBN	sacrifice
a	DT	a
lot	NN	lot
to	TO	to
give	VB	give
me	PP	me
five	CD	five
years	NNS	year
of	IN	of
higher	JJR	high
education	NN	education
.	SENT	.
But	CC	but
they	PP	they
said	VBD	say
,	,	,
as	IN	as
I	PP	I
left	VBD	leave
home	RB	home
—	:	-
and	CC	and
I	PP	I
literally	RB	literally
went	VBD	go
down	RP	down
the	DT	the
front	JJ	front
steps	NNS	step
,	,	,
down	RB	down
the	DT	the
porch	NN	porch
at	IN	at
home	NN	home
—	:	-
and	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
Even	RB	even
though	IN	though
you	PP	you
'	POS	'
ve	NN	ve
had	VBD	have
this	DT	this
great	JJ	great
education	NN	education
,	,	,
if	IN	if
you	PP	you
decide	VBP	decide
to	TO	to
get	VB	get
married	JJ	married
and	CC	and
have	VB	have
kids	NNS	kid
right	RB	right
away	RB	away
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
by	IN	by
us	PP	us
,	,	,
too	RB	too
.	SENT	.
"	''	"
They	PP	they
wanted	VBD	want
me	PP	me
to	TO	to
do	VB	do
the	DT	the
thing	NN	thing
that	WDT	that
would	MD	would
make	VB	make
me	PP	me
the	DT	the
very	RB	very
happiest	JJS	happy
.	SENT	.
I	PP	I
was	VBD	be
free	JJ	free
to	TO	to
decide	VB	decide
what	WP	what
that	DT	that
would	MD	would
be	VB	be
.	SENT	.
It	PP	it
was	VBD	be
an	DT	an
amazing	JJ	amazing
feeling	NN	feeling
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
I	PP	I
did	VBD	do
want	VB	want
to	TO	to
have	VB	have
kids	NNS	kid
—	:	-
but	CC	but
I	PP	I
wanted	VBD	want
to	TO	to
have	VB	have
them	PP	them
when	WRB	when
I	PP	I
was	VBD	be
ready	JJ	ready
.	SENT	.
And	CC	and
so	RB	so
now	RB	now
,	,	,
Bill	NP	Bill
and	CC	and
I	PP	I
have	VBP	have
three	CD	three
.	SENT	.
And	CC	and
when	WRB	when
our	PP$	our
eldest	JJ	eldest
daughter	NN	daughter
was	VBD	be
born	VBN	bear
,	,	,
we	PP	we
weren	NNS	<unknown>
'	POS	'
t	NN	t
,	,	,
I	PP	I
would	MD	would
say	VB	say
,	,	,
exactly	RB	exactly
sure	JJ	sure
how	WRB	how
to	TO	to
be	VB	be
great	JJ	great
parents	NNS	parent
.	SENT	.
Maybe	RB	maybe
some	DT	some
of	IN	of
you	PP	you
know	VBP	know
that	IN	that
feeling	VBG	feel
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
waited	VBD	wait
a	DT	a
little	JJ	little
while	NN	while
before	IN	before
we	PP	we
had	VBD	have
our	PP$	our
second	JJ	second
child	NN	child
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
no	DT	no
accident	NN	accident
that	IN	that
we	PP	we
have	VBP	have
three	CD	three
children	NNS	child
that	WDT	that
are	VBP	be
spaced	VBN	space
three	CD	three
years	NNS	year
apart	RB	apart
.	SENT	.
Now	RB	now
,	,	,
as	IN	as
a	DT	a
mother	NN	mother
,	,	,
what	WP	what
do	VBP	do
I	PP	I
want	VBP	want
the	DT	the
very	RB	very
most	JJS	most
for	IN	for
my	PP$	my
children	NNS	child
?	SENT	?
I	PP	I
want	VBP	want
them	PP	them
to	TO	to
feel	VB	feel
the	DT	the
way	NN	way
I	PP	I
did	VBD	do
—	:	-
like	IN	like
they	PP	they
can	MD	can
do	VB	do
anything	NN	anything
they	PP	they
want	VBP	want
to	TO	to
do	VB	do
in	IN	in
life	NN	life
.	SENT	.
And	CC	and
so	RB	so
,	,	,
what	WP	what
has	VBZ	have
struck	VBN	strike
me	PP	me
as	IN	as
I	PP	I
'	POS	'
ve	NN	ve
travelled	VBD	travel
the	DT	the
last	JJ	last
decade	NN	decade
for	IN	for
the	DT	the
foundation	NN	foundation
around	IN	around
the	DT	the
world	NN	world
is	VBZ	be
that	IN	that
all	DT	all
women	NNS	woman
want	VBP	want
that	IN	that
same	JJ	same
thing	NN	thing
.	SENT	.
Last	JJ	last
year	NN	year
,	,	,
I	PP	I
was	VBD	be
in	IN	in
Nairobi	NP	Nairobi
,	,	,
in	IN	in
the	DT	the
slums	NNS	slum
,	,	,
in	IN	in
one	PP	one
called	VBD	call
Korogocho	NP	<unknown>
—	:	-
which	WDT	which
literally	RB	literally
means	VBZ	mean
when	WRB	when
translated	VBN	translate
,	,	,
"	''	"
standing	VBG	stand
shoulder	NN	shoulder
to	TO	to
shoulder	VB	shoulder
.	SENT	.
"	``	"
And	CC	and
I	PP	I
spoke	VBD	speak
with	IN	with
this	DT	this
women	NNS	woman
'	POS	'
s	NN	S
group	NN	group
that	RB	that
'	POS	'
s	NN	S
pictured	VBD	picture
here	RB	here
.	SENT	.
And	CC	and
the	DT	the
women	NNS	woman
talked	VBD	talk
very	RB	very
openly	RB	openly
about	IN	about
their	PP$	their
family	NN	family
life	NN	life
in	IN	in
the	DT	the
slums	NNS	slum
,	,	,
what	WP	what
it	PP	it
was	VBD	be
like	JJ	like
.	SENT	.
And	CC	and
they	PP	they
talked	VBD	talk
quite	RB	quite
intimately	RB	intimately
about	IN	about
what	WP	what
they	PP	they
did	VBD	do
for	IN	for
birth	NN	birth
control	NN	control
.	SENT	.
Marianne	NP	Marianne
,	,	,
in	IN	in
the	DT	the
center	NN	center
of	IN	of
the	DT	the
screen	NN	screen
in	IN	in
the	DT	the
red	JJ	red
sweater	NN	sweater
,	,	,
she	PP	she
summed	VBD	sum
up	RP	up
that	IN	that
entire	JJ	entire
two-hour	JJ	two-hour
conversation	NN	conversation
in	IN	in
a	DT	a
phrase	NN	phrase
that	IN	that
I	PP	I
will	MD	will
never	RB	never
forget	VB	forget
.	SENT	.
