Well	RB	well
I	PP	I
felt	VBD	feel
that	IN	that
the	DT	the
software	NN	software
and	CC	and
my	PP$	my
brain	NN	brain
had	VBD	have
united	VBN	unite
,	,	,
because	IN	because
in	IN	in
my	PP$	my
dreams	NNS	dream
,	,	,
it	PP	it
was	VBD	be
my	PP$	my
brain	NN	brain
creating	VBG	create
electronic	JJ	electronic
sounds	NNS	sound
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
the	DT	the
software	NN	software
,	,	,
so	RB	so
that	RB	that
'	''	'
s	NN	S
when	WRB	when
I	PP	I
started	VBD	start
to	TO	to
feel	VB	feel
like	IN	like
a	DT	a
cyborg	NN	<unknown>
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
when	WRB	when
I	PP	I
started	VBD	start
to	TO	to
feel	VB	feel
that	IN	that
the	DT	the
cybernetic	JJ	cybernetic
device	NN	device
was	VBD	be
no	RB	no
longer	RBR	longer
a	DT	a
device	NN	device
.	SENT	.
It	PP	it
had	VBD	have
become	VBN	become
a	DT	a
part	NN	part
of	IN	of
my	PP$	my
body	NN	body
,	,	,
an	DT	an
extension	NN	extension
of	IN	of
my	PP$	my
senses	NNS	sense
,	,	,
and	CC	and
after	IN	after
some	DT	some
time	NN	time
,	,	,
it	PP	it
even	RB	even
became	VBD	become
a	DT	a
part	NN	part
of	IN	of
my	PP$	my
official	JJ	official
image	NN	image
.	SENT	.
This	DT	this
is	VBZ	be
my	PP$	my
passport	NN	passport
from	IN	from
2004	CD	@card@
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
not	RB	not
allowed	VBD	allow
to	TO	to
appear	VB	appear
on	IN	on
U	NP	U
.	SENT	.
K	NP	K
.	SENT	.
passports	NNS	passport
with	IN	with
electronic	JJ	electronic
equipment	NN	equipment
,	,	,
but	CC	but
I	PP	I
insisted	VBD	insist
to	TO	to
the	DT	the
passport	NN	passport
office	NN	office
that	IN	that
what	WP	what
they	PP	they
were	VBD	be
seeing	VBG	see
was	VBD	be
actually	RB	actually
a	DT	a
new	JJ	new
part	NN	part
of	IN	of
my	PP$	my
body	NN	body
,	,	,
an	DT	an
extension	NN	extension
of	IN	of
my	PP$	my
brain	NN	brain
,	,	,
and	CC	and
they	PP	they
finally	RB	finally
accepted	VBD	accept
me	PP	me
to	TO	to
appear	VB	appear
with	IN	with
the	DT	the
passport	NN	passport
photo	NN	photo
.	SENT	.
So	RB	so
,	,	,
life	NN	life
has	VBZ	have
changed	VBN	change
dramatically	RB	dramatically
since	IN	since
I	PP	I
hear	VBP	hear
color	NN	color
,	,	,
because	IN	because
color	NN	color
is	VBZ	be
almost	RB	almost
everywhere	RB	everywhere
,	,	,
so	RB	so
the	DT	the
biggest	JJS	big
change	NN	change
for	IN	for
example	NN	example
is	VBZ	be
going	VBG	go
to	TO	to
an	DT	an
art	NN	art
gallery	NN	gallery
,	,	,
I	PP	I
can	MD	can
listen	VB	listen
to	TO	to
a	DT	a
Picasso	NN	Picasso
,	,	,
for	IN	for
example	NN	example
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
like	IN	like
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
a	DT	a
concert	NN	concert
hall	NN	hall
,	,	,
because	IN	because
I	PP	I
can	MD	can
listen	VB	listen
to	TO	to
the	DT	the
paintings	NNS	painting
.	SENT	.
And	CC	and
supermarkets	NNS	supermarket
,	,	,
I	PP	I
find	VBP	find
this	DT	this
is	VBZ	be
very	RB	very
shocking	JJ	shocking
,	,	,
it	PP	it
'	POS	'
s	NN	S
very	RB	very
,	,	,
very	RB	very
attractive	JJ	attractive
to	TO	to
walk	VB	walk
along	IN	along
a	DT	a
supermarket	NN	supermarket
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
going	VBG	go
to	TO	to
a	DT	a
nightclub	NN	nightclub
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
full	JJ	full
of	IN	of
different	JJ	different
melodies	NNS	melody
.	SENT	.
Yeah	RB	yeah
.	SENT	.
Especially	RB	especially
the	DT	the
aisle	NN	aisle
with	IN	with
cleaning	VBG	clean
products	NNS	product
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
fabulous	JJ	fabulous
.	SENT	.
Also	RB	also
,	,	,
the	DT	the
way	NN	way
I	PP	I
dress	VBP	dress
has	VBZ	have
changed	VBN	change
.	SENT	.
Before	RB	before
,	,	,
I	PP	I
used	VBD	use
to	TO	to
dress	VB	dress
in	IN	in
a	DT	a
way	NN	way
that	IN	that
it	PP	it
looked	VBD	look
good	JJ	good
.	SENT	.
Now	RB	now
I	PP	I
dress	VBP	dress
in	IN	in
a	DT	a
way	NN	way
that	IN	that
it	PP	it
sounds	VBZ	sound
good	JJ	good
.	SENT	.
So	IN	so
today	NN	today
I	NP	I
'	POS	'
m	NN	m
dressed	VBD	dress
in	IN	in
C	$	C
major	JJ	major
,	,	,
so	IN	so
it	PP	it
'	POS	'
s	VBG	<unknown>
quite	PDT	quite
a	DT	a
happy	JJ	happy
chord	NN	chord
.	SENT	.
If	IN	if
I	PP	I
had	VBD	have
to	TO	to
go	VB	go
to	TO	to
a	DT	a
funeral	NN	funeral
,	,	,
though	RB	though
,	,	,
I	PP	I
would	MD	would
dress	VB	dress
in	IN	in
B	NP	B
minor	NN	minor
,	,	,
which	WDT	which
would	MD	would
be	VB	be
turquoise	JJ	turquoise
,	,	,
purple	JJ	purple
and	CC	and
orange	JJ	orange
.	SENT	.
Also	RB	also
,	,	,
food	NN	food
,	,	,
the	DT	the
way	NN	way
I	PP	I
look	VBP	look
at	IN	at
food	NN	food
has	VBZ	have
changed	VBN	change
,	,	,
because	IN	because
now	RB	now
I	PP	I
can	MD	can
display	VB	display
the	DT	the
food	NN	food
on	IN	on
a	DT	a
plate	NN	plate
,	,	,
so	RB	so
I	PP	I
can	MD	can
eat	VB	eat
my	PP$	my
favorite	JJ	favorite
song	NN	song
.	SENT	.
So	RB	so
depending	VBG	depend
on	IN	on
how	WRB	how
I	PP	I
display	VBP	display
it	PP	it
,	,	,
I	PP	I
can	MD	can
hear	VB	hear
and	CC	and
I	PP	I
can	MD	can
compose	VB	compose
music	NN	music
with	IN	with
food	NN	food
.	SENT	.
So	RB	so
imagine	VB	imagine
a	DT	a
restaurant	NN	restaurant
where	WRB	where
we	PP	we
can	MD	can
have	VB	have
,	,	,
like	VB	like
,	,	,
Lady	NP	Lady
Gaga	JJ	gaga
salads	NNS	salad
as	IN	as
starters	NNS	starter
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
this	DT	this
would	MD	would
get	VB	get
teenagers	NNS	teenager
to	TO	to
eat	VB	eat
their	PP$	their
vegetables	NNS	vegetable
,	,	,
probably	RB	probably
.	SENT	.
And	CC	and
also	RB	also
,	,	,
some	DT	some
Rachmaninov	NP	<unknown>
piano	NN	piano
concertos	NNS	concerto
as	IN	as
main	JJ	main
dishes	NNS	dish
,	,	,
and	CC	and
some	DT	some
Bjork	NP	Bjork
or	CC	or
Madonna	NP	Madonna
desserts	NNS	dessert
,	,	,
that	WDT	that
would	MD	would
be	VB	be
a	DT	a
very	RB	very
exciting	JJ	exciting
restaurant	NN	restaurant
where	WRB	where
you	PP	you
can	MD	can
actually	RB	actually
eat	VB	eat
songs	NNS	song
.	SENT	.
Also	RB	also
,	,	,
the	DT	the
way	NN	way
I	PP	I
perceive	VBP	perceive
beauty	NN	beauty
has	VBZ	have
changed	VBN	change
,	,	,
because	IN	because
when	WRB	when
I	PP	I
look	VBP	look
at	IN	at
someone	NN	someone
,	,	,
I	PP	I
hear	VBP	hear
their	PP$	their
face	NN	face
,	,	,
so	RB	so
someone	NN	someone
might	MD	might
look	VB	look
very	RB	very
beautiful	JJ	beautiful
but	CC	but
sound	JJ	sound
terrible	JJ	terrible
.	SENT	.
And	CC	and
it	PP	it
might	MD	might
happen	VB	happen
the	DT	the
opposite	NN	opposite
,	,	,
the	DT	the
other	JJ	other
way	NN	way
around	RB	around
.	SENT	.
So	RB	so
I	PP	I
really	RB	really
enjoy	VBP	enjoy
creating	VBG	create
,	,	,
like	VB	like
,	,	,
sound	JJ	sound
portraits	NNS	portrait
of	IN	of
people	NNS	people
.	SENT	.
Instead	RB	instead
of	IN	of
drawing	VBG	draw
someone	NN	someone
'	POS	'
s	NN	S
face	NN	face
,	,	,
like	IN	like
drawing	VBG	draw
the	DT	the
shape	NN	shape
,	,	,
I	PP	I
point	VBP	point
at	IN	at
them	PP	them
with	IN	with
the	DT	the
eye	NN	eye
and	CC	and
I	PP	I
write	VBP	write
down	RP	down
the	DT	the
different	JJ	different
notes	NNS	note
I	PP	I
hear	VBP	hear
,	,	,
and	CC	and
then	RB	then
I	PP	I
create	VBP	create
sound	JJ	sound
portraits	NNS	portrait
.	SENT	.
Here	RB	here
'	POS	'
s	NN	S
some	RB	some
faces	VBZ	face
.	SENT	.
Yeah	RB	yeah
,	,	,
Nicole	NP	Nicole
Kidman	NP	<unknown>
sounds	VBZ	sound
good	JJ	good
.	SENT	.
Some	DT	some
people	NNS	people
,	,	,
I	PP	I
would	MD	would
never	RB	never
relate	VB	relate
,	,	,
but	CC	but
they	PP	they
sound	VBP	sound
similar	JJ	similar
.	SENT	.
Prince	NP	Prince
Charles	NP	Charles
has	VBZ	have
some	DT	some
similarities	NNS	similarity
with	IN	with
Nicole	NP	Nicole
Kidman	NP	<unknown>
.	SENT	.
They	PP	they
have	VBP	have
similar	JJ	similar
sound	NN	sound
of	IN	of
eyes	NNS	eye
.	SENT	.
So	RB	so
you	PP	you
relate	VBP	relate
people	NNS	people
that	WDT	that
you	PP	you
wouldn	NP	<unknown>
'	POS	'
t	NN	t
relate	VBP	relate
,	,	,
and	CC	and
you	PP	you
can	MD	can
actually	RB	actually
also	RB	also
create	VB	create
concerts	NNS	concert
by	IN	by
looking	VBG	look
at	IN	at
the	DT	the
audience	NN	audience
faces	VBZ	face
.	SENT	.
So	RB	so
I	PP	I
connect	VBP	connect
the	DT	the
eye	NN	eye
,	,	,
and	CC	and
then	RB	then
I	PP	I
play	VBP	play
the	DT	the
audience	NN	audience
'	POS	'
s	NN	S
faces	VBZ	face
.	SENT	.
The	DT	the
good	JJ	good
thing	NN	thing
about	IN	about
this	DT	this
is	VBZ	be
,	,	,
if	IN	if
the	DT	the
concert	NN	concert
doesn	NN	<unknown>
'	POS	'
t	NN	t
sound	NN	sound
good	JJ	good
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
their	PP$	their
fault	NN	fault
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
not	RB	not
my	PP$	my
fault	NN	fault
,	,	,
because	RB	because
—	:	-
And	CC	and
so	RB	so
another	DT	another
thing	NN	thing
that	WDT	that
happens	VBZ	happen
is	VBZ	be
that	IN	that
I	PP	I
started	VBD	start
having	VBG	have
this	DT	this
secondary	JJ	secondary
effect	NN	effect
that	IN	that
normal	JJ	normal
sounds	NNS	sound
started	VBD	start
to	TO	to
become	VB	become
color	NN	color
.	SENT	.
I	PP	I
heard	VBD	hear
a	DT	a
telephone	NN	telephone
tone	NN	tone
,	,	,
and	CC	and
it	PP	it
felt	VBD	feel
green	JJ	green
because	IN	because
it	PP	it
sounded	VBD	sound
just	RB	just
like	IN	like
the	DT	the
color	NN	color
green	NN	green
.	SENT	.
The	DT	the
BBC	NP	BBC
beeps	NNS	beep
,	,	,
they	PP	they
sound	VBP	sound
turquoise	NN	turquoise
,	,	,
and	CC	and
listening	VBG	listen
to	TO	to
Mozart	NP	Mozart
became	VBD	become
a	DT	a
yellow	JJ	yellow
experience	NN	experience
,	,	,
so	RB	so
I	PP	I
started	VBD	start
to	TO	to
paint	VB	paint
music	NN	music
and	CC	and
paint	NN	paint
people	NNS	people
'	POS	'
s	NN	S
voices	NNS	voice
,	,	,
because	IN	because
people	NNS	people
'	POS	'
s	NN	S
voices	NNS	voice
have	VBP	have
frequencies	NNS	frequency
that	WDT	that
I	PP	I
relate	VBP	relate
to	TO	to
color	VB	color
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
some	DT	some
music	NN	music
translated	VBN	translate
into	IN	into
color	NN	color
.	SENT	.
For	IN	for
example	NN	example
,	,	,
Mozart	NP	Mozart
,	,	,
"	''	"
Queen	NP	Queen
of	IN	of
the	DT	the
Night	NN	night
,	,	,
"	''	"
looks	VBZ	look
like	IN	like
this	DT	this
.	SENT	.
Very	RB	very
yellow	JJ	yellow
and	CC	and
very	RB	very
colorful	JJ	colorful
,	,	,
because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
many	JJ	many
different	JJ	different
frequencies	NNS	frequency
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
a	DT	a
completely	RB	completely
different	JJ	different
song	NN	song
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
Justin	NP	Justin
Bieber	NP	Bieber
'	POS	'
s	NN	S
"	``	"
Baby	NP	Baby
.	SENT	.
"	``	"
It	PP	it
is	VBZ	be
very	RB	very
pink	JJ	pink
and	CC	and
very	RB	very
yellow	JJ	yellow
.	SENT	.
So	RB	so
,	,	,
also	RB	also
voices	NNS	voice
,	,	,
I	PP	I
can	MD	can
transform	VB	transform
speeches	NNS	speech
into	IN	into
color	NN	color
,	,	,
for	IN	for
example	NN	example
,	,	,
these	DT	these
are	VBP	be
two	CD	two
very	JJ	very
well-known	JJ	well-known
speeches	NNS	speech
.	SENT	.
One	CD	one
of	IN	of
them	PP	them
is	VBZ	be
Martin	NP	Martin
Luther	NP	Luther
King	NP	King
'	POS	'
s	NN	S
"	``	"
I	PP	I
Have	VBP	have
A	DT	a
Dream	NN	dream
,	,	,
"	''	"
and	CC	and
the	DT	the
other	JJ	other
one	CD	one
is	VBZ	be
Hitler	NP	Hitler
.	SENT	.
And	CC	and
I	PP	I
like	VBP	like
to	TO	to
exhibit	VB	exhibit
these	DT	these
paintings	NNS	painting
in	IN	in
the	DT	the
exhibition	NN	exhibition
halls	NNS	hall
without	IN	without
labels	NNS	label
,	,	,
and	CC	and
then	RB	then
I	PP	I
ask	VBP	ask
people	NNS	people
,	,	,
"	''	"
Which	WDT	which
one	PP	one
do	VBP	do
you	PP	you
prefer	VBP	prefer
?	SENT	?
"	''	"
And	CC	and
most	JJS	most
people	NNS	people
change	VBP	change
their	PP$	their
preference	NN	preference
when	WRB	when
I	PP	I
tell	VBP	tell
them	PP	them
that	IN	that
the	DT	the
one	CD	one
on	IN	on
the	DT	the
left	NN	left
is	VBZ	be
Hitler	NP	Hitler
and	CC	and
the	DT	the
one	CD	one
on	IN	on
the	DT	the
right	NN	right
is	VBZ	be
Martin	NP	Martin
Luther	NP	Luther
King	NP	King
.	SENT	.
So	RB	so
I	PP	I
got	VBD	get
to	TO	to
a	DT	a
point	NN	point
when	WRB	when
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
perceive	VB	perceive
360	CD	@card@
colors	NNS	color
,	,	,
just	RB	just
like	IN	like
human	JJ	human
vision	NN	vision
.	SENT	.
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
differentiate	VB	differentiate
all	PDT	all
the	DT	the
degrees	NNS	degree
of	IN	of
the	DT	the
color	NN	color
wheel	NN	wheel
.	SENT	.
But	CC	but
then	RB	then
,	,	,
I	PP	I
just	RB	just
thought	VBD	think
that	IN	that
this	DT	this
human	JJ	human
vision	NN	vision
wasn	NN	<unknown>
'	POS	'
t	NN	t
good	JJ	good
enough	NN	enough
.	SENT	.
There	EX	there
'	''	'
s	NNS	<unknown>
many	JJ	many
,	,	,
many	JJ	many
more	JJR	more
colors	NNS	color
around	IN	around
us	PP	us
that	IN	that
we	PP	we
cannot	MD	can
perceive	VB	perceive
,	,	,
but	CC	but
that	IN	that
electronic	JJ	electronic
eyes	NNS	eye
can	MD	can
perceive	VB	perceive
.	SENT	.
So	RB	so
I	PP	I
decided	VBD	decide
to	TO	to
continue	VB	continue
extending	VBG	extend
my	PP$	my
color	NN	color
senses	NNS	sense
,	,	,
and	CC	and
I	PP	I
added	VBD	add
infrared	JJ	infrared
and	CC	and
I	PP	I
added	VBD	add
ultraviolet	JJ	ultraviolet
to	TO	to
the	DT	the
color-to-sound	JJ	color-to-sound
scale	NN	scale
,	,	,
so	RB	so
now	RB	now
I	PP	I
can	MD	can
hear	VB	hear
colors	NNS	color
that	IN	that
the	DT	the
human	JJ	human
eye	NN	eye
cannot	MD	can
perceive	VB	perceive
.	SENT	.
For	IN	for
example	NN	example
,	,	,
perceiving	VBG	perceive
infrared	NN	infrared
is	VBZ	be
good	JJ	good
because	IN	because
you	PP	you
can	MD	can
actually	RB	actually
detect	VB	detect
if	IN	if
there	EX	there
'	''	'
s	NN	S
movement	NN	movement
detectors	NNS	detector
in	IN	in
a	DT	a
room	NN	room
.	SENT	.
I	PP	I
can	MD	can
hear	VB	hear
if	IN	if
someone	NN	someone
points	NNS	point
at	IN	at
me	PP	me
with	IN	with
a	DT	a
remote	JJ	remote
control	NN	control
.	SENT	.
And	CC	and
the	DT	the
good	JJ	good
thing	NN	thing
about	IN	about
perceiving	VBG	perceive
ultraviolet	NN	ultraviolet
is	VBZ	be
that	IN	that
you	PP	you
can	MD	can
hear	VB	hear
if	IN	if
it	PP	it
'	POS	'
s	NN	S
a	DT	a
good	JJ	good
day	NN	day
or	CC	or
a	DT	a
bad	JJ	bad
day	NN	day
to	TO	to
sunbathe	VB	sunbathe
,	,	,
because	IN	because
ultraviolet	NN	ultraviolet
is	VBZ	be
a	DT	a
dangerous	JJ	dangerous
color	NN	color
,	,	,
a	DT	a
color	NN	color
that	WDT	that
can	MD	can
actually	RB	actually
kill	VB	kill
us	PP	us
,	,	,
so	RB	so
I	PP	I
think	VBP	think
we	PP	we
should	MD	should
all	RB	all
have	VB	have
this	DT	this
wish	NN	wish
to	TO	to
perceive	VB	perceive
things	NNS	thing
that	IN	that
we	PP	we
cannot	MD	can
perceive	VB	perceive
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
,	,	,
two	CD	two
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
created	VBD	create
the	DT	the
Cyborg	NP	<unknown>
Foundation	NP	Foundation
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
foundation	NN	foundation
that	WDT	that
tries	VBZ	try
to	TO	to
help	VB	help
people	NNS	people
become	VB	become
a	DT	a
cyborg	NN	<unknown>
,	,	,
tries	VBZ	try
to	TO	to
encourage	VB	encourage
people	NNS	people
to	TO	to
extend	VB	extend
their	PP$	their
senses	NNS	sense
by	IN	by
using	VBG	use
technology	NN	technology
as	IN	as
part	NN	part
of	IN	of
the	DT	the
body	NN	body
.	SENT	.
We	PP	we
should	MD	should
all	RB	all
think	VB	think
that	DT	that
knowledge	NN	knowledge
comes	VBZ	come
from	IN	from
our	PP$	our
senses	NNS	sense
,	,	,
so	RB	so
if	IN	if
we	PP	we
extend	VBP	extend
our	PP$	our
senses	NNS	sense
,	,	,
we	PP	we
will	MD	will
consequently	RB	consequently
extend	VB	extend
our	PP$	our
knowledge	NN	knowledge
.	SENT	.
I	PP	I
think	VBP	think
life	NN	life
will	MD	will
be	VB	be
much	RB	much
more	RBR	more
exciting	JJ	exciting
when	WRB	when
we	PP	we
stop	VBP	stop
creating	VBG	create
applications	NNS	application
for	IN	for
mobile	JJ	mobile
phones	NNS	phone
and	CC	and
we	PP	we
start	VBP	start
creating	VBG	create
applications	NNS	application
for	IN	for
our	PP$	our
own	JJ	own
body	NN	body
.	SENT	.
I	PP	I
think	VBP	think
this	DT	this
will	MD	will
be	VB	be
a	DT	a
big	JJ	big
,	,	,
big	JJ	big
change	NN	change
that	IN	that
we	PP	we
will	MD	will
see	VB	see
during	IN	during
this	DT	this
century	NN	century
.	SENT	.
So	RB	so
I	PP	I
do	VBP	do
encourage	VB	encourage
you	PP	you
all	DT	all
to	TO	to
think	VB	think
about	RB	about
which	WDT	which
senses	VBZ	sense
you	PP	you
'	''	'
d	SYM	d
like	IN	like
to	TO	to
extend	VB	extend
.	SENT	.
I	PP	I
would	MD	would
encourage	VB	encourage
you	PP	you
to	TO	to
become	VB	become
a	DT	a
cyborg	NN	<unknown>
.	SENT	.
You	PP	you
won	VBD	win
'	''	'
t	NN	t
be	VB	be
alone	RB	alone
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
