When	WRB	when
don	NN	don
'	POS	'
t	NN	t
like	IN	like
those	DT	those
turbines	NNS	turbine
spoiling	VBG	spoil
the	DT	the
views	NNS	view
from	IN	from
their	PP$	their
sunset	NN	sunset
cocktail	NN	cocktail
parties	NNS	party
.	SENT	.
Who	WP	who
knew	VBD	know
they	PP	they
could	MD	could
agree	VB	agree
on	IN	on
anything	NN	anything
?	SENT	?
Now	RB	now
Cape	NP	Cape
Wind	NP	Wind
had	VBD	have
broad	JJ	broad
public	JJ	public
support	NN	support
.	SENT	.
More	JJR	more
than	IN	than
80	CD	@card@
percent	NN	percent
of	IN	of
Massachusetts	NP	Massachusetts
residents	NNS	resident
were	VBD	be
in	IN	in
favor	NN	favor
,	,	,
probably	RB	probably
because	IN	because
they	PP	they
realized	VBD	realize
that	IN	that
siting	VBG	site
the	DT	the
turbines	NNS	turbine
12	CD	@card@
miles	NNS	mile
offshore	RB	offshore
makes	VBZ	make
them	PP	them
barely	RB	barely
even	RB	even
visible	JJ	visible
to	TO	to
the	DT	the
naked	JJ	naked
eye	NN	eye
.	SENT	.
But	CC	but
the	DT	the
project	NN	project
was	VBD	be
stymied	VBN	stymie
,	,	,
using	VBG	use
regulations	NNS	regulation
designed	VBN	design
by	IN	by
environmentalists	NNS	environmentalist
to	TO	to
protect	VB	protect
the	DT	the
environment	NN	environment
,	,	,
instead	RB	instead
used	VBN	use
by	IN	by
a	DT	a
wealthy	JJ	wealthy
few	JJ	few
to	TO	to
protect	VB	protect
their	PP$	their
views	NNS	view
.	SENT	.
Tragically	RB	tragically
,	,	,
Cape	NP	Cape
Wind	NP	Wind
is	VBZ	be
far	RB	far
from	IN	from
unique	JJ	unique
.	SENT	.
Regulations	NNS	regulation
and	CC	and
lawsuits	NNS	lawsuit
have	VBP	have
been	VBN	be
used	VBN	use
to	TO	to
slow	VB	slow
down	RP	down
or	CC	or
stop	VB	stop
hundreds	NNS	hundred
of	IN	of
clean	JJ	clean
energy	NN	energy
projects	NNS	project
in	IN	in
this	DT	this
country	NN	country
,	,	,
from	IN	from
renewables	NNS	<unknown>
like	IN	like
geothermal	JJ	geothermal
to	TO	to
solar	JJ	solar
to	TO	to
hydro	NN	hydro
,	,	,
to	TO	to
new	JJ	new
nuclear	JJ	nuclear
plants	NNS	plant
,	,	,
to	TO	to
pipelines	NNS	pipeline
carrying	VBG	carry
captured	VBN	capture
carbon	NN	carbon
dioxide	NN	dioxide
,	,	,
to	TO	to
new	JJ	new
transmission	NN	transmission
lines	NNS	line
.	SENT	.
Many	JJ	many
of	IN	of
those	DT	those
projects	NNS	project
have	VBP	have
been	VBN	be
killed	VBN	kill
,	,	,
many	JJ	many
others	NNS	other
are	VBP	be
still	RB	still
stuck	VBN	stick
in	IN	in
permitting	VBG	permit
purgatory	NN	purgatory
.	SENT	.
Now	RB	now
there	EX	there
is	VBZ	be
some	DT	some
good	JJ	good
news	NN	news
.	SENT	.
Recently	RB	recently
,	,	,
alumni	NNS	alumnus
of	IN	of
Cape	NP	Cape
Wind	NP	Wind
have	VBP	have
teamed	VBN	team
up	RP	up
with	IN	with
a	DT	a
massive	JJ	massive
global	JJ	global
energy	NN	energy
developer	NN	developer
and	CC	and
are	VBP	be
finally	RB	finally
going	VBG	go
to	TO	to
put	VB	put
steel	NN	steel
in	IN	in
the	DT	the
water	NN	water
off	IN	off
the	DT	the
coast	NN	coast
of	IN	of
Massachusetts	NP	Massachusetts
later	RBR	later
this	DT	this
year	NN	year
.	SENT	.
But	CC	but
only	RB	only
after	IN	after
overcoming	VBG	overcome
,	,	,
I	PP	I
quote	VBP	quote
,	,	,
"	``	"
countless	JJ	countless
regulatory	JJ	regulatory
hurdles	NNS	hurdle
.	SENT	.
"	''	"
To	TO	to
take	VB	take
a	DT	a
step	NN	step
back	RB	back
,	,	,
we	PP	we
have	VBP	have
many	JJ	many
of	IN	of
the	DT	the
technologies	NNS	technology
,	,	,
the	DT	the
engineers	NNS	engineer
,	,	,
even	RB	even
the	DT	the
policies	NNS	policy
to	TO	to
drive	VB	drive
down	RP	down
global	JJ	global
emissions	NNS	emission
and	CC	and
solve	VB	solve
the	DT	the
climate	NN	climate
challenge	NN	challenge
.	SENT	.
But	CC	but
what	WP	what
keeps	VBZ	keep
me	PP	me
up	RP	up
at	IN	at
night	NN	night
is	VBZ	be
that	IN	that
government	NN	government
red	JJ	red
tape	NN	tape
combined	VBN	combine
with	IN	with
NIMBY	NP	NIMBY
--	:	--
that	WDT	that
'	POS	'
s	NNS	<unknown>
"	``	"
not	RB	not
in	IN	in
my	PP$	my
backyard	NN	backyard
"	''	"
--	:	--
opposition	NN	opposition
will	MD	will
get	VB	get
in	IN	in
the	DT	the
way	NN	way
.	SENT	.
Now	RB	now
like	JJ	like
,	,	,
literally	RB	literally
right	RB	right
now	RB	now
,	,	,
government	NN	government
needs	VBZ	need
to	TO	to
get	VB	get
out	RP	out
of	IN	of
the	DT	the
way	NN	way
and	CC	and
let	VB	let
the	DT	the
private	JJ	private
sector	NN	sector
build	VB	build
clean	JJ	clean
energy	NN	energy
.	SENT	.
And	CC	and
as	IN	as
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
us	PP	us
environmentalists	NNS	environmentalist
,	,	,
we	PP	we
all	RB	all
need	VBP	need
to	TO	to
say	VB	say
a	DT	a
lot	NN	lot
more	RBR	more
"	``	"
yes	UH	yes
"	''	"
than	IN	than
"	``	"
no	UH	no
"	''	"
in	IN	in
the	DT	the
coming	VBG	come
decades	NNS	decade
,	,	,
so	RB	so
free	JJ	free
enterprise	NN	enterprise
can	MD	can
get	VB	get
out	RP	out
there	RB	there
and	CC	and
do	VB	do
the	DT	the
hard	JJ	hard
part	NN	part
.	SENT	.
Now	RB	now
,	,	,
you	PP	you
'	POS	'
re	NN	re
probably	RB	probably
getting	VBG	get
the	DT	the
sense	NN	sense
that	IN	that
I	NP	I
'	POS	'
m	NN	m
not	RB	not
your	PP$	your
typical	JJ	typical
environmental	JJ	environmental
warrior	NN	warrior
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
a	DT	a
socialist	JJ	socialist
or	CC	or
a	DT	a
member	NN	member
of	IN	of
a	DT	a
Green	NP	Green
Party	NP	Party
.	SENT	.
I	PP	I
love	VBP	love
being	JJ	being
in	IN	in
nature	NN	nature
,	,	,
but	CC	but
I	PP	I
don	VBP	don
'	''	'
t	NN	t
own	VBP	own
any	DT	any
Birkenstocks	NP	Birkenstocks
.	SENT	.
I	PP	I
can	MD	can
see	VB	see
that	IN	that
free	JJ	free
markets	NNS	market
deploy	VBP	deploy
clean	JJ	clean
capital	NN	capital
faster	RBR	faster
than	IN	than
any	DT	any
other	JJ	other
force	NN	force
on	IN	on
the	DT	the
planet	NN	planet
,	,	,
which	WDT	which
makes	VBZ	make
calls	NNS	call
for	IN	for
degrowth	NN	degrowth
or	CC	or
ending	VBG	end
capitalism	NN	capitalism
deeply	RB	deeply
irresponsible	JJ	irresponsible
to	TO	to
both	DT	both
environmental	JJ	environmental
progress	NN	progress
and	CC	and
human	JJ	human
flourishing	VBG	flourish
.	SENT	.
I	PP	I
run	VBP	run
an	DT	an
American	JJ	American
clean	JJ	clean
energy	NN	energy
non-profit	JJ	non-profit
organization	NN	organization
called	VBN	call
ClearPath	NP	<unknown>
.	SENT	.
We	PP	we
advance	VBP	advance
policies	NNS	policy
that	WDT	that
accelerate	VBP	accelerate
innovations	NNS	innovation
to	TO	to
reduce	VB	reduce
and	CC	and
remove	VB	remove
global	JJ	global
energy	NN	energy
emissions	NNS	emission
.	SENT	.
We	PP	we
spend	VBP	spend
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
understanding	NN	understanding
clean	JJ	clean
,	,	,
reliable	JJ	reliable
,	,	,
24	CD	@card@
/	SYM	/
7	CD	@card@
energy	NN	energy
systems	NNS	system
.	SENT	.
In	IN	in
order	NN	order
to	TO	to
build	VB	build
those	DT	those
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
lot	NN	lot
of	IN	of
work	NN	work
to	TO	to
do	VB	do
in	IN	in
very	RB	very
little	JJ	little
time	NN	time
.	SENT	.
For	IN	for
starters	NNS	starter
,	,	,
we	PP	we
have	VBP	have
to	TO	to
transform	VB	transform
the	DT	the
American	JJ	American
power	NN	power
system	NN	system
.	SENT	.
Now	RB	now
,	,	,
all	DT	all
roads	NNS	road
to	TO	to
net-zero	NN	<unknown>
emissions	NNS	emission
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
start	NN	start
with	IN	with
making	VBG	make
this	DT	this
system	NN	system
100	CD	@card@
percent	NN	percent
clean	JJ	clean
.	SENT	.
But	CC	but
then	RB	then
,	,	,
because	IN	because
we	PP	we
have	VBP	have
to	TO	to
electrify	VB	electrify
so	RB	so
much	RB	much
more	JJR	more
of	IN	of
our	PP$	our
economy	NN	economy
,	,	,
this	DT	this
system	NN	system
will	MD	will
need	VB	need
to	TO	to
at	IN	at
least	JJS	least
double	RB	double
in	IN	in
size	NN	size
,	,	,
maybe	RB	maybe
much	RB	much
more	RBR	more
.	SENT	.
Now	RB	now
it	PP	it
took	VBD	take
125	CD	@card@
years	NNS	year
to	TO	to
build	VB	build
the	DT	the
system	NN	system
we	PP	we
have	VBP	have
today	NN	today
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	POS	'
re	NN	re
like	IN	like
me	PP	me
,	,	,
targeting	VBG	target
2050	CD	@card@
for	IN	for
net	JJ	net
zero	NN	zero
,	,	,
means	VBZ	mean
we	PP	we
have	VB	have
to	TO	to
accomplish	VB	accomplish
that	IN	that
in	IN	in
the	DT	the
next	JJ	next
27	CD	@card@
years	NNS	year
.	SENT	.
That	DT	that
translates	VBZ	translate
to	TO	to
10	CD	@card@
,	,	,
000	CD	@card@
new	JJ	new
clean	JJ	clean
energy	NN	energy
projects	NNS	project
just	RB	just
in	IN	in
the	DT	the
US	NP	US
just	RB	just
this	DT	this
decade	NN	decade
.	SENT	.
And	CC	and
every	DT	every
single	JJ	single
one	CD	one
of	IN	of
those	DT	those
projects	NNS	project
starts	VBP	starts
with	IN	with
a	DT	a
permit	NN	permit
to	TO	to
build	VB	build
.	SENT	.
Now	RB	now
,	,	,
tragically	RB	tragically
,	,	,
in	IN	in
the	DT	the
US	NP	US
,	,	,
since	IN	since
the	DT	the
1970s	NNS	1970s
,	,	,
well-intentioned	JJ	well-intentioned
policy	NN	policy
makers	NNS	maker
and	CC	and
environmental	JJ	environmental
leaders	NNS	leader
have	VBP	have
designed	VBN	design
a	DT	a
world-class	JJ	world-class
apparatus	NN	apparatus
for	IN	for
getting	VBG	get
in	IN	in
the	DT	the
way	NN	way
.	SENT	.
Let	VB	let
me	PP	me
give	VB	give
you	PP	you
an	DT	an
example	NN	example
.	SENT	.
NEPA	NP	NEPA
,	,	,
which	WDT	which
I	PP	I
promise	VBP	promise
is	VBZ	be
the	DT	the
only	RB	only
boring	JJ	boring
legal	JJ	legal
acronym	NN	acronym
I	PP	I
will	MD	will
use	VB	use
today	NN	today
,	,	,
stands	VBZ	stand
for	IN	for
the	DT	the
National	NP	National
Environmental	NP	Environmental
Policy	NP	Policy
Act	NP	Act
.	SENT	.
NEPA	NP	NEPA
was	VBD	be
passed	VBN	pass
in	IN	in
the	DT	the
1970s	NNS	1970s
with	IN	with
the	DT	the
intention	NN	intention
to	TO	to
get	VB	get
developers	NNS	developer
to	TO	to
understand	VB	understand
the	DT	the
environmental	JJ	environmental
impact	NN	impact
of	IN	of
their	PP$	their
projects	NNS	project
,	,	,
and	CC	and
to	TO	to
show	VB	show
that	IN	that
they	PP	they
had	VBD	have
considered	VBN	consider
lower	JJR	low
impact	NN	impact
alternatives	NNS	alternative
.	SENT	.
Makes	VBZ	make
a	DT	a
lot	NN	lot
of	IN	of
sense	NN	sense
.	SENT	.
But	CC	but
NEPA	NP	NEPA
was	VBD	be
passed	VBN	pass
before	IN	before
the	DT	the
modern	JJ	modern
Clean	NP	Clean
Air	NP	Air
,	,	,
Clean	NP	Clean
Water	NP	Water
or	CC	or
Endangered	NP	Endangered
Species	NP	Species
Acts	NPS	Acts
.	SENT	.
And	CC	and
,	,	,
crucially	RB	crucially
,	,	,
NEPA	NP	NEPA
gives	VBZ	give
outside	JJ	outside
stakeholders	NNS	stakeholder
the	DT	the
right	NN	right
to	TO	to
sue	VB	sue
over	IN	over
government	NN	government
regulatory	JJ	regulatory
decisions	NNS	decision
.	SENT	.
And	CC	and
now	RB	now
wealthy	JJ	wealthy
outside	JJ	outside
stakeholders	NNS	stakeholder
use	VBP	use
NEPA	NP	NEPA
suits	NNS	suit
to	TO	to
slow	VB	slow
down	RP	down
and	CC	and
kill	VB	kill
clean	JJ	clean
energy	NN	energy
.	SENT	.
Regionally	RB	regionally
,	,	,
things	NNS	thing
are	VBP	be
also	RB	also
in	IN	in
gridlock	NN	gridlock
.	SENT	.
Did	VBD	do
you	PP	you
all	DT	all
know	VBP	know
that	IN	that
here	RB	here
in	IN	in
Detroit	NP	Detroit
,	,	,
this	DT	this
beautiful	JJ	beautiful
electricity	NN	electricity
system	NN	system
is	VBZ	be
managed	VBN	manage
by	IN	by
a	DT	a
massive	JJ	massive
supergrid	NN	<unknown>
that	WDT	that
procures	VBZ	procure
electricity	NN	electricity
from	IN	from
independent	JJ	independent
generators	NNS	generator
all	RB	all
over	IN	over
the	DT	the
Midwest	NN	Midwest
,	,	,
and	CC	and
moves	VBZ	move
that	DT	that
electricity	NN	electricity
to	TO	to
factories	NNS	factory
and	CC	and
cities	NNS	city
and	CC	and
homes	NNS	home
through	IN	through
a	DT	a
power	NN	power
market	NN	market
?	SENT	?
Sounds	VBZ	sound
great	JJ	great
right	NN	right
?	SENT	?
The	DT	the
problem	NN	problem
is	VBZ	be
the	DT	the
line	NN	line
to	TO	to
connect	VB	connect
a	DT	a
new	JJ	new
clean	JJ	clean
energy	NN	energy
plan	NN	plan
into	IN	into
that	DT	that
power	NN	power
market	NN	market
now	RB	now
extends	VBZ	extend
to	TO	to
almost	RB	almost
four	CD	four
years	NNS	year
nationwide	JJ	nationwide
,	,	,
and	CC	and
at	IN	at
the	DT	the
state	NN	state
and	CC	and
local	JJ	local
level	NN	level
,	,	,
elected	VBN	elect
officials	NNS	official
are	VBP	be
also	RB	also
putting	VBG	put
up	RP	up
walls	NNS	wall
to	TO	to
specific	JJ	specific
kinds	NNS	kind
of	IN	of
clean	JJ	clean
energy	NN	energy
.	SENT	.
In	IN	in
the	DT	the
US	NP	US
,	,	,
12	CD	@card@
states	NNS	state
still	RB	still
have	VBP	have
some	DT	some
kind	NN	kind
of	IN	of
a	DT	a
moratoria	NNS	moratorium
on	IN	on
new	JJ	new
nuclear	JJ	nuclear
energy	NN	energy
,	,	,
for	IN	for
example	NN	example
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
will	MD	will
let	VB	let
somebody	NN	somebody
else	RB	else
do	VBP	do
the	DT	the
talk	NN	talk
on	IN	on
the	DT	the
amazing	JJ	amazing
benefits	NNS	benefit
of	IN	of
nuclear	JJ	nuclear
energy	NN	energy
.	SENT	.
But	CC	but
suffice	VB	suffice
it	PP	it
to	TO	to
say	VB	say
that	IN	that
putting	VBG	put
24	CD	@card@
/	SYM	/
7	CD	@card@
clean	JJ	clean
,	,	,
reliable	JJ	reliable
energy	NN	energy
off	IN	off
limits	NNS	limit
doesn	NN	<unknown>
'	POS	'
t	NN	t
make	VB	make
a	DT	a
lot	NN	lot
of	IN	of
sense	NN	sense
.	SENT	.
And	CC	and
we	PP	we
now	RB	now
have	VBP	have
low-income	JJ	low-income
communities	NNS	community
across	IN	across
the	DT	the
country	NN	country
also	RB	also
voicing	VBG	voice
opposition	NN	opposition
to	TO	to
new	JJ	new
clean	JJ	clean
energy	NN	energy
projects	NNS	project
,	,	,
which	WDT	which
is	VBZ	be
understandable	JJ	understandable
because	IN	because
they	PP	they
have	VBP	have
borne	VBN	bear
the	DT	the
brunt	NN	brunt
of	IN	of
environmental	JJ	environmental
pollution	NN	pollution
in	IN	in
the	DT	the
past	NN	past
.	SENT	.
So	RB	so
now	RB	now
we	PP	we
have	VBP	have
communities	NNS	community
across	IN	across
the	DT	the
country	NN	country
,	,	,
rich	JJ	rich
and	CC	and
poor	JJ	poor
,	,	,
all	RB	all
saying	VBG	say
no	RB	no
instead	RB	instead
of	IN	of
yes	NN	yes
.	SENT	.
This	DT	this
movement	NN	movement
goes	VBZ	go
well	RB	well
beyond	IN	beyond
NIMBYism	NN	<unknown>
.	SENT	.
Some	DT	some
folks	NNS	folk
have	VBP	have
called	VBN	call
it	PP	it
BANANA-ism	NN	<unknown>
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
"	``	"
build	VBP	build
absolutely	RB	absolutely
nothing	NN	nothing
anywhere	RB	anywhere
near	IN	near
anything	NN	anything
.	SENT	.
"	``	"
Sad	JJ	sad
,	,	,
sad	JJ	sad
.	SENT	.
And	CC	and
this	DT	this
isn	NN	isn
'	POS	'
t	NN	t
just	RB	just
a	DT	a
problem	NN	problem
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
In	IN	in
Germany	NP	Germany
,	,	,
there	EX	there
'	''	'
s	RB	<unknown>
been	VBN	be
opposition	NN	opposition
to	TO	to
new	JJ	new
offshore	JJ	offshore
wind	NN	wind
,	,	,
even	RB	even
as	IN	as
they	PP	they
'	''	'
re	IN	re
shutting	VBG	shut
down	RP	down
their	PP$	their
nuclear	JJ	nuclear
fleet	NN	fleet
for	IN	for
ideological	JJ	ideological
reasons	NNS	reason
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
getting	VBG	get
a	DT	a
sense	NN	sense
of	IN	of
how	WRB	how
I	PP	I
feel	VBP	feel
about	RB	about
that	RB	that
.	SENT	.
There	EX	there
'	''	'
s	RB	<unknown>
also	RB	also
been	VBN	be
opposition	NN	opposition
to	TO	to
new	JJ	new
wind	NN	wind
in	IN	in
Norway	NP	Norway
,	,	,
while	IN	while
Australia	NP	Australia
has	VBZ	have
banned	VBN	ban
new	JJ	new
nuclear	JJ	nuclear
,	,	,
even	RB	even
as	IN	as
they	PP	they
'	POS	'
ve	NN	ve
said	VBD	say
they	PP	they
wouldn	NP	<unknown>
'	POS	'
t	NN	t
shut	VBD	shut
down	RB	down
new	JJ	new
coal	NN	coal
.	SENT	.
The	DT	the
list	NN	list
goes	VBZ	go
on	IN	on
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
Now	RB	now
I	PP	I
have	VBP	have
just	RB	just
painted	VBN	paint
a	DT	a
pretty	RB	pretty
gloomy	JJ	gloomy
picture	NN	picture
,	,	,
and	CC	and
most	JJS	most
folks	NNS	folk
who	WP	who
know	VBP	know
me	PP	me
know	VBP	know
that	IN	that
I	PP	I
am	VBP	be
a	DT	a
sunny	JJ	sunny
optimist	NN	optimist
.	SENT	.
So	RB	so
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
part	NN	part
where	WRB	where
we	PP	we
get	VBP	get
to	TO	to
begin	VB	begin
anew	RB	anew
with	IN	with
the	DT	the
end	NN	end
in	IN	in
mind	NN	mind
.	SENT	.
It	PP	it
starts	VBZ	start
by	IN	by
realizing	VBG	realize
there	EX	there
is	VBZ	be
a	DT	a
very	RB	very
important	JJ	important
role	NN	role
for	IN	for
balanced	JJ	balanced
environmental	JJ	environmental
regulation	NN	regulation
.	SENT	.
Here	RB	here
in	IN	in
the	DT	the
US	NP	US
,	,	,
we	PP	we
all	DT	all
benefit	NN	benefit
from	IN	from
the	DT	the
Clean	NP	Clean
Water	NP	Water
Act	NP	Act
,	,	,
passed	VBN	pass
at	IN	at
a	DT	a
time	NN	time
when	WRB	when
our	PP$	our
heavily	RB	heavily
polluted	VBN	pollute
Cuyahoga	NP	Cuyahoga
River	NP	River
literally	RB	literally
caught	VBD	catch
on	IN	on
fire	NN	fire
.	SENT	.
But	CC	but
the	DT	the
solution	NN	solution
to	TO	to
our	PP$	our
permitting	VBG	permit
emergency	NN	emergency
begins	VBZ	begin
with	IN	with
all	DT	all
of	IN	of
us	PP	us
environmentalists	NNS	environmentalist
.	SENT	.
We	PP	we
all	RB	all
need	VBP	need
to	TO	to
support	VB	support
new	JJ	new
build	VBP	build
and	CC	and
retrofit	VBP	retrofit
clean	JJ	clean
energy	NN	energy
projects	NNS	project
of	IN	of
all	DT	all
kinds	NNS	kind
,	,	,
regardless	RB	regardless
of	IN	of
whether	IN	whether
they	PP	they
'	POS	'
re	NN	re
things	NNS	thing
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
specifically	RB	specifically
for	IN	for
in	IN	in
the	DT	the
past	NN	past
.	SENT	.
Carbon	NN	carbon
dioxide	NN	dioxide
pipelines	VBZ	pipeline
aren	NNS	<unknown>
'	POS	'
t	NN	t
so	RB	so
bad	JJ	bad
to	TO	to
look	VB	look
at	IN	at
,	,	,
especially	RB	especially
compared	VBN	compare
to	TO	to
the	DT	the
impacts	NNS	impact
of	IN	of
climate	NN	climate
change	NN	change
that	IN	that
they	PP	they
'	POS	'
re	NN	re
meant	VBD	mean
to	TO	to
mitigate	VB	mitigate
.	SENT	.
And	CC	and
this	DT	this
seems	VBZ	seem
trivial	JJ	trivial
,	,	,
but	CC	but
developers	NNS	developer
need	VBP	need
to	TO	to
do	VB	do
their	PP$	their
part	NN	part
to	TO	to
make	VB	make
their	PP$	their
projects	NNS	project
more	RBR	more
visually	RB	visually
appealing	JJ	appealing
.	SENT	.
Just	RB	just
look	VB	look
at	IN	at
the	DT	the
way	NN	way
these	DT	these
advanced	JJ	advanced
nuclear	JJ	nuclear
developers	NNS	developer
have	VBP	have
reimagined	VBN	reimagine
their	PP$	their
designs	NNS	design
to	TO	to
incorporate	VB	incorporate
nature	NN	nature
and	CC	and
welcome	VB	welcome
in	IN	in
the	DT	the
local	JJ	local
community	NN	community
.	SENT	.
We	PP	we
all	RB	all
need	VBP	need
to	TO	to
elect	VB	elect
local	JJ	local
officials	NNS	official
that	WDT	that
support	VBP	support
new	JJ	new
build	VBP	build
clean	JJ	clean
energy	NN	energy
,	,	,
and	CC	and
reject	VB	reject
regulations	NNS	regulation
that	WDT	that
get	VBP	get
in	IN	in
the	DT	the
way	NN	way
.	SENT	.
At	IN	at
the	DT	the
regional	JJ	regional
level	NN	level
,	,	,
we	PP	we
need	VBP	need
to	TO	to
encourage	VB	encourage
those	DT	those
supergrid	JJ	<unknown>
operators	NNS	operator
to	TO	to
modernize	VB	modernize
their	PP$	their
processes	NNS	process
.	SENT	.
They	PP	they
could	MD	could
review	VB	review
applications	NNS	application
systematically	RB	systematically
in	IN	in
clusters	NNS	cluster
rather	RB	rather
than	IN	than
one	CD	one
at	IN	at
a	DT	a
time	NN	time
.	SENT	.
Doing	VBG	do
that	IN	that
could	MD	could
save	VB	save
two	CD	two
years	NNS	year
from	IN	from
the	DT	the
average	JJ	average
project	NN	project
timeline	NN	timeline
,	,	,
and	CC	and
making	VBG	make
that	DT	that
change	NN	change
could	MD	could
rapidly	RB	rapidly
bring	VB	bring
a	DT	a
terawatt	NN	<unknown>
of	IN	of
new	JJ	new
energy	NN	energy
generation	NN	generation
into	IN	into
the	DT	the
US	NP	US
system	NN	system
,	,	,
the	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
it	PP	it
clean	VB	clean
.	SENT	.
That	DT	that
would	MD	would
go	VB	go
a	DT	a
long	JJ	long
way	NN	way
towards	IN	towards
that	DT	that
doubling	NN	doubling
of	IN	of
the	DT	the
grid	NN	grid
.	SENT	.
All	DT	all
clean	JJ	clean
.	SENT	.
Lastly	RB	lastly
,	,	,
we	PP	we
need	VBP	need
to	TO	to
encourage	VB	encourage
our	PP$	our
federal	JJ	federal
policymakers	NNS	policymaker
,	,	,
Congress	NP	Congress
and	CC	and
the	DT	the
administration	NN	administration
,	,	,
to	TO	to
reform	VB	reform
the	DT	the
rules	NNS	rule
that	WDT	that
govern	VBP	govern
our	PP$	our
national	JJ	national
environmental	JJ	environmental
laws	NNS	law
.	SENT	.
In	IN	in
2005	CD	@card@
,	,	,
during	IN	during
an	DT	an
energy	NN	energy
crisis	NN	crisis
,	,	,
we	PP	we
actually	RB	actually
made	VBD	make
it	PP	it
really	RB	really
easy	JJ	easy
to	TO	to
permit	VB	permit
new	JJ	new
oil	NN	oil
and	CC	and
gas	NN	gas
production	NN	production
on	IN	on
public	JJ	public
lands	NNS	land
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
to	TO	to
improve	VB	improve
energy	NN	energy
affordability	NN	affordability
.	SENT	.
Why	WRB	why
don	NN	don
'	POS	'
t	NN	t
we	PP	we
give	VBP	give
clean	JJ	clean
energy	NN	energy
developers	NNS	developer
the	DT	the
same	JJ	same
kind	NN	kind
of	IN	of
leeway	NN	leeway
now	RB	now
