My	PP$	my
.	SENT	.
Meanwhile	RB	meanwhile
,	,	,
Winter	NP	Winter
trades	NNS	trade
again	RB	again
and	CC	and
gets	VBZ	get
another	DT	another
grape	NN	grape
and	CC	and
has	VBZ	have
Lance	NP	Lance
'	POS	'
s	JJ	<unknown>
undivided	JJ	undivided
attention	NN	attention
while	IN	while
she	PP	she
eats	VBZ	eat
it	PP	it
.	SENT	.
This	DT	this
time	NN	time
,	,	,
Lance	NP	Lance
is	VBZ	be
not	RB	not
so	RB	so
enthusiastic	JJ	enthusiastic
about	IN	about
trading	NN	trading
.	SENT	.
But	CC	but
eventually	RB	eventually
,	,	,
she	PP	she
does	VBZ	do
so	RB	so
.	SENT	.
But	CC	but
when	WRB	when
she	PP	she
gets	VBZ	get
the	DT	the
cucumber	NN	cucumber
this	DT	this
time	NN	time
around	RB	around
,	,	,
she	PP	she
doesn	NNS	<unknown>
'	POS	'
t	NN	t
even	RB	even
take	VB	take
a	DT	a
bite	NN	bite
before	IN	before
she	PP	she
throws	VBZ	throw
it	PP	it
back	RB	back
out	RB	out
again	RB	again
.	SENT	.
Apparently	RB	apparently
,	,	,
Lance	NP	Lance
only	RB	only
wants	VBZ	want
a	DT	a
cucumber	NN	cucumber
when	WRB	when
she	PP	she
hasn	NP	<unknown>
'	POS	'
t	NN	t
just	RB	just
watched	VBD	watch
Winter	NPS	Winter
eat	VBP	eat
a	DT	a
grape	NN	grape
.	SENT	.
And	CC	and
Lance	NP	Lance
was	VBD	be
not	RB	not
alone	RB	alone
in	IN	in
this	DT	this
.	SENT	.
All	DT	all
of	IN	of
my	PP$	my
capuchins	NNS	capuchin
were	VBD	be
perfectly	RB	perfectly
happy	JJ	happy
with	IN	with
their	PP$	their
cucumbers	NNS	cucumber
as	RB	as
long	RB	long
as	IN	as
the	DT	the
other	JJ	other
monkeys	NNS	monkey
were	VBD	be
getting	VBG	get
cucumbers	NNS	cucumber
too	RB	too
.	SENT	.
But	CC	but
they	PP	they
often	RB	often
weren	NNS	<unknown>
'	POS	'
t	NN	t
so	RB	so
happy	JJ	happy
with	IN	with
their	PP$	their
cucumbers	NNS	cucumber
when	WRB	when
other	JJ	other
monkeys	NNS	monkey
were	VBD	be
getting	VBG	get
a	DT	a
grape	NN	grape
.	SENT	.
The	DT	the
obvious	JJ	obvious
question	NN	question
is	VBZ	be
why	WRB	why
?	SENT	?
If	IN	if
they	PP	they
liked	VBD	like
those	DT	those
cucumbers	NNS	cucumber
before	RB	before
,	,	,
what	WP	what
changed	VBD	change
?	SENT	?
Now	RB	now
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
scientist	NN	scientist
,	,	,
and	CC	and
scientists	NNS	scientist
are	VBP	be
famously	RB	famously
shy	JJ	shy
about	IN	about
reading	VBG	read
too	RB	too
much	RB	much
into	IN	into
our	PP$	our
studies	NNS	study
,	,	,
especially	RB	especially
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
what	WP	what
other	JJ	other
animals	NNS	animal
are	VBP	be
thinking	VBG	think
or	CC	or
feeling	VBG	feel
,	,	,
because	IN	because
we	PP	we
can	MD	can
'	''	'
t	NN	t
ask	VB	ask
them	PP	them
.	SENT	.
But	CC	but
still	RB	still
,	,	,
what	WP	what
I	PP	I
was	VBD	be
seeing	VBG	see
in	IN	in
my	PP$	my
monkeys	NNS	monkey
looked	VBD	look
an	DT	an
awful	JJ	awful
lot	NN	lot
like	IN	like
what	WP	what
we	PP	we
humans	NNS	human
would	MD	would
call	VB	call
a	DT	a
sense	NN	sense
of	IN	of
fairness	NN	fairness
.	SENT	.
After	IN	after
all	DT	all
,	,	,
the	DT	the
difference	NN	difference
in	IN	in
that	DT	that
cucumber	NN	cucumber
was	VBD	be
that	IN	that
it	PP	it
came	VBD	come
after	IN	after
Winter	NP	Winter
got	VBD	get
a	DT	a
grape	NN	grape
,	,	,
rather	RB	rather
than	IN	than
before	RB	before
.	SENT	.
We	PP	we
humans	NNS	human
are	VBP	be
obsessed	VBN	obsess
with	IN	with
fairness	NN	fairness
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
younger	JJR	young
sister	NN	sister
,	,	,
and	CC	and
when	WRB	when
we	PP	we
were	VBD	be
little	JJ	little
,	,	,
if	IN	if
my	PP$	my
sister	NN	sister
got	VBD	get
a	DT	a
bigger	JJR	big
piece	NN	piece
of	IN	of
the	DT	the
pie	NN	pie
than	IN	than
me	PP	me
,	,	,
even	RB	even
by	IN	by
a	DT	a
crumb	NN	crumb
,	,	,
I	PP	I
was	VBD	be
furious	JJ	furious
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
fair	NN	fair
.	SENT	.
And	CC	and
the	DT	the
childhood	NN	childhood
me	PP	me
is	VBZ	be
not	RB	not
alone	RB	alone
.	SENT	.
We	PP	we
humans	NNS	human
hate	VBP	hate
getting	VBG	get
less	JJR	less
than	IN	than
another	DT	another
so	RB	so
much	JJ	much
that	IN	that
one	CD	one
study	NN	study
found	VBD	find
that	IN	that
if	IN	if
humans	NNS	human
were	VBD	be
given	VBN	give
a	DT	a
hypothetical	JJ	hypothetical
choice	NN	choice
between	IN	between
earning	VBG	earn
50	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
while	IN	while
others	NNS	other
earned	VBD	earn
25	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
,	,	,
or	CC	or
earning	VBG	earn
100	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
while	IN	while
others	NNS	other
earned	VBD	earn
250	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
,	,	,
nearly	RB	nearly
half	PDT	half
the	DT	the
subjects	NNS	subject
prefer	VBP	prefer
to	TO	to
earn	VB	earn
50	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
less	JJR	less
money	NN	money
to	TO	to
avoid	VB	avoid
earning	VBG	earn
relatively	RB	relatively
less	JJR	less
than	IN	than
someone	NN	someone
else	RB	else
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
a	DT	a
pretty	RB	pretty
big	JJ	big
price	NN	price
to	TO	to
pay	VB	pay
.	SENT	.
What	WP	what
drives	VBZ	drive
people	NNS	people
to	TO	to
this	DT	this
sort	NN	sort
of	IN	of
apparently	RB	apparently
irrational	JJ	irrational
decision-making	NN	decision-making
?	SENT	?
After	IN	after
all	DT	all
,	,	,
throwing	VBG	throw
away	RP	away
your	PP$	your
cucumber	NN	cucumber
because	IN	because
someone	NN	someone
else	RB	else
got	VBD	get
a	DT	a
grape	NN	grape
only	RB	only
makes	VBZ	make
sense	NN	sense
if	IN	if
it	PP	it
makes	VBZ	make
things	NNS	thing
more	RBR	more
fair	JJ	fair
.	SENT	.
Otherwise	RB	otherwise
,	,	,
Winter	NP	Winter
has	VBZ	have
a	DT	a
grape	NN	grape
,	,	,
and	CC	and
you	PP	you
have	VBP	have
nothing	NN	nothing
.	SENT	.
Of	IN	of
course	NN	course
humans	NNS	human
are	VBP	be
not	RB	not
capuchin	NN	capuchin
monkeys	NNS	monkey
.	SENT	.
But	CC	but
on	IN	on
the	DT	the
surface	NN	surface
,	,	,
sacrificing	VBG	sacrifice
50	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
because	IN	because
somebody	NN	somebody
else	RB	else
is	VBZ	be
going	VBG	go
to	TO	to
earn	VB	earn
more	JJR	more
money	NN	money
than	IN	than
you	PP	you
makes	VBZ	make
no	DT	no
more	JJR	more
sense	NN	sense
than	IN	than
throwing	VBG	throw
away	RP	away
that	DT	that
cucumber	NN	cucumber
.	SENT	.
Except	IN	except
maybe	RB	maybe
it	PP	it
does	VBZ	do
.	SENT	.
Some	DT	some
economists	NNS	economist
think	VBP	think
that	IN	that
the	DT	the
sense	NN	sense
of	IN	of
fairness	NN	fairness
in	IN	in
humans	NNS	human
is	VBZ	be
tied	VBN	tie
to	TO	to
cooperation	NN	cooperation
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
we	PP	we
need	VBP	need
that	DT	that
sense	NN	sense
of	IN	of
fairness	NN	fairness
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
working	VBG	work
with	IN	with
somebody	NN	somebody
else	RB	else
to	TO	to
know	VB	know
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
getting	VBG	get
the	DT	the
short	JJ	short
end	NN	end
of	IN	of
the	DT	the
stick	NN	stick
.	SENT	.
Think	VB	think
about	IN	about
it	PP	it
this	DT	this
way	NN	way
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
say	VBP	say
you	PP	you
have	VBP	have
a	DT	a
colleague	NN	colleague
at	IN	at
work	VB	work
who	WP	who
'	POS	'
s	NNS	<unknown>
having	VBG	have
a	DT	a
hard	JJ	hard
time	NN	time
and	CC	and
needs	VBZ	need
a	DT	a
little	JJ	little
extra	JJ	extra
help	NN	help
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
probably	RB	probably
more	RBR	more
than	IN	than
happy	JJ	happy
to	TO	to
help	VB	help
out	RP	out
,	,	,
especially	RB	especially
if	IN	if
she	PP	she
does	VBZ	do
the	DT	the
same	JJ	same
for	IN	for
you	PP	you
when	WRB	when
you	PP	you
need	VBP	need
it	PP	it
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
if	IN	if
things	NNS	thing
even	RB	even
out	RP	out
.	SENT	.
But	CC	but
now	RB	now
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
that	IN	that
colleague	NN	colleague
is	VBZ	be
always	RB	always
slacking	VBG	slack
off	RP	off
and	CC	and
dumping	VBG	dump
extra	JJ	extra
work	NN	work
on	IN	on
you	PP	you
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
infuriating	VBG	infuriate
.	SENT	.
Or	CC	or
worse	RBR	worse
,	,	,
what	WP	what
if	IN	if
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
all	PDT	all
the	DT	the
work	NN	work
,	,	,
and	CC	and
she	PP	she
'	POS	'
s	JJ	<unknown>
getting	VBG	get
paid	VBD	pay
more	JJR	more
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
outraged	VBD	outrage
,	,	,
right	RB	right
?	SENT	?
As	IN	as
well	RB	well
you	PP	you
should	MD	should
be	VB	be
.	SENT	.
That	DT	that
righteous	JJ	righteous
fury	NN	fury
is	VBZ	be
your	PP$	your
sense	NN	sense
of	IN	of
fairness	NN	fairness
telling	VBG	tell
you	PP	you
that	DT	that
,	,	,
well	UH	well
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
fair	JJ	fair
.	SENT	.
You	PP	you
need	VBP	need
to	TO	to
get	VB	get
your	PP$	your
fair	JJ	fair
share	NN	share
from	IN	from
the	DT	the
people	NNS	people
you	PP	you
'	POS	'
re	NN	re
working	VBG	work
with	IN	with
,	,	,
or	CC	or
it	PP	it
'	POS	'
s	NN	S
exploitation	NN	exploitation
,	,	,
not	RB	not
cooperation	NN	cooperation
.	SENT	.
You	PP	you
may	MD	may
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
leave	VB	leave
every	DT	every
job	NN	job
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
treated	VBD	treat
unfairly	RB	unfairly
,	,	,
but	CC	but
in	IN	in
a	DT	a
perfect	JJ	perfect
world	NN	world
,	,	,
one	CD	one
without	IN	without
racism	NN	racism
and	CC	and
sexism	NN	sexism
and	CC	and
the	DT	the
frictions	NNS	friction
associated	VBN	associate
with	IN	with
finding	VBG	find
a	DT	a
new	JJ	new
job	NN	job
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
your	PP$	your
sense	NN	sense
of	IN	of
fairness	NN	fairness
that	WDT	that
would	MD	would
let	VB	let
you	PP	you
know	VB	know
when	WRB	when
it	PP	it
was	VBD	be
time	NN	time
to	TO	to
move	VB	move
on	RP	on
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
couldn	NN	<unknown>
'	POS	'
t	NN	t
?	SENT	?
Well	RB	well
,	,	,
that	DT	that
smoldering	VBG	smolder
frustration	NN	frustration
might	MD	might
make	VB	make
you	PP	you
throw	VB	throw
your	PP$	your
cucumbers	NNS	cucumber
too	RB	too
.	SENT	.
And	CC	and
humans	NNS	human
are	VBP	be
not	RB	not
alone	RB	alone
in	IN	in
this	DT	this
.	SENT	.
In	IN	in
the	DT	the
previous	JJ	previous
study	NN	study
,	,	,
there	EX	there
was	VBD	be
nothing	NN	nothing
Lance	NP	Lance
could	MD	could
do	VB	do
about	IN	about
it	PP	it
,	,	,
but	CC	but
what	WP	what
if	IN	if
there	EX	there
had	VBD	have
been	VBN	be
?	SENT	?
It	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
capuchins	NNS	capuchin
simply	RB	simply
refuse	VBP	refuse
to	TO	to
cooperate	VB	cooperate
with	IN	with
other	JJ	other
capuchins	NNS	capuchin
who	WP	who
don	VBP	don
'	POS	'
t	NN	t
give	VB	give
them	PP	them
their	PP$	their
share	NN	share
after	IN	after
they	PP	they
worked	VBD	work
together	RB	together
.	SENT	.
And	CC	and
refusing	VBG	refuse
to	TO	to
work	VB	work
together	RB	together
with	IN	with
another	DT	another
monkey	NN	monkey
is	VBZ	be
a	DT	a
pretty	RB	pretty
straightforward	JJ	straightforward
way	NN	way
of	IN	of
leveling	VBG	level
the	DT	the
playing	VBG	play
field	NN	field
.	SENT	.
Apparently	RB	apparently
,	,	,
no	DT	no
monkey	NN	monkey
getting	VBG	get
anything	NN	anything
at	IN	at
all	DT	all
is	VBZ	be
better	JJR	good
than	IN	than
another	DT	another
monkey	NN	monkey
getting	VBG	get
more	RBR	more
.	SENT	.
But	CC	but
much	RB	much
like	IN	like
you	PP	you
and	CC	and
your	PP$	your
coworker	NN	coworker
,	,	,
they	PP	they
'	POS	'
re	NN	re
perfectly	RB	perfectly
happy	JJ	happy
with	IN	with
a	DT	a
little	JJ	little
short-term	JJ	short-term
inequality	NN	inequality
as	IN	as
long	JJ	long
as	IN	as
everything	NN	everything
evens	VBZ	even
out	RP	out
over	IN	over
the	DT	the
long	JJ	long
run	NN	run
.	SENT	.
This	DT	this
economic	JJ	economic
connection	NN	connection
between	IN	between
fairness	NN	fairness
and	CC	and
cooperation	NN	cooperation
makes	VBZ	make
sense	NN	sense
to	TO	to
me	PP	me
as	IN	as
an	DT	an
evolutionary	JJ	evolutionary
biologist	NN	biologist
.	SENT	.
After	IN	after
all	DT	all
,	,	,
your	PP$	your
ancestors	NNS	ancestor
didn	NN	<unknown>
'	POS	'
t	NN	t
get	VBP	get
to	TO	to
pass	VB	pass
on	IN	on
their	PP$	their
genes	NNS	gene
because	IN	because
they	PP	they
did	VBD	do
well	RB	well
in	IN	in
some	DT	some
absolute	JJ	absolute
sense	NN	sense
,	,	,
but	CC	but
because	IN	because
they	PP	they
did	VBD	do
better	JJR	good
than	IN	than
others	NNS	other
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
call	VBP	call
it	PP	it
survival	NN	survival
of	IN	of
the	DT	the
fit	NN	fit
,	,	,
we	PP	we
call	VBP	call
it	PP	it
survival	NN	survival
of	IN	of
the	DT	the
fittest	JJS	fit
.	SENT	.
As	RB	as
in	IN	in
more	JJR	more
fit	NN	fit
than	IN	than
others	NNS	other
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
all	RB	all
relative	JJ	relative
.	SENT	.
OK	UH	OK
.	SENT	.
So	IN	so
my	PP$	my
capuchins	NNS	capuchin
don	NN	don
'	POS	'
t	NN	t
like	VB	like
it	PP	it
when	WRB	when
they	PP	they
get	VBP	get
less	JJR	less
than	IN	than
another	DT	another
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
perfectly	RB	perfectly
happy	JJ	happy
to	TO	to
sacrifice	VB	sacrifice
their	PP$	their
cucumbers	NNS	cucumber
to	TO	to
level	VB	level
the	DT	the
playing	VBG	play
field	NN	field
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
great	JJ	great
.	SENT	.
But	CC	but
what	WP	what
we	PP	we
would	MD	would
call	VB	call
a	DT	a
sense	NN	sense
of	IN	of
fairness	NN	fairness
in	IN	in
humans	NNS	human
also	RB	also
means	VBZ	mean
that	IN	that
we	PP	we
care	VBP	care
when	WRB	when
we	PP	we
get	VBP	get
more	JJR	more
than	IN	than
someone	NN	someone
else	RB	else
.	SENT	.
What	WP	what
about	IN	about
my	PP$	my
monkeys	NNS	monkey
?	SENT	?
It	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
primates	NNS	primate
do	VBP	do
notice	VB	notice
when	WRB	when
they	PP	they
get	VBP	get
more	JJR	more
than	IN	than
others	NNS	other
,	,	,
or	CC	or
at	IN	at
least	JJS	least
some	DT	some
of	IN	of
them	PP	them
do	VBP	do
.	SENT	.
My	PP$	my
capuchins	NNS	capuchin
do	VBP	do
not	RB	not
.	SENT	.
But	CC	but
in	IN	in
one	CD	one
