Hello	UH	hello
as	IN	as
our	PP$	our
marker	NN	marker
,	,	,
then	RB	then
the	DT	the
art	NN	art
form	NN	form
is	VBZ	be
only	RB	only
156	CD	@card@
years	NNS	year
old	JJ	old
.	SENT	.
Now	RB	now
that	IN	that
feels	NNS	feel
like	IN	like
a	DT	a
very	RB	very
old	JJ	old
age	NN	age
to	TO	to
us	PP	us
because	IN	because
no	DT	no
human	JJ	human
being	NN	being
is	VBZ	be
going	VBG	go
to	TO	to
reach	VB	reach
that	DT	that
age	NN	age
naturally	RB	naturally
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
compare	VBP	compare
the	DT	the
American	JJ	American
musical	NN	musical
to	TO	to
the	DT	the
forms	NNS	form
of	IN	of
theater	NN	theater
that	WDT	that
reached	VBD	reach
precedence	NN	precedence
before	IN	before
it	PP	it
,	,	,
it	PP	it
is	VBZ	be
a	DT	a
baby	NN	baby
.	SENT	.
To	TO	to
us	PP	us
,	,	,
it	PP	it
feels	VBZ	feel
like	IN	like
the	DT	the
American	JJ	American
musical	NN	musical
has	VBZ	have
always	RB	always
been	VBN	be
,	,	,
since	IN	since
no	DT	no
one	CD	one
in	IN	in
this	DT	this
room	NN	room
and	CC	and
none	NN	none
of	IN	of
our	PP$	our
parents	NNS	parent
and	CC	and
most	RBS	most
likely	JJ	likely
any	DT	any
of	IN	of
our	PP$	our
grandparents	NNS	grandparent
were	VBD	be
alive	JJ	alive
in	IN	in
1866	CD	@card@
to	TO	to
see	VB	see
it	PP	it
begin	VB	begin
.	SENT	.
Five	CD	five
generations	NNS	generation
is	VBZ	be
approximately	RB	approximately
the	DT	the
length	NN	length
of	IN	of
time	NN	time
it	PP	it
takes	VBZ	take
for	IN	for
a	DT	a
tradition	NN	tradition
to	TO	to
feel	VB	feel
ancient	JJ	ancient
to	TO	to
a	DT	a
child	NN	child
.	SENT	.
Think	VB	think
about	IN	about
that	DT	that
cure	NN	cure
someone	NN	someone
in	IN	in
your	PP$	your
circle	NN	circle
has	VBZ	have
for	IN	for
the	DT	the
common	JJ	common
cold	NN	cold
or	CC	or
that	DT	that
recipe	NN	recipe
your	PP$	your
grandmother	NN	grandmother
guards	NNS	guard
like	IN	like
a	DT	a
precious	JJ	precious
jewel	NN	jewel
.	SENT	.
Now	RB	now
chances	NNS	chance
are	VBP	be
that	DT	that
cure	NN	cure
is	VBZ	be
more	JJR	more
placebo	NN	placebo
than	IN	than
it	PP	it
is	VBZ	be
effect	NN	effect
,	,	,
and	CC	and
your	PP$	your
grandmother	NN	grandmother
'	POS	'
s	JJ	<unknown>
secret	JJ	secret
recipe	NN	recipe
may	MD	may
have	VB	have
come	VBN	come
from	IN	from
a	DT	a
cookbook	NN	cookbook
her	PP$	her
grandmother	NN	grandmother
owned	VBD	own
way	NN	way
back	RB	back
in	IN	in
the	DT	the
day	NN	day
.	SENT	.
But	CC	but
by	IN	by
the	DT	the
time	NN	time
it	PP	it
reaches	VBZ	reach
us	PP	us
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
taken	VBN	take
on	IN	on
a	DT	a
different	JJ	different
,	,	,
constant	JJ	constant
feeling	NN	feeling
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
never	RB	never
going	VBG	go
to	TO	to
meet	VB	meet
the	DT	the
person	NN	person
who	WP	who
originated	VBD	originate
the	DT	the
tradition	NN	tradition
,	,	,
and	CC	and
so	RB	so
it	PP	it
becomes	VBZ	become
a	DT	a
part	NN	part
of	IN	of
the	DT	the
fabric	NN	fabric
of	IN	of
your	PP$	your
reality	NN	reality
,	,	,
something	NN	something
that	IN	that
you	PP	you
base	VBP	base
your	PP$	your
knowledge	NN	knowledge
of	IN	of
who	WP	who
you	PP	you
and	CC	and
the	DT	the
people	NNS	people
around	IN	around
you	PP	you
are	VBP	be
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
case	NN	case
of	IN	of
the	DT	the
American	JJ	American
theater	NN	theater
,	,	,
you	PP	you
will	MD	will
never	RB	never
meet	VB	meet
the	DT	the
artist	NN	artist
.	SENT	.
Generations	NNS	generation
apply	VBP	apply
to	TO	to
art	NN	art
,	,	,
just	RB	just
as	IN	as
they	PP	they
do	VBP	do
artists	NNS	artist
.	SENT	.
25	CD	@card@
years	NNS	year
is	VBZ	be
the	DT	the
average	JJ	average
dividing	VBG	divide
line	NN	line
between	IN	between
the	DT	the
eras	NNS	era
as	IN	as
tastes	NNS	taste
change	NN	change
and	CC	and
we	PP	we
use	VBP	use
art	NN	art
to	TO	to
ask	VB	ask
different	JJ	different
questions	NNS	question
.	SENT	.
The	DT	the
American	JJ	American
musical	NN	musical
is	VBZ	be
currently	RB	currently
in	IN	in
its	PP$	its
sixth	JJ	sixth
artistic	JJ	artistic
generation	NN	generation
,	,	,
which	WDT	which
means	VBZ	mean
we	PP	we
just	RB	just
passed	VBD	pass
the	DT	the
ancient	JJ	ancient
marker	NN	marker
.	SENT	.
That	DT	that
is	VBZ	be
a	DT	a
milestone	NN	milestone
in	IN	in
and	CC	and
of	IN	of
itself	PP	itself
.	SENT	.
Think	VB	think
of	IN	of
it	PP	it
like	VBP	like
we	PP	we
'	''	'
ve	NNS	<unknown>
gone	VBN	go
from	IN	from
being	VBG	be
a	DT	a
teenage	JJ	teenage
art	NN	art
form	NN	form
to	TO	to
a	DT	a
young	JJ	young
adult	NN	adult
.	SENT	.
Now	RB	now
,	,	,
that	DT	that
transition	NN	transition
may	MD	may
seem	VB	seem
small	JJ	small
on	IN	on
paper	NN	paper
,	,	,
but	CC	but
as	IN	as
anyone	NN	anyone
who	WP	who
has	VBZ	have
ever	RB	ever
gone	VBN	go
back	RB	back
to	TO	to
their	PP$	their
high	JJ	high
school	NN	school
after	IN	after
their	PP$	their
first	JJ	first
semester	NN	semester
of	IN	of
college	NN	college
can	MD	can
tell	VB	tell
you	PP	you
,	,	,
that	DT	that
gulf	NN	gulf
is	VBZ	be
wider	JJR	wide
than	IN	than
you	PP	you
think	VBP	think
.	SENT	.
We	PP	we
'	POS	'
ve	NNS	<unknown>
grown	VBN	grow
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
different	JJ	different
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
learned	VBD	learn
.	SENT	.
We	PP	we
'	''	'
re	IN	re
still	RB	still
the	DT	the
same	JJ	same
person	NN	person
,	,	,
of	IN	of
course	NN	course
,	,	,
but	CC	but
our	PP$	our
hearts	NNS	heart
and	CC	and
minds	NNS	mind
are	VBP	be
open	JJ	open
to	TO	to
things	NNS	thing
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
know	VB	know
existed	VBN	exist
.	SENT	.
The	DT	the
American	JJ	American
musical	NN	musical
is	VBZ	be
growing	VBG	grow
up	RP	up
,	,	,
and	CC	and
it	PP	it
is	VBZ	be
time	NN	time
for	IN	for
us	PP	us
to	TO	to
address	VB	address
the	DT	the
growing	VBG	grow
pains	NNS	pain
.	SENT	.
For	IN	for
many	JJ	many
of	IN	of
us	PP	us
,	,	,
our	PP$	our
instinct	NN	instinct
is	VBZ	be
to	TO	to
bury	VB	bury
the	DT	the
phases	NNS	phase
of	IN	of
life	NN	life
that	IN	that
we	PP	we
cringe	VBP	cringe
to	TO	to
look	VB	look
back	RB	back
on	IN	on
.	SENT	.
And	CC	and
just	RB	just
like	IN	like
a	DT	a
Hot	JJ	hot
Topic	NN	topic
T-shirt	NNS	T-shirt
stashed	VBD	stash
in	IN	in
the	DT	the
back	NN	back
of	IN	of
a	DT	a
closet	NN	closet
,	,	,
we	PP	we
like	VBP	like
to	TO	to
pretend	VB	pretend
it	PP	it
never	RB	never
existed	VBD	exist
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
here	RB	here
to	TO	to
tell	VB	tell
you	PP	you
that	IN	that
as	IN	as
satisfying	VBG	satisfy
as	IN	as
that	WDT	that
may	MD	may
feel	VB	feel
in	IN	in
the	DT	the
moment	NN	moment
,	,	,
ignoring	VBG	ignore
it	PP	it
is	VBZ	be
not	RB	not
the	DT	the
answer	NN	answer
.	SENT	.
You	PP	you
can	MD	can
donate	VB	donate
the	DT	the
shirt	NN	shirt
.	SENT	.
You	PP	you
can	MD	can
repurpose	VB	repurpose
it	PP	it
into	IN	into
a	DT	a
cleaning	NN	cleaning
rag	NN	rag
.	SENT	.
You	PP	you
can	MD	can
even	RB	even
light	VB	light
it	PP	it
on	IN	on
fire	NN	fire
and	CC	and
dance	NN	dance
around	IN	around
the	DT	the
embers	NNS	ember
if	IN	if
you	PP	you
so	RB	so
choose	VBP	choose
.	SENT	.
But	CC	but
you	PP	you
cannot	MD	can
make	VB	make
the	DT	the
shirt	NN	shirt
never	RB	never
have	VBP	have
existed	VBN	exist
.	SENT	.
The	DT	the
fact	NN	fact
is	VBZ	be
,	,	,
many	JJ	many
older	JJR	old
shows	NNS	show
are	VBP	be
difficult	JJ	difficult
for	IN	for
us	PP	us
as	IN	as
modern	JJ	modern
audience	NN	audience
members	NNS	member
today	NN	today
.	SENT	.
And	CC	and
honestly	RB	honestly
,	,	,
that	WDT	that
is	VBZ	be
one	CD	one
of	IN	of
my	PP$	my
greatest	JJS	great
joys	NNS	joy
because	IN	because
it	PP	it
is	VBZ	be
a	DT	a
direct	JJ	direct
sign	NN	sign
of	IN	of
progress	NN	progress
.	SENT	.
Frankly	RB	frankly
,	,	,
I	PP	I
would	MD	would
be	VB	be
a	DT	a
little	JJ	little
bit	NN	bit
worried	VBN	worry
if	IN	if
sensibilities	NNS	sensibility
had	VBD	have
not	RB	not
changed	VBN	change
in	IN	in
156	CD	@card@
years	NNS	year
.	SENT	.
Remember	VB	remember
that	DT	that
foundation-shifting	JJ	foundation-shifting
question	NN	question
?	SENT	?
How	WRB	how
do	VBP	do
we	PP	we
approach	VBP	approach
aging	VBG	age
art	NN	art
?	SENT	?
Well	RB	well
,	,	,
we	PP	we
haven	VBP	haven
'	''	'
t	NN	t
been	VBN	be
approaching	VBG	approach
it	PP	it
.	SENT	.
The	DT	the
industry	NN	industry
at	IN	at
large	JJ	large
has	VBZ	have
been	VBN	be
avoiding	VBG	avoid
this	DT	this
question	NN	question
since	IN	since
the	DT	the
nostalgia	NN	nostalgia
craze	NN	craze
of	IN	of
the	DT	the
1970s	NNS	1970s
.	SENT	.
So	RB	so
great	JJ	great
is	VBZ	be
the	DT	the
avoidance	NN	avoidance
that	IN	that
we	PP	we
don	VB	don
'	''	'
t	NN	t
even	RB	even
really	RB	really
have	VB	have
the	DT	the
language	NN	language
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
have	VB	have
these	DT	these
conversations	NNS	conversation
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
start	VB	start
thinking	VBG	think
of	IN	of
theater	NN	theater
as	IN	as
something	NN	something
that	WDT	that
is	VBZ	be
alive	RB	alive
rather	RB	rather
than	IN	than
a	DT	a
static	JJ	static
museum	NN	museum
piece	NN	piece
.	SENT	.
It	PP	it
contains	VBZ	contain
a	DT	a
piece	NN	piece
of	IN	of
the	DT	the
creator	NN	creator
'	POS	'
s	NN	S
soul	NN	soul
which	WDT	which
lives	VBZ	live
on	IN	on
in	IN	in
the	DT	the
work	NN	work
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
start	VB	start
thinking	VBG	think
of	IN	of
theater	NN	theater
like	IN	like
a	DT	a
dynamic	NN	dynamic
,	,	,
aging	VBG	age
community	NN	community
member	NN	member
.	SENT	.
What	WP	what
does	VBZ	do
this	DT	this
piece	NN	piece
of	IN	of
theater	NN	theater
trying	VBG	try
to	TO	to
communicate	VB	communicate
?	SENT	?
Is	VBZ	be
it	PP	it
still	RB	still
communicating	VBG	communicate
that	DT	that
message	NN	message
effectively	RB	effectively
long	RB	long
after	IN	after
its	PP$	its
initial	JJ	initial
creation	NN	creation
?	SENT	?
Or	CC	or
does	VBZ	do
something	NN	something
else	RB	else
communicate	VB	communicate
that	DT	that
message	NN	message
better	RBR	well
now	RB	now
?	SENT	?
Is	VBZ	be
it	PP	it
doing	VBG	do
more	JJR	more
help	NN	help
than	IN	than
harm	NN	harm
?	SENT	?
These	DT	these
are	VBP	be
the	DT	the
questions	NNS	question
that	WDT	that
I	PP	I
ask	VBP	ask
myself	PP	myself
every	DT	every
time	NN	time
I	PP	I
dust	VBP	dust
off	RP	off
a	DT	a
musical	NN	musical
from	IN	from
yesteryear	NN	yesteryear
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
here	RB	here
to	TO	to
give	VB	give
you	PP	you
my	PP$	my
personal	JJ	personal
framework	NN	framework
,	,	,
which	WDT	which
I	PP	I
teach	VBP	teach
to	TO	to
students	NNS	student
across	IN	across
the	DT	the
globe	NN	globe
.	SENT	.
Now	RB	now
it	PP	it
is	VBZ	be
not	RB	not
perfect	JJ	perfect
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
spend	VB	spend
the	DT	the
rest	NN	rest
of	IN	of
my	PP$	my
life	NN	life
refining	VBG	refine
it	PP	it
.	SENT	.
But	CC	but
it	PP	it
is	VBZ	be
a	DT	a
start	NN	start
;	:	;
it	PP	it
is	VBZ	be
a	DT	a
start	NN	start
in	IN	in
looking	VBG	look
at	IN	at
the	DT	the
American	JJ	American
musical	NN	musical
as	IN	as
a	DT	a
progression	NN	progression
and	CC	and
in	IN	in
finding	VBG	find
language	NN	language
to	TO	to
talk	VB	talk
about	RB	about
how	WRB	how
things	NNS	thing
do	VBP	do
and	CC	and
do	VBP	do
not	RB	not
age	NN	age
in	IN	in
the	DT	the
modern	JJ	modern
zeitgeist	NN	Zeitgeist
.	SENT	.
The	DT	the
five	CD	five
categories	NNS	category
are	VBP	be
as	RB	as
follows	VBZ	follow
.	SENT	.
Category	NN	category
one	CD	one
:	:	:
"	``	"
Active	JJ	active
.	SENT	.
"	''	"
The	DT	the
piece	NN	piece
,	,	,
while	IN	while
not	RB	not
perfect	JJ	perfect
,	,	,
communicates	VBZ	communicate
its	PP$	its
message	NN	message
effectively	RB	effectively
without	IN	without
any	DT	any
potential	JJ	potential
problems	NNS	problem
getting	VBG	get
in	IN	in
the	DT	the
way	NN	way
of	IN	of
that	DT	that
communication	NN	communication
.	SENT	.
Category	NN	category
two	CD	two
:	:	:
"	``	"
Tricky	JJ	tricky
.	SENT	.
"	``	"
The	DT	the
problems	NNS	problem
within	IN	within
the	DT	the
piece	NN	piece
can	MD	can
be	VB	be
mitigated	VBN	mitigate
by	IN	by
how	WRB	how
the	DT	the
piece	NN	piece
is	VBZ	be
directed	VBN	direct
or	CC	or
performed	VBN	perform
.	SENT	.
Category	NN	category
three	CD	three
:	:	:
"	``	"
Troublesome	JJ	troublesome
.	SENT	.
"	``	"
The	DT	the
problems	NNS	problem
are	VBP	be
baked	VBN	bake
into	IN	into
the	DT	the
piece	NN	piece
itself	PP	itself
,	,	,
but	CC	but
if	IN	if
they	PP	they
are	VBP	be
addressed	VBN	address
in	IN	in
a	DT	a
cognizant	JJ	cognizant
manner	NN	manner
,	,	,
the	DT	the
show	NN	show
still	RB	still
has	VBZ	have
something	NN	something
salient	JJ	salient
to	TO	to
say	VB	say
.	SENT	.
Category	NN	category
four	CD	four
:	:	:
"	``	"
Augmented	VBN	augment
.	SENT	.
"	``	"
You	PP	you
need	VBP	need
to	TO	to
completely	RB	completely
redo	VB	redo
an	DT	an
aspect	NN	aspect
of	IN	of
the	DT	the
piece	NN	piece
in	IN	in
order	NN	order
to	TO	to
make	VB	make
it	PP	it
palatable	JJ	palatable
.	SENT	.
This	DT	this
is	VBZ	be
where	WRB	where
the	DT	the
concept	NN	concept
of	IN	of
a	DT	a
revisal	NN	<unknown>
comes	VBZ	come
in	IN	in
.	SENT	.
Category	NN	category
four	CD	four
:	:	:
"	``	"
Archived	JJ	<unknown>
.	SENT	.
"	''	"
The	DT	the
piece	NN	piece
has	VBZ	have
value	NN	value
historically	RB	historically
,	,	,
but	CC	but
it	PP	it
does	VBZ	do
not	RB	not
need	VB	need
to	TO	to
be	VB	be
publicly	RB	publicly
performed	VBN	perform
anymore	RB	anymore
.	SENT	.
It	PP	it
has	VBZ	have
more	JJR	more
value	NN	value
as	IN	as
a	DT	a
piece	NN	piece
of	IN	of
where	WRB	where
we	PP	we
have	VBP	have
been	VBN	be
than	IN	than
where	WRB	where
we	PP	we
are	VBP	be
going	VBG	go
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
divisions	NNS	division
between	IN	between
these	DT	these
five	CD	five
categories	NNS	category
are	VBP	be
porous	JJ	porous
.	SENT	.
A	DT	a
show	NN	show
may	MD	may
be	VB	be
tricky	JJ	tricky
to	TO	to
one	CD	one
person	NN	person
and	CC	and
troublesome	JJ	troublesome
to	TO	to
another	DT	another
.	SENT	.
We	PP	we
all	RB	all
approach	VBP	approach
art	NN	art
from	IN	from
different	JJ	different
vantage	NN	vantage
points	NNS	point
and	CC	and
therefore	RB	therefore
have	VB	have
different	JJ	different
opinions	NNS	opinion
.	SENT	.
However	RB	however
,	,	,
for	IN	for
the	DT	the
sake	NN	sake
of	IN	of
giving	VBG	give
you	PP	you
an	DT	an
example	NN	example
of	IN	of
the	DT	the
framework	NN	framework
,	,	,
I	PP	I
would	MD	would
like	VB	like
to	TO	to
take	VB	take
the	DT	the
canon	NN	canon
of	IN	of
one	CD	one
of	IN	of
the	DT	the
American	JJ	American
musical	NN	musical
'	POS	'
s	JJ	<unknown>
greatest	JJS	great
and	CC	and
most	RBS	most
influential	JJ	influential
ancestors	NNS	ancestor
and	CC	and
present	VB	present
it	PP	it
to	TO	to
you	PP	you
within	IN	within
the	DT	the
framework	NN	framework
.	SENT	.
Oscar	NP	Oscar
Hammerstein	NP	Hammerstein
II	NP	II
.	SENT	.
Now	RB	now
first	RB	first
up	RB	up
is	VBZ	be
the	DT	the
"	``	"
Active	JJ	active
"	''	"
category	NN	category
.	SENT	.
Now	RB	now
Oscar	NP	Oscar
died	VBD	die
in	IN	in
1960	CD	@card@
,	,	,
which	WDT	which
means	VBZ	mean
that	IN	that
two	CD	two
artistic	JJ	artistic
generations	NNS	generation
have	VBP	have
passed	VBN	pass
since	IN	since
he	PP	he
passed	VBD	pass
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
essentially	RB	essentially
the	DT	the
great	JJ	great
grandfather	NN	grandfather
to	TO	to
our	PP$	our
current	JJ	current
artistic	JJ	artistic
generation	NN	generation
.	SENT	.
But	CC	but
many	JJ	many
of	IN	of
his	PP$	his
insights	NNS	insight
remain	VBP	remain
as	RB	as
cuttingly	RB	cuttingly
clear	JJ	clear
as	IN	as
they	PP	they
were	VBD	be
when	WRB	when
he	PP	he
first	RB	first
presented	VBD	present
them	PP	them
.	SENT	.
Consider	VB	consider
"	``	"
The	DT	the
Sound	NN	sound
of	IN	of
Music	NP	Music
.	SENT	.
"	``	"
Its	PP$	its
message	NN	message
of	IN	of
heart	NN	heart
,	,	,
hope	NN	hope
and	CC	and
humanity	NN	humanity
resonates	VBZ	resonate
with	IN	with
audience	NN	audience
members	NNS	member
across	IN	across
the	DT	the
world	NN	world
,	,	,
making	VBG	make
it	PP	it
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
performed	VBN	perform
regional	JJ	regional
,	,	,
community	NN	community
and	CC	and
educational	JJ	educational
theater	NN	theater
pieces	NNS	piece
in	IN	in
the	DT	the
entire	JJ	entire
country	NN	country
.	SENT	.
It	PP	it
still	RB	still
has	VBZ	have
a	DT	a
tale	NN	tale
to	TO	to
tell	VB	tell
,	,	,
and	CC	and
audiences	NNS	audience
are	VBP	be
still	RB	still
learning	VBG	learn
its	PP$	its
lessons	NNS	lesson
.	SENT	.
Next	NP	Next
up	RB	up
is	VBZ	be
the	DT	the
"	``	"
Tricky	JJ	tricky
"	''	"
category	NN	category
,	,	,
which	WDT	which
in	IN	in
my	PP$	my
opinion	NN	opinion
is	VBZ	be
the	DT	the
most	RBS	most
flexible	JJ	flexible
part	NN	part
of	IN	of
the	DT	the
framework	NN	framework
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
up	RP	up
to	TO	to
us	PP	us
as	IN	as
artists	NNS	artist
to	TO	to
take	VB	take
these	DT	these
pieces	NNS	piece
and	CC	and
elevate	VB	elevate
them	PP	them
in	IN	in
a	DT	a
responsible	JJ	responsible
manner	NN	manner
for	IN	for
a	DT	a
modern	JJ	modern
retelling	VBG	retell
.	SENT	.
Take	VB	take
"	``	"
Oklahoma	NP	Oklahoma
!	SENT	!
"	''	"
and	CC	and
"	``	"
South	NP	South
Pacific	NP	Pacific
.	SENT	.
"	``	"
Both	CC	both
of	IN	of
these	DT	these
shows	NNS	show
had	VBD	have
landmark	JJ	landmark
revivals	NNS	revival
in	IN	in
the	DT	the
last	JJ	last
15	CD	@card@
years	NNS	year
that	WDT	that
upended	VBD	upend
the	DT	the
way	NN	way
the	DT	the
current	JJ	current
generation	NN	generation
views	VBZ	view
them	PP	them
,	,	,
without	IN	without
changing	VBG	change
a	DT	a
single	JJ	single
word	NN	word
that	IN	that
Oscar	NP	Oscar
Hammerstein	NP	Hammerstein
II	NP	II
wrote	VBD	write
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
material	NN	material
that	WDT	that
has	VBZ	have
the	DT	the
strength	NN	strength
for	IN	for
a	DT	a
modern	JJ	modern
retelling	VBG	retell
,	,	,
provided	VBD	provide
we	PP	we
lift	VB	lift
it	PP	it
off	RP	off
the	DT	the
page	NN	page
in	IN	in
a	DT	a
responsible	JJ	responsible
manner	NN	manner
.	SENT	.
The	DT	the
third	JJ	third
category	NN	category
is	VBZ	be
"	``	"
Troublesome	JJ	troublesome
.	SENT	.
"	''	"
Now	RB	now
"	``	"
Troublesome	JJ	troublesome
"	''	"
are	VBP	be
shows	NNS	show
that	WDT	that
still	RB	still
resonate	VBP	resonate
with	IN	with
modern	JJ	modern
audiences	NNS	audience
.	SENT	.
but	CC	but
we	PP	we
may	MD	may
squirm	VB	squirm
a	DT	a
little	JJ	little
bit	NN	bit
in	IN	in
our	PP$	our
seat	NN	seat
if	IN	if
we	PP	we
look	VBP	look
too	RB	too
close	VB	close
.	SENT	.
"	``	"
The	DT	the
King	NP	King
and	CC	and
I	PP	I
"	``	"
is	VBZ	be
a	DT	a
perfect	JJ	perfect
example	NN	example
of	IN	of
a	DT	a
show	NN	show
with	IN	with
many	JJ	many
worthwhile	JJ	worthwhile
messages	NNS	message
:	:	:
the	DT	the
importance	NN	importance
of	IN	of
being	VBG	be
a	DT	a
lifelong	JJ	lifelong
learner	NN	learner
,	,	,
seeing	VBG	see
your	PP$	your
fellow	JJ	fellow
man	NN	man
as	IN	as
your	PP$	your
equal	JJ	equal
,	,	,
working	VBG	work
together	RB	together
toward	IN	toward
a	DT	a
common	JJ	common
goal	NN	goal
,	,	,
while	IN	while
also	RB	also
having	VBG	have
aspects	NNS	aspect
that	WDT	that
would	MD	would
not	RB	not
be	VB	be
well	RB	well
received	VBN	receive
if	IN	if
it	PP	it
was	VBD	be
first	RB	first
presented	VBN	present
today	NN	today
.	SENT	.
The	DT	the
white	JJ	white
saviorism	NN	<unknown>
embedded	VBN	embed
in	IN	in
the	DT	the
initial	JJ	initial
source	NN	source
text	NN	text
,	,	,
the	DT	the
treatment	NN	treatment
of	IN	of
East	NP	East
Asia	NP	Asia
,	,	,
the	DT	the
way	NN	way
the	DT	the
Siamese	JJ	Siamese
women	NNS	woman
are	VBP	be
underwritten	VBN	underwrite
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
Category	NN	category
four	CD	four
,	,	,
"	''	"
Augmented	VBD	augment
,	,	,
"	``	"
is	VBZ	be
when	WRB	when
a	DT	a
show	NN	show
'	POS	'
s	NN	S
troubles	NNS	trouble
begin	VBP	begin
to	TO	to
outweigh	VB	outweigh
its	PP$	its
triumphs	NNS	triumph
.	SENT	.
Consider	VB	consider
"	``	"
Flower	NP	Flower
Drum	NP	Drum
Song	NP	Song
.	SENT	.
"	''	"
"	``	"
Flower	NP	Flower
Drum	NP	Drum
Song	NP	Song
"	''	"
was	VBD	be
written	VBN	write
from	IN	from
a	DT	a
place	NN	place
of	IN	of
deep	JJ	deep
,	,	,
abiding	JJ	abiding
love	NN	love
and	CC	and
respect	NN	respect
for	IN	for
the	DT	the
Asian	JJ	Asian
American	JJ	American
community	NN	community
.	SENT	.
But	CC	but
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
Oscar	NP	Oscar
was	VBD	be
writing	VBG	write
from	IN	from
the	DT	the
perspective	NN	perspective
of	IN	of
a	DT	a
community	NN	community
that	IN	that
he	PP	he
could	MD	could
never	RB	never
truly	RB	truly
be	VB	be
a	DT	a
part	NN	part
of	IN	of
.	SENT	.
In	IN	in
2002	CD	@card@
,	,	,
David	NP	David
Henry	NP	Henry
Hwang	NP	Hwang
,	,	,
an	DT	an
Asian	JJ	Asian
American	JJ	American
playwright	NN	playwright
,	,	,
was	VBD	be
brought	VBN	bring
in	IN	in
to	TO	to
dramatically	RB	dramatically
revise	VB	revise
the	DT	the
piece	NN	piece
,	,	,
using	VBG	use
songs	NNS	song
that	WDT	that
have	VBP	have
become	VBN	become
a	DT	a
part	NN	part
of	IN	of
the	DT	the
American	JJ	American
zeitgeist	NN	Zeitgeist
as	IN	as
the	DT	the
soundtrack	NN	soundtrack
for	IN	for
far	RB	far
more	JJR	more
honest	JJ	honest
representation	NN	representation
.	SENT	.
The	DT	the
final	JJ	final
category	NN	category
,	,	,
"	''	"
Archived	NP	<unknown>
,	,	,
"	``	"
is	VBZ	be
perhaps	RB	perhaps
the	DT	the
most	RBS	most
controversial	JJ	controversial
.	SENT	.
Some	DT	some
