Five	CD	five
to	TO	to
told	VBN	tell
us	PP	us
they	PP	they
had	VBD	have
trouble	NN	trouble
explaining	VBG	explain
to	TO	to
their	PP$	their
students	NNS	student
what	WP	what
we	PP	we
were	VBD	be
doing	VBG	do
there	RB	there
,	,	,
when	WRB	when
those	DT	those
students	NNS	student
had	VBD	have
parents	NNS	parent
who	WP	who
were	VBD	be
fighting	VBG	fight
and	CC	and
sometimes	RB	sometimes
dying	VBG	die
overseas	RB	overseas
.	SENT	.
We	PP	we
had	VBD	have
drawn	VBN	draw
a	DT	a
blank	NN	blank
,	,	,
and	CC	and
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
just	RB	just
Iraq	NP	Iraq
and	CC	and
Afghanistan	NP	Afghanistan
.	SENT	.
From	IN	from
conflict	NN	conflict
zones	NNS	zone
to	TO	to
climate	NN	climate
change	NN	change
to	TO	to
all	DT	all
sorts	NNS	sort
of	IN	of
issues	NNS	issue
around	IN	around
crises	NNS	crisis
in	IN	in
public	JJ	public
health	NN	health
,	,	,
we	PP	we
were	VBD	be
missing	VBG	miss
what	WP	what
I	PP	I
call	VBP	call
the	DT	the
species-level	JJ	species-level
issues	NNS	issue
,	,	,
because	IN	because
as	IN	as
a	DT	a
species	NN	species
,	,	,
they	PP	they
could	MD	could
actually	RB	actually
sink	VB	sink
us	PP	us
.	SENT	.
And	CC	and
by	IN	by
failing	VBG	fail
to	TO	to
understand	VB	understand
the	DT	the
complex	JJ	complex
issues	NNS	issue
of	IN	of
our	PP$	our
time	NN	time
,	,	,
we	PP	we
were	VBD	be
facing	VBG	face
certain	JJ	certain
practical	JJ	practical
implications	NNS	implication
.	SENT	.
How	WRB	how
were	VBD	be
we	PP	we
going	VBG	go
to	TO	to
solve	VB	solve
problems	NNS	problem
that	WDT	that
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
fundamentally	RB	fundamentally
understand	VBP	understand
,	,	,
that	IN	that
we	PP	we
couldn	NNS	<unknown>
'	POS	'
t	NN	t
track	NN	track
in	IN	in
real	JJ	real
time	NN	time
,	,	,
and	CC	and
where	WRB	where
the	DT	the
people	NNS	people
working	VBG	work
on	IN	on
the	DT	the
issues	NNS	issue
were	VBD	be
invisible	JJ	invisible
to	TO	to
us	PP	us
and	CC	and
sometimes	RB	sometimes
invisible	JJ	invisible
to	TO	to
each	DT	each
other	JJ	other
?	SENT	?
When	WRB	when
you	PP	you
look	VBP	look
back	RB	back
on	IN	on
Iraq	NP	Iraq
,	,	,
those	DT	those
years	NNS	year
when	WRB	when
we	PP	we
were	VBD	be
missing	VBG	miss
the	DT	the
story	NN	story
,	,	,
were	VBD	be
the	DT	the
years	NNS	year
when	WRB	when
the	DT	the
society	NN	society
was	VBD	be
falling	VBG	fall
apart	RB	apart
,	,	,
when	WRB	when
we	PP	we
were	VBD	be
setting	VBG	set
the	DT	the
conditions	NNS	condition
for	IN	for
what	WP	what
would	MD	would
become	VB	become
the	DT	the
rise	NN	rise
of	IN	of
ISIS	NP	Isis
,	,	,
the	DT	the
ISIS	NP	Isis
takeover	NN	takeover
of	IN	of
Mosul	NP	Mosul
and	CC	and
terrorist	JJ	terrorist
violence	NN	violence
that	WDT	that
would	MD	would
spread	VB	spread
beyond	IN	beyond
Iraq	NP	Iraq
'	POS	'
s	NN	S
borders	NNS	border
to	TO	to
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
Just	RB	just
around	IN	around
that	DT	that
time	NN	time
where	WRB	where
I	PP	I
was	VBD	be
making	VBG	make
that	DT	that
observation	NN	observation
,	,	,
I	PP	I
looked	VBD	look
across	IN	across
the	DT	the
border	NN	border
of	IN	of
Iraq	NP	Iraq
and	CC	and
noticed	VBD	notice
there	EX	there
was	VBD	be
another	DT	another
story	NN	story
we	PP	we
were	VBD	be
missing	VBG	miss
:	:	:
the	DT	the
war	NN	war
in	IN	in
Syria	NP	Syria
.	SENT	.
If	IN	if
you	PP	you
were	VBD	be
a	DT	a
Middle-East	JJ	<unknown>
specialist	NN	specialist
,	,	,
you	PP	you
knew	VBD	know
that	IN	that
Syria	NP	Syria
was	VBD	be
that	IN	that
important	JJ	important
from	IN	from
the	DT	the
start	NN	start
.	SENT	.
But	CC	but
it	PP	it
ended	VBD	end
up	RP	up
being	VBG	be
,	,	,
really	RB	really
,	,	,
one	CD	one
of	IN	of
the	DT	the
forgotten	VBN	forget
stories	NNS	story
of	IN	of
the	DT	the
Arab	JJ	Arab
Spring	NN	spring
.	SENT	.
I	PP	I
saw	VBD	see
the	DT	the
implications	NNS	implication
up	IN	up
front	NN	front
.	SENT	.
Syria	NP	Syria
is	VBZ	be
intimately	RB	intimately
tied	VBN	tie
to	TO	to
regional	JJ	regional
security	NN	security
,	,	,
to	TO	to
global	JJ	global
stability	NN	stability
.	SENT	.
I	PP	I
felt	VBD	feel
like	IN	like
we	PP	we
couldn	NN	<unknown>
'	POS	'
t	NN	t
let	VBD	let
that	IN	that
become	VBN	become
another	DT	another
one	CD	one
of	IN	of
the	DT	the
stories	NNS	story
we	PP	we
left	VBD	leave
behind	RB	behind
.	SENT	.
So	RB	so
I	PP	I
left	VBD	leave
my	PP$	my
big	JJ	big
TV	NN	TV
job	NN	job
to	TO	to
start	VB	start
a	DT	a
website	NN	website
,	,	,
called	VBD	call
"	``	"
Syria	NP	Syria
Deeply	RB	deeply
.	SENT	.
"	``	"
It	PP	it
was	VBD	be
designed	VBN	design
to	TO	to
be	VB	be
a	DT	a
news	NN	news
and	CC	and
information	NN	information
source	NN	source
that	WDT	that
made	VBD	make
it	PP	it
easier	JJR	easy
to	TO	to
understand	VB	understand
a	DT	a
complex	JJ	complex
issue	NN	issue
,	,	,
and	CC	and
for	IN	for
the	DT	the
past	JJ	past
four	CD	four
years	NNS	year
,	,	,
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
a	DT	a
resource	NN	resource
for	IN	for
policymakers	NNS	policymaker
and	CC	and
professionals	NNS	professional
working	VBG	work
on	IN	on
the	DT	the
conflict	NN	conflict
in	IN	in
Syria	NP	Syria
.	SENT	.
We	PP	we
built	VBD	build
a	DT	a
business	NN	business
model	NN	model
based	VBN	base
on	IN	on
consistent	JJ	consistent
,	,	,
high-quality	JJ	high-quality
information	NN	information
,	,	,
and	CC	and
convening	VBG	convene
the	DT	the
top	JJ	top
minds	NNS	mind
on	IN	on
the	DT	the
issue	NN	issue
.	SENT	.
And	CC	and
we	PP	we
found	VBD	find
it	PP	it
was	VBD	be
a	DT	a
model	NN	model
that	WDT	that
scaled	VBD	scale
.	SENT	.
We	PP	we
got	VBD	get
passionate	JJ	passionate
requests	NNS	request
to	TO	to
do	VB	do
other	JJ	other
things	NNS	thing
"	``	"
Deeply	RB	deeply
.	SENT	.
"	``	"
So	RB	so
we	PP	we
started	VBD	start
to	TO	to
work	VB	work
our	PP$	our
way	NN	way
down	IN	down
the	DT	the
list	NN	list
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
just	RB	just
one	CD	one
of	IN	of
many	JJ	many
entrepreneurs	NNS	entrepreneur
,	,	,
and	CC	and
we	PP	we
are	VBP	be
just	RB	just
one	CD	one
of	IN	of
many	JJ	many
start-ups	NNS	start-up
trying	VBG	try
to	TO	to
fix	VB	fix
what	WP	what
'	POS	'
s	NNS	<unknown>
wrong	JJ	wrong
with	IN	with
news	NN	news
.	SENT	.
All	DT	all
of	IN	of
us	PP	us
in	IN	in
the	DT	the
trenches	NNS	trench
know	VBP	know
that	IN	that
something	NN	something
is	VBZ	be
wrong	JJ	wrong
with	IN	with
the	DT	the
news	NN	news
industry	NN	industry
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
broken	VBN	break
.	SENT	.
Trust	NN	trust
in	IN	in
the	DT	the
media	NN	media
has	VBZ	have
hit	VBN	hit
an	DT	an
all-time	JJ	all-time
low	NN	low
.	SENT	.
And	CC	and
the	DT	the
statistic	NN	statistic
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
up	IN	up
there	EX	there
is	VBZ	be
from	IN	from
September	NP	September
—	:	-
it	PP	it
'	POS	'
s	NN	S
arguably	RB	arguably
gotten	VBN	get
worse	JJR	bad
.	SENT	.
But	CC	but
we	PP	we
can	MD	can
fix	VB	fix
this	DT	this
.	SENT	.
We	PP	we
can	MD	can
fix	VB	fix
the	DT	the
news	NN	news
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
that	DT	that
'	''	'
s	NNS	<unknown>
true	JJ	true
.	SENT	.
You	PP	you
can	MD	can
call	VB	call
me	PP	me
an	DT	an
idealist	NN	idealist
;	:	;
I	PP	I
call	VBP	call
myself	PP	myself
an	DT	an
industrious	JJ	industrious
optimist	NN	optimist
.	SENT	.
And	CC	and
I	PP	I
know	VBP	know
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
us	PP	us
out	RB	out
there	RB	there
.	SENT	.
We	PP	we
have	VBP	have
ideas	NNS	idea
for	IN	for
how	WRB	how
to	TO	to
make	VB	make
things	NNS	thing
better	RBR	well
,	,	,
and	CC	and
I	PP	I
want	VBP	want
to	TO	to
share	VB	share
three	CD	three
of	IN	of
them	PP	them
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
picked	VBD	pick
up	RP	up
in	IN	in
our	PP$	our
own	JJ	own
work	NN	work
.	SENT	.
Idea	NN	idea
number	NN	number
one	CD	one
:	:	:
we	PP	we
need	VBP	need
news	NN	news
that	RB	that
'	POS	'
s	NNS	<unknown>
built	VBN	build
on	IN	on
deep-domain	NN	deep-domain
knowledge	NN	knowledge
.	SENT	.
Given	VBN	give
the	DT	the
waves	NNS	wave
and	CC	and
waves	NNS	wave
of	IN	of
layoffs	NNS	layoff
at	IN	at
newsrooms	NNS	newsroom
across	IN	across
the	DT	the
country	NN	country
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
lost	VBD	lose
the	DT	the
art	NN	art
of	IN	of
specialization	NN	specialization
.	SENT	.
Beat	NN	beat
reporting	NN	reporting
is	VBZ	be
an	DT	an
endangered	JJ	endangered
thing	NN	thing
.	SENT	.
When	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
foreign	JJ	foreign
news	NN	news
,	,	,
the	DT	the
way	NN	way
we	PP	we
can	MD	can
fix	VB	fix
that	DT	that
is	VBZ	be
by	IN	by
working	VBG	work
with	IN	with
more	JJR	more
local	JJ	local
journalists	NNS	journalist
,	,	,
treating	VBG	treat
them	PP	them
like	IN	like
our	PP$	our
partners	NNS	partner
and	CC	and
collaborators	NNS	collaborator
,	,	,
not	RB	not
just	RB	just
fixers	NNS	fixer
who	WP	who
fetch	VBP	fetch
us	PP	us
phone	NN	phone
numbers	NNS	number
and	CC	and
sound	JJ	sound
bites	NNS	bite
.	SENT	.
Our	PP$	our
local	JJ	local
reporters	NNS	reporter
in	IN	in
Syria	NP	Syria
and	CC	and
across	IN	across
Africa	NP	Africa
and	CC	and
across	IN	across
Asia	NP	Asia
bring	VBP	bring
us	PP	us
stories	NNS	story
that	IN	that
we	PP	we
certainly	RB	certainly
would	MD	would
not	RB	not
have	VB	have
found	VBN	find
on	IN	on
our	PP$	our
own	JJ	own
.	SENT	.
Like	IN	like
this	DT	this
one	CD	one
from	IN	from
the	DT	the
suburbs	NNS	suburb
of	IN	of
Damascus	NP	Damascus
,	,	,
about	IN	about
a	DT	a
wheelchair	NN	wheelchair
race	NN	race
that	WDT	that
gave	VBD	give
hope	NN	hope
to	TO	to
those	DT	those
wounded	NN	wounded
in	IN	in
the	DT	the
war	NN	war
.	SENT	.
Or	CC	or
this	DT	this
one	CD	one
from	IN	from
Sierra	NP	Sierra
Leone	NP	Leone
,	,	,
about	IN	about
a	DT	a
local	JJ	local
chief	NN	chief
who	WP	who
curbed	VBD	curb
the	DT	the
spread	NN	spread
of	IN	of
Ebola	NP	<unknown>
by	IN	by
self-	NN	<unknown>
organizing	VBG	organize
a	DT	a
quarantine	NN	quarantine
in	IN	in
his	PP$	his
district	NN	district
.	SENT	.
Or	CC	or
this	DT	this
one	CD	one
from	IN	from
the	DT	the
border	NN	border
of	IN	of
Pakistan	NP	Pakistan
,	,	,
about	IN	about
Afghan	JJ	Afghan
refugees	NNS	refugee
being	VBG	be
forced	VBN	force
to	TO	to
return	VB	return
home	NN	home
before	IN	before
they	PP	they
are	VBP	be
ready	JJ	ready
,	,	,
under	IN	under
the	DT	the
threat	NN	threat
of	IN	of
police	NN	police
intimidation	NN	intimidation
.	SENT	.
Our	PP$	our
local	JJ	local
journalists	NNS	journalist
are	VBP	be
our	PP$	our
mentors	NNS	mentor
.	SENT	.
They	PP	they
teach	VBP	teach
us	PP	us
something	RB	something
new	JJ	new
every	DT	every
day	NN	day
,	,	,
and	CC	and
they	PP	they
bring	VBP	bring
us	PP	us
stories	NNS	story
that	WDT	that
are	VBP	be
important	JJ	important
for	IN	for
all	DT	all
of	IN	of
us	PP	us
to	TO	to
know	VB	know
.	SENT	.
Idea	NN	idea
number	NN	number
two	CD	two
:	:	:
we	PP	we
need	VBP	need
a	DT	a
kind	NN	kind
of	IN	of
Hippocratic	JJ	Hippocratic
oath	NN	oath
for	IN	for
the	DT	the
news	NN	news
industry	NN	industry
,	,	,
a	DT	a
pledge	NN	pledge
to	TO	to
first	RB	first
do	VB	do
no	DT	no
harm	NN	harm
.	SENT	.
Journalists	NNS	journalist
need	VBP	need
to	TO	to
be	VB	be
tough	JJ	tough
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
speak	VB	speak
truth	NN	truth
to	TO	to
power	NN	power
,	,	,
but	CC	but
we	PP	we
also	RB	also
need	VBP	need
to	TO	to
be	VB	be
responsible	JJ	responsible
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
live	VB	live
up	RP	up
to	TO	to
our	PP$	our
own	JJ	own
ideals	NNS	ideal
,	,	,
and	CC	and
we	PP	we
need	VBP	need
to	TO	to
recognize	VB	recognize
when	WRB	when
what	WP	what
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
could	MD	could
potentially	RB	potentially
harm	VB	harm
society	NN	society
,	,	,
where	WRB	where
we	PP	we
lose	VBP	lose
track	NN	track
of	IN	of
journalism	NN	journalism
as	IN	as
a	DT	a
public	JJ	public
service	NN	service
.	SENT	.
I	PP	I
watched	VBD	watch
us	PP	us
cover	VB	cover
the	DT	the
Ebola	NP	<unknown>
crisis	NN	crisis
.	SENT	.
We	PP	we
launched	VBD	launch
Ebola	NP	<unknown>
Deeply	RB	deeply
.	SENT	.
We	PP	we
did	VBD	do
our	PP$	our
best	JJS	good
.	SENT	.
But	CC	but
what	WP	what
we	PP	we
saw	VBD	see
was	VBD	be
a	DT	a
public	NN	public
that	WDT	that
was	VBD	be
flooded	VBN	flood
with	IN	with
hysterical	JJ	hysterical
and	CC	and
sensational	JJ	sensational
coverage	NN	coverage
,	,	,
sometimes	RB	sometimes
inaccurate	JJ	inaccurate
,	,	,
sometimes	RB	sometimes
completely	RB	completely
wrong	JJ	wrong
.	SENT	.
Public	JJ	public
health	NN	health
experts	NNS	expert
tell	VBP	tell
me	PP	me
that	IN	that
that	DT	that
actually	RB	actually
cost	VBN	cost
us	PP	us
in	IN	in
human	JJ	human
lives	NNS	life
,	,	,
because	IN	because
by	IN	by
sparking	VBG	spark
more	JJR	more
panic	NN	panic
and	CC	and
by	IN	by
sometimes	RB	sometimes
getting	VBG	get
the	DT	the
facts	NNS	fact
wrong	JJ	wrong
,	,	,
we	PP	we
made	VBD	make
it	PP	it
harder	JJR	hard
for	IN	for
people	NNS	people
to	TO	to
resolve	VB	resolve
what	WP	what
was	VBD	be
actually	RB	actually
happening	VBG	happen
on	IN	on
the	DT	the
ground	NN	ground
.	SENT	.
All	PDT	all
that	DT	that
noise	NN	noise
made	VBD	make
it	PP	it
harder	JJR	hard
to	TO	to
make	VB	make
the	DT	the
right	JJ	right
decisions	NNS	decision
.	SENT	.
We	PP	we
can	MD	can
do	VB	do
better	JJR	good
as	IN	as
an	DT	an
industry	NN	industry
,	,	,
but	CC	but
it	PP	it
requires	VBZ	require
us	PP	us
recognizing	VBG	recognize
how	WRB	how
we	PP	we
got	VBD	get
it	PP	it
wrong	JJ	wrong
last	JJ	last
time	NN	time
,	,	,
and	CC	and
deciding	VBG	decide
not	RB	not
to	TO	to
go	VB	go
that	DT	that
way	NN	way
next	JJ	next
time	NN	time
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
choice	NN	choice
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
resist	VB	resist
the	DT	the
temptation	NN	temptation
to	TO	to
use	VB	use
fear	NN	fear
for	IN	for
ratings	NNS	rating
.	SENT	.
And	CC	and
that	DT	that
decision	NN	decision
has	VBZ	have
to	TO	to
be	VB	be
made	VBN	make
in	IN	in
the	DT	the
individual	JJ	individual
newsroom	NN	newsroom
and	CC	and
with	IN	with
the	DT	the
individual	JJ	individual
news	NN	news
executive	NN	executive
.	SENT	.
Because	IN	because
the	DT	the
next	JJ	next
deadly	JJ	deadly
virus	NN	virus
that	WDT	that
comes	VBZ	come
around	RB	around
could	MD	could
be	VB	be
much	RB	much
worse	JJR	bad
and	CC	and
the	DT	the
consequences	NNS	consequence
much	RB	much
higher	JJR	high
,	,	,
if	IN	if
we	PP	we
do	VBP	do
what	WP	what
we	PP	we
did	VBD	do
last	JJ	last
time	NN	time
;	:	;
if	IN	if
our	PP$	our
reporting	NN	reporting
isn	NN	isn
'	POS	'
t	NN	t
responsible	JJ	responsible
and	CC	and
it	PP	it
isn	NP	isn
'	POS	'
t	NN	t
right	NN	right
.	SENT	.
The	DT	the
third	JJ	third
idea	NN	idea
?	SENT	?
We	PP	we
need	VBP	need
to	TO	to
embrace	VB	embrace
complexity	NN	complexity
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
make	VB	make
sense	NN	sense
of	IN	of
a	DT	a
complex	JJ	complex
world	NN	world
.	SENT	.
Embrace	NN	embrace
complexity	NN	complexity
—	:	-
not	RB	not
treat	VB	treat
the	DT	the
world	NN	world
simplistically	RB	simplistically
,	,	,
because	IN	because
simple	JJ	simple
isn	NN	isn
'	POS	'
t	NN	t
accurate	JJ	accurate
.	SENT	.
We	PP	we
live	VBP	live
in	IN	in
a	DT	a
complex	JJ	complex
world	NN	world
.	SENT	.
News	NN	news
is	VBZ	be
adult	JJ	adult
education	NN	education
.	SENT	.
It	PP	it
'	''	'
s	VBG	<unknown>
our	PP$	our
job	NN	job
as	IN	as
journalists	NNS	journalist
to	TO	to
get	VB	get
elbow	NN	elbow
deep	JJ	deep
in	IN	in
complexity	NN	complexity
and	CC	and
to	TO	to
find	VB	find
new	JJ	new
ways	NNS	way
to	TO	to
make	VB	make
it	PP	it
easier	JJR	easy
for	IN	for
everyone	NN	everyone
else	RB	else
to	TO	to
understand	VB	understand
.	SENT	.
If	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
that	IN	that
,	,	,
if	IN	if
we	PP	we
pretend	VBP	pretend
there	EX	there
are	VBP	be
just	RB	just
simple	JJ	simple
answers	NNS	answer
,	,	,
we	PP	we
'	POS	'
re	NN	re
leading	VBG	lead
everyone	NN	everyone
off	IN	off
a	DT	a
steep	JJ	steep
cliff	NN	cliff
.	SENT	.
Understanding	NN	understanding
complexity	NN	complexity
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
know	VB	know
the	DT	the
real	JJ	real
threats	NNS	threat
that	WDT	that
are	VBP	be
around	IN	around
the	DT	the
corner	NN	corner
.	SENT	.
It	PP	it
'	''	'
s	VBG	<unknown>
our	PP$	our
responsibility	NN	responsibility
to	TO	to
translate	VB	translate
those	DT	those
threats	NNS	threat
and	CC	and
to	TO	to
help	VB	help
you	PP	you
understand	VB	understand
what	WP	what
'	POS	'
s	NNS	<unknown>
real	JJ	real
,	,	,
so	RB	so
you	PP	you
can	MD	can
be	VB	be
prepared	VBN	prepare
and	CC	and
know	VB	know
what	WP	what
it	PP	it
takes	VBZ	take
to	TO	to
be	VB	be
ready	JJ	ready
for	IN	for
what	WP	what
comes	VBZ	come
next	JJ	next
.	SENT	.
I	PP	I
am	VBP	be
an	DT	an
industrious	JJ	industrious
optimist	NN	optimist
.	SENT	.
I	PP	I
do	VBP	do
believe	VB	believe
we	PP	we
can	MD	can
fix	VB	fix
what	WP	what
'	POS	'
s	NNS	<unknown>
broken	VBN	break
.	SENT	.
We	PP	we
all	RB	all
want	VBP	want
to	TO	to
.	SENT	.
There	EX	there
are	VBP	be
great	JJ	great
journalists	NNS	journalist
out	IN	out
there	RB	there
doing	VBG	do
great	JJ	great
work	NN	work
—	:	-
we	PP	we
just	RB	just
need	VBP	need
new	JJ	new
formats	NNS	format
.	SENT	.
I	PP	I
honestly	RB	honestly
believe	VBP	believe
this	DT	this
is	VBZ	be
a	DT	a
time	NN	time
of	IN	of
reawakening	VBG	reawaken
,	,	,
reimagining	VBG	reimagine
what	WP	what
we	PP	we
can	MD	can
do	VB	do
.	SENT	.
I	PP	I
believe	VBP	believe
we	PP	we
can	MD	can
fix	VB	fix
what	WP	what
'	POS	'
s	NNS	<unknown>
broken	VBN	break
.	SENT	.
I	PP	I
know	VBP	know
we	PP	we
can	MD	can
fix	VB	fix
the	DT	the
news	NN	news
.	SENT	.
I	PP	I
know	VBP	know
it	PP	it
'	''	'
s	NN	S
worth	NN	worth
trying	VBG	try
,	,	,
and	CC	and
I	PP	I
truly	RB	truly
believe	VBP	believe
that	IN	that
in	IN	in
the	DT	the
end	NN	end
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
get	VB	get
this	DT	this
right	NN	right
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
