Twelve	CD	twelve
relationships	NNS	relationship
,	,	,
but	CC	but
that	DT	that
is	VBZ	be
also	RB	also
like	IN	like
saying	VBG	say
that	IN	that
it	PP	it
'	POS	'
s	NN	S
the	DT	the
same	JJ	same
thing	NN	thing
as	IN	as
a	DT	a
yard	NN	yard
sale	NN	sale
or	CC	or
a	DT	a
bake	NN	bake
sale	NN	sale
or	CC	or
babysitting	VBG	babysit
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
peer-to-peer	NN	<unknown>
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
saying	VBG	say
yard	NN	yard
sales	NNS	sale
are	VBP	be
the	DT	the
same	JJ	same
thing	NN	thing
as	IN	as
eBay	NN	<unknown>
,	,	,
or	CC	or
craft	NN	craft
fairs	NNS	fair
are	VBP	be
the	DT	the
same	JJ	same
thing	NN	thing
as	IN	as
Etsy	NP	<unknown>
.	SENT	.
But	CC	but
what	WP	what
'	POS	'
s	NN	S
really	RB	really
happening	VBG	happen
is	VBZ	be
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
power	NN	power
of	IN	of
a	DT	a
free	JJ	free
and	CC	and
open	JJ	open
Internet	NN	Internet
,	,	,
and	CC	and
on	IN	on
top	NN	top
of	IN	of
that	WDT	that
we	PP	we
'	''	'
re	IN	re
putting	VBG	put
a	DT	a
platform	NN	platform
for	IN	for
participation	NN	participation
,	,	,
and	CC	and
the	DT	the
peers	NNS	peer
are	VBP	be
now	RB	now
in	IN	in
partnership	NN	partnership
with	IN	with
the	DT	the
company	NN	company
,	,	,
creating	VBG	create
shared	VBN	share
value	NN	value
on	IN	on
shared	JJ	shared
values	NNS	value
,	,	,
and	CC	and
each	DT	each
strengthening	NN	strengthening
the	DT	the
other	JJ	other
,	,	,
and	CC	and
doing	VBG	do
what	WP	what
the	DT	the
other	JJ	other
can	NN	can
'	POS	'
t	NN	t
do	VBP	do
.	SENT	.
I	PP	I
call	VBP	call
this	DT	this
Peers	NP	Peers
,	,	,
Inc	NP	Inc
.	SENT	.
The	DT	the
incorporated	JJ	incorporated
side	NN	side
,	,	,
the	DT	the
company	NN	company
,	,	,
is	VBZ	be
doing	VBG	do
things	NNS	thing
that	IN	that
it	PP	it
does	VBZ	do
really	RB	really
well	RB	well
.	SENT	.
What	WP	what
does	VBZ	do
it	PP	it
do	VBP	do
really	RB	really
well	RB	well
?	SENT	?
It	PP	it
creates	VBZ	create
economies	NNS	economy
of	IN	of
scale	NN	scale
,	,	,
significant	JJ	significant
and	CC	and
long-term	JJ	long-term
resource	NN	resource
investment	NN	investment
,	,	,
the	DT	the
expertise	NN	expertise
of	IN	of
many	JJ	many
different	JJ	different
kinds	NNS	kind
of	IN	of
people	NNS	people
and	CC	and
different	JJ	different
kinds	NNS	kind
of	IN	of
minds	NNS	mind
,	,	,
and	CC	and
for	IN	for
individuals	NNS	individual
,	,	,
consumers	NNS	consumer
,	,	,
it	PP	it
'	POS	'
s	NN	S
bringing	VBG	bring
the	DT	the
standards	NNS	standard
,	,	,
rules	NNS	rule
and	CC	and
recourse	NN	recourse
that	IN	that
we	PP	we
really	RB	really
want	VBP	want
as	IN	as
consumers	NNS	consumer
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
kind	NN	kind
of	IN	of
bound	VBN	bind
up	RP	up
in	IN	in
a	DT	a
brand	NN	brand
promise	NN	promise
,	,	,
and	CC	and
the	DT	the
companies	NNS	company
are	VBP	be
providing	VBG	provide
this	DT	this
on	IN	on
a	DT	a
platform	NN	platform
for	IN	for
participation	NN	participation
.	SENT	.
Peers	NNS	peer
are	VBP	be
giving	VBG	give
and	CC	and
doing	VBG	do
things	NNS	thing
that	WDT	that
are	VBP	be
incredibly	RB	incredibly
expensive	JJ	expensive
for	IN	for
companies	NNS	company
to	TO	to
do	VB	do
.	SENT	.
What	WP	what
do	VBP	do
they	PP	they
bring	VB	bring
?	SENT	?
They	PP	they
bring	VBP	bring
this	DT	this
fabulous	JJ	fabulous
diversity	NN	diversity
,	,	,
expensive	JJ	expensive
for	IN	for
companies	NNS	company
.	SENT	.
And	CC	and
what	WP	what
does	VBZ	do
that	RB	that
deliver	VB	deliver
?	SENT	?
It	PP	it
delivers	VBZ	deliver
localization	NN	localization
and	CC	and
customization	NN	customization
,	,	,
specialization	NN	specialization
,	,	,
and	CC	and
all	DT	all
of	IN	of
this	DT	this
aspect	NN	aspect
about	IN	about
social	JJ	social
networks	NNS	network
and	CC	and
how	WRB	how
companies	NNS	company
are	VBP	be
yearning	VBG	yearn
and	CC	and
eager	JJ	eager
to	TO	to
get	VB	get
inside	RB	inside
there	RB	there
?	SENT	?
It	PP	it
'	POS	'
s	NNS	<unknown>
natural	JJ	natural
for	IN	for
me	PP	me
.	SENT	.
Me	PP	me
and	CC	and
my	PP$	my
friends	NNS	friend
,	,	,
I	PP	I
can	MD	can
connect	VB	connect
to	TO	to
them	PP	them
easily	RB	easily
.	SENT	.
And	CC	and
it	PP	it
also	RB	also
delivers	VBZ	deliver
really	RB	really
fabulous	JJ	fabulous
innovation	NN	innovation
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
talk	VBP	talk
about	RB	about
that	IN	that
later	RBR	later
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
the	DT	the
peers	NNS	peer
that	WDT	that
are	VBP	be
providing	VBG	provide
the	DT	the
services	NNS	service
and	CC	and
the	DT	the
product	NN	product
,	,	,
and	CC	and
the	DT	the
company	NN	company
that	RB	that
'	POS	'
s	NN	S
doing	VBG	do
the	DT	the
stuff	NN	stuff
that	IN	that
companies	NNS	company
do	VBP	do
.	SENT	.
The	DT	the
two	CD	two
of	IN	of
these	DT	these
are	VBP	be
delivering	VBG	deliver
the	DT	the
best	JJS	good
of	IN	of
both	DT	both
worlds	NNS	world
.	SENT	.
Some	DT	some
of	IN	of
my	PP$	my
favorite	JJ	favorite
examples	NNS	example
:	:	:
in	IN	in
transportation	NN	transportation
,	,	,
Carpooling	NP	<unknown>
.	SENT	.
com	NN	com
.	SENT	.
Ten	CD	ten
years	NNS	year
old	JJ	old
,	,	,
three	CD	three
and	CC	and
a	DT	a
half	JJ	half
million	CD	million
people	NNS	people
have	VBP	have
joined	VBN	join
up	RP	up
,	,	,
and	CC	and
a	DT	a
million	CD	million
rides	NNS	ride
are	VBP	be
shared	VBN	share
every	DT	every
day	NN	day
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
phenomenal	JJ	phenomenal
thing	NN	thing
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
equivalent	NN	equivalent
of	IN	of
2	CD	@card@
,	,	,
500	CD	@card@
TGV	NP	TGV
trains	NNS	train
,	,	,
and	CC	and
just	RB	just
think	VBP	think
,	,	,
they	PP	they
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
lay	VB	lay
a	DT	a
track	NN	track
or	CC	or
buy	VB	buy
a	DT	a
car	NN	car
.	SENT	.
This	DT	this
is	VBZ	be
all	RB	all
happening	VBG	happen
with	IN	with
excess	JJ	excess
capacity	NN	capacity
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
with	IN	with
transportation	NN	transportation
,	,	,
my	PP$	my
love	NN	love
,	,	,
but	CC	but
of	IN	of
course	NN	course
in	IN	in
other	JJ	other
realms	NNS	realm
.	SENT	.
Here	RB	here
'	POS	'
s	JJ	<unknown>
Fiverr	NP	<unknown>
.	SENT	.
com	NN	com
.	SENT	.
I	PP	I
met	VBD	meet
these	DT	these
founders	NNS	founder
just	RB	just
weeks	NNS	week
after	IN	after
they	PP	they
had	VBD	have
launched	VBN	launch
,	,	,
and	CC	and
now	RB	now
,	,	,
in	IN	in
two	CD	two
years	NNS	year
,	,	,
what	WP	what
would	MD	would
you	PP	you
do	VB	do
for	IN	for
five	CD	five
dollars	NNS	dollar
?	SENT	?
Seven	CD	seven
hundred	CD	hundred
and	CC	and
fifty	CD	fifty
thousand	CD	thousand
gigs	NNS	gig
are	VBP	be
now	RB	now
posted	VBN	post
after	IN	after
two	CD	two
years	NNS	year
,	,	,
what	WDT	what
people	NNS	people
would	MD	would
do	VB	do
for	IN	for
five	CD	five
dollars	NNS	dollar
.	SENT	.
And	CC	and
not	RB	not
just	RB	just
easy	JJ	easy
things	NNS	thing
that	IN	that
anyone	NN	anyone
can	MD	can
do	VB	do
.	SENT	.
This	DT	this
Peers	NP	Peers
,	,	,
Inc	NP	Inc
.	SENT	.
concept	NN	concept
is	VBZ	be
in	IN	in
a	DT	a
very	RB	very
difficult	JJ	difficult
and	CC	and
complex	JJ	complex
realm	NN	realm
.	SENT	.
TopCoder	NP	TopCoder
has	VBZ	have
400	CD	@card@
,	,	,
000	CD	@card@
engineers	NNS	engineer
who	WP	who
are	VBP	be
delivering	VBG	deliver
complex	JJ	complex
design	NN	design
and	CC	and
engineering	NN	engineering
services	NNS	service
.	SENT	.
When	WRB	when
I	PP	I
talked	VBD	talk
to	TO	to
their	PP$	their
CEO	NN	CEO
,	,	,
he	PP	he
had	VBD	have
this	DT	this
great	JJ	great
line	NN	line
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
We	PP	we
have	VBP	have
a	DT	a
community	NN	community
that	WDT	that
owns	VBZ	own
its	PP$	its
own	JJ	own
company	NN	company
.	SENT	.
"	''	"
And	CC	and
then	RB	then
my	PP$	my
all-time	JJ	all-time
favorite	NN	favorite
,	,	,
Etsy	NP	<unknown>
.	SENT	.
Etsy	NP	<unknown>
is	VBZ	be
providing	VBG	provide
goods	NNS	good
that	WDT	that
people	NNS	people
make	VBP	make
themselves	PP	themselves
and	CC	and
they	PP	they
'	POS	'
re	NN	re
selling	VBG	sell
it	PP	it
in	IN	in
a	DT	a
marketplace	NN	marketplace
.	SENT	.
It	PP	it
just	RB	just
celebrated	VBD	celebrate
its	PP$	its
seventh	JJ	seventh
anniversary	NN	anniversary
,	,	,
and	CC	and
after	IN	after
seven	CD	seven
years	NNS	year
,	,	,
last	JJ	last
year	NN	year
it	PP	it
delivered	VBD	deliver
530	CD	@card@
million	CD	million
dollars	NNS	dollar
'	POS	'
worth	NN	worth
of	IN	of
sales	NNS	sale
to	TO	to
all	PDT	all
those	DT	those
individuals	NNS	individual
who	WP	who
have	VBP	have
been	VBN	be
making	VBG	make
those	DT	those
objects	NNS	object
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
guys	NNS	guy
out	IN	out
there	EX	there
who	WP	who
are	VBP	be
businesspeople	NN	businesspeople
,	,	,
are	VBP	be
thinking	VBG	think
,	,	,
"	``	"
Oh	UH	oh
my	PP$	my
God	NP	God
,	,	,
I	PP	I
want	VBP	want
to	TO	to
build	VB	build
one	CD	one
of	IN	of
those	DT	those
.	SENT	.
I	PP	I
see	VBP	see
this	DT	this
incredible	JJ	incredible
speed	NN	speed
and	CC	and
scale	NN	scale
.	SENT	.
You	PP	you
mean	VBP	mean
all	RB	all
I	PP	I
have	VBP	have
to	TO	to
do	VB	do
is	VBZ	be
build	VB	build
a	DT	a
platform	NN	platform
and	CC	and
all	PDT	all
these	DT	these
people	NNS	people
are	VBP	be
going	VBG	go
to	TO	to
put	VB	put
their	PP$	their
stuff	NN	stuff
on	IN	on
top	JJ	top
and	CC	and
I	PP	I
sit	VBP	sit
back	RB	back
and	CC	and
roll	VB	roll
it	PP	it
in	RP	in
?	SENT	?
"	''	"
Building	VBG	build
these	DT	these
platforms	NNS	platform
for	IN	for
participation	NN	participation
are	VBP	be
so	RB	so
nontrivial	JJ	nontrivial
to	TO	to
do	VB	do
.	SENT	.
I	PP	I
think	VBP	think
of	IN	of
the	DT	the
difference	NN	difference
of	IN	of
Google	NP	<unknown>
Video	NP	Video
versus	CC	versus
YouTube	NP	<unknown>
.	SENT	.
Who	WP	who
would	MD	would
have	VB	have
thought	VBN	think
that	IN	that
two	CD	two
young	JJ	young
guys	NNS	guy
and	CC	and
a	DT	a
start-up	NN	start-up
would	MD	would
beat	VB	beat
out	RP	out
Google	NP	<unknown>
Video	NP	Video
?	SENT	?
Why	WRB	why
?	SENT	?
I	PP	I
actually	RB	actually
have	VBP	have
no	DT	no
idea	NN	idea
why	WRB	why
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
talk	NN	talk
to	TO	to
them	PP	them
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
m	NN	m
thinking	NN	thinking
,	,	,
you	PP	you
know	VBP	know
,	,	,
they	PP	they
probably	RB	probably
had	VBD	have
the	DT	the
"	``	"
share	NN	share
"	''	"
button	NN	button
a	DT	a
little	JJ	little
bit	NN	bit
brighter	JJR	bright
and	CC	and
to	TO	to
the	DT	the
right	NN	right
,	,	,
and	CC	and
so	RB	so
it	PP	it
was	VBD	be
easier	JJR	easy
and	CC	and
more	RBR	more
convenient	JJ	convenient
for	IN	for
the	DT	the
two	CD	two
sides	NNS	side
that	WDT	that
are	VBP	be
always	RB	always
participating	VBG	participate
on	IN	on
these	DT	these
networks	NNS	network
.	SENT	.
So	RB	so
I	PP	I
actually	RB	actually
know	VBP	know
a	DT	a
lot	NN	lot
about	IN	about
building	VBG	build
a	DT	a
peer	NN	peer
platform	NN	platform
now	RB	now
,	,	,
and	CC	and
a	DT	a
Peers	NP	Peers
,	,	,
Inc	NP	Inc
.	SENT	.
company	NN	company
,	,	,
because	IN	because
I	PP	I
'	POS	'
ve	NN	ve
spent	VBD	spend
the	DT	the
last	JJ	last
two	CD	two
years	NNS	year
doing	VBG	do
that	IN	that
in	IN	in
Paris	NP	Paris
.	SENT	.
So	RB	so
let	VB	let
me	PP	me
take	VB	take
you	PP	you
back	RB	back
how	WRB	how
it	PP	it
'	POS	'
s	NN	S
so	RB	so
incredibly	RB	incredibly
different	JJ	different
building	NN	building
Buzzcar	NN	<unknown>
than	IN	than
it	PP	it
was	VBD	be
building	VBG	build
Zipcar	NP	<unknown>
,	,	,
because	IN	because
now	RB	now
every	DT	every
single	JJ	single
thing	NN	thing
we	PP	we
do	VBP	do
has	VBZ	have
these	DT	these
two	CD	two
different	JJ	different
bodies	NNS	body
that	IN	that
I	PP	I
have	VBP	have
to	TO	to
be	VB	be
thinking	VBG	think
about	RB	about
:	:	:
the	DT	the
owners	NNS	owner
who	WP	who
are	VBP	be
going	VBG	go
to	TO	to
provide	VB	provide
the	DT	the
cars	NNS	car
and	CC	and
the	DT	the
drivers	NNS	driver
who	WP	who
are	VBP	be
going	VBG	go
to	TO	to
rent	VB	rent
them	PP	them
.	SENT	.
Every	DT	every
single	JJ	single
decision	NN	decision
,	,	,
I	PP	I
have	VBP	have
to	TO	to
think	VB	think
about	RB	about
what	WP	what
is	VBZ	be
right	JJ	right
for	IN	for
both	DT	both
sides	NNS	side
.	SENT	.
There	EX	there
are	VBP	be
many	JJ	many
,	,	,
many	JJ	many
examples	NNS	example
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
give	VBP	give
you	PP	you
one	CD	one
that	WDT	that
is	VBZ	be
not	RB	not
my	PP$	my
favorite	JJ	favorite
example	NN	example
:	:	:
insurance	NN	insurance
.	SENT	.
It	PP	it
took	VBD	take
me	PP	me
a	DT	a
year	NN	year
and	CC	and
a	DT	a
half	NN	half
to	TO	to
get	VB	get
the	DT	the
insurance	NN	insurance
just	RB	just
right	RB	right
.	SENT	.
Hours	NNS	hour
and	CC	and
hours	NNS	hour
of	IN	of
sitting	VBG	sit
with	IN	with
insurers	NNS	insurer
and	CC	and
many	JJ	many
companies	NNS	company
and	CC	and
their	PP$	their
thoughts	NNS	thought
about	IN	about
risk	NN	risk
and	CC	and
how	WRB	how
this	DT	this
is	VBZ	be
totally	RB	totally
innovative	JJ	innovative
,	,	,
they	PP	they
'	POS	'
d	NN	d
never	RB	never
thought	VBD	think
of	IN	of
it	PP	it
before	RB	before
.	SENT	.
Way	RB	way
too	RB	too
much	JJ	much
money	NN	money
,	,	,
I	PP	I
just	RB	just
can	MD	can
'	''	'
t	NN	t
even	RB	even
go	VB	go
there	RB	there
,	,	,
with	IN	with
lawyers	NNS	lawyer
,	,	,
trying	VBG	try
to	TO	to
figure	VB	figure
out	RP	out
how	WRB	how
this	DT	this
is	VBZ	be
different	JJ	different
,	,	,
who	WP	who
'	POS	'
s	NN	S
responsible	JJ	responsible
to	TO	to
whom	WP	whom
,	,	,
and	CC	and
the	DT	the
result	NN	result
was	VBD	be
that	IN	that
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
provide	VB	provide
owners	NNS	owner
protection	NN	protection
for	IN	for
their	PP$	their
own	JJ	own
driving	NN	driving
records	NNS	record
and	CC	and
their	PP$	their
own	JJ	own
history	NN	history
.	SENT	.
The	DT	the
cars	NNS	car
are	VBP	be
completely	RB	completely
insured	VBN	insure
during	IN	during
the	DT	the
rental	NN	rental
,	,	,
and	CC	and
it	PP	it
gives	VBZ	give
drivers	NNS	driver
what	WP	what
they	PP	they
need	VBP	need
,	,	,
and	CC	and
what	WP	what
do	VBP	do
they	PP	they
need	VBP	need
?	SENT	?
They	PP	they
need	VBP	need
a	DT	a
low	JJ	low
deductible	NN	deductible
,	,	,
and	CC	and
24-hour	JJ	24-hour
roadside	NN	roadside
assistance	NN	assistance
.	SENT	.
So	RB	so
this	DT	this
was	VBD	be
a	DT	a
trick	NN	trick
to	TO	to
get	VB	get
these	DT	these
two	CD	two
sides	NNS	side
.	SENT	.
So	RB	so
now	RB	now
I	PP	I
want	VBP	want
to	TO	to
take	VB	take
you	PP	you
to	TO	to
the	DT	the
moment	NN	moment
of	IN	of
—	:	-
When	WRB	when
you	PP	you
'	POS	'
re	NN	re
an	DT	an
entrepreneur	NN	entrepreneur
,	,	,
and	CC	and
you	PP	you
'	POS	'
ve	NN	ve
started	VBD	start
a	DT	a
new	JJ	new
company	NN	company
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
,	,	,
here	RB	here
'	POS	'
s	VBG	<unknown>
all	PDT	all
the	DT	the
stuff	NN	stuff
we	PP	we
do	VBP	do
beforehand	RB	beforehand
,	,	,
and	CC	and
then	RB	then
the	DT	the
service	NN	service
launches	VBZ	launch
.	SENT	.
What	WP	what
happens	VBZ	happen
?	SENT	?
So	RB	so
all	PDT	all
those	DT	those
months	NNS	month
of	IN	of
work	NN	work
,	,	,
they	PP	they
come	VBP	come
into	IN	into
play	NN	play
.	SENT	.
Last	JJ	last
June	NP	June
1	CD	@card@
,	,	,
we	PP	we
launched	VBD	launch
.	SENT	.
It	PP	it
was	VBD	be
an	DT	an
exciting	JJ	exciting
moment	NN	moment
.	SENT	.
And	CC	and
all	PDT	all
the	DT	the
owners	NNS	owner
are	VBP	be
adding	VBG	add
their	PP$	their
cars	NNS	car
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
exciting	JJ	exciting
.	SENT	.
All	PDT	all
the	DT	the
drivers	NNS	driver
are	VBP	be
becoming	VBG	become
members	NNS	member
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
excellent	JJ	excellent
.	SENT	.
The	DT	the
reservations	NNS	reservation
start	VBP	start
coming	VBG	come
in	IN	in
,	,	,
and	CC	and
here	RB	here
,	,	,
owners	NNS	owner
who	WP	who
were	VBD	be
getting	VBG	get
text	NN	text
messages	NNS	message
and	CC	and
emails	NNS	email
that	WDT	that
said	VBD	say
,	,	,
"	``	"
Hey	NP	Hey
,	,	,
Joe	NP	Joe
wants	VBZ	want
to	TO	to
rent	VB	rent
your	PP$	your
car	NN	car
for	IN	for
the	DT	the
weekend	NN	weekend
.	SENT	.
You	PP	you
can	MD	can
earn	VB	earn
60	CD	@card@
euros	NNS	<unknown>
.	SENT	.
Isn	NP	Isn
'	POS	'
t	NN	t
that	IN	that
great	JJ	great
?	SENT	?
Yes	UH	yes
or	CC	or
no	RB	no
?	SENT	?
"	''	"
No	DT	no
reply	NN	reply
.	SENT	.
Like	IN	like
,	,	,
a	DT	a
huge	JJ	huge
proportion	NN	proportion
of	IN	of
them	PP	them
couldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
bothered	VBN	bother
after	IN	after
they	PP	they
had	VBD	have
just	RB	just
started	VBN	start
,	,	,
they	PP	they
just	RB	just
signed	VBD	sign
up	RP	up
,	,	,
to	TO	to
reply	VB	reply
.	SENT	.
So	RB	so
I	PP	I
thought	VBD	think
,	,	,
"	``	"
Duh	NP	Duh
,	,	,
Robin	NP	Robin
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
difference	NN	difference
between	IN	between
industrial	JJ	industrial
production	NN	production
and	CC	and
peer	NN	peer
production	NN	production
.	SENT	.
"	''	"
Industrial	JJ	industrial
production	NN	production
,	,	,
the	DT	the
whole	JJ	whole
point	NN	point
of	IN	of
industrial	JJ	industrial
production	NN	production
is	VBZ	be
to	TO	to
provide	VB	provide
a	DT	a
standardized	JJ	standardized
,	,	,
exact	JJ	exact
service	NN	service
model	NN	model
that	WDT	that
is	VBZ	be
consistent	JJ	consistent
every	DT	every
single	JJ	single
time	NN	time
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
really	RB	really
thankful	JJ	thankful
that	IN	that
my	PP$	my
smartphone	NN	smartphone
is	VBZ	be
made	VBN	make
using	VBG	use
industrial	JJ	industrial
production	NN	production
.	SENT	.
And	CC	and
Zipcar	NP	<unknown>
provides	VBZ	provide
a	DT	a
very	RB	very
nice	JJ	nice
,	,	,
consistent	JJ	consistent
service	NN	service
that	WDT	that
works	VBZ	work
fabulously	RB	fabulously
.	SENT	.
But	CC	but
what	WP	what
does	VBZ	do
peer	NN	peer
production	NN	production
do	VBP	do
?	SENT	?
Peer	NN	peer
production	NN	production
is	VBZ	be
this	DT	this
completely	RB	completely
different	JJ	different
way	NN	way
of	IN	of
doing	VBG	do
things	NNS	thing
,	,	,
and	CC	and
you	PP	you
have	VBP	have
a	DT	a
big	JJ	big
quality	NN	quality
range	NN	range
,	,	,
and	CC	and
so	RB	so
eBay	NN	<unknown>
,	,	,
cleverly	RB	cleverly
,	,	,
the	DT	the
first	JJ	first
peer	NN	peer
production	NN	production
,	,	,
Peer	NP	Peer
,	,	,
Inc	NP	Inc
.	SENT	.
company	NN	company
,	,	,
I	PP	I
'	POS	'
d	NN	d
say	VBP	say
,	,	,
they	PP	they
figured	VBD	figure
out	RP	out
early	RB	early
on	RB	on
,	,	,
we	PP	we
need	VBP	need
to	TO	to
have	VB	have
ratings	NNS	rating
and	CC	and
commentaries	NNS	commentary
and	CC	and
all	PDT	all
that	DT	that
yucky	JJ	<unknown>
side	NN	side
stuff	NN	stuff
.	SENT	.
We	PP	we
can	MD	can
flag	VB	flag
that	IN	that
and	CC	and
we	PP	we
can	MD	can
put	VB	put
it	PP	it
to	TO	to
the	DT	the
side	NN	side
,	,	,
and	CC	and
people	NNS	people
who	WP	who
are	VBP	be
buyers	NNS	buyer
and	CC	and
consumers	NNS	consumer
don	NN	don
'	POS	'
t	NN	t
have	VBP	have
to	TO	to
deal	VB	deal
with	IN	with
it	PP	it
.	SENT	.
So	RB	so
going	VBG	go
back	RB	back
,	,	,
this	DT	this
is	VBZ	be
my	PP$	my
look	NN	look
of	IN	of
excitement	NN	excitement
and	CC	and
joy	NN	joy
,	,	,
because	IN	because
all	PDT	all
this	DT	this
stuff	NN	stuff
that	IN	that
I	NP	I
'	POS	'
d	NN	d
also	RB	also
been	VBN	be
hoping	VBG	hope
for	IN	for
actually	RB	actually
really	RB	really
did	VBD	do
happen	VB	happen
,	,	,
and	CC	and
what	WP	what
'	POS	'
s	NN	S
that	RB	that
?	SENT	?
That	DT	that
is	VBZ	be
the	DT	the
diversity	NN	diversity
of	IN	of
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
.	SENT	.
You	PP	you
have	VBP	have
these	DT	these
different	JJ	different
fabulous	JJ	fabulous
owners	NNS	owner
and	CC	and
their	PP$	their
different	JJ	different
cars	NNS	car
,	,	,
different	JJ	different
prices	NNS	price
,	,	,
different	JJ	different
locations	NNS	location
.	SENT	.
They	PP	they
dress	VBP	dress
differently	RB	differently
,	,	,
and	CC	and
they	PP	they
look	VBP	look
different	JJ	different
,	,	,
and	CC	and
,	,	,
really	RB	really
,	,	,
I	PP	I
love	VBP	love
these	DT	these
photos	NNS	photo
every	DT	every
time	NN	time
I	PP	I
look	VBP	look
at	IN	at
them	PP	them
.	SENT	.
Cool	JJ	cool
guys	NNS	guy
,	,	,
excited	JJ	excited
guys	NNS	guy
,	,	,
and	CC	and
here	RB	here
is	VBZ	be
