Last	JJ	last
with	IN	with
burns	NNS	burn
.	SENT	.
But	CC	but
unfortunately	RB	unfortunately
this	DT	this
opens	VBZ	open
up	RP	up
an	DT	an
issue	NN	issue
that	RB	that
'	POS	'
s	NN	S
almost	RB	almost
as	RB	as
controversial	JJ	controversial
as	IN	as
talking	VBG	talk
about	IN	about
the	DT	the
prequels	NNS	<unknown>
.	SENT	.
The	DT	the
mere	JJ	mere
mention	NN	mention
of	IN	of
the	DT	the
word	NN	word
"	''	"
nipples	NNS	nipple
,	,	,
"	''	"
and	CC	and
people	NNS	people
get	VBP	get
into	IN	into
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
a	DT	a
tizzy	NN	tizzy
.	SENT	.
By	IN	by
the	DT	the
way	NN	way
,	,	,
that	WDT	that
is	VBZ	be
not	RB	not
a	DT	a
nipple	NN	nipple
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
cupcake	NN	cupcake
.	SENT	.
Chances	NNS	chance
are	VBP	be
,	,	,
if	IN	if
you	PP	you
do	VBP	do
have	VB	have
to	TO	to
use	VB	use
this	DT	this
,	,	,
this	DT	this
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
on	IN	on
someone	NN	someone
you	PP	you
know	VBP	know
.	SENT	.
And	CC	and
remember	VB	remember
,	,	,
everyone	NN	everyone
has	VBZ	have
nipples	NNS	nipple
,	,	,
except	IN	except
for	IN	for
Jabba	NP	<unknown>
.	SENT	.
But	CC	but
he	PP	he
does	VBZ	do
love	NN	love
cupcakes	NNS	cupcake
.	SENT	.
Speaking	VBG	speak
about	IN	about
Jabba	NP	<unknown>
,	,	,
if	IN	if
we	PP	we
do	VBP	do
have	VB	have
to	TO	to
use	VB	use
an	DT	an
AED	JJ	<unknown>
on	IN	on
him	PP	him
,	,	,
remember	VB	remember
pad	NN	pad
placement	NN	placement
is	VBZ	be
the	DT	the
same	JJ	same
,	,	,
even	RB	even
though	IN	though
he	PP	he
doesn	NN	<unknown>
'	POS	'
t	NN	t
have	VB	have
nipples	NNS	nipple
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
upper	JJ	upper
right-hand	JJ	right-hand
side	NN	side
,	,	,
lower	RBR	lower
left	VBN	leave
.	SENT	.
If	IN	if
we	PP	we
were	VBD	be
going	VBG	go
through	RP	through
,	,	,
we	PP	we
'	POS	'
re	NN	re
shocking	JJ	shocking
,	,	,
getting	VBG	get
ready	JJ	ready
to	TO	to
go	VB	go
â	NP	<unknown>
after	IN	after
we	PP	we
'	POS	'
ve	NN	ve
done	VBN	do
the	DT	the
shock	NN	shock
,	,	,
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
is	VBZ	be
remember	VB	remember
to	TO	to
do	VB	do
compression	NN	compression
.	SENT	.
The	DT	the
preferred	JJ	preferred
method	NN	method
is	VBZ	be
30	CD	@card@
compressions	NNS	compression
and	CC	and
two	CD	two
breaths	NNS	breath
in	IN	in
the	DT	the
center	NN	center
of	IN	of
the	DT	the
chest	NN	chest
,	,	,
between	IN	between
the	DT	the
nipples	NNS	nipple
,	,	,
pressing	VBG	press
down	RP	down
at	IN	at
least	JJS	least
two	CD	two
inches	NNS	inch
,	,	,
no	RB	no
more	JJR	more
than	IN	than
two	CD	two
and	CC	and
a	DT	a
half	NN	half
,	,	,
at	IN	at
a	DT	a
rate	NN	rate
of	IN	of
at	IN	at
least	JJS	least
100	CD	@card@
beats	NNS	beat
a	DT	a
minute	NN	minute
,	,	,
no	RB	no
more	JJR	more
than	IN	than
120	CD	@card@
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
due	JJ	due
to	TO	to
the	DT	the
size	NN	size
of	IN	of
Jabba	NP	<unknown>
'	POS	'
s	NN	S
mouth	NN	mouth
and	CC	and
also	RB	also
what	WP	what
he	PP	he
puts	VBZ	put
in	IN	in
said	VBN	say
mouth	NN	mouth
,	,	,
we	PP	we
may	MD	may
not	RB	not
want	VB	want
to	TO	to
actually	RB	actually
do	VB	do
the	DT	the
mouth-to-mouth	JJ	mouth-to-mouth
part	NN	part
.	SENT	.
So	RB	so
instead	RB	instead
,	,	,
we	PP	we
can	MD	can
do	VB	do
compression-only	RB	<unknown>
CPR	NP	CPR
.	SENT	.
The	DT	the
way	NN	way
of	IN	of
remembering	VBG	remember
the	DT	the
compression-only	JJ	<unknown>
part	NN	part
is	VBZ	be
we	PP	we
can	MD	can
actually	RB	actually
use	VB	use
the	DT	the
Imperial	NP	Imperial
March	NP	March
.	SENT	.
I	PP	I
would	MD	would
sing	VB	sing
it	PP	it
for	IN	for
you	PP	you
â	NP	<unknown>
Unfortunately	RB	unfortunately
,	,	,
that	WDT	that
would	MD	would
be	VB	be
more	JJR	more
something	NN	something
an	DT	an
interrogation	NN	interrogation
droid	NN	<unknown>
would	MD	would
do	VB	do
.	SENT	.
Yoda	NP	Yoda
.	SENT	.
Small	JJ	small
little	JJ	little
guy	NN	guy
,	,	,
like	IN	like
a	DT	a
baby	NN	baby
.	SENT	.
What	WP	what
we	PP	we
do	VBP	do
is	VBZ	be
basically	RB	basically
treat	VB	treat
him	PP	him
like	IN	like
a	DT	a
baby	NN	baby
,	,	,
in	IN	in
the	DT	the
sense	NN	sense
that	IN	that
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
place	VB	place
one	CD	one
pad	NN	pad
in	IN	in
the	DT	the
center	NN	center
of	IN	of
the	DT	the
chest	NN	chest
and	CC	and
one	CD	one
in	IN	in
the	DT	the
back	NN	back
.	SENT	.
If	IN	if
we	PP	we
place	VBP	place
them	PP	them
both	CC	both
in	IN	in
the	DT	the
front	NN	front
,	,	,
they	PP	they
can	MD	can
be	VB	be
too	RB	too
close	VB	close
and	CC	and
cause	VB	cause
severe	JJ	severe
arcing	VBG	arc
,	,	,
so	RB	so
we	PP	we
want	VBP	want
to	TO	to
avoid	VB	avoid
that	DT	that
.	SENT	.
Hopefully	RB	hopefully
,	,	,
this	DT	this
helped	VBD	help
to	TO	to
clarify	VB	clarify
and	CC	and
put	VB	put
some	DT	some
light	NN	light
on	IN	on
some	DT	some
of	IN	of
the	DT	the
darker	JJR	dark
issues	NNS	issue
of	IN	of
using	VBG	use
an	DT	an
AED	NP	AED
in	IN	in
the	DT	the
Star	NP	Star
Wars	NPS	Wars
universe	NN	universe
,	,	,
or	CC	or
any	DT	any
universe	NN	universe
in	IN	in
total	NN	total
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
leave	VBP	leave
you	PP	you
with	IN	with
one	CD	one
point	NN	point
.	SENT	.
Remember	VB	remember
,	,	,
if	IN	if
you	PP	you
do	VBP	do
find	VB	find
yourself	PP	yourself
dealing	VBG	deal
with	IN	with
a	DT	a
Wookiee	NP	<unknown>
,	,	,
do	VBP	do
not	RB	not
shave	VB	shave
the	DT	the
entire	JJ	entire
Wookiee	NP	<unknown>
.	SENT	.
This	DT	this
takes	VBZ	take
way	RB	way
too	RB	too
much	JJ	much
time	NN	time
,	,	,
and	CC	and
it	PP	it
only	RB	only
pisses	VBZ	piss
them	PP	them
off	RP	off
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
