Hi	UH	hi
so	RB	so
I	PP	I
thought	VBD	think
somebody	NN	somebody
should	MD	should
primary	JJ	primary
him	PP	him
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
was	VBD	be
running	VBG	run
around	RP	around
,	,	,
talking	VBG	talk
to	TO	to
a	DT	a
governor	NN	governor
and	CC	and
some	DT	some
congressmen	NNS	congressman
,	,	,
some	DT	some
other	JJ	other
people	NNS	people
,	,	,
and	CC	and
I	PP	I
was	VBD	be
like	JJ	like
,	,	,
"	''	"
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
primary	JJ	primary
this	DT	this
guy	NN	guy
.	SENT	.
"	``	"
But	CC	but
they	PP	they
all	RB	all
wanted	VBD	want
to	TO	to
know	VB	know
one	CD	one
thing	NN	thing
:	:	:
if	IN	if
they	PP	they
ran	VBD	run
a	DT	a
primary	NN	primary
against	IN	against
Trump	NP	Trump
,	,	,
could	MD	could
they	PP	they
win	VB	win
?	SENT	?
So	RB	so
I	PP	I
started	VBD	start
doing	VBG	do
a	DT	a
bunch	NN	bunch
of	IN	of
polling	NN	polling
and	CC	and
focus	NN	focus
groups	NNS	group
so	IN	so
I	PP	I
could	MD	could
go	VB	go
make	VB	make
the	DT	the
case	NN	case
,	,	,
to	TO	to
these	DT	these
potential	JJ	potential
candidates	NNS	candidate
,	,	,
that	WDT	that
,	,	,
of	IN	of
course	NN	course
,	,	,
Republicans	NPS	Republicans
wanted	VBD	want
an	DT	an
alternative	NN	alternative
to	TO	to
Trump	NP	Trump
.	SENT	.
Of	IN	of
course	NN	course
they	PP	they
thought	VBD	think
that	IN	that
he	PP	he
was	VBD	be
a	DT	a
threat	NN	threat
to	TO	to
democracy	NN	democracy
.	SENT	.
Of	IN	of
course	NN	course
they	PP	they
were	VBD	be
up	RP	up
for	IN	for
putting	VBG	put
democracy	NN	democracy
over	IN	over
party	NN	party
.	SENT	.
Nope	NP	<unknown>
.	SENT	.
Not	RB	not
at	IN	at
all	DT	all
.	SENT	.
They	PP	they
liked	VBD	like
Trump	NP	Trump
fine	NN	fine
.	SENT	.
They	PP	they
thought	VBD	think
he	PP	he
was	VBD	be
funny	JJ	funny
,	,	,
they	PP	they
thought	VBD	think
he	PP	he
was	VBD	be
a	DT	a
good	JJ	good
businessman	NN	businessman
,	,	,
they	PP	they
liked	VBD	like
it	PP	it
that	IN	that
he	PP	he
"	``	"
told	VBD	tell
it	PP	it
like	IN	like
it	PP	it
was	VBD	be
"	``	"
and	CC	and
that	IN	that
he	PP	he
wasn	NNS	<unknown>
'	POS	'
t	NN	t
a	DT	a
regular	JJ	regular
politician	NN	politician
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
so	RB	so
startled	VBN	startle
by	IN	by
how	WRB	how
immune	JJ	immune
these	DT	these
voters	NNS	voter
seemed	VBD	seem
to	TO	to
Trump	NP	Trump
'	POS	'
s	JJ	<unknown>
antidemocratic	JJ	antidemocratic
behavior	NN	behavior
that	IN	that
I	PP	I
started	VBD	start
doing	VBG	do
focus	NN	focus
groups	NNS	group
all	PDT	all
the	DT	the
time	NN	time
,	,	,
because	IN	because
I	PP	I
was	VBD	be
like	JJ	like
,	,	,
"	''	"
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
figure	VB	figure
out	RP	out
what	WP	what
is	VBZ	be
going	VBG	go
on	RP	on
.	SENT	.
"	``	"
Polling	NN	polling
is	VBZ	be
whatever	JJ	whatever
,	,	,
but	CC	but
the	DT	the
thing	NN	thing
that	IN	that
I	PP	I
like	VBP	like
about	RB	about
focus	VB	focus
groups	NNS	group
is	VBZ	be
you	PP	you
learn	VBP	learn
as	RB	as
much	RB	much
from	IN	from
what	WP	what
voters	NNS	voter
don	NN	don
'	POS	'
t	NN	t
say	VBP	say
as	IN	as
what	WP	what
they	PP	they
do	VBP	do
say	VB	say
.	SENT	.
I	PP	I
have	VBP	have
never	RB	never
heard	VBN	hear
a	DT	a
voter	NN	voter
say	VBP	say
,	,	,
"	''	"
Boy	NP	Boy
,	,	,
I	PP	I
really	RB	really
like	IN	like
Trump	NP	Trump
,	,	,
because	IN	because
he	PP	he
has	VBZ	have
authoritarian	JJ	authoritarian
vibes	NN	vibes
.	SENT	.
"	``	"
They	PP	they
just	RB	just
don	VBP	don
'	POS	'
t	NN	t
care	NN	care
about	IN	about
the	DT	the
antidemocratic	JJ	antidemocratic
behavior	NN	behavior
,	,	,
or	CC	or
they	PP	they
don	NN	don
'	POS	'
t	NN	t
even	RB	even
clock	VBP	clock
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
antidemocratic	JJ	antidemocratic
.	SENT	.
Trump	NP	Trump
praises	VBZ	praise
dictators	NNS	dictator
?	SENT	?
OK	UH	OK
.	SENT	.
He	PP	he
hijacks	VBZ	hijack
American	JJ	American
foreign	JJ	foreign
policy	NN	policy
for	IN	for
his	PP$	his
own	JJ	own
political	JJ	political
purposes	NNS	purpose
and	CC	and
gets	VBZ	get
impeached	VBN	impeach
for	IN	for
it	PP	it
?	SENT	?
They	PP	they
don	VBP	don
'	''	'
t	NN	t
care	NN	care
.	SENT	.
He	PP	he
uses	VBZ	use
the	DT	the
White	NP	White
House	NP	House
to	TO	to
enrich	VB	enrich
himself	PP	himself
and	CC	and
his	PP$	his
family	NN	family
?	SENT	?
Not	RB	not
worried	JJ	worried
about	IN	about
it	PP	it
.	SENT	.
Trump	NP	Trump
'	POS	'
s	NNS	<unknown>
a	DT	a
member	NN	member
of	IN	of
their	PP$	their
tribe	NN	tribe
.	SENT	.
Right	RB	right
?	SENT	?
So	RB	so
he	PP	he
gets	VBZ	get
the	DT	the
benefit	NN	benefit
of	IN	of
the	DT	the
doubt	NN	doubt
.	SENT	.
Even	RB	even
Republican	JJ	Republican
voters	NNS	voter
who	WP	who
didn	NP	<unknown>
'	POS	'
t	NN	t
like	IN	like
Trump	NP	Trump
,	,	,
even	RB	even
they	PP	they
still	RB	still
recoiled	VBD	recoil
at	IN	at
direct	JJ	direct
attacks	NNS	attack
on	IN	on
him	PP	him
,	,	,
especially	RB	especially
if	IN	if
those	DT	those
attacks	NNS	attack
were	VBD	be
coming	VBG	come
from	IN	from
outside	IN	outside
the	DT	the
tribe	NN	tribe
.	SENT	.
Right	RB	right
?	SENT	?
They	PP	they
'	POS	'
re	NN	re
coming	VBG	come
from	IN	from
.	SENT	.
.	SENT	.
.	SENT	.
"	``	"
the	DT	the
deep	JJ	deep
state	NN	state
,	,	,
the	DT	the
media	NNS	medium
,	,	,
Democrats	NPS	Democrats
--	:	--
Never	NP	Never
Trumpers	NP	<unknown>
like	IN	like
me	PP	me
.	SENT	.
"	''	"
So	RB	so
,	,	,
primary	NN	primary
is	VBZ	be
off	RB	off
the	DT	the
table	NN	table
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
doing	VBG	do
that	DT	that
.	SENT	.
So	RB	so
we	PP	we
had	VBD	have
to	TO	to
figure	VB	figure
out	RP	out
how	WRB	how
to	TO	to
beat	VB	beat
Trump	NP	Trump
in	IN	in
the	DT	the
general	JJ	general
election	NN	election
.	SENT	.
And	CC	and
I	PP	I
knew	VBD	know
that	IN	that
meant	VBN	mean
building	VBG	build
the	DT	the
necessary	JJ	necessary
permission	NN	permission
structures	NNS	structure
to	TO	to
help	VB	help
disaffected	JJ	disaffected
Republicans	NNS	republican
break	VBP	break
from	IN	from
their	PP$	their
tribe	NN	tribe
and	CC	and
vote	NN	vote
against	IN	against
Trump	NP	Trump
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
how	WRB	how
we	PP	we
were	VBD	be
going	VBG	go
to	TO	to
make	VB	make
the	DT	the
margins	NNS	margin
.	SENT	.
And	CC	and
to	TO	to
do	VB	do
that	IN	that
,	,	,
I	PP	I
knew	VBD	know
we	PP	we
needed	VBD	need
trusted	VBN	trust
messengers	NNS	messenger
,	,	,
right	RB	right
?	SENT	?
Messengers	NNS	messenger
that	IN	that
these	DT	these
folks	NNS	folk
trusted	VBD	trust
.	SENT	.
The	DT	the
problem	NN	problem
was	VBD	be
they	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
trust	NN	trust
anybody	NN	anybody
.	SENT	.
They	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
trust	NN	trust
institutions	NNS	institution
or	CC	or
experts	NNS	expert
,	,	,
they	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
even	RB	even
trust	VB	trust
Republican	JJ	Republican
politicians	NNS	politician
.	SENT	.
But	CC	but
then	RB	then
,	,	,
we	PP	we
had	VBD	have
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
a	DT	a
breakthrough	NN	breakthrough
.	SENT	.
So	RB	so
in	IN	in
the	DT	the
focus	NN	focus
groups	NNS	group
,	,	,
we	PP	we
started	VBD	start
showing	VBG	show
people	NNS	people
video	JJ	video
testimonials	NNS	testimonial
.	SENT	.
Little	JJ	little
videos	NNS	video
,	,	,
just	RB	just
of	IN	of
regular	JJ	regular
people	NNS	people
,	,	,
Republicans	NNS	republican
,	,	,
talking	VBG	talk
about	RB	about
why	WRB	why
they	PP	they
couldn	NN	<unknown>
'	POS	'
t	NN	t
vote	NN	vote
for	IN	for
Trump	NP	Trump
,	,	,
again	RB	again
,	,	,
in	IN	in
2020	CD	@card@
.	SENT	.
And	CC	and
suddenly	RB	suddenly
,	,	,
people	NNS	people
were	VBD	be
listening	VBG	listen
.	SENT	.
Because	IN	because
it	PP	it
turns	VBZ	turn
out	RP	out
the	DT	the
one	CD	one
group	NN	group
they	PP	they
do	VBP	do
trust	NN	trust
.	SENT	.
.	SENT	.
.	SENT	.
is	VBZ	be
people	NNS	people
like	IN	like
them	PP	them
.	SENT	.
Right	RB	right
?	SENT	?
Members	NNS	member
of	IN	of
their	PP$	their
tribe	NN	tribe
who	WP	who
don	VBP	don
'	POS	'
t	NN	t
claim	VBP	claim
any	DT	any
special	JJ	special
knowledge	NN	knowledge
or	CC	or
expertise	NN	expertise
.	SENT	.
So	RB	so
once	RB	once
we	PP	we
realized	VBD	realize
this	DT	this
,	,	,
we	PP	we
started	VBD	start
asking	VBG	ask
Republicans	NPS	Republicans
who	WP	who
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
vote	VB	vote
for	IN	for
Trump	NP	Trump
in	IN	in
2020	CD	@card@
to	TO	to
send	VB	send
us	PP	us
their	PP$	their
stories	NNS	story
,	,	,
to	TO	to
send	VB	send
us	PP	us
more	JJR	more
of	IN	of
these	DT	these
videos	NNS	video
.	SENT	.
God	NP	God
,	,	,
it	PP	it
was	VBD	be
easier	JJR	easy
,	,	,
because	IN	because
it	PP	it
was	VBD	be
the	DT	the
pandemic	NN	pandemic
,	,	,
and	CC	and
so	RB	so
lots	NNS	lot
of	IN	of
people	NNS	people
,	,	,
they	PP	they
'	POS	'
d	NN	d
make	VB	make
the	DT	the
videos	NNS	video
on	IN	on
their	PP$	their
phone	NN	phone
.	SENT	.
But	CC	but
actually	RB	actually
,	,	,
it	PP	it
was	VBD	be
really	RB	really
hard	JJ	hard
,	,	,
at	IN	at
first	JJ	first
.	SENT	.
People	NNS	people
were	VBD	be
nervous	JJ	nervous
about	IN	about
saying	VBG	say
they	PP	they
weren	NNS	<unknown>
'	POS	'
t	NN	t
going	VBG	go
to	TO	to
vote	VB	vote
for	IN	for
Trump	NP	Trump
publicly	RB	publicly
.	SENT	.
They	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
their	PP$	their
neighbors	NNS	neighbor
to	TO	to
find	VB	find
out	RP	out
,	,	,
they	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
want	VBP	want
their	PP$	their
spouse	NN	spouse
to	TO	to
find	VB	find
out	RP	out
,	,	,
they	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
want	VBP	want
their	PP$	their
parents	NNS	parent
to	TO	to
find	VB	find
out	RP	out
,	,	,
because	IN	because
that	DT	that
'	''	'
s	NNS	<unknown>
what	WDT	what
tribalism	NN	tribalism
does	VBZ	do
,	,	,
right	RB	right
?	SENT	?
It	PP	it
makes	VBZ	make
us	PP	us
afraid	JJ	afraid
to	TO	to
go	VB	go
against	IN	against
our	PP$	our
tribe	NN	tribe
.	SENT	.
So	RB	so
we	PP	we
fought	VBD	fight
really	RB	really
hard	RB	hard
,	,	,
scrapped	VBD	scrap
,	,	,
for	IN	for
the	DT	the
first	JJ	first
100	CD	@card@
.	SENT	.
But	CC	but
once	RB	once
we	PP	we
had	VBD	have
the	DT	the
first	JJ	first
100	CD	@card@
,	,	,
we	PP	we
knew	VBD	know
we	PP	we
had	VBD	have
a	DT	a
new	JJ	new
tribe	NN	tribe
.	SENT	.
We	PP	we
called	VBD	call
it	PP	it
"	``	"
Republican	JJ	Republican
Voters	NNS	voter
Against	IN	against
Trump	NP	Trump
.	SENT	.
"	``	"
People	NNS	people
could	MD	could
maintain	VB	maintain
their	PP$	their
Republican	JJ	Republican
identity	NN	identity
.	SENT	.
So	RB	so
once	RB	once
we	PP	we
launched	VBD	launch
Republican	JJ	Republican
Voters	NNS	voter
Against	IN	against
Trump	NP	Trump
,	,	,
went	VBD	go
public	JJ	public
with	IN	with
it	PP	it
,	,	,
all	RB	all
of	IN	of
a	DT	a
sudden	JJ	sudden
,	,	,
testimonials	NNS	testimonial
came	VBD	come
flooding	VBG	flood
in	IN	in
,	,	,
unsolicited	JJ	unsolicited
,	,	,
because	IN	because
there	EX	there
were	VBD	be
lots	NNS	lot
of	IN	of
people	NNS	people
who	WP	who
felt	VBD	feel
this	DT	this
way	NN	way
.	SENT	.
They	PP	they
just	RB	just
needed	VBD	need
a	DT	a
tribe	NN	tribe
to	TO	to
attach	VB	attach
to	TO	to
,	,	,
to	TO	to
feel	VB	feel
safe	JJ	safe
,	,	,
to	TO	to
feel	VB	feel
secure	JJ	secure
.	SENT	.
There	EX	there
is	VBZ	be
a	DT	a
reason	NN	reason
the	DT	the
phrase	NN	phrase
"	''	"
safety	NN	safety
in	IN	in
numbers	NNS	number
"	''	"
is	VBZ	be
a	DT	a
cliché	NN	cliché
.	SENT	.
But	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
.	SENT	.
None	NN	none
of	IN	of
these	DT	these
testimonials	NNS	testimonial
mentioned	VBD	mention
democracy	NN	democracy
.	SENT	.
Instead	RB	instead
,	,	,
they	PP	they
talked	VBD	talk
about	RB	about
why	WRB	why
they	PP	they
became	VBD	become
Republicans	NNS	republican
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
.	SENT	.
What	WP	what
their	PP$	their
values	NNS	value
were	VBD	be
.	SENT	.
And	CC	and
why	WRB	why
those	DT	those
values	NNS	value
meant	VBD	mean
they	PP	they
couldn	NN	<unknown>
'	POS	'
t	NN	t
vote	NN	vote
for	IN	for
Donald	NP	Donald
Trump	NP	Trump
.	SENT	.
They	PP	they
also	RB	also
talked	VBD	talk
a	DT	a
lot	NN	lot
about	IN	about
how	WRB	how
painful	JJ	painful
it	PP	it
was	VBD	be
going	VBG	go
to	TO	to
be	VB	be
to	TO	to
vote	VB	vote
for	IN	for
Democrats	NNS	democrat
.	SENT	.
They	PP	they
really	RB	really
didn	NN	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
But	CC	but
they	PP	they
did	VBD	do
.	SENT	.
But	CC	but
none	NN	none
of	IN	of
them	PP	them
said	VBD	say
that	IN	that
they	PP	they
were	VBD	be
doing	VBG	do
it	PP	it
to	TO	to
put	VB	put
democracy	NN	democracy
over	IN	over
party	NN	party
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NNS	<unknown>
exactly	RB	exactly
what	WP	what
they	PP	they
did	VBD	do
,	,	,
when	WRB	when
they	PP	they
broke	VBD	break
from	IN	from
their	PP$	their
tribe	NN	tribe
and	CC	and
voted	VBD	vote
against	IN	against
a	DT	a
president	NN	president
who	WP	who
was	VBD	be
a	DT	a
threat	NN	threat
to	TO	to
democracy	NN	democracy
.	SENT	.
Now	RB	now
I	PP	I
know	VBP	know
you	PP	you
'	''	'
re	IN	re
thinking	VBG	think
,	,	,
"	``	"
OK	UH	OK
,	,	,
Sarah	NP	Sarah
,	,	,
but	CC	but
that	IN	that
'	POS	'
s	NN	S
2020	CD	@card@
.	SENT	.
What	WP	what
about	IN	about
2022	CD	@card@
?	SENT	?
After	IN	after
the	DT	the
attack	NN	attack
on	IN	on
the	DT	the
Capitol	NP	Capitol
,	,	,
and	CC	and
when	WRB	when
there	EX	there
are	VBP	be
a	DT	a
bunch	NN	bunch
of	IN	of
Republican	JJ	Republican
candidates	NNS	candidate
running	VBG	run
on	IN	on
platforms	NNS	platform
saying	VBG	say
that	IN	that
the	DT	the
election	NN	election
was	VBD	be
stolen	VBN	steal
?	SENT	?
"	''	"
Not	RB	not
really	RB	really
.	SENT	.
Some	DT	some
Democrats	NPS	Democrats
talked	VBD	talk
about	IN	about
democracy	NN	democracy
,	,	,
but	CC	but
swing	NN	swing
voters	NNS	voter
,	,	,
the	DT	the
ones	NNS	one
that	WDT	that
were	VBD	be
going	VBG	go
to	TO	to
make	VB	make
up	RP	up
the	DT	the
margins	NNS	margin
,	,	,
they	PP	they
never	RB	never
talked	VBD	talk
about	IN	about
democracy	NN	democracy
in	IN	in
the	DT	the
focus	NN	focus
groups	NNS	group
.	SENT	.
What	WP	what
they	PP	they
did	VBD	do
talk	NN	talk
about	RB	about
was	VBD	be
that	IN	that
they	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
vote	VB	vote
for	IN	for
Republicans	NNS	republican
because	IN	because
they	PP	they
were	VBD	be
too	RB	too
extreme	JJ	extreme
.	SENT	.
Mainly	RB	mainly
on	IN	on
abortion	NN	abortion
.	SENT	.
They	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
think	VBP	think
they	PP	they
were	VBD	be
a	DT	a
threat	NN	threat
to	TO	to
democracy	NN	democracy
.	SENT	.
They	PP	they
just	RB	just
thought	VBD	think
they	PP	they
were	VBD	be
nuts	JJ	nuts
.	SENT	.
But	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
.	SENT	.
Just	RB	just
because	IN	because
voters	NNS	voter
don	NN	don
'	POS	'
t	NN	t
talk	NN	talk
about	IN	about
democracy	NN	democracy
doesn	NN	<unknown>
'	POS	'
t	NN	t
mean	VB	mean
they	PP	they
don	VB	don
'	''	'
t	NN	t
understand	VBP	understand
and	CC	and
value	NN	value
democracy	NN	democracy
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
that	IN	that
,	,	,
in	IN	in
America	NP	America
,	,	,
democracy	NN	democracy
'	POS	'
s	NN	S
like	IN	like
the	DT	the
air	NN	air
we	PP	we
breathe	VBP	breathe
,	,	,
right	RB	right
?	SENT	?
It	PP	it
'	POS	'
s	NNS	<unknown>
just	RB	just
that	WDT	that
thing	NN	thing
we	PP	we
do	VBP	do
here	RB	here
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
so	RB	so
ingrained	JJ	ingrained
in	IN	in
who	WP	who
we	PP	we
are	VBP	be
that	IN	that
it	PP	it
'	POS	'
s	NN	S
really	RB	really
hard	JJ	hard
to	TO	to
see	VB	see
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
under	IN	under
threat	NN	threat
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
can	MD	can
'	''	'
t	NN	t
just	RB	just
say	VBP	say
"	``	"
democracy	NN	democracy
"	''	"
and	CC	and
expect	VB	expect
everybody	NN	everybody
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
have	VB	have
a	DT	a
shared	VBN	share
understanding	NN	understanding
of	IN	of
what	WP	what
that	RB	that
is	VBZ	be
and	CC	and
know	VB	know
what	WP	what
we	PP	we
'	POS	'
re	NN	re
talking	VBG	talk
about	RB	about
.	SENT	.
Right	RB	right
now	RB	now
,	,	,
if	IN	if
you	PP	you
talked	VBD	talk
to	TO	to
a	DT	a
Republican	JJ	Republican
,	,	,
and	CC	and
you	PP	you
said	VBD	say
,	,	,
"	``	"
What	WP	what
'	POS	'
s	NN	S
the	DT	the
biggest	JJS	big
threat	NN	threat
to	TO	to
democracy	NN	democracy
?	SENT	?
"	``	"
they	PP	they
'	POS	'
d	NN	d
tell	VB	tell
you	PP	you
,	,	,
"	``	"
Democrats	NPS	Democrats
,	,	,
because	IN	because
they	PP	they
rigged	VBD	rig
the	DT	the
2020	CD	@card@
election	NN	election
.	SENT	.
"	``	"
If	IN	if
you	PP	you
talked	VBD	talk
to	TO	to
a	DT	a
Democrat	NP	Democrat
and	CC	and
said	VBD	say
,	,	,
"	``	"
What	WP	what
'	POS	'
s	NN	S
the	DT	the
biggest	JJS	big
threat	NN	threat
to	TO	to
democracy	NN	democracy
?	SENT	?
"	``	"
they	PP	they
'	POS	'
d	NN	d
tell	VB	tell
you	PP	you
it	PP	it
'	POS	'
s	NN	S
Republicans	NNS	republican
,	,	,
because	IN	because
they	PP	they
attacked	VBD	attack
the	DT	the
Capitol	NP	Capitol
and	CC	and
denied	VBD	deny
the	DT	the
election	NN	election
results	NNS	result
in	IN	in
2020	CD	@card@
.	SENT	.
But	CC	but
this	DT	this
doesn	NN	<unknown>
