Well	RB	well
when	WRB	when
I	PP	I
was	VBD	be
about	RB	about
eight	CD	eight
or	CC	or
nine	CD	nine
years	NNS	year
old	JJ	old
,	,	,
waking	VBG	wake
up	RP	up
one	CD	one
morning	NN	morning
,	,	,
going	VBG	go
into	IN	into
the	DT	the
living	VBG	live
room	NN	room
,	,	,
and	CC	and
all	DT	all
of	IN	of
my	PP$	my
cousins	NNS	cousin
were	VBD	be
running	VBG	run
around	RP	around
.	SENT	.
And	CC	and
my	PP$	my
grandmother	NN	grandmother
was	VBD	be
sitting	VBG	sit
across	IN	across
the	DT	the
room	NN	room
staring	VBG	stare
at	IN	at
me	PP	me
.	SENT	.
And	CC	and
at	IN	at
first	RB	first
I	PP	I
thought	VBD	think
we	PP	we
were	VBD	be
playing	VBG	play
a	DT	a
game	NN	game
.	SENT	.
And	CC	and
I	PP	I
would	MD	would
look	VB	look
at	IN	at
her	PP	her
and	CC	and
I	PP	I
'	POS	'
d	NN	d
smile	NN	smile
,	,	,
but	CC	but
she	PP	she
was	VBD	be
very	RB	very
serious	JJ	serious
.	SENT	.
And	CC	and
after	IN	after
about	RB	about
15	CD	@card@
or	CC	or
20	CD	@card@
minutes	NNS	minute
of	IN	of
this	DT	this
,	,	,
she	PP	she
got	VBD	get
up	RP	up
and	CC	and
she	PP	she
came	VBD	come
across	IN	across
the	DT	the
room	NN	room
and	CC	and
she	PP	she
took	VBD	take
me	PP	me
by	IN	by
the	DT	the
hand	NN	hand
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Come	VB	come
on	IN	on
,	,	,
Bryan	NP	Bryan
.	SENT	.
You	PP	you
and	CC	and
I	PP	I
are	VBP	be
going	VBG	go
to	TO	to
have	VB	have
a	DT	a
talk	NN	talk
.	SENT	.
"	``	"
And	CC	and
I	PP	I
remember	VBP	remember
this	DT	this
just	RB	just
like	IN	like
it	PP	it
happened	VBD	happen
yesterday	NN	yesterday
.	SENT	.
I	PP	I
never	RB	never
will	MD	will
forget	VB	forget
it	PP	it
.	SENT	.
She	PP	she
took	VBD	take
me	PP	me
out	RP	out
back	RB	back
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Bryan	NP	Bryan
,	,	,
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
tell	VB	tell
you	PP	you
something	NN	something
,	,	,
but	CC	but
you	PP	you
don	VBP	don
'	''	'
t	NN	t
tell	VB	tell
anybody	NN	anybody
what	WP	what
I	PP	I
tell	VBP	tell
you	PP	you
.	SENT	.
"	''	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
Okay	NP	Okay
,	,	,
Mama	NP	Mama
.	SENT	.
"	``	"
She	PP	she
said	VBD	say
,	,	,
"	``	"
Now	RB	now
you	PP	you
make	VBP	make
sure	RB	sure
you	PP	you
don	VB	don
'	''	'
t	NN	t
do	VBP	do
that	DT	that
.	SENT	.
"	''	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
Sure	JJ	sure
.	SENT	.
"	``	"
Then	RB	then
she	PP	she
sat	VBD	sit
me	PP	me
down	RP	down
and	CC	and
she	PP	she
looked	VBD	look
at	IN	at
me	PP	me
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
watching	VBG	watch
you	PP	you
.	SENT	.
"	``	"
And	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
I	PP	I
think	VBP	think
you	PP	you
'	''	'
re	IN	re
special	JJ	special
.	SENT	.
"	''	"
She	PP	she
said	VBD	say
,	,	,
"	``	"
I	PP	I
think	VBP	think
you	PP	you
can	MD	can
do	VB	do
anything	NN	anything
you	PP	you
want	VBP	want
to	TO	to
do	VB	do
.	SENT	.
"	``	"
I	PP	I
will	MD	will
never	RB	never
forget	VB	forget
it	PP	it
.	SENT	.
And	CC	and
then	RB	then
she	PP	she
said	VBD	say
,	,	,
"	``	"
I	PP	I
just	RB	just
need	VBP	need
you	PP	you
to	TO	to
promise	VB	promise
me	PP	me
three	CD	three
things	NNS	thing
,	,	,
Bryan	NP	Bryan
.	SENT	.
"	``	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
Okay	NP	Okay
,	,	,
Mama	NP	Mama
.	SENT	.
"	``	"
She	PP	she
said	VBD	say
,	,	,
"	``	"
The	DT	the
first	JJ	first
thing	NN	thing
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
promise	VB	promise
me	PP	me
is	VBZ	be
that	IN	that
you	PP	you
'	POS	'
ll	NNS	<unknown>
always	RB	always
love	VBP	love
your	PP$	your
mom	NN	mom
.	SENT	.
"	''	"
She	PP	she
said	VBD	say
,	,	,
"	''	"
That	DT	that
'	''	'
s	VBG	<unknown>
my	PP$	my
baby	NN	baby
girl	NN	girl
,	,	,
and	CC	and
you	PP	you
have	VBP	have
to	TO	to
promise	VB	promise
me	PP	me
now	IN	now
you	PP	you
'	POS	'
ll	NNS	<unknown>
always	RB	always
take	VBP	take
care	NN	care
of	IN	of
her	PP	her
.	SENT	.
"	``	"
Well	RB	well
I	PP	I
adored	VBD	adore
my	PP$	my
mom	NN	mom
,	,	,
so	RB	so
I	PP	I
said	VBD	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
Mama	NP	Mama
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
do	VBP	do
that	DT	that
.	SENT	.
"	``	"
Then	RB	then
she	PP	she
said	VBD	say
,	,	,
"	``	"
The	DT	the
second	JJ	second
thing	NN	thing
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
promise	VB	promise
me	PP	me
is	VBZ	be
that	IN	that
you	PP	you
'	POS	'
ll	NNS	<unknown>
always	RB	always
do	VBP	do
the	DT	the
right	JJ	right
thing	NN	thing
even	RB	even
when	WRB	when
the	DT	the
right	JJ	right
thing	NN	thing
is	VBZ	be
the	DT	the
hard	JJ	hard
thing	NN	thing
.	SENT	.
"	``	"
And	CC	and
I	PP	I
thought	VBD	think
about	IN	about
it	PP	it
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
Mama	NP	Mama
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
do	VBP	do
that	DT	that
.	SENT	.
"	''	"
Then	RB	then
finally	RB	finally
she	PP	she
said	VBD	say
,	,	,
"	``	"
The	DT	the
third	JJ	third
thing	NN	thing
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
promise	VB	promise
me	PP	me
is	VBZ	be
that	IN	that
you	PP	you
'	POS	'
ll	NNS	<unknown>
never	RB	never
drink	VBP	drink
alcohol	NN	alcohol
.	SENT	.
"	``	"
Well	RB	well
I	PP	I
was	VBD	be
nine	CD	nine
years	NNS	year
old	JJ	old
,	,	,
so	RB	so
I	PP	I
said	VBD	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
Mama	NP	Mama
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
do	VBP	do
that	DT	that
.	SENT	.
"	''	"
I	PP	I
grew	VBD	grow
up	RP	up
in	IN	in
the	DT	the
country	NN	country
in	IN	in
the	DT	the
rural	JJ	rural
South	NP	South
,	,	,
and	CC	and
I	PP	I
have	VBP	have
a	DT	a
brother	NN	brother
a	DT	a
year	NN	year
older	JJR	old
than	IN	than
me	PP	me
and	CC	and
a	DT	a
sister	NN	sister
a	DT	a
year	NN	year
younger	JJR	young
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
about	RB	about
14	CD	@card@
or	CC	or
15	CD	@card@
,	,	,
one	CD	one
day	NN	day
my	PP$	my
brother	NN	brother
came	VBD	come
home	NN	home
and	CC	and
he	PP	he
had	VBD	have
this	DT	this
six-pack	NN	six-pack
of	IN	of
beer	NN	beer
—	:	-
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VB	know
where	WRB	where
he	PP	he
got	VBD	get
it	PP	it
—	:	-
and	CC	and
he	PP	he
grabbed	VBD	grab
me	PP	me
and	CC	and
my	PP$	my
sister	NN	sister
and	CC	and
we	PP	we
went	VBD	go
out	RP	out
in	IN	in
the	DT	the
woods	NNS	wood
.	SENT	.
And	CC	and
we	PP	we
were	VBD	be
kind	NN	kind
of	IN	of
just	RB	just
out	IN	out
there	RB	there
doing	VBG	do
the	DT	the
stuff	NN	stuff
we	PP	we
crazily	RB	crazily
did	VBD	do
.	SENT	.
And	CC	and
he	PP	he
had	VBD	have
a	DT	a
sip	NN	sip
of	IN	of
this	DT	this
beer	NN	beer
and	CC	and
he	PP	he
gave	VBD	give
some	RB	some
to	TO	to
my	PP$	my
sister	NN	sister
and	CC	and
she	PP	she
had	VBD	have
some	DT	some
,	,	,
and	CC	and
they	PP	they
offered	VBD	offer
it	PP	it
to	TO	to
me	PP	me
.	SENT	.
I	PP	I
said	VBD	say
,	,	,
"	``	"
No	UH	no
,	,	,
no	UH	no
,	,	,
no	UH	no
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
okay	NN	okay
.	SENT	.
You	PP	you
all	RB	all
go	VBP	go
ahead	RB	ahead
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
have	VB	have
any	DT	any
beer	NN	beer
.	SENT	.
"	``	"
My	PP$	my
brother	NN	brother
said	VBD	say
,	,	,
"	``	"
Come	VB	come
on	IN	on
.	SENT	.
We	PP	we
'	''	'
re	IN	re
doing	VBG	do
this	DT	this
today	NN	today
;	:	;
you	PP	you
always	RB	always
do	VBP	do
what	WP	what
we	PP	we
do	VBP	do
.	SENT	.
I	PP	I
had	VBD	have
some	DT	some
,	,	,
your	PP$	your
sister	NN	sister
had	VBD	have
some	DT	some
.	SENT	.
Have	VBP	have
some	DT	some
beer	NN	beer
.	SENT	.
"	''	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
No	UH	no
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
feel	VBP	feel
right	RB	right
about	IN	about
that	DT	that
.	SENT	.
Y	NP	Y
'	POS	'
all	RB	all
go	VB	go
ahead	RB	ahead
.	SENT	.
Y	NP	Y
'	POS	'
all	RB	all
go	VB	go
ahead	RB	ahead
.	SENT	.
"	''	"
And	CC	and
then	RB	then
my	PP$	my
brother	NN	brother
started	VBD	start
staring	VBG	stare
at	IN	at
me	PP	me
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
What	WP	what
'	POS	'
s	NNS	<unknown>
wrong	JJ	wrong
with	IN	with
you	PP	you
?	SENT	?
Have	VBP	have
some	DT	some
beer	NN	beer
.	SENT	.
"	``	"
Then	RB	then
he	PP	he
looked	VBD	look
at	IN	at
me	PP	me
real	JJ	real
hard	JJ	hard
and	CC	and
he	PP	he
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
I	PP	I
hope	VBP	hope
you	PP	you
'	''	'
re	IN	re
not	RB	not
still	RB	still
hung	VBN	hang
up	RP	up
on	IN	on
that	DT	that
conversation	NN	conversation
Mama	NP	Mama
had	VBD	have
with	IN	with
you	PP	you
.	SENT	.
"	''	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
what	WP	what
are	VBP	be
you	PP	you
talking	VBG	talk
about	RB	about
?	SENT	?
"	''	"
He	PP	he
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
Mama	NP	Mama
tells	VBZ	tell
all	PDT	all
the	DT	the
grandkids	NNS	grandkid
that	IN	that
they	PP	they
'	POS	'
re	NN	re
special	JJ	special
.	SENT	.
"	``	"
I	PP	I
was	VBD	be
devastated	VBN	devastate
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
admit	VB	admit
something	NN	something
to	TO	to
you	PP	you
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
tell	VB	tell
you	PP	you
something	NN	something
I	PP	I
probably	RB	probably
shouldn	NN	<unknown>
'	POS	'
t	NN	t
.	SENT	.
I	PP	I
know	VBP	know
this	DT	this
might	MD	might
be	VB	be
broadcast	VBN	broadcast
broadly	RB	broadly
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
m	NN	m
52	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
admit	VB	admit
to	TO	to
you	PP	you
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
never	RB	never
had	VBD	have
a	DT	a
drop	NN	drop
of	IN	of
alcohol	NN	alcohol
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
say	VBP	say
that	IN	that
because	IN	because
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	NNS	<unknown>
virtuous	JJ	virtuous
;	:	;
I	PP	I
say	VBP	say
that	IN	that
because	IN	because
there	EX	there
is	VBZ	be
power	NN	power
in	IN	in
identity	NN	identity
.	SENT	.
When	WRB	when
we	PP	we
create	VBP	create
the	DT	the
right	JJ	right
kind	NN	kind
of	IN	of
identity	NN	identity
,	,	,
we	PP	we
can	MD	can
say	VB	say
things	NNS	thing
to	TO	to
the	DT	the
world	NN	world
around	IN	around
us	PP	us
that	IN	that
they	PP	they
don	VB	don
'	''	'
t	NN	t
actually	RB	actually
believe	VBP	believe
makes	VBZ	make
sense	NN	sense
.	SENT	.
We	PP	we
can	MD	can
get	VB	get
them	PP	them
to	TO	to
do	VB	do
things	NNS	thing
that	IN	that
they	PP	they
don	VB	don
'	''	'
t	NN	t
think	VBP	think
they	PP	they
can	MD	can
do	VB	do
.	SENT	.
When	WRB	when
I	PP	I
thought	VBD	think
about	IN	about
my	PP$	my
grandmother	NN	grandmother
,	,	,
of	IN	of
course	NN	course
she	PP	she
would	MD	would
think	VB	think
all	PDT	all
her	PP$	her
grandkids	NNS	grandkid
were	VBD	be
special	JJ	special
.	SENT	.
My	PP$	my
grandfather	NN	grandfather
was	VBD	be
in	IN	in
prison	NN	prison
during	IN	during
prohibition	NN	prohibition
.	SENT	.
My	PP$	my
male	JJ	male
uncles	NNS	uncle
died	VBN	die
of	IN	of
alcohol-related	JJ	alcohol-related
diseases	NNS	disease
.	SENT	.
And	CC	and
these	DT	these
were	VBD	be
the	DT	the
things	NNS	thing
she	PP	she
thought	VBD	think
we	PP	we
needed	VBD	need
to	TO	to
commit	VB	commit
to	TO	to
.	SENT	.
Well	RB	well
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
trying	VBG	try
to	TO	to
say	VB	say
something	NN	something
about	IN	about
our	PP$	our
criminal	JJ	criminal
justice	NN	justice
system	NN	system
.	SENT	.
This	DT	this
country	NN	country
is	VBZ	be
very	RB	very
different	JJ	different
today	NN	today
than	IN	than
it	PP	it
was	VBD	be
40	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
In	IN	in
1972	CD	@card@
,	,	,
there	EX	there
were	VBD	be
300	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
in	IN	in
jails	NNS	jail
and	CC	and
prisons	NNS	prison
.	SENT	.
Today	NN	today
,	,	,
there	EX	there
are	VBP	be
2	CD	@card@
.	SENT	.
3	CD	@card@
million	CD	million
.	SENT	.
The	DT	the
United	NP	United
States	NP	States
now	RB	now
has	VBZ	have
the	DT	the
highest	JJS	high
rate	NN	rate
of	IN	of
incarceration	NN	incarceration
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
We	PP	we
have	VBP	have
seven	CD	seven
million	CD	million
people	NNS	people
on	IN	on
probation	NN	probation
and	CC	and
parole	NN	parole
.	SENT	.
And	CC	and
mass	JJ	mass
incarceration	NN	incarceration
,	,	,
in	IN	in
my	PP$	my
judgment	NN	judgment
,	,	,
has	VBZ	have
fundamentally	RB	fundamentally
changed	VBN	change
our	PP$	our
world	NN	world
.	SENT	.
In	IN	in
poor	JJ	poor
communities	NNS	community
,	,	,
in	IN	in
communities	NNS	community
of	IN	of
color	NN	color
there	EX	there
is	VBZ	be
this	DT	this
despair	NN	despair
,	,	,
there	EX	there
is	VBZ	be
this	DT	this
hopelessness	NN	hopelessness
,	,	,
that	WDT	that
is	VBZ	be
being	VBG	be
shaped	VBN	shape
by	IN	by
these	DT	these
outcomes	NNS	outcome
.	SENT	.
One	CD	one
out	RB	out
of	IN	of
three	CD	three
black	JJ	black
men	NNS	man
between	IN	between
the	DT	the
ages	NNS	age
of	IN	of
18	CD	@card@
and	CC	and
30	CD	@card@
is	VBZ	be
in	IN	in
jail	NN	jail
,	,	,
in	IN	in
prison	NN	prison
,	,	,
on	IN	on
probation	NN	probation
or	CC	or
parole	NN	parole
.	SENT	.
In	IN	in
urban	JJ	urban
communities	NNS	community
across	IN	across
this	DT	this
country	NN	country
—	:	-
Los	NP	Los
Angeles	NP	Angeles
,	,	,
Philadelphia	NP	Philadelphia
,	,	,
Baltimore	NP	Baltimore
,	,	,
Washington	NP	Washington
—	:	-
50	CD	@card@
to	TO	to
60	CD	@card@
percent	NN	percent
of	IN	of
all	DT	all
young	JJ	young
men	NNS	man
of	IN	of
color	NN	color
are	VBP	be
in	IN	in
jail	NN	jail
or	CC	or
prison	NN	prison
or	CC	or
on	IN	on
probation	NN	probation
or	CC	or
parole	NN	parole
.	SENT	.
Our	PP$	our
system	NN	system
isn	NN	isn
'	POS	'
t	NN	t
just	RB	just
being	VBG	be
shaped	VBN	shape
in	IN	in
these	DT	these
ways	NNS	way
that	WDT	that
seem	VBP	seem
to	TO	to
be	VB	be
distorting	VBG	distort
around	IN	around
race	NN	race
,	,	,
they	PP	they
'	POS	'
re	NN	re
also	RB	also
distorted	VBN	distort
by	IN	by
poverty	NN	poverty
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
system	NN	system
of	IN	of
justice	NN	justice
in	IN	in
this	DT	this
country	NN	country
that	WDT	that
treats	VBZ	treat
you	PP	you
much	RB	much
better	RBR	well
if	IN	if
you	PP	you
'	POS	'
re	NN	re
rich	JJ	rich
and	CC	and
guilty	JJ	guilty
than	IN	than
if	IN	if
you	PP	you
'	POS	'
re	NN	re
poor	JJ	poor
and	CC	and
innocent	JJ	innocent
.	SENT	.
Wealth	NN	wealth
,	,	,
not	RB	not
culpability	NN	culpability
,	,	,
shapes	VBZ	shape
outcomes	NNS	outcome
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
we	PP	we
seem	VBP	seem
to	TO	to
be	VB	be
very	RB	very
comfortable	JJ	comfortable
.	SENT	.
The	DT	the
politics	NNS	politics
of	IN	of
fear	NN	fear
and	CC	and
anger	NN	anger
have	VBP	have
made	VBN	make
us	PP	us
believe	VBP	believe
that	IN	that
these	DT	these
are	VBP	be
problems	NNS	problem
that	WDT	that
are	VBP	be
not	RB	not
our	PP$	our
problems	NNS	problem
.	SENT	.
