There	EX	there
grade	NN	grade
,	,	,
it	PP	it
was	VBD	be
a	DT	a
determining	VBG	determine
factor	NN	factor
.	SENT	.
In	IN	in
our	PP$	our
tradition	NN	tradition
,	,	,
there	EX	there
is	VBZ	be
a	DT	a
ceremony	NN	ceremony
that	IN	that
girls	NNS	girl
have	VBP	have
to	TO	to
undergo	VB	undergo
to	TO	to
become	VB	become
women	NNS	woman
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
rite	NN	rite
of	IN	of
passage	NN	passage
to	TO	to
womanhood	NN	womanhood
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
was	VBD	be
just	RB	just
finishing	VBG	finish
my	PP$	my
eighth	JJ	eighth
grade	NN	grade
,	,	,
and	CC	and
that	DT	that
was	VBD	be
a	DT	a
transition	NN	transition
for	IN	for
me	PP	me
to	TO	to
go	VB	go
to	TO	to
high	JJ	high
school	NN	school
.	SENT	.
This	DT	this
was	VBD	be
the	DT	the
crossroad	NN	crossroad
.	SENT	.
Once	RB	once
I	PP	I
go	VBP	go
through	IN	through
this	DT	this
tradition	NN	tradition
,	,	,
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
become	VB	become
a	DT	a
wife	NN	wife
.	SENT	.
Well	RB	well
,	,	,
my	PP$	my
dream	NN	dream
of	IN	of
becoming	VBG	become
a	DT	a
teacher	NN	teacher
will	MD	will
not	RB	not
come	VB	come
to	TO	to
pass	VB	pass
.	SENT	.
So	RB	so
I	PP	I
talked	VBD	talk
—	:	-
I	PP	I
had	VBD	have
to	TO	to
come	VB	come
up	RP	up
with	IN	with
a	DT	a
plan	NN	plan
to	TO	to
figure	VB	figure
these	DT	these
things	NNS	thing
out	RP	out
.	SENT	.
I	PP	I
talked	VBD	talk
to	TO	to
my	PP$	my
father	NN	father
.	SENT	.
I	PP	I
did	VBD	do
something	NN	something
that	IN	that
most	JJS	most
girls	NNS	girl
have	VBP	have
never	RB	never
done	VBN	do
.	SENT	.
I	PP	I
told	VBD	tell
my	PP$	my
father	NN	father
,	,	,
"	''	"
I	PP	I
will	MD	will
only	RB	only
go	VB	go
through	IN	through
this	DT	this
ceremony	NN	ceremony
if	IN	if
you	PP	you
let	VBP	let
me	PP	me
go	VBP	go
back	RB	back
to	TO	to
school	NN	school
.	SENT	.
"	''	"
The	DT	the
reason	NN	reason
why	WRB	why
,	,	,
if	IN	if
I	PP	I
ran	VBD	run
away	RB	away
,	,	,
my	PP$	my
father	NN	father
will	MD	will
have	VB	have
a	DT	a
stigma	NN	stigma
,	,	,
people	NNS	people
will	MD	will
be	VB	be
calling	VBG	call
him	PP	him
the	DT	the
father	NN	father
of	IN	of
that	DT	that
girl	NN	girl
who	WP	who
didn	NP	<unknown>
'	POS	'
t	NN	t
go	VB	go
through	IN	through
the	DT	the
ceremony	NN	ceremony
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
shameful	JJ	shameful
thing	NN	thing
for	IN	for
him	PP	him
to	TO	to
carry	VB	carry
the	DT	the
rest	NN	rest
of	IN	of
his	PP$	his
life	NN	life
.	SENT	.
So	RB	so
he	PP	he
figured	VBD	figure
out	RP	out
.	SENT	.
"	''	"
Well	RB	well
,	,	,
"	''	"
he	PP	he
said	VBD	say
,	,	,
"	``	"
okay	JJ	okay
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
go	VBP	go
to	TO	to
school	NN	school
after	IN	after
the	DT	the
ceremony	NN	ceremony
.	SENT	.
"	''	"
I	PP	I
did	VBD	do
.	SENT	.
The	DT	the
ceremony	NN	ceremony
happened	VBD	happen
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
whole	JJ	whole
week	NN	week
long	RB	long
of	IN	of
excitement	NN	excitement
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
ceremony	NN	ceremony
.	SENT	.
People	NNS	people
are	VBP	be
enjoying	VBG	enjoy
it	PP	it
.	SENT	.
And	CC	and
the	DT	the
day	NN	day
before	IN	before
the	DT	the
actual	JJ	actual
ceremony	NN	ceremony
happens	VBZ	happen
,	,	,
we	PP	we
were	VBD	be
dancing	VBG	dance
,	,	,
having	VBG	have
excitement	NN	excitement
,	,	,
and	CC	and
through	IN	through
all	PDT	all
the	DT	the
night	NN	night
we	PP	we
did	VBD	do
not	RB	not
sleep	VB	sleep
.	SENT	.
The	DT	the
actual	JJ	actual
day	NN	day
came	VBD	come
,	,	,
and	CC	and
we	PP	we
walked	VBD	walk
out	RP	out
of	IN	of
the	DT	the
house	NN	house
that	IN	that
we	PP	we
were	VBD	be
dancing	VBG	dance
in	IN	in
.	SENT	.
Yes	UH	yes
,	,	,
we	PP	we
danced	VBD	dance
and	CC	and
danced	VBD	dance
.	SENT	.
We	PP	we
walked	VBD	walk
out	RP	out
to	TO	to
the	DT	the
courtyard	NN	courtyard
,	,	,
and	CC	and
there	EX	there
were	VBD	be
a	DT	a
bunch	NN	bunch
of	IN	of
people	NNS	people
waiting	VBG	wait
.	SENT	.
They	PP	they
were	VBD	be
all	DT	all
in	IN	in
a	DT	a
circle	NN	circle
.	SENT	.
And	CC	and
as	IN	as
we	PP	we
danced	VBD	dance
and	CC	and
danced	VBD	dance
,	,	,
and	CC	and
we	PP	we
approached	VBD	approach
this	DT	this
circle	NN	circle
of	IN	of
women	NNS	woman
,	,	,
men	NNS	man
,	,	,
women	NNS	woman
,	,	,
children	NNS	child
,	,	,
everybody	NN	everybody
was	VBD	be
there	RB	there
.	SENT	.
There	EX	there
was	VBD	be
a	DT	a
woman	NN	woman
sitting	VBG	sit
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
it	PP	it
,	,	,
and	CC	and
this	DT	this
woman	NN	woman
was	VBD	be
waiting	VBG	wait
to	TO	to
hold	VB	hold
us	PP	us
.	SENT	.
I	PP	I
was	VBD	be
the	DT	the
first	JJ	first
.	SENT	.
There	EX	there
were	VBD	be
my	PP$	my
sisters	NNS	sister
and	CC	and
a	DT	a
couple	NN	couple
of	IN	of
other	JJ	other
girls	NNS	girl
,	,	,
and	CC	and
as	IN	as
I	PP	I
approached	VBD	approach
her	PP	her
,	,	,
she	PP	she
looked	VBD	look
at	IN	at
me	PP	me
,	,	,
and	CC	and
I	PP	I
sat	VBD	sit
down	RP	down
.	SENT	.
And	CC	and
I	PP	I
sat	VBD	sit
down	RP	down
,	,	,
and	CC	and
I	PP	I
opened	VBD	open
my	PP$	my
legs	NNS	leg
.	SENT	.
As	IN	as
I	PP	I
opened	VBD	open
my	PP$	my
leg	NN	leg
,	,	,
another	DT	another
woman	NN	woman
came	VBD	come
,	,	,
and	CC	and
this	DT	this
woman	NN	woman
was	VBD	be
carrying	VBG	carry
a	DT	a
knife	NN	knife
.	SENT	.
And	CC	and
as	IN	as
she	PP	she
carried	VBD	carry
the	DT	the
knife	NN	knife
,	,	,
she	PP	she
walked	VBD	walk
toward	IN	toward
me	PP	me
and	CC	and
she	PP	she
held	VBD	hold
the	DT	the
clitoris	NN	clitoris
,	,	,
and	CC	and
she	PP	she
cut	VBD	cut
it	PP	it
off	RP	off
.	SENT	.
As	IN	as
you	PP	you
can	MD	can
imagine	VB	imagine
,	,	,
I	PP	I
bled	VBD	bleed
.	SENT	.
I	PP	I
bled	VBD	bleed
.	SENT	.
After	IN	after
bleeding	VBG	bleed
for	IN	for
a	DT	a
while	NN	while
,	,	,
I	PP	I
fainted	VBD	faint
thereafter	RB	thereafter
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
something	NN	something
that	IN	that
so	RB	so
many	JJ	many
girls	NNS	girl
—	:	-
I	PP	I
'	POS	'
m	NN	m
lucky	JJ	lucky
,	,	,
I	PP	I
never	RB	never
died	VBD	die
—	:	-
but	CC	but
many	JJ	many
die	NN	die
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
practiced	VBD	practice
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
no	DT	no
anesthesia	NN	anesthesia
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
rusty	JJ	rusty
old	JJ	old
knife	NN	knife
,	,	,
and	CC	and
it	PP	it
was	VBD	be
difficult	JJ	difficult
.	SENT	.
I	PP	I
was	VBD	be
lucky	JJ	lucky
because	IN	because
one	CD	one
,	,	,
also	RB	also
,	,	,
my	PP$	my
mom	NN	mom
did	VBD	do
something	NN	something
that	IN	that
most	JJS	most
women	NNS	woman
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
.	SENT	.
Three	CD	three
days	NNS	day
later	RBR	later
,	,	,
after	IN	after
everybody	NN	everybody
has	VBZ	have
left	VBN	leave
the	DT	the
home	NN	home
,	,	,
my	PP$	my
mom	NN	mom
went	VBD	go
and	CC	and
brought	VBD	bring
a	DT	a
nurse	NN	nurse
.	SENT	.
We	PP	we
were	VBD	be
taken	VBN	take
care	NN	care
of	IN	of
.	SENT	.
Three	CD	three
weeks	NNS	week
later	RBR	later
,	,	,
I	PP	I
was	VBD	be
healed	VBN	heal
,	,	,
and	CC	and
I	PP	I
was	VBD	be
back	RB	back
in	IN	in
high	JJ	high
school	NN	school
.	SENT	.
I	PP	I
was	VBD	be
so	RB	so
determined	VBN	determine
to	TO	to
be	VB	be
a	DT	a
teacher	NN	teacher
now	RB	now
so	RB	so
that	IN	that
I	PP	I
could	MD	could
make	VB	make
a	DT	a
difference	NN	difference
in	IN	in
my	PP$	my
family	NN	family
.	SENT	.
Well	RB	well
,	,	,
while	IN	while
I	PP	I
was	VBD	be
in	IN	in
high	JJ	high
school	NN	school
,	,	,
something	NN	something
happened	VBD	happen
.	SENT	.
I	PP	I
met	VBD	meet
a	DT	a
young	JJ	young
gentleman	NN	gentleman
from	IN	from
our	PP$	our
village	NN	village
who	WP	who
had	VBD	have
been	VBN	be
to	TO	to
the	DT	the
University	NP	University
of	IN	of
Oregon	NP	Oregon
.	SENT	.
This	DT	this
man	NN	man
was	VBD	be
wearing	VBG	wear
a	DT	a
white	JJ	white
t-shirt	NN	T-shirt
,	,	,
jeans	NNS	jean
,	,	,
camera	NN	camera
,	,	,
white	JJ	white
sneakers	NN	sneakers
—	:	-
and	CC	and
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	IN	about
white	JJ	white
sneakers	NN	sneakers
.	SENT	.
There	EX	there
is	VBZ	be
something	NN	something
about	IN	about
clothes	NNS	clothes
,	,	,
I	PP	I
think	VBP	think
,	,	,
and	CC	and
shoes	NNS	shoe
.	SENT	.
They	PP	they
were	VBD	be
sneakers	NN	sneakers
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
in	IN	in
a	DT	a
village	NN	village
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
have	VBP	have
paved	VBN	pave
roads	NNS	road
.	SENT	.
It	PP	it
was	VBD	be
quite	RB	quite
attractive	JJ	attractive
.	SENT	.
I	PP	I
told	VBD	tell
him	PP	him
,	,	,
"	``	"
Well	UH	well
,	,	,
I	PP	I
want	VBP	want
to	TO	to
go	VB	go
to	TO	to
where	WRB	where
you	PP	you
are	VBP	be
,	,	,
"	''	"
because	IN	because
this	DT	this
man	NN	man
looked	VBD	look
very	RB	very
happy	JJ	happy
,	,	,
and	CC	and
I	PP	I
admired	VBD	admire
that	RB	that
.	SENT	.
And	CC	and
he	PP	he
told	VBD	tell
me	PP	me
,	,	,
"	``	"
Well	UH	well
,	,	,
what	WP	what
do	VBP	do
you	PP	you
mean	VBP	mean
,	,	,
you	PP	you
want	VBP	want
to	TO	to
go	VB	go
?	SENT	?
Don	NP	Don
'	POS	'
t	NN	t
you	PP	you
have	VBP	have
a	DT	a
husband	NN	husband
waiting	VBG	wait
for	IN	for
you	PP	you
?	SENT	?
"	``	"
And	CC	and
I	PP	I
told	VBD	tell
him	PP	him
,	,	,
"	''	"
Don	NP	Don
'	POS	'
t	NN	t
worry	NN	worry
about	IN	about
that	DT	that
part	NN	part
.	SENT	.
Just	RB	just
tell	VB	tell
me	PP	me
how	WRB	how
to	TO	to
get	VB	get
there	RB	there
.	SENT	.
"	''	"
This	DT	this
gentleman	NN	gentleman
,	,	,
he	PP	he
helped	VBD	help
me	PP	me
.	SENT	.
While	IN	while
I	PP	I
was	VBD	be
in	IN	in
high	JJ	high
school	NN	school
also	RB	also
,	,	,
my	PP$	my
dad	NN	dad
was	VBD	be
sick	JJ	sick
.	SENT	.
He	PP	he
got	VBD	get
a	DT	a
stroke	NN	stroke
,	,	,
and	CC	and
he	PP	he
was	VBD	be
really	RB	really
,	,	,
really	RB	really
sick	JJ	sick
,	,	,
so	RB	so
he	PP	he
really	RB	really
couldn	NN	<unknown>
'	POS	'
t	NN	t
tell	VB	tell
me	PP	me
what	WP	what
to	TO	to
do	VB	do
next	JJ	next
.	SENT	.
But	CC	but
the	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
my	PP$	my
father	NN	father
is	VBZ	be
not	RB	not
the	DT	the
only	JJ	only
father	NN	father
I	PP	I
have	VBP	have
.	SENT	.
Everybody	NN	everybody
who	WP	who
is	VBZ	be
my	PP$	my
dad	NN	dad
'	POS	'
s	NN	S
age	NN	age
,	,	,
male	JJ	male
in	IN	in
the	DT	the
community	NN	community
,	,	,
is	VBZ	be
my	PP$	my
father	NN	father
by	IN	by
default	NN	default
—	:	-
my	PP$	my
uncles	NNS	uncle
,	,	,
all	RB	all
of	IN	of
them	PP	them
—	:	-
and	CC	and
they	PP	they
dictate	VBP	dictate
what	WP	what
my	PP$	my
future	NN	future
is	VBZ	be
.	SENT	.
So	IN	so
the	DT	the
news	NN	news
came	VBD	come
,	,	,
I	PP	I
applied	VBD	apply
to	TO	to
school	NN	school
and	CC	and
I	PP	I
was	VBD	be
accepted	VBN	accept
to	TO	to
Randolph-Macon	NP	Randolph-Macon
Woman	NP	Woman
'	POS	'
s	JJ	<unknown>
College	NP	College
in	IN	in
Lynchburg	NP	Lynchburg
,	,	,
Virginia	NP	Virginia
,	,	,
and	CC	and
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
come	VBN	come
without	IN	without
the	DT	the
support	NN	support
of	IN	of
the	DT	the
village	NN	village
,	,	,
because	IN	because
I	PP	I
needed	VBD	need
to	TO	to
raise	VB	raise
money	NN	money
to	TO	to
buy	VB	buy
the	DT	the
air	NN	air
ticket	NN	ticket
.	SENT	.
I	PP	I
got	VBD	get
a	DT	a
scholarship	NN	scholarship
but	CC	but
I	PP	I
needed	VBD	need
to	TO	to
get	VB	get
myself	PP	myself
here	RB	here
.	SENT	.
But	CC	but
I	PP	I
needed	VBD	need
the	DT	the
support	NN	support
of	IN	of
the	DT	the
village	NN	village
,	,	,
and	CC	and
here	RB	here
again	RB	again
,	,	,
when	WRB	when
the	DT	the
men	NNS	man
heard	VBD	hear
,	,	,
and	CC	and
the	DT	the
people	NNS	people
heard	VBD	hear
that	IN	that
a	DT	a
woman	NN	woman
had	VBD	have
gotten	VBN	get
an	DT	an
opportunity	NN	opportunity
to	TO	to
go	VB	go
to	TO	to
school	NN	school
,	,	,
they	PP	they
said	VBD	say
,	,	,
"	``	"
What	WP	what
a	DT	a
lost	JJ	lost
opportunity	NN	opportunity
.	SENT	.
This	DT	this
should	MD	should
have	VB	have
been	VBN	be
given	VBN	give
to	TO	to
a	DT	a
boy	NN	boy
.	SENT	.
We	PP	we
can	MD	can
'	''	'
t	NN	t
do	VBP	do
this	DT	this
.	SENT	.
"	``	"
So	RB	so
I	PP	I
went	VBD	go
back	RB	back
and	CC	and
I	PP	I
had	VBD	have
to	TO	to
go	VB	go
back	RB	back
to	TO	to
the	DT	the
tradition	NN	tradition
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
belief	NN	belief
among	IN	among
our	PP$	our
people	NNS	people
that	IN	that
morning	NN	morning
brings	VBZ	bring
good	JJ	good
news	NN	news
.	SENT	.
So	RB	so
I	PP	I
had	VBD	have
to	TO	to
come	VB	come
up	RP	up
with	IN	with
something	NN	something
to	TO	to
do	VB	do
with	IN	with
the	DT	the
morning	NN	morning
,	,	,
because	IN	because
there	EX	there
'	''	'
s	NNS	<unknown>
good	JJ	good
news	NN	news
in	IN	in
the	DT	the
morning	NN	morning
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
village	NN	village
also	RB	also
,	,	,
there	EX	there
is	VBZ	be
one	CD	one
chief	NN	chief
,	,	,
an	DT	an
elder	NN	elder
,	,	,
who	WP	who
if	IN	if
he	PP	he
says	VBZ	say
yes	UH	yes
,	,	,
everybody	NN	everybody
will	MD	will
follow	VB	follow
him	PP	him
.	SENT	.
So	RB	so
I	PP	I
went	VBD	go
to	TO	to
him	PP	him
very	RB	very
early	JJ	early
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
as	IN	as
the	DT	the
sun	NN	sun
rose	VBD	rise
.	SENT	.
The	DT	the
first	JJ	first
thing	NN	thing
he	PP	he
sees	VBZ	see
when	WRB	when
he	PP	he
opens	VBZ	open
his	PP$	his
door	NN	door
is	VBZ	be
,	,	,
it	PP	it
'	POS	'
s	NN	S
me	PP	me
.	SENT	.
"	``	"
My	PP$	my
child	NN	child
,	,	,
what	WP	what
are	VBP	be
you	PP	you
doing	VBG	do
here	RB	here
?	SENT	?
"	''	"
"	``	"
Well	UH	well
,	,	,
Dad	NP	Dad
,	,	,
I	PP	I
need	MD	need
help	VB	help
.	SENT	.
Can	MD	can
you	PP	you
support	VB	support
me	PP	me
to	TO	to
go	VB	go
to	TO	to
America	NP	America
?	SENT	?
"	``	"
I	PP	I
promised	VBD	promise
him	PP	him
that	IN	that
I	PP	I
would	MD	would
be	VB	be
the	DT	the
best	JJS	good
girl	NN	girl
,	,	,
I	PP	I
will	MD	will
come	VB	come
back	RB	back
,	,	,
anything	NN	anything
they	PP	they
wanted	VBD	want
after	IN	after
that	DT	that
,	,	,
I	PP	I
will	MD	will
do	VB	do
it	PP	it
for	IN	for
them	PP	them
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
but	CC	but
I	PP	I
can	MD	can
'	''	'
t	NN	t
do	VBP	do
it	PP	it
alone	RB	alone
.	SENT	.
"	''	"
He	PP	he
gave	VBD	give
me	PP	me
a	DT	a
list	NN	list
of	IN	of
another	DT	another
15	CD	@card@
men	NNS	man
that	IN	that
I	PP	I
went	VBD	go
—	:	-
16	CD	@card@
more	JJR	more
men	NNS	man
—	:	-
every	DT	every
single	JJ	single
morning	NN	morning
I	PP	I
went	VBD	go
and	CC	and
visited	VBD	visit
them	PP	them
.	SENT	.
They	PP	they
all	RB	all
came	VBD	come
together	RB	together
.	SENT	.
The	DT	the
village	NN	village
,	,	,
the	DT	the
women	NNS	woman
,	,	,
the	DT	the
men	NNS	man
,	,	,
everybody	NN	everybody
came	VBD	come
together	RB	together
to	TO	to
support	VB	support
me	PP	me
to	TO	to
come	VB	come
to	TO	to
get	VB	get
an	DT	an
education	NN	education
.	SENT	.
I	PP	I
arrived	VBD	arrive
in	IN	in
America	NP	America
.	SENT	.
As	IN	as
you	PP	you
can	MD	can
imagine	VB	imagine
,	,	,
what	WP	what
did	VBD	do
I	PP	I
find	VBP	find
?	SENT	?
I	PP	I
found	VBD	find
snow	NN	snow
!	SENT	!
I	PP	I
found	VBD	find
Wal-Marts	NP	Wal-Marts
,	,	,
vacuum	NN	vacuum
cleaners	NNS	cleaner
,	,	,
and	CC	and
lots	NNS	lot
of	IN	of
food	NN	food
in	IN	in
the	DT	the
cafeteria	NN	cafeteria
.	SENT	.
I	PP	I
was	VBD	be
in	IN	in
a	DT	a
land	NN	land
of	IN	of
