Wow	NN	wow
the	DT	the
passionate	JJ	passionate
,	,	,
world-changing	JJ	world-changing
work	NN	work
,	,	,
that	DT	that
wake	NN	wake
up	RB	up
inspired	VBD	inspire
every	DT	every
day	NN	day
,	,	,
and	CC	and
then	RB	then
these	DT	these
people	NNS	people
,	,	,
the	DT	the
other	JJ	other
80	CD	@card@
percent	NNS	percent
who	WP	who
lead	VBP	lead
these	DT	these
lives	NNS	life
of	IN	of
quiet	JJ	quiet
desperation	NN	desperation
.	SENT	.
So	RB	so
I	PP	I
started	VBD	start
to	TO	to
interview	VB	interview
all	PDT	all
these	DT	these
people	NNS	people
doing	VBG	do
this	DT	this
inspiring	JJ	inspiring
work	NN	work
,	,	,
and	CC	and
I	PP	I
read	VBP	read
books	NNS	book
and	CC	and
did	VBD	do
case	NN	case
studies	NNS	study
,	,	,
300	CD	@card@
books	NNS	book
altogether	RB	altogether
on	IN	on
purpose	NN	purpose
and	CC	and
career	NN	career
and	CC	and
all	PDT	all
this	DT	this
,	,	,
totally	RB	totally
just	RB	just
self-immersion	NN	self-immersion
,	,	,
really	RB	really
for	IN	for
the	DT	the
selfish	JJ	selfish
reason	NN	reason
of	IN	of
—	:	-
I	PP	I
wanted	VBD	want
to	TO	to
find	VB	find
the	DT	the
work	NN	work
that	IN	that
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
not	RB	not
do	VBP	do
,	,	,
what	WP	what
that	RB	that
was	VBD	be
for	IN	for
me	PP	me
.	SENT	.
But	CC	but
as	IN	as
I	PP	I
was	VBD	be
doing	VBG	do
this	DT	this
,	,	,
more	JJR	more
and	CC	and
more	JJR	more
people	NNS	people
started	VBD	start
to	TO	to
ask	VB	ask
me	PP	me
,	,	,
"	''	"
You	PP	you
'	POS	'
re	NN	re
into	IN	into
this	DT	this
career	NN	career
thing	NN	thing
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
like	IN	like
my	PP$	my
job	NN	job
.	SENT	.
Can	MD	can
we	PP	we
sit	VB	sit
down	RP	down
for	IN	for
lunch	NN	lunch
?	SENT	?
"	''	"
I	NP	I
'	POS	'
d	NN	d
say	VBP	say
,	,	,
"	``	"
Sure	JJ	sure
.	SENT	.
"	``	"
But	CC	but
I	PP	I
would	MD	would
have	VB	have
to	TO	to
warn	VB	warn
them	PP	them
,	,	,
because	IN	because
at	IN	at
this	DT	this
point	NN	point
,	,	,
my	PP$	my
quit	JJ	quit
rate	NN	rate
was	VBD	be
also	RB	also
80	CD	@card@
percent	NN	percent
.	SENT	.
Of	IN	of
the	DT	the
people	NNS	people
I	PP	I
'	POS	'
d	NN	d
sit	VBP	sit
down	RB	down
with	IN	with
for	IN	for
lunch	NN	lunch
,	,	,
80	CD	@card@
percent	NN	percent
would	MD	would
quit	VB	quit
their	PP$	their
job	NN	job
within	IN	within
two	CD	two
months	NNS	month
.	SENT	.
I	PP	I
was	VBD	be
proud	JJ	proud
of	IN	of
this	DT	this
,	,	,
and	CC	and
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
that	IN	that
I	PP	I
had	VBD	have
any	DT	any
special	JJ	special
magic	NN	magic
.	SENT	.
It	PP	it
was	VBD	be
that	IN	that
I	PP	I
would	MD	would
ask	VB	ask
one	CD	one
simple	JJ	simple
question	NN	question
.	SENT	.
It	PP	it
was	VBD	be
,	,	,
"	``	"
Why	WRB	why
are	VBP	be
you	PP	you
doing	VBG	do
the	DT	the
work	NN	work
that	IN	that
you	PP	you
'	''	'
re	IN	re
doing	VBG	do
?	SENT	?
"	''	"
And	CC	and
so	RB	so
often	RB	often
their	PP$	their
answer	NN	answer
would	MD	would
be	VB	be
,	,	,
"	``	"
Well	UH	well
,	,	,
because	IN	because
somebody	NN	somebody
told	VBD	tell
me	PP	me
I	NP	I
'	POS	'
m	NN	m
supposed	VBN	suppose
to	TO	to
.	SENT	.
"	``	"
And	CC	and
I	PP	I
realized	VBD	realize
that	IN	that
so	IN	so
many	JJ	many
people	NNS	people
around	IN	around
us	PP	us
are	VBP	be
climbing	VBG	climb
their	PP$	their
way	NN	way
up	IN	up
this	DT	this
ladder	NN	ladder
that	IN	that
someone	NN	someone
tells	VBZ	tell
them	PP	them
to	TO	to
climb	VB	climb
,	,	,
and	CC	and
it	PP	it
ends	VBZ	end
up	RP	up
being	VBG	be
leaned	VBN	lean
up	RP	up
against	IN	against
the	DT	the
wrong	JJ	wrong
wall	NN	wall
,	,	,
or	CC	or
no	DT	no
wall	NN	wall
at	IN	at
all	DT	all
.	SENT	.
The	DT	the
more	JJR	more
time	NN	time
I	PP	I
spent	VBD	spend
around	RP	around
these	DT	these
people	NNS	people
and	CC	and
saw	VBD	see
this	DT	this
problem	NN	problem
,	,	,
I	PP	I
thought	VBD	think
,	,	,
what	WP	what
if	IN	if
we	PP	we
could	MD	could
create	VB	create
a	DT	a
community	NN	community
,	,	,
a	DT	a
place	NN	place
where	WRB	where
people	NNS	people
could	MD	could
feel	VB	feel
like	IN	like
they	PP	they
belonged	VBD	belong
and	CC	and
that	IN	that
it	PP	it
was	VBD	be
OK	JJ	OK
to	TO	to
do	VB	do
things	NNS	thing
differently	RB	differently
,	,	,
to	TO	to
take	VB	take
the	DT	the
road	NN	road
less	RBR	less
traveled	VBD	travel
,	,	,
where	WRB	where
that	DT	that
was	VBD	be
encouraged	VBN	encourage
,	,	,
and	CC	and
inspire	VB	inspire
people	NNS	people
to	TO	to
change	VB	change
?	SENT	?
And	CC	and
that	WDT	that
later	RBR	later
became	VBD	become
what	WP	what
I	PP	I
now	RB	now
call	VBP	call
Live	VB	live
Your	PP$	your
Legend	NP	Legend
,	,	,
which	WDT	which
I	PP	I
'	POS	'
ll	NNS	<unknown>
explain	VBP	explain
in	IN	in
a	DT	a
little	JJ	little
bit	NN	bit
.	SENT	.
But	CC	but
as	IN	as
I	PP	I
'	POS	'
ve	NN	ve
made	VBD	make
these	DT	these
discoveries	NNS	discovery
,	,	,
I	PP	I
noticed	VBD	notice
a	DT	a
framework	NN	framework
of	IN	of
really	RB	really
three	CD	three
simple	JJ	simple
things	NNS	thing
that	IN	that
all	PDT	all
these	DT	these
different	JJ	different
passionate	JJ	passionate
world-changers	NNS	world-changer
have	VBP	have
in	IN	in
common	JJ	common
,	,	,
whether	IN	whether
you	PP	you
'	''	'
re	IN	re
a	DT	a
Steve	NP	Steve
Jobs	NP	Jobs
or	CC	or
if	IN	if
you	PP	you
'	POS	'
re	NN	re
just	RB	just
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
person	NN	person
that	WDT	that
has	VBZ	have
the	DT	the
bakery	NN	bakery
down	IN	down
the	DT	the
street	NN	street
.	SENT	.
But	CC	but
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
work	NN	work
that	WDT	that
embodies	VBZ	embody
who	WP	who
you	PP	you
are	VBP	be
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
share	VB	share
those	DT	those
three	CD	three
with	IN	with
you	PP	you
,	,	,
so	RB	so
we	PP	we
can	MD	can
use	VB	use
them	PP	them
as	IN	as
a	DT	a
lens	NN	lens
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
today	NN	today
and	CC	and
hopefully	RB	hopefully
the	DT	the
rest	NN	rest
of	IN	of
our	PP$	our
life	NN	life
.	SENT	.
The	DT	the
first	JJ	first
part	NN	part
of	IN	of
this	DT	this
three-step	NN	three-step
passionate	JJ	passionate
work	NN	work
framework	NN	framework
is	VBZ	be
becoming	VBG	become
a	DT	a
self-	NN	<unknown>
expert	NN	expert
and	CC	and
understanding	VBG	understand
yourself	PP	yourself
,	,	,
because	IN	because
if	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
you	PP	you
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
,	,	,
you	PP	you
'	POS	'
re	NN	re
never	RB	never
going	VBG	go
to	TO	to
find	VB	find
it	PP	it
.	SENT	.
And	CC	and
the	DT	the
thing	NN	thing
is	VBZ	be
that	IN	that
no	DT	no
one	CD	one
is	VBZ	be
going	VBG	go
to	TO	to
do	VB	do
this	DT	this
for	IN	for
us	PP	us
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
no	RB	no
major	JJ	major
in	IN	in
university	NN	university
on	IN	on
passion	NN	passion
and	CC	and
purpose	NN	purpose
and	CC	and
career	NN	career
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VB	know
how	WRB	how
that	DT	that
'	''	'
s	NNS	<unknown>
not	RB	not
a	DT	a
required	VBN	require
double	JJ	double
major	JJ	major
,	,	,
but	CC	but
don	NN	don
'	POS	'
t	NN	t
even	RB	even
get	VBP	get
me	PP	me
started	VBD	start
on	IN	on
that	DT	that
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
spend	VBP	spend
more	JJR	more
time	NN	time
picking	VBG	pick
out	RP	out
a	DT	a
dorm	NN	dorm
room	NN	room
TV	NN	TV
set	VBN	set
than	IN	than
you	PP	you
do	VBP	do
you	PP	you
picking	VBG	pick
your	PP$	your
major	JJ	major
and	CC	and
your	PP$	your
area	NN	area
of	IN	of
study	NN	study
.	SENT	.
But	CC	but
the	DT	the
point	NN	point
is	VBZ	be
,	,	,
it	PP	it
'	POS	'
s	NN	S
on	IN	on
us	PP	us
to	TO	to
figure	VB	figure
that	IN	that
out	RB	out
,	,	,
and	CC	and
we	PP	we
need	VBP	need
a	DT	a
framework	NN	framework
,	,	,
we	PP	we
need	VBP	need
a	DT	a
way	NN	way
to	TO	to
navigate	VB	navigate
through	IN	through
this	DT	this
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
first	JJ	first
step	NN	step
of	IN	of
our	PP$	our
compass	NN	compass
is	VBZ	be
finding	VBG	find
out	RP	out
what	WP	what
our	PP$	our
unique	JJ	unique
strengths	NNS	strength
are	VBP	be
.	SENT	.
What	WP	what
are	VBP	be
the	DT	the
things	NNS	thing
that	WDT	that
we	PP	we
wake	VBP	wake
up	RB	up
loving	JJ	loving
to	TO	to
do	VB	do
no	DT	no
matter	NN	matter
what	WP	what
,	,	,
whether	IN	whether
we	PP	we
'	POS	'
re	NN	re
paid	VBD	pay
or	CC	or
we	PP	we
'	POS	'
re	NN	re
not	RB	not
paid	VBN	pay
,	,	,
the	DT	the
things	NNS	thing
that	WDT	that
people	NNS	people
thank	VBP	thank
us	PP	us
for	IN	for
?	SENT	?
And	CC	and
the	DT	the
Strengths	NNS	strength
Finder	NP	Finder
2	CD	@card@
.	SENT	.
0	CD	@card@
is	VBZ	be
a	DT	a
book	NN	book
and	CC	and
also	RB	also
an	DT	an
online	JJ	online
tool	NN	tool
.	SENT	.
I	PP	I
highly	RB	highly
recommend	VBP	recommend
it	PP	it
for	IN	for
sorting	VBG	sort
out	RP	out
what	WP	what
it	PP	it
is	VBZ	be
that	IN	that
you	PP	you
'	POS	'
re	NN	re
naturally	RB	naturally
good	JJ	good
at	IN	at
.	SENT	.
And	CC	and
next	JJ	next
,	,	,
what	WP	what
'	''	'
s	VBG	<unknown>
our	PP$	our
framework	NN	framework
or	CC	or
our	PP$	our
hierarchy	NN	hierarchy
for	IN	for
making	VBG	make
decisions	NNS	decision
?	SENT	?
Do	VB	do
we	PP	we
care	VB	care
about	IN	about
the	DT	the
people	NNS	people
,	,	,
our	PP$	our
family	NN	family
,	,	,
health	NN	health
,	,	,
or	CC	or
is	VBZ	be
it	PP	it
achievement	NN	achievement
,	,	,
success	NN	success
,	,	,
all	PDT	all
this	DT	this
stuff	NN	stuff
?	SENT	?
We	PP	we
have	VBP	have
to	TO	to
figure	VB	figure
out	RP	out
what	WP	what
it	PP	it
is	VBZ	be
to	TO	to
make	VB	make
these	DT	these
decisions	NNS	decision
,	,	,
so	RB	so
we	PP	we
know	VBP	know
what	WP	what
our	PP$	our
soul	NN	soul
is	VBZ	be
made	VBN	make
of	IN	of
,	,	,
so	IN	so
that	WDT	that
we	PP	we
don	VBP	don
'	''	'
t	NN	t
go	VB	go
selling	VBG	sell
it	PP	it
to	TO	to
some	DT	some
cause	NN	cause
we	PP	we
don	VBP	don
'	''	'
t	NN	t
give	VB	give
a	DT	a
shit	NN	shit
about	RB	about
.	SENT	.
And	CC	and
then	RB	then
the	DT	the
next	JJ	next
step	NN	step
is	VBZ	be
our	PP$	our
experiences	NNS	experience
.	SENT	.
All	DT	all
of	IN	of
us	PP	us
have	VBP	have
these	DT	these
experiences	NNS	experience
.	SENT	.
We	PP	we
learn	VBP	learn
things	NNS	thing
every	DT	every
day	NN	day
,	,	,
every	DT	every
minute	NN	minute
about	IN	about
what	WP	what
we	PP	we
love	VBP	love
,	,	,
what	WP	what
we	PP	we
hate	VBP	hate
,	,	,
what	WP	what
we	PP	we
'	POS	'
re	NN	re
good	JJ	good
at	IN	at
,	,	,
what	WP	what
we	PP	we
'	POS	'
re	NN	re
terrible	JJ	terrible
at	IN	at
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
spend	VBP	spend
time	NN	time
paying	VBG	pay
attention	NN	attention
to	TO	to
that	DT	that
and	CC	and
assimilating	VBG	assimilate
that	IN	that
learning	VBG	learn
and	CC	and
applying	VBG	apply
it	PP	it
to	TO	to
the	DT	the
rest	NN	rest
of	IN	of
our	PP$	our
lives	NNS	life
,	,	,
it	PP	it
'	POS	'
s	NN	S
all	RB	all
for	IN	for
nothing	NN	nothing
.	SENT	.
Every	DT	every
day	NN	day
,	,	,
every	DT	every
week	NN	week
,	,	,
every	DT	every
month	NN	month
of	IN	of
every	DT	every
year	NN	year
I	PP	I
spend	VBP	spend
some	DT	some
time	NN	time
just	RB	just
reflecting	VBG	reflect
on	IN	on
what	WP	what
went	VBD	go
right	RB	right
,	,	,
what	WP	what
went	VBD	go
wrong	JJ	wrong
,	,	,
and	CC	and
what	WP	what
do	VBP	do
I	PP	I
want	VBP	want
to	TO	to
repeat	VB	repeat
,	,	,
what	WP	what
can	MD	can
I	PP	I
apply	VB	apply
more	RBR	more
to	TO	to
my	PP$	my
life	NN	life
.	SENT	.
And	CC	and
even	RB	even
more	RBR	more
so	RB	so
than	IN	than
that	IN	that
,	,	,
as	IN	as
you	PP	you
see	VBP	see
people	NNS	people
,	,	,
especially	RB	especially
today	NN	today
,	,	,
who	WP	who
inspire	VBP	inspire
you	PP	you
,	,	,
who	WP	who
are	VBP	be
doing	VBG	do
things	NNS	thing
where	WRB	where
you	PP	you
say	VBP	say
"	``	"
Oh	UH	oh
God	NP	God
,	,	,
what	WP	what
Jeff	NP	Jeff
is	VBZ	be
doing	VBG	do
,	,	,
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
like	IN	like
him	PP	him
.	SENT	.
"	``	"
Why	WRB	why
are	VBP	be
you	PP	you
saying	VBG	say
that	DT	that
?	SENT	?
Open	VB	open
up	RP	up
a	DT	a
journal	NN	journal
.	SENT	.
Write	VB	write
down	RB	down
what	WP	what
it	PP	it
is	VBZ	be
about	IN	about
them	PP	them
that	WDT	that
inspires	VBZ	inspire
you	PP	you
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
be	VB	be
everything	NN	everything
about	IN	about
their	PP$	their
life	NN	life
,	,	,
but	CC	but
whatever	WDT	whatever
it	PP	it
is	VBZ	be
,	,	,
take	VB	take
note	NN	note
on	IN	on
that	DT	that
,	,	,
so	RB	so
over	IN	over
time	VB	time
we	PP	we
'	POS	'
ll	NNS	<unknown>
have	VBP	have
this	DT	this
repository	NN	repository
of	IN	of
things	NNS	thing
that	IN	that
we	PP	we
can	MD	can
use	VB	use
to	TO	to
apply	VB	apply
to	TO	to
our	PP$	our
life	NN	life
and	CC	and
have	VB	have
a	DT	a
more	RBR	more
passionate	JJ	passionate
existence	NN	existence
and	CC	and
make	VB	make
a	DT	a
better	JJR	good
impact	NN	impact
.	SENT	.
Because	IN	because
when	WRB	when
we	PP	we
start	VBP	start
to	TO	to
put	VB	put
these	DT	these
things	NNS	thing
together	RB	together
,	,	,
we	PP	we
can	MD	can
then	RB	then
define	VB	define
what	WP	what
success	NN	success
actually	RB	actually
means	VBZ	mean
to	TO	to
us	PP	us
,	,	,
and	CC	and
without	IN	without
these	DT	these
different	JJ	different
parts	NNS	part
of	IN	of
the	DT	the
compass	NN	compass
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
impossible	JJ	impossible
.	SENT	.
We	PP	we
end	VBP	end
up	RP	up
in	IN	in
the	DT	the
situation	NN	situation
—	:	-
we	PP	we
have	VBP	have
that	DT	that
scripted	VBN	script
life	NN	life
that	IN	that
everybody	NN	everybody
seems	VBZ	seem
to	TO	to
be	VB	be
living	VBG	live
going	VBG	go
up	RP	up
this	DT	this
ladder	NN	ladder
to	TO	to
nowhere	NN	nowhere
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
like	JJ	like
in	IN	in
Wall	NP	Wall
Street	NP	Street
2	CD	@card@
,	,	,
if	IN	if
anybody	NN	anybody
saw	VBD	see
that	IN	that
,	,	,
the	DT	the
peon	NN	peon
employee	NN	employee
asks	VBZ	ask
the	DT	the
big	JJ	big
Wall	NP	Wall
Street	NP	Street
banker	NN	banker
CEO	NN	CEO
,	,	,
"	''	"
What	WP	what
'	''	'
s	VBG	<unknown>
your	PP$	your
number	NN	number
?	SENT	?
Everyone	NN	everyone
'	POS	'
s	NN	S
got	VBD	get
a	DT	a
number	NN	number
,	,	,
where	WRB	where
if	IN	if
they	PP	they
make	VBP	make
this	DT	this
money	NN	money
,	,	,
they	PP	they
'	POS	'
ll	NNS	<unknown>
leave	VBP	leave
it	PP	it
all	DT	all
.	SENT	.
"	''	"
He	PP	he
says	VBZ	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
it	PP	it
'	POS	'
s	NN	S
simple	NN	simple
.	SENT	.
More	JJR	more
.	SENT	.
"	``	"
And	CC	and
he	PP	he
just	RB	just
smiles	VBZ	smile
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
the	DT	the
sad	JJ	sad
state	NN	state
of	IN	of
most	JJS	most
of	IN	of
the	DT	the
people	NNS	people
that	DT	that
haven	NN	haven
'	POS	'
t	NN	t
spent	VBD	spend
time	NN	time
understanding	NN	understanding
what	WP	what
matters	VBZ	matter
for	IN	for
them	PP	them
,	,	,
who	WP	who
keep	VBP	keep
reaching	VBG	reach
for	IN	for
something	NN	something
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
mean	JJ	mean
anything	NN	anything
to	TO	to
us	PP	us
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
it	PP	it
because	IN	because
everyone	NN	everyone
said	VBD	say
we	PP	we
'	''	'
re	IN	re
supposed	VBN	suppose
to	TO	to
.	SENT	.
But	CC	but
once	RB	once
we	PP	we
have	VBP	have
this	DT	this
framework	NN	framework
together	RB	together
,	,	,
we	PP	we
can	MD	can
start	VB	start
to	TO	to
identify	VB	identify
the	DT	the
things	NNS	thing
that	WDT	that
make	VBP	make
us	PP	us
come	VBP	come
alive	RB	alive
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
before	IN	before
this	DT	this
,	,	,
a	DT	a
passion	NN	passion
could	MD	could
come	VB	come
and	CC	and
hit	VB	hit
you	PP	you
in	IN	in
the	DT	the
face	NN	face
,	,	,
or	CC	or
maybe	RB	maybe
in	IN	in
your	PP$	your
possible	JJ	possible
line	NN	line
of	IN	of
work	NN	work
,	,	,
you	PP	you
might	MD	might
throw	VB	throw
it	PP	it
away	RP	away
because	IN	because
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
a	DT	a
way	NN	way
of	IN	of
identifying	VBG	identify
it	PP	it
.	SENT	.
But	CC	but
once	RB	once
you	PP	you
do	VBP	do
,	,	,
you	PP	you
can	MD	can
see	VB	see
something	NN	something
that	RB	that
'	POS	'
s	NNS	<unknown>
congruent	JJ	congruent
with	IN	with
my	PP$	my
strengths	NNS	strength
,	,	,
my	PP$	my
values	NNS	value
,	,	,
who	WP	who
I	PP	I
am	VBP	be
as	IN	as
a	DT	a
person	NN	person
,	,	,
so	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
grab	VB	grab
ahold	NN	<unknown>
of	IN	of
this	DT	this
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
do	VB	do
something	NN	something
with	IN	with
it	PP	it
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
pursue	VB	pursue
it	PP	it
and	CC	and
try	VBP	try
to	TO	to
make	VB	make
an	DT	an
impact	NN	impact
with	IN	with
it	PP	it
.	SENT	.
And	CC	and
Live	VB	live
Your	PP$	your
Legend	NP	Legend
and	CC	and
the	DT	the
movement	NN	movement
we	PP	we
'	POS	'
ve	NN	ve
built	VBD	build
wouldn	NN	<unknown>
'	POS	'
t	NN	t
exist	VBP	exist
if	IN	if
I	PP	I
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
this	DT	this
compass	NN	compass
to	TO	to
identify	VB	identify
,	,	,
"	''	"
Wow	NN	wow
,	,	,
this	DT	this
is	VBZ	be
something	NN	something
I	PP	I
want	VBP	want
to	TO	to
pursue	VB	pursue
and	CC	and
make	VB	make
a	DT	a
difference	NN	difference
with	IN	with
.	SENT	.
"	``	"
If	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
,	,	,
