So	RB	so
you	PP	you
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
.	SENT	.
You	PP	you
get	VBP	get
that	IN	that
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
slap	NN	slap
in	IN	in
the	DT	the
face	NN	face
.	SENT	.
Trying	VBG	try
to	TO	to
think	VB	think
about	RB	about
how	WRB	how
a	DT	a
404	CD	@card@
felt	VBD	feel
,	,	,
and	CC	and
it	PP	it
would	MD	would
be	VB	be
like	JJ	like
if	IN	if
you	PP	you
went	VBD	go
to	TO	to
Starbucks	NP	Starbucks
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
guy	NN	guy
behind	IN	behind
the	DT	the
counter	NN	counter
and	CC	and
you	PP	you
'	POS	'
re	NN	re
over	IN	over
there	RB	there
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
skim	NN	skim
milk	NN	milk
.	SENT	.
And	CC	and
you	PP	you
say	VBP	say
,	,	,
"	''	"
Hey	NP	Hey
,	,	,
could	MD	could
you	PP	you
bring	VB	bring
the	DT	the
skim	NN	skim
milk	NN	milk
?	SENT	?
"	``	"
And	CC	and
they	PP	they
walk	VBP	walk
out	RP	out
from	IN	from
behind	IN	behind
the	DT	the
counter	NN	counter
and	CC	and
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
no	DT	no
pants	NNS	pant
on	RB	on
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
re	NN	re
like	IN	like
,	,	,
"	``	"
Oh	UH	oh
,	,	,
I	PP	I
didn	NNS	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
see	VB	see
that	DT	that
.	SENT	.
"	``	"
That	RB	that
'	''	'
s	VBG	<unknown>
the	DT	the
404	CD	@card@
feeling	NN	feeling
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
heard	VBD	hear
about	IN	about
that	DT	that
.	SENT	.
So	RB	so
where	WRB	where
this	DT	this
comes	VBZ	come
into	IN	into
play	NN	play
and	CC	and
why	WRB	why
this	DT	this
is	VBZ	be
important	JJ	important
is	VBZ	be
I	PP	I
head	VBP	head
up	RP	up
a	DT	a
technology	NN	technology
incubator	NN	incubator
,	,	,
and	CC	and
we	PP	we
had	VBD	have
eight	CD	eight
startups	NNS	startup
sitting	VBG	sit
around	RP	around
there	RB	there
.	SENT	.
And	CC	and
those	DT	those
startups	NNS	startup
are	VBP	be
focused	VBN	focus
on	IN	on
what	WP	what
they	PP	they
are	VBP	be
,	,	,
not	RB	not
what	WP	what
they	PP	they
'	POS	'
re	NN	re
not	RB	not
,	,	,
until	IN	until
one	CD	one
day	NN	day
Athletepath	NP	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
website	NN	website
that	WDT	that
focuses	VBZ	focus
on	IN	on
services	NNS	service
for	IN	for
extreme	JJ	extreme
athletes	NNS	athlete
,	,	,
found	VBD	find
this	DT	this
video	NN	video
.	SENT	.
Guy	NN	guy
:	:	:
Joey	NP	Joey
!	SENT	!
Crowd	NN	crowd
:	:	:
Whoa	NP	Whoa
!	SENT	!
Renny	NP	Renny
Gleeson	NP	Gleeson
:	:	:
You	PP	you
just	RB	just
.	SENT	.
.	SENT	.
.	SENT	.
no	UH	no
,	,	,
he	PP	he
'	POS	'
s	NN	S
not	RB	not
okay	JJ	okay
.	SENT	.
They	PP	they
took	VBD	take
that	IN	that
video	NN	video
and	CC	and
they	PP	they
embedded	VBD	embed
it	PP	it
in	IN	in
their	PP$	their
404	CD	@card@
page	NN	page
and	CC	and
it	PP	it
was	VBD	be
like	IN	like
a	DT	a
light	JJ	light
bulb	NN	bulb
went	VBD	go
off	RP	off
for	IN	for
everybody	NN	everybody
in	IN	in
the	DT	the
place	NN	place
.	SENT	.
Because	RB	because
finally	RB	finally
there	EX	there
was	VBD	be
a	DT	a
page	NN	page
that	WDT	that
actually	RB	actually
felt	VBD	feel
like	IN	like
what	WP	what
it	PP	it
felt	VBD	feel
like	IN	like
to	TO	to
hit	VB	hit
a	DT	a
404	CD	@card@
.	SENT	.
So	IN	so
this	DT	this
turned	VBN	turn
into	IN	into
a	DT	a
contest	NN	contest
.	SENT	.
Dailypath	NN	<unknown>
that	WDT	that
offers	VBZ	offer
inspiration	NN	inspiration
put	VB	put
inspiration	NN	inspiration
on	IN	on
their	PP$	their
404	CD	@card@
page	NN	page
.	SENT	.
Stayhound	NP	<unknown>
,	,	,
which	WDT	which
helps	VBZ	help
you	PP	you
find	VB	find
pet	JJ	pet
sitters	NNS	sitter
through	IN	through
your	PP$	your
social	JJ	social
network	NN	network
,	,	,
commiserated	VBN	commiserate
with	IN	with
your	PP$	your
pet	NN	pet
.	SENT	.
Each	DT	each
one	CD	one
of	IN	of
them	PP	them
found	VBD	find
this	DT	this
.	SENT	.
It	PP	it
turned	VBD	turn
into	IN	into
a	DT	a
24-hour	JJ	24-hour
contest	NN	contest
.	SENT	.
At	IN	at
4:04	CD	@card@
the	DT	the
next	JJ	next
day	NN	day
,	,	,
we	PP	we
gave	VBD	give
out	RP	out
$404	NN	<unknown>
in	IN	in
cash	NN	cash
.	SENT	.
And	CC	and
what	WP	what
they	PP	they
learned	VBD	learn
was	VBD	be
that	IN	that
those	DT	those
little	JJ	little
things	NNS	thing
,	,	,
done	VBN	do
right	RB	right
,	,	,
actually	RB	actually
matter	NN	matter
,	,	,
and	CC	and
that	IN	that
well-designed	VBN	well-design
moments	NNS	moment
can	MD	can
build	VB	build
brands	NNS	brand
.	SENT	.
So	RB	so
you	PP	you
take	VBP	take
a	DT	a
look	NN	look
out	RP	out
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
,	,	,
and	CC	and
the	DT	the
fun	NN	fun
thing	NN	thing
is	VBZ	be
you	PP	you
can	MD	can
actually	RB	actually
hack	VB	hack
these	DT	these
yourself	PP	yourself
.	SENT	.
You	PP	you
can	MD	can
type	VB	type
in	IN	in
an	DT	an
URL	NP	URL
and	CC	and
put	VBN	put
in	IN	in
a	DT	a
404	CD	@card@
and	CC	and
these	DT	these
will	MD	will
pop	VB	pop
.	SENT	.
This	DT	this
is	VBZ	be
one	CD	one
that	WDT	that
commiserates	VBZ	commiserate
with	IN	with
you	PP	you
.	SENT	.
This	DT	this
is	VBZ	be
one	CD	one
that	WDT	that
blames	VBZ	blame
you	PP	you
.	SENT	.
This	DT	this
is	VBZ	be
one	CD	one
that	IN	that
I	PP	I
loved	VBD	love
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
error	NN	error
page	NN	page
,	,	,
but	CC	but
what	WP	what
if	IN	if
this	DT	this
error	NN	error
page	NN	page
was	VBD	be
also	RB	also
an	DT	an
opportunity	NN	opportunity
?	SENT	?
So	RB	so
it	PP	it
was	VBD	be
a	DT	a
moment	NN	moment
in	IN	in
time	NN	time
where	WRB	where
all	DT	all
of	IN	of
these	DT	these
startups	NNS	startup
had	VBD	have
to	TO	to
sit	VB	sit
and	CC	and
think	VB	think
and	CC	and
got	VBD	get
really	RB	really
excited	JJ	excited
about	IN	about
what	WP	what
they	PP	they
could	MD	could
be	VB	be
.	SENT	.
Because	IN	because
back	RB	back
to	TO	to
the	DT	the
whole	JJ	whole
relationship	NN	relationship
issue	NN	issue
,	,	,
what	WP	what
they	PP	they
figured	VBD	figure
out	RP	out
through	IN	through
this	DT	this
exercise	NN	exercise
was	VBD	be
that	IN	that
a	DT	a
simple	JJ	simple
mistake	NN	mistake
can	MD	can
tell	VB	tell
me	PP	me
what	WP	what
you	PP	you
'	POS	'
re	NN	re
not	RB	not
,	,	,
or	CC	or
it	PP	it
can	MD	can
remind	VB	remind
me	PP	me
of	IN	of
why	WRB	why
I	PP	I
should	MD	should
love	VB	love
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
